 4396 ; Бона иностранная ;  ;  ;  ;  ; 51 ; хъ0 ; 53 
 3711 ; Лот монет Парагвая: 6шт ; 1975-1996 ;  ; Латунь,St ; F-VF/VF- ; 35 ; dikiy17 ; 151 
 3712 ; Лот монет Испании: 6шт ; 1953-1985 ;  ; Cu-Ni,Al,Латунь ; VF-/VF ; 11 ; Anton72 ; 36 
 3713 ; Лот монет Нидерландов: 10шт ; 1951-1980 ;  ; Br,Cu-Ni ; VF/VF+ ; 36 ; alex995 ; 79 
 3714 ; Лот монет Аргентины: 8шт ; 1983-1985 ;  ; Al,латунь ; VF-/VF+ ; 34 ; PaulMS ; 216 
 4051 ; 3 копейки ; 1915 ; Деньги-марки ;  ;  ; 35 ; droopy ; 257 
 4052 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 2 ; 555650 ; 33 
 4053 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 2 ; 555650 ; 33 
 4054 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 5 ; shneyder ; 33 
 4055 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 3 ; shneyder ; 31 
 4056 ; 20 копеек ; 1915 ; Деньги-марки ;  ;  ; 9 ; shneyder ; 46 
 4057 ; 50 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 10 ; koga ; 31 
 4058 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 7 ; raise ; 31 
 4059 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 3 ; raise ; 31 
 4060 ; 2 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 47 ; monos72 ; 100 
 4061 ; 50 копеек ; 1923 ; Денежные знаки (с рисунком монеты) ;  ;  ; 19 ; fanil ; 287 
 4062 ; 10 пенни ; 1919 ; Эстония ;  ;  ; 48 ; Варяг_2010 ; 206 
 4063 ; 5 пенни ; 1919 ; Эстония ;  ;  ; 46 ; Варяг_2010 ; 206 
 4064 ; 500 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 4 ; don-juras ; 45 
 4065 ; 250 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 5 ; zid200 ; 45 
 4066 ; 100 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 30 ; raise ; 51 
 4067 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 7 ; raise ; 64 
 4068 ; 1 рубль ; 1934 ; Гос.казначейские билеты ;  ;  ; 41 ; VladVK ; 432 
 4069 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 17 ; Gold_42 ; 74 
 4070 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 7 ; 34 ; 55 
 4071 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 11 ; Gold_42 ; 70 
 4072 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 8 ; raise ; 61 
 4073 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 5 ; 34 ; 55 
 4074 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 4 ; 34 ; 55 
 4075 ; 5 рублей ; 1997 ; банкнота ;  ;  ; 29 ; Gold_42 ; 79 
 4076 ; 1 рубль ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 27 ; fanil ; 322 
 4077 ; 100 рублей ; 1961 ;  ;  ;  ; 39 ; D-503 ; 101 
 4078 ; 50 рублей ; 1961 ; билет ;  ;  ; 30 ; aleks7 ; 119 
 4079 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 31 ; DVZ ; 119 
 4080 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 39 ; AIK60 ; 400 
 4081 ; 50 рублей ; 1991 ; билет ;  ;  ; 19 ; yuri.gruzdev ; 62 
 4082 ; 100 рублей ; 1991 ; билет ;  ;  ; 9 ; aleks7 ; 63 
 4083 ; 100 рублей ; 1991 ; билет ;  ;  ; 15 ; aleks7 ; 63 
 4084 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 24 ; buben ; 37 
 4085 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 15 ; xct ; 34 
 4086 ; 200 рублей ; 1992 ; билет ;  ;  ; 54 ; zsv ; 59 
 4087 ; 200 рублей ; 1991 ; билет ;  ;  ; 15 ; lesnik1 ; 152 
 4088 ; 1000 рублей ; 1993 ; банкнота ;  ;  ; 10 ; Kislitza.alexei ; 30 
 4090 ; 20 карбованцев ; 1942 ;  ;  ;  ; 25 ; 661 ; 101 
 4091 ; 1 рубль ; 1928 ; Гос.казначейские билеты СССР ;  ;  ; 37 ; fanil ; 649 
 4092 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 32 ; fanil ; 306 
 4093 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 7 ; raise ; 214 
 4094 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 26 ; fanil ; 443 
 4095 ; 25000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 55 ; ZOLTAN333 ; 275 
 3659 ; Лот монет Франции: 10 сентимов (5шт) ; 1963-1979 ;  ; Ni/Br ; VF/VF+ ; 15 ; Vibel ; 39 
 3660 ; Лот евромонет Испании, Германии, Франции, Финляндии (5шт) ; 2002, 2005 ;  ; Cu-Zn ; VF+/XF- ; 18 ; taigist ; 39 
 3661 ; Лот монет Австралии (6шт) ; 1977-1987 ;  ; Cu-Ni, Br ; VF/VF+ ; 3 ; Болгарин ; 68 
 3662 ; Лот монет США: 1 цент (8шт) ; 1961-1979 ;  ; Cu-Zn ; F-VF/VF+ ; 31 ; Gell13 ; 49 
 3663 ; Лот евромонет Австрии,Франции, Нидерландов,Германии,Испании, Финляндии (8шт) ; 2001-2010 ;  ; Cu/St ; VF+/XF ; 34 ; Моряк-собиратель ; 106 
 3664 ; Лот монет Финляндии, Украины, Турции,Швеции, Норвегии,Мексики, Молдавии, Великобритании, Вьетнама (15шт) ; 1966-2000 ;  ; Cu/Ni,Al,St,Cu ; VF/VF+ ; 42 ; Vibel ; 157 
 3665 ; Лот монет Чехословакии (6шт) ; 1922-2001 ;  ; Cu-Ni, Ni/Br ; VF/VF-XF ; 32 ; Al0851 ; 59 
 3666 ; Лот монет Венгрии: 50,20,10,5,2 форитнов, 10 филлеров (6шт) ; 1951-2004 ;  ; Al, Cu-Ni, Al/B ; VF-/VF+ ; 50 ; asparagus ; 124 
 3667 ; Лот монет Франции: 1 франк (4шт) ; 1939-1960 ;  ; Al, Cu-Ni, Al/B ; VF-/VF ; 18 ; Vibel ; 49 
 3668 ; Лот монет ГДР: 5 марок, 1 марка, 50,10,5,2,1 пфеннигов (7шт) ; 1950-1991 ;  ; Cu-Ni, Cu ; VF-/VF+ ; 30 ; Vibel ; 87 
 3669 ; Лот монет Мексики, Барбадоса, Ямайки, Аргентины, Кубы (6шт) ; 1961-2008 ;  ; Cu-Ni, Al ; VF/VF+ ; 41 ; Vibel ; 126 
 3670 ; Лот монет Норвегии (10шт) ; 1951-2001 ;  ; Cu-Ni, Br ; VF-/VF ; 57 ; asparagus ; 114 
 3671 ; Лот монет Великобритании: 1 пенни, 20,10,5,2 пенсов (5шт) ; 1988-1996 ;  ; Cu-Ni, Br ; VF/XF- ; 22 ; Болгарин ; 94 
 3672 ; Лот монет Малайзии, Британского Борнео (4шт) ; 1960-2008 ;  ; Cu-Ni, Cu ; VF+/XF ; 29 ; Vibel ; 77 
 3673 ; Лот монет Дании: 1 крона, 25,10,5 эре (7шт) ; 1966-1996 ;  ; Cu-Ni, Br ; VF/VF+ ; 16 ; Vibel ; 55 
 3674 ; Лот монет Великобритании: 2 шиллинга, 1 шиллинг, 1 пенни, 1/2 пенни, 6 пенсов (6шт) ; 1946-1960 ;  ; Cu-Ni, Br ; F-VF/VF- ; 25 ; Reedy ; 107 
 3675 ; Лот монет Швеции: 50,10,5 эре (7шт) ; 1915-2003 ;  ; Cu-Ni, Br, Cu ; VF-/VF ; 12 ; v1tal1y ; 40 
 3676 ; Лот монет Гонконга (5шт) ; 1974-1998 ;  ; Cu-Ni, Al/Br ; VF-/VF+ ; 28 ; koga ; 71 
 3677 ; Лот монет Мексики, Аргентины, Чили, Перу (6шт) ; 1964-2007 ;  ; Al, Cu-Ni, ж/м ; VF+/XF ; 49 ; Vibel ; 89 
 3678 ; Лот монет Германии: 5 пфеннигов (4шт) ; 1892-1914 ;  ; Cu-Ni ; F-VF/VF ; 29 ; MC17 ; 53 
 3679 ; Лот монет США: 1 цент (10шт) ; 1963-1988 ;  ; Cu-Zn ; VF/XF- ; 39 ; v1tal1y ; 50 
 3680 ; Лот монет Германии: 5шт ; 1911-1930 ;  ; Cu-Ni,Br ; VF-/VF ; 26 ; Anton72 ; 89 
 3681 ; Лот монет Испании, Греции, Норвегии, Италии, Франции (10шт) ; 1944-1998 ;  ; Cu-Ni,Br,St,ж/м ; VF/XF ; 25 ; Болгарин ; 94 
 3682 ; Лот монет Германии: 8шт ; 1899-1933 ;  ; Cu-Ni, Br ; F-VF/VF- ; 18 ; Vibel ; 143 
 3683 ; Лот монет Германии и Веймара: 10шт ; 1889-1925 ;  ; Cu-Ni,Br,Cu ; F+/F-VF ; 26 ; Slonic ; 110 
 3684 ; Лот монет Веймара: 3шт ; 1924,1925,1936 ;  ; Br ; VF/VF-XF ; 18 ; Akira ; 61 
 3685 ; Лот монет Веймара: 3шт ; 1953 ;  ; Al ; F+/F-VF ; 25 ; Lena13 ; 196 
 3686 ; Лот монет Австралии (юбилейные): 50 центов (3шт) ; 1977-2001 ;  ; Cu-Ni ; VF-/VF ; 33 ; vc57 ; 226 
 3687 ; Лот монет Веймара и Германии: 10шт ; 1876-1934 ;  ; Cu-Ni,Br,Cu ; F-VF/VF ; 15 ; Lena13 ; 179 
 3688 ; Лот монет Финляндии: 1 марка, 50,20,10,5,1 пенни (9шт) ; 1966-1987 ;  ; Al, Cu-Ni, ж/м ; VF-/VF+ ; 37 ; MC17 ; 37 
 3689 ; Лот монет Израиля: 6шт ;  ;  ; Cu-Ni, ж/м ; VF-/VF ; 46 ; Болгарин ; 83 
 3690 ; Лот монет Испании: 10шт ; 1957-1975 ;  ; Cu-Ni ; VF-/VF+ ; 33 ; v1tal1y ; 32 
 3691 ; Лот монет Аргентины: 11шт ; 1957-1968 ;  ; Cu-Ni ; VF/VF-XF ; 48 ; Vibel ; 380 
 3692 ; Лот монет Франции: 10шт ; 1960-1995 ;  ; Cu-Ni,Би/м,Al/B ; VF-/VF+ ; 15 ; Rober ; 41 
 3693 ; Лот монет Дании: 14шт ; 1941-1980 ;  ; Al,Zn,Cu-Ni,Br, ; F-VF/VF ; 56 ; Vibel ; 148 
 3694 ; Лот монет Бельгии: 6шт ; 1950-1990 ;  ; Al/Br,Br,Cu-Ni ; VF-/VF ; 24 ; Болгарин ; 42 
 3695 ; Лот монет Турции: 5шт ; 1989-1998 ;  ; Cu-Ni-Zn ; VF-/VF ; 23 ; Болгарин ; 42 
 3696 ; Лот монет Болгарии: 10шт ; 1962-1981 ;  ; Cu-Ni,латун ; VF-/VF ; 23 ; Vibel ; 43 
 3697 ; Лот монет Аргентины: 3шт ; 1977-1978 ;  ; Al/Br ; VF+/XF- ; 16 ; Vibel ; 184 
 3698 ; Лот монет Аргентины: 9шт ; 1972-1979 ;  ; Al/Br,Al ; VF+/XF ; 22 ; PaulMS ; 206 
 3699 ; Лот монет Аргентины: 8шт ; 1983-1985 ;  ; Al/Br,Al ; VF+/XF- ; 16 ; PaulMS ; 152 
 3700 ; Лот монет Туниса: 6шт ; 1960-1983 ;  ; Al/Br,Al ; F+/VF- ; 23 ; dikiy17 ; 66 
 3701 ; Лот монет Франции: 6шт ; 1963-1991 ;  ; Al/Br,Би/м,Cu-N ; VF/VF+ ; 23 ; Vibel ; 47 
 3702 ; Лот монет США: 6шт ; 1926-1956 ;  ; Zn-St,Cu-Zn,Br ; F+/F-VF ; 47 ; Pasik ; 75 
 3703 ; Лот монет Норвегии: 18шт ; 1953-1972 ;  ; Br ; VF-/VF ; 41 ; Searcher ; 136 
 3704 ; Лот монет Норвегии: 17шт ; 1974-1991 ;  ; Cu-Ni ; VF+/VF-XF ; 21 ; Searcher ; 153 
 3705 ; Лот монет Нидерландов: 6шт ; 1950-1988 ;  ; Cu-Ni,Br,Al/Br ; VF/VF+ ; 23 ; Vibel ; 43 
 3706 ; Лот монет Швеции: 10шт ; 1942-1950 ;  ; Fe,Br ; F-VF/VF ; 53 ; Searcher ; 150 
 3707 ; Лот монет Норвегии: 10шт ; 1952-1971 ;  ; Br ; VF-/VF ; 42 ; Vibel ; 122 
 3708 ; Лот монет Норвегии: 12шт ; 1952-1973 ;  ; Br ; VF-/VF ; 18 ; Vibel ; 123 
 3609 ; Лот монет Польши: 2 злотых (9шт) ; 2006-2010 ;  ; Латунь ; XF/AU ; 43 ; smel ; 444 
 3610 ; Лот монет Польши: 2 злотых (9шт) ; 2006-2010 ;  ; Латунь ; XF/AU ; 32 ; Kuznets ; 486 
 3611 ; Лот монет Франции: 8шт ; 1965-1998 ;  ; Би/м,Al/Br,Cu-N ; VF/VF+ ; 13 ; Vibel ; 36 
 3612 ; Лот монет Нидерландов: 13шт. Деформация, напайка ; 1929-1996 ;  ; Ag,Cu-Ni,Br ; F+/XF- ; 50 ; Vibel ; 114 
 3613 ; Лот монет Португалии и Испании: 8шт ; 1941-1997 ;  ; Al,Cu-Ni,лат ; VF-/VF-XF ; 31 ; BVN-2 ; 57 
 3614 ; Лот монет Мексики,Аргентины и Испании: 9шт ; 1957-1998 ;  ; Cu-Ni,лат,Би/м ; VF/VF-XF ; 42 ; E.C. ; 169 
 3615 ; Лот монет Норвегии: 10шт ; 1947-1977 ;  ; Cu-Ni,Br ; VF-/VF+ ; 81 ; Vibel ; 127 
 3616 ; Лот монет Дании: 7шт ; 1964-1993 ;  ; Cu-Ni,Br,Zn ; F-VF/VF+ ; 64 ; Vibel ; 96 
 3617 ; Лот монет Бельгии: 6шт ; 1955-1990 ;  ; Cu-Ni,Br,Al/Br ; VF-/VF+ ; 35 ; Vibel ; 42 
 3618 ; Лот монет Греции: 13шт ; 1959-1990 ;  ; Cu-Ni,лат ; VF/VF-XF ; 43 ; asparagus ; 148 
 3619 ; Лот монет Швеции: 21шт ; 1898-1992 ;  ; Cu-Ni,Br ; VF/VF-XF ; 99 ; Vibel ; 167 
 3620 ; Лот монет Колумбии, Италии, Барбдоса: 6шт ; 1976-1990 ;  ; Cu-Ni,Br,St ; VF/VF-XF ; 32 ; vc57 ; 152 
 3621 ; Лот монет Японии, Тайланда, Цейлона, Кипра и Индонезии: 11шт ; 1943-2003 ;  ; Лат,Cu-Ni,Al ; VF-/XF ; 52 ; Болгарин ; 221 
 3622 ; Лот монет Югославии и Румынии: 8шт ; 1960-1980 ;  ; Cu-Ni,лат ; VF+/XF ; 20 ; zx123 ; 50 
 3623 ; Лот монет Великобритании, Гон-Конга и Гибралтара: 9шт ; 1957-1991 ;  ; Cu-Ni,Br ; VF-/VF ; 63 ; Болгарин ; 213 
 3624 ; Лот монет Венгрии: 5шт ; 1989-2002 ;  ; Cu-Ni,al/Br ; VF+/XF ; 18 ; Болгарин ; 41 
 3625 ; Лот монет Финляндии, ГДР и ФРГ: 13шт ; 1929-2009 ;  ; Al/Br,Al,Fe,Cu- ; F-VF/VF+ ; 20 ; zx123 ; 257 
 3626 ; Лот монет Польши, Чехии, Чехословакии, ЮАР: 7шт ; 1961-1997 ;  ; Cu-Ni,Al,лат ; VF-/XF- ; 17 ; Al0851 ; 105 
 3627 ; Лот монет Судана: 4шт ; 2006 ;  ; Би/м,Лат,Cu-Ni ; AU ; 28 ; smel ; 267 
 3628 ; Лот монет Центральной Африки (CEMAC): 6шт ; 2006 ;  ; Лат,Ni/St ; AU ; 2 ; Mike! ; 223 
 3629 ; Лот монет Бангаладеша: 7шт ;  ;  ; Ni/St,Al ; XF-/XF+ ; 24 ; vc57 ; 187 
 3630 ; Лот монет Багамских островов:5шт ; 1992-2007 ;  ; Cu-Ni,Br ; AU ; 15 ; Болгарин ; 230 
 3631 ; Лот монет Мавритании: 4шт ; 2009,2010 ;  ; Би/м,Лат,Ni/St ; AU ; 14 ; Mike! ; 315 
 3632 ; Лот монет Западных Африканских штатов: ; 2002-2009 ;  ; Би/м,Лат,Ni/St ; AU ; 6 ; Mike! ; 226 
 3633 ; Лот монет Филиппин: 7шт ; 1993 ;  ; Би/м,Лат,Ni/St ; AU ; 2 ; Mike! ; 223 
 3634 ; Лот монет Тонга: 5шт ; 2002-2005 ;  ; Cu/St,Ni/St ; AU ; 11 ; Болгарин ; 270 
 3635 ; Лот монет Гайяны: 3шт ; 2005,2007 ;  ; Cu/St,Ni/St ; AU ; 2 ; Mike! ; 123 
 3636 ; Лот монет Уганды (Год Обезьяны): 5шт ; 2004 ;  ; St ; XF/XF+ ; 23 ; Болгарин ; 221 
 3637 ; Лот монет Сейшельских островов: 6шт ; 2004,2007 ;  ; Cu-Ni,Лат ; AU ; 34 ; Болгарин ; 299 
 3638 ; Лот монет Уругвая: 5шт ; 1998-2008 ;  ; St,латунь ; AU ; 2 ; Mike! ; 143 
 3639 ; Лот монет Эфиопии: 5шт ;  ;  ; St,латунь,Al ; AU ; 22 ; Болгарин ; 302 
 3640 ; Лот монет Тайланда: 6шт ;  ;  ; Би/м,Cu/St,Cu-N ; XF/AU ; 7 ; Mike! ; 146 
 3641 ; Лот монет Вануату: 7шт ; 1999-2009 ;  ; Cu-Ni,Лат ; AU ; 24 ; andorf ; 408 
 3642 ; Лот монет Боливии: 5шт ; 1997-2004 ;  ; Cu/St,Ni/St ; AU ; 6 ; Mike! ; 148 
 3643 ; Лот монет Доминиканы: 6шт ; 1978-1979 ;  ; Cu-Ni,Br ; XF-/XF+ ; 4 ; Mike! ; 318 
 3644 ; Лот монет Гаити: 5шт ; 1997-2003 ;  ; Латунь,St ; AU ; 2 ; Mike! ; 223 
 3645 ; Лот монет Лесото: 6шт ; 1998 ;  ; St,латунь ; AU ; 20 ; Болгарин ; 322 
 3646 ; Лот монет Сербии: 9шт ; 2006-2010 ;  ; Cu-Ni,Лат ; XF/AU ; 2 ; Mike! ; 234 
 3647 ; Лот монет Сирии: 3шт ; 2003 ;  ; Би/м,лат,Ni/St ; AU ; 2 ; Mike! ; 163 
 3648 ; Лот монет Северной Кореи: 5шт ; 1959-1987 ;  ; Al ; XF+/AU ; 8 ; Mike! ; 253 
 3649 ; Лот монет Северной Кореи: 4шт ; 1959-1978 ;  ; Al ; AU ; 15 ; Mike! ; 378 
 3650 ; Лот монет Северной Кореи: 4шт ; 2005 ;  ; Al ; XF+/AU ; 18 ; cochu ; 241 
 3651 ; Лот монет Северной Кореи: 5шт ; 2002-2008 ;  ; Al ; AU ; 22 ; andorf ; 407 
 3652 ; Лот монет Лаоса: 3шт ; 1980 ;  ; Al ; XF-/XF ; 17 ; Болгарин ; 120 
 3653 ; Лот монет США: 1/4 доллара (4шт) ; 1987-1991 ;  ; Cu-Ni ; VF-/VF ; 14 ; Gell13 ; 64 
 3654 ; Лот монет США: 5 центов (5шт) ; 1964-1991 ;  ; Cu-Ni ; VF-/VF+ ; 10 ; v1tal1y ; 35 
 3655 ; Лот монет Бельгии, Швеции, Финляндии, Дании, Норвегии (12шт) ; 1952-1996 ;  ; Cu-Ni, Br, Ni/B ; F-VF/VF ; 12 ; Болгарин ; 123 
 3656 ; Лот монет Польши, Румынии, Чехословакии, Латвии, Болгарии, Югославии (8шт) ; 1923-2000 ;  ; Cu-Ni, ж/м ; VF-/VF ; 24 ; Al0851 ; 61 
 3657 ; Лот монет Великобритании: 1 пенни (10шт) ; 1981-2005 ;  ; Cu ; F-VF/VF ; 35 ; dikiy17 ; 53 
 3658 ; Лот монет Канады: 1 цент (8шт) ; 1960-1979 ;  ; Cu ; VF/VF+ ; 11 ; Vibel ; 49 
 3559 ; 1/2 пенни. Великобритания ; 1953 ;  ; Br ; AU ; 29 ; кабачок ; 104 
 3560 ; Фартинг. Великобритания ; 1953 ;  ; Br ; AU ; 38 ; кабачок ; 78 
 3561 ; 5 франков. Швейцария. 150 лет со дня смерти Песталоцци ; 1977 ;  ; Cu-Ni ; AU ; 41 ; krugerrand ; 346 
 3562 ; 1000 марок. Финляндия. 100 лет денежному обращению ; 1960 ;  ; Ag ; AU ; 71 ; gary_sl ; 1566 
 3563 ; 500 марок. Финляндия. Олимпиада. Хельсинки ; 1952 ;  ; Ag ; AU ; 69 ; Dbrnjh ; 1473 
 3564 ; 200 марок. Финляндия ; 1956 ;  ; Ag ; AU ; 18 ; Sky2 ; 241 
 3565 ; 200 марок. Финляндия ; 1957 ;  ; Ag ; AU ; 16 ; kergudu ; 232 
 3566 ; 200 марок. Финляндия ; 1958 ;  ; Ag ; AU ; 98 ; Artemon ; 456 
 3567 ; 100 марок. Финляндия ; 1956 ;  ; Ag ; AU ; 20 ; R2010 ; 204 
 3568 ; 100 марок. Финляндия ; 1957 ;  ; Ag ; AU ; 65 ; Artemon ; 350 
 3569 ; 100 марок. Финляндия ; 1958 ;  ; Ag ; AU ; 38 ; R2010 ; 350 
 3570 ; Набор монет "750 лет Берлину" (5шт): 5 марок:Бранденбургские ворота 1987А, Красная Ратуша в Берлине 1987А, Николай Виртель 1987А, Международные часы 1987А  +Жетон. Берлин (1237-1987). В упаковке ; 1989 ;  ; Cu/Ni,Zn, Ж/м ; AU ; 51 ; DennisG ; 903 
 3571 ; Набор монет ГДР (3шт): 5 марок: Церковь св. Катарины в Цвиккау 1989А, Церковь св. Марии в Мюльхаузене 1989А+Жетон: Томас Мюнцер 1989А. В упаковке ; 1989А ;  ; Cu/Ni,Ci/Ni,Zn ; AU ; 36 ; DennisG ; 520 
 3572 ; Набор монет Великобритании: 1 фунт, 50,20,10,5,2,1 пенсов (8шт). С сертификатом. Упаковка ; 1990 ;  ; Cu-Ni,Ni/Лат,Br ; Unc ; 23 ; Reedy ; 462 
 3573 ; Набор монет Канады: 1 доллар, 50,25,10,5,1 центов (6шт). Упаковка ; 2000-2005 ;  ; Cu-Ni-Zn,Cu-Ni, ; Unc ; 22 ; olga42 ; 313 
 3574 ; Набор монет Словакии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2009 ;  ; Би/м,Cu/St,лат ; XF/AU ; 23 ; yas ; 521 
 3575 ; Набор монет Югославии: 5,2,1 динар, 50 пара. Упаковка ; 2000 ;  ; Cu-Ni,Латунь ; AU ; 4 ; Mike! ; 300 
 3576 ; Набор монет Нидерландов: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 1999-2003 ;  ; Би/м,Cu/St,лат ; AU ; 38 ; sikachai ; 744 
 3577 ; Набор монет Испании: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 1999-2002 ;  ; Би/м,Cu/St,лат ; XF/AU ; 22 ; al69 ; 399 
 3578 ; Лот монет ГДР: 2 марки (5шт) ; 1957-1982 ;  ; Al ; VF+/VF-XF ; 24 ; Reedy ; 161 
 3579 ; Лот монет ГДР: 1 марка (5шт) ; 1956-1977 ;  ; Al ; VF+/XF ; 30 ; PaulMS ; 81 
 3580 ; Лот монет ГДР: 50 пфеннигов (5шт) ; 1958-1971 ;  ; Al ; VF+/VF-XF ; 21 ; PaulMS ; 43 
