 5942 ; Лот бон (2 шт). Коста-Рика ;  ;  ;  ;  ; 11 ; alkona ; 90 
 5383 ; Бона иностранная. Перу. ;  ;  ;  ; AU ; 19 ; велес ; 53 
 5384 ; Лот бон иностранных. Югославия(3 шт.). ;  ;  ;  ; AU ; 33 ; СТРЕКОЗА ; 70 
 5385 ; Бона иностранная. Югославия. ;  ;  ;  ; AU ; 30 ; СТРЕКОЗА ; 61 
 5386 ; Бона иностранная. Югославия. ;  ;  ;  ; AU ; 14 ; СТРЕКОЗА ; 26 
 5387 ; Бона иностранная. Югославия. ;  ;  ;  ; AU ; 10 ; СТРЕКОЗА ; 26 
 5388 ; Бона иностранная. Бразилия. ;  ;  ;  ; AU ; 15 ; СТРЕКОЗА ; 31 
 5389 ; Бона иностранная. Бразилия. ;  ;  ;  ; AU ; 18 ; СТРЕКОЗА ; 31 
 5390 ; Бона иностранная. Бразилия. ;  ;  ;  ; AU ; 16 ; СТРЕКОЗА ; 31 
 5391 ; Бона иностранная. Бразилия. ;  ;  ;  ; AU ; 16 ; СТРЕКОЗА ; 31 
 5392 ; Бона иностранная. Бразилия. ;  ;  ;  ; AU ; 23 ; Hamlet ; 46 
 5393 ; Лот Бон иностранных. Харватия(3 шт.) ;  ;  ;  ; AU ; 19 ; Rober ; 41 
 5394 ; Бона иностранная ;  ;  ;  ;  ; 8 ; к312 ; 32 
 5395 ; Бона иностранная ;  ;  ;  ;  ; 12 ; к312 ; 33 
 5396 ; Бона иностранная ;  ;  ;  ;  ; 7 ; WCN ; 29 
 5397 ; Бона иностранная ;  ;  ;  ;  ; 10 ; к312 ; 32 
 5398 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Скрудж ; 57 
 5399 ; Бона иностранная ;  ;  ;  ;  ; 13 ; к312 ; 66 
 5400 ; Бона иностранная ;  ;  ;  ;  ; 8 ; к312 ; 32 
 5401 ; Бона иностранная ;  ;  ;  ;  ; 27 ; к312 ; 79 
 5402 ; Бона иностранная ;  ;  ;  ;  ; 5 ; 2128508 ; 41 
 5403 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Папа с рацией ; 57 
 5404 ; Бона иностранная ;  ;  ;  ;  ; 7 ; WCN ; 45 
 5405 ; Бона иностранная ;  ;  ;  ;  ; 5 ; WCN ; 28 
 5406 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Скрудж ; 16 
 5407 ; Бона иностранная ;  ;  ;  ;  ; 7 ; к312 ; 66 
 5408 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Скрудж ; 26 
 5409 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Скрудж ; 26 
 5410 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Скрудж ; 26 
 5411 ; Бона иностранная ;  ;  ;  ;  ; 7 ; к312 ; 26 
 5412 ; Бона иностранная ;  ;  ;  ;  ; 6 ; к312 ; 17 
 5413 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Wasabi ; 57 
 5414 ; Бона иностранная ;  ;  ;  ;  ; 13 ; к312 ; 62 
 5415 ; Бона иностранная ;  ;  ;  ;  ; 11 ; наташа2712 ; 57 
 5416 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Скрудж ; 26 
 5417 ; Бона иностранная ;  ;  ;  ;  ; 7 ; solomon1973 ; 46 
 5418 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Скрудж ; 27 
 5501 ; Бона иностранная ;  ;  ;  ;  ; 7 ; к312 ; 25 
 5502 ; Бона иностранная ;  ;  ;  ;  ; 9 ; к312 ; 45 
 5503 ; Бона иностранная ;  ;  ;  ;  ; 7 ; к312 ; 25 
 5504 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Wasabi ; 57 
 5505 ; Бона иностранная ;  ;  ;  ;  ; 7 ; к312 ; 28 
 5506 ; Бона иностранная ;  ;  ;  ;  ; 7 ; к312 ; 28 
 5507 ; Бона иностранная ;  ;  ;  ;  ; 7 ; к312 ; 25 
 5326 ; 500 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 19 ; папашаГарпагон ; 340 
 5327 ; 10 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ; AU ; 36 ; Ferros ; 802 
 5328 ; 100 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ; AU ; 47 ; я8844 ; 3511 
 5329 ; 1000 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ; XF+ ; 53 ; я8844 ; 14111 
 5330 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 53 ; Sky2 ; 818 
 5331 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ; AU ; 53 ; valery ; 1817 
 5332 ; 1 червонец ; 1937 ; Билет ;  ;  ; 38 ; Ferros ; 340 
 5333 ; 3 червонца ; 1937 ; Билет ;  ;  ; 60 ; Rotas ; 1234 
 5334 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 43 ; Бзик ; 2550 
 5335 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 47 ; NAG ; 223 
 5336 ; Лот бон 9 шт ;  ;  ;  ;  ; 33 ; ac ; 2284 
 5337 ; Лот бон 3 шт. 1,3,5 червонцев ; 1937 ;  ;  ;  ; 38 ; atropin ; 614 
 5338 ; Лот талонов 4 шт. 1,3,10,25 рублей "АРКТИКУГОЛЬ" ;  ;  ;  ;  ; 24 ; slovjnin ; 722 
 5339 ; 500 рублей ; 1918 ;  ;  ;  ; 9 ; Markel ; 153 
 5340 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 42 ; папашаГарпагон ; 240 
 5341 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 23 ; Первозванный ; 240 
 5342 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 26 ; Первозванный ; 255 
 5343 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 25 ; VagusUltra ; 201 
 5344 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 16 ; WCN ; 240 
 5345 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 51 ; VagusUltra ; 201 
 5346 ; Лот бон 100 и 500 рублей (Шипов,Коншин) ; 1910-12 ;  ;  ;  ; 17 ; molodes ; 756 
 5347 ; 3 рубля ; 1934 ; Гос.казначейские билеты ;  ;  ; 33 ; alex241 ; 837 
 5348 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 29 ; alex241 ; 1316 
 5349 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 35 ; happy ; 479 
 5350 ; Лот бон 3 шт ; 1937-38 ;  ;  ;  ; 21 ; atropin ; 624 
 5351 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 40 ; sts ; 811 
 5352 ; 100 рублей ; 1947 ; билет ;  ;  ; 84 ; Бзик ; 4418 
 5353 ; Лотерейный билет "ОСОАВИАХИМА" ; 1931 ;  ;  ;  ; 29 ; boroda ; 203 
 5354 ; Облигация Латвия ; 1931 ;  ;  ;  ; 39 ; bva150979 ; 408 
 5355 ; Облигация в 187 рублей 50 коп. Российский государственный заем ; 1909 ;  ;  ;  ; 50 ; alkona ; 467 
 5356 ; Акция на 250 франков. Угледобывающее и углеперерабатывающее общество г. Государев Байрак ; 1899 ;  ;  ;  ; 7 ; $$$ ; 203 
 5357 ; Привелегированная акция в 187 рублей 50 коп. Русское Донецкое общество каменноугольной и заводской промышленности ; 1907 ;  ;  ;  ; 22 ; doc2 ; 306 
 5358 ; Облигация в 125 рублей. Николаевская железная дорога ; 1869 ;  ;  ;  ; 80 ; alkona ; 1041 
 5359 ; Акция в 100 франков. Общество трамваев и электрических предприятий пригородов Санкт-Петербруга ; 1912 ;  ;  ;  ; 14 ; masterovoi ; 816 
 5360 ; Акция в 250 рублей. Русско-Бельгийское металлургические общество ; 1900 ;  ;  ;  ; 9 ; Тимур1922 ; 306 
 5361 ; Акция в 100 франков. Общество стекольных заводов г.Донецк ; 1906 ;  ;  ;  ; 13 ; 1177 ; 294 
 5362 ; Акция Тамбовского горнопромышленного и металлургического общества ; 1911 ;  ;  ;  ; 12 ; $$$ ; 294 
 5363 ; Акция в 500 франков. Общество "Русское Провидение" г.Мариуполь ; 1905 ;  ;  ;  ; 7 ; 1177 ; 306 
 5364 ; Облигация в 125 рублей золотом. С купонами. Императорское Российское правительство ; 1890 ;  ;  ;  ; 77 ; Rotas ; 663 
 5365 ; Облигация в 100 рублей. Государственный военный заем ; 1916 ;  ;  ;  ; 37 ; nast33 ; 461 
 5366 ; Облигация в 187 рублей 50 коп. Общество Волго-Бугульминской железной дороги ; 1910 ;  ;  ;  ; 15 ; Папа с рацией ; 201 
 5367 ; Облигация в 187 рублей 50 коп. Общество Черноморской железной дороги ; 1913 ;  ;  ;  ; 17 ; doc2 ; 281 
 5368 ; Облигация в 187 рублей 50 коп. Общество Подольской железной дороги ; 1914 ;  ;  ;  ; 55 ; DmitriPartei ; 306 
 5369 ; Свидетельсво на капитал в 150 рублей. Крестьянский поземельный банк ; 1912 ;  ;  ;  ; 17 ; Семирек ; 318 
 5370 ; Пять облигаций на 625 рублей золотом. Императорское Российское правительство ; 1890 ;  ;  ;  ; 55 ; Rotas ; 937 
 5371 ; Закладной лист на 150 рублей. Государственный дворянский земельный банк ; 1898 ;  ;  ;  ; 27 ; $$$ ; 383 
 5372 ; Лот облигаций 2 шт ; 1992 ;  ;  ;  ; 16 ; boroda ; 117 
 5373 ; Бона иностранная. Болгария.. 1951 ;  ;  ;  ; AU ; 12 ; Rober ; 48 
 5374 ; Бона иностранная. Болгария.. 1951 ;  ;  ;  ; AU ; 26 ; Rober ; 53 
 5375 ; Бона иностранная. Аргентина. ;  ;  ;  ; AU ; 19 ; Rober ; 31 
 5097 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 55 ; sts ; 684 
 5098 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 52 ; sts ; 626 
 5099 ; Билет Гос. Комиссии погашения долгов. С купонами ; 1859 ;  ;  ;  ; 48 ; fillin ; 3467 
 5100 ; Облигация С.-Петербургского гор. Кредитного общества в 500 рублей. ; 1908 ;  ;  ;  ; 21 ; я8844 ; 339 
 5101 ; 5 рублей ; 1918 ; Гос.кредитный билет "Северная Россия" ;  ;  ; 43 ; torus72 ; 3211 
 5102 ; 5 рублей ; 1919 ; Гос.кредитный билет "Северная Россия" ;  ;  ; 53 ; nast33 ; 4505 
 5103 ; 3 червонца ; 1932 ; Билет ;  ;  ; 50 ; dpekin ; 765 
 5104 ; 500 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 34 ; ZYZ ; 592 
 5105 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 35 ; sts ; 768 
 5106 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 46 ; ZYZ ; 1187 
 5107 ; 1 рубль ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 38 ; Fliege1 ; 804 
 5108 ; 3 рубля ; 1934 ; Гос.казначейские билеты ;  ;  ; 32 ; dpekin ; 1012 
 5109 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; majkl ; 46 
 5110 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 25 ; olancepok ; 357 
 5111 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 28 ; baron ; 311 
 5112 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 36 ; кс ; 202 
 5113 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 47 ; alkona ; 240 
 5114 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 33 ; solder13 ; 359 
 5115 ; Бона 100 рублей. Сочи 2014. Серия аа ;  ;  ;  ;  ; 10 ; фантомасма ; 161 
 5116 ; Бона 100 рублей. Сочи 2014. Серия аа ;  ;  ;  ;  ; 16 ; Cosmos ; 157 
 5117 ; Бона 100 рублей. Сочи 2014. Серия аа ;  ;  ;  ;  ; 15 ; Cosmos ; 153 
 5118 ; Бона 100 рублей. Сочи 2014. Серия аа ;  ;  ;  ;  ; 13 ; Cosmos ; 153 
 5119 ; Бона 100 рублей. Сочи 2014. Серия аа ;  ;  ;  ;  ; 10 ; Cosmos ; 153 
 5120 ; Лот  деньги-марки 3 коп. 100 штук в листе ;  ;  ;  ;  ; 37 ; WCN ; 5228 
 5121 ; Лот бон (8 шт): 1 рубль ; 1928 ;  ;  ;  ; 80 ; WCN ; 35814 
 5301 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 27 ; Agava ; 567 
 5302 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 55 ; Глеб ; 617 
 5303 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 32 ; sts ; 1353 
 5304 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 27 ; папашаГарпагон ; 364 
 5305 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 19 ; vasilyi66 ; 98 
 5306 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 25 ; alkona ; 128 
 5307 ; 3 рубля ; 1918 ;  ;  ;  ; 27 ; ZYZ ; 426 
 5308 ; Лот бон 3 шт. 3,5,10 рублей ; 1918 ;  ;  ;  ; 34 ; ZYZ ; 714 
 5309 ; Лот бон 2 шт. 25 и 50 рублей ; 1918 ;  ;  ;  ; 31 ; ZYZ ; 424 
 5310 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 41 ; ZYZ ; 204 
 5311 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 15 ; ZYZ ; 51 
 5312 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 14 ; ZYZ ; 203 
 5313 ; 100 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 36 ; ZYZ ; 133 
 5314 ; 250 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 22 ; ZYZ ; 429 
 5315 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 32 ; ZYZ ; 235 
 5316 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 15 ; ZYZ ; 204 
 5317 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 49 ; Бзик ; 1205 
 5318 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 33 ; Бзик ; 1734 
 5319 ; Лот бон 4 шт.1,2,3 рубля ;  ;  ;  ;  ; 19 ; я8844 ; 186 
 5320 ; 3 рубля ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 53 ; всё моё ; 2313 
 5321 ; 5 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 42 ; zx2014 ; 3952 
 5322 ; 10 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 109 ; sax ; 1905 
 5323 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 57 ; Семирек ; 306 
 5324 ; 1000 рублей. 2 шт ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 18 ; физмат ; 318 
 5325 ; 500 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 58 ; dpekin ; 338 
 5047 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 25 ; NAG ; 159 
 5048 ; 5000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 27 ; Волк33 ; 679 
 5049 ; 25 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 37 ; гугл= ; 1999 
 5050 ; 25 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 42 ; 06031983 ; 2039 
 5051 ; 3 рубля ; 1947 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 26 ; dpekin ; 316 
 5052 ; 50 рублей ; 1918 ; Гос.казначейский билет ;  ;  ; 39 ; амплей ; 219 
 5053 ; 50 рублей ; 1922 ; Гос.кредитн.билет образца 1922 г. ;  ;  ; 67 ; амплей ; 2122 
 5054 ; 50 рублей ; 1919 ; Гос.денежные знаки образца 1919 г. ;  ;  ; 23 ; agent 007 ; 777 
 5055 ; 3 рубля ; 1905 ;  ;  ;  ; 41 ; slovjnin ; 114 
 5056 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; vasilyi66 ; 68 
 5057 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; Lyonfik ; 50 
 5058 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; Blink ; 102 
 5059 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 10 ; cucher ; 45 
 5060 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; bonipari ; 318 
 5061 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 72 ; olorotitan ; 411 
 5062 ; 10 рублей ; 1909 ; Денежные знаки ;  ;  ; 53 ; olorotitan ; 113 
 5063 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 51 ; alkona ; 413 
 5064 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 24 ; atropin ; 286 
 5065 ; 500 рублей ; 1919 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 39 ; flutter ; 159 
 5066 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 19 ; alkona ; 133 
 5067 ; 100 рублей ; 1991 ; билет ;  ;  ; 20 ; asn126 ; 50 
 5068 ; 100 рублей ; 1991 ; билет ;  ;  ; 41 ; olorotitan ; 155 
 5069 ; 500 рублей ; 1992 ; билет ;  ;  ; 17 ; Ferros ; 200 
 5070 ; 500 рублей ; 1992 ; билет ;  ;  ; 30 ; slovjnin ; 255 
 5071 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 11 ; alkona ; 250 
 5072 ; 50 рублей ; 1918 ; Закавказье ;  ;  ; 13 ; жулик ; 1019 
 5073 ; 500 рублей ; 1919 ; Азербайджан ;  ;  ; 9 ; жулик ; 1020 
 5074 ; 3 рубля ; 1905 ; Тимашев. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; жулик ; 1020 
 5075 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 23 ; Blink ; 61 
 5076 ; 3 червонца ; 1937 ; Билет ;  ;  ; 35 ; NAG ; 104 
 5077 ; 3 червонца ; 1937 ; Билет ;  ;  ; 10 ; demodex ; 104 
 5078 ; 3 червонца ; 1937 ; Билет ;  ;  ; 45 ; atropin ; 135 
 5079 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 42 ; majkl ; 245 
 5080 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 11 ; Fliege1 ; 135 
 5081 ; 1 рубль ; 1934 ; Гос.казначейские билеты ;  ;  ; 38 ; ac ; 1041 
 5082 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 17 ; atropin ; 101 
