 5958 ; Бона иностранная Болгария 25 лева ;  ;  ;  ; AU ; 7 ; psion22 ; 77 
 5546 ; Бона иностранная ;  ;  ;  ;  ; 19 ; nikfed ; 239 
 5547 ; Бона иностранная ;  ;  ;  ;  ; 5 ; 2128508 ; 101 
 5548 ; Бона иностранная ;  ;  ;  ;  ; 16 ; yuvg ; 101 
 5549 ; Бона иностранная ;  ;  ;  ;  ; 11 ; yuvg ; 136 
 5550 ; Бона иностранная ;  ;  ;  ;  ; 7 ; ilmar ; 69 
 5551 ; Бона иностранная ;  ;  ;  ;  ; 15 ; yuvg ; 100 
 5552 ; Бона иностранная ;  ;  ;  ;  ; 11 ; vladmarkin ; 50 
 5553 ; Бона иностранная ;  ;  ;  ;  ; 6 ; 2128508 ; 30 
 5554 ; Бона иностранная ;  ;  ;  ;  ; 7 ; я8844 ; 22 
 5555 ; Бона иностранная ;  ;  ;  ;  ; 10 ; alesjane ; 130 
 5556 ; Бона иностранная ;  ;  ;  ;  ; 8 ; аулгуцул ; 33 
 5557 ; Бона иностранная ;  ;  ;  ;  ; 10 ; fuzzyfly ; 25 
 5558 ; Бона иностранная ;  ;  ;  ;  ; 7 ; canario ; 33 
 5559 ; Бона иностранная ;  ;  ;  ;  ; 9 ; я8844 ; 26 
 5355 ; Лот бон 3 шт ; 1898 ;  ;  ;  ; 25 ; 2128508 ; 3060 
 5356 ; Карточка продуктовая ; 1942 ;  ;  ;  ; 25 ; каРаЧун ; 510 
 5357 ; Лот товарно-расчетных чеков 5 шт ; 1991 ;  ;  ;  ; 22 ; каРаЧун ; 564 
 5358 ; Лот бон 3 шт ; 1919 ;  ;  ;  ; 42 ; kop ; 506 
 5359 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 10 ; u10257 ; 510 
 5360 ; Лот бон 2 шт ;  ;  ;  ;  ; 24 ; я8844 ; 467 
 5361 ; 3 рубля ; 1919 ;  ;  ;  ; 44 ; p1a1v1 ; 2222 
 5362 ; 10 рублей ; 1919 ;  ;  ;  ; 51 ; sax ; 2856 
 5363 ; Лот бон 2 шт ; 1921 ;  ;  ;  ; 27 ; kop ; 308 
 5364 ; Лот бон 5 шт ;  ;  ;  ;  ; 30 ; kop ; 407 
 5365 ; Билет в 200 рублей ; 1917 ;  ;  ;  ; 40 ; flutter ; 1388 
 5366 ; Лотерейный билет "ОСОАВИАХИМА" ; 1931 ;  ;  ;  ; 30 ; nunga ; 1122 
 5367 ; Лот лист купонов УРСР ;  ;  ;  ;  ; 9 ; alex241 ; 61 
 5368 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 29 ; olorotitan ; 418 
 5369 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; bonipari ; 453 
 5370 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 24 ; Aviator4 ; 204 
 5371 ; Лот бон 15 шт., 5 рублей (Коншин) ; 1909 ;  ;  ;  ; 23 ; ngss ; 726 
 5372 ; Лот бон 20 шт., 3 рубля (Коншин) ; 1905 ;  ;  ;  ; 14 ; я8844 ; 800 
 5373 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 31 ; olorotitan ; 480 
 5374 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 12 ; колобок66 ; 328 
 5375 ; Лот бон 7 шт. 100 и 500 рублей ; 1910-12 ;  ;  ;  ; 24 ; Maks87 ; 1593 
 5376 ; Лот бон 6 шт ; 1918 ;  ;  ;  ; 23 ; Тормоз ; 624 
 5377 ; Лот бон 7 шт ;  ;  ;  ;  ; 21 ; kop ; 420 
 5378 ; Лот бон 2 шт ; 1917 ;  ;  ;  ; 33 ; kop ; 212 
 5379 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 50 ; DA2015 ; 14860 
 5380 ; Лот бон 15 шт ;  ;  ;  ;  ; 39 ; miha5855 ; 138 
 5381 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 12 ; bonipari ; 396 
 5382 ; Лот бон 8 шт ; 1919 ;  ;  ;  ; 42 ; kop ; 1211 
 5383 ; Лот бон 10000 рублей 3 шт ; 1919 ;  ;  ;  ; 23 ; kop ; 1236 
 5384 ; Лот бон 3 шт ; 1921 ;  ;  ;  ; 33 ; я8844 ; 801 
 5385 ; Лот бон 2 шт ; 1937 ;  ;  ;  ; 43 ; lelik13821 ; 680 
 5386 ; Лот бон 2 шт ; 1938 ;  ;  ;  ; 24 ; я8844 ; 340 
 5387 ; Бона 50 пени Эстония ; 1919 ;  ;  ;  ; 14 ; bombi ; 159 
 5388 ; 10000 рублей ; 1995 ; банкнота ;  ;  ; 13 ; колобок66 ; 306 
 5389 ; 10000 рублей ; 1992 ; банкнота ;  ;  ; 19 ; Deathbrain ; 500 
 5390 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 25 ; olorotitan ; 510 
 5391 ; 1000 рублей ; 1992 ; билет ;  ;  ; 46 ; olorotitan ; 237 
 5392 ; 500 рублей ; 1992 ; билет ;  ;  ; 37 ; ALEX150 ; 79 
 5393 ; Бона 100 рублей. Сочи 2014. Серия АА ;  ;  ;  ;  ; 33 ; ЗАБРАЛО ; 214 
 5394 ; Бона 100 рублей. Сочи 2014. Серия Аа ;  ;  ;  ;  ; 106 ; potters.3 ; 237 
 5395 ; Лот бон (5шт) ;  ;  ;  ;  ; 10 ; miha5855 ; 101 
 5501 ; Бона иностранная ;  ;  ;  ;  ; 12 ; 2128508 ; 51 
 5502 ; Бона иностранная ;  ;  ;  ;  ; 8 ; я8844 ; 38 
 5503 ; Бона иностранная ;  ;  ;  ;  ; 10 ; vladmarkin ; 45 
 5504 ; Бона иностранная ;  ;  ;  ;  ; 19 ; 2128508 ; 67 
 5505 ; Бона иностранная ;  ;  ;  ;  ; 10 ; я8844 ; 38 
 5506 ; Бона иностранная ;  ;  ;  ;  ; 9 ; 2128508 ; 51 
 5507 ; Бона иностранная ;  ;  ;  ;  ; 11 ; я8844 ; 23 
 5508 ; Бона иностранная ;  ;  ;  ;  ; 6 ; vladmarkin ; 37 
 5509 ; Бона иностранная ;  ;  ;  ;  ; 6 ; я8844 ; 28 
 5305 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; XF ; 33 ; stalker85 ; 792 
 5306 ; Лот бон 100 рублей 7 шт ; 1910 ;  ;  ;  ; 19 ; Maks87 ; 1064 
 5307 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 10 ; kvs ; 228 
 5308 ; Лот бон 10 рублей 10 шт ;  ;  ;  ;  ; 23 ; lelik13821 ; 777 
 5309 ; 5 рублей ; 1909 ; Денежные знаки ;  ; AU ; 14 ; kvs ; 208 
 5310 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 25 ; Александр007 ; 125 
 5311 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; Александр007 ; 123 
 5312 ; Лот бон 5 рублей 20 шт.(Коншин, Шипов) ; 1909 ;  ;  ;  ; 29 ; Maks87 ; 408 
 5313 ; Лот бон 5 рублей, 16 шт ; 1909 ;  ;  ;  ; 22 ; Maks87 ; 357 
 5314 ; Лот бон 5 рублей, 8 шт ; 1909 ;  ;  ;  ; 14 ; miha5855 ; 207 
 5315 ; Лот бон 3 рубля 50 шт ; 1905 ;  ;  ;  ; 25 ; kop ; 837 
 5316 ; Лот бон 3 рубля, 8 шт ; 1905 ;  ;  ;  ; 17 ; miha5855 ; 156 
 5317 ; Лот бон 1 рубль 3 шт ; 1898 ;  ;  ;  ; 20 ; Fliege1 ; 503 
 5318 ; Лот бон 1 рубль, 13 шт ; 1898 ;  ;  ;  ; 19 ; molodes ; 590 
 5319 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 15 ; Deathbrain ; 393 
 5320 ; 500 рублей ; 1920 ;  ;  ; AU ; 27 ; Ustin ; 1012 
 5321 ; 10000 рублей ; 1919 ;  ;  ; AU ; 39 ; bratss ; 985 
 5322 ; Лот бон 1000 рублей 3 шт ; 1917 ;  ;  ;  ; 11 ; USS ; 363 
 5323 ; Лот бон 250 рублей 3 шт ; 1917 ;  ;  ;  ; 13 ; kop ; 379 
 5324 ; Лот бон 250 и 1000 рублей 5 шт ; 1917 ;  ;  ;  ; 32 ; lelik13821 ; 666 
 5325 ; Лот бон 1000 и 5000 рублй 3 шт ; 1918 ;  ;  ;  ; 34 ; bonist-3A ; 1032 
 5326 ; 1000 рублей ; 1919 ;  ;  ; AU ; 50 ; torus72 ; 4205 
 5327 ; 1 рубль ; 1919 ;  ;  ; AU ; 41 ; Ustin ; 1677 
 5328 ; 1000 карбованцев ; 1918 ; Украина.Знак Державноi скарбицi ;  ; AU ; 46 ; torus72 ; 1254 
 5329 ; Бона 10 рублей Баку ;  ;  ;  ;  ; 12 ; GenyM ; 174 
 5330 ; 25 рублей ; 1918 ; Денежн.знаки.Северо-кавказская ССР. ;  ;  ; 26 ; alex241 ; 888 
 5331 ; Чек на 1 рубль ;  ;  ;  ;  ; 13 ; p1a1v1 ; 593 
 5332 ; Бона 25 копеек, лавка "ЦЕРАБКОП" ;  ;  ;  ;  ; 25 ; p1a1v1 ; 2273 
 5333 ; Ордер на 5 рублей ;  ;  ;  ;  ; 22 ; ук75579 ; 1134 
 5334 ; Авансовая карточка на 25 копеек ;  ;  ;  ;  ; 14 ; p1a1v1 ; 805 
 5335 ; Бона 20 копеек Кит.Вост.ж.д. ;  ;  ;  ;  ; 28 ; p1a1v1 ; 3062 
 5336 ; Обязательство на 10000 рублей, кооператив З.В.В.З. ;  ;  ;  ;  ; 11 ; p1a1v1 ; 408 
 5337 ; Бона 50 копеек, кооператив Казанского порохового завода ; 1918 ;  ;  ;  ; 27 ; аймир ; 1244 
 5338 ; Талон на 3 рубля "АРКТИКУГОЛЬ" ;  ;  ;  ;  ; 31 ; von_Schwarz ; 1259 
 5339 ; Талон на 5 рублей "АРКТИКУГОЛЬ" ;  ;  ;  ;  ; 40 ; я8844 ; 340 
 5340 ; 25 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 25 ; SANGOLD1 ; 1855 
 5341 ; 100 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 23 ; adus ; 1777 
 5342 ; Облигация в 100 рублей, Государственный 51/2% военный заём ; 1915 ;  ;  ;  ; 39 ; Ustin ; 1010 
 5343 ; Облигация в 500 рублей, Государственный 51/2% военный заём ; 1916 ;  ;  ;  ; 36 ; Ustin ; 786 
 5344 ; Облигация в 1000 рублей, Государственный 51/2% военный заём ; 1916 ;  ;  ;  ; 43 ; Ustin ; 1012 
 5345 ; Облигация в 100 рублей Бессарабских ж.д. ; 1916 ;  ;  ;  ; 24 ; Ustin ; 847 
 5346 ; Облигация на 2000 марок Рыбинской ж.д. ; 1895 ;  ;  ;  ; 38 ; Ustin ; 908 
 5347 ; Облигация в 500 рублей С-Петербургского кредитного о-ва ; 1914 ;  ;  ;  ; 34 ; Ustin ; 827 
 5348 ; Облигация в 1000 рублей С-Петербургского кредитного о-ва ; 1912 ;  ;  ;  ; 28 ; Ustin ; 786 
 5349 ; Облигация в 100 рублей Олонецкой ж.д. ; 1916 ;  ;  ;  ; 37 ; Ustin ; 1077 
 5350 ; Облигация на 1000 марок Владикавказской ж.д. ; 1895 ;  ;  ;  ; 23 ; Ustin ; 541 
 5351 ; Билет внутреннего 5% с выигрышами займа на 100 рублей ; 1864 ;  ;  ;  ; 45 ; Ustin ; 1473 
 5352 ; Билет внутреннего 5% с выигрышами займа на 100 рублей ; 1866 ;  ;  ;  ; 42 ; flutter ; 1618 
 5353 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 17 ; solder13 ; 159 
 5354 ; Лот бон 1,2,3 рубля ;  ;  ;  ;  ; 33 ; kop ; 267 
 5056 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 5 ; тикси3 ; 140 
 5057 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 9 ; DA2015 ; 159 
 5058 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 5 ; я8844 ; 55 
 5059 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 5 ; lelik13821 ; 55 
 5060 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 6 ; я8844 ; 70 
 5061 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; u10257 ; 101 
 5062 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; lelik13821 ; 72 
 5063 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 5 ; lelik13821 ; 116 
 5064 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; lelik13821 ; 112 
 5065 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 5 ; я8844 ; 74 
 5066 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 5 ; lelik13821 ; 75 
 5067 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; Fliege1 ; 80 
 5068 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; lelik13821 ; 123 
 5069 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 31 ; колобок66 ; 72 
 5070 ; 250 рублей ; 1918 ;  ;  ;  ; 8 ; legatd ; 306 
 5071 ; 100 рублей ; 1947 ; билет ;  ;  ; 15 ; гш888 ; 804 
 5072 ; 10 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ; AU ; 36 ; yuvg ; 2500 
 5073 ; 3 копейки. Квартблок. ; 1915 ; Деньги-марки ;  ; AU ; 50 ; sharapov.s21 ; 340 
 5074 ; 15 копеек. Квартблок. ; 1915 ; Деньги-марки ;  ; AU ; 38 ; sharapov.s21 ; 340 
 5075 ; 50 копеек ; 1918 ; Туркестан ;  ; AU ; 67 ; torus72 ; 1041 
 5076 ; 100 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ; XF/AU ; 30 ; гш888 ; 873 
 5077 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 23 ; 4758 ; 400 
 5078 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 22 ; 4758 ; 400 
 5079 ; 500 рублей ; 1992 ; билет ;  ;  ; 13 ; Александр974 ; 51 
 5080 ; 1 червонец ; 1937 ; Билет ;  ;  ; 26 ; Rusik ; 681 
 5081 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 54 ; Fliege1 ; 1275 
 5082 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 35 ; sharapov.s21 ; 791 
 5083 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 55 ; sharapov.s21 ; 638 
 5084 ; 3 червонца ; 1937 ; Билет ;  ;  ; 33 ; dima-sml ; 508 
 5085 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 9 ; igorkadan ; 192 
 5086 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 40 ; svv ; 541 
 5087 ; 1000 рублей. Квартблок. ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ; AU ; 65 ; greedy ; 3902 
 5088 ; 25 рублей ; 1917 ; Гос.кредитные билеты(не выпущены) ;  ; AU ; 45 ; я8844 ; 31620 
 5089 ; 200 рублей ; 1917 ;  ;  ;  ; 13 ; Ustin ; 1581 
 5090 ; 200 рублей ; 1917 ;  ;  ;  ; 19 ; Ustin ; 1581 
 5091 ; 500 рублей. Облигация. ; 1949 ;  ;  ;  ; 19 ; ф-а-и-69 ; 2153 
 5092 ; 500 рублей. Облигация. ; 1947 ;  ;  ;  ; 18 ; ф-а-и-69 ; 2153 
 5093 ; 100 рублей. Облигация. ; 1916 ;  ;  ;  ; 28 ; Ustin ; 814 
 5094 ; 1000 рублей. Облигация. ; 1916 ;  ;  ;  ; 30 ; Ustin ; 816 
 5095 ; Закладной лист. ; 1889 ;  ;  ;  ; 36 ; Ustin ; 1224 
 5096 ; Лот бон (4шт.) ;  ;  ;  ;  ; 11 ; pref ; 59 
 5097 ; Лот бон (5шт.) ;  ;  ;  ;  ; 17 ; pref ; 114 
 5098 ; Лот бон (6шт.) ;  ;  ;  ;  ; 7 ; UnPreacher ; 50 
 5099 ; Лот бон (6шт.) ;  ;  ;  ;  ; 14 ; sato ; 81 
 5100 ; Лот бон (20 шт.) ;  ;  ;  ;  ; 29 ; Scorpionchic-sun ; 204 
 5300 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 41 ; lelik13821 ; 873 
 5301 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 33 ; колобок66 ; 816 
 5302 ; Лот бон 500 рублей, 8 шт ; 1912 ;  ;  ;  ; 24 ; Maks87 ; 1692 
 5303 ; 100 рублей ; 1898 ; Тимашев 1903. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 68 ; Fliege1 ; 9377 
 5304 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; XF ; 31 ; sharapov.s21 ; 760 
 5006 ; 2 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 33 ; sharapov.s21 ; 152 
 5007 ; 5 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 19 ; yuvg ; 1309 
 5008 ; 2 копейки. Квартблок. ; 1917 ; Деньги-марки ;  ;  ; 21 ; VagusUltra ; 601 
 5009 ; 15 копеек. Квартблок. ; 1915 ; Деньги-марки ;  ;  ; 27 ; ЛАВ-13 ; 206 
 5010 ; 1 рубль ; 1918 ; Азербайджан ;  ;  ; 41 ; flutter ; 202 
 5011 ; 10 рублей ; 1918 ; Азербайджан ;  ;  ; 31 ; sharapov.s21 ; 100 
 5012 ; 5 копеек ; 1989 ;  ;  ;  ; 8 ; скорпион_48 ; 50 
 5013 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 16 ; 4758 ; 306 
 5014 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 21 ; USS ; 444 
 5015 ; 500 рублей ; 1991 ; билет ;  ;  ; 10 ; igorkadan ; 80 
 5016 ; 500 рублей ; 1992 ; билет ;  ;  ; 5 ; stalker85 ; 50 
 5017 ; 500 рублей ; 1992 ; билет ;  ;  ; 11 ; Deathbrain ; 100 
 5018 ; 100000 рублей ; 1995 ; банкнота ;  ;  ; 11 ; Deathbrain ; 1384 
 5019 ; 5000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 19 ; yuvg ; 538 
 5020 ; 10000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 15 ; yuvg ; 538 
 5021 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 18 ; ilmar ; 55 
 5022 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 12 ; s interesom ; 57 
 5023 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 4 ; ilmar ; 58 
 5024 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 26 ; Монетный ; 50 
 5025 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 7 ; 45b00f ; 53 
 5026 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 11 ; я8844 ; 46 
 5027 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; Aleksey 76 ; 257 
 5028 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 23 ; я8844 ; 96 
 5029 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 33 ; s interesom ; 117 
 5030 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 5 ; trio ; 101 
 5031 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; miha5855 ; 51 
 5032 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 19 ; lelik13821 ; 90 
 5033 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 33 ; iizikul ; 50 
 5034 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 5 ; olorotitan ; 105 
 5035 ; 10000 рублей ; 1919 ;  ;  ;  ; 14 ; legatd ; 320 
 5036 ; 100 рублей ; 1947 ; билет ;  ;  ; 16 ; fav ; 1599 
 5037 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 5 ; 333985 ; 310 
