 3652 ; 100 рублей ; 1991 ; билет ;  ;  ; 54 ; andreykag ; 169 
 3394 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 52 ; murzik20 ; 306 
 3395 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 22 ; temichek ; 340 
 3396 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 23 ; nik23455 ; 185 
 3397 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 29 ; shais1 ; 209 
 3398 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 39 ; ВКС ; 262 
 3399 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 34 ; murzik20 ; 633 
 3400 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 50 ; Олежа ; 655 
 3401 ; 1 копейка без надпечатки ; 1915 ; Деньги-марки ;  ; AU ; 47 ; kisa45 ; 5040 
 2731 ; Лот монет Маврикии (3шт) ; 2007 ;  ; Cu-Ni,Br ; AU ; 15 ; ganza ; 75 
 2732 ; Лот монет Папуа Новая Гвинея (4шт) ; 2009-2010 ;  ; Cu-Ni ; AU ; 51 ; Mikola_1 ; 183 
 2733 ; Лот монет Сербии (Национальные героии и Универсиада): 10,20 динаров (5шт) ; 2006-2009 ;  ; Cu-Ni ; AU ; 8 ; tpls ; 114 
 2734 ; Лот монет Сербии (3шт) ; 2009-2010 ;  ; Латунь ; AU ; 6 ; KEJ ; 36 
 2735 ; Лот монет Новой Зеландии (5шт) ; 1934,1937 ;  ; Ag ; VF/VF-XF ; 42 ; Инвестор ; 348 
 2736 ; Лот монет Венесуэлы (5шт) ; 2007 ;  ; Cu-Ni,Br ; AU ; 16 ; Poiuyt ; 104 
 2737 ; Лот монет Индонезии (5шт) ; 1996-2003 ;  ; Al ; AU ; 3 ; sveta6369 ; 79 
 2738 ; Лот монет Египта (4шт) ; 20 век ;  ; Br,Al ; XF/AU ; 9 ; zx123 ; 61 
 2739 ; Лот монет Таджикистан (8шт) ; 2001,2006 ;  ; Cu-Ni,Br,ж ; AU ; 67 ; Artemon ; 381 
 2740 ; Лот монет Южной Африки (4шт) ; 1936-1952 ;  ; Br ; VF-/VF+ ; 22 ; uuu ; 155 
 2741 ; Лот монет Британского Кипра, Британской Нигерии, Малайя (4шт) ; 1919,1955,1959 ;  ; Cu-Ni,Br ; VF-/VF ; 26 ; kremen ; 155 
 2742 ; Лот монет Британского Кипра, Британской Нигерии, Малайя, Родезии  (4шт) ; 1943-1964 ;  ; Cu-Ni,Br ; VF-/VF ; 24 ; Vitold ; 165 
 2743 ; Лот монет Эстонии: 50,20,10,5,2,1 евроцентов (6шт) ; 2011 ;  ; Cu/St,Лату ; Unc/AU ; 24 ; Sky2 ; 160 
 2744 ; Лот монет Испании: 10шт ; 1957,1975 ;  ; Cu-Ni ; VF+/VF-XF ; 17 ; sjlnishko ; 57 
 2745 ; Лот монет Швеции: 10шт ; 1961-1970 ;  ; Br ; VF/VF+ ; 42 ; Smit ; 75 
 2746 ; Лот монет Великобритании: 10шт ; 1954-1967 ;  ; Br ; VF/XF ; 21 ; ЕКХ ; 98 
 2747 ; Лот монет Великобритании: 10шт ; 1916-1927 ;  ; Br ; F+/VF+ ; 62 ; lesnik1 ; 133 
 2748 ; Лот монет Великобритании: 8шт ; 1912-1921 ;  ; Br ; F-VF/VF ; 60 ; lesnik1 ; 129 
 2749 ; Лот монет Великобритании: 8шт ; 1927-1967 ;  ; Br ; F+/XF ; 61 ; Smit ; 117 
 2750 ; Лот монет Дании: 10шт ; 1960-1970 ;  ; Cu-Ni ; VF/VF+ ; 40 ; BVN-2 ; 75 
 2751 ; Лот монет Норвегии: 16шт ; 1960-1977 ;  ; Cu-Ni ; VF/XF ; 49 ; zx123 ; 111 
 2752 ; Лот монет Норвегии: 14шт ; 1960-1974 ;  ; Cu-Ni ; VF/XF ; 41 ; Рыба ; 90 
 2753 ; Лот монет Аргентины: 7шт ; 1951-1956 ;  ; Cu-Ni ; VF+/XF ; 57 ; vb96 ; 287 
 2754 ; Лот монет Аргентины: 11шт ; 1957-1968 ;  ; Cu-Ni ; VF/XF ; 88 ; vb96 ; 383 
 2755 ; Лот монет Аргентины: 8шт ; 1983-1985 ;  ; Al,Al/Br ; VF/XF+ ; 129 ; vb96 ; 301 
 2756 ; Лот монет Аргентины: 11шт ; 1985-1991 ;  ; Al,Al/Br ; VF/VF+ ; 94 ; olga42 ; 417 
 2757 ; Лот монет Аргентины: 10шт ; 1970-1979 ;  ; Al,Al/Br ; XF/AU ; 132 ; vb96 ; 308 
 2758 ; Лот монет Исландии: 5шт ; 1963-1981 ;  ; Cu-Ni,Br,A ; VF/XF ; 42 ; поручик ; 63 
 2759 ; Лот монет Эстонии: 20,10,5,2,1 евроцентов (6шт) ; 2011 ;  ; Cu/St,Лату ; Unc/AU ; 36 ; Fusion ; 156 
 3331 ; 1 копейка ; 1915 ; Деньги-марки ;  ;  ; 36 ; al69 ; 563 
 3332 ; 2 копейки ; 1915 ; Деньги-марки ;  ;  ; 29 ; lvd ; 602 
 3333 ; 3 копейки ; 1915 ; Деньги-марки ;  ;  ; 17 ; temichek ; 227 
 3334 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 32 ; ВКС ; 57 
 3335 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 9 ; nikta ; 35 
 3336 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 12 ; Brabus ; 36 
 3337 ; 50 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 76 ; al69 ; 453 
 3338 ; 50 копеек ; 1923 ; Денежные знаки (с рисунком монеты) ;  ;  ; 16 ; murzik20 ; 246 
 3339 ; 15 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 58 ; temichek ; 336 
 3340 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 43 ; ВКС ; 108 
 3341 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 20 ; murzik20 ; 104 
 3342 ; 100 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 44 ; temichek ; 223 
 3343 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 71 ; al69 ; 453 
 3344 ; 30 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 37 ; temichek ; 319 
 3345 ; 60 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 95 ; murzik20 ; 414 
 3346 ; 100 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 83 ; temichek ; 209 
 3347 ; 250 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 10 ; vladzory ; 104 
 3348 ; 3 рубля ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 11 ; vladzory ; 70 
 3349 ; 3 рубля ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 49 ; GenyM ; 177 
 3350 ; 5 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 23 ; lvd ; 1601 
 3351 ; 50 карбованцев ; 1918 ; Украина. Знак Державноi скарбницi ;  ;  ; 17 ; al69 ; 122 
 2681 ; Лот монет Сербии: 1,2,5 динаров (5шт) ; 2003-2009 ;  ; Cu-Ni,Лату ; XF/AU ; 57 ; велко ; 59 
 2682 ; Лот монет Болгарии: 1 лев, 50,20,10,5,2,1 стотинки (7шт) ; 1999,2000,2002 ;  ; Би/м, Cu-N ; AU ; 40 ; Mikola_1 ; 92 
 2683 ; Лот монет Болгарии (ЕС и НАТО): 50 стотинок (3шт) ; 2004,2005,2007 ;  ; Cu-Ni ; AU ; 23 ; vc57 ; 105 
 2684 ; Лот монет Эстонии: 1 евро, 50,20,10,5,2,1 евроцентов (7шт) ; 2011 ;  ; Би/м,Cu/St ; Unc/AU ; 25 ; Sky2 ; 144 
 2685 ; Лот монет Великобритании:1/2 пенни (8шт) ; 1913-1925 ;  ; Br ; F+/F-VF ; 17 ; normancook ; 83 
 2686 ; Лот монет Великобритании:1/2 новых пенни (10шт) ; 1971-1980 ;  ; Br ; VF/XF ; 13 ; Smit ; 61 
 2687 ; Лот монет Великобритании: 6 пенсов (5шт) ; 1954-1958 ;  ; Cu-Ni ; VF-/VF+ ; 24 ; Smit ; 66 
 2688 ; Лот монет Великобритании: 6 пенсов (4шт) ; 1963-1967 ;  ; Cu-Ni ; VF+/VF-XF ; 18 ; BVN-2 ; 37 
 2689 ; Лот монет Великобритании: 3 пенса (5шт) ; 1952-1956 ;  ; Ni/Br ; VF-/VF+ ; 21 ; dsidorov ; 55 
 2690 ; Лот монет Великобритании: 3 пенса (5шт) ; 1957-1961 ;  ; Ni/Br ; VF/VF+ ; 18 ; dsidorov ; 55 
 2691 ; Лот монет Великобритании: 3 пенса (5шт) ; 1962-1966 ;  ; Ni/Br ; VF+/XF ; 10 ; dsidorov ; 54 
 2692 ; Лот евромонет Франции: 5,2,1 евроцент (3шт) ; 2009, 2010 ;  ; Cu/St ; AU ; 42 ; alskr ; 54 
 2693 ; Лот монет Финляндии (7шт) ; 1946-1998 ;  ; Cu/Ni,Al/B ; VF-XF/XF ; 59 ; zx123 ; 75 
 2694 ; Лот монет Турции (5шт) ; 1989-2005 ;  ; Би/м,Cu/Ni ; XF/AU ; 53 ; olga42 ; 70 
 2695 ; Лот монет Великобритании,Австрии,Италии,Египта (4шт) ; 1949-1985 ;  ; Би/м,Cu/Ni ; VF+/AU ; 20 ; zx123 ; 58 
 2696 ; Лот монет Туниса и ОАЭ (5шт) ; 19731997 ;  ; Cu/Ni,Al/B ; VFX/F ; 23 ; MC17 ; 48 
 2697 ; Лот монет Эстонии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2011 ;  ; Би/м,Cu/St ; Unc/AU ; 60 ; ask ; 489 
 2698 ; Лот монет Дании (3шт): 5,3,1 эре ; 1902-1929 ;  ; Cu ; F/F-VF ; 29 ; av ; 50 
 2699 ; Лот монет Швеции (5шт): 10,1 эре ; 1931-1941 ;  ; Cu/Ni,Cu ; VF-/VF+ ; 31 ; zx123 ; 48 
 2700 ; Лот монет Нидерландов: 6шт ; 1948-1978 ;  ; Br, никели ; VF-/XF ; 25 ; 2372 ; 48 
 2701 ; Лот монет Франции: 7шт ; 1936-1970 ;  ; Al, Br ; VF-/VF+ ; 38 ; FEDOTOV1920 ; 91 
 2702 ; Лот монет Испании: 6шт ; 1944-1959 ;  ; Al, Br, ни ; VF-/XF- ; 28 ; BVN-2 ; 43 
 2703 ; Лот монет Эстонии: 1 евро, 50,20,10,5,2,1 евроцентов (7шт) ; 2011 ;  ; Би/м,Cu/St ; Unc/AU ; 30 ; Sky2 ; 126 
 2704 ; Лот монет ФРГ: 6шт ; 1950-1975 ;  ; Cu-Ni ; VF+/XF+ ; 20 ; zid200 ; 116 
 2705 ; Лот монет Дании: 6шт ; 1961-1972 ;  ; Cu-Ni ; XF-/XF+ ; 45 ; zx123 ; 72 
 2706 ; Лот монет Норвегии: 7шт ; 1933-1949 ;  ; Cu-Ni,Br ; VF/VF+ ; 81 ; Dbrnjh ; 185 
 2707 ; Лот монет Великобритании: 7шт ; 1953-1959 ;  ; Cu-Ni ; VF/VF+ ; 42 ; Smit ; 69 
 2708 ; Лот монет Швеции: 7шт ; 1963-1973 ;  ; Cu-Ni ; VF/AU ; 21 ; captain ; 87 
 2709 ; Лот монет Польши: 5шт ; 1949 ;  ; Cu-Ni,Br,A ; VF+/XF+ ; 58 ; avg1974 ; 318 
 2710 ; Лот монет Швейцарии: 5шт ; 1964-1988 ;  ; Cu-Ni, Al/ ; XF/AU ; 14 ; sportmini ; 63 
 2711 ; Лот монет Польши: 6шт ; 1992-2009 ;  ; Cu-Ni,Al/B ; XF/AU ; 20 ; BVN-2 ; 34 
 2712 ; Лот монет ФРГ: 6шт ; 1950-1988 ;  ; Cu-Ni,Br,A ; VF/XF ; 5 ; ratiandr ; 120 
 2713 ; Лот монет Германии: 5шт ; 1915-1919 ;  ; Fe ; F+/F-VF ; 57 ; ship-nik ; 69 
 2714 ; Лот футбольных жетонов. Великобритания (4шт) ;  ;  ; Б/м ; AU ; 48 ; АРУС ; 155 
 2715 ; Лот монет Прибалтики: 18шт ; 1922-2008 ;  ; Ag,Br,Al,Л ; VF/XF ; 100 ; zx123 ; 671 
 2716 ; Лот иностранных монет: Нидерландов, Франции, Польши, Италии, Венгрии, Чехословакии, Богемии и Моравии: 15шт ; 1854-1943 ;  ; Al,Zn,Br,C ; F/VF ; 46 ; koga ; 227 
 2717 ; Лот монет Швейцарии: 6шт ; 1909-1958 ;  ; Ag,Cu-Ni,B ; VF/VF+ ; 32 ; krugerrand ; 261 
 2718 ; Лот иностранных монет: Канады, Мексики, Тринидад и Тобаго, США, Чили (18шт) ; 1960-2000 ;  ; Cu-Ni,Br,A ; VF/XF+ ; 71 ; koga ; 174 
 2719 ; Лот монет Эстонии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2011 ;  ; Би/м,Cu/St ; AU ; 32 ; Sky2 ; 451 
 2720 ; Лот монет США (5шт): 1 цент ; 2009-2010 ;  ; Cu/Zn ; AU ; 13 ; Gell13 ; 90 
 2721 ; Лот монет США (5шт): 1 цент ; 2009-2010 ;  ; Cu/Zn ; AU ; 13 ; Gell13 ; 90 
 2722 ; Лот монет США (8шт): 1 цент ; 1973-1980 ;  ; Cu/Zn ; XF/AU ; 33 ; whitechapel ; 77 
 2723 ; Лот монет США (10шт): 1 цент ; 1981-1990 ;  ; Cu/Zn ; XF-/AU ; 19 ; whitechapel ; 77 
 2724 ; Лот монет США (10шт): 1 цент ; 1991-2000 ;  ; Cu/Zn ; AU ; 33 ; whitechapel ; 77 
 2725 ; Лот монет США (8шт): 1 цент ; 2001-2008 ;  ; Cu/Zn ; AU ; 25 ; whitechapel ; 77 
 2726 ; Лот монет Финляндии (+ 1/2 коп 1909г ): 10 пенни (66шт) ; 1909,1919-2000 ;  ; Cu,Al/Br,A ; VF-/XF+ ; 20 ; zx123 ; 702 
 2727 ; Лот монет Зимбабве (3шт) ; 2001,2002 ;  ; Cu-Ni ; AU ; 10 ; nekff ; 47 
 2728 ; Лот монет Перу (6шт) ; 2008-2009 ;  ; Cu-Ni,Al,Л ; AU ; 43 ; Mikola_1 ; 155 
 2729 ; Лот монет Туркменистана (6шт) ; 2009 ;  ; Cu-Ni,ж/м ; AU ; 23 ; Mikola_1 ; 67 
 2730 ; Лот монет Венесуэлы (4шт) ; 2002,2004 ;  ; Cu-Ni,Al ; AU ; 3 ; monetka555 ; 101 
 2631 ; 2 цента. Южная Африка ; 1979 ;  ; Br ; AU ; 18 ; vc57 ; 41 
 2632 ; 1 цента. Южная Африка ; 1979 ;  ; Br ; AU ; 20 ; vc57 ; 41 
 2633 ; 1/2 цента. Южная Африка ; 1979 ;  ; Br ; AU ; 17 ; vc57 ; 53 
 2634 ; Фартинг. Великобритания ; 1937 ;  ; Br ; XF ; 11 ; uuu ; 36 
 2635 ; Фартинг. Великобритания ; 1938 ;  ; Br ; XF ; 21 ; Рыба ; 36 
 2636 ; Фартинг. Великобритания ; 1939 ;  ; Br ; XF+ ; 18 ; Searcher ; 35 
 2637 ; Фартинг. Великобритания ; 1940 ;  ; Br ; XF ; 29 ; uuu ; 76 
 2638 ; Фартинг. Великобритания ; 1941 ;  ; Br ; AU ; 12 ; tpls ; 55 
 2639 ; Фартинг. Великобритания ; 1942 ;  ; Br ; XF ; 16 ; uuu ; 36 
 2640 ; Фартинг. Великобритания ; 1943 ;  ; Br ; XF+ ; 9 ; uuu ; 37 
 2641 ; Фартинг. Великобритания ; 1944 ;  ; Br ; AU ; 28 ; uuu ; 46 
 2642 ; Фартинг. Великобритания ; 1945 ;  ; Br ; XF+ ; 5 ; Searcher ; 35 
 2643 ; Фартинг. Великобритания ; 1946 ;  ; Br ; XF+ ; 22 ; uuu ; 37 
 2644 ; Фартинг. Великобритания ; 1947 ;  ; Br ; AU ; 11 ; tpls ; 72 
 2645 ; Фартинг. Великобритания ; 1948 ;  ; Br ; AU ; 6 ; uuu ; 36 
 2646 ; Фартинг. Великобритания ; 1949 ;  ; Br ; AU ; 8 ; uuu ; 51 
 2647 ; Фартинг. Великобритания ; 1950 ;  ; Br ; XF+ ; 17 ; uuu ; 36 
 2648 ; Фартинг. Великобритания ; 1951 ;  ; Br ; AU ; 21 ; uuu ; 38 
 2649 ; Фартинг. Великобритания ; 1952 ;  ; Br ; AU ; 8 ; uuu ; 46 
 2650 ; Фартинг. Великобритания ; 1953 ;  ; Br ; XF ; 21 ; uuu ; 57 
 2651 ; Фартинг. Великобритания ; 1954 ;  ; Br ; XF/AU ; 18 ; Рыба ; 72 
 2652 ; Фартинг. Великобритания ; 1955 ;  ; Br ; XF+ ; 20 ; tpls ; 72 
 2653 ; Фартинг. Великобритания ; 1956 ;  ; Br ; AU ; 16 ; uuu ; 62 
 2654 ; 1 крона. Эстония. Монета оформлена в буклет ; 1999 ;  ; Латунь ; Unc ; 62 ; staro ; 174 
 2655 ; 5 гривен. Украина. Международный год астрономии. В подарочном буклете ; 2009 ;  ; Cu-Ni ; Unc ; 69 ; Sky2 ; 192 
 2656 ; 1 крона. Великобритания. Коронация ; 1953 ;  ; Cu-Ni ; AU ; 72 ; М662 ; 535 
 2657 ; Жетон. Эстония. Евро ; 2011 ;  ; Б/м ; AU ; 19 ; don-juras ; 87 
 2658 ; Жетон иностранный ;  ;  ; ж/м ; VF+ ; 7 ; alskr ; 8 
 2659 ; Набор монет Македонии: 50 дени, 1,2,5 денаров (4шт). Упаковка ; 1993 ;  ; Латунь ; Unc ; 41 ; Sky2 ; 110 
 2660 ; Лот монет США (8шт): 1 цент ; 1952-1968 ;  ; Cu ; VF/VF-XF ; 15 ; alex995 ; 79 
 2661 ; Лот монет Нидерландов, Италии, Польши, Греции, Чехословакии, Швейцария, Испании, Туниса (15шт) ; XIX в-1974 ;  ; Ag,Cu/Ni,A ; VF-/XF+ ; 48 ; zx123 ; 275 
 2662 ; Лот монет Хорватии (6шт) ; 1993-2007 ;  ; Cu/Ni,Лату ; XF/AU ; 44 ; СВл ; 101 
 2663 ; Лот монет Цейлона (7шт) ; 1920-1940-ег ;  ; Cu ; F/VF ; 48 ; Опятор ; 114 
 2664 ; Лот монет Греции,Италии,Израиля,Иордании,Австрии,Швейцарии,Нидерландов,Португалии, Венгрии (14шт) ; 1862-1973 ;  ; Cu/Ni,Al.C ; F+/XF+ ; 35 ; zx123 ; 213 
 2665 ; Подборка евромонет Эстонии (42шт)+Жетон Монетного двора. Упаковка ; 2011 ;  ; Би/м,латун ; Unc/AU ; 87 ; Tonyxxx82 ; 1251 
 2666 ; Лот монет Испании, Нидерландов, Великобритании, Португалии, Греции, Чехословакии, Италии, Гамбии, Австрии, Румынии (15шт) ; 1876-1973 ;  ; Ag,Cu/Ni,A ; VF-/XF+ ; 40 ; Gold_42 ; 216 
 2667 ; Лот монет Чехословакии, Гамбии, Нидерландов, Португалии, Италии, Швейцарии, Чехословакии, Греции, Италии (15шт) ; 1883-1976 ;  ; Ag,Cu/Ni,A ; VF-/XF ; 33 ; zx123 ; 250 
 2668 ; Лот монет Греции, Израиля, Турции, Бразилии, Португалии, Богемии и Моравии, Швейцарии, Австрии, Нидерландов, Чехословакии (15шт) ; 1826-1970 ;  ; Ag,Cu/Ni,A ; F+/XF ; 30 ; zx123 ; 285 
 2669 ; Лот монет Португалии, Турции, Израиля, Швейцарии, Польши, Румынии, Австрии, Нидерландов, Чехословакии, Венгрии, Кении (15шт) ; 1870-1971 ;  ; Cu/Ni,Al.C ; VF-/XF ; 83 ; zx123 ; 183 
 2670 ; Лот монет Португалии, Нидерландов, Южной Африки, Польши, Турции, Италии, Швейцарии, Испании, Австрии, Чехословакии (17шт) ; 1891-1969 ;  ; Cu/Ni,Al.C ; VF-/XF+ ; 71 ; zx123 ; 255 
 2671 ; Лот монет США (11шт): 1 цент ; 1950-1968 ;  ; Cu ; VF/VF-XF ; 32 ; BVN-2 ; 89 
 2672 ; Лот монет Эстонии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2011 ;  ; Би/м,Cu/St ; Unc/AU ; 17 ; sikachai ; 494 
 2673 ; Лот монет ГДР: 20 пфеннигов (4шт) ; 1969-1983 ;  ; Латунь ; VF/XF- ; 32 ; molchun ; 61 
 2674 ; Лот монет ГДР: 10,5,1 пфеннигов (20шт) ; 1948-1983 ;  ; Al ; VF/XF ; 35 ; Опятор ; 203 
 2675 ; Лот монет ГДР: 2,1 марки, 50 пфеннигов (9шт) ; 1971-1982 ;  ; Al ; VF+/XF+ ; 13 ; Опятор ; 164 
 2676 ; Лот монет США (5шт): 1/4 доллара. "Штаты" ; 1976-2004 ;  ; Cu в Cu/Ni ; AU ; 3 ; ramik321 ; 110 
 2677 ; Лот монет США (5шт): 1/4 доллара. "Штаты" ; 2000-2004 ;  ; Cu в Cu/Ni ; AU ; 13 ; КЛЯЧА ; 128 
 2678 ; Лот монет Македонии: 50 дени, 1,2,5,10,20 денаров (6шт) ; 1993-2008 ;  ; Cu-Ni,Лату ; AU ; 77 ; Mikola_1 ; 102 
 2679 ; Лот монет Сербии (Национальные герои и универсиада): 10,20 динаров (5шт) ; 2006-2010 ;  ; Cu-Ni ; XF/AU ; 30 ; nekff ; 105 
 2680 ; Лот монет Сербии: 1,2,5,10,20 динаров (5шт) ; 2010 ;  ; Cu-Ni,Лату ; AU ; 46 ; Mikola_1 ; 132 
 2581 ; 5 денаров. Македония. ФАО ; 1995 ;  ; Латунь ; AU ; 28 ; uuu ; 39 
 2582 ; 50 лека. Албания. Сами Фрашери ; 2002 ;  ; Латунь ; AU ; 30 ; ВЕПРЬ ; 182 
 2583 ; 5 шиллингов. Южная Африка. 50 лет Южно-Африканскому Союзу ; 1960 ;  ; Ag ; XF ; 55 ; кузнецов ; 1236 
 2584 ; 50 крон. Словакия. 5 годовщина независимости ; 1944 ;  ; Ag ; AU ; 55 ; FEDOTOV1920 ; 709 
 2585 ; 3 пенса. Новая Зеландия ; 1934 ;  ; Ag ; XF ; 16 ; hugo ; 159 
 2586 ; 3 пенса. Новая Зеландия ; 1937 ;  ; Ag ; XF- ; 10 ; Инвестор ; 123 
 2587 ; 1 шиллинг. Австралия ; 1961 ;  ; Ag ; VF ; 17 ; Инвестор ; 140 
 2588 ; 50 сентаво. Колумбия. Лепрозорий. Богота ; 1928 ;  ; Латунь ; F-VF ; 30 ; чусер ; 306 
 2589 ; 5 евро. Финляндия ; 2010 ;  ; Би/м ; Unc/AU ; 36 ; alskr ; 417 
