 5920 ; Бона иностранная Аргентина ;  ;  ;  ; AU ; 31 ; йцукен ; 784 
 5542 ; Бона иностранная ;  ;  ;  ;  ; 5 ; vladmarkin ; 36 
 5393 ; 100 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 35 ; vasek ; 1658 
 5394 ; 1 рубль ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 29 ; bagsy ; 1384 
 5395 ; 5 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 32 ; Семирек ; 2550 
 5396 ; 100 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 28 ; gdrg2 ; 1062 
 5397 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 60 ; hhmm ; 2710 
 5398 ; 10 рублей ; 1947 ; билет ;  ;  ; 55 ; bagsy ; 4590 
 5399 ; 25 рублей ; 1947 ; билет ;  ;  ; 45 ; Alex_Ro_50 ; 4420 
 5400 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 12 ; bonist-3A ; 207 
 5401 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 49 ; bagsy ; 1020 
 5402 ; 50 рублей ; 1961 ; билет ;  ;  ; 23 ; Турбина ; 300 
 5403 ; 100 рублей ; 1961 ;  ;  ;  ; 47 ; sub215 ; 579 
 5404 ; 50 рублей ; 1992 ; билет ;  ;  ; 24 ; 45b00f ; 255 
 5405 ; 10000 рублей ; 1995 ; банкнота ;  ; AU ; 30 ; архыз ; 614 
 5406 ; 50000 рублей ; 1994 ; банкнота ;  ;  ; 29 ; Skilfulsun ; 2098 
 5407 ; Лот бон 2 шт ; 1993,95 ;  ;  ;  ; 33 ; я8844 ; 882 
 5408 ; 50000 рублей ; 1994 ; банкнота ;  ;  ; 17 ; egor73 ; 2040 
 5409 ; Лот бон России 12 шт ; 1898-1909 ;  ;  ;  ; 37 ; aamazitov ; 362 
 5410 ; Лот бон России 4 шт ; 1917 ;  ;  ;  ; 14 ; lelik13821 ; 385 
 5411 ; Лот бон России 5 шт ; 1918 ;  ;  ;  ; 17 ; MG ; 504 
 5412 ; Лот бон России 5 шт ; 1918 ;  ;  ;  ; 23 ; MG ; 684 
 5413 ; Лот бон России 7 шт ; 1918 ;  ;  ;  ; 23 ; MG ; 786 
 5414 ; Лот бон России 4 шт ; 1918 ;  ;  ;  ; 11 ; vasek ; 612 
 5415 ; Лот бон России 4 шт ; 1919 ;  ;  ;  ; 29 ; Gyron ; 793 
 5416 ; Лот бон России 5 шт ; 1919 ;  ;  ;  ; 16 ; MG ; 600 
 5417 ; Лот бон России 5 шт ; 1919 ;  ;  ;  ; 22 ; bonist-3A ; 663 
 5418 ; Лот бон 250 рублей, 2 шт ; 1917 ;  ;  ;  ; 46 ; cr2952 ; 224 
 5419 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 28 ; molodes ; 633 
 5420 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 25 ; molodes ; 617 
 5421 ; Лот бон 1 рубль,10 шт ; 1961 ;  ;  ; AU ; 46 ; -1- ; 417 
 5422 ; Лот бон 3 рубля, 5 шт ; 1961 ;  ;  ; AU ; 29 ; mmmm ; 511 
 5423 ; Лот бон 3 рубля, 5 шт ; 1991 ;  ;  ; AU ; 30 ; mmmm ; 510 
 5424 ; Лот бон 5 рублей, 5 шт ; 1991 ;  ;  ; AU ; 35 ; mmmm ; 313 
 5425 ; Лот бон 10 рублей, 5 шт ; 1991 ;  ;  ; AU ; 31 ; mmmm ; 417 
 5426 ; Облигация в 100 рублей с купонами, внутренний 5% заём ; 1914 ;  ;  ;  ; 22 ; Семирек ; 944 
 5427 ; Свидетельство на государственную 4% ренту на 200 рублей с купонами ;  ;  ;  ;  ; 22 ; Ustin ; 567 
 5428 ; Временное свидетельство на одну облигацию, внутренний 5% заём ; 1914 ;  ;  ;  ; 43 ; sher60 ; 1381 
 5429 ; Временное свидетельство на одну тысячу облигаций, внутренний 5% заём ; 1915 ;  ;  ;  ; 26 ; sher60 ; 1224 
 5430 ; Облигация в 100 рублей с купонами, государственный 51/2% военный заём ; 1916 ;  ;  ;  ; 21 ; ТРОЛ ; 906 
 5431 ; Облигация в 200 рублей с купонами, государственный 51/2% военный заём ; 1916 ;  ;  ;  ; 27 ; ТРОЛ ; 944 
 5432 ; Закладной лист в 100 рублей. Московский земельный банк ; 1914 ;  ;  ;  ; 48 ; kehha ; 2133 
 5433 ; Билет в 100 рублей, внутреннего 5% с выигрышам займа ; 1864 ;  ; 3 ;  ; 18 ; Ustin ; 809 
 5434 ; 50 рублей ; 1917 ; Облигации займа Свободы ;  ;  ; 23 ; paul196262 ; 1149 
 5435 ; 100 рублей ; 1917 ; Облигации займа Свободы ;  ;  ; 12 ; ТРОЛ ; 1020 
 5436 ; Лот талонов УПРОДСНАБ М.О. ;  ;  ;  ;  ; 20 ; air ; 408 
 5437 ; 50000 рублей ; 1993 ; банкнота ;  ;  ; 25 ; Skilfulsun ; 2394 
 5438 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 48 ; sub215 ; 712 
 5439 ; 1000 рублей ; 1995 ; банкнота ;  ;  ; 14 ; SergeyOsipov ; 105 
 5440 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 33 ; Hromoy ; 321 
 5441 ; 1000 рублей ; 1995 ; банкнота ;  ;  ; 28 ; mmmm ; 82 
 5442 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 29 ; SergeyOsipov ; 113 
 5343 ; 1 рубль ; 1918 ; Казначейский знак Сибирского временного правительства ;  ;  ; 53 ; ReSeRVeD ; 937 
 5344 ; 5 рублей ; 1918 ; Казначейский знак Сибирского временного правительства ;  ;  ; 30 ; gdrg2 ; 561 
 5345 ; 10 рублей ; 1918 ; Казначейский знак Сибирского временного правительства ;  ;  ; 35 ; rvsru888 ; 512 
 5346 ; 3 рубля ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 14 ; flutter ; 970 
 5347 ; Лот бон 2 шт ; 1920 ;  ;  ;  ; 16 ; flutter ; 969 
 5348 ; Лот бон 4 шт ;  ;  ;  ;  ; 18 ; ac ; 932 
 5349 ; 10000 рублей ; 1919 ;  ;  ; AU ; 57 ; bagsy ; 663 
 5350 ; 500 рублей ; 1920 ;  ;  ; AU ; 19 ; bagsy ; 426 
 5351 ; 25 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 32 ; இ ; 1342 
 5352 ; 100 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 30 ; hhmm ; 906 
 5353 ; 1000 рублей ; 1919 ;  ;  ; AU ; 59 ; hhmm ; 4942 
 5354 ; 50 копеек ; 1923 ; Денежные знаки (с рисунком монеты) ;  ;  ; 22 ; Семирек ; 854 
 5355 ; 100 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 32 ; Gyron ; 2185 
 5356 ; 10 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 29 ; bonipari ; 1497 
 5357 ; Лот бон 3 шт ; 1923 ;  ;  ;  ; 22 ; uyAHWLcn5486ZMN ; 1504 
 5358 ; Лот бон 2 шт ; 1918 ;  ;  ;  ; 35 ; alex241 ; 1581 
 5359 ; 1000000000 рублей ; 1924 ; Закавказье ;  ;  ; 34 ; Zavitok ; 2827 
 5360 ; 1 рубль золотом ; 1928 ; Гос.казначейские билеты СССР ;  ;  ; 73 ; brigand811 ; 6521 
 5361 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 37 ; vasek ; 1134 
 5362 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 24 ; vladzory ; 906 
 5363 ; 250 рублей ; 1919 ; Армения ;  ;  ; 30 ; всякий хлам ; 964 
 5364 ; 100 рублей ; 1919 ; Армения ;  ;  ; 30 ; SANGOLD1 ; 801 
 5365 ; 50 рублей ; 1919 ; Армения ;  ;  ; 17 ; இ ; 726 
 5366 ; 1000 карбованцев ; 1918 ; Украина.Знак Державноi скарбицi ;  ; AU ; 49 ; Ok203 ; 2155 
 5367 ; Лот бон 250 рублей, 4 шт ; 1917 ;  ;  ;  ; 34 ; USS ; 355 
 5368 ; Лот бон 1000 рублей, 3 шт ; 1917 ;  ;  ;  ; 28 ; MG ; 750 
 5369 ; Лот бон 1000 рублей, 5 шт ; 1918 ;  ;  ;  ; 14 ; sergey35 ; 255 
 5370 ; Лот бон России, 6 шт ; 1919 ;  ;  ;  ; 30 ; alex241 ; 577 
 5371 ; Лот бон 2 рубля, 5 шт ;  ;  ;  ;  ; 22 ; pref ; 325 
 5372 ; Лот бон 1 рубль, 10 шт ;  ;  ;  ;  ; 15 ; Жигурда ; 357 
 5373 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ; AU ; 38 ; MG ; 1383 
 5374 ; Агитационная листовка в виде банкноты в 100000 рублей ;  ;  ;  ;  ; 29 ; голый вассер ; 1333 
 5375 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 31 ; Звездолёты ; 420 
 5376 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 22 ; diskus72 ; 395 
 5377 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 53 ; hhmm ; 1533 
 5378 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; molodes ; 155 
 5379 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 25 ; bagsy ; 381 
 5380 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 30 ; bagsy ; 306 
 5381 ; 3 рубля ; 1905 ; Тимашев. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 19 ; sato ; 772 
 5382 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 24 ; bagsy ; 365 
 5383 ; Лот бон России 4 шт ; 1905-09 ;  ;  ;  ; 49 ; FoxSF ; 320 
 5384 ; Лот бон России 4 шт ;  ;  ;  ;  ; 33 ; FoxSF ; 281 
 5385 ; Лот бон России 5 шт ;  ;  ;  ;  ; 47 ; кент ; 1350 
 5386 ; 1 рубль, в слабе ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 20 ; уютный ; 614 
 5387 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 40 ; bagsy ; 357 
 5388 ; 50 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 42 ; bonipari ; 207 
 5389 ; 5 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 25 ; Papanator62 ; 866 
 5390 ; Лот бон 1000 рублей, 3 шт ; 1921 ;  ;  ;  ; 14 ; Gyron ; 411 
 5391 ; 5000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 34 ; uyAHWLcn5486ZMN ; 1369 
 5392 ; 10000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 46 ; Papanator62 ; 2033 
 5094 ; Лот бон (18 шт.) ;  ;  ;  ;  ; 16 ; 2128508 ; 227 
 5095 ; Лот бон (20 шт.) ;  ;  ;  ;  ; 28 ; Scorpionchic-sun ; 283 
 5096 ; 1 рубль. Лист 20 шт. ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 27 ; каРаЧун ; 10011 
 5097 ; 250 рублей. Лист 10 шт. ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 34 ; bonist-3A ; 5100 
 5098 ; 15 копеек. Лист 100 шт. ;  ;  ;  ;  ; 25 ; Gatchina ; 1844 
 5099 ; 10 копеек. Лист 100 шт. ; 1915 ; Деньги-марки ;  ;  ; 69 ; йцукен ; 5667 
 5100 ; 3 копейки. Лист 100 шт. ; 1915 ; Деньги-марки ;  ;  ; 30 ; йцукен ; 4500 
 5300 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 38 ; hhmm ; 697 
 5301 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 25 ; MG ; 353 
 5302 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 10 ; MG ; 395 
 5303 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 12 ; SIBPROPILOT ; 408 
 5304 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 16 ; lelik13821 ; 531 
 5305 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 30 ; gdrg2 ; 567 
 5306 ; Лот бон 5 рублей, 7 шт ; 1912 ;  ;  ;  ; 41 ; Карон ; 2223 
 5307 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 23 ; hhmm ; 429 
 5308 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 20 ; ac ; 459 
 5309 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; SIBPROPILOT ; 261 
 5310 ; Лот бон 100 рублей, 5 шт ; 1910 ;  ;  ;  ; 36 ; Карон ; 1561 
 5311 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 23 ; елец ; 1134 
 5312 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; hhmm ; 313 
 5313 ; Лот бон 10 рублей, 5 шт ; 1909 ;  ;  ;  ; 26 ; FoxSF ; 174 
 5314 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; wwtar ; 34 
 5315 ; Лот бон 5 рублей, 5 шт ; 1909 ;  ;  ;  ; 19 ; FoxSF ; 159 
 5316 ; Лот бон 3 рубля, 3 шт. (Коншин) ; 1905 ;  ;  ;  ; 9 ; sergey35 ; 104 
 5317 ; Лот бон  3 рубля, 5 шт ; 1905 ;  ;  ;  ; 21 ; FoxSF ; 169 
 5318 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 22 ; hhmm ; 92 
 5319 ; Лот бон 1 рубль, 5 шт ; 1898 ;  ;  ;  ; 31 ; molodes ; 273 
 5320 ; Лот бон 1 рубль, 8 шт ; 1905 ;  ;  ;  ; 16 ; molodes ; 357 
 5321 ; Лот бон России 5 шт ; 1898-1909 ;  ;  ;  ; 56 ; ТЕХНОЛОГ ; 571 
 5322 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 10 ; wwtar ; 33 
 5323 ; Лот деньги-марки 6 шт ;  ;  ;  ;  ; 16 ; варяг42 ; 227 
 5324 ; Лот бон России 5 шт ;  ;  ;  ;  ; 19 ; இ ; 1122 
 5325 ; 500 рублей ; 1920 ;  ;  ;  ; 19 ; ppp ; 414 
 5326 ; 100 рублей ; 1920 ;  ;  ;  ; 17 ; akula ; 356 
 5327 ; Лот бон 25 и 100 рублей ; 1918 ;  ;  ;  ; 26 ; ОВМ ; 1377 
 5328 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 15 ; SANGOLD1 ; 153 
 5329 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 27 ; svv ; 578 
 5330 ; Лот бон России 3 шт ; 1919 ;  ;  ;  ; 24 ; Hromoy ; 507 
 5331 ; 15 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 38 ; Ustin ; 456 
 5332 ; Лот бон России 3 шт ;  ;  ;  ;  ; 14 ; елец ; 245 
 5333 ; 20 копеек ;  ;  ;  ;  ; 25 ; Ratmen ; 1082 
 5334 ; 10 копеек ; б/г ; Разменные знаки.Совнарком Терской республики ;  ;  ; 37 ; 2128508 ; 826 
 5335 ; 15 копеек ; б/г ; Разменные знаки.Совнарком Терской республики ;  ;  ; 30 ; alex241 ; 466 
 5336 ; 20 копеек ; б/г ; Разменные знаки.Совнарком Терской республики ;  ;  ; 28 ; 2128508 ; 765 
 5337 ; 1 рубль ; 1918 ; Разменные знаки.Совнарком Терской республики ;  ;  ; 31 ; cboker ; 1134 
 5338 ; 3 рубля ; 1918 ; Разменные знаки.Совнарком Терской республики ;  ;  ; 57 ; flutter ; 1277 
 5339 ; 50 рублей ; 1918 ; Разменные знаки.Совнарком Терской республики ;  ;  ; 80 ; AKrav ; 2262 
 5340 ; 50 копеек ;  ;  ;  ;  ; 37 ; dima-sml ; 348 
 5341 ; 3 рубля ; 1919 ;  ;  ;  ; 19 ; hhmm ; 432 
 5342 ; 300 рублей ; 1918 ;  ;  ;  ; 33 ; AKrav ; 1683 
 5044 ; 2 копейки ; 1976 ;  ;  ;  ; 12 ; Hromoy ; 130 
 5045 ; 5 копеек ; 1989 ;  ;  ;  ; 15 ; Ustin ; 101 
 5046 ; 1 рубль ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 31 ; இ ; 1031 
 5047 ; 3 рубля ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 47 ; физмат ; 1620 
 5048 ; 500 рублей ; 1991 ; билет ;  ;  ; 8 ; gonobolka ; 73 
 5049 ; 50 рублей ; 1991 ; билет ;  ;  ; 14 ; 45b00f ; 204 
 5050 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 12 ; 333985 ; 267 
 5051 ; 5000 рублей ; 1994 ; банкнота ;  ;  ; 62 ; вулканолог ; 995 
 5052 ; 10 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 29 ; vladzory ; 1517 
 5053 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 7 ; MG ; 204 
 5054 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 21 ; Моряк-собиратель ; 678 
 5055 ; 25000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 14 ; 333985 ; 363 
 5056 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; gonobolka ; 50 
 5057 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; gdrg2 ; 51 
 5058 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; я8844 ; 41 
 5059 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 6 ; t_v_v ; 51 
 5060 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 4 ; я8844 ; 27 
 5061 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; я8844 ; 37 
 5062 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 39 ; gonobolka ; 114 
 5063 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 19 ; МиХаИл_32 ; 50 
 5064 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; я8844 ; 31 
 5065 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; я8844 ; 36 
 5066 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 6 ; KOSOWAR ; 50 
 5067 ; 3 рубля ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 25 ; кент ; 849 
 5068 ; 5 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 27 ; canario ; 157 
 5069 ; 10 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 17 ; архыз ; 306 
 5070 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 5 ; MG ; 100 
 5071 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 14 ; vasek ; 312 
 5072 ; 50 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 8 ; MG ; 153 
 5073 ; 50 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 12 ; MG ; 161 
 5074 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 5 ; MG ; 101 
 5075 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 5 ; 333985 ; 82 
 5076 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 5 ; MG ; 101 
 5077 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 5 ; ъхз ; 114 
 5078 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 5 ; mars6307 ; 300 
 5079 ; 3 копейки. Квартблок. ; 1915 ; Деньги-марки ;  ; AU ; 22 ; bagsy ; 216 
