 5854 ; Бона иностранная. Бразилия ;  ;  ;  ; AU ; 26 ; scipion ; 116 
 5326 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 25 ; yourius ; 187 
 5327 ; 1000 рублей ; 1919 ;  ;  ;  ; 47 ; majkl ; 412 
 5028 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 13 ; газета ; 102 
 5029 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 51 ; gdrg2 ; 612 
 5030 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 9 ; Aleksey 76 ; 50 
 5031 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 7 ; Dimitriy ; 40 
 5032 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 24 ; 45b00f ; 42 
 5033 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 6 ; TiBuL ; 40 
 5034 ; 25 рублей ; 1947 ; билет ;  ;  ; 22 ; alex241 ; 2164 
 5035 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 9 ; dpekin ; 70 
 5036 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 9 ; Dimitriy ; 50 
 5037 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; ANGEL 23 ; 40 
 5038 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; ANGEL 23 ; 40 
 5039 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; 45b00f ; 40 
 5040 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 19 ; Конрос77 ; 40 
 5041 ; 30 копеек ;  ;  ;  ;  ; 9 ; ек ; 118 
 5042 ; 1 рубль 25 копеек ;  ;  ;  ;  ; 3 ; bon15041980 ; 255 
 5043 ; 1 рубль ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 25 ; maks169 ; 1020 
 5044 ; 10 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 17 ; каламбурчик ; 1020 
 5045 ; 25 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 17 ; bonist-3A ; 1000 
 5046 ; 5 копеек ; 1989 ;  ;  ;  ; 10 ; Вадим Старый ; 64 
 5047 ; 10 копеек ; 1989 ;  ;  ;  ; 7 ; Вадим Старый ; 64 
 5048 ; 50 копеек ; 1989 ;  ;  ;  ; 19 ; bonipari ; 257 
 5049 ; 1 рубль ; 1989 ;  ;  ;  ; 11 ; bon15041980 ; 203 
 5050 ; 5 рублей ; 1989 ;  ;  ;  ; 19 ; спарта ; 426 
 5051 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 14 ; лаботряс ; 43 
 5052 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 6 ; 45b00f ; 40 
 5053 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 39 ; ac ; 655 
 5054 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 32 ; 45b00f ; 117 
 5055 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; cr2952 ; 46 
 5056 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 44 ; Конрос77 ; 123 
 5057 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 43 ; лаботряс ; 92 
 5058 ; 500 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 31 ; картуш ; 2154 
 5059 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; 333985 ; 41 
 5060 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; Ксения ; 45 
 5061 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 17 ; zheka_77 ; 144 
 5062 ; 1 копейка ; 1917 ; Деньги-марки ;  ; AU ; 30 ; газета ; 143 
 5063 ; 3 копейки ; 1915 ; Деньги-марки ;  ; AU ; 13 ; market_spb ; 101 
 5064 ; 30 шагив ; 1918 ; Украина.Тип почтовых марок ;  ; AU ; 22 ; maks169 ; 319 
 5065 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 26 ; НЗ ; 176 
 5066 ; 3 копейки ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 24 ; Ксения ; 168 
 5067 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 6 ; zheka_77 ; 118 
 5068 ; 1 копейка ; 1924 ; Разменные казн.боны ;  ; AU ; 44 ; maks169 ; 2415 
 5069 ; 2 копейки ; 1924 ; Разменные казн.боны ;  ; AU ; 39 ; maks169 ; 2895 
 5070 ; 100 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ; AU ; 22 ; bonipari ; 1020 
 5071 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 7 ; DmitriPartei ; 108 
 5072 ; 3 рубля ; 1919 ;  ;  ; AU ; 32 ; 333985 ; 1247 
 5073 ; 5 рублей ; 1991 ; билет ;  ; AU ; 28 ; 333985 ; 79 
 5074 ; 100 рублей ; 1961 ;  ;  ; AU ; 17 ; Aleksey 76 ; 387 
 5075 ; 100 рублей ; 1961 ;  ;  ; AU ; 16 ; ac ; 396 
 5076 ; 5 рублей ; 1909 ; Денежные знаки ;  ; AU ; 11 ; kirkar ; 101 
 5077 ; 5 рублей ; 1909 ; Денежные знаки ;  ; AU ; 11 ; kirkar ; 101 
 3976 ; Лот монет Дании (26шт) ; 1949-1961 ;  ; Cu-Ni ; XF/AU ; 13 ; Почта России ; 65 
 3977 ; Лот монет Финляндии: 1 марка (10шт) ;  ;  ; Cu-Ni ; XF ; 13 ; Почта России ; 57 
 3978 ; Лот монет Чехословакии (7шт): 50,10 хеллеров ; 1932-1984 ;  ; Cu/Ni,Br ; VF/XF ; 27 ; 7755 ; 62 
 3979 ; Лот монет Бельгии (7шт): 1 франк ; 1963-1980 ;  ; Cu/Ni ; XF ; 15 ; banks ; 42 
 3980 ; Лот монет Норвегии (6шт): 25 эре ; 1949-1973 ;  ; Cu/Ni ; VF ; 32 ; 7755 ; 44 
 3981 ; Лот монет Франции (7шт): 10 сантимов ; 1963-1997 ;  ; Лат ; VF/VF+ ; 9 ; Почта России ; 13 
 3982 ; Лот монет США (4шт): 1 дайм ; 1968-1987 ;  ; Cu/Ni ; XF ; 10 ; Варт11 ; 22 
 3983 ; Лот монет Великобритании (8шт): 6 пенсов ; 1953-1960 ;  ; Cu/Ni ; VF ; 56 ; gdrg2 ; 101 
 3984 ; Лот монет Швейцарии (6шт): 10 раппен ; 1969-1979 ;  ; Cu/Ni ; XF ; 19 ; Варт11 ; 34 
 3985 ; Лот монет США (6шт): 5 центов ; 1954-2000 ;  ; Cu/Ni ; XF ; 13 ; Варт11 ; 24 
 3986 ; Лот монет Тайвани (3шт): 1 юань ; 1960-1994 ;  ; Ni/Br ; VF+ ; 20 ; vladimir-sirke ; 26 
 3987 ; Лот монет США (4шт): 1/4 доллара ; 1965-1998 ;  ; Cu/Ni ; VF/XF ; 15 ; Rober ; 36 
 3988 ; Лот евромонет Эстонии (2шт): 2 евро. 10 лет евро ; 2012 ;  ; Би/м ; AU ; 17 ; кс ; 222 
 3989 ; Лот монет Египта (3шт): 1 фунт ; 20в ;  ; Би/м ; VF-XF ; 15 ; SKeeper ; 22 
 3990 ; Лот монет Хорватии (5шт) ;  ;  ; Cu-Ni,Лат ; XF ; 29 ; 195267 ; 101 
 3991 ; Лот монет США: 1/4 доллара (3шт) ; 1967-1989 ;  ; Cu-Ni ; XF ; 7 ; 7755 ; 26 
 3992 ; Лот монет Великобритании: 10,5 пенсов, шиллинг (4шт) ; 1948-1992 ;  ; Cu-Ni ; VF/XF ; 25 ; gdrg2 ; 67 
 3993 ; Лот монет Великобритании: 50,20 пенсов (4шт) ; 2006-2010 ;  ; Cu-Ni ; AU ; 49 ; SKeeper ; 384 
 3994 ; Лот монет Багам, Словении, Мальдив, Исландии: 4шт ; 1984-2007 ;  ; Cu-Ni,Al,лат ; XF/AU ; 36 ; кс ; 61 
 3995 ; Лот монет Португалии: 3шт ;  ;  ; Cu-Ni ; F/XF ; 25 ; zemlyk2014 ; 101 
 3996 ; Лот монет Польши: 2 злотых (4шт) ; 2006-2012 ;  ; Латунь ; XF/AU ; 64 ; Vol4en0k ; 330 
 3997 ; Лот монет США: 5,1 цент (3шт) ; 2005,2010 ;  ; Cu-Ni,Br ; AU ; 14 ; SKeeper ; 42 
 3998 ; Лот монет Грузии: 2шт ; 1993,2006 ;  ; St,Cu-Ni ; VF/VF-XF ; 24 ; SKeeper ; 51 
 5001 ; 1 копейка ; 1917 ; Деньги-марки ;  ;  ; 26 ; pmaster ; 143 
 5002 ; 2 копейки ; 1917 ; Деньги-марки ;  ;  ; 17 ; 333985 ; 140 
 5003 ; 3 копейки ; 1917 ; Деньги-марки ;  ;  ; 7 ; puhetv ; 159 
 5004 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 19 ; Corp ; 110 
 5005 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 7 ; 384020 ; 50 
 5006 ; 20 копеек ; 1915 ; Деньги-марки ;  ;  ; 17 ; DBA123 ; 79 
 5007 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 26 ; Aleksey 76 ; 104 
 5008 ; 2 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 22 ; DmitriPartei ; 153 
 5009 ; 3 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 13 ; жора ; 153 
 5010 ; 20 рублей ;  ; Денежные знаки ;  ;  ; 24 ; zheka_77 ; 153 
 5011 ; 25 пенни ; 1918 ;  ;  ;  ; 32 ; DmitriPartei ; 51 
 5012 ; 50 пенни ; 1918 ;  ;  ;  ; 34 ; DmitriPartei ; 51 
 5013 ; 1 марка ; 1918 ;  ;  ;  ; 35 ; DmitriPartei ; 61 
 5014 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 9 ; Dimitriy ; 32 
 5015 ; 5 карбованцев ; 1942 ;  ;  ;  ; 11 ; dpekin ; 203 
 5016 ; 50 рублей ; 1919 ;  ;  ;  ; 14 ; val211 ; 150 
 5017 ; 50 рублей ; 1919 ;  ;  ;  ; 5 ; я8844 ; 102 
 5018 ; 50 рублей ; 1919 ;  ;  ;  ; 17 ; Lucht7 ; 260 
 5019 ; 25 рублей ; 1919 ;  ;  ;  ; 26 ; Lucht7 ; 261 
 5020 ; 25 рублей ; 1919 ;  ;  ;  ; 13 ; Lucht7 ; 260 
 5021 ; 5 рублей. Однолитерная ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 8 ; alehandr ; 341 
 5022 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 20 ; 333985 ; 1500 
 5023 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 11 ; Для души ; 118 
 5024 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 8 ; Для души ; 72 
 5025 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 5 ; я8844 ; 45 
 5026 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 5 ; alex241 ; 102 
 5027 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 5 ; Corp ; 50 
 3926 ; Набор монет США (6шт): 1,1/2,1/4 доллара, 1 дайм, 5,1 цент. В пластиковой капсуле ; 1981S ;  ; Cu/Ni,Cu/Zn ; Proof ; 28 ; sergey35 ; 277 
 3927 ; Набор монет США (6шт): 1/2,1/4 доллара, 1 дайм, 5,1 цент+Жетон. В пластиковой капсуле ; 1982S ;  ; Cu/Ni,Cu/Zn ; Proof ; 8 ; kroman ; 181 
 3928 ; Набор монет Канады. Олимпийская серия (15шт): 25 центов ; 2010 ;  ; Cu/Ni ; AU ; 14 ; Fillipiy ; 701 
 3929 ; Лот монет Литвы: 2 сенти (50шт) ; 1991 ;  ; Al ; VF/XF ; 9 ; ANGEL 23 ; 125 
 3930 ; Лот монет Литвы: 5 сенти  (50шт) ; 1991 ;  ; Al ; VF/XF ; 7 ; ANGEL 23 ; 110 
 3931 ; Лот евромонет: 2 цента (100шт) ;  ;  ; Cu/St ; XF-/XF+ ; 15 ; Mahfey ; 204 
 3932 ; Лот евромонет: 1 цент (100шт) ;  ;  ; Cu/St ; XF-/AU ; 17 ; ANGEL 23 ; 212 
 3933 ; Лот монет Великобритании: 15шт ;  ;  ; Br ; VF-/VF ; 16 ; zemlyk2014 ; 143 
 3934 ; Лот монет США: 54шт ;  ;  ; Br ; F/XF ; 19 ; 7755 ; 121 
 3935 ; Лот монет Финляндии: 5 пенни (128шт) ;  ;  ; Al ; VF+/XF ; 19 ; musik ; 184 
 3936 ; Лот монет мира (123шт) ;  ;  ; Cu-Ni,Al/Br,Zn ; VF/XF+ ; 13 ; onedima ; 252 
 3937 ; Лот монет США (Штаты): 1/4 доллара (шт) ; 1999-2001 ;  ; Cu-Ni ; VF-/VF ; 10 ; zemlyk2014 ; 145 
 3938 ; Лот монет Литвы: 1 сенти  (50шт) ; 1991 ;  ; Al ; VF+/XF ; 11 ; ANGEL 23 ; 110 
 3939 ; Лот монет Великобритании: 50 пенсов (5шт) ; 2003-2011 ;  ; Cu-Ni ; AU ; 31 ; SKeeper ; 453 
 3940 ; Лот монет США (10шт) ;  ;  ; Br ; VF ; 12 ; нв1975 ; 26 
 3941 ; Лот монет Великобритании: 1 пенни (20шт) ;  ;  ; Br ; XF/AU ; 27 ; dim66 ; 72 
 3942 ; Лот евромонет Латвии (8шт) ;  ;  ; Cu/St,Би/м,Лат ; XF-/AU ; 28 ; Blixa37 ; 238 
 3943 ; Лот монет США: 1 доллар (8шт) ; 1979-2013 ;  ; Сu-Ni-Zn,Cu-Ni ; AU/XF ; 35 ; 7755 ; 707 
 3944 ; Лот монет Великобритании: 10шт ;  ;  ; Br ; VF ; 28 ; Andy M ; 125 
 3945 ; Лот монет Австрии: 50грошей (34шт) ;  ;  ; Лат ; VF/XF ; 29 ; Почта России ; 140 
 3946 ; Лот монет Германии (7шт) ; 1907-1942 ;  ; Br,Zn,Fe ; F-XF ; 19 ; zemlyk2014 ; 120 
 3947 ; Лот монет Великобритании: 1 фунт, 6 пенс, 2 пенса, 1/2 пенни, фартинг (8шт) ; 1941-2005 ;  ; Лат,Br,Cu-Ni ; VF/VF+ ; 13 ; banks ; 159 
 3948 ; Лот монет США: 1 доллар, 1 цент (3шт) ; 1911-2000 ;  ; Br,Cu-Ni-Zn ; F/XF ; 14 ; yourius ; 55 
 3949 ; Лот евромонет Люксембурга: 20 центов (10шт) ;  ;  ; Лат ; XF ; 11 ; nivva ; 114 
 3950 ; Лот монет ФРГ (50шт) ;  ;  ; Cu/St ; VF/XF ; 21 ; Corp ; 92 
 3951 ; Лот евромонет  разных стран 50 лет Римскому договору (12шт): 2 евро ; 2007 ;  ; Би/м ; AU ; 15 ; molodes ; 2605 
 3952 ; Лот монет Барбадоса (3шт) ; 2004,2005 ;  ; Cu/Ni ; XF ; 23 ; witchhunter ; 96 
 3953 ; Лот монет Джерси (4шт) ; 1968-1990 ;  ; Cu/Ni ; VF ; 17 ; SKeeper ; 113 
 3954 ; Лот монет Ирландии (4шт) ; 2004-2005 ;  ; Cu/Ni,Al/Br ; VF/XF ; 33 ; ag58 ; 97 
 3955 ; Лот монет Германии, Веймара (6шт) ; 1915-1923 ;  ; Al,Zn,Fe ; F-AU ; 11 ; zemlyk2014 ; 135 
 3956 ; Лот монет Азии (7шт) ;  ;  ; Cu/Ni,Al,Лат ; VF/XF+ ; 31 ; ANGEL 23 ; 71 
 3957 ; Лот монет Финляндии: 16шт ;  ;  ; Al/Br,Cu-Ni,Fe ; VF/XF ; 21 ; Почта России ; 150 
 3958 ; Лот монет Эстонии: 28шт ;  ;  ; Al/Br,Cu-Ni ; XF ; 33 ; 6719 ; 150 
 3959 ; Лот монет Норвегии: 16шт ;  ;  ; Br,Cu-Ni ; XF ; 19 ; d-master ; 159 
 3960 ; Лот монет Эстонии: 50шт ;  ;  ; Al/Br,Cu-Ni ; XF ; 32 ; Почта России ; 234 
 3961 ; Лот монет Финляндии: 12шт ;  ;  ; Br,Fe,Al/Br ; VF-/VF ; 48 ; Почта России ; 157 
 3962 ; Лот монет Германии: 23шт ;  ;  ; Br,Al/Br ; VF ; 11 ; Corp ; 50 
 3963 ; Лот монет Греции: 12шт ;  ;  ; Al/Br,Cu-Ni,Br ; XF ; 35 ; Почта России ; 123 
 3964 ; Лот монет Великобритании: 14шт ;  ;  ; Br ; VF ; 18 ; sileng ; 175 
 3965 ; Лот монет Франции: 15шт ;  ;  ; Al/Br,Cu-Ni,Al ; VF-/VF+ ; 13 ; Почта России ; 101 
 3966 ; Лот монет Эстонии: 25шт ;  ;  ; Al/Br,Cu-Ni ; XF ; 23 ; musik ; 153 
 3967 ; Лот монет Ирландии: 13шт ;  ;  ; Br,Cu-Ni ; VF/XF ; 29 ; Kamp ; 102 
 3968 ; Лот монет Германии и Австрии (3шт) ; 1913,1936,1928 ;  ; Ag ; VG/F ; 10 ; Vanka ; 967 
 3969 ; Лот монет Финляндии (20шт) ;  ;  ; Cu-Ni ; AU ; 19 ; musik ; 108 
 3970 ; Лот монет Дании (15шт) ; 1960-1971 ;  ; Br ; XF/AU ; 18 ; Почта России ; 39 
 3971 ; Лот монет Дании (27шт) ; 1951-1980 ;  ; Cu-Ni ; XF/AU ; 18 ; Почта России ; 79 
 3972 ; Лот монет Эстонии (7шт) ; 1992 ;  ; Al/Br ; XF/AU ; 9 ; Почта России ; 14 
 3973 ; Лот монет Канады (11шт): 1 цент ; 1973-1998 ;  ; Br ; VF+/XF ; 7 ; Mahfey ; 15 
 3974 ; Лот монет США (13шт): 1 доллар. Президенты+1/4 доллара Штаты+регулярный выпуск ; 1967-2007 ;  ; Cu/Ni, Лат ; XF/AU ; 15 ; 6719 ; 323 
 3975 ; Лот монет Дании (34шт) ; 1948-1979 ;  ; Cu-Ni ; XF/AU ; 8 ; Почта России ; 69 
 3876 ; 5 евро. Финляндия. Исторические области Финляндии ; 2010 ;  ; Би/м ; AU ; 18 ; Sky2 ; 315 
 3877 ; 5 евро. Финляндия. Исторические области Финляндии ; 2011 ;  ; Би/м ; AU ; 19 ; Sky2 ; 315 
 3878 ; 5 евро. Финляндия. Исторические области Финляндии ; 2010 ;  ; Би/м ; AU ; 21 ; Sky2 ; 315 
 3879 ; 5 евро. Финляндия. Чемпионат по хоккею ; 2012 ;  ; Би/м ; AU ; 19 ; SKeeper ; 323 
 3880 ; 3 евро. Словения. Любляна - столица книги ; 2010 ;  ; Би/м ; AU ; 27 ; ОМОН10 ; 240 
 3881 ; 3 евро. Словения. Независимость Словении ; 2011 ;  ; Би/м ; AU ; 24 ; arsenich-s ; 226 
 3882 ; 3 евро. Словения. Олимпиада ; 2012 ;  ; Би/м ; AU ; 25 ; кс ; 238 
 3883 ; 1 цент. США ; 1963 ;  ; Br ; Proof ; 8 ; musik ; 29 
 3884 ; 1000 злотых. Польша. Иоанн Павел II ; 1982 ;  ; Ag ; AU ; 17 ; NL.minkki ; 463 
 3885 ; 1000 злотых. Польша. Иоанн Павел II ; 1982 ;  ; Ag ; AU ; 19 ; alik434 ; 461 
 3886 ; 100 марок Финляндии ; 1956 ;  ; Ag ; AU ; 11 ; zemlyk2014 ; 123 
 3887 ; 100 марок Финляндии ; 1956 ;  ; Ag ; AU ; 13 ; gdrg2 ; 128 
 3888 ; 12 евро. Эстония. Олимпийские игры в Лондоне. В коробке, с сертификатом ; 2012 ;  ; Ag ; Proof ; 46 ; kirkar ; 2313 
 3889 ; 1 крона. Эстония. В буклете ; 1999 ;  ; Лат ; AU ; 17 ; banks ; 102 
 3890 ; 5 долларов. Австралия Олимпиада. Буклет ; 2000 ;  ; Латунь ; Unc ; 33 ; генерал777 ; 671 
 3891 ; 1 доллар. Австралия Олимпиада. Буклет ; 2000 ;  ; Латунь ; Unc ; 18 ; генерал777 ; 310 
 3892 ; 1 доллар. Австралия Олимпиада. Буклет ; 2000 ;  ; Латунь ; Unc ; 41 ; aralsk ; 316 
 3893 ; 1 песо. Куба. Санта-Мария. Буклет ; 1981 ;  ; Латунь ; Unc ; 26 ; Зорро ; 688 
 3894 ; 5 франков. Франция. 2-я Республика. В буклете ; 1850А ;  ; Ag ; VF ; 17 ; ВЯЗ ; 1134 
 3895 ; Лот монет Ирландии (6шт): 50,10,5,2 пенса, 1,1/2 пенса. В буклете ; 1980,1982 ;  ; Cu/Ni,Br ; Unc ; 48 ; Хаа ; 592 
 3896 ; Лот монет Сейшельских о-в (6шт): 5,1 рупия, 25,10,5,1 цент. В буклете ; 1990-1994 ;  ; Cu/Ni, Лат ; Unc ; 28 ; SKeeper ; 309 
 3897 ; Набор монет Эстонии (8шт): 2,1 евро, 50,20,10,5,2,1 евроцент. В буклете ; 2011 ;  ; Би/м,Cu,Лат ; Unc ; 69 ; anshel ; 725 
