 3292 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 ;  ;  ; 17 ; Poiuyt ; 21 
 2681 ; 1 доллар. США. В капсуле ; 2007 ;  ;  ; MS 70 ; 6 ; BVM ; 223 
 3001 ; 3 копейки ; 1915 ; Деньги-марки  ;  ;  ; 5 ; jagerV ; 61 
 3002 ; 10 копеек ; 1915 ; Деньги-марки  ;  ;  ; 23 ; rustam ; 31 
 3003 ; 15 копеек ; 1915 ; Деньги-марки  ;  ;  ; 31 ; rustam ; 31 
 3004 ; 5 рублей ; 1920 ; Расчетные знаки РСФСР образца  ;  ;  ; 45 ; rustam ; 163 
 3005 ; 5 копеек ; 1920 ; Латвия. Разменный знак  ;  ;  ; 30 ; tiout ; 209 
 3006 ; 10 копеек ; 1920 ; Латвия. Разменный знак  ;  ;  ; 39 ; jj ; 50 
 3007 ; 25 копеек ; 1920 ; Латвия. Разменный знак  ;  ;  ; 45 ; tiout ; 206 
 3008 ; 50 копеек ; 1920 ; Латвия. Разменный знак  ;  ;  ; 65 ; tiout ; 206 
 3009 ; 25 рублей ; 1922 ;  ;  ;  ; 21 ; trie ; 130 
 3010 ; 10 рублей ; 1922 ; Гос.денежные знаки образца 192 ;  ;  ; 55 ; tatarin66 ; 204 
 3011 ; 5 пенни ; 1919 ; Эстония  ;  ;  ; 39 ; jj ; 63 
 3012 ; 10 пенни ; 1919 ; Эстония  ;  ;  ; 69 ; af ; 234 
 3013 ; 20 пенни ; 1919 ; Эстония  ;  ;  ; 25 ; Михалыч ; 80 
 3014 ; 500 рублей ; 1921 ; Расчетные знаки РСФСР образца  ;  ;  ; 36 ; tirop ; 133 
 3015 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца  ;  ;  ; 56 ; Михалыч ; 102 
 3016 ; 50 копеек. Пятигорск ;  ;  ;  ;  ; 53 ; tiout ; 534 
 3017 ; 40 рублей. Сцепка 2 шт. ;  ; Денежные знаки  ;  ;  ; 14 ; zero ; 163 
 3018 ; 1 копейка. Торгмортранс ; 1967 ;  ;  ;  ; 37 ; бездельник22 ; 130 
 3019 ; 3000 рублей. Благовещенск ; 1920 ;  ;  ;  ; 50 ; димитрий ; 393 
 3020 ; 250 рублей   ; 1919 ; Расчетные знаки РСФСР образца  ;  ;  ; 3 ; Михалыч ; 105 
 3021 ; 250 рублей   ; 1919 ; Расчетные знаки РСФСР образца  ;  ;  ; 11 ; Михалыч ; 128 
 3022 ; 250 рублей   ; 1919 ; Расчетные знаки РСФСР образца  ;  ;  ; 2 ; hotin ; 650 
 3023 ; Билет лотереи ; 1941 ;  ;  ;  ; 50 ; den_ff ; 157 
 3024 ; Билет лотереи ; 1941 ;  ;  ;  ; 57 ; Sezon ; 213 
 3025 ; Билет лотереи ; 1933 ;  ;  ;  ; 15 ; gelind ; 144 
 3026 ; Билет лотереи ; 1939 ;  ;  ;  ; 26 ; Михалыч ; 116 
 3027 ; Билет лотереи ; 1936 ;  ;  ;  ; 25 ; den_ff ; 124 
 3028 ; Билет лотереи ; 1939 ;  ;  ;  ; 41 ; gelind ; 187 
 3029 ; Билет лотереи ; 1935 ;  ;  ;  ; 18 ; димитрий ; 125 
 3030 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца  ;  ;  ; 19 ; kostik_ne ; 45 
 3031 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца  ;  ;  ; 20 ; kostik_ne ; 49 
 3032 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца  ;  ;  ; 28 ; kostik_ne ; 45 
 3033 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца  ;  ;  ; 60 ; kostik_ne ; 69 
 3034 ; 1 рубль ; 1918 ; Гос.кредитн.билет образца 1918 ;  ;  ; 28 ; Sezon ; 102 
 3035 ; 1 рубль ; 1918 ; Гос.кредитн.билет образца 1918 ;  ;  ; 51 ; evgen72 ; 107 
 3036 ; 3 рубля ; 1918 ; Гос.кредитн.билет образца 1918 ;  ;  ; 63 ; evgen72 ; 101 
 3037 ; 5 рублей. Амурский ОКС ; 1919 ;  ;  ;  ; 33 ; tiout ; 820 
 3038 ; Билет лотереи ; 1942 ;  ;  ;  ; 11 ; Sezon ; 202 
 3039 ; 50 рублей ; 1918 ; Гос.кредитн.билет образца 1918 ;  ;  ; 8 ; evgen72 ; 100 
 3040 ; 250 рублей   ; 1918 ; Гос.кредитн.билет образца 1918 ;  ;  ; 8 ; rustam ; 30 
 3041 ; 250 рублей   ; 1918 ; Гос.кредитн.билет образца 1918 ;  ;  ; 7 ; rustam ; 30 
 2623 ; 10 гривен. Украина. Игры XXVIII Олимпиды. Афины 2004 год ; 2002 ;  ; Ag ; proof ; 27 ; gary_sl ; 616 
 2624 ; 50 миллионов марок. Германия. Вестфалия. Нотгельд ; 1923 ;  ; Br ; XF+ ; 48 ; hugo ; 1118 
 2625 ; 5 лит. Литва ; 1925 ;  ; Ag ; XF+ ; 60 ; Михалыч ; 804 
 2626 ; 2 кроны. Эстония. 300 лет Университету в Тарту ; 1932 ;  ; Ag ; XF+ ; 84 ; Майкл ; 1766 
 2627 ; 5 сантимов. Конго. Леопольд II ; 1888 ;  ; Cu ; XF+ ; 25 ; san-stefano ; 334 
 2628 ; 10 сантимов. Конго. Леопольд II ; 1888 ;  ; Cu ; XF+ ; 26 ; san-stefano ; 318 
 2629 ; 10 марок. ГДР. Альберт Дюрер ; 1971 ;  ; Ag ; AU ; 75 ; AAE2006 ; 4214 
 2630 ; 10 марок. ГДР. 75 лет со дня рождения Бертольта Брехта ; 1973 ;  ; Ag ; AU ; 57 ; Dj ; 4081 
 2631 ; 10 марок. ГДР. 250 лет со дня смерти Йохана Фридриха Боттгера ; 1969 ;  ; Ag ; AU ; 100 ; pd ; 6813 
 2632 ; 10 марок. ГДР. 175 лет со дня рождения Генриха Гейна ; 1972 ;  ; Ag ; AU ; 68 ; pd ; 6583 
 2633 ; 10 марок. ГДР. 500 лет со дня смерти Йохана Гутенберга ; 1968 ;  ; Ag ; AU ; 64 ; pd ; 6840 
 2634 ; 10 марок. ГДР. 200 лет со дня рождения Бетховена ; 1970 ;  ; Ag ; AU ; 64 ; pd ; 5820 
 2635 ; 10 марок. ГДР. 100 лет со дня рождения Кетти Кольвитз ; 1967 ;  ; Ag ; AU ; 26 ; pd ; 5820 
 2636 ; 20 марок. ГДР. 150 лет со дня рождения Энгельса ; 1970 ;  ; Ag ; AU ; 60 ; pd ; 10826 
 2637 ; 20 марок. ГДР. 500 лет со дня рождения Лукаса Гранха ; 1972 ;  ; Ag ; AU ; 70 ; Dj ; 4357 
 2638 ; 20 марок. ГДР. 60 лет со дня смерти Августа Бебела ; 1973 ;  ; Ag ; AU ; 50 ; AAE2006 ; 4532 
 2639 ; 20 марок. ГДР. 150 лет со дня рождения Карла Маркса ; 1968 ;  ; Ag ; AU ; 76 ; pd ; 12458 
 2640 ; 20 марок. ГДР. Карл Либкнехт - Роза Люксембург ; 1971 ;  ; Ag ; AU ; 66 ; pd ; 12458 
 2641 ; 5 крон. Швеция. Густав VI Адольф ; 1954 ;  ; Ag ; VF+ ; 66 ; erfahren ; 209 
 2642 ; 2 кроны. Швеция. Оскар II ; 1893 ;  ; Ag ; VF ; 31 ; димитрий ; 299 
 2643 ; 2 кроны. Швеция. На золотую свадьбу ; 1907 ;  ; Ag ; AU/Unc ; 19 ; pd ; 1328 
 2644 ; 2 кроны. Швеция. Густав V ; 1939 ;  ; Ag ; AU ; 42 ; Coins911 ; 340 
 2645 ; 1 крона. Швеция. Густав V ; 1950 ;  ; Ag ; AU ; 21 ; moneta ; 80 
 2646 ; 50 эре. Швеция ; 1956 ;  ; Ag ; XF- ; 35 ; shaxter ; 41 
 2647 ; 10 эре. Швеция ; 1944 ;  ; Ag ; XF+ ; 31 ; shaxter ; 31 
 2648 ; 10 эре. Швеция ; 1950 ;  ; Ag ; XF+ ; 14 ; jef688 ; 14 
 2649 ; 10 эре. Швеция ; 1955 ;  ; Ag ; AU ; 16 ; shaxter ; 17 
 2650 ; 10 эре. Швеция ; 1959 ;  ; Ag ; XF ; 9 ; jef688 ; 17 
 2651 ; Лот монет США: 1/4 доллара (4шт) ; 1999-2006 ;  ; Cu/Ni ; XF/AU ; 52 ; rustam ; 83 
 2652 ; Лот монет Востока (19шт) ;  ;  ; Al, Cu/Ni, ; VF/XF ; 43 ; VR62 ; 267 
 2653 ; Лот монет Эквадора (6 шт): 50,20, 10, 5, 1 сукре, 50 сентаво ; 1988 ;  ; Cu/Ni  ; AU ; 25 ; moneta ; 200 
 2654 ; Лот монет Германии: 1/2 марки (21шт) ; 1905 ; А ;  ; VF-/VF ; 89 ; kostik_ne ; 1206 
 2655 ; Лот монет Германии: 1 марка (10шт) ; 1875 ; А ;  ; F-VF/VF- ; 59 ; ved ; 1001 
 2656 ; Лот монет Италии (8 шт): 1, 2 евро, 50, 20, 10, 5, 2, 1 евроцентов ; 2002 ;  ; Би/м, Cu в ; AU ; 51 ; Uncle ; 453 
 2657 ; Лот монет Вьетнама (5 шт): 5000, 2000, 1000, 500, 200 донг ; 2003 ;  ; Cu/Ni, лат ; AU ; 46 ; st-micke ; 178 
 2658 ; Лот монет Молдавии (4 шт): 50, 10, 5, 1 коп ; 2000 ;  ; Al, Br  ; AU ; 39 ; RVK ; 61 
 2659 ; Лот монет Бахрейна (5 шт): 100, 50, 25, 10, 5 филсов ; 1992-1997 ;  ; Cu/Ni, лат ; AU ; 35 ; RVK ; 117 
 2660 ; Лот монет Ямайки (8 шт): 1 доллар, 25, 10, 5, 1 цент ; 1990-1996 ;  ; Cu/Ni, Cu  ; AU ; 25 ; st-micke ; 153 
 2661 ; Лот монет Родезии (7 шт): 1, 3, 5, 20, 25 центов ; 1964-1977 ;  ; Cu/Ni, Br  ; AU ; 39 ; st-micke ; 430 
 2662 ; Лот монет Сейшелы (6 шт): 5, 1 рупии, 25, 10, 5, 1 цент ; 1982-1997 ;  ; Cu/Ni, лат ; AU ; 49 ; moneta ; 279 
 2663 ; Лот монет Люксембурга (8 шт): 1, 2 евро, 50, 20, 10, 5, 2, 1 евроцентов ; 2002 ;  ; Би/м, Cu в ; AU ; 71 ; 4nuts ; 459 
 2664 ; Лот монет Исландии (4 шт): 5, 10, 50, 100 крон ; 1992-2001 ;  ; Cu/Ni, Ni/ ; AU ; 14 ; kvnsmol ; 255 
 2665 ; Набор монет Сомали. Восточный календарь (12 шт): 10 шиллингов ; 2000 ;  ; Cu/Ni  ; AU ; 35 ; А25 ; 421 
 2666 ; Лот монет Испании (8 шт): 1, 2 евро, 50, 20, 10, 5, 2, 1 евроцентов ; 1999-2003 ;  ; Би/м, Cu в ; XF+/AU ; 3 ; jagerV ; 408 
 2667 ; Лот монет Бермуды (5 шт): 1 доллар, 25, 10, 5, 1 цент ; 1997 ;  ; Cu/Ni, Br, ; AU ; 43 ; smel ; 190 
 2668 ; Лот монет Австрии (8 шт): 1, 2 евро, 50, 20, 10, 5, 2, 1 евроцентов ; 2002 ;  ; Би/м, Cu в ; XF+/AU ; 19 ; Скрудж ; 406 
 2669 ; Лот монет Португалии (8 шт): 1, 2 евро, 50, 20, 10, 5, 2, 1 евроцентов ; 2002 ;  ; Би/м, Cu в ; AU ; 7 ; 4nuts ; 462 
 2670 ; Лот иностранных монет: Греция, Германия, Франция, Италия, Нидерланды, Швейцария, Кипр, Ирландия, Польша, Бельгия, Чехословакия (28шт) ; 20 век ;  ; Cu/Ni, Br, ; VF-/XF+ ; 105 ; RVK ; 357 
 2671 ; Лот монет Монголии: разных номиналов  (38шт) ; 20 век ;  ; Cu/Ni, Al, ; VF-/XF+ ; 59 ; Klin ; 588 
 2672 ; 10 евро. Ирландия. Олимпийские игры. В подарочной коробке с сертификатом подлинности ; 2003 ;  ; Ag ; proof ; 26 ; Igorek81 ; 765 
 2573 ; 50 центов. Канада. 100 лет конфидерации ; 1967 ;  ; Ag ; AU ; 9 ; hugo ; 378 
 2574 ; 1/2 кроны. Великобритания. Георг VI ; 1943 ;  ; Ag ; XF ; 6 ; sg1945 ; 249 
 2575 ; 1 шиллинг. Великобритания. Виктория ; 1900 ;  ; Ag ; VF- ; 7 ; sg1945 ; 249 
 2576 ; 3 пенса. Великобритания. Эдвард VII ; 1902 ;  ; Ag ; VF ; 119 ; kro ; 1244 
 2577 ; 25 центов. Нидерланды. Вильгельмина I ; 1944 ;  ; Ag ; AU ; 25 ; moneta ; 164 
 2578 ; 20 франков. Бельгия. Альберт ; 1934 ;  ; Ag ; XF+ ; 10 ; ksv1 ; 260 
 2579 ; 2 золота. Турция. Правитель Абдул Хамид I ; 1187 л.х ;  ; Ag ; F-VF ; 24 ; boroda ; 1129 
 2580 ; 10 евро. Греция. На реверсе - эмблема XXVIII Олимпийских игр 2004 года в Афинах. На аверсе - силуэты двух античных и современного бегунов ; 2004 ;  ; Ag ; proof ; 32 ; Михалыч ; 805 
 2581 ; 10 евро. Нидерланды. На бракосочетание ; 2002 ;  ; Ag ; proof ; 3 ; boroda ; 461 
 2582 ; 10 марок. Финляндия. X Европейский чемпионат по атлетике в Хельсинки ; 1971 ;  ; Ag ; AU ; 7 ; pd ; 406 
 2583 ; 1 марка. Германия ; 1874 ; A ; Ag ; F-VF ; 20 ; kostik_ne ; 153 
 2584 ; 1 марка. Германия ; 1875 ; G ; Ag ; F-VF ; 10 ; flash ; 120 
 2585 ; 1/2 марки. Германия ; 1905 ;  ; Ag ; F-VF ; 73 ; kostik_ne ; 122 
 2586 ; 10 пфеннигов. Германия ; 1874 ;  ; Cu/Ni ; F ; 4 ; olegnw ; 57 
 2587 ; 2 пфеннига. Германия ; 1912 ; А ; Cu ; VF ; 58 ; ved ; 82 
 2588 ; 1 пфенниг. Германия ; 1907 ; А ; Cu ; VF- ; 32 ; ВМШ ; 34 
 2589 ; 1 пфенниг. Германия ; 1892 ; D ; Cu ; VF ; 24 ; ved ; 27 
 2590 ; 1 пфенниг. Германия ; 1887 ; D ; Cu ; VF- ; 23 ; ved ; 28 
 2591 ; 10 лева. Болгария. XIX Зимние Олимпийские игры. Лыжница ; 2001 ;  ; Ag ; proof ; 5 ; boroda ; 320 
 2592 ; 10 марок. Финляндия. 100 лет со дня рождения президента Финляндии Паасикиви ; 1970 ;  ; Ag ; AU ; 15 ; pd ; 368 
 2593 ; 10 марок. Финляндия. 75 день рождения Урхо Кекконена ; 1975 ;  ; Ag ; AU ; 12 ; Михалыч ; 313 
 2594 ; 10 марок. Финляндия. 100 лет независимости ; 1977 ;  ; Ag ; AU ; 15 ; xabib ; 297 
 2595 ; Монета серебряная. Восток ;  ;  ; Ag ; F+ ; 56 ; Гордиан ; 51 
 2596 ; Монета серебряная. Восток ;  ;  ; Ag ; F+ ; 23 ; slav_1962 ; 28 
 2597 ; Монета серебряная. Восток ;  ;  ; Ag ; F+ ; 26 ; slav_1962 ; 27 
 2598 ; Монета серебряная. Восток ;  ;  ; Ag ; F+ ; 11 ; Гордиан ; 31 
 2599 ; Монета серебряная. Восток ;  ;  ; Ag ; F+ ; 26 ; jef688 ; 30 
 2600 ; Талер. Марии Терезии. Австрия. Новодел ; 1780 ;  ; Ag ; VF+ ; 45 ; Гордиан ; 763 
 2601 ; 1 доллар. Австралия. Большой Австралийский Зимородок ; 2003 ;  ; Ag ; proof ; 25 ; KKK ; 691 
 2602 ; 1 доллар. Австралия. Год собаки ; 2006 ;  ; Ag ; proof ; 25 ; 4nuts ; 819 
 2603 ; 1 доллар. Австралия. Год змеи ; 2004 ;  ; Ag ; proof ; 16 ; Poiuyt ; 648 
 2604 ; 1 доллар. Австралия. Открытие Австралии ; 2006 ;  ; Ag ; proof ; 27 ; джокер ; 619 
 2605 ; 2 доллара. О-ва Кука. Птицы Новой Зеландии ; 2005 ;  ; Ag ; proof ; 172 ; ВаЯка ; 815 
 2606 ; 2 доллара. О-ва Кука. Птицы Новой Зеландии ; 2005 ;  ; Ag ; proof ; 143 ; ВаЯка ; 812 
 2607 ; 2 доллара. О-ва Кука. Птицы Новой Зеландии ; 2005 ;  ; Ag ; proof ; 152 ; ВаЯка ; 812 
 2608 ; 2 доллара. О-ва Кука. Птицы Новой Зеландии ; 2005 ;  ; Ag ; proof ; 153 ; ВаЯка ; 843 
 2609 ; 1 доллар. О-ва Кука. Пожарная машина ; 2006 ;  ; Ag ; proof ; 29 ; xabib ; 612 
 2610 ; 3000 риэлей. Камбоджа. Год собаки. Лабрадор ; 2006 ;  ; Ag ; proof ; 65 ; 4nuts ; 1665 
 2611 ; 3000 риэлей. Камбоджа. Год собаки. Русский спаниель ; 2006 ;  ; Ag ; proof ; 44 ; 4nuts ; 1530 
 2612 ; 10 юаней. Китай. 2 панды ; 2006 ;  ; Ag ; proof ; 38 ; hugo ; 913 
 2613 ; 50 центов. Австралия. Год козы ; 2003 ;  ; Ag ; proof ; 11 ; moneta ; 400 
 2614 ; 20 вон. Северная Корея. Встреча Путина с Ким Джонг ; 2004 ;  ; Ag ; proof ; 197 ; СВл ; 9808 
 2615 ; 1 доллар. Тринидад и Тобаго ; 1980 ;  ; Cu/Ni ; AU ; 83 ; cornelius ; 126 
 2616 ; 1 чао. Великая Маньчжурская империя ; 1933-1934гг ;  ; Cu/Ni ; VF ; 36 ; slav_1962 ; 72 
 2617 ; 10 центов. Гонконг. Георг V ; 1936 ;  ; Cu/Ni ; VF ; 59 ; Coins911 ; 83 
 2618 ; 5 марок. Германия. На смерть Пауля фон Гинденбурга. Свастика ; 1938 ; J ; Ag ; VF+ ; 92 ; o.k. ; 371 
 2619 ; Талер Саксония ; 1863 ; В ; Ag ; AU ; 69 ; Kolya-kms ; 3417 
 2620 ; "5 марок ""Граф Цеппелин"" Веймар" ; 1930 ; J ; Ag ; AU ; 66 ; kolobokoff ; 15255 
 2621 ; 5 сантимов. Латвия ; 1922 ;  ; Br ; F+ ; 21 ; olegnw ; 30 
 2622 ; 2 кроны. Эстония. 300-летие университета Тарту ; 1939 ;  ; Ag ; XF ; 32 ; hvvr ; 1294 
 2523 ; 100 шиллингов. Австрия. XII Зимняя олимпиада. Инсбрук. Лыжник ; 1976 ;  ; Ag ; AU ; 7 ; xabib ; 333 
 2524 ; 1/2 кроны. Новая Зеландия. Георг VI ; 1950 ;  ; Cu/Ni ; VF ; 42 ; VR62 ; 77 
 2525 ; 10 гульденов. Нидерланды. 25 лет правлению ; 1973 ;  ; Ag ; AU ; 12 ; Mike! ; 364 
 2526 ; 200 эскудо. Португалия. Молуккские острова ; 1995 ;  ; Cu/Ni  ; AU ; 96 ; jj ; 142 
 2527 ; 100 драхм. Греция. Революция 21 апреля 1967 года ; 1970 ;  ; Ag ; AU ; 97 ; san-stefano ; 2807 
 2528 ; 25 крон. Чехословакия. 125 лет Пражскому Национальному Музею ; 1968 ;  ; Ag ; AU ; 29 ; Dj ; 622 
 2529 ; 10 франков. Брунди. Серия: ФАО (Организация ООН по вопросам продовольствия и сельского хозяйства). 1-й юбилей Бурунди как республики ; 1968 ;  ; Cu/Ni ; VF ; 16 ; Mike! ; 41 
 2530 ; 500 милс. Кипр. Организация ООН по вопросам продовольствия и сельского хозяйства, ФАО ; 1970 ;  ; Cu/Ni ; XF+ ; 28 ; Mike! ; 202 
 2531 ; 500 лир. Италия. 700 лет со дня рождения Данте Алигери ; 1965 ;  ; Ag ; AU ; 37 ; уролог ; 350 
 2532 ; 500 лир. Италия. 100 лет союзу Италии ; 1961 ;  ; Ag ; VF ; 18 ; nikoniko ; 222 
 2533 ; 1 доллар. США. 200-летию независимости США. Дуайт Дейвид Эйзенхауэр ; 1976 ; Е ; Cu/Ni ; VF+ ; 7 ; ВаЯка ; 90 
 2534 ; 5 монго. Монголия ; 1925 ;  ; Cu ; VF+ ; 25 ; ВМШ ; 340 
 2535 ; 10 марок. ФРГ. 50 лет миру и согласию ; 1995 ; J ; Ag ; AU ; 9 ; Михалыч ; 338 
 2536 ; 20 марок. ГДР. 100 лет со дня рождения Генриха Манна ; 1971 ;  ; Cu/Ni ; AU ; 66 ; vadimn ; 275 
 2537 ; 20 марок. ГДР. 85 лет со дня рождения Эрнеста Тельмана ; 1971 ; A ; Cu/Ni ; AU ; 60 ; gary_sl ; 119 
 2538 ; 10 марок. ФРГ. XX Олимпиада в Мюнхене ; 1972 ; G ; Ag ; AU ; 8 ; o.k. ; 327 
 2539 ; 10 марок. ФРГ. XX Олимпиада в Мюнхене ; 1972 ; D ; Ag ; AU ; 11 ; o.k. ; 353 
 2540 ; 100 франков. Бельгия. Леопольд I, Леопольд II, Альберт I, Леопольд III ; 1950 ;  ; Ag ; VF ; 37 ; Скрудж ; 334 
 2541 ; 10 марок. ФРГ. XX Олимпиада в Мюнхене ; 1972 ; F ; Ag ; AU ; 13 ; moneta ; 341 
 2542 ; 25 пенсов. Гернси. 25 лет свадьбе Елизаветты и Филиппа ; 1972 ;  ; Cu/Ni ; AU ; 58 ; Igor11111968 ; 155 
 2543 ; 1 тала. Самоа и Сисифо. XI Олимпиада. Бегуны ; 1978 ;  ; Cu/Ni ; AU ; 14 ; Mike! ; 90 
 2544 ; 1 тала. Самоа и Сисифо. X Олимпиада. Бокс ; 1974 ;  ; Cu/Ni ; AU ; 42 ; Mike! ; 90 
 2545 ; 10 марок. Финляндия. 50 лет независимости ; 1967 ;  ; Ag ; AU ; 14 ; Скрудж ; 340 
 2546 ; 10 марок. Финляндия. 60 лет независимости ; 1977 ;  ; Ag ; AU ; 3 ; xabib ; 306 
 2547 ; 25 марок. Финляндия. 750 лет Турку - городу и порту на Ю.-З. Финляндии ; 1979 ;  ; Ag ; AU ; 29 ; erfahren ; 364 
 2548 ; 5 монго. Монголия ; 1937 ;  ; Al/Br ; VF+ ; 27 ; slav_1962 ; 36 
 2549 ; 2 монго. Монголия ; 1925 ;  ; Cu ; VF+ ; 55 ; ВМШ ; 217 
 2550 ; 1 монго. Монголия ; 1925 ;  ; Cu ; VF- ; 52 ; cochu ; 773 
 2551 ; 1 крона. Остров Мэн. Мировой кубок по футболу - Мексика. 3 игрока ; 1986 ;  ; Cu/Ni  ; AU ; 45 ; KKK ; 200 
