 3216 ; Бона иностранная ;  ;  ;  ;  ; 10 ; allur65 ; 37 
 2768 ; 10 центов. Сингапур ; 1967 ;  ; Cu-Ni ; VF ; 32 ; yrik ; 31 
 2769 ; 50 пенни. Финляндия ; 1990 ;  ; Cu-Ni ; XF ; 22 ; Shrrv ; 21 
 2770 ; 1 цент. Восточные Карибские Штаты ; 1981 ;  ; Al ; XF ; 13 ; МАВ21 ; 46 
 2771 ; 2 цент. Восточные Карибские Штаты ; 1986 ;  ; Al ; XF ; 10 ; Dom Perignon ; 57 
 2772 ; 5 центов. Восточные Карибские Штаты ; 2004 ;  ; Al ; XF ; 24 ; МАВ21 ; 51 
 2773 ; 10 центов. Восточные Карибские Штаты ; 1986 ;  ; Cu-Ni ; XF ; 13 ; МАВ21 ; 53 
 2774 ; 1 пенни. Ирландия ; 1978 ;  ; Br ; VF+ ; 10 ; nikolay ; 24 
 2775 ; 1 пенни. Ирландия ; 1996 ;  ; Br ; XF+ ; 12 ; ask ; 21 
 2776 ; 2 эре. Норвегия ; 1955 ;  ; Br ; VF ; 16 ; митька ; 34 
 2777 ; 2 эре. Норвегия ; 1959 ;  ; Br ; VF+ ; 24 ; Скрудж ; 35 
 2778 ; 1 гульден. Нидерланды ; 1940 ;  ; Ag ; XF+ ; 18 ; aviator ; 286 
 2779 ; 25 центов. Нидерланды ; 1944 ;  ; Ag ; XF+ ; 19 ; Полянка ; 82 
 2780 ; 10 центов. Нидерланды ; 1939 ;  ; Ag ; VF-XF ; 16 ; Полянка ; 69 
 2781 ; 10 центов. Нидерланды ; 1939 ;  ; Ag ; VF-XF ; 9 ; skif ; 66 
 2782 ; 1/12 анны. Индия ; 1939 ;  ; Br ; VF+ ; 29 ; salim ; 49 
 2783 ; 1 франк. Франция ; 1943 ;  ; Br ; VF+ ; 29 ; Скрудж ; 204 
 2784 ; 2 франка. Монако ; 1945 ;  ; Al ; VF+ ; 49 ; МАВ21 ; 102 
 2785 ; 10 динар. Югославия ; 1983 ;  ; Cu-Ni ; XF+ ; 15 ; ASA ; 41 
 2786 ; 10 динар. Югославия ; 1983 ;  ; Cu-Ni ; AU ; 29 ; ASA ; 79 
 2787 ; 10 марок. Германия ; 1978А ;  ; Cu-Ni ; AU ; 39 ; vc57 ; 209 
 2788 ; 20 новых динаров. Югославия ; 1996 ;  ; Латунь ; Proof ; 16 ; Misha ; 516 
 2789 ; 5000 динар. Югославия ; 1989 ;  ; Латунь ; XF+ ; 35 ; митька ; 135 
 2790 ; 1 динар. Югославия ; 1938 ;  ; Br ; XF+ ; 24 ; AI ; 79 
 2791 ; 1 цент. Французский Индокитай ; 1943 ;  ; Al ; XF+ ; 17 ; smel ; 126 
 2792 ; 1 боливано. Боливия ; 1872 ;  ; Ag ; VF+ ; 96 ; димитрий ; 1409 
 2793 ; 1 соль. Токен. Перу "Вклад народных патриотов" ; 1810 ;  ; Ag ; VF-XF ; 40 ; kamensk61 ; 659 
 2794 ; 1/8 доллара. Британские колонии в Индийском океане. О. Маврикий ; 1822 ;  ; Ag ; VF ; 48 ; sinisha ; 1694 
 2795 ; 50 сентаво. Испанские Филиппины. Изабелла II ; 1868 ;  ; Ag ; F-VF/VF- ; 35 ; kamensk61 ; 826 
 2796 ; 10 сентаво. Испанские Филиппины. Изабелла II ; 1867 ;  ; Ag ; VF ; 39 ; radist1969 ; 952 
 2797 ; 10 сентаво. Испанские Филиппины. Альфонс XII. Гурт убраны напайки 3 и 9 часов ; 1885 ;  ; Ag ; F-VF ; 22 ; vlkorchev ; 320 
 2798 ; 1 цент. Британский Цейлон. Виктория ; 1900 ;  ; Cu ; VF-XF ; 42 ; hjk1974 ; 357 
 2799 ; 1 цент. Британская Малайзия (Стрейтс-Сетлмент). Виктория. Особый тип ; 1862 ;  ; Cu ; F-VF ; 65 ; von_Schwarz ; 386 
 2800 ; 1 цент. Британский Гон-Конг. Виктория ; 1877 ;  ; Cu ; VF- ; 33 ; анеп ; 232 
 2801 ; 1 цент. Британский Гон-Конг. Эдуард VII ; 1904 ;  ; Cu ; VF- ; 51 ; vc57 ; 232 
 2802 ; 1 рупия. Португальская Индия. Карлос I ; 1904 ;  ; Ag ; VF- ; 33 ; димитрий ; 1062 
 2803 ; 10 центов. Китай. Провинция Ху-Пей ; нач 20 века ;  ; Ag ; VF- ; 29 ; анеп ; 240 
 2804 ; 1/2 франка. Швейцария ; 1907 ;  ; Ag ; F-VF ; 24 ; skif ; 89 
 2805 ; 25 пфеннигов. Германия ; 1909D ;  ; Ni ; VF-XF ; 75 ; джокер ; 310 
 2806 ; 200 марок. Финляндия ; 1957 ;  ; Ag ; XF+ ; 29 ; митька ; 261 
 2807 ; 1/4 доллара. США. Штат Миссури. В капсуле NGC ; 2003 ;  ; Cu/Ni  в C ; AU ; 23 ; 439 ; 126 
 2808 ; 5 центов. США ; 1936 ;  ; Ni ; F-VF ; 41 ; Akademik ; 75 
 2809 ; Набор монет США: 1/2,1/4 доллара, 1 дайм, 5,1 центов (5шт)+жетон. Упаковка В конверте, с сертификатом ; 1965 ;  ; Ag, Cu-Ni, ; Unc ; 60 ; D-503 ; 208 
 2810 ; Набор монет ФРГ: 5 марок, 2 марки, 1 марка, 50,10,2,1 пфеннигов (10шт) ; 1991F ;  ; Cu-Ni,Br/S ; AU ; 78 ; YSV ; 1299 
 2811 ; Лот монет Германии: 2 пфеннига (20шт) ; 1874-1914 ;  ; Cu ; F+/VF+ ; 23 ; Полянка ; 340 
 2812 ; Лот монет Германии: 1 пфенниг (30шт) ; 1875-1913 ;  ; Cu ; F+/VF+ ; 29 ; Полянка ; 429 
 2813 ; Лот монет Германии: 2 пфеннига (20шт) ; 1937-1940 ;  ; Br ; VF-/XF- ; 34 ; Полянка ; 796 
 2814 ; Лот монет Германии: 2 пфеннига (20шт) ; 1937-1940 ;  ; Br ; VF-/XF- ; 13 ; Полянка ; 675 
 2815 ; Лот монет Германии:1 марка, 50,20,10,5 пфенингов,1 пфенинг (20шт) ; 1952-1989 ;  ; Al,Al/Br ; VF/AU ; 32 ; alex995 ; 92 
 2716 ; 1 цент. Ямайка ; 1971 ;  ; Br ; XF+ ; 24 ; Скрудж ; 44 
 2717 ; 1 пенни. Великобритания ; 1914 ;  ; Br ; VF- ; 25 ; guran ; 25 
 2718 ; 1/2 пенни. Великобритания ; 1967 ;  ; Br ; AU ; 4 ; guran ; 32 
 2719 ; 2 гривны. Украина. Семен Петлюра (1879-1926) ; 2009 ;  ; Cu/Ni ; Proof-Like ; 56 ; sinisha ; 300 
 2720 ; 1 пенни. Джерси, Елизавета II ; 2006 ;  ; Cu/Fe ; XF ; 24 ; nikolay ; 47 
 2721 ; 25 центов. Нидерландские Антиллы ; 1990 ;  ; Ni/Fe ; VF-XF ; 10 ; NFV ; 51 
 2722 ; 1 доллар. Ямайка ; 1995 ;  ; Ni/Fe ; VF-XF ; 20 ; анеп ; 83 
 2723 ; 5 центов. Фиджи, Елизавета II ; 1992 ;  ; Ni/Fe ; VF-XF ; 16 ; yrik ; 17 
 2724 ; 25 пайс. Индия. Носорог ; 1989 ;  ; Ni/Fe ; VF+ ; 24 ; salim ; 40 
 2725 ; 2 тамбала. Малави ; 1995 ;  ; Br ; AU ; 23 ; Dom Perignon ; 33 
 2726 ; 1 пенни. Гибралтар, Елизавета II ; 2001 ;  ; Ni/Fe ; AU ; 15 ; NFV ; 75 
 2727 ; 5 центов. Сейшеловы о-ва, Елизавета II ; 1975 ;  ; Al ; VF+ ; 19 ; Dom Perignon ; 36 
 2728 ; 1/2 вон. Северная Корея, пума ; 2002 ;  ; Al ; AU ; 14 ; NFV ; 59 
 2729 ; 1 доллар. США. Морган ; 1921 ;  ; Ag ; VF- ; 23 ; Drakon ; 830 
 2730 ; 3 пенса. Великобритания ; 1938 ;  ; Ag ; AU ; 80 ; af ; 302 
 2731 ; 3 пенса. Великобритания ; 1939 ;  ; Ag ; VF+ ; 16 ; nikolay ; 148 
 2732 ; 3 пенса. Великобритания ; 1940 ;  ; Ag ; VF-XF ; 18 ; E68 ; 65 
 2733 ; 3 пенса. Великобритания ; 1940 ;  ; Ag ; VF-XF ; 25 ; Анатоль ; 75 
 2734 ; 3 пенса. Великобритания ; 1940 ;  ; Ag ; XF ; 23 ; Akademik ; 100 
 2735 ; 3 пенса. Великобритания ; 1941 ;  ; Ag ; XF- ; 19 ; Akademik ; 96 
 2736 ; 1 пенни. Австралия ; 1944 ;  ; Br ; VF ; 23 ; Полянка ; 90 
 2737 ; 1 пенни. Австралия ; 1948 ;  ; Br ; VF-XF ; 24 ; Полянка ; 71 
 2738 ; 1 пенни. Австралия ; 1950 ;  ; Br ; VF ; 20 ; Полянка ; 90 
 2739 ; 1 пенни. Австралия ; 1952 ;  ; Br ; VF ; 22 ; Полянка ; 71 
 2740 ; 1 пенни. Австралия ; 1955 ;  ; Br ; VF ; 20 ; Полянка ; 71 
 2741 ; 1/12 анны. Британская Индия ; 1920 ;  ; Br ; VF+ ; 8 ; Полянка ; 55 
 2742 ; 1/12 анны. Британская Индия ; 1925 ;  ; Br ; XF- ; 14 ; himik-58 ; 66 
 2743 ; 1/12 анны. Британская Индия ; 1932 ;  ; Br ; AU ; 13 ; 1982 ; 66 
 2744 ; 5 центов. Гон-Конг ; 1949 ;  ; Латунь ; VF ; 19 ; kamensk61 ; 124 
 2745 ; 2 евроцента. Финляндия ; 2000 ;  ; Cu-St ; AU ; 22 ; В1951 ; 43 
 2746 ; 2 евроцента. Финляндия ; 2003 ;  ; Cu-St ; AU ; 36 ; nikolay ; 40 
 2747 ; 1 евроцент. Финляндия ; 1999 ;  ; Cu-St ; AU ; 23 ; nikolay ; 31 
 2748 ; 1 евроцент. Финляндия ; 2003 ;  ; Cu-St ; AU ; 22 ; ask ; 22 
 2749 ; 10 сентаво. Боливия ; 1935 ;  ; Cu-Ni ; VF+ ; 10 ; PaulMS ; 59 
 2750 ; 10 сентаво. Боливия ; 1936 ;  ; Cu-Ni ; VF+ ; 11 ; ask ; 55 
 2751 ; 5 сентаво. Колумбия ; 1886 ;  ; Cu-Ni ; F-VF ; 14 ; Reverse ; 56 
 2752 ; 5 сентаво. Колумбия ; 1886 ;  ; Cu-Ni ; VF- ; 36 ; ppp ; 71 
 2753 ; 5 эре. Швеция ; 1929 ;  ; Br ; VF ; 24 ; himik-58 ; 35 
 2754 ; 2 эре. Швеция ; 1925 ;  ; Br ; VF ; 29 ; alno51 ; 33 
 2755 ; 2 эре. Швеция ; 1935 ;  ; Br ; VF ; 28 ; 1982 ; 36 
 2756 ; 2 эре. Швеция ; 1937 ;  ; Br ; VF+ ; 26 ; Bigmouse ; 62 
 2757 ; 2 эре. Швеция ; 1938 ;  ; Br ; VF ; 21 ; alno51 ; 36 
 2758 ; 2 эре. Швеция ; 1942 ;  ; Fe ; VF-XF ; 14 ; alno51 ; 31 
 2759 ; 2 эре. Швеция ; 1947 ;  ; Fe ; VF+ ; 16 ; alno51 ; 31 
 2760 ; 1 эре. Швеция ; 1945 ;  ; Fe ; VF+ ; 23 ; В1951 ; 80 
 2761 ; 1 эре. Швеция ; 1950 ;  ; Fe ; VF ; 16 ; alno51 ; 27 
 2762 ; 5 франков. Франция ; 1945 ;  ; Al ; VF-XF ; 21 ; Nirvanych ; 49 
 2763 ; 5 франков. Бельгия ; 1949 ;  ; Cu-Ni ; VF ; 17 ; allur65 ; 16 
 2764 ; 25 эре. Дания ; 1973 ;  ; Cu-Ni ; VF ; 27 ; митька ; 36 
 2765 ; 1 шиллинг. Великобритания ; 1958 ;  ; Cu-Ni ; VF ; 9 ; guran ; 75 
 2666 ; 1 эскудо. Португальская Гвинея ; 1946 ;  ; Br ; F+ ; 18 ; SadKo ; 48 
 2667 ; 1 цент. Французский Индо-Китай ; 1922 ;  ; Br ; F+ ; 20 ; ask ; 65 
 2668 ; 1 пенни. Британская колония. Гамбия ; 1966 ;  ; Br ; F+ ; 18 ; vlkorchev ; 46 
 2669 ; 1 бутут. Гамбия ; 1974 ;  ; Br ; VF ; 18 ; tau ; 36 
 2670 ; 1 бат. Тайланд ; 20 век ;  ; Cu-Ni ; VF ; 4 ; 76ss76 ; 5 
 2671 ; 1 цент. Британский Цейлон ; 1942 ;  ; Cu ; VF+ ; 15 ; aleksius ; 163 
 2672 ; 1 шиллинг. Танзания ; 1975 ;  ; Cu-Ni ; XF ; 36 ; tau ; 44 
 2673 ; 1 хеллер. Немецкая Восточная Африка ; 1912J ;  ; Br ; F-VF ; 44 ; SadKo ; 183 
 2674 ; 1 угия. Мавритания ; 1974 ;  ; Cu-Ni-Al ; VF- ; 3 ; 001a001 ; 102 
 2675 ; 1 цент. Фиджи ; 1969 ;  ; Br ; VF- ; 22 ; Dom Perignon ; 32 
 2676 ; 1 франк. Бурунди ; 1990 ;  ; Al ; XF+ ; 36 ; NFV ; 51 
 2677 ; 5 филс. Бахрейн ; 1992 ;  ; Латунь ; AU ; 18 ; geg ; 39 
 2678 ; 1 добра Сан-Томе и Принсипе ; 1977 ;  ; Латунь ; VF- ; 8 ; NFV ; 51 
 2679 ; 1 франк. Французская Новая Каледония ; 1994 ;  ; Al ; AU ; 32 ; NFV ; 67 
 2680 ; 1 пенни. Британская Западная Африка ; 1957 ;  ; Br ; VF+ ; 38 ; vc57 ; 71 
 2681 ; 1 эскудо. Португальский Мозамбик ; 1973 ;  ; Br ; VF+ ; 23 ; SadKo ; 92 
 2682 ; 1 доллар. Намибия ; 1993 ;  ; Латунь ; XF ; 18 ; анеп ; 51 
 2683 ; 1 цент. Британская Восточная Африка ; 1928 ;  ; Br ; F+ ; 46 ; 542 ; 58 
 2684 ; 1 заир. Заир ; 1987 ;  ; Латунь ; VF+ ; 30 ; NFV ; 61 
 2685 ; 1 пенни. Остров Святой Елены ; 1991 ;  ; Br ; XF ; 50 ; NFV ; 114 
 2686 ; 1 фунт. Остров Святой Елены ; 1984 ;  ; Ni/латунь ; VF-XF ; 42 ; NFV ; 235 
 2687 ; 1 филс. Ирак ; 1959 ;  ; Br ; VF+ ; 6 ; tau ; 31 
 2688 ; 1 сенти. Тонга ; 1990 ;  ; Br ; AU ; 17 ; ask ; 34 
 2689 ; 1 юань. Тайвань ; 20 век ;  ; Br ; VF-XF ; 18 ; NFV ; 61 
 2690 ; 1 цент. Острова Кука ; 1983 ;  ; Br ; AU ; 39 ; NFV ; 131 
 2691 ; 1 шиллинг. Великобритания. Редкий год ; 1854 ;  ; Ag ; XF- ; 109 ; dsidorov ; 13786 
 2692 ; 1 грош. Польша ; 1767 ;  ; Cu ; F ; 18 ; митька ; 123 
 2693 ; Монета медная. Польша. Август III ; 1753 ;  ; Cu ; F+ ; 61 ; митька ; 233 
 2694 ; 2 пфеннига. Пруссия ; 1825А ;  ; Cu ; F ; 24 ; zelya ; 29 
 2695 ; 1-1/2 пенни. Токен. Англия. Лондон. Вулидж. Королевская артиллерия. Для расчетов в офицерской лавке. Надчеканка ; нач 20 века ;  ; Ж/м ; VF- ; 66 ; ares1953 ; 672 
 2696 ; 1 крона. Венгрия ; 1915 ;  ; Ag ; XF- ; 28 ; dvg ; 220 
 2697 ; 1 крона. Австро-Венгрия ; 1914 ;  ; Ag ; XF+ ; 43 ; рсм89 ; 203 
 2698 ; 2 лата. Латвия ; 1926 ;  ; Ag ; VF+ ; 24 ; dmytrylat ; 186 
 2699 ; 1 лат. Латвия ; 1924 ;  ; Ag ; VF+ ; 17 ; димитрий ; 152 
 2700 ; 1/10 гульдена. Нидерландское Кюрасао ; 1944 ;  ; Ag ; XF+ ; 19 ; vengriya ; 186 
 2701 ; 50 пенсов. Великобритания, Елизавета II ; 1969 ;  ; Cu/Ni ; VF-XF ; 35 ; PaulMS ; 98 
 2702 ; 2 шиллинга (20 центов). Родезия ; 1964 ;  ; Cu/Ni ; VF- ; 23 ; рсм89 ; 37 
 2703 ; 2 доллара. Гон-Конг ; 1994 ;  ; Cu/Ni ; VF+ ; 36 ; анеп ; 75 
 2704 ; 50 милс. Кипр ; 1991 ;  ; Cu/Ni ; VF-XF ; 27 ; NFV ; 113 
 2705 ; 10 пенсов. Джерси ; 1975 ;  ; Cu/Ni ; VF+ ; 19 ; nikolay ; 82 
 2706 ; 3 пенса. Гернси, Елизавета II ; 1959 ;  ; Cu/Ni ; XF+ ; 41 ; митька ; 79 
 2707 ; 20 монго. Монголия ; 1945 ;  ; Cu/Ni ; VF ; 14 ; Полянка ; 50 
 2708 ; 20 монго. Монголия ; 1937 ;  ; Cu/Ni ; VF- ; 14 ; salim ; 60 
 2709 ; 1 шиллинг. Британское Фиджи ; 1957 ;  ; Cu/Ni ; VF- ; 25 ; рсм89 ; 92 
 2710 ; 5 марок. Эстония ; 1922 ;  ; Cu/Ni ; VF ; 45 ; kamensk61 ; 255 
 2711 ; 50 центов. Бельгийское Конго (на французском языке) ; 1925 ;  ; Cu/Ni ; F-VF ; 19 ; Mike! ; 92 
 2712 ; 50 центов. Бельгийское Конго (на фламандском языке) ; 1926 ;  ; Cu/Ni ; F-VF ; 34 ; tania-5 ; 143 
 2713 ; 5 центов. Бермудские о-ва, Елизавета II ; 1987 ;  ; Cu/Ni ; VF-XF ; 20 ; vc57 ; 37 
 2714 ; 25 пара. Югославия ; 1920 ;  ; Ni/Br ; VF- ; 23 ; AI ; 77 
 2715 ; 1 скиллинг (1/96 риксдаллера). Дания ; 1818 ;  ; Cu ; F-VF ; 22 ; kont ; 207 
 2616 ; 10 франков. Франция ; 1989 ;  ; Би/м ; VF+ ; 15 ; brent ; 21 
 2617 ; 1 евроцент. Бельгия ; 2004 ;  ; Cu/St ; AU ; 27 ; asru ; 28 
 2618 ; 1 евроцент. Бельгия ; 2007 ;  ; Cu/St ; AU ; 14 ; rostislav ; 30 
 2619 ; 1 евроцент. Бельгия ; 1999 ;  ; Cu/St ; AU ; 28 ; rostislav ; 35 
 2620 ; 10 евроцентов. Бельгия ; 1999 ;  ; Латунь ; VF- ; 26 ; rostislav ; 28 
 2621 ; 10 евроцентов. Бельгия ; 2001 ;  ; Латунь ; XF ; 15 ; rostislav ; 29 
 2622 ; 5 евроцентов. Бельгия ; 1999 ;  ; Cu/St ; XF ; 16 ; rostislav ; 26 
 2623 ; 50 евроцентов. Бельгия ; 2002 ;  ; Латунь ; VF+ ; 25 ; rostislav ; 42 
 2624 ; 50 евроцентов. Бельгия ; 2008 ;  ; Латунь ; XF- ; 33 ; rostislav ; 41 
 2625 ; 5 евроцентов. Франция ; 1999 ;  ; Cu/St ; XF ; 16 ; rostislav ; 17 
 2626 ; 2 евроцента. Бельгия ; 2000 ;  ; Cu/St ; XF+ ; 19 ; rostislav ; 30 
 2627 ; 2 евроцента. Бельгия ; 2004 ;  ; Cu/St ; XF ; 10 ; rostislav ; 20 
 2628 ; 1 менге. Монголия ; 1959 ;  ; Al ; F-VF ; 16 ; salim ; 27 
 2629 ; 2 менге. Монголия ; 1959 ;  ; Al ; F-VF ; 6 ; PaulMS ; 45 
 2630 ; 1 хеллер. Немецкая Ост-Африка ; 1906J ;  ; Br ; F-VF ; 26 ; benzin ; 225 
 2631 ; 1 новый соль. Перу ; 1999 ;  ; Cu-Ni ; VF- ; 17 ; NFV ; 42 
 2632 ; 25 песет. Испания ; 1957 ;  ; Cu-Ni ; VF- ; 3 ; dmytrylat ; 4 
 2633 ; 1 гривна. Украина ; 2001 ;  ; Al/Br ; XF- ; 14 ; Pyrros ; 17 
 2634 ; 1/2 шекеля. Израиль ; 20 век ;  ; Al/Br ; XF+ ; 18 ; Shrrv ; 26 
 2635 ; 5 франков. Бельгия ; 1986 ;  ; Al/Br ; VF ; 7 ; митька ; 21 
 2636 ; 5 франков. Бельгия ; 1986 ;  ; Al/Br ; VF ; 2 ; Cvetkov ; 3 
 2637 ; 20 франков. Бельгия ; 1981 ;  ; Ni/Br ; VF- ; 4 ; alex995 ; 12 
 2638 ; 20 франков. Бельгия ; 1980 ;  ; Ni/Br ; VF- ; 9 ; alex995 ; 10 
 2639 ; 20 франков. Бельгия ; 1981 ;  ; Ni/Br ; VF- ; 14 ; Shrrv ; 15 
 2640 ; 20 франков. Бельгия ; 1980 ;  ; Ni/Br ; VF- ; 18 ; митька ; 44 
 2641 ; 20 франков. Бельгия ; 1982 ;  ; Ni/Br ; VF- ; 18 ; ask ; 18 
 2642 ; 5 драхм. Греция ; 1990 ;  ; Cu-Ni ; XF+ ; 19 ; Pyrros ; 19 
 2643 ; 1 дирхам. ОАЭ. 25-летие женского союза ; 2000 ;  ; Cu-Ni ; XF ; 31 ; tss ; 57 
 2644 ; 1 дайм. США ; 1944 ;  ; Ag ; AU ; 46 ; aviator ; 143 
 2645 ; 5 пфенингов. Саксония, Иоган (1854-1873) ; 1863B ;  ; Br ; VF+ ; 33 ; tigris ; 306 
 2646 ; 3 хеллера. Германия (Гессен-Кассель), Фридрих Вильгельм (1847-1866) ; 1866 ;  ; Br ; VF+ ; 49 ; hjk1974 ; 459 
 2647 ; 1 пфенинг. Данциг ; 1937 ;  ; Br ; VF-XF ; 36 ; Dom Perignon ; 327 
 2648 ; 1/2 пенни. Токен. Норвич. Великобритания, Георг III ; 1792 ;  ; Br ; VF+ ; 40 ; hjk1974 ; 1079 
 2649 ; 1/2 пенни. Токен. Британская Канада, Новая Шотландия Георг IV ; 1823 ;  ; Br ; VF ; 24 ; hjk1974 ; 1224 
 2650 ; 1 пенни. Британская Австралия, Георг V ; 1921 ;  ; Br ; VF ; 29 ; xabib ; 146 
 2651 ; 1/2 пенни. Британская Австралия, Георг V ; 1933 ;  ; Br ; VF+ ; 29 ; Полянка ; 90 
 2652 ; 1 пенни. Британская Западная Африка. Эдуард VIII ; 1936 ;  ; Cu-Ni ; AU ; 60 ; ASA ; 453 
 2653 ; 1/2 пенни. Британская Западная Африка. Эдуард VIII ; 1936 ;  ; Cu-Ni ; AU ; 31 ; ASA ; 458 
 2654 ; 1/10 пенни. Британская Западная Африка. Эдуард VIII ; 1936 ;  ; Cu-Ni ; AU ; 33 ; ASA ; 405 
 2655 ; 1/12 шиллинга. Британский о-в Джерси, Виктория ; 1888 ;  ; Br ; VF+ ; 18 ; nikolay ; 166 
 2656 ; 1/12 шиллинга. Юбилейная. Британский о-в Джерси, Елизавета II ; 1960 ;  ; Br ; XF- ; 29 ; cochu ; 90 
 2657 ; 5 пиастров. Британский Египет ; 1917H ;  ; Ag ; AU ; 25 ; vitapool ; 402 
 2658 ; 2 пиастра. Британский Египет ; 1917H ;  ; Ag ; VF-XF ; 10 ; vitapool ; 357 
 2659 ; 15 солей. Токен. Казна пиратов. Французские Антильские о-ва ; 1751? ;  ; Ag ; VF+ ; 37 ; hjk1974 ; 1861 
 2660 ; 2 франка. Французский о-в Реюньон ; 1948 ;  ; Al ; AU ; 18 ; vc57 ; 192 
 2661 ; 50 чентизими. Объединённая Италия, Виктор Эммануил II ; 1863MBN ;  ; Ag ; VF+ ; 42 ; andrew24 ; 295 
 2662 ; 2 лиры. Италия, Виктор Иммануил III. Гуртовая надпись ; 1916 ;  ; Ag ; XF+ ; 70 ; ВЯЗ ; 812 
 2663 ; 2 1/2 сантима. Испания, Изабелла II ; 1868 ;  ; Br ; VF ; 45 ; sos1 ; 385 
 2664 ; 10 сантимов. Испания, Альфонс XII ; 1878 ;  ; Br ; VF ; 7 ; S1952 ; 104 
 2665 ; 1 франк. Бельгийское Конго ; 1944 ;  ; Латунь ; F ; 46 ; jef688 ; 49 
 2566 ; 1 гульден. Нидерланды ; 1969 ;  ; Cu-Ni ; VF- ; 14 ; guran ; 20 
 2567 ; 5 центов. Нидерланды ; 1984 ;  ; Br ; VF-XF ; 6 ; alex995 ; 6 
 2568 ; 5 центов. Нидерланды ; 1985 ;  ; Br ; VF+ ; 15 ; alex995 ; 15 
 2569 ; 25 центов. Нидерланды ; 1997 ;  ; Ni ; VF-XF ; 10 ; alex995 ; 10 
 2570 ; 1 гульден. Нидерланды ; 1997 ;  ; Ni ; VF+ ; 14 ; xct ; 17 
 2571 ; 1 пфенниг. Германия ; 1917A ;  ; Al ; VF- ; 13 ; JonSamyrai ; 31 
 2572 ; 5 пфеннигов. Германия ; 1915A ;  ; Fe ; F-VF ; 10 ; alno51 ; 22 
 2573 ; 5 пфеннигов. Германия ; 1921F ;  ; Fe ; VF- ; 6 ; alex995 ; 12 
 2574 ; 5 пфеннигов. Германия ; 1921A ;  ; Fe ; VF- ; 10 ; capitan.71 ; 45 
 2575 ; 10 пфеннигов. Германия ; 1917 ;  ; Zn ; VF- ; 7 ; capitan.71 ; 31 
 2576 ; 10 пфеннигов. Германия ; 1920 ;  ; Zn ; VF ; 9 ; capitan.71 ; 57 
 2577 ; 10 пфеннигов. Германия ; 1921 ;  ; Zn ; VF ; 15 ; capitan.71 ; 30 
 2578 ; 5 сантимов. Франция ; 1993 ;  ; Al/Br ; XF+ ; 10 ; brent ; 18 
 2579 ; 5 сантимов. Франция ; 1982 ;  ; Al/Br ; XF ; 10 ; brent ; 18 
