 5499 ; Почтовая карточка Китай ;  ;  ;  ;  ; 12 ; Краснодар ; 99 
 5228 ; 50 центов лагерь "Вестерборк" ; 1944 ;  ;  ;  ; 33 ; KARJU ; 1800 
 5229 ; 10 центов лагерь "Вестерборк" ; 1944 ;  ;  ;  ; 23 ; Vova1950 ; 1780 
 5230 ; Нотгельд Германия ; 1920 ;  ;  ;  ; 13 ; Скрудж ; 55 
 5231 ; Нотгельд Германия ; 1919 ;  ;  ;  ; 10 ; D-503 ; 68 
 5232 ; Нотгельд Германия ; 1920 ;  ;  ;  ; 15 ; Майкл ; 237 
 5233 ; Нотгельд Германия ; 1920 ;  ;  ;  ; 6 ; Mike! ; 123 
 5234 ; Нотгельд Германия ; 1921 ;  ;  ;  ; 5 ; Майкл ; 255 
 5235 ; Нотгельд Германия ; 1921 ;  ;  ;  ; 17 ; D-503 ; 172 
 5236 ; Нотгельд Германия ; 1920 ;  ;  ;  ; 11 ; D-503 ; 136 
 5237 ; Лот нотгельдов Германия 5 шт ;  ;  ;  ;  ; 7 ; D-503 ; 216 
 5238 ; Лот нотгельдов Германия 2 шт ; 1920 ;  ;  ;  ; 9 ; flutter ; 80 
 5239 ; Лот нотгельдов Германия 9 шт ;  ;  ;  ;  ; 9 ; Gudik ; 201 
 5240 ; Лот нотгельдов Германия 3 шт ;  ;  ;  ;  ; 5 ; flutter ; 124 
 5241 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 12 ; Mike! ; 276 
 5242 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 5 ; Darik75 ; 104 
 5243 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 44 ; alex09-63 ; 104 
 5244 ; Лот нотгельдов Германия 6 шт ;  ;  ;  ;  ; 33 ; smel ; 282 
 5245 ; Лот нотгельдов Германия 10 шт ;  ;  ;  ;  ; 24 ; Sammler ; 206 
 5246 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 20 ; Alex1 ; 104 
 5247 ; Лот нотгельдов Германия 10 шт ;  ;  ;  ;  ; 19 ; oleg632112 ; 357 
 5248 ; Лот нотгельдов Германия 10 шт ;  ;  ;  ;  ; 25 ; Maxim914 ; 254 
 5149 ; Бона100 рублей. Олимпиада в Сочи. Серия АА ; 2014 ;  ;  ;  ; 32 ; aleks1983 ; 184 
 5150 ; 100 рублей. Крым и Севастополь. Серия СК ; 2015 ;  ;  ;  ; 21 ; MVFNN ; 175 
 5151 ; 100 рублей. Крым и Севастополь. Серия СК ; 2015 ;  ;  ;  ; 21 ; liano4ka1603 ; 175 
 5152 ; Лот бон 25 рублей 6 шт ; 1918 ;  ;  ;  ; 20 ; krass ; 491 
 5153 ; Лот бон 50 рублей 14 шт ; 1918 ;  ;  ;  ; 35 ; ЛАВ-13 ; 653 
 5154 ; Лот бон 5 шт ; 1917-21 ;  ;  ;  ; 29 ; trio ; 611 
 5155 ; Лот талонов "АРКТИКУГОЛЬ" 7 шт ;  ;  ;  ;  ; 22 ; Kubus ; 692 
 5156 ; Чек 250 рублей Бийского отделения банка ;  ;  ;  ;  ; 11 ; ЛАВ-13 ; 691 
 5157 ; Ассигновка Министерство внутренних дел ; 1908 ;  ;  ;  ; 80 ; Kubus ; 1583 
 5158 ; Вексель на 500 рублей ; 1928 ;  ;  ;  ; 53 ; mefodin ; 2493 
 5159 ; 50 рублей ; 1991 ; билет ;  ;  ; 14 ; MVFNN ; 40 
 5160 ; 100 рублей ; 1991 ; билет ;  ;  ; 19 ; бриз33 ; 30 
 5161 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 15 ; ВВЛ ; 70 
 5162 ; 1000 рублей ; 1993 ; банкнота ;  ;  ; 13 ; 100alf ; 55 
 5163 ; 1000 рублей ; 1995 ; банкнота ;  ;  ; 19 ; Зверолов ; 92 
 5164 ; 10 рублей ; 1997 ; банкнота ;  ; AU ; 13 ; 333985 ; 41 
 5165 ; 100 рублей ; 1997 ; банкнота ;  ; AU ; 8 ; gusar ; 114 
 5166 ; 100 рублей ; 1997 ; банкнота ;  ; AU ; 8 ; trio ; 114 
 5167 ; Лот бон ( 2шт.) ; 1993 ;  ;  ; AU ; 11 ; gusar ; 110 
 5168 ; Лот бон ( 4шт.) ;  ;  ;  ; AU ; 27 ; krass ; 300 
 5169 ; 1 копейка ; 1976 ;  ;  ;  ; 25 ; pillers26 ; 159 
 5170 ; 5 копеек ; 1976 ;  ;  ;  ; 6 ; pillers26 ; 100 
 5171 ; 10 копеек ; 1976 ;  ;  ;  ; 6 ; pillers26 ; 100 
 5172 ; 1 рубль ; 1976 ;  ;  ;  ; 21 ; pillers26 ; 186 
 5173 ; 1 рубль ; 1976 ;  ;  ;  ; 5 ; VAZ-2107 ; 51 
 5174 ; Акция в 100 рублей АО "Каучук" ; 1912 ;  ;  ;  ; 18 ; Fojy ; 294 
 5175 ; Облигация на 625 рублей ; 1880 ;  ;  ;  ; 19 ; denis.davydov ; 340 
 5176 ; Облигация в 150 франков Ново-Павловка ; 1898 ;  ;  ;  ; 9 ; Vova1950 ; 456 
 5177 ; Облигация в 1000 рублей ; 1915 ;  ;  ;  ; 35 ; ЛАВ-13 ; 612 
 5178 ; Облигация ; 1889 ;  ;  ;  ; 19 ; 333985 ; 340 
 5179 ; Облигация ; 1891 ;  ;  ;  ; 13 ; 333985 ; 349 
 5180 ; Бумага ценная Тамбов ; 1911 ;  ;  ;  ; 18 ; Fojy ; 255 
 5181 ; Лот купонов 7 листов ;  ;  ;  ;  ; 9 ; denis.davydov ; 34 
 5182 ; Акция трамвай Одесса ; 1881 ;  ;  ;  ; 25 ; Fojy ; 567 
 5183 ; Облигация на 200 рублей ; 1946 ;  ;  ;  ; 33 ; lesnik1 ; 261 
 5184 ; Облигация на 10 рублей ; 1939 ;  ;  ;  ; 14 ; lesnik1 ; 110 
 5185 ; Облигация ; 1951 ;  ;  ;  ; 5 ; t_v_v ; 40 
 5186 ; Облигация ; 1952 ;  ;  ;  ; 5 ; t_v_v ; 42 
 5187 ; Облигация ; 1955 ;  ;  ;  ; 15 ; папашаГарпагон ; 41 
 5188 ; Облигация ; 1956 ;  ;  ;  ; 44 ; doc2 ; 755 
 5189 ; Облигация ; 1957 ;  ;  ;  ; 30 ; doc2 ; 441 
 5190 ; Лот облигаций 2 шт ; 1992 ;  ;  ;  ; 28 ; El dinero ; 53 
 5191 ; Облигация на 500 рублей. Образец ; 1998 ;  ;  ;  ; 60 ; ЛАВ-13 ; 567 
 5192 ; Свидетельство на 10000 рублей ; 1994 ;  ;  ;  ; 14 ; Chatsky ; 63 
 5193 ; Акция ; 1994 ;  ;  ;  ; 3 ; 333985 ; 46 
 5194 ; Акция ; 1996 ;  ;  ;  ; 15 ; Chatsky ; 50 
 5195 ; Приватизационный чек на 10000 рублей, с контрольным талоном ; 1992 ;  ;  ;  ; 79 ; Kubus ; 869 
 5196 ; Приватизационный чек 10000 рублей ; 1992 ;  ;  ;  ; 27 ; dinkini ; 420 
 5197 ; Лотерейный билет ; 1934 ;  ;  ;  ; 48 ; cr3041 ; 795 
 5198 ; Лот билетов лотереи спринт 4 шт. Образец ; 1977 ;  ;  ;  ; 20 ; master_mt5 ; 680 
 5099 ; 250 рублей ; 1919 ; Армения ;  ;  ; 57 ; cr3041 ; 733 
 5100 ; 500 гривень ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ;  ; 14 ; Chatsky ; 159 
 5101 ; 100 карбованцев ; 1918 ; Украина Знак Державноi скарбицi ;  ;  ; 25 ; Museum_54 ; 832 
 5102 ; 1000 карбованцев ; 1918 ; Украина.Знак Державноi скарбицi ;  ;  ; 23 ; Chatsky ; 795 
 5103 ; 50 карбованцев ; 1918 ; Украина. Знак Державноi скарбницi ;  ;  ; 16 ; X3.96rus ; 100 
 5104 ; 50 карбованцев ; 1918 ; Украина. Знак Державноi скарбницi ;  ;  ; 23 ; El dinero ; 101 
 5105 ; 50 карбованцев ; 1918 ; Украина. Знак Державноi скарбницi ;  ;  ; 36 ; master_mt5 ; 101 
 5106 ; 500 рублей ; нояб.1918 ; 5% краткоср.обязательство Гос.Казнач.Сибири ;  ;  ; 14 ; Mike! ; 1020 
 5107 ; 250 рублей ; 1919 ;  ;  ;  ; 11 ; Markiz ; 576 
 5108 ; 1000 рублей ; 1919 ;  ;  ;  ; 30 ; Sammler ; 500 
 5109 ; 5 рублей ; 1922 ;  ;  ;  ; 16 ; mefodin ; 227 
 5110 ; Лот гербовые марки 3 шт ; 1922 ;  ;  ;  ; 37 ; VAZ-2107 ; 340 
 5111 ; Бон в 25 рублей ЯКСОЮЗ "ХОЛБОС" ; 1924 ;  ;  ;  ; 31 ; mefodin ; 2002 
 5112 ; Бона 10 рублей ; 1920 ;  ;  ;  ; 47 ; AKrav ; 984 
 5113 ; Авансовая карточка 25 рублей Дальне Восточного горного к-ва ;  ;  ;  ;  ; 38 ; xoltecl ; 793 
 5114 ; Авансовая карточка 10 рублей Чита ; 1919 ;  ;  ;  ; 38 ; Цхамо-Дынза ; 1587 
 5115 ; Чек Гос.банка ; 1918 ;  ;  ;  ; 41 ; master_mt5 ; 1469 
 5116 ; 500 рублей ; 1918 ; Заемные билеты.Общество Владикавказской ж/д ;  ;  ; 46 ; kagan ; 3576 
 5117 ; 5 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 12 ; trio ; 204 
 5118 ; 3 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 31 ; ialaiola ; 101 
 5119 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 7 ; Suxov ; 179 
 5120 ; 1 рубль ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ; AU ; 26 ; МММ ; 1916 
 5121 ; 100 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 35 ; 🌍 ; 465 
 5122 ; 25 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 23 ; kagan ; 592 
 5123 ; 500 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 42 ; lsp25 ; 873 
 5124 ; Лот бон России 2 шт ;  ;  ;  ;  ; 44 ; Alex1 ; 195 
 5125 ; 5 рублей ; 1925 ; Гос.казначейские билеты СССР ;  ;  ; 66 ; лавр ; 3810 
 5126 ; 3 червонца ; 1932 ; Билет ;  ;  ; 71 ; trio ; 1599 
 5127 ; 3 червонца ; 1937 ; Билет ;  ;  ; 65 ; ЛАВ-13 ; 1377 
 5128 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 37 ; krass ; 1176 
 5129 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 68 ; trio ; 387 
 5130 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ;  ; 38 ; ЛАВ-13 ; 2000 
 5131 ; 100 рублей ; 1947 ; билет ;  ;  ; 56 ; Alex_Ro_50 ; 1326 
 5132 ; Лот бон ( 2шт.) ; 1947 ;  ;  ;  ; 31 ; себер ; 1000 
 5133 ; 50 рублей ; 1961 ; билет ;  ;  ; 17 ; 🌍 ; 63 
 5134 ; Лот бон СССР 4 шт ; 1961 ;  ;  ;  ; 43 ; SANGOLD1 ; 322 
 5135 ; 500 рублей ; 1991 ; билет ;  ;  ; 25 ; Dell013 ; 93 
 5136 ; 1000 рублей ; 1991 ; билет ;  ;  ; 46 ; 6x6 ; 225 
 5137 ; Лот бон России 3 шт ; 1991 ;  ;  ;  ; 31 ; El dinero ; 328 
 5138 ; 500 рублей ; 1992 ; билет ;  ; AU ; 50 ; CASABLANCA ; 648 
 5139 ; 50000 рублей ; 1994 ; банкнота ;  ;  ; 46 ; ilmar ; 1008 
 5140 ; 1000 рублей ; 1995 ; банкнота ;  ;  ; 57 ; prius ; 170 
 5141 ; 10000 рублей ; 1995 ; банкнота ;  ;  ; 49 ; Serg1956 ; 408 
 5142 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 26 ; ilmar ; 821 
 5143 ; 100000 рублей ; 1995 ; банкнота ;  ;  ; 55 ; 100alf ; 818 
 5144 ; 5 рублей ; 1997 ; банкнота ;  ;  ; 28 ; Suxov ; 322 
 5145 ; 50 рублей ; 1997 ; банкнота ;  ;  ; 35 ; t_v_v ; 140 
 5146 ; 100 рублей ; 1997 ; банкнота ;  ;  ; 12 ; t_v_v ; 150 
 5147 ; 10 рублей №6666669 ; 1997 ; банкнота ;  ; AU ; 26 ; 🌍 ; 438 
 5148 ; 5000 рублей ; 1992 ; банкнота ;  ; AU ; 11 ; лампедуза ; 391 
 5049 ; Лот бон 100 рублей  шт ; 1910 ;  ;  ;  ; 26 ; trio ; 317 
 5050 ; Лот бон ( 8шт.) ;  ;  ;  ;  ; 38 ; trio ; 503 
 5051 ; 2 копейки. Квартблок ; 1917 ; Деньги-марки ;  ;  ; 23 ; ВЯЗЪ ; 612 
 5052 ; 20 копеек. Квартблок ; 1915 ; Деньги-марки ;  ; AU ; 22 ; kagan ; 301 
 5053 ; 3 копейки. Квартблок ; 1915 ; Деньги-марки ;  ; AU ; 11 ; kagan ; 301 
 5054 ; 3 копейки. Квартблок ; 1915 ; Деньги-марки ;  ; AU ; 35 ; kagan ; 329 
 5055 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 28 ; krass ; 616 
 5056 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 28 ; Dell013 ; 456 
 5057 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 17 ; krass ; 322 
 5058 ; Билет на 200 рублей ; 1917 ;  ;  ;  ; 12 ; Carca^ss ; 419 
 5059 ; 10 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 10 ; trio ; 156 
 5060 ; 50 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 33 ; krass ; 394 
 5061 ; 50 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 28 ; trio ; 140 
 5062 ; 50 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 17 ; ЛАВ-13 ; 159 
 5063 ; 50 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 18 ; ЛАВ-13 ; 128 
 5064 ; 50 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 19 ; ЛАВ-13 ; 108 
 5065 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 8 ; krass ; 128 
 5066 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 8 ; krass ; 128 
 5067 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 22 ; Jon Snow ; 113 
 5068 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 18 ; Holder31 ; 128 
 5069 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 17 ; Jon Snow ; 123 
 5070 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 25 ; 333985 ; 76 
 5071 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 9 ; krass ; 203 
 5072 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 18 ; Holder31 ; 128 
 5073 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 19 ; uhfvv7 ; 128 
 5074 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 10 ; Holder31 ; 128 
 5075 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 26 ; krass ; 330 
 5076 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 5 ; flutter ; 101 
 5077 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 25 ; SANGOLD1 ; 101 
 5078 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 27 ; 333985 ; 87 
 5079 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 11 ; krass ; 320 
 5080 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 21 ; krass ; 328 
 5081 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 22 ; 333985 ; 99 
 5082 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 26 ; uhfvv7 ; 104 
 5083 ; 100 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 40 ; cr3041 ; 546 
 5084 ; 25 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 28 ; kagan ; 794 
 5085 ; 1000 рублей ; 1919 ;  ;  ;  ; 24 ; Georgg1 ; 3397 
 5086 ; 100 рублей ; 1920 ;  ;  ;  ; 32 ; ВС ; 1485 
 5087 ; 500 рублей ; 1920 ;  ;  ; XF ; 43 ; krass ; 246 
 5088 ; 500 рублей ; 1920 ;  ;  ; XF ; 13 ; Алексей_78 ; 255 
 5089 ; 500 рублей ; 1920 ;  ;  ;  ; 26 ; geracon2009 ; 206 
 5090 ; 1 рубль ; 1919 ;  ;  ;  ; 39 ; trio ; 1388 
 5091 ; 1000 рублей ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 49 ; kop ; 1248 
 5092 ; 10 сен Россия Корея ; 1919 ;  ;  ;  ; 46 ; ЛАВ-13 ; 2030 
 5093 ; 5 рублей Амурский областной разменный билет ; 1918 ;  ;  ;  ; 31 ; бич ; 1020 
 5094 ; 25 рублей ; 1918 ; Денежн.знаки.Северо-кавказская ССР.Билетыбез наименования) ;  ;  ; 28 ; archy ; 611 
 5095 ; Бона 100 рублей Благовещенск ; 1920 ;  ;  ;  ; 19 ; cboker ; 2052 
 5096 ; Бона 10 рублей Елисаветград ; 1918 ;  ;  ;  ; 22 ; Mike! ; 906 
 5097 ; 50 рублей ; 1918 ; Туркестан ;  ;  ; 32 ; AKrav ; 1605 
 5098 ; 5000 рублей ; 1919 ; Армения ;  ;  ; 16 ; cr3041 ; 303 
 4235 ; Лот монет иностранных: 9шт ;  ;  ; Би/м,Cu-Ni ; VF/XF ; 38 ; alex62 ; 227 
 4236 ; Лот монет Великобритании: 5шт ;  ;  ; Br ; F/VF- ; 38 ; tar ; 123 
 5001 ; 100 рублей ; 1898 ; Тимашев 1903. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 99 ; lsp25 ; 3468 
 5002 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 12 ; trio ; 408 
 5003 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 25 ; Chatsky ; 331 
 5004 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; X3.96rus ; 336 
 5005 ; Лот бон 500 рублей 2 шт ; 1912 ;  ;  ;  ; 11 ; Hikon ; 306 
 5006 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 32 ; ilmar ; 837 
 5007 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 28 ; Dell013 ; 248 
 5008 ; Лот бон 100 рублей 3 шт ; 1910 ;  ;  ;  ; 18 ; franklin ; 459 
 5009 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 60 ; krosh500 ; 975 
 5010 ; 25 рублей. Брак ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; franklin ; 78 
 5011 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 30 ; Dell013 ; 161 
 5012 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 25 ; Frodo Baggins ; 171 
 5013 ; 10 рублей. Брак (№600662/№601662) ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 68 ; TGK ; 5080 
 5014 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 29 ; Dell013 ; 169 
 5015 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 24 ; Алексей_78 ; 204 
 5016 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; Fa1Con ; 61 
 5017 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; uhfvv7 ; 62 
 5018 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; Dell013 ; 40 
 5019 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 32 ; uhfvv7 ; 102 
 5020 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; 🌍 ; 79 
 5021 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 38 ; unicorn ; 114 
 5022 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 5 ; Fa1Con ; 51 
 5023 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 8 ; porte33 ; 61 
 5024 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 9 ; Fa1Con ; 59 
 5025 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 12 ; Mike! ; 92 
 5026 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 11 ; ShYrik_RUS ; 55 
 5027 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 19 ; Kapitan8811 ; 50 
 5028 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 32 ; Алексей_78 ; 296 
 5029 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 28 ; uhfvv7 ; 117 
 5030 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 24 ; UnPreacher ; 61 
 5031 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 30 ; uhfvv7 ; 104 
 5032 ; 1 рубль ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 18 ; МММ ; 366 
 5033 ; 1 рубль ; 1898 ; Тимашев. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 37 ; Chatsky ; 416 
