 4804 ; Бона иностранная. Сербская Краина ; 1993 ;  ;  ;  ; 63 ; liderssen ; 206 
 4124 ; 10 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 44 ; lexx66 ; 1938 
 4125 ; 10 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 40 ; svv ; 2369 
 4126 ; 10 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 61 ; monos72 ; 2607 
 4127 ; 10 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 28 ; каламбурчик ; 2425 
 4128 ; 25 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ; AU ; 73 ; каламбурчик ; 2907 
 4129 ; 25 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ; AU ; 74 ; садовник ; 3449 
 4130 ; 25 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 70 ; садовник ; 2714 
 4131 ; 25 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 87 ; садовник ; 2576 
 4132 ; 25 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 43 ; СВИ ; 1938 
 4133 ; 25 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 49 ; каламбурчик ; 3060 
 4134 ; 50 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 108 ; садовник ; 3060 
 4135 ; 50 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 74 ; каламбурчик ; 3966 
 4136 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ; AU ; 23 ; lexx66 ; 183 
 4137 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 78 ; Sky2 ; 357 
 4138 ; 1000 рублей ; 1919 ;  ;  ; AU ; 71 ; veron ; 663 
 4139 ; 1000 рублей ; 1919 ;  ;  ; AU ; 17 ; 333985 ; 650 
 4140 ; 1000 рублей ; 1919 ;  ;  ; AU ; 46 ; 333985 ; 650 
 3724 ; Лот монет Финляндии: 25 пенни (10шт). Все разные ; 1921-1945 ;  ; Fe,Cu-Ni ; XF/VF+ ; 9 ; krocsi ; 150 
 3725 ; Лот монет Финляндии: 10 пенни (20шт). Все разные ; 1919-1944 ;  ; Cu ; XF-/VF ; 15 ; krocsi ; 340 
 3726 ; Лот монет Финляндии: 5 пенни (17шт). Все разные ; 1918-1942 ;  ; Cu ; XF-/VF+ ; 11 ; krocsi ; 222 
 3727 ; Лот монет Люксембурга, Мальты, Кипра, Ирландии: 8шт ; 1960-1981 ;  ; Cu-Ni,Br ; VF/VF-XF ; 31 ; dmytrylat ; 100 
 3728 ; Лот монет Африки: 7шт ; 1965-1993 ;  ; Cu-Ni,лат ; VF/VF+ ; 23 ; dmytrylat ; 105 
 3729 ; Лот монет США: 1 дайм (60шт) ; 1965-2001 ;  ; Cu-Ni ; VF/AU ; 64 ; маманя ; 408 
 3730 ; Лот монет США: 5 центов (63шт) ; 1952-2000 ;  ; Cu-Ni ; VF/XF ; 61 ; маманя ; 403 
 3731 ; Лот монет США: 1/2 доллара (7шт) ; 1971-1982 ;  ; Cu-Ni ; XF/AU ; 15 ; xct ; 204 
 3732 ; Лот монет Исландии: 3шт ; 1981,1986 ;  ; Br ; XF/AU ; 38 ; asus ; 87 
 3733 ; Лот монет Мальты: 2шт ; 2001,2005 ;  ; Cu-Ni ; XF ; 31 ; Стрепет ; 108 
 4051 ; 50 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 23 ; ЛАВ-13 ; 342 
 4052 ; 50 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 56 ; каламбурчик ; 414 
 4053 ; Справка на получение карточек ; 1946 ;  ;  ;  ; 20 ; Атлантик ; 149 
 4054 ; Справка на получение карточек ; 1947 ;  ;  ;  ; 7 ; olga555 ; 153 
 4055 ; 50 копеек ; 1923 ; Денежные знаки (с рисунком монеты) ;  ;  ; 61 ; RusScat ; 850 
 4056 ; 20 рублей ;  ; Денежные знаки ;  ;  ; 38 ; lcoins ; 68 
 4057 ; 40 рублей ;  ; Денежные знаки ;  ;  ; 11 ; gusar ; 36 
 4058 ; 20 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 64 ; USS ; 1669 
 4059 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 23 ; tikhomirius ; 106 
 4060 ; Магазин марок и бон. Чек ;  ;  ;  ;  ; 3 ; ек ; 37 
 4061 ; Магазин марок и бон. Чек ;  ;  ;  ;  ; 3 ; ек ; 46 
 4062 ; 1 копейка ; 1976 ;  ;  ;  ; 41 ; asus ; 302 
 4063 ; 2 копейки ; 1976 ;  ;  ;  ; 17 ; RusScat ; 153 
 4064 ; 5 копеек ; 1976 ;  ;  ;  ; 13 ; asus ; 130 
 4065 ; 10 динар ; 1944 ;  ;  ;  ; 27 ; Стрепет ; 153 
 4066 ; 50 сантимов ; 1920 ;  ;  ;  ; 39 ; -IROKEZ- ; 150 
 4067 ; 1 крона ; 1948 ;  ;  ;  ; 31 ; -IROKEZ- ; 146 
 4068 ; 5 марок ; 1991 ;  ;  ;  ; 22 ; 333985 ; 143 
 4069 ; 5000000 рублей. Тифлис ;  ;  ;  ;  ; 80 ; садовник ; 1249 
 4070 ; 10000000 рублей. Тифлис ;  ;  ;  ;  ; 92 ; садовник ; 1298 
 4071 ; 50 крон ; 1993 ;  ;  ;  ; 51 ; 333985 ; 176 
 4072 ; 1 рубль ; 1976 ;  ;  ;  ; 9 ; RusScat ; 216 
 4073 ; 5 марок ; 1964 ;  ;  ;  ; 18 ; -IROKEZ- ; 149 
 4074 ; 20 франков ;  ;  ;  ;  ; 26 ; 333985 ; 53 
 4075 ; Бона, Корея ;  ;  ;  ;  ; 29 ; benc ; 500 
 4076 ; 1 доллар США ; 1935 ;  ;  ;  ; 75 ; Пупс ; 525 
 4077 ; 1 доллар США ; 1935 ;  ;  ;  ; 29 ; fillin ; 301 
 4078 ; 1 доллар США ; 1935 ;  ;  ;  ; 56 ; mitisson ; 340 
 4079 ; 25 рублей ; 1947 ;  ;  ;  ; 68 ; olga555 ; 305 
 4080 ; 10 рублей. Магазин П. Н. Симада ; 1919 ;  ;  ;  ; 51 ; ек ; 2267 
 4081 ; 1 рубль ; 1898 ;  ;  ;  ; 26 ; lcoins ; 49 
 4082 ; 1 рубль ; 1898 ;  ;  ;  ; 45 ; Greenfields ; 69 
 4083 ; 1 рубль ; 1898 ;  ;  ;  ; 7 ; asus ; 105 
 4084 ; 1 рубль ; 1898 ;  ;  ;  ; 55 ; Greenfields ; 116 
 4085 ; 50 рублей ; 1946 ;  ;  ;  ; 60 ; 333985 ; 214 
 4086 ; 5 рублей ; 1909 ;  ;  ;  ; 10 ; Galina66 ; 51 
 4087 ; 5 рублей ; 1909 ;  ;  ;  ; 23 ; AlexAlex ; 49 
 4088 ; 5 рублей ; 1909 ;  ;  ;  ; 11 ; fanil ; 123 
 4089 ; 5 рублей ; 1909 ;  ;  ;  ; 15 ; Филипп Бенг ; 59 
 4090 ; 10 рублей ; 1909 ;  ;  ;  ; 14 ; AlexAlex ; 61 
 3674 ; Лот монет Малайзии (6шт) ; 1991-2005 ;  ; Cu/St ; VF/XF- ; 11 ; ekzamen ; 33 
 3675 ; Лот монет Норвегии (8шт) ; 1974-1991 ;  ; Cu-Ni ; VF-XF/XF ; 25 ; ekzamen ; 26 
 3676 ; Лот монет Греции, Франции, Югославии (7шт) ; 1951-1976 ;  ; Cu-Ni,Al/Br,Br ; VF-/VF+ ; 8 ; ekzamen ; 36 
 3677 ; Лот монет Финляндии (16шт) ; 1969-178 ;  ; Al ; VF/VF-XF ; 19 ; ekzamen ; 20 
 3678 ; Лот монет Финляндии (5шт) ; 1963-1979 ;  ; Al/Br ; VF-/VF+ ; 7 ; ekzamen ; 13 
 3679 ; Лот монет Финляндии (3шт) ; 1964-1973 ;  ; Al/Br ; VF-/VF+ ; 7 ; xct ; 34 
 3680 ; Лот монет Финляндии (6шт) ; 1965-1975 ;  ; Cu ; VF-/VF ; 4 ; ekzamen ; 33 
 3681 ; Лот монет Дании (7шт) ; 1953-1969 ;  ; Zn ; VF-/VF+ ; 4 ; ekzamen ; 33 
 3682 ; Лот монет Испании (6шт) ; 1947-1966 ;  ; Al/Br ; VF-/VF ; 15 ; chuk ; 34 
 3683 ; Лот монет Норвегии (5шт) ; 1953-1963 ;  ; Br ; VF-/VF ; 12 ; chuk ; 28 
 3684 ; Лот монет Португалии (9шт) ; 1967-1989 ;  ; Cu-Ni,Al/Br ; VF-/XF- ; 53 ; -IROKEZ- ; 57 
 3685 ; Лот монет Бельгии (6шт) ; 1986-1997 ;  ; Cu-Ni,Al/Br ; VF/XF- ; 19 ; chuk ; 19 
 3686 ; Лот монет Нидерланды (6шт) ; 1948-1967 ;  ; Br ; VF/VF+ ; 13 ; ekzamen ; 33 
 3687 ; Лот монет ФРГ, Португалии, Греции, Италии (6шт) ; 1958-1990 ;  ; Al/Br,Cu ; VF/XF ; 22 ; фёкла ; 42 
 3688 ; Лот монет Гон-Конга, КНР (5шт) ; 1983-2007 ;  ; Cu-Ni,Al/Br ; VF+/XF ; 3 ; asus ; 33 
 3689 ; Лот монет Греции, Израиля (6шт) ; 1959-1984 ;  ; Cu-Ni,Al/Br ; VF-/XF ; 14 ; фёкла ; 36 
 3690 ; Лот монет Швейцарии, Норвегии, Сербии (5шт) ; 1965-2005 ;  ; Br,Al/Br,лат ; VF/VF-XF ; 4 ; ekzamen ; 33 
 3691 ; Лот монет Израиля (18шт) ; 20 век ;  ; Al, Cu-Ni, ж/м ; VF/VF+ ; 27 ; DVZ ; 135 
 3692 ; Лот монет Швейцарии и Австрии: 4шт ; 1870-1926 ;  ; Cu-Ni,Ag ; F/VF-XF ; 73 ; Flagman ; 144 
 3693 ; Лот монет Африки и Азии: 4шт ; 1967-2010 ;  ; Cu-Ni,Br ; AU/VF ; 39 ; велес ; 128 
 3694 ; Лот монет Азербайджана: 7шт ;  ;  ; Лат,Би/м,Cu/St ; XF/AU ; 65 ; Спанчбоб ; 381 
 3695 ; Лот монет Азии: 9шт ;  ;  ; Cu-Ni,Br,Cu ; VF/XF ; 36 ; велес ; 322 
 3696 ; Лот монет Эквадора: 3шт ; 1991 ;  ; Cu-Ni ; XF/AU ; 8 ; t_v_v ; 57 
 3697 ; Лот монет Греции: 4шт ; 1912-1994 ;  ; Cu-Ni ; VF/+/F-VF ; 17 ; voldemar56 ; 77 
 3698 ; Лот монет Словении: 9шт ; 1992-2005 ;  ; лат,Cu-Ni,Al ; AU ; 41 ; b197312 ; 248 
 3699 ; Лот монет Испании, Бельгии и Островов Кука: 4шт ; 1949-2000 ;  ; Cu-Ni,St ; AU/VF ; 32 ; vesta78 ; 93 
 3700 ; Лот монет Бангладеша: 10шт ;  ;  ; St,Al ; AU ; 54 ; denita ; 354 
 3701 ; Лот монет: Великобритания, Венгрия, Франция, Дания, Нидерланды, Германии, Дании, Бельгия, Латвия (13шт) ; 1834-1944 ;  ; Br,Cu-Ni, ; F-VF/VF-XF ; 48 ; Al0851 ; 257 
 3702 ; Лот монет Гватемала: 4шт ; 1993-1996 ;  ; лат,Cu-Ni ; AU ; 15 ; asus ; 185 
 3703 ; Лот монет США (Штаты): 3шт ; 2000-2001 ;  ; Cu-Ni ; AU,XF ; 50 ; dmytrylat ; 83 
 3704 ; Лот монет ФРГ: 2шт ; 1972,1977 ;  ; Cu-Ni ; VF ; 21 ; lubopitnaja ; 101 
 3705 ; Лот монет Шри-Лакки: 7шт ; 1978-2004 ;  ; Сu-Ni,Al,Би/м ; XF/AU ; 22 ; Спанчбоб ; 283 
 3706 ; Лот монет Мальдив: 10шт ; 1979-1996 ;  ; Cu-Ni,Al,Лат ; XF/AU ; 38 ; aurin1 ; 514 
 3707 ; Лот монет Тристан-да-Кунья: 7шт ; 2008 ;  ; Br,Cu-Ni,Би/м,л ; AU ; 27 ; aurin1 ; 744 
 3708 ; Лот монет Вануату: 7шт ; 1995-2002 ;  ; Cu-Ni,лат ; VF-XF/AU ; 34 ; denita ; 477 
 3709 ; Лот монет Франции (5шт) ; 1922-1991 ;  ; Cu-Ni, би/м, ж/ ; VF/XF ; 35 ; av ; 79 
 3710 ; Лот монет США "Президенты": 1 доллар (5шт) ; 2007 ;  ; Латунь ; XF/AU ; 28 ; Al0851 ; 263 
 3711 ; Лот монет США "Президенты": 1 доллар (5шт) ; 2008 ;  ; Латунь ; AU ; 124 ; ddv1981 ; 247 
 3712 ; Лот монет США "Президенты": 1 доллар (5шт) ; 2009 ;  ; Латунь ; AU ; 31 ; ddv1981 ; 267 
 3713 ; Лот монет США "Президенты": 1 доллар (6шт) ; 2010 ;  ; Латунь ; AU ; 119 ; ddv1981 ; 336 
 3714 ; Лот монет США "Президенты": 1 доллар (8шт) ; 2011 ;  ; Латунь ; XF/AU ; 60 ; Al0851 ; 443 
 3715 ; Лот монет США "Президенты": 1 доллар (2шт) ; 2012 ;  ; Латунь ; AU ; 88 ; and1972 ; 131 
 3716 ; Лот монет Чехии: 50,20,10,5,2,1 крон, 50,20 хеллеров (9шт) ; 1992-2006 ;  ; Лат,Br,Cu-Ni,Al ; VF/XF ; 50 ; -IROKEZ- ; 142 
 3717 ; Лот монет Германии (10шт) ; 1950-1994 ;  ; Ж/м ; VF/VF-XF ; 28 ; chuk ; 26 
 3718 ; Лот монет Франции (4шт) ; 1963-1997 ;  ; латунь ; VF/VF+ ; 23 ; ekzamen ; 29 
 3719 ; Лот монет Италии, Японии, Финляндии, Австрии, Кубы, Литвы (30шт) ; 20 век ;  ; Al ; VF-/VF ; 37 ; chuk ; 62 
 3720 ; Лот монет Латвии: 20,10,5,2 сантима (4шт) ; 1922 ;  ; Br,Cu-Ni ; VF-/VF ; 29 ; лесной ; 181 
 3721 ; Лот монет США "Штаты": 1/4 доллара (2шт) ; 2000 ;  ; Cu-Ni ; XF- ; 54 ; Gell13 ; 57 
 3722 ; Лот монет Финляндии: 1 марка (20шт). Все разные ; 1928-1951 ;  ; Cu,Fe,Cu-Ni ; XF/VF+ ; 21 ; krocsi ; 232 
 3723 ; Лот монет Финляндии: 50 пенни (10шт). Все разные ; 1921-1945 ;  ; Cu,Fe,Cu-Ni ; XF/VF+ ; 7 ; krocsi ; 150 
 3624 ; Годовой набор монет ФРГ: 5,2,1 марок, 50,10,5,2,1 пфеннигов (10шт). Пластиковая упаковка ; 1981F ;  ; Cu-Ni,Br,Al/Br ; Proof ; 20 ; @ @ @ ; 306 
 3625 ; Годовой набор монет ФРГ: 5,2,1 марок, 50,10,5,2,1 пфеннигов (10шт). Пластиковая упаковка ; 1983J ;  ; Cu-Ni,Br,Al/Br ; Proof ; 39 ; @ @ @ ; 357 
 3626 ; Годовой набор монет ФРГ: 5,2,1 марок, 50,10,5,2,1 пфеннигов (10шт). Пластиковая упаковка ; 1987D ;  ; Cu-Ni,Br,Al/Br ; Proof ; 49 ; Fillipiy ; 522 
 3627 ; Годовой набор монет ФРГ: 5,2,1 марок, 50,10,5,2,1 пфеннигов (9шт). Пластиковая упаковка ; 1988D ;  ; Cu-Ni,Br,Al/Br ; Proof ; 29 ; Недорого ; 381 
 3628 ; Годовой набор монет ФРГ: 5,2,1 марок, 50,10,5,2,1 пфеннигов (9шт). Пластиковая упаковка ; 1988G ;  ; Cu-Ni,Br,Al/Br ; Proof ; 56 ; Недорого ; 477 
 3629 ; Годовой набор монет ФРГ: 5,2,1 марок, 50,10,5,2,1 пфеннигов (9шт). Пластиковая упаковка ; 1989D ;  ; Cu-Ni,Br,Al/Br ; Proof ; 51 ; Недорого ; 482 
 3630 ; Набор монет Израиля: 1,1/2 лир, 25,10,5,1 агорот (6шт) ; 1972 ;  ; Cu-Ni,лат ; AU ; 43 ; v_bond ; 157 
 3631 ; Лот монет Украины: 1 гривна. Чемпионат Европы по футболу 2012 ; 2012 ;  ; Латунь ; AU ; 24 ; Sky2 ; 134 
 3632 ; Лот монет Югославии, Чехословакии, Польши (9шт) ; 1962-1990 ;  ; Cu-Ni,Al,лат ; VF/XF ; 32 ; Al0851 ; 45 
 3633 ; Лот монет Сша: 1/4 доллара, 1 цент (4шт) ; 2010, 2012 ;  ; Cu-Ni, Cu-Zn ; AU ; 41 ; Al0851 ; 63 
 3634 ; Лот монет США: 1 доллар (4шт) ; 2000, 2001 ;  ; Латунь ; XF/XF+ ; 23 ; Al0851 ; 143 
 3635 ; Лот монет США: 1 доллар (4шт) ; 2000-2002 ;  ; Латунь ; XF-/XF ; 16 ; Михаил_нов ; 123 
 3636 ; Лот монет США "Президенты": 1 доллар (6шт) ; 2007 ;  ; Латунь ; XF+/AU ; 36 ; ddv1981 ; 313 
 3637 ; Лот монет США "Президенты": 1 доллар (3шт) ; 2008 ;  ; Латунь ; XF/AU ; 23 ; ddv1981 ; 159 
 3638 ; Лот монет США "Президенты": 1 доллар (5шт) ; 2009 ;  ; Латунь ; XF/AU ; 37 ; Al0851 ; 242 
 3639 ; Лот монет США "Президенты": 1 доллар (6шт) ; 2010 ;  ; Латунь ; XF/AU ; 113 ; Al0851 ; 291 
 3640 ; Лот монет США "Президенты": 1 доллар (4шт) ; 2011 ;  ; Латунь ; AU ; 111 ; rbcrf ; 275 
 3641 ; Лот монет Украины: 1 гривна. Чемпионат Европы по футболу 2012 ; 2012 ;  ; Латунь ; AU ; 77 ; Gell13 ; 137 
 3642 ; Лот монет Финляндии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2011 ;  ; Би/м, Cu/St,лат ; AU ; 12 ; kazak1975 ; 192 
 3643 ; Лот монет Финляндии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2012 ;  ; Би/м, Cu/St,лат ; AU ; 107 ; kirkar ; 200 
 3644 ; Лот монет Люксембурга: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2004 ;  ; Би/м, Cu/St,лат ; AU ; 128 ; mr. Krab$ ; 296 
 3645 ; Лот монет Люксембурга: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2003 ;  ; Би/м, Cu/St,лат ; AU ; 126 ; Моряк-собиратель ; 331 
 3646 ; Лот монет Люксембурга: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2002 ;  ; Би/м, Cu/St,лат ; AU ; 117 ; asus ; 288 
 3647 ; Лот монет Словении: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2007 ;  ; Би/м, Cu/St,лат ; AU ; 47 ; off ; 373 
 3648 ; Лот монет Германии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2002-2011 ;  ; Би/м, Cu/St,лат ; AU ; 110 ; kazak1975 ; 216 
 3649 ; Лот монет Люксембурга, Бельгии, Финляндии: 50 евроцентов (4шт) ; 2011 ;  ; Латунь ; AU ; 64 ; pref ; 75 
 3650 ; Лот монет США: 1/4 доллара (3шт) ; 2009 ;  ; Cu-Ni ; XF+/AU ; 25 ; demonspb ; 102 
 3651 ; Лот монет Люксембурга: 50,20,10 евроцентов (3шт) ; 2011 ;  ; Латунь ; AU ; 47 ; vesta78 ; 65 
 3652 ; Лот монет Бельгии: 50,20,10,5,2,1 евроцентов (6шт) ; 2007-2011 ;  ; Cu/St, латунь ; AU ; 46 ; dimass70 ; 87 
 3653 ; Лот монет Финляндии: 5,2,1 евроцентов (3шт) ; 2012 ;  ; Cu/St ; AU ; 29 ; paulus568 ; 42 
 3654 ; Лот монет США: 1 доллар (3шт) ; 1979-1999 ;  ; Cu-Ni ; XF/XF+ ; 94 ; and1972 ; 149 
 3655 ; Лот монет Финляндии: 50,20,10 евроцентов (3шт) ; 2011 ;  ; Латунь ; AU ; 4 ; alex995 ; 32 
 3656 ; Лот монет США "Национальные парки": 1/4 доллара (12шт) ; 2010-2012 ;  ; Cu-Ni ; AU ; 82 ; grek12121212 ; 416 
 3657 ; Лот монет США: 1 цент (2шт) ; 2010, 2010D ;  ; Cu-Zn ; AU ; 12 ; xct ; 16 
 3658 ; Лот монет Португалии (7шт) ; 1974-1994 ;  ; Cu-Ni, ж/м ; VF/VF-XF ; 34 ; dmytrylat ; 53 
 3659 ; Лот монет Мексики (4шт) ; 1994-2008 ;  ; Би/м, ж/м ; VF-/VF ; 48 ; pissimist ; 102 
 3660 ; Лот монет Финляндии, Хорватии, Швеции (19шт) ; 1968-2009 ;  ; Al, Cu-Ni, ж/м ; VF/XF ; 60 ; DVZ ; 93 
 3661 ; Набор монет Израиля: 1,1/2 лир, 25,10,5,1 агорот (6шт) ; 1972 ;  ; Cu-Ni,лат ; AU ; 13 ; vc57 ; 179 
 3662 ; Лот "мини-монет"  "Президенты и Первые Леди": 3шт ; 1977 ;  ; Ag ; AU ; 84 ; АЛЬБЕРТ ; 506 
 3663 ; Лот "мини-монет"  "Первые Леди": 4шт ; 1977 ;  ; Ag ; AU ; 39 ; rbcrf ; 1237 
 3664 ; Лот "мини-монет"  "Президенты": 4шт ; 1977 ;  ; Ag ; AU ; 121 ; АЛЬБЕРТ ; 539 
 3665 ; Лот "мини-монет"  "Первые Леди": 3шт ; 1977 ;  ; Ag ; AU ; 69 ; Figaro65 ; 850 
 3666 ; Лот монет Эстонии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2011 ;  ; Би/м,Cu/St,лат ; AU ; 45 ; djon.777 ; 249 
 3667 ; Лот монет Испании (5шт) ; 1975-1980 ;  ; Al/Br ; VF+/XF ; 4 ; ekzamen ; 33 
 3668 ; Лот монет Финляндии (10шт) ; 1963-1987 ;  ; Al/Br ; VF/VF-XF ; 9 ; krocsi ; 43 
 3669 ; Лот монет Финляндии (7шт) ; 1963-1969 ;  ; Cu ; VF/XF ; 11 ; krocsi ; 41 
 3670 ; Лот монет Финляндии (10шт) ; 1969-1977 ;  ; Al ; VF/VF+ ; 39 ; krocsi ; 44 
 3671 ; Лот монет Испании (3шт) ; 1957 ;  ; Cu-Ni ; VF/VF+ ; 17 ; ekzamen ; 18 
 3672 ; Лот монет Финляндии (7шт) ; 1963-1969 ;  ; Cu ; VF/VF+ ; 9 ; krocsi ; 30 
 3673 ; Лот монет Норвегии (8шт) ; 1975-1990 ;  ; Cu-Ni ; VF/VF+ ; 3 ; ekzamen ; 4 
 3574 ; 1/2 кроны. Великобритания ; 1746 ;  ; Ag ; VF- ; 53 ; Недорого ; 5474 
 3575 ; 500 лир. Италия ; 1966 ;  ; Ag ; AU ; 48 ; westof ; 492 
