 5839 ; Бона иностранная Сомали ;  ;  ;  ; AU ; 12 ; gdrg2 ; 58 
 5320 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 37 ; lelik13821 ; 81 
 5321 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 4 ; 4444 ; 53 
 5322 ; Лот бон 3 рубля, 5 шт. (Коншин) ; 1905 ;  ;  ;  ; 3 ; nov6362 ; 200 
 5323 ; Лот бон 3 рубля, 9 шт ; 1905 ;  ;  ;  ; 7 ; lelik13821 ; 489 
 5324 ; Лот бон 1 рубль, 2 шт. (Тимашов) ; 1898 ;  ;  ;  ; 43 ; sato ; 827 
 5325 ; 1 рубль ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 34 ; rvsru888 ; 666 
 5326 ; 1 рубль ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 39 ; majkl ; 651 
 5327 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 10 ; Семирек ; 102 
 5328 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 11 ; MG ; 120 
 5329 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 11 ; majkl ; 121 
 5330 ; Лот 1 рубль, 7 шт ; 1898 ;  ;  ;  ; 14 ; molodes ; 261 
 5331 ; 25 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 41 ; bagsy ; 1587 
 5332 ; 100 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 44 ; Ok203 ; 1110 
 5333 ; 10 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 50 ; Knight1972 ; 11500 
 5334 ; Лот деньги-марки 4 шт ;  ;  ;  ;  ; 11 ; Ok203 ; 224 
 5335 ; 10000 рублей ; 1919 ;  ;  ;  ; 17 ; bagsy ; 793 
 5336 ; Лот бон России 3 шт ;  ;  ;  ;  ; 27 ; ОВМ ; 838 
 5337 ; Лот бон 250 и 1000 рублей, 9 шт ; 1917 ;  ;  ;  ; 16 ; елец ; 466 
 5338 ; Лот бон России 5 шт ; 1918 ;  ;  ;  ; 26 ; pentagr ; 648 
 5339 ; Лот бон России 5 шт ; 1918 ;  ;  ;  ; 2 ; nov6362 ; 600 
 5340 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 32 ; இ ; 1121 
 5341 ; 5 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 57 ; Семирек ; 2313 
 5342 ; 5 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 24 ; இ ; 1224 
 5343 ; 10 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 39 ; இ ; 1224 
 5344 ; 10 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 40 ; ac ; 1134 
 5345 ; 25 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 35 ; dali ; 1417 
 5346 ; 25 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 22 ; Gyron ; 1022 
 5347 ; 50 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 29 ; dali ; 1940 
 5348 ; 50 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 25 ; yuvg ; 1326 
 5349 ; 100 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 25 ; vladzory ; 758 
 5350 ; 100 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 32 ; kansk ; 895 
 5351 ; 500 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 30 ; Carca^ss ; 3570 
 5352 ; 500 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 25 ; Gyron ; 4200 
 5353 ; 10 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 42 ; Gyron ; 708 
 5354 ; 10 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 42 ; serg07_67 ; 896 
 5355 ; 250 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 34 ; yuvg ; 2936 
 5356 ; 25 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 30 ; dali ; 1292 
 5357 ; 25 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 17 ; vladzory ; 714 
 5358 ; 100 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 25 ; vladzory ; 744 
 5359 ; 100 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 19 ; lsp25 ; 567 
 5360 ; 500 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 29 ; Семирек ; 3060 
 5361 ; 500 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 19 ; yuvg ; 1530 
 5362 ; 1000 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 29 ; Семирек ; 3501 
 5363 ; 3 рубля ; 1925 ; Гос.казначейские билеты СССР ;  ;  ; 33 ; VPV89 ; 3162 
 5364 ; 5 рублей ; 1925 ; Гос.казначейские билеты СССР ;  ;  ; 37 ; елец ; 2042 
 5066 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 5 ; я8844 ; 23 
 5067 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 5 ; я8844 ; 34 
 5068 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 51 ; НАМКРЫШ ; 367 
 5069 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 25 ; елец ; 408 
 5070 ; 500 рублей ; 1991 ; билет ;  ;  ; 15 ; ъхз ; 87 
 5071 ; 50 карбованцев ; 1918 ; Украина. Знак Державноi скарбницi ;  ;  ; 19 ; gdrg2 ; 130 
 5072 ; 50 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 40 ; Gyron ; 906 
 5073 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 21 ; нв1975 ; 340 
 5074 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 15 ; Aviator4 ; 153 
 5075 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 16 ; 333985 ; 658 
 5076 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 3 ; nov6362 ; 102 
 5077 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 14 ; bagsy ; 167 
 5078 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 95 ; _Владимир_ ; 252 
 5079 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 20 ; lelik13821 ; 201 
 5080 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; s interesom ; 453 
 5081 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 52 ; raboj ; 312 
 5082 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 59 ; raboj ; 429 
 5083 ; 1 рубль ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 34 ; ac ; 681 
 5084 ; 3 рубля ; 1925 ; Гос.казначейские билеты СССР ;  ;  ; 52 ; 333985 ; 2477 
 5085 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 55 ; raboj ; 431 
 5086 ; 3 рубля ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 24 ; yuvg ; 1956 
 5087 ; 5 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 39 ; yuvg ; 3000 
 5088 ; 10 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 13 ; ъхз ; 692 
 5089 ; 1 червонец ; 1926 ; Калманович, Горбунов. Билет ;  ;  ; 59 ; Carca^ss ; 3856 
 5090 ; 2 червонца ; 1928 ; Калманович, Горбунов. Билет ;  ;  ; 67 ; sts ; 3264 
 5091 ; Свидетельство крестьянского поз. Банка. 1000 рублей. (Образец) ; 1913 ;  ;  ;  ; 28 ; master_mt5 ; 10202 
 5092 ; 500 рублей. Облигация. ; 1946 ;  ;  ;  ; 13 ; yuri.gruzdev ; 1296 
 5093 ; Облигация военного займа. 50 рублей. ; 1916 ;  ;  ;  ; 18 ; Ustin ; 575 
 5094 ; Облигация военного займа. 1000 рублей. ; 1916 ;  ;  ;  ; 24 ; Ustin ; 886 
 5095 ; Лот бон (6шт.) ;  ;  ;  ;  ; 18 ; Rober ; 111 
 5096 ; Лот бон (7шт.) ;  ;  ;  ;  ; 8 ; maks169 ; 109 
 5097 ; Лот бон (8 шт.) ;  ;  ;  ;  ; 25 ; елец ; 134 
 5098 ; Лот бон (18 шт.) ;  ;  ;  ;  ; 18 ; dali ; 184 
 5099 ; Лот бон (20 шт.) ;  ;  ;  ;  ; 14 ; dali ; 233 
 5100 ; 10 рублей (87 шт.) ;  ;  ;  ;  ; 64 ; каРаЧун ; 2585 
 5300 ; 3 рубля ; 1898 ; Тимашев. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 29 ; Жигурда ; 12500 
 5301 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; Ok203 ; 487 
 5302 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 24 ; Ok203 ; 505 
 5303 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 31 ; vladzory ; 579 
 5304 ; Лот бон 100 рублей, 2 шт. (Коншин, Шипов) ; 1910 ;  ;  ;  ; 28 ; molodes ; 678 
 5305 ; Лот бон 100 рублей, 4 шт ; 1910 ;  ;  ;  ; 27 ; Maks87 ; 713 
 5306 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 50 ; елец ; 1326 
 5307 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 33 ; bagsy ; 407 
 5308 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 46 ; папашаГарпагон ; 453 
 5309 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 16 ; solder13 ; 220 
 5310 ; Лот бон 25 рублей, 3 шт ; 1909 ;  ;  ;  ; 27 ; КовалевС ; 1122 
 5311 ; Лот бон 25 рублей, 10 шт ; 1909 ;  ;  ;  ; 25 ; molodes ; 773 
 5312 ; Лот бон 10 рублей, 10 шт ; 1909 ;  ;  ;  ; 7 ; nov6362 ; 306 
 5313 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 12 ; majkl ; 104 
 5314 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 4 ; Новик ; 26 
 5016 ; 100 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 145 ; Gyron ; 1020 
 5017 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 9 ; 333985 ; 72 
 5018 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 16 ; 333985 ; 99 
 5019 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; dali ; 99 
 5020 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; голдберг ; 60 
 5021 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 10 ; dali ; 155 
 5022 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; акто_то ; 138 
 5023 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 16 ; голдберг ; 50 
 5024 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; mars6307 ; 65 
 5025 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 10 ; Rustiano ; 40 
 5026 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; я8844 ; 24 
 5027 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 10 ; я8844 ; 21 
 5028 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; я8844 ; 23 
 5029 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; я8844 ; 22 
 5030 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; Knight1972 ; 330 
 5031 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 45 ; Zorro ; 132 
 5032 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 15 ; 333985 ; 107 
 5033 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; bagsy ; 102 
 5034 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 27 ; bagsy ; 101 
 5035 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; mars6307 ; 80 
 5036 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 26 ; голдберг ; 50 
 5037 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; Rustiano ; 331 
 5038 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; mars6307 ; 303 
 5039 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 16 ; SIBPROPILOT ; 204 
 5040 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; dali ; 337 
 5041 ; 50 копеек ; 1923 ; Денежные знаки (с рисунком монеты) ;  ;  ; 19 ; yuvg ; 1181 
 5042 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 33 ; lsp25 ; 125 
 5043 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 24 ; Gyron ; 219 
 5044 ; 50 копеек. Юденич. ; 1919 ;  ;  ;  ; 29 ; flutter ; 906 
 5045 ; 50 копеек ; 1919 ;  ;  ;  ; 21 ; Ok203 ; 619 
 5046 ; 100 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 89 ; Gyron ; 332 
 5047 ; 250 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 9 ; ac ; 120 
 5048 ; 1 рубль ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 29 ; yuvg ; 1018 
 5049 ; 1 рубль ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 92 ; yuvg ; 1029 
 5050 ; 1 рубль ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 95 ; нв1975 ; 999 
 5051 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 26 ; Zorro ; 300 
 5052 ; 10 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 21 ; 47154 ; 187 
 5053 ; 25 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 29 ; maks169 ; 1200 
 5054 ; 25 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 37 ; dmivanych ; 1247 
 5055 ; 50 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 31 ; Aviator4 ; 172 
 5056 ; 1 рубль ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 27 ; сортам70 ; 183 
 5057 ; 1 рубль ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 5 ; сортам70 ; 61 
 5058 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 6 ; я8844 ; 21 
 5059 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 9 ; я8844 ; 26 
 5060 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 13 ; Глеб ; 40 
 5061 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; я8844 ; 34 
 5062 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 32 ; Bacek ; 45 
 5063 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 26 ; я8844 ; 41 
 5064 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; dali ; 50 
 5065 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; vladzory ; 330 
 4023 ; Лот монет Австралии, Канады (9шт) ;  ;  ; Cu-Ni,Br ; VF/VF+ ; 13 ; SKeeper ; 79 
 4024 ; Лот монет Финляндии (4шт): 20 марок ; 1953-1962 ;  ; ж/м ; VF+/XF ; 21 ; zx123 ; 510 
 4025 ; Лот монет Югославии: 22шт ;  ;  ; Лат,Cu-Ni ; VF-XF ; 28 ; елец ; 216 
 4026 ; Лот монет США: 10шт ;  ;  ; Br ; VG/F-VF ; 26 ; кируш ; 163 
 4027 ; Лот монет Востока (27шт) ;  ;  ; Cu-Ni,Al/Br,Al ; F/VF ; 25 ; елец ; 363 
 4028 ; Лот монет Тайланда, Уругвай, Мальты (6шт) ;  ;  ; Cu-Ni,Би/м,ж/м ; VF-XF ; 12 ; Александ98 ; 79 
 4029 ; Лот монет Африкик, Востока (8шт) ;  ;  ; Br,Al/Br,Сu-Ni ; F/VF+ ; 62 ; YAV71 ; 468 
 4030 ; Лот монет Болгарии: 1,2,5,10,20,50 стотинок, 1 лев (7шт) ; 1999-2002 ;  ; Би/мЛатCu-Ni ; AU ; 9 ; л842 ; 150 
 4031 ; Лот монет иностранных и жетонов: 24шт ;  ;  ; Cu-Ni,Лат,Al/Br ; VF/AU ; 14 ; елец ; 185 
 4032 ; Лот монет мира (12шт) ;  ;  ; Cu-Ni,Al/Br ; VF/XF ; 31 ; YAV71 ; 431 
 4033 ; Лот монет Дании (7шт) ;  ;  ; Br ; VF+ ; 6 ; SKeeper ; 28 
 4034 ; Лот монет Гернси: 6шт ;  ;  ; Br, лат,Cu-Ni ; XF ; 37 ; DaMon15 ; 377 
 4035 ; Лот монет мира: 12шт ;  ;  ; Cu-Ni,Br,Лат ; F+/VF- ; 30 ; nona ; 370 
 4036 ; Лот монет США (30шт) ;  ;  ; Br ; VF/VF+ ; 60 ; кируш ; 261 
 4037 ; Лот монет Корея, Фолклендские острова, Бермуды. Алжир, Бахрейн, Катар и Дубаи, Барбадос, Карибские острова, Саудовская Аравия: 10шт ;  ;  ; Cu-Ni,Br ; VF/XF+ ; 52 ; banks ; 465 
 4038 ; Лот монет Монголии: 28шт ;  ;  ; Cu-Ni,Al ; VF/XF ; 54 ; кент ; 1145 
 4039 ; Лот монет Монголии: 16шт ;  ;  ; Cu-Ni,Al ; VF/XF ; 20 ; Tche ; 332 
 4040 ; Лот монет Ирландии, Палестины, Великобритании, Нидерландов: 6шт ;  ;  ; Cu-Ni,Br,Ag ; F/VF ; 52 ; Инструктор ; 887 
 4041 ; Лот монет иностранных: 16шт ;  ;  ; Al,Al/Br,Br ; F/VF-XF ; 29 ; nfandeev ; 146 
 4042 ; Лот монет мира: 10шт ;  ;  ; Cu-Ni,Br,Лат ; F-VF/XF ; 35 ; aziya11 ; 228 
 4043 ; Лот евромонет: 8шт ;  ;  ; Cu/St,Лат,Би/м ; XF/AU ; 18 ; Rusik ; 167 
 4044 ; Лот монет ЮАР, Марокко (26шт) ;  ;  ; Cu-Ni,Al/BrBrжм ; VF/XF ; 21 ; елец ; 285 
 4045 ; Лот монет Канады (30шт) ;  ;  ; Br,St/Br ; VF+/XF ; 9 ; bcg ; 67 
 4046 ; Лот монет Финляндии, Исландии (32шт) ;  ;  ; Cu-Ni,Al/Br,Al ; VF/VF+ ; 23 ; bliznetz ; 136 
 4047 ; Лот монет Монголии, Непала, Индии:12шт ;  ;  ; Al/Br,Cu-Ni ; F-VF/VF+ ; 71 ; кент ; 1546 
 4048 ; Лот монет Франции, Португалии, Чехословакии, Ватикана, Бразилии, Французкой Африки (7шт) ;  ;  ; Br,Al/Br,Сu-Ni ; F+/XF ; 43 ; Недорого ; 612 
 4049 ; Лот монет иностранных + жетоны: 30шт ;  ;  ; Cu-Ni,Лат ; VF/XF ; 38 ; елец ; 357 
 4050 ; Лот монет Финляндии: 11шт ;  ;  ; Fe ; VF-XF ; 16 ; bliznetz ; 101 
 4051 ; Лот монет Монголии: 20шт ;  ;  ; Cu-Ni,Al ; VF-XF/XF ; 49 ; Tche ; 770 
