 5840 ; Акция. США ; 1975 ;  ;  ;  ; 18 ; инкогнито ; 408 
 5353 ; 20 марок золотом ; 1898 ; Финляндия билет ;  ;  ; 30 ; скорпион_48 ; 3088 
 5354 ; 2 гривни ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ;  ; 40 ; nikfed ; 107 
 5355 ; Лот бон 2 шт. 50 и 250 рублей ; 1918,1919 ;  ;  ;  ; 42 ; кузнец ; 448 
 5070 ; 25 рублей ; 1919 ;  ;  ;  ; 21 ; инкогнито ; 304 
 5071 ; 25 рублей ; 1919 ;  ;  ;  ; 57 ; инкогнито ; 816 
 5072 ; 25 рублей ; 1919 ;  ;  ;  ; 31 ; инкогнито ; 793 
 5073 ; 25 рублей ; 1919 ;  ;  ;  ; 33 ; инкогнито ; 510 
 5074 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 24 ; Рыцарь ; 104 
 5075 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 27 ; инкогнито ; 804 
 5076 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 39 ; molodes ; 502 
 5077 ; 100000 рублей ; 1995 ; банкнота ;  ;  ; 35 ; Ferros ; 850 
 5078 ; 50000 рублей ; 1993 ; банкнота ;  ;  ; 31 ; Алек ; 1790 
 5079 ; 1000 рублей ; 1997 ; банкнота ;  ;  ; 48 ; Рыцарь ; 1212 
 5080 ; 1 рубль ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 33 ; serg07_67 ; 607 
 5081 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 13 ; bonist-3A ; 192 
 5082 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 25 ; инкогнито ; 100 
 5083 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 22 ; cr2952 ; 102 
 5084 ; 5 копеек ;  ; Разменные знаки и кредитные билеты Времен.правит.Дальнего Востока ;  ;  ; 15 ; bon15041980 ; 607 
 5085 ; 10 копеек ;  ; Разменные знаки и кредитные билеты Времен.правит.Дальнего Востока ;  ;  ; 23 ; g.s.g ; 567 
 5086 ; 30 копеек ;  ; Разменные знаки и кредитные билеты Времен.правит.Дальнего Востока ;  ;  ; 15 ; инкогнито ; 713 
 5087 ; 10 рублей ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 34 ; инкогнито ; 1479 
 5088 ; 5 рублей ; 1920 ; Денежный знак Дальне-Восточной республикиДенежный знак Дальне-Восточной республики ;  ;  ; 19 ; инкогнито ; 918 
 5089 ; 25 рублей ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 24 ; lvd ; 1581 
 5090 ; 50 рублей ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 29 ; lvd ; 2038 
 5091 ; 1 рубль ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 24 ; xladon ; 1224 
 5092 ; 3 рубля ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 35 ; xladon ; 1326 
 5093 ; 1 рубль ; 1920 ;  ;  ;  ; 23 ; altunin ; 1001 
 5094 ; 250 рублей ; 1920 ;  ;  ;  ; 26 ; инкогнито ; 1561 
 5095 ; 1 рубль. Русско-Азиатский банк ; 1919 ;  ;  ;  ; 23 ; Vb[fksx ; 2040 
 5096 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 48 ; АЛТАЙ ; 1007 
 5097 ; 10000 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 51 ; Fliege1 ; 16001 
 5098 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 26 ; bavarov008 ; 300 
 5099 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 25 ; 333985 ; 400 
 5100 ; 25 рублей ; 1915 ; Билеты государственного казначейства ;  ;  ; 15 ; Ритм ; 702 
 5101 ; 50 рублей ; 1914 ; Билеты государственного казначейства ;  ;  ; 23 ; Ритм ; 552 
 5102 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 8 ; я8844 ; 46 
 5103 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 6 ; я8844 ; 46 
 5104 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 14 ; я8844 ; 57 
 5105 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 7 ; я8844 ; 46 
 5106 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 16 ; bavarov008 ; 66 
 5107 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 9 ; я8844 ; 57 
 5108 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 14 ; bavarov008 ; 123 
 5109 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 10 ; bavarov008 ; 72 
 5110 ; 1,5,10 рублей (6шт.) ; 1961 ;  ;  ; XF/AU ; 10 ; cr2952 ; 161 
 5111 ; 5 рублей (10шт) ; 1909 ;  ;  ; XF/AU ; 23 ; газета ; 336 
 5112 ; 1 червонец (10шт.) ; 1937 ;  ;  ;  ; 22 ; сортам70 ; 1300 
 5113 ; 1 червонец (10 шт.) ; 1937 ;  ;  ;  ; 21 ; kop ; 1311 
 5114 ; 3 червонца (6шт.) ; 1937 ;  ;  ;  ; 30 ; alex241 ; 1157 
 5301 ; 100 рублей ; 1898 ; Коншин 1910 г. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 26 ; Gorood ; 1007 
 5302 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 25 ; max2008 ; 453 
 5303 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 29 ; Vitaly26 ; 318 
 5304 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 13 ; nils5 ; 1632 
 5305 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; НЗ ; 57 
 5020 ; Билет МММ ;  ;  ;  ;  ; 21 ; bon15041980 ; 201 
 5021 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 6 ; Kub ; 50 
 5022 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 23 ; swydeger ; 153 
 5023 ; 100 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 20 ; Опятор ; 114 
 5024 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 6 ; я8844 ; 34 
 5025 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 18 ; seaexpo ; 62 
 5026 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 16 ; swydeger ; 102 
 5027 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 11 ; Дядя Боб ; 50 
 5028 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 8 ; Дядя Боб ; 50 
 5029 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 7 ; bonipari ; 50 
 5030 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 8 ; scout ; 72 
 5031 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 14 ; GERo ; 62 
 5032 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 7 ; я8844 ; 46 
 5033 ; 1000 рублей ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 12 ; RusScat ; 620 
 5034 ; 200 рублей ; 1919 ;  ;  ;  ; 17 ; газета ; 640 
 5035 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 28 ; я8844 ; 123 
 5036 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 12 ; cr2952 ; 153 
 5037 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 9 ; cr2952 ; 123 
 5038 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; scout ; 261 
 5039 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; кузнец ; 261 
 5040 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; тикси3 ; 254 
 5041 ; 1 рубль ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 23 ; nils5 ; 867 
 5042 ; 1 рубль ;  ;  ;  ;  ; 15 ; master_mt5 ; 793 
 5043 ; 2 рубля ;  ;  ;  ;  ; 9 ; master_mt5 ; 793 
 5044 ; 5 рублей ;  ;  ;  ;  ; 12 ; master_mt5 ; 1134 
 5045 ; 1 марка ; 1918 ;  ;  ;  ; 9 ; 4758 ; 53 
 5046 ; 5 копеек ; 1989 ;  ;  ;  ; 26 ; val211 ; 87 
 5047 ; 10 копеек ; 1989 ;  ;  ;  ; 17 ; val211 ; 87 
 5048 ; 50 копеек ; 1989 ;  ;  ;  ; 18 ; кве ; 89 
 5049 ; 1 рубль ; 1989 ;  ;  ;  ; 18 ; кве ; 93 
 5050 ; 1 марка ; 1919 ; Эстония ;  ;  ; 48 ; bva150979 ; 306 
 5051 ; 10 лат ; 1940 ; Латвия ;  ;  ; 15 ; val211 ; 347 
 5052 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 16 ; сортам70 ; 135 
 5053 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 33 ; инкогнито ; 254 
 5054 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 11 ; yunonik ; 152 
 5055 ; 3 червонца ; 1937 ; Билет ;  ;  ; 15 ; scout ; 203 
 5056 ; 3 червонца ; 1937 ; Билет ;  ;  ; 37 ; инкогнито ; 612 
 5057 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 24 ; Oleht ; 200 
 5058 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 6 ; Ксения ; 50 
 5059 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; val211 ; 51 
 5060 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; Ксения ; 50 
 5061 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 22 ; jugla ; 255 
 5062 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 25 ; инкогнито ; 273 
 5063 ; 5 рублей. Юденич ; 1919 ;  ;  ;  ; 19 ; инкогнито ; 895 
 5064 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 27 ; инкогнито ; 120 
 5065 ; 10 рублей. Юденич. ; 1919 ;  ;  ;  ; 18 ; ZIMOGOR ; 918 
 5066 ; 50 рублей ; 1919 ;  ;  ;  ; 23 ; solder13 ; 521 
 5067 ; 50 рублей ; 1919 ;  ;  ;  ; 46 ; инкогнито ; 567 
 5068 ; 50 рублей ; 1919 ;  ;  ;  ; 55 ; кве ; 533 
 5069 ; 50 рублей ; 1919 ;  ;  ;  ; 20 ; инкогнито ; 357 
 3930 ; Лот монет Барбадоса (4шт): 1 цент ; 1981-2004 ;  ; Cu/St ; VF/XF ; 15 ; Диман13 ; 37 
 3931 ; Лот монет Словакии (3шт): 20,50 хелеров, 1 крона ; 1995-2005 ;  ; Лат,Al,Cu/St ; XF+ ; 17 ; Mahfey ; 35 
 3932 ; Лот монет Словении (3шт): 2,1 толар ; 1993-1997 ;  ; Лат ; VF+/XF ; 20 ; Maksss163 ; 32 
 3933 ; Лот монет Португалии (4шт): 100,10 эскудо, 10 сентаво ; 1966-1991 ;  ; Би/м,Al/Br ; VF/VF+ ; 16 ; Mahfey ; 39 
 3934 ; Лот монет Швейцарии (5шт): 20 раппен ; 1962-1965 ;  ; Cu/Ni ; VF/VF+ ; 27 ; AlexAlex ; 59 
 3935 ; Лот монет Индии (4шт): 1 рупия ; 1994-2003 ;  ; Cu/Ni ; VF/XF ; 10 ; Maksss163 ; 32 
 3936 ; Лот монет Австрии (2шт): 2 короны ; 1912,1913 ;  ; Ag ; XF- ; 32 ; dmit24 ; 772 
 3937 ; Лот монет Восточных Карибов (4шт): 2 цента ; 1984-2004 ;  ; Al ; VF/XF ; 19 ; Диман13 ; 38 
 3938 ; Лот монет Бельгии (4шт): 1 франк ; 1958-1991 ;  ; Cu/Ni ; VF/XF ; 11 ; Maksss163 ; 28 
 3939 ; Лот монет США (3шт): 1/4 доллара ; 1980-1994 ;  ; Cu/Ni ; VF-XF ; 23 ; Рыцарь ; 42 
 3940 ; Лот монет иностранных: 8шт ;  ;  ; Cu-Ni,Би/м ; F-VF/XF ; 11 ; Mike! ; 69 
 3941 ; Лот монет Фолклендских о-в (8шт) ; 1998-2011 ;  ; Би/м,Cu/Ni ; AU ; 35 ; Jeff ; 510 
 3942 ; Лот монет Замбии (4шт) ; 2012 ;  ; Лат,St ; AU ; 28 ; kornum ; 122 
 3943 ; Лот монет Бурундии (4шт) ; 1980,2003 ;  ; Al ; XF ; 13 ; ag58 ; 101 
 3944 ; Лот монет Румынии (3шт) ; 2000,2002,2004 ;  ; Al ; AU ; 14 ; kornum ; 62 
 3945 ; Лот монет Гернси (8шт) ; 1992-2011 ;  ; Би/м,Cu/Ni,Лат ; AU ; 21 ; hasa18 ; 431 
 3946 ; Лот монет Бирмы (5шт) ;  ;  ; Al ; VF/XF ; 35 ; Диман13 ; 100 
 3947 ; Лот монет Эстонии (7шт) ; 1992-2006 ;  ; Cu/Ni,Лат ; XF/AU ; 11 ; cotangens ; 48 
 3948 ; Лот монет Косты Рики (6шт) ; 1976-1993 ;  ; Cu/Ni ; VF+/XF+ ; 13 ; cotangens ; 114 
 3949 ; Лот монет Индии (5шт) ; 1966-1987 ;  ; Cu/Ni,Al ; VF/XF ; 9 ; karl ; 59 
 3950 ; Лот монет Сан Томе и Принсипе (5шт) ; 1997 ;  ; Cu/Ni ; XF/AU ; 46 ; кве ; 275 
 3951 ; Лот монет Эфиопии (5шт) ;  ;  ; Лат,Cu/Ni ; AU ; 22 ; Волк33 ; 161 
 3952 ; Лот монет Болгарии (7шт) ; 1992 ;  ; Cu/Ni,Лат ; XF+/AU ; 15 ; ag58 ; 111 
 3953 ; Лот монет Бразилии (8шт) ; 1986-1988 ;  ; St ; XF/AU ; 33 ; 220W ; 227 
 3954 ; Лот монет Уганды (5шт) ; 2004 ;  ; St ; XF/AU ; 28 ; kornum ; 140 
 3955 ; Лот монет Бахрейна (5шт) ; 2009-2011 ;  ; Би/мЛат,Cu/Ni ; AU ; 21 ; hasa18 ; 211 
 3956 ; Лот монет Ирана (7шт) ;  ;  ; Cu/Ni,Лат ; AU ; 29 ; Slava O ; 275 
 3957 ; Лот монет Иордании (5шт) ; 21в ;  ; Би/м,Cu/Ni,Cu ; AU ; 47 ; hasa18 ; 200 
 3958 ; Лот монет Нигерии (3шт) ; 2006 ;  ; Би/м,Cu/Ni ; XF+ ; 38 ; hasa18 ; 136 
 3959 ; Лот монет Ирака (3шт) ; 21в ;  ; Cu/Ni,Cu,Лат ; AU ; 45 ; ag58 ; 78 
 3960 ; Лот монет Украины (5шт): 1 гривна ; 2001-2012 ;  ; Лат ; AU ; 21 ; kornum ; 143 
 5001 ; 1 копейка ; 1915 ; Деньги-марки ;  ;  ; 32 ; puhetv ; 328 
 5002 ; 2 копейки ; 1915 ; Деньги-марки ;  ;  ; 24 ; temichek ; 340 
 5003 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 15 ; Vitaly26 ; 51 
 5004 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 15 ; Vitaly26 ; 60 
 5005 ; 20 копеек ; 1915 ; Деньги-марки ;  ;  ; 17 ; nils5 ; 114 
 5006 ; 10 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 20 ; nils5 ; 714 
 5007 ; 20 рублей ;  ; Денежные знаки ;  ;  ; 7 ; газета ; 68 
 5008 ; 40 рублей ;  ; Денежные знаки ;  ;  ; 11 ; vesta78 ; 72 
 5009 ; 15 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 63 ; market_spb ; 351 
 5010 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 7 ; andreyM ; 101 
 5011 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 7 ; andreyM ; 101 
 5012 ; 500 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 6 ; jlo ; 101 
 5013 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 7 ; andreyM ; 101 
 5014 ; купон (образец) ; 1919 ;  ;  ;  ; 5 ; bonipari ; 50 
 5015 ; 100 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 14 ; sedoy66 ; 184 
 5016 ; 2 копейки. Елгава ; 1915 ;  ;  ;  ; 13 ; Соколов ; 1500 
 5017 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 13 ; сортам70 ; 140 
 5018 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 17 ; cr2952 ; 153 
 5019 ; Билет МММ ;  ;  ;  ;  ; 50 ; Starushka ; 153 
 3880 ; Набор монет Германии: 2,1 евро, 50,20,10,5,2,1 евроцент (8шт). Буклет ; 2002J ;  ; Би/м,лат,Cu/St ; AU ; 9 ; boroda ; 278 
 3881 ; 1/2 доллара. США. Иммигрант. В конверте, с маркой ; 1986 ;  ; Cu-Ni ; AU ; 41 ; Ксения ; 398 
 3882 ; Лот монет Швеции, Норвегии: 30шт ;  ;  ; Cu-Ni ; VF/XF ; 25 ; Mahfey ; 119 
 3883 ; Набор монет Канады (6шт): 1 доллар, 50,25,10,5,1 цент. Упаковка ; 1972 ;  ; Cu/Ni,Br ; AU ; 13 ; KNK ; 261 
 3884 ; Лот монет США: 1 цент (100шт) ;  ;  ; Br ; VF/XF ; 31 ; Mahfey ; 220 
 3885 ; Лот монет ФРГ: 1 пфенниг (100шт) ;  ;  ; Br ; VF-XF/XF ; 26 ; 06031983 ; 199 
 3886 ; Лот монет Чехословакии: 50шт ;  ;  ; Al/Br,Al,Cu-Ni ; F-VF/VF+ ; 32 ; Mahfey ; 337 
 3887 ; Лот монет Великобритании: 1 пенни (50шт) ;  ;  ; Br ; VF/XF ; 15 ; Mahfey ; 161 
 3888 ; Лот монет Болгарии: 30шт ;  ;  ; Al/Br ; VF/XF ; 15 ; Mahfey ; 102 
 3889 ; Лот монет Дании: 10 эре (101шт) ;  ;  ; Cu-Ni ; VF/VF-XF ; 22 ; Mahfey ; 407 
 3890 ; Лот монет Германии: 10шт ;  ;  ; Cu ; F/F-VF ; 12 ; Mahfey ; 104 
 3891 ; Лот монет Австралии (4шт): 20 центов ; 1966-1982 ;  ; Cu/Ni ; VF/VF+ ; 13 ; Mahfey ; 36 
 3892 ; Лот монет Исландии: 5шт ;  ;  ; Al,Cu-Ni,Лат ; VF/XF ; 31 ; wladico ; 95 
 3893 ; Лот монет Франции: 10,5 сантимов (25шт) ;  ;  ; Al/Br ; F-VF/XF ; 11 ; Mahfey ; 89 
 3894 ; Лот монет Африки (5шт) ; 1972-2013 ;  ; Cu-Ni, ж/м ; XF/AU ; 25 ; kornum ; 242 
 3895 ; Лот монет Египта (7шт) ;  ;  ; Al, Cu-Ni, ж/м ; VF/XF ; 16 ; aziya11 ; 59 
 3896 ; Лот монет Азии (7шт) ; 20 век ;  ; Б/м, ж/м ; XF/AU ; 29 ; t_v_v ; 95 
 3897 ; Лот жетонов Shell (полеты человека): 3шт ;  ;  ; Ж/м ; VF-XF ; 10 ; kimaa ; 114 
 3898 ; Лот иностранных монет (30шт) ;  ;  ; Cu/Ni,Cu,Al/Br ; VF/XF ; 51 ; wladico ; 169 
 3899 ; Лот монет Великобритании: 2 шиллинга (7шт). Разные ; 1948-1967 ;  ; Cu-Ni ; VF-/VF ; 17 ; wladico ; 104 
 3900 ; Лот монет Великобритании (6шт): 1 шиллинг ; 1948-1963 ;  ; Cu/Ni ; VF-/VF ; 22 ; karl ; 124 
 3901 ; Лот монет Востока (10шт) ;  ;  ; Cu ; F-/F ; 17 ; aziya11 ; 204 
 3902 ; Лот монет Германия. Нотгельд (10шт) ; 1917-1919 ;  ; Zn,Fe ; F-VF ; 11 ; aziya11 ; 915 
 3903 ; Лот монет Великобритании (4шт): 6 пенсов ; 1948-1964 ;  ; Cu/Ni ; VF-/VF ; 15 ; Mahfey ; 35 
 3904 ; Лот монет Германия. Нотгельд (10шт) ; 1917-1919 ;  ; Zn,Fe ; F-VF ; 23 ; aziya11 ; 913 
 3905 ; Лот монет Ирана (7шт): 5,100,250,500,1000,2000,5000 риал ; 21в ;  ; Cu/Ni,Лат ; AU ; 49 ; Slava O ; 312 
 3906 ; Лот монет Австралии (6шт): 1,1/2 пенни, 1 цент ; 1938-1977 ;  ; Br ; VF/XF ; 19 ; t_v_v ; 92 
 3907 ; Лот монет Острова Мен (7шт) ; 1975-2001 ;  ; Cu/Ni,Br ; VF/XF ; 29 ; kornum ; 371 
 3908 ; Лот монет Мальты: 9шт. Разные ;  ;  ; Br,Cu-Ni,Al ; VF/XF ; 37 ; kornum ; 239 
 3909 ; Лот монет Великобритании: 1 пенни (5шт). Разные. На одной монете отверстие ; 1902-1967 ;  ; Br ; F/VF ; 20 ; Рыцарь ; 34 
 3910 ; Лот монет Дании: 27шт ;  ;  ; Br ; VF/XF ; 15 ; Mahfey ; 128 
 3911 ; Лот монет Каймановых о-в (3шт) ; 1990-2005 ;  ; Cu/Ni ; XF-/XF+ ; 54 ; t_v_v ; 93 
 3912 ; Лот монет Норвегии: 18шт ; 1927-1976 ;  ; Cu-Ni,Br ; VF/XF- ; 13 ; Mahfey ; 115 
 3913 ; Лот монет Германии (6шт) ; 17-20вв ;  ; Al, Ag?, ж/м ; G/VF+ ; 15 ; Emv ; 138 
 3914 ; Лот монет Азии (7шт) ; 20 в ;  ;  ; VF/XF ; 17 ; wladico ; 75 
