 3299 ; Бона иностранная ;  ;  ;  ;  ; 16 ; and000 ; 43 
 3033 ; 1 червонец ; 1937 ; Билет  ;  ;  ; 20 ; natallli ; 125 
 3034 ; 1 червонец ; 1937 ; Билет  ;  ;  ; 13 ; Grisha7 ; 206 
 3035 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 18 ;  ;  ; 29 ; Coins911 ; 82 
 3036 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 18 ;  ;  ; 50 ; elac ; 77 
 3037 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 18 ;  ;  ; 47 ; Coins911 ; 55 
 3038 ; 10 рублей. Одесса ; 1917 ;  ;  ;  ; 19 ; gelind ; 95 
 3039 ; 10 рублей. Одесса ; 1917 ;  ;  ;  ; 44 ; loyig ; 215 
 3040 ; 50 рублей. Житомир ; 1919 ;  ;  ;  ; 47 ; joy ; 800 
 3041 ; 75 рублей. Житомир ; 1919 ;  ;  ;  ; 63 ; joy ; 1004 
 3042 ; 100 рублей. Житомир ; 1919 ;  ;  ;  ; 56 ; joy ; 1025 
 3043 ; 3 карбованца. Житомир ; 1918 ;  ;  ;  ; 19 ; Copirchik ; 384 
 3044 ; 3 червонца ; 1937 ; Билет  ;  ;  ; 34 ; Grisha7 ; 224 
 3045 ; 100 карбованцев ; 1918 ; Украина Знак Державноi скарбиц ;  ;  ; 23 ; Copirchik ; 443 
 3046 ; 100 карбованцев ; 1918 ; Украина Знак Державноi скарбиц ;  ;  ; 10 ; Захар ; 465 
 3047 ; 5 червонцев ; 1937 ; Билет  ;  ;  ; 17 ; skir ; 177 
 3048 ; 5 червонцев ; 1937 ; Билет  ;  ;  ; 25 ; мирон ; 250 
 2705 ; 5 пенни. Финляндия ; 1987 ;  ; Al ; AU ; 11 ; surf2k5 ; 24 
 2706 ; 5 пенни. Финляндия ; 1988 ;  ; Al ; AU ; 13 ; avg1974 ; 24 
 2707 ; 5 пенни. Финляндия ; 1989 ;  ; Al ; AU ; 32 ; СВл ; 408 
 2708 ; 5 пенни. Финляндия ; 1990 ;  ; Al ; AU ; 53 ; СВл ; 188 
 2709 ; 1 пеннни. Финляндия ; 1919 ;  ; Cu ; AU ; 27 ; В1951 ; 72 
 2710 ; 1 пеннни. Финляндия ; 1920 ;  ; Cu ; AU ; 9 ; rizovtpl ; 46 
 2711 ; 1 пеннни. Финляндия ; 1922 ;  ; Cu ; AU ; 5 ; rizovtpl ; 34 
 2712 ; 1 пеннни. Финляндия ; 1923 ;  ; Cu ; AU ; 43 ; melaffon ; 156 
 2713 ; 1 пеннни. Финляндия ; 1924 ;  ; Cu ; AU ; 17 ; den_ff ; 57 
 2714 ; 1 пеннни. Финляндия ; 1963 ;  ; Cu ; AU ; 5 ; koponen ; 24 
 2715 ; 1 пеннни. Финляндия ; 1964 ;  ; Cu ; AU ; 13 ; den_ff ; 41 
 2716 ; 1 пеннни. Финляндия ; 1965 ;  ; Cu ; AU ; 9 ; avg1974 ; 25 
 2717 ; 1 пеннни. Финляндия ; 1966 ;  ; Cu ; AU ; 18 ; rizovtpl ; 26 
 2718 ; 1 пеннни. Финляндия ; 1967 ;  ; Cu ; AU ; 3 ; avg1974 ; 21 
 2719 ; 1 пеннни. Финляндия ; 1968 ;  ; Cu ; AU ; 12 ; melaffon ; 46 
 2720 ; 1 пеннни. Финляндия ; 1969 ;  ; Cu ; AU ; 5 ; avg1974 ; 24 
 2721 ; 1 пеннни. Финляндия ; 1969 ;  ; Al ; AU ; 8 ; avg1974 ; 23 
 2722 ; 1 пеннни. Финляндия ; 1970 ;  ; Al ; AU ; 18 ; rizovtpl ; 26 
 2723 ; 1 пеннни. Финляндия ; 1971 ;  ; Al ; AU ; 14 ; surf2k5 ; 22 
 2724 ; 1 пеннни. Финляндия ; 1972 ;  ; Al ; AU ; 9 ; koponen ; 36 
 2725 ; 1 пеннни. Финляндия ; 1973 ;  ; Al ; AU ; 25 ; den_ff ; 36 
 2726 ; 1 пеннни. Финляндия ; 1974 ;  ; Al ; AU ; 13 ; rizovtpl ; 26 
 2727 ; 1 пеннни. Финляндия ; 1975 ;  ; Al ; UNC/AU ; 15 ; Dimm ; 32 
 2728 ; 1 пеннни. Финляндия ; 1976 ;  ; Al ; AU ; 11 ; solder13 ; 24 
 2729 ; 1 пеннни. Финляндия ; 1977 ;  ; Al ; AU ; 15 ; solder13 ; 24 
 2730 ; 1 пеннни. Финляндия ; 1978 ;  ; Al ; AU ; 17 ; RVK ; 36 
 2731 ; 1 пеннни. Финляндия ; 1979 ;  ; Al ; AU ; 57 ; СВл ; 99 
 2732 ; 2 кроны. Швеция ; 1878 ;  ; Ag ; VF+ ; 47 ; erfahren ; 363 
 2733 ; 2 кроны. Швеция ; 1940 ;  ; Ag ; AU ; 38 ; rizovtpl ; 379 
 2734 ; 1 крона. Швеция ; 1946 ;  ; Ag ; AU ; 52 ; erfahren ; 357 
 2735 ; 25 эре. Швеция ; 1914 ;  ; Ag ; VF+ ; 32 ; Grod ; 53 
 2736 ; 25 эре. Швеция ; 1943 ;  ; Ag ; XF- ; 38 ; melaffon ; 47 
 2737 ; 25 эре. Швеция ; 1944 ;  ; Ag ; XF- ; 15 ; rbcrf ; 41 
 2738 ; 25 эре. Швеция ; 1947 ;  ; Ag ; XF ; 16 ; Grod ; 31 
 2739 ; 25 эре. Швеция ; 1950 ;  ; Ag ; XF+ ; 14 ; surf2k5 ; 26 
 2740 ; 25 эре. Швеция ; 1953 ;  ; Ag ; XF ; 13 ; surf2k5 ; 41 
 2741 ; 25 эре. Швеция ; 1954 ;  ; Ag ; VF-XF ; 20 ; dnm ; 72 
 2742 ; 25 эре. Швеция ; 1955 ;  ; Ag ; VF-XF ; 13 ; surf2k5 ; 43 
 2743 ; 25 эре. Швеция ; 1957 ;  ; Ag ; VF-XF ; 11 ; surf2k5 ; 30 
 2744 ; Лот монет Великобритании: 1/2 пенни, 1 пенни (4шт) ; 1913-1964гг ;  ; Br ; VF-/VF+ ; 38 ; Grod ; 104 
 2745 ; Лот монет Канады: 10 центов (10шт) ; 1904-1968 ;  ; Ag ; F-VF/VF+ ; 43 ; jef688 ; 255 
 2746 ; Лот монет США: 1 дайм (10шт) ; 1917-1945 ;  ; Ag ; VF- ; 63 ; Niks ; 465 
 2747 ; Лот монет США: 1/4 доллара (11шт) ; 1934-1957 ;  ; Ag ; F+/VF ; 58 ; jef688 ; 658 
 2748 ; Набор монет Сан-Марино: 1,2,5,10,20,100,500 лир (8шт) в коробке с сертификатом подлинности. Упаковка ; 1973 ;  ; Ag,Al/Br,S ; AU ; 68 ; Mike! ; 534 
 2749 ; Набор монет США (5 шт с голограммой): 1/4 доллара. Миссисипи,Теннесси, Индиана, Луизиана, Огайо. (в коробке с сертификатом) ; 2002 ;  ; Cu/Ni ; AU ; 60 ; Исаак-Б ; 532 
 2750 ; "Набор монет Кубы ""Сохраним живую природу"": 1 песо. Крокодил, попугай, игуана. (3шт). Упаковка" ; 1985 ;  ; Cu/Ni ; UNC ; 80 ; igor_r65 ; 309 
 2751 ; Набор монет Ватикана (8 шт): 500, 100, 50, 20, 10, 5, 2, 1 лир. Павел VI ; 1975 ;  ; Br, Ni, St ; AU ; 32 ; S1952 ; 521 
 2752 ; Набор монет Италии: 1,2,5,10,20,50,100,500,1000 лир (9шт). Упаковка ; 1970 ;  ; Al,Al/Br,S ; AU ; 60 ; dimon-2007 ; 567 
 2753 ; Набор монет Канады: 1 доллар, 50,25,10,5,1 центов (6шт) ; 1971 ;  ; Ni,Br ; AU ; 38 ; KKK ; 382 
 2754 ; Набор монет Канады: 1 доллар, 50,25,10,5,1 центов (6шт) ; 1977 ;  ; Ag,Br,Ni ; AU ; 49 ; KKK ; 450 
 2655 ; 10 пенни. Финляндия ; 1985 ;  ; Al ; UNC/AU ; 13 ; solder13 ; 23 
 2656 ; 10 пенни. Финляндия ; 1986 ;  ; Al ; AU ; 7 ; solder13 ; 37 
 2657 ; 10 пенни. Финляндия ; 1988 ;  ; Al ; UNC/AU ; 26 ; melaffon ; 46 
 2658 ; 10 пенни. Финляндия ; 1990 ;  ; Al ; UNC/AU ; 17 ; avg1974 ; 201 
 2659 ; 10 пенни. Финляндия. Новый тип ; 1990 ;  ; Cu-Ni ; UNC/AU ; 14 ; koponen ; 24 
 2660 ; 10 пенни. Финляндия ; 1991 ;  ; Cu-Ni ; AU ; 14 ; RVK ; 15 
 2661 ; 5 пенни. Финляндия ; 1918 ;  ; Cu ; AU ; 9 ; natallli ; 36 
 2662 ; 5 пенни. Финляндия ; 1919 ;  ; Cu ; AU ; 13 ; natallli ; 31 
 2663 ; 5 пенни. Финляндия ; 1920 ;  ; Cu ; XF+ ; 16 ; Grod ; 33 
 2664 ; 5 пенни. Финляндия ; 1921 ;  ; Cu ; XF ; 7 ; kaas ; 25 
 2665 ; 5 пенни. Финляндия ; 1922 ;  ; Cu ; XF+ ; 11 ; melaffon ; 28 
 2666 ; 5 пенни. Финляндия ; 1927 ;  ; Cu ; VF-XF ; 6 ; solder13 ; 24 
 2667 ; 5 пенни. Финляндия ; 1928 ;  ; Cu ; VF+ ; 6 ; solder13 ; 24 
 2668 ; 5 пенни. Финляндия ; 1929 ;  ; Cu ; VF+ ; 6 ; solder13 ; 24 
 2669 ; 5 пенни. Финляндия ; 1930 ;  ; Cu ; XF+ ; 7 ; topotun ; 26 
 2670 ; 5 пенни. Финляндия ; 1932 ;  ; Cu ; XF ; 17 ; alex995 ; 22 
 2671 ; 5 пенни. Финляндия ; 1934 ;  ; Cu ; VF-XF ; 11 ; solder13 ; 22 
 2672 ; 5 пенни. Финляндия ; 1935 ;  ; Cu ; XF- ; 7 ; В1951 ; 28 
 2673 ; 5 пенни. Финляндия ; 1936 ;  ; Cu ; VF+ ; 21 ; melaffon ; 28 
 2674 ; 5 пенни. Финляндия ; 1937 ;  ; Cu ; XF- ; 16 ; solder13 ; 23 
 2675 ; 5 пенни. Финляндия ; 1938 ;  ; Cu ; XF+ ; 13 ; den_ff ; 46 
 2676 ; 5 пенни. Финляндия ; 1939 ;  ; Cu ; XF+ ; 10 ; topotun ; 46 
 2677 ; 5 пенни. Финляндия ; 1940 ;  ; Cu ; XF- ; 10 ; solder13 ; 22 
 2678 ; 5 пенни. Финляндия ; 1941 ;  ; Cu ; AU ; 14 ; В1951 ; 31 
 2679 ; 5 пенни. Финляндия ; 1942 ;  ; Cu ; AU ; 14 ; kaas ; 99 
 2680 ; 5 пенни. Финляндия ; 1943 ;  ; Cu ; AU ; 13 ; avg1974 ; 44 
 2681 ; 5 пенни. Финляндия ; 1963 ;  ; Cu ; XF- ; 7 ; surf2k5 ; 14 
 2682 ; 5 пенни. Финляндия ; 1964 ;  ; Cu ; XF- ; 14 ; den_ff ; 46 
 2683 ; 5 пенни. Финляндия ; 1965 ;  ; Cu ; AU ; 47 ; rizovtpl ; 83 
 2684 ; 5 пенни. Финляндия ; 1966 ;  ; Cu ; AU ; 9 ; seaman ; 83 
 2685 ; 5 пенни. Финляндия ; 1967 ;  ; Cu ; AU ; 24 ; rizovtpl ; 63 
 2686 ; 5 пенни. Финляндия ; 1968 ;  ; Cu ; AU ; 9 ; avg1974 ; 45 
 2687 ; 5 пенни. Финляндия ; 1969 ;  ; Cu ; XF- ; 8 ; solder13 ; 15 
 2688 ; 5 пенни. Финляндия ; 1970 ;  ; Cu ; AU ; 7 ; avg1974 ; 20 
 2689 ; 5 пенни. Финляндия ; 1971 ;  ; Cu ; XF- ; 8 ; vanamo ; 15 
 2690 ; 5 пенни. Финляндия ; 1972 ;  ; Cu ; AU ; 32 ; Randy ; 32 
 2691 ; 5 пенни. Финляндия ; 1973 ;  ; Cu ; AU ; 33 ; den_ff ; 33 
 2692 ; 5 пенни. Финляндия ; 1974 ;  ; Cu ; AU ; 5 ; solder13 ; 26 
 2693 ; 5 пенни. Финляндия ; 1975 ;  ; Cu ; AU ; 12 ; Dimm ; 32 
 2694 ; 5 пенни. Финляндия ; 1976 ;  ; Cu ; AU ; 12 ; melaffon ; 32 
 2695 ; 5 пенни. Финляндия ; 1977 ;  ; Cu ; AU ; 15 ; avg1974 ; 36 
 2696 ; 5 пенни. Финляндия ; 1977 ;  ; Al ; AU ; 5 ; koponen ; 32 
 2697 ; 5 пенни. Финляндия ; 1978 ;  ; Al ; AU ; 11 ; avg1974 ; 26 
 2698 ; 5 пенни. Финляндия ; 1979 ;  ; Al ; AU ; 15 ; RVK ; 31 
 2699 ; 5 пенни. Финляндия ; 1980 ;  ; Al ; AU ; 4 ; surf2k5 ; 14 
 2700 ; 5 пенни. Финляндия ; 1982 ;  ; Al ; XF+ ; 9 ; topotun ; 26 
 2701 ; 5 пенни. Финляндия ; 1983 ;  ; Al ; AU ; 9 ; avg1974 ; 20 
 2702 ; 5 пенни. Финляндия ; 1984 ;  ; Al ; UNC/AU ; 19 ; seaman ; 204 
 2703 ; 5 пенни. Финляндия ; 1985 ;  ; Al ; AU ; 13 ; avg1974 ; 24 
 2704 ; 5 пенни. Финляндия ; 1986 ;  ; Al ; AU ; 9 ; avg1974 ; 20 
 2605 ; 50 лит. Литва. 5 лет нападению 13 января 1991г. В подарочной коробке с сертификатом ; 1996 ;  ; Ag ; Proof ; 48 ; Ромбор ; 1069 
 2606 ; 50 лит. Литва. Чюрленис Микалоюс Константинас. В коробке ; 1995 ;  ; Ag ; Proof ; 46 ; Mike! ; 589 
 2607 ; 25 центов. Канада. Ванкувер 2010. Хоккей. Упаковка ; 2007 ;  ; Ni/St ; Unc ; 82 ; Igor11111968 ; 459 
 2608 ; 200 марок. Финляндия ; 1957 ;  ; Ag ; AU ; 30 ; den_ff ; 279 
 2609 ; 10 пенни. Финляндия ; 1919 ;  ; Cu ; VF-XF ; 15 ; solder13 ; 58 
 2610 ; 10 пенни. Финляндия ; 1920 ;  ; Cu ; VF+ ; 22 ; solder13 ; 38 
 2611 ; 10 пенни. Финляндия ; 1921 ;  ; Cu ; XF ; 13 ; solder13 ; 39 
 2612 ; 10 пенни. Финляндия ; 1922 ;  ; Cu ; XF ; 10 ; kaas ; 49 
 2613 ; 10 пенни. Финляндия ; 1923 ;  ; Cu ; XF ; 13 ; avg1974 ; 231 
 2614 ; 10 пенни. Финляндия ; 1924 ;  ; Cu ; AU ; 28 ; kaas ; 284 
 2615 ; 10 пенни. Финляндия ; 1926 ;  ; Cu ; XF ; 18 ; avg1974 ; 57 
 2616 ; 10 пенни. Финляндия ; 1927 ;  ; Cu ; VF-XF ; 20 ; Grod ; 37 
 2617 ; 10 пенни. Финляндия ; 1929 ;  ; Cu ; XF+ ; 4 ; kaas ; 105 
 2618 ; 10 пенни. Финляндия ; 1930 ;  ; Cu ; VF-XF ; 7 ; kaas ; 24 
 2619 ; 10 пенни. Финляндия ; 1934 ;  ; Cu ; XF+ ; 15 ; topotun ; 150 
 2620 ; 10 пенни. Финляндия ; 1935 ;  ; Cu ; XF ; 15 ; natallli ; 22 
 2621 ; 10 пенни. Финляндия ; 1936 ;  ; Cu ; XF+ ; 7 ; topotun ; 132 
 2622 ; 10 пенни. Финляндия ; 1937 ;  ; Cu ; XF+ ; 16 ; den_ff ; 63 
 2623 ; 10 пенни. Финляндия ; 1938 ;  ; Cu ; XF ; 15 ; surf2k5 ; 22 
 2624 ; 10 пенни. Финляндия ; 1939 ;  ; Cu ; AU ; 32 ; melaffon ; 136 
 2625 ; 10 пенни. Финляндия ; 1940 ;  ; Cu ; XF ; 8 ; vanamo ; 15 
 2626 ; 10 пенни. Финляндия ; 1941 ;  ; Cu ; AU ; 17 ; natallli ; 23 
 2627 ; 10 пенни. Финляндия ; 1942 ;  ; Cu ; AU ; 19 ; В1951 ; 108 
 2628 ; 10 пенни. Финляндия ; 1943 ;  ; Cu ; AU ; 11 ; melaffon ; 123 
 2629 ; 10 пенни. Финляндия. Новый тип ; 1943 ;  ; Fe ; AU ; 35 ; СВл ; 214 
 2630 ; 10 пенни. Финляндия ; 1944 ;  ; Fe ; AU ; 15 ; СВл ; 248 
 2631 ; 10 пенни. Финляндия ; 1945 ;  ; Fe ; AU ; 25 ; avg1974 ; 153 
 2632 ; 10 пенни. Финляндия ; 1963 ;  ; Al-Br ; AU ; 20 ; avg1974 ; 45 
 2633 ; 10 пенни. Финляндия ; 1964 ;  ; Al-Br ; AU ; 7 ; den_ff ; 104 
 2634 ; 10 пенни. Финляндия ; 1965 ;  ; Al-Br ; XF+ ; 7 ; 542 ; 36 
 2635 ; 10 пенни. Финляндия ; 1966 ;  ; Al-Br ; UNC/AU ; 31 ; topotun ; 169 
 2636 ; 10 пенни. Финляндия ; 1967 ;  ; Al-Br ; AU ; 7 ; СВл ; 122 
 2637 ; 10 пенни. Финляндия ; 1968 ;  ; Al-Br ; XF+ ; 5 ; topotun ; 85 
 2638 ; 10 пенни. Финляндия ; 1969 ;  ; Al-Br ; AU ; 14 ; rizovtpl ; 24 
 2639 ; 10 пенни. Финляндия ; 1970 ;  ; Al-Br ; AU ; 3 ; avg1974 ; 21 
 2640 ; 10 пенни. Финляндия ; 1971 ;  ; Al-Br ; AU ; 12 ; rizovtpl ; 24 
 2641 ; 10 пенни. Финляндия ; 1972 ;  ; Al-Br ; UNC/AU ; 5 ; topotun ; 42 
 2642 ; 10 пенни. Финляндия ; 1973 ;  ; Al-Br ; AU ; 14 ; den_ff ; 24 
 2643 ; 10 пенни. Финляндия ; 1974 ;  ; Al-Br ; AU ; 19 ; surf2k5 ; 25 
 2644 ; 10 пенни. Финляндия ; 1975 ;  ; Al-Br ; AU ; 19 ; surf2k5 ; 28 
 2645 ; 10 пенни. Финляндия ; 1976 ;  ; Al-Br ; UNC/AU ; 7 ; avg1974 ; 31 
 2646 ; 10 пенни. Финляндия ; 1977 ;  ; Al-Br ; AU ; 12 ; rizovtpl ; 24 
 2647 ; 10 пенни. Финляндия ; 1978 ;  ; Al-Br ; AU ; 12 ; surf2k5 ; 22 
 2648 ; 10 пенни. Финляндия ; 1979 ;  ; Al-Br ; AU ; 14 ; RVK ; 31 
 2649 ; 10 пенни. Финляндия ; 1980 ;  ; Al-Br ; AU ; 3 ; vanamo ; 21 
 2650 ; 10 пенни. Финляндия ; 1981 ;  ; Al-Br ; AU ; 8 ; melaffon ; 24 
 2651 ; 10 пенни. Финляндия ; 1982 ;  ; Al-Br ; AU ; 5 ; vanamo ; 21 
 2652 ; 10 пенни. Финляндия ; 1983 ; K ; Al ; AU/UNC ; 17 ; koponen ; 46 
 2653 ; 10 пенни. Финляндия ; 1983 ; N ; Al ; AU ; 12 ; 542 ; 62 
 2654 ; 10 пенни. Финляндия ; 1984 ;  ; Al ; UNC/AU ; 5 ; solder13 ; 37 
 2555 ; 1 флорин. Австралия. Георг VI ; 1951 ;  ; Ag ; VF+ ; 25 ; djr447 ; 357 
 2556 ; 1 флорин. Австралия. Георг VI ; 1946 ;  ; Ag ; F-VF ; 19 ; Бамс ; 306 
 2557 ; 1 флорин. Австралия. Елизаветта II ; 1954 ;  ; Ag ; VF-XF ; 22 ; djr447 ; 204 
 2558 ; 1 шиллинг. Австралия. Георг VI ; 1946 ;  ; Ag ; VF- ; 23 ; vitapool ; 84 
 2559 ; 1 цент. США. Индеец ; 1898 ;  ; Cu ; VF-XF ; 33 ; kaas ; 101 
 2560 ; 1 цент. Нидерланды ; 1892 ;  ; Br ; VF ; 31 ; Poiuyt ; 51 
 2561 ; 1 эре. Швеция ; 1858 ;  ; Br ; VF- ; 42 ; Coins911 ; 128 
 2562 ; 1 цент. США. Индеец ; 1902 ;  ; Cu ; VF-XF ; 31 ; Copirchik ; 114 
 2563 ; "2 песо ""100 лет независимости"". Мексика" ; 1921 ;  ; Ag ; VF ; 123 ; Craftwerk ; 1011 
 2564 ; "5 франков ""Свобода, равенство, братство"". Франция" ; 1873 ;  ; Ag ; VF- ; 41 ; Бамс ; 627 
 2565 ; 1/2 доллара. США ; 1946 ;  ; Б/м ; AU ; 54 ; Mike! ; 507 
 2566 ; 5 лат. Латвия ; 1929 ;  ; Ag ; F-VF ; 57 ; obob999 ; 348 
 2567 ; 1 песо. Мексика ; 1958 ;  ; Ag ; XF ; 49 ; vitapool ; 299 
 2568 ; 1 крона. Великобритания ; 1898 ;  ; Ag ; F-VF ; 62 ; ARTI ; 1016 
 2569 ; 1 доллар. США ; 1921 ;  ; Ag ; XF+ ; 37 ; AMUR66 ; 950 
 2570 ; 2 лита. Литва ; 1925 ;  ; Ag ; VF ; 86 ; kaas ; 349 
 2571 ; 1 лат. Латвия ; 1924 ;  ; Ag ; VF ; 12 ; vitapool ; 141 
 2572 ; 1/2 доллара. США ; 1943 ;  ; Ag ; VF+ ; 126 ; jef688 ; 310 
 2573 ; 1/2 доллара. США ; 1943 ;  ; Ag ; VF+ ; 56 ; MICMAC ; 318 
 2574 ; 1 рупия. Восточная Индия ; 1840 ;  ; Ag ; VF-XF ; 47 ; djr447 ; 1076 
 2575 ; 2 лата. Латвия ; 1925 ;  ; Ag ; VF- ; 20 ; surf2k5 ; 132 
 2576 ; "2000 рейс ""400 лет коллонизации"". Бразилия" ; 1932 ;  ; Ag ; VF-XF ; 71 ; EA51 ; 597 
 2577 ; 1 шиллинг. Австрия ; 1924 ;  ; Ag ; AU ; 61 ; vitapool ; 226 
 2578 ; 20 центов. Китай ; 1909-1911 ;  ; Ag ; AU ; 111 ; Гордиан ; 513 
 2579 ; 10 центов. Китай ; 1890-1908 ;  ; Ag ; AU ; 18 ; gors ; 444 
 2580 ; 1/2 доллара. США. Выставка Колумба в Чикаго ; 1892 ;  ; Ag ; VF- ; 50 ; lawyer ; 624 
 2581 ; 5 франков. Франция. Луи Филипп I ; 1839 ;  ; Ag ; VF ; 65 ; Niks ; 1040 
 2582 ; 5 франков. Франция. Свобода, равенство, братство ; 1873 ;  ; Ag ; VF+ ; 57 ; Cook ; 922 
 2583 ; "5 марок ""Золотая свадьба"" Баден" ; 1906 ;  ; Ag ; AU ; 64 ; kolobokoff ; 7689 
 2584 ; 3 марки. Бавария. 90 лет принцу-регенту Люитпольду ; 1911 ;  ; Ag ; AU ; 54 ; ЕВС ; 2026 
 2585 ; 1/2 доллара. США. Кеннеди ; 1964 ;  ; Ag ; XF+ ; 30 ; vitapool ; 189 
 2586 ; 1 дайм. США. Рузвельт ; 1946 ;  ; Ag ; VF-XF ; 8 ; Исаак-Б ; 123 
 2587 ; 10 марок. Финляндия. 10-й Европейский чемпионат по атлетике ; 1971 ;  ; Ag ; AU ; 24 ; SadKo ; 267 
 2588 ; 10 марок. Финляндия. 100 лет со дня рождения Паасикиви ; 1970 ;  ; Ag ; AU ; 76 ; koponen ; 240 
 2589 ; 10 марок. Финляндия. 60 лет независимости ; 1977 ;  ; Ag ; AU ; 21 ; koponen ; 401 
 2590 ; 10 марок. Финляндия. 75 лет со дня рождения Кекконена ; 1975 ;  ; Ag ; AU ; 41 ; erfahren ; 248 
 2591 ; 1 цент. США ; 183? ;  ; Cu ; F+ ; 25 ; cochu ; 100 
 2592 ; 1 цент. США. Индеец ; 1897 ;  ; Br ; VF ; 51 ; Grod ; 251 
 2593 ; 1 цент. США. Индеец ; 1882 ;  ; Br ; F-VF ; 10 ; kaas ; 150 
 2594 ; 1 цент. США. Индеец ; 1905 ;  ; Br ; VF ; 20 ; Исаак-Б ; 170 
 2595 ; 1 цент. США. Индеец ; 1906 ;  ; Br ; VF ; 27 ; rbcrf ; 159 
 2596 ; 1 цент. США. Индеец ; 1902 ;  ; Br ; VF+ ; 24 ; Исаак-Б ; 189 
 2597 ; 25 центов. Канада. Елизаветта II ; 1959 ;  ; Ag ; VF+ ; 31 ; jef688 ; 82 
 2598 ; 1 доллар. США. 200 лет конституции. В коробке ; 1987 ;  ; Ag ; Unc ; 15 ; Mike! ; 542 
 2599 ; 1 доллар. США. 200 лет конституции. В коробке ; 1987 ;  ; Ag ; Proof ; 14 ; Mike! ; 542 
 2600 ; 100 тенге. Казахстан. 150 лет со дня рождения Абая Кунабаева. В коробке с сертификатом ; 1995 ;  ; Ag ; Proof ; 54 ; Ромбор ; 889 
 2601 ; 100 тенге. Казахстан. 150 лет со дня рождения Абая Кунабаева. В коробке с сертификатом ; 1995 ;  ; Ag ; Proof ; 51 ; Ромбор ; 889 
 2602 ; 100 тенге. Казахстан. 150 лет со дня рождения Абая Кунабаева. В коробке с сертификатом ; 1995 ;  ; Ag ; Proof ; 29 ; Mike! ; 836 
 2603 ; 100 тенге. Казахстан. 150 лет со дня рождения Абая Кунабаева. В коробке с сертификатом ; 1995 ;  ; Ag ; Proof ; 50 ; Ромбор ; 907 
 2604 ; 1000000 карбованцев. Украина. 130 лет со дня рождения Михаила Грушевского. В коробке с сертификатом ; 1996 ;  ; Ag ; Proof ; 34 ; fond ; 547 
 2505 ; 1 динар. Югославия ; 1938 ;  ; Al/Br ; XF- ; 46 ; Copirchik ; 91 
 2506 ; 10 пара. Сербия ; 1912 ;  ; Cu/Ni ; VF- ; 31 ; Copirchik ; 155 
 2507 ; 20 пара. Сербия ; 1884 ;  ; Cu/Ni ; F-VF ; 38 ; Copirchik ; 86 
 2508 ; 2 динара. Сербия ; 1942 ;  ; Zn ; VF ; 15 ; Copirchik ; 117 
 2509 ; 1 динар. Сербия ; 1897 ;  ; Ag ; F-VF ; 30 ; jef688 ; 97 
 2510 ; 50 пара. Сербия ; 1915 ;  ; Ag ; VF- ; 26 ; histor ; 380 
 2511 ; 1 силбергрош. Пруссия. Вильгельм I ; 1866 ; А ; Ag ; F-VF ; 46 ; histor ; 97 
 2512 ; 1/2 кроны. Великобритания. Георг V ; 1936 ;  ; Ag ; VF- ; 23 ; lelik ; 191 
 2513 ; 1 цент. США ; 1837 ;  ; Cu ; F-VF ; 22 ; fomin ; 318 
 2514 ; 50 франков. Бельгия. Брюссельская мировая выставка ; 1958 ;  ; Ag ; XF- ; 11 ; smel ; 255 
 2515 ; 5 франков. Бельгия. Король Альберт ; 1932 ;  ; Ni ; VF- ; 16 ; lsp25 ; 156 
