 5643 ; Лот бон Монголии, 100 шт ;  ;  ;  ; AU ; 27 ; Rotas ; 1275 
 5373 ; Лот бон 3 шт. Польша ;  ;  ;  ;  ; 29 ; ZIMOGOR ; 202 
 5374 ; Бона иностранная Сербская Краина ;  ;  ;  ; AU ; 28 ; spasatel2012 ; 348 
 5375 ; Бона иностранная Сербская Краина ;  ;  ;  ; AU ; 20 ; air ; 395 
 5376 ; Бона иностранная Сербия ;  ;  ;  ; AU ; 22 ; asternox ; 303 
 5377 ; Бона иностранная Босния и Герцеговина ;  ;  ;  ; AU ; 48 ; asternox ; 302 
 5378 ; Бона иностранная Босния и Герцеговина ;  ;  ;  ; AU ; 8 ; asternox ; 126 
 5379 ; Бона иностранная Босния и Герцеговина ;  ;  ;  ; AU ; 28 ; asternox ; 196 
 5380 ; Бона иностранная Босния и Герцеговина ;  ;  ;  ; AU ; 10 ; air ; 114 
 5381 ; Бона иностранная Босния и Герцеговина ;  ;  ;  ; AU ; 6 ; Olimpia ; 102 
 5382 ; Бона иностранная Босния и Герцеговина ;  ;  ;  ; AU ; 6 ; Olimpia ; 100 
 5383 ; Бона иностранная Сербия ;  ;  ;  ;  ; 12 ; Arlekino82 ; 114 
 5384 ; Бона иностранная Сербия ;  ;  ;  ;  ; 48 ; nero ; 2550 
 5385 ; Бона иностранная Сербия ;  ;  ;  ;  ; 16 ; Arlekino82 ; 105 
 5386 ; Бона иностранная Сербия ;  ;  ;  ;  ; 47 ; Arlekino82 ; 306 
 5387 ; Бона иностранная СФРЮ ;  ;  ;  ;  ; 22 ; doc2 ; 969 
 5388 ; Бона иностранная Болгария ;  ;  ;  ; AU ; 28 ; gladkochub ; 183 
 5389 ; Бона иностранная Македония ;  ;  ;  ; AU ; 15 ; asternox ; 128 
 5390 ; Бона иностранная Украина ;  ;  ;  ; AU ; 23 ; vlkorchev ; 340 
 5391 ; Бона иностранная Румыния ;  ;  ;  ;  ; 34 ; alesjane ; 969 
 5392 ; Бона иностранная Румыния ;  ;  ;  ;  ; 43 ; alesjane ; 163 
 5213 ; Лот бон (20 шт.) ;  ;  ;  ;  ; 9 ; mikhail342 ; 104 
 5214 ; Лот бон (10 шт.) ;  ;  ;  ;  ; 8 ; 47154 ; 60 
 5215 ; Лот купонов ;  ;  ;  ;  ; 30 ; гш888 ; 99 
 5216 ; Лот билетов МММ, 100 шт ;  ;  ;  ;  ; 50 ; себер ; 567 
 5217 ; Лот билетов МММ, 100 шт ;  ;  ;  ;  ; 18 ; себер ; 567 
 5218 ; Лот билетов МММ, 100 шт ;  ;  ;  ;  ; 20 ; себер ; 567 
 5219 ; Лот билетов МММ, 100 шт ;  ;  ;  ;  ; 24 ; себер ; 591 
 5300 ; Бона иностранная Китай ;  ;  ;  ;  ; 29 ; Sky2 ; 793 
 5301 ; Бона иностранная Китай ;  ;  ;  ;  ; 11 ; boroda ; 407 
 5302 ; Бона иностранная Эстония ;  ;  ;  ; XF ; 51 ; Sporti84 ; 1024 
 5303 ; Бона иностранная Эстония ;  ;  ;  ;  ; 35 ; Vb[fksx ; 454 
 5304 ; Бона иностранная Эстония ;  ;  ;  ;  ; 23 ; bonipari ; 255 
 5305 ; Бона иностранная Эстония ;  ;  ;  ;  ; 15 ; Wulf ; 80 
 5306 ; Бона иностранная Эстония ;  ;  ;  ;  ; 7 ; ufa ; 33 
 5307 ; Бона иностранная Эстония ;  ;  ;  ;  ; 50 ; chest ; 65 
 5308 ; Бона иностранная Латвия ;  ;  ;  ;  ; 23 ; domnik ; 400 
 5309 ; Бона иностранная Латвия ;  ;  ;  ;  ; 21 ; архыз ; 305 
 5310 ; Бона иностранная Латвия ;  ;  ;  ;  ; 35 ; Vb[fksx ; 334 
 5311 ; Бона иностранная Латвия ;  ;  ;  ;  ; 29 ; ZIMOGOR ; 184 
 5312 ; 1 пункт  Латвия ;  ;  ;  ;  ; 36 ; SANGOLD1 ; 1295 
 5313 ; Бона иностранная Познань ;  ;  ;  ;  ; 29 ; ppp ; 269 
 5314 ; Бона иностранная Познань ;  ;  ;  ;  ; 26 ; Hromoy ; 306 
 5315 ; Бона иностранная Ковно ;  ;  ;  ;  ; 37 ; ppp ; 280 
 5316 ; Бона иностранная Литва ;  ;  ;  ;  ; 70 ; ZIMOGOR ; 315 
 5317 ; Бона иностранная Литва ;  ;  ;  ;  ; 37 ; ZIMOGOR ; 315 
 5318 ; Бона иностранная Литва ;  ;  ;  ;  ; 61 ; melkore ; 283 
 5319 ; Бона иностранная Литва ;  ;  ;  ;  ; 47 ; alex241 ; 200 
 5320 ; Бона иностранная Литва ;  ;  ;  ;  ; 35 ; sts ; 244 
 5321 ; Бона иностранная Литва ;  ;  ;  ;  ; 23 ; Vb[fksx ; 124 
 5322 ; Бона иностранная Литва ;  ;  ;  ;  ; 53 ; chest ; 65 
 5323 ; Бона иностранная Литва ;  ;  ;  ;  ; 5 ; Ratmen ; 33 
 5324 ; Бона иностранная Латвия ;  ;  ;  ; AU ; 7 ; chest ; 36 
 5325 ; Бона иностранная Латвия ;  ;  ;  ; AU ; 30 ; val211 ; 67 
 5326 ; Бона иностранная Нагорный Карабах ;  ;  ;  ; AU ; 20 ; val211 ; 77 
 5327 ; Бона иностранная Молдова ;  ;  ;  ; AU ; 25 ; Korsar59 ; 33 
 5328 ; Лот бон 3 шт. Беларусь ;  ;  ;  ; AU ; 5 ; Тормоз ; 37 
 5329 ; Бона иностранная. Преднестровье ;  ;  ;  ;  ; 17 ; chest ; 64 
 5330 ; Бона иностранная. Преднестровье ;  ;  ;  ;  ; 13 ; val211 ; 203 
 5331 ; Бона иностранная. Финляндия ;  ;  ;  ;  ; 27 ; каРаЧун ; 296 
 5332 ; Бона иностранная Финляндия ;  ;  ;  ;  ; 49 ; boroda ; 1599 
 5333 ; Бона иностранная Финляндия ;  ;  ;  ;  ; 29 ; tss ; 818 
 5334 ; Бона иностранная Финляндия ;  ;  ;  ;  ; 13 ; boroda ; 128 
 5335 ; Бона иностранная Финляндия ;  ;  ;  ;  ; 37 ; krugerrand ; 308 
 5336 ; Бона иностранная Финляндия ;  ;  ;  ;  ; 24 ; Ok203 ; 206 
 5337 ; Лот бон 10 шт. Финляндия ;  ;  ;  ;  ; 26 ; krugerrand ; 306 
 5338 ; Бона иностранная Германия ;  ;  ;  ; AU ; 33 ; Aleks_Smith ; 464 
 5339 ; Бона иностранная Германия ;  ;  ;  ;  ; 28 ; 3ТЭП75 ; 57 
 5340 ; Бона иностранная Германия ;  ;  ;  ; XF ; 26 ; alesjane ; 157 
 5341 ; Бона иностранная Германия ;  ;  ;  ;  ; 42 ; ZIMOGOR ; 289 
 5342 ; Бона иностранная Германия ;  ;  ;  ;  ; 19 ; Hromoy ; 134 
 5163 ; Бона 100 рублей. Сочи 2014. Серия АА ; 2014 ;  ;  ;  ; 14 ; POUL ; 227 
 5164 ; Бона 100 рублей. Сочи 2014. Серия Аа ; 2014 ;  ;  ;  ; 19 ; POUL ; 227 
 5165 ; Бона 100 рублей. Крым и Севастополь. Серия СК ; 2015 ;  ;  ;  ; 31 ; POUL ; 401 
 5166 ; Бона 100 рублей. Крым и Севастополь. Серия КС ; 2015 ;  ;  ;  ; 29 ; POUL ; 357 
 5167 ; Акция в 250 рублей Русско-Бельгийское металлургическое о-во ; 1911 ;  ;  ;  ; 38 ; Ustin ; 971 
 5168 ; Облигация в 500 франков Русско-Бельгийское металлургическое о-во ; 1909 ;  ;  ;  ; 18 ; Ustin ; 512 
 5169 ; Облигация в 189 рублей Заём г. Николаева ; 1912 ;  ;  ;  ; 33 ; Ustin ; 777 
 5170 ; Закладной лист на 100 рублей ; 1889 ;  ;  ;  ; 27 ; Ustin ; 777 
 5171 ; 2-ая Облигация на 2000 марок Рыбинской ж.д ; 1895 ;  ;  ;  ; 14 ; ZIMOGOR ; 567 
 5172 ; 5 Облигаций на 625 рублей Рязанско-Уральской ж.д ; 1894 ;  ;  ;  ; 14 ; Ustin ; 662 
 5173 ; Облигация в 189 рублей Троицкой ж.д ; 1913 ;  ;  ;  ; 10 ; Ustin ; 555 
 5174 ; Облигация на 1000 марок Юго-Восточных ж.д ; 1901 ;  ;  ;  ; 16 ; Ustin ; 662 
 5175 ; Половинная Облигация на 500 марок Московско-Киево-Воронежской ж.д ; 1895 ;  ;  ;  ; 18 ; Ustin ; 764 
 5176 ; Облигация на 2000 марок Рязанско-Уральской ж.д ; 1897 ;  ;  ;  ; 18 ; Ustin ; 777 
 5177 ; Облигация в 100 фунтов Курско-Харьково-Азовской ж.д ; 1888 ;  ;  ;  ; 15 ; AVK1974 ; 1281 
 5178 ; Облигация на 2000 марок Московско-Ярославско-Архангельской ж.д ; 1897 ;  ;  ;  ; 13 ; AVK1974 ; 1281 
 5179 ; Облигация на 2000 марок Московско-Киево-Воронежской ж.д ; 1909 ;  ;  ;  ; 10 ; Ustin ; 555 
 5180 ; Акция ; 1912 ;  ;  ;  ; 19 ; 333985 ; 1022 
 5181 ; Акция. Константиновка ; 1911 ;  ;  ;  ; 7 ; AVK1974 ; 501 
 5182 ; Акция. Одесса. ; 1910 ;  ;  ;  ; 21 ; Ustin ; 510 
 5183 ; Акция. Киев. ; 1905 ;  ;  ;  ; 23 ; Ustin ; 513 
 5184 ; Акция. Киев. ; 1905 ;  ;  ;  ; 18 ; Ustin ; 357 
 5185 ; Акция. Донецк. ; 1895 ;  ;  ;  ; 20 ; Ustin ; 357 
 5186 ; Акция. Донецк. ; 1895 ;  ;  ;  ; 18 ; Ustin ; 357 
 5187 ; Акция. Донецк. ; 1895 ;  ;  ;  ; 24 ; Ustin ; 356 
 5188 ; Облигация ; 1882 ;  ;  ;  ; 8 ; 333985 ; 1022 
 5189 ; Облигация ; 1880 ;  ;  ;  ; 13 ; AVK1974 ; 1501 
 5190 ; Облигация ; 1867 ;  ;  ;  ; 21 ; AVK1974 ; 1001 
 5191 ; Облигация ; 1867 ;  ;  ;  ; 5 ; AVK1974 ; 1001 
 5192 ; Облигация ; 1906 ;  ;  ;  ; 11 ; AVK1974 ; 1001 
 5193 ; Облигация ; 1906 ;  ;  ;  ; 11 ; Wally ; 1022 
 5194 ; Облигация ; 1909 ;  ;  ;  ; 11 ; AVK1974 ; 1001 
 5195 ; Облигация ; 1909 ;  ;  ;  ; 23 ; Ustin ; 555 
 5196 ; Облигация ; 1905 ;  ;  ;  ; 7 ; AVK1974 ; 1001 
 5197 ; Привптизауионный чек ; 1992 ;  ;  ;  ; 17 ; Тормоз ; 1001 
 5198 ; Облигация на 100 рублей ; 1953 ;  ;  ;  ; 23 ; s interesom ; 104 
 5199 ; Облигация на 100 рублей ; 1956 ;  ;  ;  ; 17 ; musik ; 92 
 5200 ; Облигация (2шт.) ; 1955 ;  ;  ;  ; 13 ; Ustin ; 265 
 5201 ; 10 рублей. Облигация. ; 1954 ;  ;  ;  ; 22 ; Vb[fksx ; 105 
 5202 ; Облигация (3 шт.) ; 1951,1953 ;  ;  ;  ; 9 ; вулканолог ; 136 
 5203 ; Лот чеков 3 шт ;  ;  ;  ;  ; 37 ; Моряк-собиратель ; 262 
 5204 ; Лот денежных знаков 5 шт ;  ;  ;  ;  ; 27 ; vladmarkin ; 330 
 5205 ; Облигация (2 шт.) ; 1992, 1994 ;  ;  ;  ; 22 ; Olimpia ; 198 
 5206 ; Лот чеков (5 шт.) ;  ;  ;  ;  ; 38 ; Ustin ; 444 
 5207 ; Лот бон России 4 шт ; 1920-23 ;  ;  ;  ; 23 ; Hikon ; 153 
 5208 ; Акция "Гермес-Союз" ; 1994 ;  ;  ;  ; 16 ; Vb[fksx ; 155 
 5209 ; Сертификат акций ; 1993 ;  ;  ;  ; 16 ; Ustin ; 181 
 5210 ; Лот чеков (3 шт.) ;  ;  ;  ;  ; 15 ; Vb[fksx ; 201 
 5211 ; Лот бон (7 шт.) ;  ;  ;  ;  ; 23 ; Hikon ; 202 
 5212 ; Талон на обед (2 шт.) ;  ;  ;  ;  ; 7 ; vladmarkin ; 306 
 5113 ; 100 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 26 ; гш888 ; 773 
 5114 ; 500 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 35 ; Fliege1 ; 5102 
 5115 ; 5 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 54 ; Fliege1 ; 1469 
 5116 ; 250 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 41 ; гоша334 ; 740 
 5117 ; 1000 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 29 ; MAMON ; 708 
 5118 ; 3 копейки ; 1924 ; Разменные казн.боны ;  ;  ; 37 ; BSR ; 918 
 5119 ; Товарный кредитный талон 1 рубль ; 1924 ;  ;  ;  ; 43 ; камсигал ; 955 
 5120 ; Столовый кредитный талон 15 копеек ; 1923/4 ;  ;  ;  ; 11 ; alex241 ; 554 
 5121 ; Лот бон 2 шт ; 1919 ;  ;  ;  ; 30 ; гш888 ; 194 
 5122 ; 5 червонцев ; 1928 ; Билет ;  ;  ; 54 ; Ksn ; 25101 
 5123 ; 3 червонца ; 1932 ; Билет ;  ;  ; 45 ; елец ; 1358 
 5124 ; 3 червонца ; 1932 ; Билет ;  ;  ; 37 ; kost ; 1370 
 5125 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 30 ; елец ; 742 
 5126 ; 1 червонец ; 1937 ; Билет ;  ;  ; 25 ; majkl ; 227 
 5127 ; 1 червонец ; 1937 ; Билет ;  ;  ; 37 ; 312 ; 201 
 5128 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 19 ; majkl ; 237 
 5129 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 23 ; trio ; 257 
 5130 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 16 ; Коллекционеръ. ; 310 
 5131 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 20 ; cr2952 ; 255 
 5132 ; 25 рублей ; 1947 ; билет ;  ;  ; 32 ; mikhail342 ; 4386 
 5133 ; Лот бон 2 шт ;  ;  ;  ;  ; 27 ; гш888 ; 909 
 5134 ; 25 рублей ; 1947 ; билет ;  ;  ; 26 ; MAMON ; 713 
 5135 ; 25 рублей ; 1947 ; билет ;  ;  ; 53 ; Andrew1961 ; 793 
 5136 ; 50 рублей ; 1947 ; билет ;  ;  ; 12 ; гш888 ; 1275 
 5137 ; 50 рублей ; 1947 ; билет ;  ;  ; 23 ; Jekavs ; 1644 
 5138 ; 100 рублей ; 1947 ; билет ;  ;  ; 47 ; anna53 ; 5732 
 5139 ; 100 рублей ; 1947 ; билет ;  ;  ; 13 ; гш888 ; 1434 
 5140 ; Лот бон 5 и 100 рублей ; 1961 ;  ;  ;  ; 47 ; Vbuzik ; 722 
 5141 ; 50 рублей ; 1961 ; билет ;  ; AU ; 70 ; shav959 ; 1000 
 5142 ; Лот бон 1,3,5,10 рублей ; 1991 ;  ;  ; AU ; 20 ; s interesom ; 510 
 5143 ; 100 рублей ; 1991 ; билет ;  ;  ; 7 ; вулканолог ; 102 
 5144 ; 5000 рублей ; 1992 ; банкнота ;  ; AU ; 21 ; noviyok ; 693 
 5145 ; Лот бон 500 рублей, 3 шт ; 1992 ;  ;  ;  ; 10 ; viv007 ; 90 
 5146 ; Лот бон 1000 рублей, 5 шт ; 1992 ;  ;  ;  ; 20 ; AVK1974 ; 340 
 5147 ; Лот бон 5000 рублей, 5 шт ; 1992 ;  ;  ;  ; 8 ; AVK1974 ; 250 
 5148 ; 1000 рублей ; 1992 ; билет ;  ; AU ; 9 ; basoff ; 300 
 5149 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 15 ; радон ; 79 
 5150 ; Лот бон 100 рублей, 5 шт ; 1993 ;  ;  ; AU ; 24 ; регион ; 408 
 5151 ; 50000 рублей ; 1994 ; банкнота ;  ;  ; 36 ; регион ; 2154 
 5152 ; 10000 рублей ; 1995 ; банкнота ;  ;  ; 35 ; DenisK ; 707 
 5153 ; 100000 рублей ; 1995 ; банкнота ;  ;  ; 32 ; DenisK ; 707 
 5154 ; 1000 рублей ; 1995 ; банкнота ;  ;  ; 27 ; ashep ; 209 
 5155 ; 5 рублей ; 1997 ; банкнота ;  ; AU ; 23 ; мак-сим ; 2042 
 5156 ; 10 рублей №6666686 ; 1997 ; банкнота ;  ; AU ; 26 ; AVK1974 ; 348 
 5157 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 46 ; ashep ; 308 
 5158 ; 50 рублей ; 1997 ; банкнота ;  ; AU ; 36 ; регион ; 1106 
 5159 ; 100 рублей ; 1997 ; банкнота ;  ;  ; 15 ; елец ; 206 
 5160 ; 100 рублей ; 1997 ; банкнота ;  ; AU ; 16 ; AVK1974 ; 301 
 5161 ; 100 рублей Сочи ; 2014 ;  ;  ;  ; 19 ; POUL ; 203 
 5162 ; 100 рублей Сочи ; 2014 ;  ;  ;  ; 16 ; POUL ; 209 
 5062 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 9 ; Коллекционеръ. ; 277 
 5063 ; Лот бон 1000 рублей, 5 шт ; 1917 ;  ;  ;  ; 29 ; Ok203 ; 1428 
 5064 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 13 ; sharapov.s21 ; 153 
 5065 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 40 ; maler ; 306 
 5066 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 21 ; basoff ; 350 
 5067 ; 10 рублей ; 1918 ; Гос.кредитный билет "Северная Россия" ;  ;  ; 13 ; dfg ; 1145 
 5068 ; 25 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 20 ; Tritiy2 ; 1500 
 5069 ; 100 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 30 ; DenisK ; 1474 
 5070 ; 1000 рублей ; 1919 ;  ;  ;  ; 25 ; kop ; 1192 
 5071 ; 100 рублей ; 1919 ;  ;  ;  ; 46 ; kop ; 1256 
 5072 ; 10 рублей. Юденич. ; 1919 ;  ;  ;  ; 29 ; гоша334 ; 760 
 5073 ; 50 копеек. Екатеринодар. ;  ;  ;  ; XF ; 8 ; камсигал ; 643 
 5074 ; Ордер на 100 рублей ;  ;  ;  ; AU ; 35 ; இ ; 1599 
 5075 ; 25 рублей ; 1918 ; Чек (без штампов регистрации) ;  ; XF+ ; 38 ; இ ; 2508 
 5076 ; 5000 рублей ; 1919 ;  ;  ;  ; 18 ; DenisK ; 765 
 5077 ; 10000 рублей ; 1919 ;  ;  ;  ; 18 ; SS007 ; 508 
 5078 ; 10000 рублей ; 1919 ;  ;  ;  ; 20 ; гш888 ; 469 
 5079 ; 10 рублей ; 1918 ;  ;  ;  ; 32 ; гоша334 ; 619 
 5080 ; 100 рублей ; 1920 ;  ;  ;  ; 42 ; இ ; 1122 
 5081 ; 500 рублей ; 1920 ;  ;  ;  ; 20 ; SS007 ; 318 
 5082 ; 500 рублей ; 1920 ;  ;  ;  ; 27 ; lsp25 ; 419 
 5083 ; Лот бон 500 рублей, 5 шт ; 1920 ;  ;  ;  ; 32 ; гш888 ; 826 
 5084 ; 2000 гривень ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ; XF+ ; 27 ; attila375 ; 3526 
 5085 ; 1000 карбованцев ; 1918 ; Украина.Знак Державноi скарбицi ;  ; AU ; 39 ; Fliege1 ; 1338 
 5086 ; 50 рублей ; 1919 ; Закаспийское Временное Правительство ;  ;  ; 13 ; cboker ; 816 
 5087 ; 5 рублей ; 1919 ; Закаспийское Временное Правительство ;  ;  ; 24 ; гоша334 ; 559 
 5088 ; 100 рублей ; 1919 ; Закаспийское Временное Правительство ;  ;  ; 46 ; гоша334 ; 588 
 5090 ; 1 марка ; 1919 ;  ;  ;  ; 8 ; D-503 ; 485 
 5091 ; 20 марок Финляндия ; 1909 ;  ;  ;  ; 55 ; скорпион_48 ; 2040 
 5092 ; 100 марок Финляндия ; 1909 ;  ;  ;  ; 55 ; плачу капустой ; 1950 
 5093 ; 500 марок Финляндия ; 1909 ;  ;  ;  ; 51 ; Fliege1 ; 6245 
 5094 ; 100 рублей ; 1917 ; Облигации займа Свободы ;  ;  ; 17 ; mikhail342 ; 438 
 5095 ; 100 рублей ; 1917 ; Облигации займа Свободы ;  ;  ; 7 ; spasatel2012 ; 355 
 5096 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 14 ; maler ; 101 
 5097 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; X3.96rus ; 101 
 5098 ; Лот бон 20 рублей, 4 шт ;  ;  ;  ;  ; 15 ; maler ; 262 
 5099 ; Лот бон России 7 шт ; 1918 ;  ;  ;  ; 10 ; Ratmen ; 364 
 5100 ; Лот бон 4 шт ;  ;  ;  ;  ; 27 ; елец ; 669 
 5101 ; Лот бон 1 и2 рубля ;  ;  ;  ;  ; 26 ; maler ; 261 
 5102 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ; AU ; 23 ; basoff ; 459 
 5103 ; 30 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 15 ; DenisK ; 310 
