 3217 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Sky2 ; 35 
 968 ; Денарий. Рим. Фаустина-жена Марка Аврелия ;  ;  ; Ag ; VF- ; 110 ; Veteran ; 2023 
 969 ; Драхма. Селевкиды. Имп. Антиох VII ; 138-129 гг до н.э. ;  ; Ag ; VF- ; 28 ; RuNum1 ; 2246 
 970 ; Денарий. Рим. Имп. Троян ; 97-117 ;  ; Ag ; VF+ ; 56 ; Jars ; 2652 
 971 ; Денарий. Рим. Имп. Домициан ; 81-96 ;  ; Ag ; VF- ; 10 ; smel ; 1224 
 972 ; Денарий. Рим. Имп. Адриан ; 117-138 ;  ; Ag ; VF+ ; 47 ; nubiy ; 2556 
 973 ; Денарий. Sextus Pompey ; 42-40 гг до н.э. ;  ; Ag ; VF ; 96 ; Карцев ; 4590 
 974 ; Драхма. Бактрия. Имп. Менандр ; 160-145 гг до н.э. ;  ; Ag ; VF ; 52 ; RuNum1 ; 1816 
 975 ; Денарий. Рим. Имп. Юлий Цезарь ; 47-46 гг до н.э. ;  ; Ag ; VF- ; 50 ; Jars ; 6426 
 976 ; Денарий. Рим. Имп. Фаустина Старшая-жена имп. Антонина Пия ;  ;  ; Ag ; VF+ ; 65 ; fart ; 2026 
 977 ; Монета медная. Римская империя ;  ;  ; Cu ; F+ ; 9 ; SadKo ; 419 
 978 ; Статер. Италия. Кротон ; 510-480 г до р.х. ;  ; Ag ; VF ; 89 ; igorscoins ; 3314 
 979 ; Монета античная. Византия ;  ;  ; Cu ; F+ ; 21 ; VR62 ; 516 
 980 ; Монета античная. Г. Одесос. Имп. Гордиан III ; 238-344 ;  ; Cu ; F-VF ; 32 ; pal ; 816 
 981 ; Фоллис. Рим. Имп. Максимиан Геркулес ; 285-305 ;  ; Cu ; VF- ; 57 ; VR62 ; 510 
 982 ; Фоллис. Рим. Имп. Максимиан Геркулес ; 285-305 ;  ; Cu ; VF- ; 35 ; priwet ; 505 
 983 ; Антониниан. Рим. Имп. Проб ; 276-282 ;  ; Cu ; VF ; 20 ; priwet ; 716 
 593 ; 1/4 копейки ; 1841 ; СМ  ; Cu ; VF+ ; 35 ; Dj ; 459 
 594 ; 1/4 копейки ; 1896 ; СПБ  ; Cu ; VF-XF ; 97 ; wladimir1972 ; 1020 
 595 ; "3 копейки ""Оккупация""" ; 1916А ;  ; Fe ; VF+ ; 25 ; camry ; 600 
 596 ; 3 копейки. Оккупация ; 1916J ;  ; Fe ; XF- ; 1 ; KSV ; 1200 
 597 ; "2 копейки ""Оккупация""" ; 1916J ;  ; Fe ; AU ; 11 ; dobro ; 1192 
 598 ; "1 копейка ""Оккупация""" ; 1916J ;  ; Fe ; AU ; 29 ; AAE2006 ; 1209 
 599 ; 10 пенни ; 1914 ; Финляндия  ; Cu ; AU ; 35 ; Алек ; 529 
 600 ; 10 пенни ; 1915 ; Финляндия  ; Cu ; AU ; 14 ; Данила ; 399 
 601 ; 10 пенни ; 1916 ; Финляндия  ; Cu ; AU ; 53 ; igor_r65 ; 417 
 602 ; 10 пенни. Вензель ; 1917 ; Финляндия  ; Cu ; AU ; 41 ; Алек ; 918 
 603 ; 10 пенни ; 1917 ; Финляндия. Орёл  ; Cu ; AU ; 35 ; Алек ; 873 
 604 ; 5 пенни ; 1908 ; Финляндия  ; Cu ; VF-XF ; 27 ; Алек ; 160 
 605 ; 5 пенни ; 1911 ; Финляндия  ; Cu ; VF-XF ; 48 ; Алек ; 373 
 606 ; 5 пенни ; 1912 ; Финляндия  ; Cu ; VF-XF ; 33 ; Алек ; 348 
 607 ; 5 пенни ; 1913 ; Финляндия  ; Cu ; XF+ ; 11 ; Алек ; 224 
 608 ; 5 пенни ; 1914 ; Финляндия  ; Cu ; XF+ ; 53 ; В1951 ; 202 
 609 ; 5 пенни ; 1915 ; Финляндия  ; Cu ; AU ; 26 ; igor_r65 ; 157 
 610 ; 5 пенни ; 1916 ; Финляндия  ; Cu ; AU ; 50 ; Kolya-kms ; 510 
 611 ; 5 пенни. Вензель ; 1917 ; Финляндия  ; Cu ; XF+ ; 42 ; Алек ; 853 
 612 ; 5 пенни ; 1917 ; Финляндия. Орёл  ; Cu ; AU ; 23 ; ShSerg ; 643 
 613 ; 1 пенни ; 1909 ; Финляндия  ; Cu ; AU ; 48 ; ShSerg ; 226 
 614 ; 1 пенни ; 1911 ; Финляндия  ; Cu ; XF+ ; 24 ; Алек ; 117 
 615 ; 1 пенни ; 1912 ; Финляндия  ; Cu ; AU ; 16 ; Алек ; 216 
 616 ; 1 пенни ; 1913 ; Финляндия  ; Cu ; AU ; 20 ; niki17 ; 215 
 617 ; 1 пенни ; 1914 ; Финляндия  ; Cu ; AU ; 17 ; джон007 ; 56 
 618 ; 1 пенни ; 1915 ; Финляндия  ; Cu ; AU ; 18 ; gutun ; 77 
 619 ; 1 пенни ; 1916 ; Финляндия  ; Cu ; AU ; 4 ; gutun ; 72 
 620 ; 1 пенни ; 1917 ; Финляндия  ; Cu ; AU ; 41 ; lesnik1 ; 211 
 621 ; Лот монет России (8шт): 2 копейки, копейка, денга, денежка ; 1734-1909 ;  ; Cu ; F/F-VF ; 27 ; QSL ; 174 
 622 ; Лот монет Финляндии для России (6шт): 50 пенни, 25 пенни, 10 пенни, 5 пенни, 1 пенни ;  ;  ;  ; F-VF ; 66 ; gudk ; 755 
 841 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; VF ; 4 ; RuNum1 ; 46 
 842 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; VF- ; 21 ; allur65 ; 51 
 843 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; VF- ; 22 ; Arkhangel ; 58 
 844 ; Копейка ; 1645-1676 ; Алексей Михайлович  ; Ag ; VF ; 5 ; Майкл ; 90 
 845 ; Копейка ; 1645-1676 ; Алексей Михайлович  ; Ag ; VF ; 13 ; тир ; 113 
 846 ; Копейка ; 1645-1676 ; Алексей Михайлович  ; Ag ; VF ; 34 ; RuNum1 ; 83 
 847 ; Копейка ; 1645-1676 ; Алексей Михайлович  ; Ag ; VF ; 27 ; alexandervolkov ; 77 
 848 ; Копейка ; 1645-1676 ; Алексей Михайлович  ; Ag ; VF ; 14 ; кузин ; 128 
 849 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF ; 20 ; alexandervolkov ; 97 
 850 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF ; 20 ; lvl555 ; 194 
 851 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF ; 20 ; lvl555 ; 132 
 852 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF ; 31 ; drn137 ; 110 
 853 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF ; 27 ; Arkhangel ; 111 
 854 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF ; 29 ; VR62 ; 116 
 855 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF ; 49 ; VR62 ; 117 
 856 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF ; 29 ; kay2 ; 153 
 857 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF ; 23 ; Майкл ; 144 
 858 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; VF- ; 23 ; koga ; 41 
 859 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; VF- ; 11 ; Blagorodie ; 79 
 860 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; VF- ; 20 ; RuNum1 ; 57 
 543 ; Копейка ; 1916 ;  ; Cu ; XF- ; 19 ; KORNEJ ; 72 
 544 ; Денга ; 1706 ;  ; Cu ; F-VF ; 26 ; o.k. ; 921 
 545 ; Лот монет (2 шт): денга 18 в (Дефект чеканки), 50 пенни Финляндия 1917 (Убраны напайки 1, 5, 7, 11 ч) ; 1730-1754 ;  ; Cu ; VF ; 21 ; tati1545 ; 867 
 546 ; Денга ; 1731 ;  ; Cu ; F-VF ; 65 ; baikal.k ; 560 
 547 ; Денга ; 1737 ;  ; Cu ; F-VF ; 24 ; amd4200 ; 71 
 548 ; Денга ; 1741 ;  ; Cu ; F ; 1 ; zяzяzя ; 50 
 549 ; Денга ; 1748 ;  ; Cu ; VF- ; 22 ; lvl555 ; 393 
 550 ; Денга ; 1749 ;  ; Cu ; F-VF ; 11 ; lvl555 ; 232 
 551 ; Денга ; 1750 ;  ; Cu ; F+ ; 18 ; garry ; 82 
 552 ; Денга ; 1758 ;  ; Cu ; F-VF ; 16 ; lvl555 ; 1020 
 553 ; Денга ; 1769 ; "КМ ""Сибирь"" " ; Cu ; F+ ; 42 ; vitapool ; 385 
 554 ; Денга ; 1778 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 58 ; baikal.k ; 1224 
 555 ; Денга ; 1784 ; КМ  ; Cu ; F ; 24 ; lvl555 ; 738 
 556 ; Денга ; 1785 ; КМ  ; Cu ; F ; 32 ; кабан ; 754 
 557 ; Денга ; 1788 ; КМ  ; Cu ; F+ ; 60 ; lvl555 ; 614 
 558 ; Денга ; 1793 ; КМ  ; Cu ; F+ ; 31 ; baikal.k ; 781 
 559 ; Денга ; 1795 ; КМ  ; Cu ; F ; 4 ; кабан ; 94 
 560 ; Деньга ; 1798 ; ЕМ  ; Cu ; VF+ ; 51 ; Dj ; 1736 
 561 ; Денга ; 1810-1828 ;  ; Cu ; F-VF ; 23 ; Poiuyt ; 139 
 562 ; 1/2 копейки ; 1839 ; СМ  ; Cu ; VF- ; 48 ; lchernata ; 2447 
 563 ; 1/2 копейки ; 1841 ; СМ  ; Cu ; F-VF ; 7 ; amd4200 ; 157 
 564 ; 1/2 копейки ; 1843 ; ЕМ  ; Cu ; F-VF ; 8 ; KORNEJ ; 153 
 565 ; Денежка ; 1853 ; ЕМ  ; Cu ; F-VF ; 22 ; alexandervolkov ; 214 
 566 ; Денежка ; 1854 ; ЕМ  ; Cu ; F+ ; 23 ; KORNEJ ; 102 
 567 ; Денежка ; 1858 ; ЕМ  ; Cu ; F-VF ; 11 ; Gerc89 ; 500 
 568 ; Денежка ; 1866 ; ЕМ  ; Cu ; VF+ ; 47 ; Dj ; 2550 
 569 ; 1/2 копейки ; 1873? ; ЕМ  ; Cu ; F+ ; 60 ; skif ; 167 
 570 ; 1/2 копейки ; 1876 ; СПБ  ; Cu ; F+ ; 42 ; lvl555 ; 441 
 571 ; 1/2 копейки ; 1881 ; СПБ  ; Cu ; VF+ ; 49 ; niki17 ; 2654 
 572 ; 1/2 копейки ; 1896 ; СПБ  ; Cu ; XF+ ; 91 ; Алек ; 599 
 573 ; 1/2 копейки ; 1897 ; СПБ  ; Cu ; VF ; 74 ; KORNEJ ; 153 
 574 ; 1/2 копейки ; 1898 ; СПБ  ; Cu ; VF-XF ; 32 ; Алек ; 161 
 575 ; 1/2 копейки ; 1899 ; СПБ  ; Cu ; XF ; 66 ; hantas ; 169 
 576 ; 1/2 копейки ; 1900 ; СПБ  ; Cu ; XF+ ; 52 ; Алек ; 653 
 577 ; 1/2 копейки ; 1909 ; СПБ  ; Cu ; XF+ ; 39 ; KORNEJ ; 179 
 578 ; 1/2 копейки ; 1911 ; СПБ  ; Cu ; XF- ; 56 ; KORNEJ ; 140 
 579 ; 1/2 копейки ; 1912 ; СПБ  ; Cu ; XF+ ; 28 ; levsha ; 135 
 580 ; 1/2 копейки ; 1912 ; СПБ  ; Cu ; XF+ ; 59 ; levsha ; 123 
 581 ; 1/2 копейки ; 1914 ; СПБ  ; Cu ; XF- ; 70 ; KORNEJ ; 165 
 582 ; 1/2 копейки ; 1914 ; СПБ  ; Cu ; F-VF ; 40 ; amd4200 ; 59 
 583 ; 1/2 копейки ; 1915 ;  ; Cu ; XF+ ; 20 ; Viktor58 ; 259 
 584 ; 1/2 копейки ; 1915 ;  ; Cu ; XF+ ; 37 ; tirex ; 224 
 585 ; Полушка ; 1707 ;  ; Cu ; F ; 26 ; camry ; 1328 
 586 ; Полушка ; 1720-е ;  ; Cu ; F ; 53 ; skif ; 108 
 587 ; Полушка ; 1718-1722 ;  ; Cu ; F+ ; 56 ; camry ; 150 
 588 ; Полушка ; 1735 ;  ; Cu ; VF ; 42 ; Dj ; 255 
 589 ; Полушка ; 1749 ;  ; Cu ; VF- ; 41 ; lchernata ; 462 
 590 ; Полушка ; 1759 ;  ; Cu ; F+ ; 28 ; lvl555 ; 1530 
 591 ; Полушка ; 1793 ; КМ  ; Cu ; F ; 91 ; lvl555 ; 744 
 592 ; 1/4 копейки ; 1840 ; СМ  ; Cu ; F+ ; 34 ; lvl555 ; 465 
 493 ; Копейка ; 1789 ; ЕМ  ; Cu ; F-VF ; 18 ; Poiuyt ; 151 
 494 ; Копейка ; 1798 ; ЕМ  ; Cu ; F-VF ; 74 ; amd4200 ; 250 
 495 ; Копейка ; 1800 ; ЕМ  ; Cu ; F-VF ; 34 ; amd4200 ; 114 
 496 ; Копейка ; 1801 ; ЕМ  ; Cu ; VF- ; 28 ; KORNEJ ; 114 
 497 ; Копейка ; 1818? ; ЕМ НМ  ; Cu ; VG ; 47 ; VR62 ; 163 
 498 ; Копейка ; 1818 ; КМ АД  ; Cu ; F+ ; 26 ; lvl555 ; 745 
 499 ; Копейка ; 1819 ; ЕМ НМ  ; Cu ; F ; 21 ; skif ; 123 
 500 ; Копейка ; 1821 ; ЕМ НМ  ; Cu ; F-VF ; 56 ; Lotus 99 ; 215 
 501 ; Копейка ; 1821 ; ИМ ЯВ  ; Cu ; F-VF ; 14 ; alexandervolkov ; 237 
 502 ; Копейка ; 1822 ; ЕМ ФГ  ; Cu ; VF ; 22 ; zorge10 ; 818 
 503 ; Копейка ; 1823 ; ЕМ ФГ  ; Cu ; F-VF ; 20 ; hantas ; 181 
 504 ; Копейка ; 1824 ; ЕМ ПГ  ; Cu ; F+ ; 44 ; skif ; 163 
 505 ; Копейка ; 1829 ; ЕМ ИК  ; Cu ; VF- ; 31 ; кабан ; 444 
 506 ; Копейка ; 1830 ; ЕМ ИК  ; Cu ; F-VF ; 4 ; кабан ; 204 
 507 ; 1 копейка ; 1810-1830 ;  ; Cu ; F ; 17 ; koga ; 37 
 508 ; Копейка ; 1831 ; СМ  ; Cu ; F+ ; 2 ; Dмитрий ; 300 
 509 ; Копейка ; 1834 ; СМ  ; Cu ; F+ ; 58 ; baikal.k ; 1168 
 510 ; Копейка ; 1835 ; ЕМ ФХ  ; Cu ; F-VF ; 61 ; УГРЮМЫЙ ; 221 
 511 ; Копейка ; 1836 ; ЕМ ФХ  ; Cu ; F-VF ; 60 ; alexandervolkov ; 313 
 512 ; Копейка ; 1837 ; ЕМ НА  ; Cu ; VG ; 36 ; PSvashmid ; 43 
 513 ; Копейка ; 1841 ; СМ  ; Cu ; F-VF ; 6 ; УГРЮМЫЙ ; 159 
 514 ; Копейка ; 1852 ; ЕМ  ; Cu ; VF- ; 39 ; В1951 ; 126 
 515 ; Копейка ; 1853 ; ЕМ  ; Cu ; VF- ; 94 ; lchernata ; 416 
 516 ; Копейка ; 1865 ; ЕМ  ; Cu ; VF+ ; 155 ; lchernata ; 573 
 517 ; Копейка ; 1880 ; СПБ  ; Cu ; F-VF ; 24 ; lvl555 ; 368 
 518 ; Копейка ; 1883 ; СПБ  ; Cu ; F+ ; 8 ; baikal.k ; 79 
 519 ; Копейка ; 1889 ; СПБ  ; Cu ; F+ ; 21 ; hantas ; 182 
 520 ; Копейка ; 1894 ; СПБ  ; Cu ; VF ; 32 ; кабан ; 115 
 521 ; Копейка ; 1897 ; СПБ  ; Cu ; VF+ ; 58 ; Данила ; 575 
 522 ; Копейка ; 1898 ; СПБ  ; Cu ; F+ ; 25 ; alex995 ; 51 
 523 ; Копейка ; 1901 ; СПБ  ; Cu ; VF+ ; 11 ; tesey ; 147 
 524 ; Копейка ; 1903 ; СПБ  ; Cu ; VF-XF ; 20 ; vasil47 ; 149 
 525 ; Копейка ; 1904 ; СПБ  ; Cu ; VF+ ; 44 ; KORNEJ ; 100 
 526 ; Копейка ; 1905 ; СПБ  ; Cu ; VF-XF ; 40 ; wladimir1972 ; 527 
 527 ; Копейка ; 1906 ; СПБ  ; Cu ; VF-XF ; 82 ; elac ; 306 
 528 ; Копейка ; 1907 ; СПБ  ; Cu ; VF- ; 27 ; tesey ; 150 
 529 ; Копейка ; 1908 ; СПБ  ; Cu ; VF ; 16 ; KORNEJ ; 102 
 530 ; Копейка ; 1909 ; СПБ  ; Cu ; VF-XF ; 47 ; vasil47 ; 197 
 531 ; Копейка ; 1910 ; СПБ  ; Cu ; XF ; 32 ; Алек ; 148 
 532 ; Копейка ; 1911 ; СПБ  ; Cu ; XF- ; 52 ; Алек ; 185 
 533 ; Копейка ; 1912 ; СПБ  ; Cu ; XF ; 64 ; DrAlex1701 ; 206 
 534 ; Копейка ; 1913 ; СПБ  ; Cu ; XF ; 61 ; Dimm ; 147 
 535 ; Копейка ; 1913 ; СПБ  ; Cu ; VF-XF ; 38 ; кабан ; 46 
 536 ; Копейка ; 1914 ; СПБ  ; Cu ; XF ; 14 ; KORNEJ ; 65 
 537 ; Копейка ; 1914 ; СПБ  ; Cu ; VF+ ; 23 ; hantas ; 41 
 538 ; Копейка ; 1914 ; СПБ  ; Cu ; VF ; 45 ; кабан ; 53 
 539 ; Копейка ; 1915 ;  ; Cu ; AU ; 3 ; garry ; 51 
 540 ; Копейка ; 1915 ;  ; Cu ; AU ; 36 ; zerkalozemli ; 196 
 541 ; Копейка ; 1915 ;  ; Cu ; XF+ ; 30 ; sergfokin ; 71 
 542 ; Копейка ; 1915 ;  ; Cu ; VF+ ; 18 ; amd4200 ; 38 
 443 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 24 ; кабан ; 135 
 444 ; 2 копейки ; 1761 ;  ; Cu ; F+ ; 10 ; PSvashmid ; 227 
 445 ; 2 копейки ; 1763 ; ММ  ; Cu ; F-VF ; 43 ; tati1545 ; 331 
 446 ; 2 копейки ; 1767 ; ЕМ  ; Cu ; F+ ; 47 ; lvl555 ; 510 
 447 ; 2 копейки ; 1776 ; ЕМ  ; Cu ; VF- ; 58 ; xabib ; 776 
 448 ; 2 копейки ; 1777 ; ЕМ  ; Cu ; VF- ; 69 ; Олег33 ; 1291 
 449 ; 2 копейки ; 1763-1796 ;  ; Cu ; VF- ; 24 ; igorf ; 510 
 450 ; 2 копейки ; 1797 ; АМ  ; Cu ; VF- ; 36 ; mars6307 ; 847 
 451 ; 2 копейки ; 1798 ; ЕМ  ; Cu ; VF+ ; 29 ; piter_k ; 453 
 452 ; 2 копейки ; 1799 ; ЕМ  ; Cu ; VF+ ; 47 ; piter_k ; 567 
 453 ; 2 копейки ; 1799 ; КМ  ; Cu ; VF ; 60 ; lesnik1 ; 765 
 454 ; 2 копейки ; 1800 ; ЕМ  ; Cu ; VF- ; 26 ; den_ff ; 232 
 455 ; 2 копейки ; 1801 ; ЕМ  ; Cu ; VF+ ; 36 ; igor_r65 ; 242 
 456 ; 2 копейки ; 1810 ; КМ  ; Cu ; VF ; 133 ; Dj ; 1232 
 457 ; 2 копейки ; 1811 ; КМ ПБ  ; Cu ; VF- ; 33 ; Dj ; 1200 
 458 ; 2 копейки ; 1811 ; СПБ МК  ; Cu ; VF ; 10 ; solder13 ; 227 
 459 ; 2 копейки ; 1811 ; СПБ ПС  ; Cu ; VF+ ; 86 ; svm-1 ; 255 
 460 ; 2 копейки ; 1811 ; СПБ ПС  ; Cu ; VF- ; 83 ; amd4200 ; 141 
 461 ; 2 копейки ; 1811 ; ИМ ПС  ; Cu ; F-VF ; 66 ; svm-1 ; 153 
 462 ; 2 копейки ; 1812 ; КМ  ; Cu ; VF- ; 74 ; lvl555 ; 663 
 463 ; 2 копейки ; 1812 ; КМ АМ  ; Cu ; F-VF ; 9 ; кабан ; 422 
 464 ; 2 копейки ; 1812 ; ИМ ПС  ; Cu ; F-VF ; 87 ; svm-1 ; 235 
 465 ; 2 копейки ; 1813 ; КМ АМ  ; Cu ; F+ ; 5 ; piter_k ; 340 
 466 ; 2 копейки ; 1813 ; ИМ ПС  ; Cu ; F-VF ; 20 ; PSvashmid ; 174 
 467 ; 2 копейки ; 1814 ; КМ АМ  ; Cu ; VF- ; 16 ; кабан ; 399 
 468 ; 2 копейки ; 1814 ; ИМ ПС  ; Cu ; F-VF ; 16 ; PSvashmid ; 153 
 469 ; 2 копейки ; 1815 ; ЕМ НМ  ; Cu ; VF- ; 12 ; KORNEJ ; 68 
 470 ; 2 копейки ; 1823 ; КМ АМ  ; Cu ; F-VF ; 23 ; lvl555 ; 740 
 471 ; 2 копейки ; 1837 ; ЕМ НА  ; Cu ; F-VF ; 68 ; Dмитрий ; 400 
 472 ; 2 копейки ; 1838 ; СМ  ; Cu ; F-VF ; 37 ; den_ff ; 220 
 473 ; 2 копейки ; 1839 ; СМ  ; Cu ; F+ ; 1 ; vic-dmitrievic ; 150 
 474 ; 2 копейки (Ильин-5р) ; 1841 ; ЕМ  ; Cu ; F ; 72 ; baikal.k ; 3468 
 475 ; 2 копейки ; 1858 ; ЕМ  ; Cu ; F-VF ; 3 ; salim ; 64 
 476 ; 2 копейки ; 1882 ; СПБ  ; Cu ; F-VF ; 36 ; skif ; 184 
 477 ; 2 копейки ; 1899 ; СПБ  ; Cu ; XF- ; 60 ; Алек ; 816 
 478 ; 2 копейки ; 1903 ; СПБ  ; Cu ; F+ ; 24 ; KORNEJ ; 61 
 479 ; 2 копейки ; 1908 ; СПБ  ; Cu ; F-VF ; 49 ; KORNEJ ; 107 
 480 ; 2 копейки ; 1910 ; СПБ  ; Cu ; XF+ ; 31 ; ЛуковоеГоре ; 1122 
 481 ; 2 копейки ; 1912 ; СПБ  ; Cu ; VF+ ; 32 ; lvl555 ; 159 
 482 ; 2 копейки ; 1914 ; СПБ  ; Cu ; AU ; 15 ; Алек ; 326 
 483 ; 2 копейки ; 1914 ; СПБ  ; Cu ; XF- ; 24 ; KORNEJ ; 69 
 484 ; 2 копейки ; 1915 ;  ; Cu ; XF+ ; 65 ; tesey ; 161 
 485 ; 2 копейки ; 1915 ;  ; Cu ; VF+ ; 33 ; джон007 ; 49 
 486 ; 2 копейки ; 1916 ;  ; Cu ; AU ; 14 ; Конрос бид 32 ; 500 
 487 ; 2 копейки ; 1916 ;  ; Cu ; VF ; 28 ; amd4200 ; 38 
 488 ; Копейка ; 1705 ; МД  ; Cu ; F-VF ; 14 ; camry ; 921 
 489 ; Копейка ; 1707 ; БК  ; Cu ; F+ ; 22 ; camry ; 1125 
 490 ; Копейка ; 1711 ; МД  ; Cu ; F-VF ; 59 ; camry ; 793 
 491 ; Копейка ; 1717 ; НДЗ  ; Cu ; F+ ; 50 ; camry ; 14733 
 492 ; Копейка ; 1777 ; "КМ ""Сибирь"" " ; Cu ; F+ ; 53 ; lvl555 ; 729 
 393 ; 5 копеек ; 1777 ; ЕМ  ; Cu ; VF ; 17 ; den_ff ; 288 
 394 ; 5 копеек ; 1777 ; ЕМ  ; Cu ; VF- ; 50 ; KORNEJ ; 208 
 395 ; 5 копеек ; 1777 ; ЕМ  ; Cu ; F-VF ; 75 ; lvl555 ; 208 
 396 ; 5 копеек ; 1777 ; ЕМ  ; Cu ; F-VF ; 25 ; Simpaga ; 184 
 397 ; 5 копеек ; 1777 ; ЕМ  ; Cu ; F+ ; 32 ; marat-vojag ; 161 
 398 ; 5 копеек ; 1777 ; ЕМ  ; Cu ; F+ ; 16 ; QSL ; 175 
 399 ; 5 копеек ; 1778 ; ЕМ  ; Cu ; VF ; 47 ; o.k. ; 286 
 400 ; 5 копеек ; 1778 ; ЕМ  ; Cu ; VF- ; 26 ; lvl555 ; 227 
 401 ; 5 копеек ; 1778 ; ЕМ  ; Cu ; F-VF ; 24 ; chul66 ; 184 
 402 ; 5 копеек ; 1778 ; ЕМ  ; Cu ; F+ ; 21 ; lvl555 ; 255 
 403 ; 5 копеек ; 1778 ; ЕМ  ; Cu ; VF- ; 43 ; chul66 ; 235 
 404 ; 5 копеек ; 1778 ; ЕМ  ; Cu ; F-VF ; 27 ; chul66 ; 174 
 405 ; 5 копеек ; 1778 ; ЕМ  ; Cu ; F+ ; 16 ; garry ; 151 
 406 ; 5 копеек ; 1778 ; ЕМ  ; Cu ; F+ ; 2 ; QSL ; 178 
 407 ; 5 копеек ; 1779 ; ЕМ  ; Cu ; VF+ ; 9 ; garry ; 227 
 408 ; 5 копеек ; 1779 ; ЕМ  ; Cu ; VF ; 22 ; WinterCat ; 286 
 409 ; 5 копеек ; 1779 ; ЕМ  ; Cu ; F+ ; 92 ; lvl555 ; 222 
 410 ; 5 копеек ; 1779 ; ЕМ  ; Cu ; F-VF ; 62 ; lvl555 ; 260 
 411 ; 5 копеек ; 1779 ; ЕМ  ; Cu ; F+ ; 27 ; Poiuyt ; 144 
 412 ; 5 копеек ; 1779 ; ЕМ  ; Cu ; F-VF ; 32 ; garry ; 224 
 413 ; 5 копеек ; 1779 ; ЕМ  ; Cu ; F+ ; 31 ; skif ; 174 
 414 ; 5 копеек ; 1779 ; ЕМ  ; Cu ; F+ ; 24 ; Poiuyt ; 153 
 415 ; 5 копеек ; 1779 ; ЕМ  ; Cu ; F+ ; 28 ; chul66 ; 153 
 416 ; 5 копеек ; 1779 ; ЕМ  ; Cu ; F-VF ; 15 ; garry ; 191 
 417 ; 5 копеек ; 1779 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 86 ; baikal.k ; 2652 
 418 ; 5 копеек ; 1780 ; ЕМ  ; Cu ; VF+ ; 33 ; marat-vojag ; 347 
 419 ; 5 копеек ; 1781 ; ЕМ  ; Cu ; VF+ ; 55 ; 100924 ; 496 
 420 ; 5 копеек ; 1782 ; КМ  ; Cu ; VF- ; 82 ; den_ff ; 1697 
 421 ; 5 копеек ; 1788 ; ЕМ  ; Cu ; VF+ ; 54 ; кабан ; 333 
 422 ; 5 копеек ; 1788 ; СПМ  ; Cu ; F-VF ; 64 ; mars6307 ; 2510 
 423 ; 5 копеек ; 1790 ; ЕМ  ; Cu ; F-VF ; 6 ; QSL ; 187 
 424 ; 5 копеек ; 1791 ; АМ  ; Cu ; F-VF ; 32 ; jef688 ; 379 
 425 ; 5 копеек ; 1805 ; ЕМ  ; Cu ; F-VF ; 45 ; lvl555 ; 1353 
 426 ; 5 копеек ; 1805 ; КМ  ; Cu ; F-VF ; 69 ; baikal.k ; 3400 
 427 ; 5 копеек ; 1836 ; ЕМ ФХ  ; Cu ; VF- ; 62 ; den_ff ; 614 
 428 ; 5 копеек ; 1869 ; ЕМ  ; Cu ; F-VF ; 37 ; QSL ; 208 
 429 ; 5 копеек ; 1879 ; СПБ  ; Cu ; F ; 62 ; skif ; 92 
 430 ; 5 копеек ; 1880 ; СПБ  ; Cu ; F ; 33 ; QSL ; 117 
 431 ; 5 копеек ; 1881 ; СПБ  ; Cu ; F ; 29 ; QSL ; 105 
 432 ; 5 копеек ; 1911 ; СПБ  ; Cu ; XF ; 62 ; kirin ; 1283 
 433 ; 3 копейки ; 1840 ; СПМ  ; Cu ; VF- ; 99 ; mars6307 ; 2043 
 434 ; 3 копейки ; 1841 ; СПМ  ; Cu ; VF- ; 68 ; mars6307 ; 2306 
 435 ; 3 копейки ; 1843 ; ЕМ  ; Cu ; VF+ ; 88 ; Dj ; 2144 
 436 ; 3 копейки ; 1911 ; СПБ  ; Cu ; VF- ; 25 ; torandrey ; 66 
 437 ; 3 копейки ; 1914 ; СПБ  ; Cu ; XF ; 42 ; tesey ; 267 
 438 ; 3 копейки ; 1915 ;  ; Cu ; XF+ ; 33 ; sergfokin ; 204 
 439 ; 3 копейки ; 1915 ;  ; Cu ; AU ; 29 ; zerkalozemli ; 510 
