 4852 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 1 ; asus ; 111 
 4154 ; Облигация ; 1896 ;  ;  ;  ; 8 ; sher60 ; 403 
 4155 ; Акция. США ;  ;  ;  ;  ; 6 ; mister Bonn ; 124 
 4156 ; Акция. США ;  ;  ;  ;  ; 4 ; 4004 ; 100 
 4157 ; Акция. США ;  ;  ;  ;  ; 4 ; 4004 ; 100 
 4158 ; Акция. США ;  ;  ;  ;  ; 4 ; 4004 ; 100 
 4159 ; Акция. США ;  ;  ;  ;  ; 6 ; mister Bonn ; 122 
 4160 ; Акция. США ;  ;  ;  ;  ; 7 ; mister Bonn ; 155 
 4161 ; Акция. США ;  ;  ;  ;  ; 5 ; 4004 ; 101 
 4162 ; Акция. США ;  ;  ;  ;  ; 13 ; 4004 ; 100 
 4163 ; Акция. США ;  ;  ;  ;  ; 11 ; ъхз ; 98 
 4164 ; Акция. США ;  ;  ;  ;  ; 3 ; ъхз ; 82 
 4165 ; Акция. США ;  ;  ;  ;  ; 8 ; 4004 ; 101 
 4166 ; Акция. США ;  ;  ;  ;  ; 11 ; ъхз ; 92 
 4167 ; Акция. США ;  ;  ;  ;  ; 5 ; 4004 ; 101 
 4168 ; Акция. США ;  ;  ;  ;  ; 7 ; mister Bonn ; 118 
 4169 ; 5 рублей (2 шт) ; 1909 ;  ;  ;  ; 9 ; Gera_K ; 64 
 4170 ; 5 рублей (2 шт) ; 1909 ;  ;  ;  ; 14 ; indigo-rus ; 76 
 4301 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 26 ; бык ; 674 
 4302 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 80 ; бык ; 2348 
 4303 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 58 ; verunk1 ; 329 
 4304 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; XF+ ; 19 ; verunk1 ; 112 
 4305 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 28 ; Gera_K ; 81 
 4306 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ; XF+ ; 65 ; бык ; 765 
 4307 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 17 ; verunk1 ; 419 
 4078 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 10 ; ppi ; 47 
 4079 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 8 ; Greenfields ; 100 
 4080 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 16 ; denis68 ; 125 
 4081 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 8 ; denis68 ; 119 
 4082 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 7 ; Gyron ; 110 
 4083 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 22 ; Randi ; 75 
 4084 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 2 ; vowa ; 36 
 4085 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 2 ; verunk1 ; 36 
 4086 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 2 ; ppi ; 36 
 4087 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 19 ; Greenfields ; 50 
 4088 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; vowa ; 109 
 4089 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 25 ; vowa ; 73 
 4090 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 53 ; andrry ; 143 
 4091 ; Красные столовые Тифлисского ЕРКОПА. 1 копейка ;  ;  ;  ;  ; 17 ; gelo ; 877 
 4092 ; Красные столовые Тифлисского ЕРКОПА. 20 копеек ;  ;  ;  ;  ; 11 ; gelo ; 877 
 4093 ; Ярлык на пшено ; 1917 ;  ;  ;  ; 29 ; gelo ; 203 
 4094 ; Ярлык на соль ; 1917 ;  ;  ;  ; 13 ; gelo ; 203 
 4095 ; Государственный магазин марок и бон. Чек ;  ;  ;  ;  ; 21 ; ек ; 59 
 4096 ; Государственный магазин марок и бон. Чек ;  ;  ;  ;  ; 1 ; ек ; 2 
 4097 ; Государственный магазин марок и бон. Чек ;  ;  ;  ;  ; 4 ; ек ; 37 
 4098 ; 1000 рублей. Енисейский губсоюз ; 1922 ;  ;  ;  ; 32 ; gelo ; 1080 
 4099 ; 20 рублей. Енисейский губсоюз ; 1922 ;  ;  ;  ; 31 ; gelo ; 1097 
 4100 ; 100 рублей. Енисейский губсоюз ; 1922 ;  ;  ;  ; 23 ; gelo ; 1081 
 4101 ; 50 рублей. Енисейский губсоюз ; 1922 ;  ;  ;  ; 17 ; gelo ; 1136 
 4102 ; 10 рублей. Енисейский губсоюз ; 1922 ;  ;  ;  ; 32 ; gelo ; 1109 
 4103 ; 10 рублей. Енисейский губсоюз ; 1922 ;  ;  ;  ; 12 ; lesnik1 ; 918 
 4104 ; 50 рублей. Енисейский губсоюз ; 1922 ;  ;  ;  ; 25 ; lesnik1 ; 1201 
 4105 ; 500 рублей. Енисейский губсоюз ; 1922 ;  ;  ;  ; 20 ; gelo ; 1080 
 4106 ; 3 рубля. Штамп выставки бон и марок г. Верхнеудинск ; 1920 ;  ;  ;  ; 48 ; gelo ; 1577 
 4107 ; 10000 рублей. Расчетная марка кооператива "Печатник" ; 1922 ;  ;  ;  ; 34 ; gelo ; 1006 
 4108 ; 5000 рублей. Расчетная марка кооператива "Печатник" ; 1922 ;  ;  ;  ; 43 ; gelo ; 1037 
 4109 ; 25000 рублей. Расчетная марка кооператива "Печатник" ; 1922 ;  ;  ;  ; 19 ; lesnik1 ; 918 
 4110 ; 50000 рублей. Расчетная марка кооператива "Печатник" ; 1922 ;  ;  ;  ; 36 ; lesnik1 ; 918 
 4111 ; 1000 рублей. Расчетная марка кооператива "Печатник" ;  ;  ;  ;  ; 26 ; 4758 ; 877 
 4112 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 33 ; albar ; 435 
 4113 ; 1 рубль ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 31 ; asus ; 213 
 4114 ; 1 рубль ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 44 ; бык ; 890 
 4115 ; 1 рубль ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 45 ; albar ; 847 
 4116 ; 1 рубль ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 40 ; 4758 ; 392 
 4117 ; 3 рубля ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 37 ; МАВ9 ; 1274 
 4118 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 7 ; andrry ; 63 
 4119 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 6 ; Randi ; 100 
 4120 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 2 ; Gera_K ; 67 
 4121 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 26 ; gusar ; 255 
 4122 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 46 ; vowa ; 215 
 4123 ; 5000 рублей в.з. - звезды ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 14 ; ек ; 180 
 4124 ; 10000 рублей  в.з. - звезды ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 49 ; yurrgen ; 278 
 4125 ; 25 копеек. Вексель ;  ;  ;  ;  ; 140 ; verunk1 ; 879 
 4126 ; 75 копеек. Вексель ;  ;  ;  ;  ; 111 ; ask ; 811 
 4127 ; 10 копеек. Вексель ;  ;  ;  ;  ; 71 ; 333985 ; 648 
 3686 ; Лот монет Кипра, Бразилии, ОАЭ, Африки, Нигерии (5шт) ; 1985-2005 ;  ; Cu-Ni,Br ; VF/XF ; 19 ; vc57 ; 87 
 3687 ; Лот монет Дании (6шт) ; 1954-1969 ;  ; Zn ; VF/VF- ; 3 ; alex995 ; 14 
 3688 ; Лот монет Испании (7шт) ; 1975-1983 ;  ; Cu-Ni ; VF-XF/XF ; 2 ; RF ; 31 
 3689 ; Лот монет Ирландии: 5шт ; 1980-2000 ;  ; Cu-Ni,Лат ; VF-/XF ; 21 ; rik ; 113 
 3690 ; Лот монет Польши: 16шт ; 1949-1989 ;  ; Cu-Ni,Al ; F/VF-XF ; 46 ; DAPOPOV ; 85 
 3691 ; Лот монет Японии: 11шт ;  ;  ; Al,Br,Лат ; F-VF/XF ; 22 ; vc57 ; 136 
 3692 ; Лот монет Греции: 19шт ; 1926-1992 ;  ; Al,Br,Лат,Cu-Ni ; F/XF ; 32 ; велес ; 251 
 3693 ; Лот монет Швеции: 18шт ; 1943-2003 ;  ; Cu-Ni,Fe,Br ; VF-/XF ; 18 ; rik ; 87 
 3694 ; Лот монет ФРГ: 20шт ; 1950-1995 ;  ; Br ; F-VF/XF ; 35 ; Опятор ; 79 
 3695 ; Лот монет Норвегии: 21шт ; 1924-1987 ;  ; Cu-Ni,Zn,Br,Fe ; F-VF/XF ; 25 ; DVZ ; 175 
 3696 ; Лот монет Италии: 15шт ; 1952-1994 ;  ; Би/м,Лат,St,Al ; F-/XF ; 16 ; asus ; 77 
 3697 ; Лот монет Дании: 18шт ; 1924-1991 ;  ; Лат,Br,Cu-Ni,Zn ; F/XF ; 18 ; DVZ ; 163 
 3698 ; Лот монет Нидерландов: 13шт ; 1948-1999 ;  ; Br,Cu-Ni ; VF/AU ; 38 ; asus ; 140 
 3699 ; Лот монет Малави: 3шт ; 2004-2006 ;  ; Лат, Би/м ; AU ; 61 ; Спанчбоб ; 290 
 3700 ; Лот монет Индонезии: 6шт ; 1996-2003 ;  ; Би/м,Al ; AU ; 22 ; Спанчбоб ; 193 
 3701 ; Лот монет Египта: 3шт ; 2008,2010 ;  ; Лат, Би/м,Cu-Ni ; AU ; 71 ; faihu ; 93 
 3702 ; Лот монет Панамы: 5шт ; 2008 ;  ; Cu/St,Ni/St ; AU ; 38 ; Mike! ; 187 
 3703 ; Лот монет Уганды (Год Обезьяны): 5шт ; 2004 ;  ; Ni/St ; AU ; 20 ; rik ; 179 
 3704 ; Лот монет Малави: 7шт ; 1996-2003 ;  ; Cu/St,Ni/St,Лат ; AU ; 15 ; temichek ; 282 
 3705 ; Лот монет Марокко: 6шт ; 1987-2002 ;  ; Al,Ni/St,Лат ; AU ; 30 ; andorf ; 227 
 3706 ; Лот монет Югославии: 7шт ; 1993,1994 ;  ; cu-Ni,Лат ; AU ; 25 ; t_v_v ; 213 
 3707 ; Лот монет Сербии: 10шт ; 2006-2011 ;  ; cu-Ni,Лат ; AU ; 43 ; Антон Семенович ; 237 
 3708 ; Лот монет Камбоджи: 4шт ;  ;  ; Би/м,St ; AU ; 30 ; Спанчбоб ; 306 
 4051 ; Разовый талон ; 1946 ;  ;  ;  ; 19 ; gelo ; 30 
 4052 ; 20 копеек. Одесса ;  ;  ;  ;  ; 19 ; gelo ; 327 
 4053 ; 20 копеек. Одесса ;  ;  ;  ;  ; 13 ; ЛАВ-13 ; 214 
 4054 ; 15 копеек ;  ;  ;  ;  ; 39 ; potapov0 ; 299 
 4055 ; 20 копеек ;  ;  ;  ;  ; 37 ; potapov0 ; 299 
 4056 ; 2 рубля ; 1923 ;  ;  ;  ; 65 ; potapov0 ; 605 
 4057 ; 300 рублей ; 1923 ;  ;  ;  ; 57 ; potapov0 ; 658 
 4058 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 22 ; andrry ; 187 
 4059 ; 2 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 49 ; denis68 ; 181 
 4060 ; 3 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 30 ; denis68 ; 160 
 4061 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 25 ; gelo ; 157 
 4062 ; 25 копеек. Верхнеудинск ;  ;  ;  ;  ; 48 ; gelo ; 1024 
 4063 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 15 ; нэри ; 161 
 4064 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 19 ; gelo ; 202 
 4065 ; 5 йен ;  ;  ;  ;  ; 21 ; max2008 ; 167 
 4066 ; 5 йен ;  ;  ;  ;  ; 8 ; sman ; 139 
 4067 ; 5 юаней ;  ;  ;  ;  ; 17 ; DVZ ; 163 
 4068 ; 50 карбованцев ; 1918 ; Украина. Знак Державноi скарбницi ;  ;  ; 37 ; asus ; 253 
 4069 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 22 ; kaktus ; 102 
 4070 ; 10 йен ;  ;  ;  ;  ; 12 ; sman ; 145 
 4071 ; 1 рубль ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 13 ; t_v_v ; 51 
 4072 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 8 ; vowa ; 204 
 4073 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 1 ; я8844 ; 50 
 4074 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 2 ; ppi ; 51 
 4075 ; 3 рубля ; 1918 ;  ;  ;  ; 72 ; Gera_K ; 255 
 4076 ; 5 рублей ; 1918 ;  ;  ;  ; 52 ; okotv ; 260 
 4077 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 18 ; Randi ; 71 
 3636 ; Лот монет Бельгии (5шт) ; 1986 ;  ; Al/Br ; VF/VF-XF ; 9 ; xct ; 20 
 3637 ; Лот иностранных монет (25шт) ; 20 век ;  ; Cu-Ni,Al,Br,ж/м ; VF/VF-XF ; 12 ; asus ; 134 
 3638 ; Лот монет ЕВРО: 12шт ; 1999-2008 ;  ; Лат,Би/м,Cu/St ; XF-/XF+ ; 21 ; Оптимус ; 155 
 3639 ; Лот монет Франции (4шт) ; 1925-1980 ;  ; Br ; VF/VF+ ; 19 ; asus ; 101 
 3640 ; Лот монет США: 1/4 доллара, 5 центов, 1 цент, 1 дайм (17шт) ; 1964-1996 ;  ; Cu-Ni, Cu-Zn ; VF/XF ; 36 ; маманя ; 122 
 3641 ; Лот монет Европы: 50,10,5,2,1 евроцентов (11шт) ; 1999-2003 ;  ; Латунь, Cu/St ; VF/XF+ ; 43 ; ХАХА ; 107 
 3642 ; Лот монет Испании: 6шт ; 1957-1982 ;  ; cu-Ni,Al,лат ; VF/XF ; 51 ; asus ; 81 
 3643 ; Лот монет Франции: 7шт ; 1942-1981 ;  ; Al,Al/Br,Cu-Ni ; F+/VF+ ; 6 ; rik ; 34 
 3644 ; Лот монет Канады: 5шт ; 1968-1978 ;  ; Cu-Ni,Br ; VF/VF+ ; 25 ; asus ; 129 
 3645 ; Лот монет ФРГ: 2 марки (6шт) ; 1971-1994 ;  ; Cu-Ni ; VF+/XF ; 19 ; DVZ ; 328 
 3646 ; Лот монет Эстонии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2011 ;  ; Би/м,Cu/St,лат ; AU ; 64 ; skiff1979nd ; 240 
 3647 ; Лот иностранных монет (20шт) ; 1954-2006 ;  ; Al, Cu-Ni, ж/м ; VF/VF-XF ; 30 ; фёкла ; 111 
 3648 ; Лот монет Италии: 1 лира, 20 сентимов (2шт) ; 1940 ;  ; St ; XF+ ; 42 ; ppi ; 101 
 3649 ; Лот монет США: 4шт ; 1972-2000 ;  ; Cu-Ni,Cu-Ni-Zn ; VF+/XF+ ; 29 ; indigo-rus ; 158 
 3650 ; Лот монет США: 6шт ; 1993-1996 ;  ; Cu-Ni ; VF+/XF- ; 14 ; Моряк-собиратель ; 66 
 3651 ; Лот монет Швеции: 3шт ; 1987-1989 ;  ; Cu-Ni ; XF ; 21 ; ваньша ; 31 
 3652 ; Лот монет США: 9шт ; 1967-1997 ;  ; Cu-Ni ; VF+/XF+ ; 6 ; hugo ; 44 
 3653 ; Лот монет США: 9шт ; 1975-1997 ;  ; Cu-Zn ; VF/XF ; 28 ; indigo-rus ; 51 
 3654 ; Лот монет Израиля: 2шт ;  ;  ; Cu-Ni,лат ; VF ; 6 ; hugo ; 23 
 3655 ; Лот монет США: 1 цент (84шт) ; 1959-2003 ;  ; Cu-Zn ; VF/AU ; 94 ; маманя ; 337 
 3656 ; Лот монет Финляндии (10шт) ; 1963-1989 ;  ; Al/Br ; VF/XF ; 13 ; xct ; 33 
 3657 ; Лот монет Финляндии (10шт) ; 1963-1982 ;  ; Al/Br ; VF/XF ; 5 ; фёкла ; 33 
 3658 ; Лот монет Финляндии (10шт) ; 1963-1976 ;  ; Cu ; VF/VF-XF ; 3 ; alex995 ; 32 
 3659 ; Лот монет Финляндии (10шт) ; 1963-1976 ;  ; Cu ; VF/VF-XF ; 4 ; фёкла ; 33 
 3660 ; Лот монет Финляндии (10шт) ; 1963-1976 ;  ; Cu ; VF/VF-XF ; 4 ; DVZ ; 33 
 3661 ; Лот монет Финляндии (11шт) ; 1977-1988 ;  ; Al ; VF/VF+ ; 4 ; DVZ ; 33 
 3662 ; Лот монет Финляндии (8шт) ; 1963-1969 ;  ; Cu ; VF/VF+ ; 2 ; RF ; 31 
 3663 ; Лот монет Финляндии (3шт) ; 1984-1985 ;  ; Al ; VF/VF+ ; 7 ; AnvlaSar6216 ; 36 
 3664 ; Лот монет ФРГ (6шт) ; 1971-1991 ;  ; Cu-Zn ; VF+/XF ; 11 ; lubopitnaja ; 43 
 3665 ; Лот монет Нидерланды (7шт) ; 1948-1980 ;  ; Br ; VF/VF+ ; 7 ; alex995 ; 28 
 3666 ; Лот монет Норвегии (9шт) ; 1973-1982 ;  ; Br ; VF/VF+ ; 8 ; seger ; 50 
 3667 ; Лот монет Финляндии (2шт) ; 1952 ;  ; Al/Br ; VF/VF+ ; 24 ; AnvlaSar6216 ; 46 
 3668 ; Лот монет Греции (2шт) ; 1988 ;  ; Латунь ; VF/VF+ ; 2 ; xct ; 13 
 3669 ; Лот монет Нидерланды (8шт) ; 1967-1980 ;  ; Cu-Ni ; VF/VF-XF ; 17 ; Komod ; 33 
 3670 ; Лот монет Швеции (6шт) ; 1972-1973 ;  ; Br ; VF/VF+ ; 9 ; xct ; 25 
 3671 ; Лот монет Дании (5шт) ; 1953-1971 ;  ; Zn ; VF/VF- ; 3 ; alex995 ; 14 
 3672 ; Лот монет Австрии (8шт) ; 1961-1998 ;  ; Латунь ; VF/XF ; 12 ; xct ; 33 
 3673 ; Лот монет Польши, Венгрии, Герцеговины, Исландии, Югославии (6шт) ; 1966-1998 ;  ; Al,Cu-Ni,Br ; VF/VF-XF ; 3 ; alex995 ; 32 
 3674 ; Лот монет Великобритании (3шт) ; 1969-1980 ;  ; Cu-Ni ; VF/VF+ ; 6 ; xct ; 26 
 3675 ; Лот монет Греции (10шт) ; 1976-1982 ;  ; Латунь ; VF/VF+ ; 17 ; Komod ; 45 
 3676 ; Лот монет Финляндии (6шт) ; 1963-1984 ;  ; Al/Br ; VF/VF-XF ; 12 ; xct ; 33 
 3677 ; Лот монет Франции (8шт) ; 1960-1978 ;  ; Cu-Ni ; VF/VF-XF ; 4 ; DVZ ; 33 
 3678 ; Лот монет Франции (9шт) ; 1967-1991 ;  ; Cu-Ni ; VF/VF-XF ; 8 ; DVZ ; 37 
 3679 ; Лот монет Нидерланды (8шт) ; 1950-1980 ;  ; Cu-Ni ; VF/VF-XF ; 5 ; alex995 ; 26 
 3680 ; Лот монет Автралии (5шт) ; 1966-1981 ;  ; Br ; VF/VF+ ; 14 ; DVZ ; 51 
 3681 ; Лот монет Испании (7шт) ; 1975-1983 ;  ; Cu-Ni ; VF+/VF-XF ; 16 ; DVZ ; 44 
 3682 ; Лот монет Португалии (3шт) ; 1966-1979 ;  ; Cu-Ni ; VF/VF+ ; 2 ; RF ; 23 
 3683 ; Лот монет Греции (3шт) ; 1957-1967 ;  ; Cu-Ni ; VF/VF+ ; 5 ; t_v_v ; 76 
 3684 ; Лот монет Мальты (3шт) ; 1986-2004 ;  ; Al/Br ; VF/VF+ ; 17 ; legarder ; 41 
 3685 ; Лот монет Турции, Нидерланды, Венгрии, Чехословакии, Югославии (7шт) ; 1968-1993 ;  ; Al,Cu-Ni,Al/Br ; VF/VF+ ; 12 ; ppi ; 55 
 3586 ; 20 злотых. Польша. Мария Конопницкая ; 1978 ;  ; Cu-Ni ; VF-XF ; 23 ; legarder ; 41 
 3587 ; 20 злотых. Польша. Мария Конопницкая ; 1978 ;  ; Cu-Ni ; VF-XF ; 30 ; Komod ; 41 
 3588 ; 20 злотых. Польша. XXII Олимпиада ; 1980 ;  ; Cu-Ni ; VF-XF ; 26 ; melkiy ; 67 
 3589 ; 20 злотых. Польша. Первый поляк в космосе ; 1978 ;  ; Cu-Ni ; AU ; 31 ; asparagus ; 63 
 3590 ; 20 злотых. Польша. 50 лет кораблю "Дар Поморья" ; 1980 ;  ; Cu-Ni ; XF ; 16 ; melkiy ; 50 
 3591 ; 20 злотых. Польша. 50 лет кораблю "Дар Поморья" ; 1980 ;  ; Cu-Ni ; AU ; 16 ; честер ; 62 
 3592 ; 20 злотых. Польша. 50 лет кораблю "Дар Поморья" ; 1980 ;  ; Cu-Ni ; XF ; 57 ; asparagus ; 62 
 3593 ; 200 марок. Финляндия ; 1956 ;  ; Ag ; AU ; 52 ; dsp ; 219 
 3594 ; 200 марок. Финляндия ; 1957 ;  ; Ag ; AU ; 22 ; dsp ; 214 
 3595 ; 100 марок. Финляндия ; 1956 ;  ; Ag ; AU ; 15 ; And & And ; 214 
 3596 ; 100 марок. Финляндия ; 1957 ;  ; Ag ; AU ; 43 ; AnvlaSar6216 ; 214 
 3597 ; 10 злотых. Польша. + 2 злотых. Польша. Польский август 1980г ; 2010 ;  ; Ag,латунь ; Proof/AU ; 54 ; дед морос ; 655 
 3598 ; Набор монет Великобритании: 1/2 кроны, 2 шиллинга, 1 шиллинг, 6,3, пенса, 1,1/2 пенни (10шт). В коробке ; 1937-1949 ;  ; Ag,Ni-Лат,Br ; XF/AU ; 59 ; Makys ; 2335 
 3599 ; Ролл Эстонии: 1 евроцент (50шт) ; 2012 ;  ; Cu/St ; AU ; 41 ; nikitin782 ; 113 
 3600 ; Ролл Эстонии: 2 евроцента (50шт) ; 2012 ;  ; Cu/St ; AU ; 44 ; nikitin782 ; 137 
 3601 ; Набор монет Швеции: 5,1 крона, 50, 10 эре (4шт). Упаковка ; 1987 ;  ; Cu-Ni ; Unc ; 6 ; dsp ; 159 
 3602 ; Набор монет Польши: 5,2,1 злотых, 50,20,10,5,2,1 грошей (9шт) + жетон. Пластиковая упаковка ;  ;  ; Би/м,Cu-Ni,лат ; AU ; 45 ; ЖЖЖ ; 710 
