 3247 ; Бона иностранная ;  ;  ;  ;  ; 28 ; latuza48186 ; 67 
 1285 ; 5 рублей ; 1977 ; ЛМД Киев.Игры XXII Олимпиады ; Ag ; AU ; 13 ; spektr ; 499 
 1286 ; 5 рублей ; 1977 ; ЛМД Киев.Игры XXII Олимпиады ; Ag ; AU ; 30 ; soouo ; 488 
 1287 ; 5 рублей ; 1977 ; ЛМД Минск.Игры XXII Олимпиады ; Ag ; AU ; 10 ; agent 007 ; 500 
 1288 ; 5 рублей ; 1977 ; ЛМД Ленинград.Игры XXII Олимпи ; Ag ; AU ; 12 ; agent 007 ; 480 
 1289 ; 5 рублей ; 1977 ; ЛМД Таллин.Игры XXII Олимпиады ; Ag ; AU ; 7 ; arakara ; 480 
 1290 ; 5 рублей ; 1977 ; ЛМД Таллин.Игры XXII Олимпиады ; Ag ; AU ; 27 ; alien ; 467 
 1291 ; 5 рублей ; 1978 ; ЛМД Бег.Игры XXII Олимпиады ; Ag ; AU ; 14 ; af ; 510 
 1292 ; 5 рублей ; 1978 ; ЛМД Бег.Игры XXII Олимпиады ; Ag ; AU ; 8 ; alien ; 459 
 1293 ; 5 рублей ; 1978 ; ЛМД Плавание.Игры XXII Олимпиа ; Ag ; AU ; 15 ; af ; 516 
 1294 ; 5 рублей ; 1978 ; ЛМД Прыжки в высоту.Игры XXII  ; Ag ; AU ; 19 ; tdp ; 532 
 1295 ; 5 рублей ; 1979 ; ММД Штанга.Игры XXII Олимпиады ; Ag ; AU ; 9 ; spektr ; 485 
 1106 ; Медаль "За заслуги в Красном кресте" на ленте. Пруссия ;  ;  ; Zn ; VF+ ; 14 ; lsp25 ; 1301 
 1107 ; Медаль Победы и Свободы на ленте. Польша ; 1945 ;  ; Ж/м ; VF-XF ; 3 ; orel66 ; 220 
 1108 ; Орден в честь 20-летия основания КНДР. Учрежден 24 мая 1968 г ;  ;  ; Латунь ; XF+ ; 42 ; sergant83 ; 592 
 1109 ; Фрачник ордена "За храбрость". Болгария ; 1912 ;  ; Ж/м ; VF- ; 15 ; wwii-soldat ; 254 
 1110 ; Знак   RJA.  Имперское молодёжное спортивное общество ;  ;  ; Б/м ; XF+ ; 12 ; АНД ; 306 
 1111 ; Орден "Материнская слава" I ст. №42783.Монголия.  Учрежден в 1957г ;  ;  ; Латунь ; XF- ; 20 ; costa ; 542 
 1112 ; Орден "Материнская слава" II ст. №42783.Монголия.  Учрежден в 1957г ;  ;  ; Латунь ; XF ; 12 ; costa ; 349 
 1113 ; Медаль. 40 лет монгольской народной революции. Монголия ; 1921-1961 ;  ; Б/м ; XF ; 13 ; costa ; 189 
 1114 ; Медаль. 50 лет монгольской народной революции.  Монголия ; 1921-1971 ;  ; Ж/м ; XF+ ; 11 ; Bayun48 ; 153 
 1115 ; Медаль. Победа на Халхин-Голе. Монголия. Учреждена 19 марта 1979г ;  ;  ; Латунь ; XF+ ; 22 ; costa ; 237 
 1116 ; Орден Труда  IIIст с серебряным венком. Югославия.  В оригинальной коробке. Учрежден в 1945г ;  ;  ; Br,серебр. ; XF ; 17 ; sergant83 ; 714 
 1117 ; Медаль. Французская Западная Африка. Франция. В оригинальной коробке ;  ;  ; Ж/м ; AU ; 24 ; lsp25 ; 681 
 1118 ; Медаль ООН "Намибия" в конверте с маркой. Упаковка ; 1973 ;  ; Ag ; Proof ; 30 ; soouo ; 510 
 1201 ; Медаль на серебряный юбилей свадьбы Вильгельма II и Августы Виктории ; 1906 ;  ; Ag990 ; XF+ ; 40 ; Nico ; 2091 
 1202 ; Медаль. Пий IX (1846-1878). Папская область. 24-й год правления. Редкая ; 1869 ;  ; Ag ; XF+ ; 35 ; А_еЧъ ; 12603 
 1203 ; Медаль. Орден почетного легиона. Наполеон I Император. Франция ; 1804 ;  ; Ag ; XF+ ; 20 ; stur ; 6681 
 1204 ; Медаль. С благодарностью от граждан. Наполеон I Император. Франция ; 1808 ;  ; Br ; VF- ; 31 ; S1952 ; 816 
 1205 ; Медаль. Мемориал Наполеона I на острове Святой Елены. Луи Филипп (1830-1848). Франция ; 1840 ;  ; Br ; AU ; 70 ; region23 ; 4138 
 1206 ; Жетон. Свадебный. Франция. 3-я республика ; конец 19 века ;  ; Ag ; AU ; 43 ; 015 ; 3000 
 1207 ; Жетон. Торговля и наука Лиона. Наполеон I Император. Франция ; 1805 ;  ; Ag ; XF+ ; 27 ; 015 ; 3000 
 1208 ; Жетон. Нотариусы Мо. Наполеон III. Франция ;  ;  ; Ag ; XF+ ; 41 ; 015 ; 3000 
 1209 ; Жетон. Соглашение духовенства Парижа. Людовик XV. Франция ; 1745 ;  ; Ag ; VF+ ; 17 ; 015 ; 2000 
 1210 ; Жетон. Коннетабли и маршалы. Маршальский суд Франции. Людовик XIV (1643-1715). Франция. Редкий ;  ;  ; Ag ; XF ; 33 ; 015 ; 4958 
 1211 ; Жетон. Королевская казна. Схема солнечной системы. Людовик XV. Франция ; 1754 ;  ; Ag ; VF+ ; 48 ; 015 ; 3000 
 1212 ; Медаль. Граф Цеппелин. Германия ; 1929 ;  ; Ag 900 ; AU ; 18 ; Sky2 ; 1734 
 1213 ; Медаль. Отто фон Бисмарк. Германия ; 1815-1915 ;  ; Ag 890 ; AU ; 25 ; olo3olo3 ; 2040 
 1214 ; Медаль. Генерал Отто фон Эммих ; 1914 ;  ; Ag 890 ; AU ; 17 ; olo3olo3 ; 2010 
 1215 ; Медаль. Отто фон Бисмарк. Германия ; 1815-1895 ;  ; Б/м ; Proof ; 48 ; Nico ; 1984 
 1216 ; Медаль. Пий IX и Иоанн Павел II. Иоанн Павел II (1978-2005). Ватикан ; 2000 ;  ; Ag ; AU ; 15 ; sherif-69 ; 906 
 1217 ; Настольная медаль. 100 лет со дня рождения Конрада Адэнауэра ; 1976 ;  ; Ag ; proof ; 86 ; rnv_64 ; 501 
 1218 ; Настольная медаль. Серебряный юбилей вступления на престол. Елизавета II ;  ;  ; Ag ; proof ; 42 ; rnv_64 ; 601 
 1219 ; Жетон. Германия. Гельголанд-жемчужина Северного моря ;  ;  ; Ag ; proof ; 52 ; soouo ; 357 
 1220 ; Медаль в честь победы Германии в футбольном поединке с Россией в 1972г. WM 74 ;  ;  ; Б/м ; AU ; 6 ; Makondo ; 100 
 1221 ; Знак. ВЧК. КГБ. ФСБ ;  ;  ; Ж/м ; XF ; 68 ; vlados ; 1041 
 1222 ; Знак об окончании технического ВУЗа. ЛМД ;  ;  ; Al ; XF+ ; 16 ; Uncle ; 50 
 1223 ; Знак об окончании ВВМУПП ;  ;  ; Б/м ; AU ; 9 ; Пионер ; 306 
 1224 ; Знак. Подводник России ;  ;  ; Ж/м ; AU ; 46 ; Uncle ; 93 
 1225 ; Знак. ПЛА "Комсомолец" ; 1983-1989 ;  ; Ж/м, эмаль ; AU ; 9 ; Uncle ; 235 
 1226 ; Знак. Магнитогорский комсомолец. ВЛКСМ ;  ;  ; Ж/м, эмаль ; XF+ ; 4 ; lomotok ; 310 
 1227 ; Знак. Ульяновский комсомолец. ВЛКСМ ;  ;  ; Ж/м, эмаль ; AU ; 6 ; rnv_64 ; 219 
 1228 ; Знак. Ростовский комсомолец. ВЛКСМ ;  ;  ; Ж/м, эмаль ; AU ; 4 ; rnv_64 ; 209 
 1229 ; Знак. Брянский комсомолец. ВЛКСМ ;  ;  ; Ж/м, эмаль ; AU ; 5 ; fvm ; 314 
 1230 ; Знак. Комсомолец Таджикистана. ВЛКСМ ;  ;  ; Ж/м, эмаль ; AU ; 5 ; rnv_64 ; 214 
 1231 ; Знак. Горьковский комсомолец. ВЛКСМ ;  ;  ; Ж/м, эмаль ; AU ; 4 ; rnv_64 ; 209 
 1232 ; Знак. Комсосолец Казахстана. ВЛКСМ ;  ;  ; Ж/м, эмаль ; AU ; 7 ; rnv_64 ; 224 
 1233 ; Знак. Ярославский комсомолец. ВЛКСМ ;  ;  ; Ж/м, эмаль ; AU ; 5 ; rnv_64 ; 214 
 1234 ; Знак. Псковский комсомолец. ВЛКСМ ;  ;  ; Ж/м, эмаль ; AU ; 4 ; rnv_64 ; 209 
 1235 ; Знак. Тюменский комсомолец. ВЛКСМ ;  ;  ; Ж/м, эмаль ; AU ; 4 ; rnv_64 ; 209 
 1236 ; Знак. Делегат съезда. XXVII съезд КПСС ;  ;  ; Ag,эмаль,п ; AU ; 34 ; WinterCat ; 3018 
 1237 ; Знак. ВЛКСМ ;  ;  ; Ж/м ; VF-XF ; 48 ; vlados ; 200 
 1000 ; Монета. Ольвия. Боспор. Борисфен ; 340-320гг до нэ ;  ; Cu ; F-VF ; 24 ; Л.Е.В. ; 937 
 1001 ; Монета-дельфин. 1/25 обола. Греция, Ольвия ; 5-4 в до р.х. ;  ; Cu ; F-VF ; 49 ; lynx ; 355 
 1002 ; Монета-дельфин. 1/25 обола. Греция, Ольвия ; 5-4 в до р.х. ;  ; Cu ; F-VF ; 38 ; титан ; 173 
 1003 ; Монета-дельфин. 1/25 обола. Греция, Ольвия ; 5-4 в до р.х. ;  ; Cu ; F-VF ; 38 ; Проф ; 167 
 1004 ; Монета-дельфин. 1/25 обола. Греция, Ольвия ; 5-4 в до р.х. ;  ; Cu ; F ; 8 ; Исаак-Б ; 101 
 1005 ; Монета-дельфин. 1/25 обола. Греция, Ольвия ; 5-4 в до р.х. ;  ; Cu ; F-VF ; 10 ; Sterh ; 107 
 1006 ; Монета-дельфин. 1/25 обола. Греция, Ольвия ; 5-4 в до р.х. ;  ; Cu ; F-VF ; 63 ; gir ; 357 
 1007 ; Монета-дельфин. 1/25 обола. Греция, Ольвия ; 5-4 в до р.х. ;  ; Cu ; F-VF ; 29 ; lynx ; 209 
 1008 ; Монета-дельфин. 1/25 обола. Греция, Ольвия ; 5-4 в до р.х. ;  ; Cu ; F-VF ; 7 ; ELLD ; 101 
 1009 ; Монета-дельфин. 1/25 обола. Греция, Ольвия ; 5-4 в до р.х. ;  ; Cu ; F-VF ; 17 ; lynx ; 310 
 1010 ; Монета-дельфин. 1/25 обола. Греция, Ольвия ; 5-4 в до р.х. ;  ; Cu ; F-VF ; 37 ; lynx ; 415 
 1011 ; Монета античная. Иудея ;  ;  ; Cu ; F ; 55 ; kaa123 ; 310 
 1012 ; Монета античная. Иудея ;  ;  ; Cu ; F ; 8 ; kaa123 ; 184 
 1013 ; Талер. Саксония. М-27,98гр. Убрана подвеска 12 часов ; 1593 ;  ; Ag ; F-VF ; 41 ; skir ; 3094 
 1014 ; 24 мариенгроша. Брауншвейг-Вольфенбюттель. М-17,42гр ; 1693HCH ;  ; Ag ; VF-XF ; 59 ; kollega ; 2395 
 1015 ; 12 грошей. Брауншвейг-Вольфенбюттель ; 1695 ;  ; Ag ; VF ; 46 ; Sky2 ; 1879 
 1016 ; Полторак. Польша. Сигизмунд III ; 1625 ;  ; Ag ; VF ; 33 ; grimbo ; 425 
 1017 ; Солид. Рига. Кристина ; 1651 ;  ; Ag ; VF-XF ; 18 ; aqua ; 150 
 1018 ; Солид. Литва. Вильно. Сигизмунд III ; 1623 ;  ; Ag ; VF+ ; 27 ; D-503 ; 100 
 1019 ; Солид. Польша. Ян Казимир ; 1662 ;  ; Ag ; F+ ; 11 ; natallli ; 39 
 1020 ; Солид. Литва. Сигизмунд III ; 1625 ;  ; Ag ; F+ ; 11 ; Bayun48 ; 71 
 1021 ; Солид. Литва. Сигизмунд III ; 1623 ;  ; Ag ; F-VF ; 2 ; Mike! ; 63 
 1022 ; Солид. Литва. Сигизмунд III ; 162? ;  ; Ag ; F+ ; 5 ; natallli ; 46 
 1023 ; Солид. Польша. Сигизмунд III ; 1624 ;  ; Ag ; F+ ; 3 ; Проф ; 65 
 1024 ; Солид. Литва. Ян Казимир ; 1663 ;  ; Cu ; F+ ; 47 ; самарин ; 230 
 1025 ; 1 цянь "канси тунбао" "цзян". Китай, Цин. Провинция Цзянси (Чаннин) ; 1662-1722 ;  ; Br ; VF- ; 30 ; lsp25 ; 177 
 1026 ; 1 цянь "канси тунбао" "фу". Китай, Цин. Провинция Фуцзянь (Фучжоу) ; 1662-1722 ;  ; Br ; VF- ; 25 ; smel ; 153 
 1027 ; 1 цянь "лунъу тунбао" гладкий. Китай, Южная Мин ; 1645-1646 ;  ; Br ; F-VF ; 20 ; Sterh ; 46 
 1028 ; 1 донг "гуачжун тунбао" четыре полумесяца. Аннам, Си Шань ; 1788-1792 ;  ; Br ; F-VF ; 28 ; smel ; 153 
 1029 ; 1 донг "гуачжун тунбао" гладкий. Аннам, Си Шань ; 1788-1792 ;  ; Br ; F-VF ; 4 ; Sterh ; 46 
 1030 ; 1 донг "цзинсин тунбао" гладкий. Аннам, Поздняя Ле ; 1740-1786 ;  ; Br ; F-VF ; 59 ; Гордиан ; 157 
 1031 ; 1 донг "цзинсин юнбао" гладкий. Аннам, Поздняя Ле ; 1740-1786 ;  ; Br ; VF- ; 21 ; S1952 ; 53 
 1032 ; 1 донг "цзинсин сибао" гладкий. Аннам, Поздняя Ле ; 1740-1786 ;  ; Br ; F-VF ; 19 ; kay2 ; 123 
 1033 ; 1 донг "цзинсин чжунбао" гладкий. Аннам, Поздняя Ле ; 1740-1786 ;  ; Br ; F-VF ; 23 ; Гордиан ; 151 
 1034 ; 1 донг "цзинсин цюаньбао" гладкий. Аннам, Поздняя Ле ; 1740-1786 ;  ; Br ; F-VF ; 11 ; S1952 ; 123 
 1035 ; 1 донг "цзинсин дабао" гладкий. Аннам, Поздняя Ле ; 1740-1786 ;  ; Br ; VF- ; 13 ; kay2 ; 131 
 1036 ; 1 донг "цзинсин шуньбао" гладкий. Аннам, Поздняя Ле ; 1740-1786 ;  ; Br ; VF- ; 8 ; smel ; 102 
 1037 ; 1 донг "чжаотун тунбао"  "и" гладкий. Аннам, Поздняя Ле ; 1740-1786 ;  ; Br ; VF ; 21 ; smel ; 184 
 1038 ; 1 донг "тяньсин тунбао" гладкий. Аннам, Поздняя Ле. Редкая ; 1459-1460 ;  ; Br ; VF ; 44 ; Гордиан ; 327 
 1095 ; Жетон в память 1000-летия России ; 1862 ;  ; Cu ; F-VF ; 27 ; lomotok ; 206 
 1096 ; Жетон на смерть Имп. Александра III. Заделано отверстие 12 часов ; 1894 ;  ; Al ; F-VF ; 61 ; ЧАС ; 255 
 1097 ; Медаль. В память 300-летия царствования дома Романовых. Отломано ушко ; 1913 ;  ; Br ; F ; 6 ; natallli ; 79 
 1098 ; Медаль "За мир и сотрудничество". Встреча в верхах М.С. Горбачева и А. фон Вайцзеккера в июне 1989г ; ЛМД ;  ; Ag999 ; Proof ; 51 ; лопух ; 1328 
 1099 ; Полевой почетный знак. Веймарская республика ;  ;  ; Б/м,позол, ; XF+ ; 73 ; да ; 3321 
 1100 ; Памятная медаль крестового похода против большевизма. Румыния ; 20 век ;  ; Br ; XF ; 31 ; nikibenc ; 1016 
 1101 ; Орден "За военные заслуги" III степени. Югославия ; 50-х гг ;  ; Ag 900 ; XF+ ; 48 ; велко ; 5871 
 1102 ; Медаль "За заслуги по охране границы". НРБ ; 70-х гг ;  ; Ж/м ; AU ; 15 ; lsp25 ; 357 
 1103 ; Медаль "За участие в 1МВ". Болгария ; 20-х гг ;  ; Ж/м ; AU ; 25 ; велко ; 922 
 1104 ; Медаль "За участие в Балканских войнах 1912-1913". Болгария ; 20-х гг ;  ; Б/м ; AU ; 54 ; lsp25 ; 1632 
 1105 ; Медаль "В память 25-летия царствования короля Карла и королевы Ольги" ; 1889 ;  ; Br ; XF ; 45 ; Nico ; 1692 
 907 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 5 ; набак ; 28 
 908 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 3 ; dali ; 114 
 909 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 34 ; gir ; 113 
 910 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 29 ; набак ; 38 
 911 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 46 ; gir ; 120 
 912 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 19 ; akula-71 ; 83 
 913 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 7 ; набак ; 79 
 914 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 33 ; набак ; 55 
 915 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 31 ; набак ; 51 
 916 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 10 ; Захар ; 94 
 917 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 19 ; набак ; 47 
 918 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 24 ; набак ; 57 
 919 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 11 ; набак ; 42 
 920 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; набак ; 31 
 921 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 43 ; кабан ; 153 
 922 ; Лот монет Допетровской Руси (31шт): ПетрI, Борис Федорович, Михаил Федорович. Отверстия ; XVI-XVIIвв ;  ; Ag,Cu ; F/F-VF ; 41 ; Dahan ; 309 
 923 ; Лот монет Допетровской Руси (4шт): копейка ;  ;  ; Ag, Cu ; VG ; 3 ; мурман2008 ; 22 
 924 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F+ ; 39 ; sssppp ; 408 
 925 ; Медный пул. Золотая Орда ;  ;  ; Cu ; F-VF ; 26 ; самарин ; 127 
 926 ; Медный пул. Золотая Орда ;  ;  ; Cu ; F-VF ; 31 ; самарин ; 131 
 970 ; Тетрадрахма. Селевкиды. Царь Антиох VII Эвергет ; 138-129 гг до нэ ;  ; Ag ; VF-XF ; 60 ; luda ; 9000 
 971 ; Тетрадрахма. Греция, Арадос. М-14,5гр ; 66-65 гг до р.х. ;  ; Ag ; VF ; 52 ; Л.Е.В. ; 17084 
 972 ; Тетрадрахма. Римская империя. Антиохия. Филипп I Араб ; 244-249 ;  ; Билон ; VF- ; 19 ; HONDA555 ; 2109 
 973 ; Антониниан. Рим. Имп. Филипп Араб. М-4,3гр ; 244-249 ;  ; Ag ; VF-XF ; 41 ; Л.Е.В. ; 1630 
 974 ; Драхма. Греция, Иония, г. Милет. М-3,5гр ; 4 в до р.х. ;  ; Ag ; XF ; 21 ; Л.Е.В. ; 7295 
 975 ; Антониниан. Рим. Имп. Требониан Галл. М-4,8гр ; 251-253 ;  ; Ag ; VF-XF ; 55 ; Л.Е.В. ; 2168 
 976 ; Денарий. Рим. Император Александр Север ; 222-235 гг ;  ; Ag ; VF-XF ; 28 ; Л.Е.В. ; 4079 
 977 ; Денарий. Рим. Император Гордиан III ; 238-244 гг ;  ; Ag ; XF ; 21 ; Л.Е.В. ; 3630 
 978 ; Антониниан. Рим. Император Гордиан III ; 238-244 гг ;  ; Ag ; XF ; 32 ; luda ; 3927 
 979 ; Денарий. Рим, Республика.C. Cato ; 123 г до н.э. ;  ; Ag ; VF+ ; 30 ; fart ; 2792 
 980 ; Денарий. Рим, Юлия Меза ;  ;  ; Ag ; VF-XF ; 35 ; Л.Е.В. ; 2824 
 981 ; Денарий. Рим, Республика. M. Tullius ; 120г до н.э. ;  ; Ag ; VF-XF ; 34 ; marsik ; 2244 
 982 ; Денарий. Рим, Республика. C. Claudius Pulcher ; 110-109 гг до н.э. ;  ; Ag ; VF ; 51 ; Sterh ; 1787 
 983 ; Антониниан. Рим. Император Филипп II ; 247-249 гг ;  ; Ag ; XF- ; 16 ; Sterh ; 1211 
 984 ; Денарий. Рим. Император Септимий Север ; 193-211 гг ;  ; Ag ; VF-XF ; 53 ; nubiy ; 1408 
 985 ; Денарий. Рим. Император Каракалла ; 196-217 гг ;  ; Ag ; XF- ; 35 ; Л.Е.В. ; 3570 
 986 ; Денарий. Рим. Император Гета ; 209-212 гг ;  ; Ag ; VF-XF ; 34 ; luda ; 3723 
 987 ; Денарий. Римская империя. Юлия Домна ; 193-211 гг ;  ; Ag ; VF+ ; 46 ; Л.Е.В. ; 3570 
 988 ; Денарий. Рим. Республика. Sex. Pompeius. M-3,40гр ; 126 г до рх ;  ; Ag ; VF+ ; 55 ; Л.Е.В. ; 3650 
 989 ; Денарий. Рим. Имп. Александр Север ; 222-235 ;  ; Ag ; XF- ; 35 ; Л.Е.В. ; 2564 
 990 ; Антониниан. Рим. Имп. Гордиан III. М-4,6гр ; 238-244 ;  ; Ag ; VF-XF ; 45 ; Л.Е.В. ; 2052 
 991 ; Сестерций. Рим. Имп. Максимин Фракиец. М-22,1гр ; 235-238 ;  ; Cu ; VF ; 56 ; Veteran ; 3744 
 992 ; Антониниан. Рим. Имп. Галлиен. М-3,6гр ; 253-268 ;  ; Cu, серебр ; VF ; 44 ; франк ; 922 
 993 ; Антониниан. Рим. Имп. Галлиен. М-3,1гр ; 253-268 ;  ; Cu, серебр ; F-VF ; 38 ; франк ; 911 
 994 ; Фолис. Рим. Константин I. Посмертный выпуск. М-1,6гр ; 308-337 ;  ; Cu ; VF- ; 17 ; VR62 ; 341 
 995 ; Антониниан. Рим, Клавдий II Готский ; 268-270 ;  ; Br ; VF ; 67 ; франк ; 411 
 996 ; Антониниан. Рим, Клавдий II Готский ; 268-270 ;  ; Br ; VF ; 37 ; франк ; 376 
 997 ; Монета античная. Рим, Юбилейный выпуск времени Константина I ;  ;  ; Cu ; VF+ ; 8 ; leo 2 ; 543 
 998 ; Антониниан. Рим, Клавдий II Готский ; 268-270 ;  ; Br ; VF+ ; 31 ; VR62 ; 392 
 999 ; Тетрадрахма. Римская империя. Сирия. Диоклетиан ; 284-305 ;  ; Билон ; VF ; 42 ; HONDA555 ; 1752 
 857 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 13 ; Arkhangel ; 51 
 858 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF- ; 13 ; Arkhangel ; 35 
 859 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 15 ; набак ; 36 
 860 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 19 ; набак ; 30 
 861 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF ; 14 ; да ; 470 
 862 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской д ; Ag ; VF ; 24 ; Bayun48 ; 119 
 863 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF+ ; 28 ; Захар ; 155 
 864 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 36 ; 60 ; 104 
 865 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; VF+ ; 25 ; голосок ; 379 
 866 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF- ; 11 ; natallli ; 29 
 867 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 9 ; Arkhangel ; 28 
 868 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 22 ; Sterh ; 29 
 869 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF- ; 45 ; Захар ; 93 
 870 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 11 ; ppp ; 38 
 871 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 14 ; Sterh ; 28 
 872 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 18 ; zoom30 ; 65 
 873 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 10 ; gir ; 28 
 874 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F+ ; 16 ; natallli ; 29 
 875 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F+ ; 15 ; koga ; 21 
 876 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF- ; 11 ; gelind ; 123 
 877 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF+ ; 17 ; самарин ; 255 
 878 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 28 ; да ; 209 
 879 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 37 ; Arsak ; 300 
 880 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 7 ; Arsak ; 306 
 881 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF ; 32 ; Arsak ; 300 
 882 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF- ; 45 ; самарин ; 408 
 883 ; Денга ; XV в ; Суздальско-Нижегородское Княже ; Ag ; VF-XF ; 51 ; кабан ; 1033 
 884 ; Денга ; XV в ; Суздальско-Нижегородское Княже ; Ag ; VF-XF ; 91 ; кабан ; 1813 
 885 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F+ ; 13 ; набак ; 153 
 886 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 9 ; ant ; 227 
 887 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 7 ; набак ; 153 
 888 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московс ; Ag ; F-VF ; 33 ; sssppp ; 1134 
 889 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московс ; Ag ; F+ ; 20 ; sssppp ; 738 
 890 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московс ; Ag ; F-VF ; 124 ; кабан ; 1091 
 891 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 11 ; набак ; 30 
 892 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 19 ; набак ; 30 
 893 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 15 ; набак ; 31 
 894 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF- ; 27 ; набак ; 31 
 895 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 21 ; набак ; 35 
 896 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 19 ; набак ; 65 
 897 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; F-VF ; 25 ; набак ; 161 
 898 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF- ; 4 ; набак ; 260 
 899 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 25 ; набак ; 55 
 900 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 11 ; набак ; 34 
 901 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 7 ; набак ; 79 
 902 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 13 ; набак ; 47 
 903 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 3 ; набак ; 23 
 904 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 10 ; gir ; 57 
 905 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 7 ; akula-71 ; 114 
 906 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 15 ; набак ; 43 
 784 ; 1/4 копейки ; 1842 ; СПМ ; Cu ; VF+ ; 34 ; SERGEJ ; 628 
 785 ; 1/4 копейки ; 1842 ; СПМ ; Cu ; F+ ; 31 ; D1MOH ; 255 
 786 ; 1/4 копейки ; 1842 ; СМ ; Cu ; VF- ; 13 ; koga ; 57 
