 3186 ; Бона иностранная ;  ;  ;  ;  ; 45 ; vladimirov ; 48 
 1033 ; Солид. Польша. Сигигмунд III ; 1624 ;  ; Ag ; VF- ; 30 ; Girus_ ; 206 
 1034 ; Солид. Польша. Сигигмунд III ; 1626 ;  ; Ag ; VF- ; 53 ; Навруз ; 227 
 1035 ; Солид. Рига. Сигизмунд III ; 1621 ;  ; Ag ; VF- ; 49 ; Bayun48 ; 206 
 1036 ; Солид. Пруссия. Георг Вильгельм ; 1629 ;  ; Ag ; F-VF ; 52 ; sina ; 306 
 1037 ; Солид. Рига. Кристина ; 17 век ;  ; Ag ; VF- ; 5 ; Mike! ; 69 
 1038 ; Солид. Рига. Кристина ; 1647 ;  ; Ag ; VF- ; 29 ; Bayun48 ; 144 
 1039 ; Солид. Швеция. Густав II Адольф ; 1625 ;  ; Ag ; VF ; 36 ; hjk1974 ; 425 
 1040 ; Солид. Рига. Сигизмунд III ; 1621 ;  ; Ag ; VF- ; 28 ; Навруз ; 204 
 1041 ; Солид. Польша. Сигизмунд III ; 1622 ;  ; Ag ; VF- ; 19 ; Навруз ; 205 
 1042 ; Солид. Польша. Сигизмунд III ; 1623 ;  ; Ag ; F-VF ; 11 ; Навруз ; 125 
 1043 ; Солид. Литва. Сигизмунд III ; 17 век ;  ; Ag ; VF- ; 15 ; Bayun48 ; 89 
 1044 ; Солид. Литва. Сигизмунд III ; 1623 ;  ; Ag ; VF- ; 13 ; Bayun48 ; 128 
 1045 ; Солид. Литва. Сигизмунд III ; 17 век ;  ; Ag ; VF- ; 13 ; Bayun48 ; 85 
 1046 ; Солид. Литва. Сигизмунд III ; 1623 ;  ; Ag ; VF- ; 12 ; Bayun48 ; 209 
 1047 ; 1/4 эре. Швеция ; 1636 ;  ; Cu ; VF+ ; 113 ; А_еЧъ ; 550 
 1048 ; "тяньшэн юаньбао" гладкий. Китай, Си Ся ; 1149-1170 ;  ; Br ; F-VF ; 60 ; hvala ; 300 
 1049 ; 1 цянь "чунчжэн тунбао" гладкий. Китай, Мин ; 1628-1643 ;  ; Br ; VF- ; 48 ; hvala ; 123 
 1050 ; 1 цянь "чунчжэн тунбао" звезда 12 часов. Китай, Мин ; 1628-1643 ;  ; Br ; VF- ; 48 ; mixx00 ; 102 
 1051 ; "дамин тунбао" иероглиф "шуай" 12 ч. Китай, Южная Мин. Редкая ; 1644 ;  ; Br ; VF- ; 41 ; von_Schwarz ; 520 
 1052 ; "юйминь тунбао" гладкий. Китай, Претенденты на престол Мин ; 1644-1676 ;  ; Br ; VF- ; 24 ; hvala ; 459 
 1053 ; 1 цянь "даогун тунбао". Китай, Цин, провинция Синьцзян Аксу ;  ;  ; Cu ; VF ; 48 ; hvala ; 153 
 1054 ; 10 цяней "даогун тунбао". Китай, Цин, провинция Синьцзян Аксу ;  ;  ; Cu ; VF ; 44 ; hvala ; 153 
 1055 ; 1 донг "тайпин шэнбао" гладкий. Аннам, Мо ; 1638-1677 ;  ; Br ; VF- ; 30 ; mixx00 ; 47 
 1056 ; 1 донг "сяндао юаньбао" гладкий. Аннам, Мо ; 1638-1677 ;  ; Br ; F-VF ; 47 ; canis ; 46 
 1057 ; 1 донг "аньфа юаньбао" гладкий. Аннам, Мо ; 1638-1677 ;  ; Br ; VF- ; 50 ; koga ; 48 
 1058 ; 1 донг "чжипин шэнбао" гладкий. Аннам, Мо ; 1638-1677 ;  ; Br ; VF- ; 20 ; koga ; 47 
 1081 ; Георгиевский крест IV ст. №484 984 ;  ;  ; Ag ; VF ; 30 ; dariy ; 15086 
 1082 ; Крест священнослужителей ; 1812 ;  ; Cu ; F-VF ; 12 ; Mmm ; 1836 
 1083 ; Знак жителю блокадного Ленинграда ;  ;  ; Ж/м, эмаль ; FX+ ; 27 ; tuz ; 204 
 1084 ; Знак. Лауреат ВДНХ СССР. Выставка достижений народного хозяйства СССР ;  ;  ; Б/м ; AU ; 17 ; PiLaT ; 206 
 1085 ; Знак за успехи в народном хозяйстве СССР. Выставка достижений народного хозяйства ;  ;  ; Ж/м ; XF+ ; 27 ; PiLaT ; 117 
 1086 ; Знак за достижения в самодеятельном художественном творчестве ;  ;  ; Ж/м ; AU ; 7 ; PiLaT ; 173 
 1087 ; Жетон. 275 лет почте ; 1989 ;  ; Б/м ; XF ; 47 ; PiLaT ; 226 
 1088 ; Крест для родственников погибших. Германия ; 1МВ ;  ;  ; XF+ ; 52 ; PSP ; 2123 
 1089 ; Крест Гинденбурга (клеймо R.V.47PFORZHEIM). Германия ; 1МВ ;  ; Ж/м ; XF ; 52 ; pjero ; 1438 
 1090 ; Медаль "За заслуги". Пруссия ; 1МВ ;  ; Ж/м ; VF- ; 7 ; Mike! ; 578 
 1091 ; Медаль в память 100-летия кайзера Вильгельма I. Германия ; 1897 ;  ; Ж/м ; VF-XF ; 8 ; Mike! ; 486 
 1092 ; Крест за заслуги. Польша ;  ;  ; Br, серебр ; VF-XF ; 53 ; Усы ; 2210 
 1093 ; Орден Гражданских заслуг на ленте. Командорский крест. Испания. Учрежден в 1926г. В коробке ; 20 век ;  ; Ag, эмаль ; AU ; 87 ; Youri ; 12750 
 1094 ; Орден Христа. Рыцарский крест + фрачник + розетка. Португалия. В коробке ; 20 век ;  ; Ag, эмаль ; AU ; 47 ; Усы ; 5667 
 1095 ; Орден труда I ст. НРБ. С удостоверением ;  ;  ; Ж/м ; AU ; 44 ; кент74 ; 1711 
 1096 ; Знак за боевое ранение. Япония. В оригинальной коробке ;  ;  ; Ag, эмаль ; XF ; 47 ; АНД ; 7140 
 1097 ; Медаль. Коронация Эдуарда VII. Великобритания. В коробке ; 1902 ;  ; Ag ; XF ; 38 ; foma71 ; 3060 
 1098 ; Медаль. 60 лет правления Королевы Виктории. Великобритания. В коробке ; 1837-1897 ;  ; Ag ; AU ; 67 ; azef ; 3540 
 1099 ; Плакетка. Всемирная морская выставка в Бордо. Франция. В коробке ; 1907 ;  ; Ag ; AU ; 33 ; карта 123 ; 2428 
 1100 ; Медаль. Черчилль. Великобритания. В коробке ; 1965 ;  ; Ag ; Proof ; 92 ; foma71 ; 3122 
 1101 ; Орден Народной Республики Болгарии I ст. Болгария ;  ;  ; Ж/м, Б/м,  ; AU ; 30 ; кент74 ; 976 
 1102 ; Орден Народной Республики Болгарии II ст. Болгария ;  ;  ; Ж/м, Б/м,  ; AU ; 33 ; кент74 ; 890 
 1103 ; Орден Народной Республики Болгарии III ст. Болгария ;  ;  ; Ж/м, Б/м,  ; AU ; 56 ; кент74 ; 882 
 1104 ; Медаль за заслуги. Болгария. Отломано ушко ;  ;  ; Ж/м ; F-VF ; 50 ; koga ; 179 
 555 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF- ; 23 ; krokodil ; 514 
 556 ; 5 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 36 ; Saneck ; 165 
 557 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF ; 28 ; Saneck ; 179 
 558 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF- ; 37 ; marsel ; 257 
 559 ; 1 пенни ; 1915 ; Финляндия ; Cu ; XF ; 43 ; AAE2006 ; 108 
 560 ; 1 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 25 ; marsel ; 119 
 561 ; 1 пенни ; 1917 ; Финляндия ; Cu ; XF+ ; 38 ; krokodil ; 361 
 841 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; VF ; 42 ; gors ; 867 
 842 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF-XF ; 31 ; mars6307 ; 558 
 843 ; Денга ; 1584-1402 ; Федор Иванович ; Ag ; VF ; 59 ; eugraphus ; 768 
 844 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF-XF ; 58 ; mars6307 ; 705 
 845 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF+ ; 72 ; neman100 ; 173 
 846 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 30 ; neman100 ; 55 
 847 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 36 ; Сыч ; 286 
 848 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF-XF ; 25 ; Сыч ; 201 
 849 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 30 ; neman100 ; 179 
 850 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF ; 56 ; neman100 ; 105 
 851 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF+ ; 80 ; Вов ; 408 
 852 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 28 ; neman100 ; 148 
 853 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской д ; Ag ; VF ; 63 ; Al_Sar ; 207 
 854 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 45 ; neman100 ; 197 
 855 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 35 ; Qersej ; 247 
 856 ; Дирхем. Золотая Орда. Чекан г.Сарай. Хан Джанибек ;  ;  ; Ag ; F-VF ; 48 ; ДСВ777 ; 161 
 857 ; Медный пул. Золотая Орда ; XV в ;  ; Cu ; F-VF ; 45 ; Bayun48 ; 46 
 858 ; Медный пул. Золотая Орда ; XV в ;  ; Cu ; F+ ; 18 ; ZAA_44 ; 73 
 859 ; Медный пул. Золотая Орда ; XV в ;  ; Cu ; F ; 20 ; Bayun48 ; 20 
 1009 ; Солид. Рим. Имп. Феодосий II ; 402-450 ;  ; Au ; AU ; 52 ; Глол ; 44532 
 1010 ; 18 грошей. Пруссия ; 1679 ;  ; Ag ; VF ; 111 ; А_еЧъ ; 1019 
 1011 ; 15 крейцеров. Священная Римская Империя ; 1687 ;  ; Ag ; VF+ ; 36 ; Серегакз ; 1509 
 1012 ; Двуденар. Литва. Сигизмунд Август ; 1570 ;  ; Ag ; VF- ; 48 ; vitapool ; 1020 
 1013 ; 3 гроша. Брауншвейг-Люнебург-Каленберг ; 1679 ;  ; Ag ; VF-XF ; 28 ; Sky2 ; 2029 
 1014 ; 3 крейцера. Священная Римская Империя. Халл ; 1688 ;  ; Ag ; VF-XF ; 39 ; Серегакз ; 1769 
 1015 ; 3 крейцера. Священная Римская Империя. Бреслау ; 1669 ;  ; Ag ; VF+ ; 17 ; Sky2 ; 2040 
 1016 ; 3 крейцера. Священная Римская Империя. Прага ; 1642 ;  ; Ag ; VF+ ; 71 ; vitapool ; 867 
 1017 ; 3 крейцера. Священная Римская Империя. Бреслау ; 1626 ;  ; Ag ; VF- ; 58 ; xabib ; 609 
 1018 ; Денар. Священная Римская Империя ; 1538 ;  ; Ag ; VF-XF ; 57 ; vitapool ; 872 
 1019 ; Пфенниг. Священная Римская Империя. Король Фридрих Красивый ; 1314-1330 ;  ; Ag ; F+ ; 39 ; von_Schwarz ; 408 
 1020 ; Пфенниг. Священная Римская Империя. Оттокар II Богемский ; 1251-1276 ;  ; Ag ; F-VF ; 54 ; Peugene ; 432 
 1021 ; Орт. Польша. Сигизмунд III ; 1621 ;  ; Ag ; VF+ ; 43 ; Girus_ ; 2026 
 1022 ; 3 гроша. Польша. Сигизмунд III ; 1623 ;  ; Ag ; VF ; 47 ; Girus_ ; 1008 
 1023 ; Полторак. Польша. Сигизмунд III ; 162? ;  ; Ag ; F-VF ; 2 ; Mike! ; 53 
 1024 ; Полторак. Польша. Сигизмунд III ; 1625 ;  ; Ag ; VF ; 45 ; Girus_ ; 285 
 1025 ; Полторак. Польша. Сигизмунд III ; 1625 ;  ; Ag ; VF- ; 33 ; kalina-konros ; 155 
 1026 ; Полторак. Польша. Сигизмунд III ; 1625 ;  ; Ag ; F ; 1 ; Mike! ; 29 
 1027 ; Солид. Литва. Сигизмунд III ; 17 век ;  ; Ag ; VF- ; 25 ; von_Schwarz ; 113 
 1028 ; Солид. Рига. Кристина ; 1647 ;  ; Ag ; VF- ; 6 ; mixx00 ; 71 
 1029 ; Солид. Рига. Кристина ; 1647 ;  ; Ag ; VF ; 43 ; Girus_ ; 169 
 1030 ; Солид. Рига. Кристина ; 1647 ;  ; Ag ; VF- ; 21 ; an1971-2008 ; 110 
 1031 ; Солид. Рига. Кристина ; 1643 ;  ; Ag ; VF- ; 4 ; Mike! ; 67 
 1032 ; Солид. Польша. Сигигмунд III ; 1624 ;  ; Ag ; VF- ; 17 ; Bayun48 ; 97 
 505 ; Денга ; 1748 ;  ; Cu ; VF- ; 12 ; ВЛУКИ ; 114 
 506 ; Денга ; 1748 ;  ; Cu ; F-VF ; 40 ; rrr ; 85 
 507 ; Денга ; 1748 ;  ; Cu ; F+ ; 36 ; PiLaT ; 35 
 508 ; Денга ; 1749 ;  ; Cu ; F+ ; 6 ; PiLaT ; 15 
 509 ; Денга ; 1750 ;  ; Cu ; F-VF ; 15 ; ВЛУКИ ; 114 
 510 ; Денга ; 1751 ;  ; Cu ; F-VF ; 8 ; o.k. ; 37 
 511 ; Денга ; 1753 ;  ; Cu ; F ; 6 ; PiLaT ; 17 
 512 ; Денга ; 1768 ; ЕМ ; Cu ; F+ ; 72 ; vitapool ; 204 
 513 ; Денга ; 1770 ; ЕМ ; Cu ; F+ ; 50 ; koga ; 58 
 514 ; Денга ; 1773 ; ЕМ ; Cu ; F+ ; 18 ; кабан ; 447 
 515 ; Денга ; 1773 ; КМ "Сибирь" ; Cu ; F-VF ; 141 ; vovan100 ; 1781 
 516 ; Денга ; 1764-1779 ;  ; Cu ; VG ; 25 ; koga ; 33 
 517 ; Денга ; 1790 ; ЕМ ; Cu ; F ; 37 ; кабан ; 44 
 518 ; Деньга ; 1797 ; ЕМ ; Cu ; F ; 31 ; Plus ; 204 
 519 ; Деньга ; 1798 ; ЕМ ; Cu ; F+ ; 57 ; tommi2679 ; 309 
 520 ; 1/2 копейки ; 1841 ; СПМ ; Cu ; F ; 14 ; an1971-2008 ; 32 
 521 ; 1/2 копейки ; 1844 ; СМ ; Cu ; F ; 21 ; an1971-2008 ; 41 
 522 ; Денежка ; 1852 ; ЕМ ; Cu ; F ; 52 ; Plus ; 209 
 523 ; Денежка ; 1855 ; ЕМ ; Cu ; F-VF ; 37 ; von_Schwarz ; 73 
 524 ; Денежка ; 1858 ; ЕМ ; Cu ; F+ ; 73 ; PiLaT ; 204 
 525 ; 1/2 копейки ; 1893 ; СПБ ; Cu ; XF ; 67 ; Вов ; 1500 
 526 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; VF-XF ; 34 ; krokodil ; 384 
 527 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF-XF ; 26 ; BOOL19 ; 310 
 528 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; F+ ; 62 ; PiLaT ; 113 
 529 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; F-VF ; 44 ; PiLaT ; 201 
 530 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 64 ; BOOL19 ; 352 
 531 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 41 ; tt ; 273 
 532 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 54 ; BOOL19 ; 206 
 533 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 20 ; PiLaT ; 77 
 534 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 61 ; PiLaT ; 201 
 535 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; F+ ; 58 ; PiLaT ; 204 
 536 ; 1/2 копейки ; 1915 ;  ; Cu ; F+ ; 19 ; vc57 ; 227 
 537 ; Полушка. ВРП ; 18 век ;  ; Cu ; F ; 52 ; canis ; 49 
 538 ; Полушка ; 1720 ;  ; Cu ; F-VF ; 22 ; tommi2679 ; 110 
 539 ; Полушка ; 1734 ;  ; Cu ; F-VF ; 26 ; o.k. ; 122 
 540 ; Полушка ; 1735 ;  ; Cu ; VF- ; 25 ; alyans-met ; 117 
 541 ; Полушка ; 1738 ;  ; Cu ; F ; 2 ; alex995 ; 12 
 542 ; Полушка (Петров-3р) ; 1746 ;  ; Cu ; F+ ; 45 ; PSP ; 1938 
 543 ; Полушка ; 1766 ; ЕМ ; Cu ; F+ ; 49 ; orel66 ; 350 
 544 ; Полушка ; 1770 ; ЕМ ; Cu ; F-VF ; 35 ; Blagorodie ; 156 
 545 ; Полушка ; 1770 ; КМ "Сибирь" ; Cu ; F-VF ; 5 ; vovan100 ; 2267 
 546 ; Полушка ; 1771 ; КМ "Сибирь" ; Cu ; F+ ; 36 ; кабан ; 999 
 547 ; Полушка ; 1792 ; КМ ; Cu ; F+ ; 111 ; lchernata ; 2925 
 548 ; 1/4 копейки ; 19 век ;  ; Cu ; F ; 20 ; operses ; 33 
 549 ; 1/4 копейки ; 1898 ; СПБ ; Cu ; AU ; 86 ; lchernata ; 1381 
 550 ; 3 копейки "оккупация" ; 1916J ;  ;  ; VF- ; 30 ; Серегакз ; 1000 
 551 ; 2 копейки "оккупация" ; 1916А ;  ;  ; F-VF ; 24 ; Серегакз ; 1000 
 552 ; 1 копейка "оккупация" ; 1916J ;  ;  ; F-VF ; 40 ; Sky2 ; 413 
 553 ; 10 пенни ; 1915 ; Финляндия ; Cu ; XF ; 47 ; marsel ; 312 
 554 ; 10 пенни ; 1916 ; Финляндия ; Cu ; XF ; 34 ; PiLaT ; 189 
 455 ; Копейка ; 1773 ; КМ "Сибирь" ; Cu ; VG ; 42 ; alyans-met ; 214 
 456 ; Копейка ; 1776 ; КМ "Сибирь" ; Cu ; VG ; 49 ; alyans-met ; 117 
 457 ; Копейка ; 1777 ; КМ "Сибирь" ; Cu ; F-VF ; 73 ; von_Schwarz ; 493 
 458 ; Копейка ; 18в ;  ; Cu ; F+ ; 40 ; ВЛУКИ ; 139 
 459 ; Копейка ; 1790 ; ЕМ ; Cu ; F-VF ; 101 ; vitapool ; 338 
 460 ; Копейка ; 1795 ; ЕМ ; Cu ; F-VF ; 82 ; кабан ; 1111 
 461 ; Копейка ; 1796 ; ЕМ ; Cu ; F-VF ; 58 ; Вов ; 830 
 462 ; Копейка ; 1798 ; ЕМ ; Cu ; F-VF ; 30 ; alyans-met ; 101 
 463 ; Копейка ; 1800 ; ЕМ ; Cu ; F-VF ; 46 ; ВЛУКИ ; 101 
 464 ; Копейка ; 1801 ; ЕМ ; Cu ; VF- ; 23 ; alyans-met ; 171 
 465 ; Копейка ; 1819 ; КМ АД ; Cu ; F-VF ; 32 ; lynx ; 165 
 466 ; Копейка ; 1829 ; ЕМ ИК ; Cu ; F-VF ; 42 ; alyans-met ; 153 
 467 ; Копейка ; 1830 ; ЕМ ИК ; Cu ; VF- ; 45 ; 751 ; 624 
 468 ; Копейка ; 1834 ; СМ ; Cu ; F+ ; 67 ; 542 ; 276 
 469 ; Копейка ; 1837 ; ЕМ НА ; Cu ; VF- ; 94 ; orel66 ; 439 
 470 ; Копейка ; 1840 ; ЕМ ; Cu ; F+ ; 76 ; mixx00 ; 128 
 471 ; Копейка ; 1840 ; ЕМ ; Cu ; F ; 59 ; rrr ; 122 
 472 ; Копейка ; 1840 ; СПМ ; Cu ; VF- ; 45 ; GVBGVB ; 302 
 473 ; Копейка ; 1841 ; СПМ ; Cu ; F-VF ; 50 ; vitapool ; 120 
 474 ; Копейка ; 1841 ; СМ ; Cu ; F+ ; 57 ; alyans-met ; 157 
 475 ; Копейка ; 1843 ; ЕМ ; Cu ; F+ ; 65 ; BOOL19 ; 117 
 476 ; Копейка ; 1845 ; СМ ; Cu ; F+ ; 97 ; alexeisvet65 ; 204 
 477 ; Копейка ; 1854 ; ЕМ ; Cu ; VF ; 23 ; tommi2679 ; 158 
 478 ; Копейка ; 1860 ; ВМ ; Cu ; VF- ; 72 ; Girus_ ; 2643 
 479 ; Копейка ; 1866 ; ЕМ ; Cu ; F ; 7 ; koga ; 31 
 480 ; Копейка ; 1876 ; ЕМ ; Cu ; F ; 15 ; А25 ; 306 
 481 ; Копейка ; 1898 ; СПБ ; Cu ; VF+ ; 26 ; BOOL19 ; 92 
 482 ; Копейка ; 1903 ; СПБ ; Cu ; VF- ; 61 ; solder13 ; 123 
 483 ; Копейка ; 1903 ; СПБ ; Cu ; F-VF ; 16 ; rmiller ; 41 
 484 ; Копейка ; 1908 ; СПБ ; Cu ; VF- ; 16 ; krokodil ; 26 
 485 ; Копейка ; 1909 ; СПБ ; Cu ; VF- ; 31 ; BOOL19 ; 47 
 486 ; Копейка ; 1910 ; СПБ ; Cu ; F-VF ; 45 ; rmiller ; 46 
 487 ; Копейка ; 1911 ; СПБ ; Cu ; VF- ; 36 ; Артемыч ; 77 
 488 ; Копейка ; 1911 ; СПБ ; Cu ; F ; 28 ; PiLaT ; 29 
 489 ; Копейка ; 1912 ; СПБ ; Cu ; VF+ ; 33 ; rmiller ; 59 
 490 ; Копейка ; 1913 ; СПБ ; Cu ; AU ; 14 ; tt ; 203 
 491 ; Копейка ; 1913 ; СПБ ; Cu ; VF ; 29 ; PiLaT ; 62 
 492 ; Копейка ; 1914 ; СПБ ; Cu ; VF-XF ; 46 ; pjero ; 77 
 493 ; Копейка ; 1915 ;  ; Cu ; VF-XF ; 20 ; pjero ; 48 
 494 ; Копейка ; 1915 ;  ; Cu ; VF+ ; 20 ; PiLaT ; 29 
 495 ; Копейка ; 1915 ;  ; Cu ; VF+ ; 20 ; PiLaT ; 28 
 496 ; Денга ; 1707 ;  ; Cu ; F+ ; 105 ; vovan100 ; 1530 
 497 ; Денга ; 1731 ;  ; Cu ; VF ; 62 ; Захар ; 231 
 498 ; Денга ; 1731 ;  ; Cu ; F+ ; 12 ; Al_Sar ; 42 
 499 ; Денга ; 1735 ;  ; Cu ; F-VF ; 20 ; дутик ; 82 
 500 ; Денга ; 1737 ;  ; Cu ; F-VF ; 20 ; fanil ; 82 
 501 ; Денга ; 1740 ;  ; Cu ; F+ ; 29 ; Al_Sar ; 59 
 502 ; Денга ; 1741 ;  ; Cu ; F+ ; 17 ; o.k. ; 59 
 503 ; Денга ; 1745 ;  ; Cu ; F-VF ; 54 ; ВЛУКИ ; 226 
 504 ; Денга ; 1746 ;  ; Cu ; F ; 16 ; PiLaT ; 21 
 405 ; 3 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 13 ; Артемыч ; 57 
 406 ; 3 копейки ; 1913 ; СПБ ; Cu ; F-VF ; 39 ; PiLaT ; 40 
 407 ; 3 копейки ; 1915 ;  ; Cu ; AU ; 80 ; Girus_ ; 1591 
 408 ; 3 копейки ; 1915 ;  ; Cu ; F-VF ; 31 ; PiLaT ; 36 
 409 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 16 ; ВЛУКИ ; 43 
 410 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 20 ; Arkhangel ; 40 
 411 ; 2 копейки "Сибирь" ; 18 век ;  ; Cu ; VG ; 23 ; an1971-2008 ; 55 
 412 ; 2 копейки (Петров-2р, Ильин-3р) ; 1789 ; АМ ; Cu ; VG ; 41 ; арбат ; 2993 
 413 ; 2 копейки ; 1793 ; Е- М Павл.перечекан ; Cu ; F-VF ; 71 ; fanil ; 3417 
 414 ; 2 копейки. Брак чеканки ; 1797 ; ЕМ ; Cu ; VF- ; 35 ; gors ; 1275 
 415 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F+ ; 25 ; Смена ; 131 
 416 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F+ ; 59 ; Смена ; 105 
 417 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 59 ; vovan100 ; 189 
 418 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F-VF ; 62 ; smel ; 227 
 419 ; 2 копейки ; 1810 ; КМ ; Cu ; F ; 27 ; кабан ; 232 
 420 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F+/F-VF ; 13 ; PiLaT ; 37 
 421 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F-VF ; 51 ; lynx ; 99 
 422 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF- ; 21 ; кабан ; 111 
 423 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; F+ ; 17 ; PiLaT ; 32 
 424 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF+ ; 22 ; solder13 ; 132 
 425 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; F+ ; 23 ; PiLaT ; 34 
 426 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; F ; 16 ; PiLaT ; 27 
 427 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; F ; 9 ; PiLaT ; 36 
 428 ; 2 копейки ; 1820 ; ЕМ НМ ; Cu ; VF- ; 58 ; solder13 ; 227 
 429 ; 2 копейки ; 1842 ; ЕМ ; Cu ; VF- ; 35 ; neft4 ; 255 
 430 ; 2 копейки ; 1843 ; ЕМ ; Cu ; F+ ; 35 ; koga ; 36 
 431 ; 2 копейки ; 1859 ; ЕМ ; Cu ; F ; 38 ; koga ; 37 
 432 ; 2 копейки ; 1866 ; ЕМ ; Cu ; F-VF ; 45 ; alexeisvet65 ; 152 
 433 ; 2 копейки ; 1867 ; СПБ ; Cu ; VF- ; 126 ; Girus_ ; 2819 
 434 ; 2 копейки ; 1869 ; ЕМ ; Cu ; VF-XF ; 80 ; 751 ; 1500 
 435 ; 2 копейки ; 1870 ; ЕМ ; Cu ; F+ ; 36 ; PiLaT ; 75 
 436 ; 2 копейки ; 1894 ; СПБ ; Cu ; F ; 14 ; an1971-2008 ; 16 
 437 ; 2 копейки ; 1899 ; СПБ ; Cu ; F-VF ; 10 ; PiLaT ; 11 
 438 ; 2 копейки ; 1901 ; СПБ ; Cu ; F+ ; 30 ; PiLaT ; 30 
 439 ; 2 копейки ; 1904 ; СПБ ; Cu ; F-VF ; 61 ; PiLaT ; 102 
 440 ; 2 копейки ; 1908 ; СПБ ; Cu ; F-VF ; 29 ; krokodil ; 206 
 441 ; 2 копейки ; 1909 ; СПБ ; Cu ; VF ; 20 ; BOOL19 ; 150 
 442 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF- ; 15 ; BOOL19 ; 69 
 443 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 31 ; Артемыч ; 59 
 444 ; 2 копейки ; 1912 ; СПБ ; Cu ; F+ ; 33 ; PiLaT ; 33 
 445 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF ; 26 ; PiLaT ; 57 
 446 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 29 ; pjero ; 59 
 447 ; 2 копейки ; 1915 ;  ; Cu ; VF+ ; 26 ; lynx ; 51 
 448 ; Копейка ; 1728 ;  ; Cu ; F ; 47 ; Larin ; 2393 
 449 ; Копейка ; 1757 ;  ; Cu ; F ; 65 ; rrr ; 104 
 450 ; Копейка ; 1758 ;  ; Cu ; F+ ; 21 ; кабан ; 111 
 451 ; Копейка ; 1759 ;  ; Cu ; F+ ; 64 ; alyans-met ; 99 
 452 ; Копейка ; 1760 ;  ; Cu ; F+ ; 63 ; alexeisvet65 ; 244 
 453 ; Копейка ; 1769 ; КМ "Сибирь" ; Cu ; VG ; 34 ; von_Schwarz ; 95 
 454 ; Копейка ; 1771 ; КМ "Сибирь" ; Cu ; F-VF ; 47 ; xabib ; 257 
 151 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 46 ; Грант ; 400 
 152 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 87 ; Грант ; 641 
 153 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 45 ; marsel ; 285 
