 5898 ; Бона иностранная Дания ;  ;  ;  ; AU ; 37 ; Khab27 ; 317 
 5398 ; 25000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 52 ; kop ; 412 
 5399 ; 1 рубль ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 56 ; yuvg ; 1430 
 5400 ; 10 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 26 ; yuvg ; 1548 
 5401 ; 50 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 54 ; yuvg ; 3572 
 5402 ; 10000 рублей ; 1923 ; Гос.денежные знаки СССР ;  ;  ; 17 ; ДСВ777 ; 3264 
 5403 ; 1 копейка ; 1924 ; Разменные казн.боны ;  ;  ; 65 ; гш888 ; 3059 
 5404 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 91 ; Germanfox ; 1134 
 5405 ; 25 рублей г. Одесса ; 1917 ;  ;  ;  ; 54 ; bonist-3A ; 2040 
 5406 ; Чек 50 копеек о-во "Горняк" ;  ;  ;  ;  ; 7 ; p1a1v1 ; 365 
 5407 ; Лот бон 3 шт ;  ;  ;  ;  ; 60 ; kop ; 797 
 5408 ; Лот бон 2 шт ;  ;  ;  ;  ; 38 ; trio ; 465 
 5409 ; Лот бон 2 шт ; 1937 ;  ;  ;  ; 40 ; demodex ; 532 
 5410 ; Лот бон 2 шт ; 1947 ;  ;  ;  ; 69 ; kop ; 1881 
 5411 ; 3 рубля (односторонний образец) ; 1961 ;  ;  ;  ; 29 ; SANGOLD1 ; 1270 
 5412 ; 100 рублей ; 1991 ; билет ;  ;  ; 46 ; flutter ; 253 
 5413 ; 10000 рублей ; 1992 ; банкнота ;  ;  ; 41 ; Юбиляр ; 450 
 5414 ; 10000 рублей ; 1993 ; банкнота ;  ;  ; 25 ; solder13 ; 609 
 5415 ; 100000 рублей ; 1995 ; банкнота ;  ;  ; 36 ; SANGOLD1 ; 800 
 5416 ; Облигация на 100 рублей ; 1940 ;  ;  ;  ; 10 ; скорпион_48 ; 306 
 5417 ; Лотерейный билет "ОСОАВИАХИМА" ; 1940 ;  ;  ;  ; 24 ; скорпион_48 ; 341 
 5418 ; Лотерейный билет ; 1943 ;  ;  ;  ; 24 ; vitab ; 479 
 5419 ; Лотерейный билет Авто-лотерея ; 1928 ;  ;  ;  ; 42 ; васо ; 2289 
 5420 ; 1/10 часть акции на сумму 10 рублей ; 1932 ;  ;  ;  ; 37 ; Винни Пух ; 985 
 5421 ; Лот ценных бумаг 4 шт ;  ;  ;  ;  ; 24 ; yuri.gruzdev ; 793 
 5422 ; 25 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 62 ; Семирек ; 3055 
 5423 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 29 ; Юбиляр ; 621 
 5424 ; Лот бон 1 рубль 4 шт ; 1886-98 ;  ;  ;  ; 43 ; себер ; 3330 
 5425 ; Лот 10 шт ;  ;  ;  ;  ; 77 ; trio ; 303 
 5426 ; 500 рублей ; 1992 ; билет ;  ;  ; 48 ; Grizli69 ; 129 
 5427 ; 1000 рублей ; 1992 ; билет ;  ;  ; 62 ; Anton01 ; 204 
 5428 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 24 ; ikrut ; 227 
 5429 ; 10000 рублей ; 1992 ; банкнота ;  ;  ; 69 ; Anton01 ; 308 
 5430 ; Бона 100 рублей. Сочи 2014. Серия АА ;  ;  ;  ;  ; 20 ; igorkadan ; 255 
 5431 ; Бона 100 рублей. Сочи 2014. Серия Аа ;  ;  ;  ;  ; 37 ; СССР1990 ; 306 
 5432 ; Лот бон (5шт) ;  ;  ;  ;  ; 6 ; igorkadan ; 153 
 5433 ; Лот бон (12шт) ;  ;  ;  ;  ; 15 ; orlov2015 ; 225 
 5434 ; 10000 рублей ; 1995 ;  ;  ;  ; 19 ; Anton01 ; 585 
 5435 ; 50000 рублей ; 1995 ;  ;  ;  ; 43 ; gdrg2 ; 765 
 5436 ; 50 рублей ; 1961 ; билет ;  ;  ; 33 ; demodex ; 261 
 5437 ; 50 рублей ; 1961 ; билет ;  ;  ; 29 ; ikrut ; 308 
 5338 ; 1 рубль Ханьдаохедзское о-во Взаимного кредита ;  ;  ;  ;  ; 23 ; всё моё ; 2267 
 5339 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 45 ; lsp25 ; 206 
 5340 ; Облигация в 100 рублей, Государственный 5 1/2% военный заём ; 1916 ;  ;  ;  ; 15 ; Семирек ; 510 
 5341 ; Облигация в 500 рублей, Государственный 5 1/2% военный заём ; 1915 ;  ;  ;  ; 19 ; Семирек ; 510 
 5342 ; Облигация в 1000 рублей, Государственный 5 1/2% военный заём ; 1916 ;  ;  ;  ; 29 ; von_Schwarz ; 889 
 5343 ; Облигация на 2000 марок Владикавказской ж.д ; 1898 ;  ;  ;  ; 7 ; donbass ; 214 
 5344 ; Облигация в 187,5 рублей о-ва Семиреченской ж.д ; 1913 ;  ;  ;  ; 15 ; Ритм ; 402 
 5345 ; Билет на капитал в 100 рублей ; 1866 ;  ;  ;  ; 30 ; Семирек ; 1041 
 5346 ; Облигация в 187,5 рублей, Российский гос. 5% заём ; 1906 ;  ;  ;  ; 13 ; Boss Orange ; 413 
 5347 ; Облигация в 1000 рублей С-Петербургского городского кредитного о-ва ; 1911 ;  ;  ;  ; 16 ; donbass ; 567 
 5348 ; Облигация в 100 рублей С-Петербургского городского кредитного о-ва ; 1908 ;  ;  ;  ; 15 ; donbass ; 906 
 5349 ; "Росписка" государственный банк С-Петербургская контора ; 1912 ;  ;  ;  ; 18 ; kont ; 1022 
 5350 ; Вексельная бумага на сумму 50 рублец ;  ;  ;  ;  ; 33 ; mefodin ; 906 
 5351 ; Лот облигаций 4 шт ;  ;  ;  ;  ; 41 ; гш888 ; 1173 
 5352 ; Лот бон 7 шт. 3,5,10,25,100 рублей (Коншин) ; 1898-1910 ;  ;  ;  ; 52 ; Александр974 ; 737 
 5353 ; Лот бон 4 шт. 250 и 1000 рублей ; 1917 ;  ;  ;  ; 57 ; гш888 ; 301 
 5354 ; Лот бон 3 шт. 250 рублей ; 1917 ;  ;  ;  ; 19 ; Ной ; 318 
 5355 ; Лот бон 5 шт. 100,250,1000 рублей ; 1918 ;  ;  ;  ; 58 ; Ной ; 420 
 5356 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 45 ; trio ; 697 
 5357 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; trio ; 633 
 5358 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 27 ; trio ; 375 
 5359 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 25 ; molodes ; 297 
 5360 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; adus ; 456 
 5361 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 45 ; к216 ; 345 
 5362 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 36 ; molodes ; 347 
 5363 ; 3 рубля ; 1918 ;  ;  ;  ; 43 ; agent 007 ; 1120 
 5364 ; 5 рублей ; 1918 ;  ;  ;  ; 46 ; Bespan ; 512 
 5365 ; 25 рублей ; 1918 ;  ;  ;  ; 57 ; taa ; 394 
 5366 ; 100 рублей ; 1918 ;  ;  ;  ; 77 ; AKrav ; 1190 
 5367 ; 100 рублей ; 1919 ;  ;  ;  ; 71 ; Bespan ; 805 
 5368 ; 3 рубля ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 27 ; всё моё ; 466 
 5369 ; Лот бон 3 шт ; 1909-1937 ;  ;  ;  ; 53 ; гш888 ; 727 
 5370 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 21 ; collector64 ; 226 
 5371 ; 10000 рублей ; 1992 ; банкнота ;  ;  ; 29 ; ikrut ; 312 
 5372 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 48 ; ЧЕРВОНЕЦ76 ; 807 
 5373 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 38 ; Rusik ; 500 
 5374 ; Лот бон 4 шт. 3 червонца ; 1937 ;  ;  ;  ; 23 ; гш888 ; 642 
 5375 ; Лот бон 5 шт. 5000 и 10000 рублей ; 1993 ;  ;  ;  ; 95 ; гш888 ; 793 
 5376 ; Лот бон (8шт). Россия ;  ;  ;  ;  ; 40 ; гш888 ; 1032 
 5377 ; Лот бон (54шт). Россия ;  ;  ;  ;  ; 27 ; igorkadan ; 363 
 5378 ; Лот облигаций (5шт) ; 1992 ;  ;  ;  ; 30 ; гш888 ; 132 
 5379 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 30 ; u10257 ; 510 
 5380 ; 3 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 26 ; u10257 ; 510 
 5381 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 31 ; u10257 ; 306 
 5382 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 9 ; филипок ; 34 
 5383 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 36 ; филипок ; 159 
 5384 ; Лот бон 12 шт. 0,5-25 рублей ; 1898-1909 ;  ;  ;  ; 18 ; kop ; 567 
 5385 ; Лот бон 2 шт ; 1917 ;  ;  ;  ; 35 ; collector64 ; 176 
 5386 ; Лот бон 2 шт ;  ;  ;  ;  ; 32 ; елец ; 114 
 5387 ; Лот бон 2 шт ; 1918 ;  ;  ;  ; 45 ; SANGOLD1 ; 207 
 5089 ; 1000 рублей ; 1917 ; Денежные знаки ;  ; XF/AU ; 9 ; аулгуцул ; 567 
 5090 ; 5 червонцев (Образец) ; 1922 ; Банковские билеты ;  ;  ; 60 ; elion3 ; 146461 
 5091 ; Облигация выигрышного займа (Образец) ; 1927 ;  ;  ;  ; 14 ; 333985 ; 4001 
 5092 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 33 ; гш888 ; 387 
 5093 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 31 ; гш888 ; 395 
 5094 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 26 ; иржик86 ; 408 
 5095 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; lelik13821 ; 408 
 5096 ; Лот бон (4шт.) ;  ;  ;  ;  ; 19 ; vlkorchev ; 222 
 5097 ; Лот бон (4шт.) ;  ;  ;  ;  ; 12 ; pref ; 104 
 5098 ; Лот бон (10 шт.) ;  ;  ;  ;  ; 24 ; UnPreacher ; 62 
 5099 ; Лот бон (6 шт.) ;  ;  ;  ;  ; 17 ; bratss ; 104 
 5100 ; Купоны (24 шт.) ;  ;  ;  ;  ; 29 ; collector64 ; 168 
 5300 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; bratss ; 731 
 5301 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 24 ; trio ; 797 
 5302 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 32 ; molodes ; 365 
 5303 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 22 ; wv ; 174 
 5304 ; Лот бон 5 шт. 10 рублей (Коншин) ; 1909 ;  ;  ;  ; 9 ; molodes ; 171 
 5305 ; Лот бон 5 шт. 10 рублей (Коншин) ; 1909 ;  ;  ;  ; 21 ; molodes ; 225 
 5306 ; 5 рублей ; 1909 ; Перфорация ГБСО на билетах 1898-1917 ;  ;  ; 18 ; flutter ; 340 
 5307 ; 3 рубля ; 1905 ; Перфорация ГБСО на билетах 1898-1917 ;  ;  ; 12 ; flutter ; 340 
 5308 ; 1 рубль ; 1898 ; Коншин. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 38 ; спарта ; 3627 
 5309 ; 3 рубля ; 1919 ; Гос.кредитный билет "Северная Россия" ;  ;  ; 29 ; trial ; 2444 
 5310 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 13 ; kansk ; 156 
 5311 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 26 ; lsp25 ; 261 
 5312 ; Лот деньги-марки 8 шт ;  ;  ;  ;  ; 34 ; DNV73 ; 429 
 5313 ; 10 рублей г.Баку ; 1918 ;  ;  ;  ; 14 ; adus ; 789 
 5314 ; 5 рублей г. Одесса ; 1917 ;  ;  ;  ; 31 ; kop ; 309 
 5315 ; 3 рубля г. Одесса ; 1917 ;  ;  ;  ; 31 ; adus ; 464 
 5316 ; 5000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 34 ; папашаГарпагон ; 820 
 5317 ; Лот бон 2 шт. 5000 и 10000 рублей ; 1918 ;  ;  ;  ; 26 ; Fliege1 ; 1746 
 5318 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 21 ; ОВМ ; 101 
 5319 ; 2 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 19 ; нв1975 ; 136 
 5320 ; 3 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 23 ; zsefvg ; 93 
 5321 ; 100 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 61 ; trio ; 308 
 5322 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 44 ; lsp25 ; 138 
 5323 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 26 ; Запруда ; 163 
 5324 ; 10000 рублей ; 1919 ;  ;  ; AU ; 48 ; Юбиляр ; 729 
 5325 ; 500 рублей ; 1920 ;  ;  ; AU ; 41 ; cboker ; 1013 
 5326 ; 1000 карбованцев ; 1918 ; Украина.Знак Державноi скарбицi ;  ; AU ; 41 ; всё моё ; 1291 
 5327 ; 25 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ; AU ; 19 ; Alks75 ; 2091 
 5328 ; 100 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 23 ; kop ; 1259 
 5329 ; 10 марок ; 1919 ;  ;  ;  ; 44 ; AKrav ; 3628 
 5330 ; 1000 рублей ; 1919 ;  ;  ; AU ; 44 ; Во все тяжкие ; 4823 
 5331 ; 1 рубль ; 1919 ;  ;  ; AU ; 36 ; Во все тяжкие ; 2040 
 5332 ; 25000 рублей Управление ж.д. С.С.Р.Закавказья ;  ;  ;  ;  ; 20 ; Ритм ; 1275 
 5333 ; 100000 рублей Управление ж.д. С.С.Р.Закавказья ;  ;  ;  ;  ; 17 ; alex241 ; 1534 
 5334 ; 1 рубль червонных Екатеринославский "ЦЕРАБКОП ;  ;  ;  ;  ; 16 ; Alks75 ; 723 
 5335 ; Марка на 10 рублей о-во "САМОПОМОЩЬ" ;  ;  ;  ;  ; 47 ; p1a1v1 ; 1156 
 5336 ; 10 рублей ; 1918 ; Закавказье ;  ;  ; 28 ; kop ; 333 
 5337 ; 25 рублей Красноярское Енисейское о-во Взаимного кредита ; 1919 ;  ;  ;  ; 31 ; Alks75 ; 851 
 5039 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 25 ; аулгуцул ; 293 
 5040 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 10 ; 1879 ; 459 
 5041 ; 15 копеек. Квартблок. ; 1915 ; Деньги-марки ;  ;  ; 17 ; trio ; 171 
 5042 ; 2 копейки. Квартблок. ; 1917 ; Деньги-марки ;  ;  ; 16 ; trio ; 305 
 5043 ; 10 рублей ; 1918 ; Азербайджан ;  ;  ; 15 ; trio ; 254 
 5044 ; 10 рублей ; 1918 ; Азербайджан ;  ;  ; 3 ; istrinec ; 199 
 5045 ; 5 рублей ; 1918 ; Азербайджан ;  ;  ; 5 ; istrinec ; 197 
 5046 ; 3 рубля ; 1918 ; Азербайджан ;  ;  ; 5 ; istrinec ; 198 
 5047 ; 25 рублей ; 1918 ; Азербайджан ;  ;  ; 3 ; istrinec ; 199 
 5048 ; 3 рубля. Арктикуголь. ;  ;  ;  ;  ; 30 ; себер ; 567 
 5049 ; 5 рублей. Арктикуголь. ;  ;  ;  ;  ; 30 ; себер ; 680 
 5050 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 23 ; аулгуцул ; 337 
 5051 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 44 ; аулгуцул ; 370 
 5052 ; 10000 рублей ; 1994 ; банкнота ;  ;  ; 16 ; Ser_doh ; 510 
 5053 ; 1 рубль. Познань. ; 1916 ;  ;  ;  ; 15 ; serg07_67 ; 235 
 5054 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; trio ; 147 
 5055 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; lelik13821 ; 136 
 5056 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 12 ; Ser_doh ; 66 
 5057 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 16 ; lsp25 ; 62 
 5058 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 13 ; Юбиляр ; 68 
 5059 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 17 ; колобок66 ; 70 
 5060 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 7 ; Ser_doh ; 62 
 5061 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 23 ; trio ; 101 
 5062 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; molodes ; 161 
 5063 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; иржик86 ; 206 
 5064 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 11 ; trio ; 201 
 5065 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 10 ; гш888 ; 155 
 5066 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 11 ; lelik13821 ; 151 
 5067 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 11 ; папашаГарпагон ; 160 
 5068 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 10 ; lsp25 ; 155 
 5069 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 9 ; гш888 ; 183 
 5070 ; 5 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 56 ; Fliege1 ; 4261 
 5071 ; 100 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 37 ; Fliege1 ; 3060 
 5072 ; 250 рублей ; 1918 ;  ;  ;  ; 18 ; trio ; 303 
 5073 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 16 ; Ser_doh ; 60 
 5074 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; Fliege1 ; 257 
 5075 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 12 ; Ser_doh ; 56 
 5076 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 20 ; majkl ; 70 
 5077 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 23 ; 1879 ; 79 
 5078 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; Ser_doh ; 56 
 5079 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 31 ; Fliege1 ; 139 
 5080 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ; AU ; 23 ; ъхз ; 135 
 5081 ; 2 копейки. Квартблок. ; 1917 ; Деньги-марки ;  ; AU ; 41 ; Юбиляр ; 700 
 5082 ; 15 копеек. Квартблок. ; 1915 ; Деньги-марки ;  ; AU ; 24 ; архыз ; 424 
 5083 ; 3 копейки. Квартблок. ; 1915 ; Деньги-марки ;  ; AU ; 15 ; Юбиляр ; 261 
 5084 ; 50 рублей ; 1961 ; билет ;  ; AU ; 15 ; феникс55 ; 612 
 5085 ; 1000 рублей ; 1992 ; билет ;  ; AU ; 30 ; Anton01 ; 337 
 5086 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ; AU ; 36 ; Sky2 ; 1836 
 5087 ; 100 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ; AU ; 61 ; мак-сим ; 4000 
 5088 ; 1000 рублей ; 1917 ; Денежные знаки ;  ; AU ; 23 ; всё моё ; 1034 
 4006 ; Лот монет Европы (7шт) ;  ;  ;  ; G/XF ; 21 ; елец ; 322 
 4007 ; Лот монет Финляндии: 10 пенни (100шт) ;  ;  ; Cu-Ni ; XF/AU ; 9 ; dim66 ; 79 
 4008 ; Лот монет Канады (7шт) ;  ;  ;  ; XF ; 39 ; Moribor ; 312 
 4009 ; Лот монет Финляндии: 5 пенни (50шт) ;  ;  ; Al ; VF-/XF+ ; 40 ; bliznetz ; 315 
 4010 ; Лот иностранных монет (24шт) ;  ;  ; Cu-Ni,Br,Al/Br, ; VF-/XF+ ; 19 ; Moribor ; 94 
 4011 ; Лот монет Великобритании (2шт) ; 1951,1962 ;  ; Br ; VF ; 18 ; nemeshika ; 68 
 4012 ; Лот монет Италии (7шт) ;  ;  ; St,Al/Br ; VF+/XF+ ; 15 ; елец ; 357 
 4013 ; Лот монет Швеции и Дании: 6шт ;  ;  ; Br ; VF-XF ; 27 ; Moribor ; 124 
 4014 ; Лот монет Финляндии: 1марка (21шт) ;  ;  ; Al/Br ; XF/AU ; 30 ; tss ; 185 
