 3207 ; Бона иностранная ;  ;  ;  ;  ; 17 ; cochu ; 51 
 1097 ; Орден Северной Звезды. Швеция. В оригинальной коробке ; 1962 ;  ; Au ; AU ; 59 ; AAE2006 ; 12777 
 1098 ; Медаль. Швеция. Густав VI. В оригинальной коробке ; 1952 ;  ; Au ; AU ; 73 ; AAE2006 ; 12467 
 1099 ; Медаль Ордена Вазы. Швеция. В оригинальной коробке ; 1957 ;  ; Au ; AU ; 71 ; AAE2006 ; 11373 
 1100 ; Орден Вазы IV ст. Швеция ; 1948 ;  ; Au ; AU ; 31 ; AAE2006 ; 13023 
 1101 ; Орден военных заслуг IV ст. С мечами на ленте. Бавария. Учрежден 19 июля 1866г ;  ;  ; Ag, эмаль ; AU ; 68 ; shtuka ; 18891 
 1102 ; Почетный знак. Гамбург ;  ;  ; Б/м, эмаль ; XF ; 50 ; RAPAN ; 2633 
 1103 ; Военная медаль на ленте. Франция. Учреждена  22 января 1852г ; 1870 ;  ; Б/м ; XF+ ; 5 ; tau ; 1124 
 1104 ; Медаль. Норвегия ;  ;  ; Au ; AU ; 29 ; AAE2006 ; 9440 
 1105 ; Орден "За военную доблесть и заслуги" I степень. НРБ ; 70-х гг ;  ; Ж/м,эмаль ; AU ; 33 ; kulibin2 ; 1632 
 1106 ; Орден "За военную доблесть и заслуги" II степень. НРБ ; 70-х гг ;  ; Б/м,эмаль ; AU ; 18 ; kulibin2 ; 1530 
 1107 ; Медаль "За заслуги в добровольных отрядах трудящихся". НРБ ; 70-х гг ;  ; Ж/м ; AU ; 9 ; велко ; 204 
 1108 ; Орден труда III степени. Югославия ; 50-х гг ;  ; Б/м ; VF-XF ; 17 ; 542 ; 1122 
 1109 ; Знак "За заслуги кооперативных комсомольских отрядах". НРБ ; 60-х гг ;  ; Б/м ; XF ; 5 ; fanil ; 102 
 1110 ; Военный крест на ленте. Франция. Учрежден 28 сентября 1939г ; 1МВ ;  ; Ж/м ; VF+ ; 22 ; lsp25 ; 1134 
 1111 ; Знак за ранение "Серебряный". Германия ; I МВ ;  ; Б/м ; XF+ ; 6 ; lsp25 ; 1604 
 1177 ; Религиозная медаль. Георг III (1760-1820). Великобритания. Редкая ; 1817 ;  ; Br ; XF+ ; 23 ; fatima ; 1506 
 1178 ; Медаль. Орел с богиней Никой. Наполеон I (1804-1815). Франция ; 1807 ;  ; Br ; AU ; 22 ; Алексей-74 ; 2856 
 1179 ; Медаль. Тильзитский мир. Александр I и Наполеон I. Наполеон I (1804-1815). Франция. Редкая ; 1807 ;  ; Br на олов ; VF- ; 22 ; tau ; 2135 
 1180 ; Медаль. Отныне Франция будет свободной. Луи Филипп (1830-1848). Франция ; 1830 ;  ; Br ; XF+ ; 21 ; А_еЧъ ; 1836 
 1181 ; Медаль. Выставка рисунка в Париже. Наполеон III (1852-1870). Франция ; 1869 ;  ; Br ; AU ; 19 ; kollega ; 1274 
 1182 ; Медаль. Аббатство Святого Блазиана. Аббат Мартин II. Людовик XVI. Франция ; 1783 ;  ; Br ; VF-XF/XF ; 28 ; кузин ; 1800 
 1183 ; Жетон. Парижские офицеры Плательщики ренты. Людовик XV. Франция ; 1748 ;  ; Ag ; VF-XF ; 48 ; 015 ; 3000 
 1184 ; Жетон. Адвокаты в Советах короля. Людовик XV. Франция ; 1762 ;  ; Ag ; VF+ ; 51 ; 015 ; 3000 
 1185 ; Жетон. Марс с копьем, сидящий у пушки. Артиллерия. Людовик XV (1715-1774). Франция ;  ;  ; Ag ; XF- ; 64 ; 015 ; 3000 
 1186 ; Жетон. Палата строительных подрядчиков. Наполеон I. Франция ; 1810 ;  ; Ag ; XF- ; 42 ; 015 ; 3000 
 1187 ; Жетон. Коммерческий трибунал Лиона. Луи Филипп I. Франция ; 1847 ;  ; Ag ; VF-XF ; 53 ; 015 ; 3000 
 1188 ; Жетон. Арбитражная комиссия Лиона. Франция, 3-я республика ; конец 19 века ;  ; Ag ; AU ; 55 ; 015 ; 3000 
 1189 ; Медаль. Гинденбург. Германия ; 1915 ;  ; Ag,800 ; AU ; 31 ; olo3olo3 ; 3397 
 1190 ; Медаль. Лизинген. Германия ; 1915 ;  ; Ag,800 ; AU ; 70 ; VAP20 ; 5038 
 1191 ; Медаль. 400 лет со дня смерти Альберта Дюрера. Германия ; 1928 ;  ; Ag,900 ; AU ; 24 ; olo3olo3 ; 2295 
 978 ; Денарий. Рим, Республика. C. Vibius Pansa ; 90 г до н.э. ;  ; Ag ; VF ; 14 ; Л.Е.В. ; 4978 
 979 ; Денарий. Рим, Республика. L. Flaminius Chilo ; 109-108 гг до н.э. ;  ; Ag ; VF-XF ; 30 ; a_kog ; 4776 
 980 ; Денарий. Рим, Республика. M. Sergius Silus ; 116-115 гг до н.э. ;  ; Ag ; VF+ ; 73 ; vovan100 ; 3876 
 981 ; Денарий. Рим, Республика. C. Renius ; 138 г до н.э. ;  ; Ag ; VF- ; 71 ; vovan100 ; 3079 
 982 ; Денарий. Рим, Республика. C. Claudius Pulcher ; 110-109 гг до н.э. ;  ; Ag ; VF- ; 70 ; a_kog ; 3866 
 983 ; Денарий. Рим, Юлия Мамея ;  ;  ; Ag ; XF- ; 54 ; nubiy ; 2244 
 984 ; Денарий. Рим, Юлия Мамея ;  ;  ; Ag ; VF-XF ; 53 ; fart ; 1632 
 985 ; Денарий. Рим, Троян ; 97-117 ;  ; Ag ; VF+ ; 72 ; Л.Е.В. ; 2550 
 986 ; Денарий. Рим, Нерва ; 96-98 ;  ; Ag ; VF+ ; 106 ; Л.Е.В. ; 5000 
 987 ; Монета. Рим. Республика. C. Calpurnius L.F. Frugi ; 67 г до рх ;  ; Ag ; VF ; 50 ; Л.Е.В. ; 8500 
 988 ; Денарий. Рим. Коммод ; 177-192гг ;  ; Ag ; VF+ ; 76 ; Л.Е.В. ; 2019 
 989 ; Денарий. Рим. Александр Север ; 217-235гг ;  ; Ag ; VF+ ; 75 ; lestes ; 2996 
 990 ; Денарий. Рим. Юлия Мамея ;  ;  ; Ag ; VF+ ; 41 ; lestes ; 2000 
 991 ; Монета. Рим. Республика. T. Quinctius Flamininus ; 126 г до рх ;  ; Ag ; VF-XF ; 63 ; a_kog ; 8120 
 992 ; Драхма. Греция. Фракия, Парион ; 4 век до рх ;  ; Ag ; VF+ ; 61 ; Гурий ; 2550 
 993 ; Гемидрахма. Греция. Фракия. Херсонес ; 400-350 до рх ;  ; Ag ; VF+ ; 42 ; kollega ; 1579 
 994 ; Гемидрахма. Греция. Фракия. Херсонес ; 400-350 до рх ;  ; Ag ; VF+ ; 30 ; lestes ; 1176 
 995 ; Драхма. Г. Шкион ; III в до н.э. ;  ; Ag ; VF ; 3 ; Л.Е.В. ; 5100 
 996 ; Тетробол. Г. Фурии ; IV в до н.э. ;  ; Ag ; VF+ ; 4 ; fatima ; 5202 
 997 ; Монета медная. Пантикапей ;  ;  ; Cu ; F-VF ; 7 ; Sterh ; 43 
 998 ; Монета медная. Пантикапей ;  ;  ; Cu ; F-VF ; 51 ; kaa123 ; 67 
 999 ; Монета медная. Пантикапей ;  ;  ; Cu ; F-VF ; 6 ; orel66 ; 100 
 1000 ; Монета медная. Пантикапей ;  ;  ; Cu ; F-VF ; 17 ; VR62 ; 69 
 1001 ; Антониниан. Рим. Галлиен. Звериная серия ; 253-268гг ;  ; Cu ; VF+/VF ; 22 ; lestes ; 491 
 1002 ; Антониниан. Рим. Тетрик ; 270-273гг ;  ; Cu ; VF ; 30 ; lestes ; 601 
 1003 ; Антониниан. Рим, Клавдий II Готский ; 268-270 ;  ; Br ; VF ; 31 ; xabib ; 809 
 1004 ; Антониниан. Рим, Клавдий II Готский ; 268-270 ;  ; Br ; VF ; 32 ; lestes ; 793 
 1005 ; Антониниан. Рим, Клавдий II Готский ; 268-270 ;  ; Br ; VF ; 27 ; lestes ; 787 
 1006 ; Фоллис. Рим, Лициний I ; 308-324 ;  ; Cu ; VF ; 36 ; lestes ; 1530 
 1007 ; Монета античная. Византийский Херсон, Василий II ; VII в ;  ; Cu ; F-VF ; 50 ; gelind ; 287 
 1008 ; Фолис. Рим, Константин I ; 306-337 ;  ; Cu ; VF- ; 39 ; lestes ; 1224 
 1009 ; Фоллис. Рим, Максенций ; 306-312 ;  ; Cu ; VF ; 78 ; vovan100 ; 2601 
 1010 ; Монета античная. Рим, Юбилейный выпуск времени Константина I ;  ;  ; Cu ; VF ; 31 ; xabib ; 548 
 1011 ; Фоллис. Византия ; XI в ;  ; Cu ; F-VF ; 73 ; tau ; 1530 
 1012 ; АЕ 3. Рим, Крисп ; 317-326 ;  ; Cu ; VF- ; 50 ; Л.Е.В. ; 1274 
 1013 ; Фолис. Рим, Максимилиан Геркулес ; 285-305 ;  ; Cu ; VF+ ; 43 ; vovan100 ; 2289 
 1014 ; Монета античная. Рим, Диоклетиан ; 284-305 ;  ; Cu ; VF- ; 48 ; lestes ; 1083 
 1015 ; Дельфин-1/25 обола. Греция. Ольвия ; 5-4 век до рх ;  ; Cu ; F-VF ; 15 ; fart ; 266 
 1016 ; Дельфин-1/25 обола. Греция. Ольвия ; 5-4 век до рх ;  ; Cu ; VF- ; 34 ; титан ; 303 
 1017 ; Дельфин-1/25 обола. Греция. Ольвия ; 5-4 век до рх ;  ; Cu ; VF- ; 32 ; fart ; 458 
 1018 ; Дельфин-1/25 обола. Греция. Ольвия ; 5-4 век до рх ;  ; Cu ; F+ ; 17 ; alex67 ; 255 
 1019 ; Дельфин-1/25 обола. Греция. Ольвия ; 5-4 век до рх ;  ; Cu ; F-VF ; 41 ; muslimgauze ; 233 
 1020 ; Дельфин-1/25 обола. Греция. Ольвия ; 5-4 век до рх ;  ; Cu ; F-VF ; 49 ; титан ; 310 
 1021 ; Полторак. Польша. Сигизмунд III ; 17 век ;  ; Ag ; VF- ; 35 ; lestes ; 296 
 1022 ; Полторак. Польша. Сигизмунд III. Деформация ; 1625 ;  ; Ag ; VF- ; 9 ; Sterh ; 76 
 1023 ; Солид. Георг Вильгельм. Пруссия ; 17 век ;  ; Ag ; VF- ; 11 ; gelind ; 157 
 1024 ; Солид. Густав II Адольф. Швеция ; 1627 ;  ; Ag ; F-VF ; 46 ; golg ; 101 
 1025 ; Монета античная. Китай, Династия Северная Сун ; X-XI вв ;  ; Cu ; F-VF ; 46 ; hvala ; 204 
 1026 ; Монета античная. Китай, Династия Северная Сун ; X-XI вв ;  ; Cu ; VF ; 35 ; lsp25 ; 133 
 1027 ; Монета античная. Китай, Династия Северная Сун ; X-XI вв ;  ; Cu ; VF ; 16 ; muslimgauze ; 191 
 918 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF-XF ; 9 ; кабан ; 73 
 919 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF-XF ; 24 ; win.gradoff ; 125 
 920 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 25 ; кабан ; 111 
 921 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 15 ; кабан ; 50 
 922 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 9 ; кабан ; 90 
 923 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF-XF ; 7 ; кабан ; 61 
 924 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 5 ; кабан ; 57 
 925 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 9 ; кабан ; 107 
 926 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 5 ; кабан ; 57 
 927 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 25 ; кабан ; 46 
 928 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 23 ; кабан ; 61 
 929 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 37 ; кабан ; 79 
 930 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 7 ; кабан ; 61 
 931 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 25 ; кабан ; 61 
 932 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 21 ; кабан ; 91 
 933 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 3 ; кабан ; 93 
 934 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 21 ; кабан ; 91 
 935 ; Пуло. Великое кн-во Тверское ; XV в ;  ; Cu ; F ; 15 ; samsung ; 340 
 936 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F+ ; 27 ; sssppp ; 611 
 937 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F ; 27 ; sssppp ; 591 
 938 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F+ ; 20 ; koga ; 204 
 939 ; Пуло. Великое кн-во Тверское ; XV в ;  ; Cu ; F-VF ; 45 ; sssppp ; 1632 
 940 ; Пуло. Великое кн-во Тверское ; XV в ;  ; Cu ; F+ ; 22 ; samsung ; 906 
 941 ; Пуло ; 1485-1490 ; Великое Княжество Тверское ; Cu ; F-VF ; 29 ; sssppp ; 1334 
 942 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; VF- ; 19 ; KVit68 ; 3064 
 943 ; Медный пул. Золотая Орда ;  ;  ; Cu ; F-VF ; 18 ; Sterh ; 28 
 944 ; Медный пул. Золотая Орда ;  ;  ; Cu ; F-VF ; 59 ; самарин ; 300 
 945 ; Медный пул. Золотая Орда ;  ;  ; Cu ; F+ ; 36 ; Bayun48 ; 37 
 946 ; Медный пул. Золотая Орда ;  ;  ; Cu ; VF- ; 52 ; VR62 ; 165 
 947 ; Монета медная. Золотая Орда ;  ;  ; Cu ; F+ ; 37 ; Bayun48 ; 38 
 948 ; Монета медная. Золотая Орда ;  ;  ; Cu ; F-VF ; 25 ; Bayun48 ; 42 
 949 ; Монета медная. Золотая Орда ;  ;  ; Cu ; F-VF ; 33 ; Bayun48 ; 39 
 950 ; Монета медная. Золотая Орда ;  ;  ; Cu ; F-VF ; 19 ; kaa123 ; 65 
 951 ; Монета медная. Золотая Орда ;  ;  ; Cu ; F-VF ; 11 ; самарин ; 57 
 952 ; Медный пул. Золотая Орда ;  ;  ; Cu ; F+ ; 21 ; Bayun48 ; 40 
 953 ; Монета медная. Золотая Орда ;  ;  ; Cu ; F-VF ; 29 ; Bayun48 ; 37 
 954 ; Монета медная. Золотая Орда ;  ;  ; Cu ; F-VF ; 22 ; Bayun48 ; 40 
 955 ; Медный пул. Золотая Орда ;  ;  ; Cu ; F-VF ; 35 ; Bayun48 ; 75 
 956 ; Монета медная. Золотая Орда ;  ;  ; Cu ; F-VF ; 24 ; VR62 ; 101 
 957 ; Монета медная. Золотая Орда ;  ;  ; Cu ; F+ ; 26 ; zoom30 ; 57 
 958 ; Монета медная ;  ;  ; Cu ; F ; 15 ; canis ; 30 
 959 ; Монета медная ;  ;  ; Cu ; F ; 29 ; canis ; 59 
 960 ; Монета медная ;  ;  ; Cu ; F ; 37 ; VR62 ; 101 
 971 ; Тетрадрахма. Александр III Великий ; 336-323 гг до н.э. ;  ; Ag ; VF+ ; 85 ; a_kog ; 18312 
 972 ; Тетрадрахма. Рим, Каракалла ; 198-217 ;  ; Ag ; VF ; 62 ; tau ; 2550 
 973 ; Денарий. Рим, Республика. M. Cipius ; 115-114 гг до н.э. ;  ; Ag ; VF-XF ; 65 ; Л.Е.В. ; 6618 
 974 ; Денарий. Рим, Республика.C. Norbanus ; 83 г до н.э. ;  ; Ag ; VF+ ; 20 ; a_kog ; 4580 
 975 ; Денарий. Рим, Республика. M. Aemilius Lepidus ; 114-113 гг до н.э. ;  ; Ag ; VF+ ; 54 ; a_kog ; 7809 
 976 ; Денарий. Рим, Республика. C. Cicinius Macer ; 84 г до н.э. ;  ; Ag ; VF-XF ; 34 ; hugo ; 6120 
 977 ; Денарий. Рим, Республика. Valerius Flaccus ; 140 г до н.э. ;  ; Ag ; VF-XF ; 95 ; a_kog ; 5078 
 868 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF-XF ; 44 ; ksa39 ; 308 
 869 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF-XF ; 11 ; Luidor ; 105 
 870 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; VF-XF ; 30 ; самарин ; 846 
 871 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский де ; Ag ; VF-XF ; 50 ; самарин ; 694 
 872 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 29 ; самарин ; 207 
 873 ; Копейка. Инкузный след ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF-XF ; 16 ; СТОП ; 132 
 874 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; VF-XF ; 56 ; самарин ; 501 
 875 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден. ; Ag ; VF+ ; 23 ; самарин ; 768 
 876 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF+ ; 23 ; СТОП ; 104 
 877 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский де ; Ag ; VF- ; 13 ; Arkhangel ; 77 
 878 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; VF- ; 13 ; самарин ; 1224 
 879 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; VF+ ; 10 ; gors ; 352 
 880 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF+ ; 25 ; vovan100 ; 462 
 881 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской д ; Ag ; F-VF ; 5 ; mixx00 ; 108 
 882 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; XF- ; 13 ; gors ; 502 
 883 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF+ ; 15 ; gors ; 395 
 884 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF+ ; 9 ; alex67 ; 227 
 885 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Даниил Борисович ; сер XVв ;  ; Ag ; VF+ ; 13 ; gors ; 1540 
 886 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московс ; Ag ; VF- ; 54 ; кабан ; 1567 
 887 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF-XF ; 23 ; кабан ; 57 
 888 ; Денга. Князь Даниил Борисович ; XVв ; Суздальско-Нижегородское Княже ; Ag ; XF ; 13 ; кабан ; 3063 
 889 ; Денга. Князь Даниил Борисович ; XVв ; Суздальско-Нижегородское Княже ; Ag ; VF-XF ; 31 ; Alex_TM ; 7664 
 890 ; Денга. Князь Даниил Борисович ; XVв ; Суздальско-Нижегородское Княже ; Ag ; VF+ ; 9 ; кабан ; 2043 
 891 ; Денга. Суздальско-Нижегородское кн-во. Князь Даниил Борисович ; XVв ;  ; Ag ; VF-XF ; 12 ; кабан ; 1584 
 892 ; Денга. Суздальско-Нижегородское кн-во. Князь Даниил Борисович ; XVв ;  ; Ag ; VF+ ; 17 ; кабан ; 935 
 893 ; Денга. Суздальско-Нижегородское кн-во. Князь Даниил Борисович ; XVв ;  ; Ag ; VF+ ; 13 ; самарин ; 2558 
 894 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 17 ; marsel ; 114 
 895 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 9 ; zoom30 ; 114 
 896 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 13 ; кабан ; 36 
 897 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 8 ; Захар ; 94 
 898 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 8 ; Arkhangel ; 48 
 899 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF- ; 7 ; кабан ; 37 
 900 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 15 ; кабан ; 37 
 901 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF- ; 6 ; Arkhangel ; 46 
 902 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF- ; 7 ; кабан ; 36 
 903 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 8 ; Arkhangel ; 48 
 904 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF- ; 7 ; кабан ; 36 
 905 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 7 ; кабан ; 90 
 906 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 5 ; кабан ; 90 
 907 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF+ ; 9 ; кабан ; 111 
 908 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF+ ; 38 ; Luidor ; 340 
 909 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF+ ; 37 ; marsel ; 227 
 910 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF ; 7 ; alex67 ; 125 
 911 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF- ; 45 ; alex67 ; 200 
 912 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF+ ; 9 ; СТОП ; 313 
 913 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московс ; Ag ; VF+ ; 53 ; кабан ; 952 
 914 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московс ; Ag ; F-VF ; 36 ; кабан ; 744 
 915 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 13 ; кабан ; 57 
 916 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 13 ; кабан ; 43 
 917 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 10 ; kay2 ; 114 
 816 ; 1 пенни ; 1894 ; Финляндия ; Cu ; VF+ ; 26 ; o.k. ; 306 
 817 ; 1 пенни ; 1895 ; Финляндия ; Cu ; VF-XF ; 68 ; igors1969 ; 680 
 818 ; 1 пенни ; 1898 ; Финляндия ; Cu ; XF- ; 14 ; GVBGVB ; 453 
 819 ; 1 пенни ; 1899 ; Финляндия ; Cu ; VF-XF ; 18 ; krokodil ; 503 
 820 ; 1 пенни ; 1900 ; Финляндия ; Cu ; VF-XF ; 40 ; GVBGVB ; 293 
 821 ; 1 пенни ; 1901 ; Финляндия ; Cu ; VF-XF ; 19 ; krokodil ; 357 
 822 ; 1 пенни ; 1902 ; Финляндия ; Cu ; VF+ ; 15 ; krokodil ; 296 
 823 ; 1 пенни ; 1903 ; Финляндия ; Cu ; VF-XF ; 23 ; krokodil ; 735 
 824 ; 1 пенни ; 1905 ; Финляндия ; Cu ; XF- ; 51 ; fatima ; 181 
 825 ; 1 пенни ; 1906 ; Финляндия ; Cu ; XF+ ; 17 ; lynx ; 214 
 826 ; 1 пенни ; 1907 ; Финляндия ; Cu ; XF ; 15 ; koga ; 118 
 827 ; 1 пенни ; 1908 ; Финляндия ; Cu ; XF ; 16 ; lynx ; 174 
 828 ; 1 пенни ; 1909 ; Финляндия ; Cu ; XF+ ; 25 ; нумизмат ; 159 
 829 ; 1 пенни ; 1911 ; Финляндия ; Cu ; XF+ ; 38 ; lynx ; 196 
 830 ; 1 пенни ; 1912 ; Финляндия ; Cu ; XF ; 26 ; Mick 1 ; 164 
 831 ; 1 пенни ; 1913 ; Финляндия ; Cu ; AU ; 38 ; Максимус 1 ; 305 
 832 ; 1 пенни ; 1914 ; Финляндия ; Cu ; AU ; 17 ; QSL ; 88 
 833 ; 1 пенни ; 1915 ; Финляндия ; Cu ; AU ; 26 ; QSL ; 89 
 834 ; 1 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 23 ; QSL ; 79 
 835 ; 1 пенни ; 1917 ; Финляндия ; Cu ; XF ; 16 ; Gerc89 ; 300 
 836 ; Лот монет России: копейка, денга, деньга, 1/4 копейки (6шт) ; 1766-1827 ;  ; Cu ; F+ ; 78 ; koga ; 662 
 837 ; Лот монет России: 3,2 копейки, денежка (4шт) ; 1798-1880 ;  ; Cu ; F+ ; 85 ; jef688 ; 260 
 838 ; Лот снят ;  ;  ;  ;  ; 0 ;  ; 0 
 841 ; Танга ; 1402-1427 ; Великое Княжество Рязанское. Ф ; Ag ; VF ; 98 ; gors ; 5723 
 842 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) ; Ag ; VF+ ; 76 ; самарин ; 1482 
 843 ; Денга. Трещина ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 27 ; v.green ; 1555 
 844 ; Денга. Князь Михаил Андреевич ; XV в ; Удельное Княжество Верейское ; Ag ; VF ; 25 ; нумизмат ; 11038 
 845 ; Денга. Князь Иван Андреевич ; 1423-1454 ; Удельное Княжество Можайское ; Ag ; VF ; 30 ; нумизмат ; 10565 
 846 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; VF+ ; 43 ; самарин ; 1788 
 847 ; Денга. Суздальско-Нижегородское Великое кн-во ; XVв ;  ; Ag ; VF-XF ; 11 ; gors ; 1428 
 848 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Даниил Борисович ; 1387-1391 ;  ; Ag ; VF+ ; 45 ; sssppp ; 737 
 849 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Даниил Борисович ; 1387-1391 ;  ; Ag ; VF-XF ; 16 ; hugo ; 2043 
 850 ; Денга. Князь Василий Дмитриевич Кирдяпа ; 1387-1391 ; Суздальско-Нижегородское Княже ; Ag ; VF-XF ; 51 ; Alex_TM ; 11279 
 851 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 31 ; самарин ; 903 
 852 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 22 ; gors ; 357 
 853 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 23 ; кабан ; 41 
 854 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 9 ; кабан ; 44 
 855 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 11 ; кабан ; 72 
 856 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 27 ; Luidor ; 126 
 857 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 23 ; кабан ; 45 
 858 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 29 ; кабан ; 46 
 859 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF ; 30 ; Bayun48 ; 155 
 860 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF ; 30 ; Bayun48 ; 76 
 861 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; F+ ; 12 ; VR62 ; 81 
 862 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; F-VF ; 37 ; Arkhangel ; 80 
 863 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; XF- ; 19 ; СТОП ; 123 
 864 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF-XF ; 28 ; marsel ; 188 
 865 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF+ ; 32 ; Bayun48 ; 83 
 866 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF+ ; 7 ; Bayun48 ; 90 
