 151 ; 1/4 копейки ; 1870 ; ЕМ ; Cu ; VF-XF ; 18 ; CapsulЪ ; 4600 
 4660 ; Бона иностранная ;  ;  ;  ;  ; 63 ; Northman ; 186 
 4661 ; Бона иностранная ;  ;  ;  ;  ; 29 ; Sky2 ; 173 
 4662 ; Бона иностранная ;  ;  ;  ;  ; 27 ; Northman ; 161 
 4563 ; Бона иностранная ;  ;  ;  ;  ; 7 ; smel ; 41 
 4564 ; Бона иностранная ;  ;  ;  ;  ; 4 ; sikachai ; 50 
 4565 ; Бона иностранная ;  ;  ;  ;  ; 9 ; smel ; 43 
 4566 ; Бона иностранная ;  ;  ;  ;  ; 6 ; sikachai ; 67 
 4567 ; Бона иностранная ;  ;  ;  ;  ; 5 ; sikachai ; 31 
 4568 ; Бона иностранная ;  ;  ;  ;  ; 9 ; dases ; 36 
 4569 ; Бона иностранная ;  ;  ;  ;  ; 4 ; Майкл ; 32 
 4570 ; Бона иностранная ;  ;  ;  ;  ; 2 ; kaa81 ; 30 
 4571 ; Бона иностранная ;  ;  ;  ;  ; 2 ; kaa81 ; 30 
 4572 ; Бона иностранная ;  ;  ;  ;  ; 4 ; dases ; 32 
 4573 ; Бона иностранная ;  ;  ;  ;  ; 9 ; kaa81 ; 32 
 4574 ; Бона иностранная ;  ;  ;  ;  ; 2 ; kaa81 ; 30 
 4575 ; Бона иностранная ;  ;  ;  ;  ; 23 ; Etich ; 94 
 4576 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Etich ; 78 
 4577 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Etich ; 35 
 4578 ; Бона иностранная ;  ;  ;  ;  ; 3 ; Etich ; 35 
 4579 ; Бона иностранная ;  ;  ;  ;  ; 3 ; Etich ; 35 
 4580 ; Бона иностранная ;  ;  ;  ;  ; 26 ; sikachai ; 123 
 4581 ; Бона иностранная ;  ;  ;  ;  ; 17 ; sikachai ; 80 
 4582 ; Бона иностранная ;  ;  ;  ;  ; 14 ; advokatx ; 32 
 4583 ; Бона иностранная ;  ;  ;  ;  ; 3 ; kaa81 ; 30 
 4584 ; Бона иностранная ;  ;  ;  ;  ; 3 ; kaa81 ; 30 
 4585 ; Бона иностранная ;  ;  ;  ;  ; 4 ; Etich ; 30 
 4586 ; Бона иностранная ;  ;  ;  ;  ; 4 ; krft ; 31 
 4587 ; Бона иностранная ;  ;  ;  ;  ; 3 ; kaa81 ; 30 
 4588 ; Бона иностранная ;  ;  ;  ;  ; 4 ; kaa81 ; 30 
 4589 ; Бона иностранная ;  ;  ;  ;  ; 3 ; kaa81 ; 30 
 4590 ; Бона иностранная ;  ;  ;  ;  ; 6 ; kaa81 ; 31 
 4591 ; Бона иностранная ;  ;  ;  ;  ; 2 ; kaa81 ; 31 
 4592 ; Бона иностранная ;  ;  ;  ;  ; 54 ; smel ; 120 
 4593 ; Бона иностранная ;  ;  ;  ;  ; 4 ; Майкл ; 32 
 4594 ; Бона иностранная ;  ;  ;  ;  ; 3 ; kaa81 ; 31 
 4595 ; Бона иностранная ;  ;  ;  ;  ; 4 ; dases ; 32 
 4596 ; Бона иностранная ;  ;  ;  ;  ; 5 ; dases ; 32 
 4597 ; Бона иностранная ;  ;  ;  ;  ; 50 ; Etich ; 81 
 4598 ; Бона иностранная ;  ;  ;  ;  ; 14 ; advokatx ; 31 
 4599 ; Бона иностранная ;  ;  ;  ;  ; 3 ; sikachai ; 31 
 4600 ; Бона иностранная ;  ;  ;  ;  ; 60 ; Etich ; 66 
 4601 ; Бона иностранная ;  ;  ;  ;  ; 2 ; kaa81 ; 30 
 4602 ; Бона иностранная ;  ;  ;  ;  ; 27 ; Hedeby ; 82 
 4603 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Etich ; 67 
 4604 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Etich ; 67 
 4605 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Etich ; 67 
 4606 ; Бона иностранная ;  ;  ;  ;  ; 6 ; Etich ; 67 
 4607 ; Бона иностранная ;  ;  ;  ;  ; 16 ; su27 ; 38 
 4608 ; Бона иностранная ;  ;  ;  ;  ; 23 ; sikachai ; 53 
 4609 ; Бона иностранная ;  ;  ;  ;  ; 5 ; ask ; 41 
 4610 ; Бона иностранная ;  ;  ;  ;  ; 6 ; ask ; 42 
 4611 ; Бона иностранная ;  ;  ;  ;  ; 3 ; kaa81 ; 62 
 4612 ; Бона иностранная ;  ;  ;  ;  ; 29 ; егор ; 125 
 4513 ; Бона иностранная ;  ;  ;  ;  ; 6 ; kaa81 ; 42 
 4514 ; Бона иностранная ;  ;  ;  ;  ; 6 ; kaa81 ; 33 
 4515 ; Бона иностранная ;  ;  ;  ;  ; 5 ; kaa81 ; 36 
 4516 ; Бона иностранная ;  ;  ;  ;  ; 5 ; kaa81 ; 33 
 4517 ; Бона иностранная ;  ;  ;  ;  ; 5 ; kaa81 ; 33 
 4518 ; Бона иностранная ;  ;  ;  ;  ; 5 ; kaa81 ; 34 
 4519 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Etich ; 67 
 4520 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Etich ; 38 
 4521 ; Бона иностранная ;  ;  ;  ;  ; 15 ; dases ; 42 
 4522 ; Бона иностранная ;  ;  ;  ;  ; 5 ; kaa81 ; 33 
 4523 ; Бона иностранная ;  ;  ;  ;  ; 5 ; kaa81 ; 38 
 4524 ; Бона иностранная ;  ;  ;  ;  ; 5 ; kaa81 ; 35 
 4525 ; Бона иностранная ;  ;  ;  ;  ; 5 ; kaa81 ; 33 
 4526 ; Бона иностранная ;  ;  ;  ;  ; 4 ; kaa81 ; 32 
 4527 ; Бона иностранная ;  ;  ;  ;  ; 6 ; kaa81 ; 34 
 4528 ; Бона иностранная ;  ;  ;  ;  ; 6 ; kaa81 ; 34 
 4529 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Etich ; 32 
 4530 ; Бона иностранная ;  ;  ;  ;  ; 31 ; Etich ; 71 
 4531 ; Бона иностранная ;  ;  ;  ;  ; 12 ; sikachai ; 80 
 4532 ; Бона иностранная ;  ;  ;  ;  ; 22 ; sos1 ; 50 
 4533 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Скрудж ; 33 
 4534 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Скрудж ; 33 
 4535 ; Бона иностранная ;  ;  ;  ;  ; 6 ; Скрудж ; 35 
 4536 ; Бона иностранная ;  ;  ;  ;  ; 6 ; Скрудж ; 34 
 4537 ; Бона иностранная ;  ;  ;  ;  ; 6 ; kaa81 ; 38 
 4538 ; Бона иностранная ;  ;  ;  ;  ; 9 ; kaa81 ; 35 
 4539 ; Бона иностранная ;  ;  ;  ;  ; 16 ; Etich ; 44 
 4540 ; Бона иностранная ;  ;  ;  ;  ; 6 ; kaa81 ; 36 
 4541 ; Бона иностранная ;  ;  ;  ;  ; 4 ; kaa81 ; 32 
 4542 ; Бона иностранная ;  ;  ;  ;  ; 8 ; kaa81 ; 33 
 4543 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Скрудж ; 33 
 4544 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Скрудж ; 35 
 4545 ; Бона иностранная ;  ;  ;  ;  ; 4 ; kaa81 ; 32 
 4546 ; Бона иностранная ;  ;  ;  ;  ; 6 ; kaa81 ; 32 
 4547 ; Бона иностранная ;  ;  ;  ;  ; 3 ; Скрудж ; 31 
 4548 ; Бона иностранная ;  ;  ;  ;  ; 7 ; kaa81 ; 37 
 4549 ; Бона иностранная ;  ;  ;  ;  ; 31 ; liderssen ; 71 
 4550 ; Бона иностранная ;  ;  ;  ;  ; 10 ; sikachai ; 68 
 4551 ; Бона иностранная ;  ;  ;  ;  ; 4 ; sikachai ; 41 
 4552 ; Бона иностранная ;  ;  ;  ;  ; 4 ; kaa81 ; 32 
 4553 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Скрудж ; 33 
 4554 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Скрудж ; 33 
 4555 ; Бона иностранная ;  ;  ;  ;  ; 5 ; kaa81 ; 33 
 4556 ; Бона иностранная ;  ;  ;  ;  ; 4 ; kaa81 ; 32 
 4557 ; Бона иностранная ;  ;  ;  ;  ; 5 ; krft ; 33 
 4558 ; Бона иностранная ;  ;  ;  ;  ; 11 ; smel ; 43 
 4559 ; Бона иностранная ;  ;  ;  ;  ; 25 ; Etich ; 51 
 4560 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Скрудж ; 33 
 4561 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Скрудж ; 33 
 4562 ; Бона иностранная ;  ;  ;  ;  ; 19 ; smel ; 45 
 4188 ; 5 рублей (2 шт) ; 1909 ;  ;  ;  ; 7 ; чипыжи ; 100 
 4189 ; 1 рубль (29 шт) ; 1961,1991 ;  ;  ;  ; 17 ; чипыжи ; 206 
 4190 ; 5, 10 рублей (9 шт) ; 1961,1991 ;  ;  ;  ; 3 ; Алексей Сомелье ; 123 
 4301 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ; AU ; 106 ; verunk1 ; 6688 
 4302 ; 50 копеек ; 1924 ; Разменные казн.боны ;  ; XF ; 50 ; verunk1 ; 17426 
 4303 ; Лот расчетных знаков "Управление железных дорог Закавказских ССР": 10000 и 25000 руб (2шт) ;  ;  ;  ; VF ; 79 ; dali ; 1111 
 4304 ; 10000 рублей ; 1919 ;  ;  ; VF-XF ; 66 ; Виталий 64 ; 1000 
 4305 ; 200 марок "оккупация". Украина. Ровно ; 1942 ;  ;  ; XF ; 72 ; a9 ; 3731 
 4306 ; 20 шагив ; 1918 ; Украина.Тип почтовых марок ;  ; VF ; 34 ; koga ; 208 
 4307 ; 5 марок ; 1919 ; Эстония ;  ; VF-XF ; 43 ; Fedor_K ; 1041 
 4308 ; 1000 рублей ; 1920 ; Азербайджан ;  ; XF ; 41 ; SANGOLD1 ; 525 
 4309 ; 10 пунктов. Оккупация Литвы ; 1944 ;  ;  ; XF ; 71 ; liderssen ; 2026 
 4310 ; 100 марок. Германия. Нотгельд. Мемель ;  ;  ;  ; XF- ; 36 ; у44 ; 1634 
 4311 ; 500 рублей.3 шт. ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 59 ; geracon2009 ; 318 
 4312 ; 500 рублей.5 шт. ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 69 ; skaut ; 453 
 4313 ; 500 рублей ; 1912 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 51 ; ac ; 936 
 4314 ; 1000 рублей ; 1919 ;  ;  ;  ; 74 ; dali ; 612 
 4315 ; 5000 рублей ; 1919 ;  ;  ;  ; 49 ; BAG ; 325 
 4316 ; 5 рублей. Союза приамурских кооперативов во Владивостоке. ;  ;  ;  ;  ; 40 ; пять сольдо ; 1822 
 4317 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 51 ; dali ; 347 
 4318 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 69 ; verunk1 ; 376 
 4319 ; 1 червонец ; 1926 ; Калманович, Горбунов. Билет ;  ;  ; 36 ; Ритм ; 2601 
 4320 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 29 ; off ; 1334 
 4321 ; 5 копеек.2 шт ; 1920 ; Латвия. Разменный знак ;  ;  ; 36 ; koga ; 368 
 4322 ; 100 рублей ; 1961 ;  ;  ;  ; 106 ; sidr ; 397 
 4323 ; 5000 рублей ; 1919 ;  ;  ;  ; 53 ; dali ; 359 
 4324 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; qwert543 ; 527 
 4325 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 85 ; Ритм ; 509 
 4326 ; Чек Азовско-Донского коммерческого банка. Житомирское отд. 250 руб ;  ;  ;  ;  ; 43 ; nb ; 1134 
 4327 ; Чек Азовско-Донского коммерческого банка. Житомирское отд. 250 руб ;  ;  ;  ;  ; 30 ; nb ; 1360 
 4328 ; 50 карбованцев(3 шт.) ; 1918 ; Украина. Знак Державноi скарбницi ;  ;  ; 36 ; koga ; 209 
 4329 ; 50 карбованцев ; 1918 ; Украина. Знак Державноi скарбницi ;  ;  ; 42 ; Northman ; 157 
 4330 ; Разменный билет гор Житомира. 1 карбованец (5 шт.) ; 1918 ;  ;  ;  ; 50 ; Mike! ; 1224 
 4331 ; Разменный билет гор Житомира. 3 карбованца ; 1918 ;  ;  ;  ; 25 ; okotv ; 444 
 4332 ; Разменный билет гор Житомира. 5 карбованцев(5 шт.) ; 1918 ;  ;  ;  ; 39 ; Mike! ; 1247 
 4333 ; Разменный билет гор Одессы. 3 рубля (2шт) ;  ;  ;  ;  ; 54 ; к216 ; 449 
 4334 ; Разменный билет гор Одессы. 5 рублей(3 шт.) ;  ;  ;  ;  ; 34 ; ask ; 217 
 4335 ; Разменный билет гор Одессы. 10 рублей(2 шт.) ;  ;  ;  ;  ; 108 ; nb ; 622 
 4501 ; Бона иностранная ;  ;  ;  ;  ; 8 ; к216 ; 36 
 4502 ; Бона иностранная ;  ;  ;  ;  ; 6 ; kaa81 ; 36 
 4503 ; Бона иностранная ;  ;  ;  ;  ; 5 ; kaa81 ; 33 
 4504 ; Бона иностранная ;  ;  ;  ;  ; 6 ; kaa81 ; 32 
 4505 ; Бона иностранная ;  ;  ;  ;  ; 5 ; kaa81 ; 33 
 4506 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Юбер ; 40 
 4507 ; Бона иностранная ;  ;  ;  ;  ; 19 ; smel ; 47 
 4508 ; Бона иностранная ;  ;  ;  ;  ; 8 ; kaa81 ; 35 
 4509 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Скрудж ; 33 
 4510 ; Бона иностранная ;  ;  ;  ;  ; 21 ; kaa81 ; 38 
 4511 ; Бона иностранная ;  ;  ;  ;  ; 6 ; kaa81 ; 37 
 4512 ; Бона иностранная ;  ;  ;  ;  ; 5 ; kaa81 ; 36 
 4138 ; 25 рублей. Крым ; 1918 ;  ;  ; AU ; 62 ; elion3 ; 1852 
 4139 ; 25 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 58 ; verunk1 ; 1698 
 4140 ; 3 рубля. Одесса ; 1917 ;  ;  ; AU ; 87 ; ppi ; 1012 
 4141 ; 20 крон ; 1932 ;  ;  ; AU ; 53 ; Хакас ; 876 
 4142 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ; AU ; 48 ; sikachai ; 1134 
 4143 ; 100 рублей ; 1918 ;  ;  ; AU ; 15 ; у44 ; 1587 
 4144 ; 5 рублей золотом ; 1923 ; Транспортный сертификат Комиссариата Путей Сообщения ;  ;  ; 100 ; nb ; 41450 
 4145 ; 200 рублей ; 1948 ;  ;  ;  ; 6 ; sobiranel ; 108 
 4146 ; 15 копеек. Сцепка 50 шт ; 1915 ; Деньги-марки ;  ;  ; 53 ; Приор ; 1836 
 4147 ; Заем г. Харькова ; 1911 ;  ;  ;  ; 19 ; 1177 ; 772 
 4148 ; Таганрогское металлургическое об-во. Облигация ; 1898 ;  ;  ;  ; 7 ; Mike! ; 373 
 4149 ; Промышленное камен. и мет. об-во Успенского бассейна. Акция ; 1896 ;  ;  ;  ; 47 ; 1177 ; 737 
 4150 ; Облигация Рязанского-Уральской ж/д ; 1898 ;  ;  ;  ; 14 ; teremm ; 612 
 4151 ; Акция. Харьков ; 1895 ;  ;  ;   ; 27 ; у44 ; 169 
 4152 ; Акция. Казань ; 1893 ;  ;  ;  ; 42 ; letchik91 ; 514 
 4153 ; Облигация Юго-Восточных ж/д в 100 фунтов ; 1914 ;  ;  ;  ; 19 ; Donald Trump ; 600 
 4154 ; Облигация Москово-Казанской ж/д ; 1911 ;  ;  ;  ; 29 ; Donald Trump ; 600 
 4155 ; Облигация Москово-Казанской ж/д ; 1911 ;  ;  ;  ; 32 ; Donald Trump ; 600 
 4156 ; Облигация Москово-Казанской ж/д ; 1901 ;  ;  ;  ; 15 ; Donald Trump ; 600 
 4157 ; Облигация Москово-Казанской ж/д ; 1901 ;  ;  ;  ; 27 ; Donald Trump ; 614 
 4158 ; Облигация Москово-Казанской ж/д ; 1909 ;  ;  ;  ; 19 ; Donald Trump ; 600 
 4159 ; Облигация Москово-Казанской ж/д ; 1909 ;  ;  ;  ; 7 ; Donald Trump ; 601 
 4160 ; Облигация Варшавско-Венской ж/д ; 1901 ;  ;  ;  ; 31 ; Donald Trump ; 956 
 4161 ; Облигация ; 1880 ;  ;  ;  ; 3 ; xino ; 306 
 4162 ; Акция. Будапешт ; 1916 ;  ;  ;  ; 21 ; 542 ; 305 
 4163 ; Акция. США ; 1950 ;  ;  ;  ; 9 ; sikachai ; 115 
 4164 ; Акция. США ; 1950 ;  ;  ;  ; 11 ; у44 ; 120 
 4165 ; Акция. США ; 1926 ;  ;  ;  ; 27 ; letchik91 ; 306 
 4166 ; Акция. США ; 1966 ;  ;  ;  ; 9 ; Валива ; 114 
 4167 ; Акция. США ; 1979 ;  ;  ;  ; 12 ; Валива ; 114 
 4168 ; Акция. США ; 1961 ;  ;  ;  ; 9 ; Валива ; 114 
 4169 ; Акция. США ; 1961 ;  ;  ;  ; 7 ; Валива ; 114 
 4170 ; Акция. США ; 1957 ;  ;  ;  ; 17 ; ask ; 119 
 4171 ; Акция. США ; 1988 ;  ;  ;  ; 7 ; Валива ; 113 
 4172 ; Акция. США ; 1968 ;  ;  ;  ; 5 ; Валива ; 113 
 4173 ; Акция. США ; 1969 ;  ;  ;  ; 7 ; Валива ; 113 
 4174 ; Акция. США ; 1963 ;  ;  ;  ; 7 ; Валива ; 113 
 4175 ; Акция. США ; 1975 ;  ;  ;  ; 7 ; Валива ; 114 
 4176 ; Акция. США ; 1971 ;  ;  ;  ; 11 ; fish77 ; 119 
 4177 ; Акция. США ; 1974 ;  ;  ;  ; 19 ; Валива ; 114 
 4178 ; Акция. США ; 1967 ;  ;  ;  ; 8 ; ask ; 116 
 4179 ; Акция. США ; 1954 ;  ;  ;  ; 26 ; teremm ; 120 
 4180 ; Акция. США ; 1958 ;  ;  ;  ; 18 ; fish77 ; 116 
 4181 ; Благотворительный билет (3 шт) ; 1988 ;  ;  ;  ; 7 ; Хакас ; 72 
 4182 ; Билет лотереи (3 шт) ; 1992 ;  ;  ;  ; 2 ; solder13 ; 62 
 4183 ; Билет лотереи (3 шт) ; 1885 ;  ;  ;  ; 2 ; solder13 ; 62 
 4184 ; Билет лотереи (3 шт) ; 1991 ;  ;  ;  ; 2 ; solder13 ; 62 
 4185 ; Купоны лист 9 шт ; 1917 ;  ;  ;  ; 5 ; koga ; 108 
 4186 ; Купоны лист 9 шт ; 1917 ;  ;  ;  ; 9 ; koga ; 114 
 4187 ; 5 рублей (2 шт) ; 1909 ;  ;  ;  ; 25 ; чипыжи ; 120 
 4088 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 33 ; solder13 ; 99 
 4089 ; 1000 рублей ; 1923 ; Закавказье ;  ;  ; 33 ; Виталий 64 ; 826 
 4090 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 28 ; geracon2009 ; 223 
 4091 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 51 ; Northman ; 219 
 4092 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 25 ; geracon2009 ; 227 
 4093 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; shais1 ; 92 
 4094 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 6 ; shais1 ; 111 
 4095 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 85 ; AndrCh58 ; 472 
 4096 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 28 ; verunk1 ; 359 
 4097 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 33 ; teremm ; 138 
 4098 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 63 ; Приор ; 389 
 4099 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 19 ; teremm ; 153 
 4100 ; 1000 марок ; 1910 ;  ;  ;  ; 29 ; sikachai ; 236 
 4101 ; 2 рубля. Сцепка 6 шт ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 13 ; vfuflfy49 ; 354 
 4102 ; 3 рубля. Сцепка 8 шт ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 14 ; Синица ; 385 
 4103 ; 25 рублей ; 1941 ;  ;  ;  ; 4 ; solder13 ; 102 
 4104 ; 500 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 8 ; ask ; 55 
 4105 ; 500 рублей. Образец ; 1992 ;  ;  ;  ; 28 ; Хакас ; 305 
 4106 ; 1000 рублей. Образец ; 1992 ;  ;  ;  ; 26 ; Хакас ; 305 
 4107 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 37 ; карпер ; 400 
 4108 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 62 ; Виталий 64 ; 506 
 4109 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 71 ; dali ; 481 
 4110 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 87 ; Виталий 64 ; 601 
 4111 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 93 ; dali ; 611 
 4112 ; 5000 теньге ; 1920 ; Бухарская Республика ;  ;  ; 4 ; koga ; 250 
 4113 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 27 ; Gyron ; 308 
 4114 ; 5000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 72 ; ac ; 416 
 4115 ; 5000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 42 ; skaut ; 408 
 4116 ; 5000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 41 ; temichek ; 339 
 4117 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 58 ; sikachai ; 405 
 4118 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 23 ; сибиряк29 ; 816 
 4119 ; 1 копейка. Без надпечатки ; 1915 ; Деньги-марки ;  ; AU ; 192 ; rut24 ; 2529 
 4120 ; 2 копейки. Без надпечатки ; 1915 ; Деньги-марки ;  ; AU ; 22 ; сс400 ; 2479 
 4121 ; 3 копейки ; 1915 ; Деньги-марки ;  ; AU ; 27 ; 19Vlad72 ; 152 
 4122 ; 50 шагив ; 1918 ; Украина.Тип почтовых марок ;  ; AU ; 44 ; verunk1 ; 400 
 4123 ; 10 копеек ;  ; Разменные знаки и кредитные билеты Времен.правит.Дальнего Востока ;  ; AU ; 53 ; егор ; 906 
 4124 ; 15 рублей ;  ; Расчетные знаки РСФСР образца 1919 г. ;  ; AU ; 39 ; joper69 ; 906 
 4125 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 48 ; joper69 ; 483 
 4126 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 19 ; каламбурчик ; 117 
 4127 ; 1 крона. Образец ; 1944 ;  ;  ; AU ; 55 ; verunk1 ; 1020 
 4128 ; 50 копеек ;  ;  ;  ; AU ; 16 ; dali ; 363 
 4129 ; 10000 украинских карбованцев ; 1995 ; Украина Купон ;  ; AU ; 19 ; у44 ; 46 
 4130 ; 25 рублей ; 1961 ; билет ;  ; AU ; 39 ; elefant1965 ; 144 
 4131 ; 5 крон. Образец ; 1944 ;  ;  ; AU ; 44 ; verunk1 ; 2040 
 4132 ; 100 сом ; 2009 ;  ;  ; AU ; 24 ; Синица ; 150 
 4133 ; 1000 рублей ; 1995 ; банкнота ;  ; AU ; 43 ; geracon2009 ; 161 
 4134 ; 5000 рублей ; 1995 ; банкнота ;  ; AU ; 55 ; rut24 ; 1102 
 4135 ; 10000 рублей ; 1992 ; банкнота ;  ; AU ; 32 ; lord77 ; 355 
 4136 ; 1000 рублей ; 1993 ; банкнота ;  ; AU ; 80 ; bonipari ; 258 
