 3277 ; Бона иностранная ;  ;  ;  ;  ; 60 ; necator ; 143 
 873 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; F-VF ; 52 ; samsung ; 241 
 874 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; VF+ ; 21 ; Майкл ; 108 
 875 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; VF- ; 12 ; mysha78 ; 87 
 876 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; VF+ ; 30 ; Михалыч ; 92 
 877 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF ; 13 ; grossus ; 270 
 878 ; Денга ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 22 ; Банзай ; 410 
 879 ; Денга ; 1462-1505 ; Иван III Васильевич  ; Ag ; F+ ; 41 ; Dahan ; 219 
 880 ; Пуло ; XVв ; Великий Новгород  ; Cu ; F-VF ; 70 ; кабан ; 622 
 881 ; Денга. Суздальско-Нижегородское кн-во. Двусторонее подражание золотоордынскому дирхему ;  ;  ; Ag ; VF- ; 65 ; cyryllo ; 1200 
 882 ; Денга. Московское Великое кн-во. Владимирский Чекан ; 1425-1462 ; Василий Васильевич(Темный)  ; Ag ; VF ; 82 ; G.R.O.S.S. ; 2607 
 883 ; Денга. Московское Великое кн-во. Князь Василий Темный ; 1425-1462 ;  ; Ag ; VF- ; 68 ; G.R.O.S.S. ; 3951 
 884 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF- ; 35 ; VEU3 ; 71 
 885 ; Денга. Князь Василий Ярославович ; 1426-1483 ; Серпуховское Удельное Княжеств ; Ag ; F-VF ; 55 ; irv ; 820 
 886 ; Денга. Князь Василий Дмитриевич Кирдяпа ; 1387-1391 ; Суздальско-Нижегородское Княже ; Ag ; F-VF ; 103 ; ilgamax ; 2239 
 887 ; Денга. Князь Василий Дмитриевич Кирдяпа ; 1387-1391 ; Суздальско-Нижегородское Княже ; Ag ; F-VF ; 100 ; alex-av1 ; 2668 
 888 ; Денга. Князь Василий Дмитриевич Кирдяпа ; 1387-1391 ; Суздальско-Нижегородское Княже ; Ag ; VF- ; 81 ; von_Schwarz ; 651 
 889 ; Денга. Суздальско-Нижегородское Великое кн-во. Двустороннее подражание золотоордынскому дирхему ;  ;  ; Ag ; F-VF ; 6 ; Гарин ; 306 
 890 ; Пуло. Городец ;  ;  ; Cu ; F ; 4 ; ilgamax ; 510 
 891 ; Дирхем. Золотая Орда. Чекан г.Сарай. Хан Джанибек ; 747 л.х. ;  ; Ag ; VF- ; 35 ; smel ; 216 
 892 ; Дирхем. Золотая Орда. Чекан г.Гюлистан. Хан Бердибек ; 759 л.х. ;  ; Ag ; VF+ ; 112 ; hugo ; 974 
 893 ; Дирхем. Золотая Орда. Чекан г.Сарай. Хан Джанибек ; 747 л.х. ;  ; Ag ; VF+ ; 109 ; hugo ; 951 
 894 ; Дирхем. Золотая Орда. Чекан г.Сарай. Хан Узбек ; 734 л.х. ;  ; Ag ; VF+ ; 90 ; hugo ; 898 
 895 ; Дирхем. Золотая Орда. Чекан г.Сарай. Хан Узбек ; 731 л.х. ;  ; Ag ; F-VF ; 74 ; Михалыч ; 153 
 896 ; Дирхем. Золотая Орда. Чекан г.Сарай. Хан Джанибек ;  ;  ; Ag ; F-VF ; 64 ; 2First ; 129 
 897 ; Дирхем. Золотая Орда. Чекан г.Сарай. Хан Узбек ; 712 л.х. ;  ; Ag ; VF- ; 46 ; smel ; 281 
 898 ; Дирхем. Золотая Орда. Чекан г.Сарай. Хан Джанибек ;  ;  ; Ag ; VF- ; 49 ; 2First ; 231 
 899 ; Дирхем. Золотая Орда. Чекан г.Азак. Односторонний Бердибек ;  ;  ; Ag ; VF- ; 119 ; VR62 ; 239 
 900 ; Дирхем. Золотая Орда. Чекан г.Гюлистан. Хан Джанибек ;  ;  ; Ag ; VF ; 30 ; инга ; 211 
 901 ; Дирхем. Золотая Орда. Чекан г.Сарай. Хан Джанибек ;  ;  ; Ag ; VF ; 26 ; Гурий ; 459 
 902 ; Дирхем. Золотая Орда. Чекан г.Сарай. Хан Джанибек ;  ;  ; Ag ; VF ; 33 ; von_Schwarz ; 174 
 903 ; Дирхем. Золотая Орда. Чекан г.Сарай. Хан Джанибек ; 748 л.х. ;  ; Ag ; VF ; 37 ; von_Schwarz ; 193 
 904 ; Дирхем. Золотая Орда. Чекан г.Сарай. Хан Джанибек ; 747 л.х. ;  ; Ag ; VF ; 67 ; Гюльчатай ; 185 
 905 ; Дирхем. Золотая Орда. Чекан г.Гюлистан. Хан Джанибек ;  ;  ; Ag ; VF ; 43 ; von_Schwarz ; 212 
 906 ; Дирхем. Золотая Орда. Чекан г.Сарай. Хан Джанибек ;  ;  ; Ag ; VF ; 73 ; zoom30 ; 216 
 907 ; Дирхем. Золотая Орда. Чекан г.Сарай. Хан Джанибек ;  ;  ; Ag ; VF ; 90 ; 2First ; 185 
 908 ; Дирхем. Золотая Орда. Чекан г.Сарай. Хан Джанибек ; 712 л.х. ;  ; Ag ; VF+ ; 72 ; инга ; 447 
 909 ; Дирхем. Золотая Орда. Чекан г.Сарай. Хан Джанибек ;  ;  ; Ag ; F-VF ; 60 ; Гюльчатай ; 179 
 910 ; Дирхем. Золотая Орда. Чекан г.Сарай. Хан Джанибек ; 743 л.х. ;  ; Ag ; VF+ ; 80 ; Гюльчатай ; 930 
 911 ; Дирхем. Золотая Орда. Чекан г.Гюлистан. Хан Джанибек ; 757 л.х. ;  ; Ag ; VF+ ; 78 ; hugo ; 913 
 912 ; Дирхем. Золотая Орда. Чекан г.Азак. Хан Абдалла ; 767 л.х. ;  ; Ag ; VF+ ; 147 ; Гюльчатай ; 931 
 630 ; "3 копейки ""оккупация""" ; 1916J ;  ; Fe  ; VF- ; 39 ; Максимус 1 ; 650 
 631 ; Пара-3 деньги ; 1772 ; Валахия  ; Cu ; F-VF/F ; 23 ; von_Schwarz ; 734 
 632 ; 10 пенни ; 1865 ; Финляндия  ; Cu ; VF ; 23 ; Dмитрий ; 143 
 633 ; 10 пенни ; 1891 ; Финляндия  ; Cu ; VF ; 56 ; xabib ; 320 
 634 ; 10 пенни ; 1896 ; Финляндия  ; Cu ; VF ; 23 ; koga ; 111 
 635 ; 10 пенни ; 1900 ; Финляндия  ; Cu ; VF ; 38 ; koga ; 102 
 636 ; 10 пенни ; 1908 ; Финляндия  ; Cu ; VF ; 7 ; Глол ; 148 
 637 ; 10 пенни ; 1912 ; Финляндия  ; Cu ; VF ; 25 ; koga ; 92 
 638 ; 10 пенни ; 1914 ; Финляндия  ; Cu ; VF-XF ; 36 ; eugraphus ; 153 
 639 ; 10 пенни ; 1915 ; Финляндия  ; Cu ; VF-XF ; 33 ; джон007 ; 94 
 640 ; 10 пенни ; 1916 ; Финляндия  ; Cu ; VF-XF ; 23 ; U-145 ; 79 
 641 ; 5 пенни ; 1866 ; Финляндия  ; Cu ; F-VF ; 36 ; rtdmsm ; 201 
 642 ; 5 пенни ; 1899 ; Финляндия  ; Cu ; VF ; 16 ; rtdmsm ; 112 
 643 ; 5 пенни ; 1907 ; Финляндия  ; Cu ; VF+ ; 30 ; o.k. ; 124 
 644 ; 5 пенни ; 1911 ; Финляндия  ; Cu ; VF+ ; 19 ; koga ; 57 
 645 ; 5 пенни ; 1915 ; Финляндия  ; Cu ; VF+ ; 2 ; rtdmsm ; 79 
 646 ; 5 пенни ; 1916 ; Финляндия  ; Cu ; VF-XF ; 11 ; PVA13 ; 73 
 647 ; 5 пенни. Вензель ; 1917 ; Финляндия  ; Cu ; VF+ ; 33 ; смжд ; 391 
 648 ; 5 пенни ; 1917 ; Финляндия. Орёл  ; Cu ; VF+ ; 60 ; necator ; 102 
 649 ; 1 пенни ; 1888 ; Финляндия  ; Cu ; VF+ ; 34 ; niki17 ; 419 
 650 ; 1 пенни ; 1907 ; Финляндия  ; Cu ; XF ; 52 ; max7421 ; 71 
 651 ; 1 пенни ; 1909 ; Финляндия  ; Cu ; XF ; 40 ; джон007 ; 41 
 652 ; 1 пенни ; 1913 ; Финляндия  ; Cu ; AU ; 89 ; max7421 ; 195 
 653 ; 1 пенни ; 1914 ; Финляндия  ; Cu ; AU ; 25 ; valery ; 100 
 654 ; 1 пенни ; 1915 ; Финляндия  ; Cu ; XF+ ; 52 ; джон007 ; 51 
 655 ; 1 пенни ; 1916 ; Финляндия  ; Cu ; AU ; 34 ; джон007 ; 34 
 656 ; 1 пенни ; 1917 ; Финляндия  ; Cu ; XF+/AU ; 70 ; ABlack ; 885 
 657 ; Лот монет России: полушка, денга, 1 копейка, 2 копейки (27шт) ; 1736-1841 ;  ; Cu ; F/F-VF ; 41 ; jef688 ; 669 
 841 ; Денга. Князь Василий Иванович ; после 1456 ; Великое Княжество Рязанское  ; Ag ; VF ; 114 ; кабан ; 9721 
 842 ; Денга. Князь Иван Андреевич ; 1432-1454 ; Удельное Княжество Можайское  ; Ag ; VF ; 97 ; niki17 ; 6120 
 843 ; Денга. Князь Дмитрий Константинович ; 1365-1383 ; Суздальско-Нижегородское Княже ; Ag ; VF ; 21 ; grossus ; 941 
 844 ; Денга. Князь Даниил Борисович ; XVв ; Суздальско-Нижегородское Княже ; Ag ; VF- ; 25 ; KVit68 ; 1530 
 845 ; Денга. Князь Даниил Борисович ; XVв ; Суздальско-Нижегородское Княже ; Ag ; F-VF ; 9 ; sorry ; 1530 
 846 ; Денга ; 1462-1505 ; Иван III Васильевич  ; Ag ; VF- ; 157 ; Гурий ; 557 
 847 ; Пуло. Князь Борис Александрович ; 1425-1461 ; Удельное Княжество Городецкое  ; Cu ; F+ ; 74 ; grossus ; 2289 
 848 ; Денга. Подражание Суздальско-Нижегородскому Великому кн-ву ;  ;  ; Ag ; F-VF ; 9 ; KVit68 ; 320 
 849 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF ; 18 ; koga ; 36 
 850 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF- ; 29 ; astronotus ; 73 
 851 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF- ; 43 ; okotv ; 68 
 852 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской д ; Ag ; VF ; 3 ; AGAT D ; 102 
 853 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF ; 54 ; astronotus ; 414 
 854 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF- ; 63 ; okotv ; 77 
 855 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF- ; 8 ; Гюльчатай ; 41 
 856 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF- ; 44 ; tuz ; 51 
 857 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF ; 83 ; win.gradoff ; 125 
 858 ; Копейка ; 1611-1617 ; Шведская оккупация.Новгород  ; Ag ; VF ; 63 ; astronotus ; 1037 
 859 ; Копейка ; 1611-1617 ; Шведская оккупация.Новгород  ; Ag ; VF ; 111 ; AGAT D ; 416 
 860 ; Копейка ; 1611-1617 ; Шведская оккупация.Новгород  ; Ag ; VF ; 55 ; AGAT D ; 417 
 861 ; Копейка ; 1611-1617 ; Шведская оккупация.Новгород  ; Ag ; VF ; 7 ; kenso ; 165 
 862 ; Копейка ; 1611-1617 ; Шведская оккупация.Новгород  ; Ag ; VF- ; 83 ; von_Schwarz ; 271 
 580 ; Денга ; 1751 ;  ; Cu ; F-VF ; 29 ; o.k. ; 73 
 581 ; Денга ; 1753 ;  ; Cu ; F+ ; 2 ; swr ; 21 
 582 ; Денга ; 1768 ; "КМ ""Сибирь"" " ; Cu ; F+ ; 76 ; von_Schwarz ; 306 
 583 ; Денга ; 1769 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 96 ; niki17 ; 483 
 584 ; Денга ; 1770 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 52 ; niki17 ; 1300 
 585 ; Денга ; 1771 ; "КМ ""Сибирь"" " ; Cu ; F ; 64 ; кабан ; 416 
 586 ; Денга ; 1775 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 47 ; булгарин ; 1530 
 587 ; Денга ; 1784 ; КМ  ; Cu ; F ; 84 ; кабан ; 550 
 588 ; Денга ; 1785 ; КМ  ; Cu ; F-VF ; 39 ; drem ; 1151 
 589 ; Денга ; 1788 ; КМ  ; Cu ; F-VF ; 23 ; А25 ; 793 
 590 ; Денга ; 1794 ; ЕМ  ; Cu ; VF- ; 96 ; limon1976 ; 579 
 591 ; Деньга ; 1798 ; ЕМ  ; Cu ; F+ ; 49 ; grray ; 161 
 592 ; Деньга ; 1811 ; ИМ МК  ; Cu ; VF+ ; 39 ; foma71 ; 449 
 593 ; Деньга ; 1815? ; КМ АМ  ; Cu ; F+ ; 15 ; Alexdav ; 790 
 594 ; Деньга ; 1819 ; ЕМ НМ  ; Cu ; F-VF ; 31 ; easter2 ; 171 
 595 ; 1/2 копейки ; 1840 ; ЕМ  ; Cu ; F+ ; 5 ; jef688 ; 23 
 596 ; 1/2 копейки ; 1840 ; СПМ  ; Cu ; F-VF ; 1 ; vic-dmitrievic ; 50 
 597 ; 1/2 копейки ; 1841 ; СМ  ; Cu ; VF ; 10 ; Глол ; 567 
 598 ; 1/2 копейки ; 1843 ; СМ  ; Cu ; F-VF ; 24 ; easter2 ; 155 
 599 ; 1/2 копейки ; 1844 ; СМ  ; Cu ; F-VF ; 9 ; spektr ; 117 
 600 ; 1/2 копейки ; 1845 ; СМ  ; Cu ; F-VF ; 4 ; alexandervolkov ; 114 
 601 ; Денежка ; 1858 ; ЕМ  ; Cu ; VF- ; 20 ; anubis_lex ; 102 
 602 ; 1/2 копейки ; 1897 ; СПБ  ; Cu ; F-VF ; 37 ; GNOM11 ; 47 
 603 ; 1/2 копейки ; 1899 ; СПБ  ; Cu ; XF+ ; 60 ; max7421 ; 88 
 604 ; 1/2 копейки ; 1899 ; СПБ  ; Cu ; VF- ; 18 ; jef688 ; 51 
 605 ; 1/2 копейки ; 1911 ; СПБ  ; Cu ; AU ; 40 ; niva ; 113 
 606 ; 1/2 копейки ; 1912 ; СПБ  ; Cu ; AU ; 31 ; do_cent ; 84 
 607 ; 1/2 копейки ; 1912 ; СПБ  ; Cu ; AU ; 52 ; verazal ; 153 
 608 ; 1/2 копейки ; 1912 ; СПБ  ; Cu ; AU ; 36 ; zerkalozemli ; 143 
 609 ; 1/2 копейки ; 1913 ; СПБ  ; Cu ; VF- ; 51 ; jef688 ; 54 
 610 ; Полушка ; 1719 ; НД  ; Cu ; F+ ; 18 ; boroda ; 183 
 611 ; Полушка ; 1719 ;  ; Cu ; F-VF ; 61 ; деньга ; 567 
 612 ; Полушка ; 1720 ; НД  ; Cu ; F ; 28 ; boroda ; 180 
 613 ; Полушка ; 1720 ;  ; Cu ; F+ ; 32 ; xabib ; 364 
 614 ; Полушка ; 1721 ;  ; Cu ; F ; 9 ; swr ; 67 
 615 ; Полушка ; 1731 ;  ; Cu ; F+ ; 81 ; okotv ; 119 
 616 ; Полушка ; 1734 ;  ; Cu ; F-VF ; 44 ; alexandervolkov ; 163 
 617 ; Полушка ; 1735 ;  ; Cu ; VF+ ; 40 ; Вася ; 143 
 618 ; Полушка ; 1736 ;  ; Cu ; F+ ; 39 ; surf2k5 ; 84 
 619 ; Полушка ; 1739 ;  ; Cu ; F-VF ; 62 ; пятак ; 723 
 620 ; Полушка ; 1759 ;  ; Cu ; F+ ; 56 ; foma71 ; 1583 
 621 ; Полушка ; 1768 ; "КМ ""Сибирь"" " ; Cu ; VF- ; 160 ; xabib ; 816 
 622 ; Полушка ; 1769 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 103 ; булгарин ; 2003 
 623 ; Полушка ; 1776 ; "КМ ""Сибирь"" " ; Cu ; F+ ; 4 ; spektr ; 510 
 624 ; Полушка (Петров-3р, Ильин-5р) ; 1786 ; КМ  ; Cu ; F-VF ; 200 ; lchernata ; 2591 
 625 ; Полушка ; 1862 ; ЕМ  ; Cu ; VF+ ; 138 ; foma71 ; 1787 
 626 ; 1/4 копейки ; 1885 ; СПБ  ; Cu ; XF+/VF+ ; 47 ; fanil ; 2550 
 627 ; 1/4 копейки ; 1898 ; СПБ  ; Cu ; XF+ ; 134 ; max7421 ; 634 
 628 ; 1/4 копейки ; 1899 ; СПБ  ; Cu ; AU ; 43 ; drem ; 795 
 629 ; 1/4 копейки ; 1899 ; СПБ  ; Cu ; AU ; 49 ; Вася ; 683 
 530 ; Копейка ; 1842 ; СМ  ; Cu ; VF- ; 6 ; badiba-coin ; 123 
 531 ; Копейка ; 1843 ; ЕМ  ; Cu ; F-VF ; 14 ; first ; 159 
 532 ; Копейка ; 1843 ; ЕМ  ; Cu ; F ; 21 ; 2First ; 20 
 533 ; Копейка ; 1854 ; ЕМ  ; Cu ; VF-XF ; 28 ; Глол ; 536 
 534 ; Копейка ; 1855 ; ЕМ  ; Cu ; F+ ; 17 ; o.k. ; 59 
 535 ; Копейка ; 1859 ; ЕМ Корона шире  ; Cu ; F+ ; 34 ; alexandervolkov ; 110 
 536 ; Копейка ; 1860 ; ЕМ  ; Cu ; F ; 20 ; spektr ; 51 
 537 ; Копейка ; 1862 ; ЕМ  ; Cu ; F ; 34 ; 542 ; 78 
 538 ; Копейка ; 1863 ; ЕМ  ; Cu ; F ; 59 ; VR62 ; 187 
 539 ; Копейка ; 1865 ; ЕМ  ; Cu ; F ; 11 ; o.k. ; 123 
 540 ; Копейка ; 1870 ; ЕМ  ; Cu ; F ; 5 ; vanamo ; 12 
 541 ; Копейка ; 1872 ; ЕМ  ; Cu ; VF+ ; 57 ; 2007 ; 379 
 542 ; Копейка ; 1894 ; СПБ  ; Cu ; F-VF ; 25 ; alexandervolkov ; 51 
 543 ; Копейка ; 1896 ; СПБ  ; Cu ; F+ ; 14 ; vanamo ; 21 
 544 ; Копейка ; 1897 ; СПБ  ; Cu ; F ; 15 ; VR62 ; 22 
 545 ; Копейка ; 1898 ; СПБ  ; Cu ; F+ ; 7 ; Михалыч ; 23 
 546 ; Копейка ; 1900 ; СПБ  ; Cu ; F ; 7 ; shogunalex ; 25 
 547 ; Копейка ; 1901 ; СПБ  ; Cu ; F ; 7 ; Poiuyt ; 19 
 548 ; Копейка ; 1903 ; СПБ  ; Cu ; F-VF ; 17 ; DrAlex ; 26 
 549 ; Копейка ; 1904 ; СПБ  ; Cu ; F ; 6 ; jef688 ; 13 
 550 ; Копейка ; 1906 ; СПБ  ; Cu ; F+ ; 19 ; alexandervolkov ; 75 
 551 ; Копейка ; 1908 ; СПБ  ; Cu ; VF- ; 22 ; do_cent ; 51 
 552 ; Копейка ; 1911 ; СПБ  ; Cu ; VF ; 9 ; jef688 ; 15 
 553 ; Копейка ; 1912 ; СПБ  ; Cu ; VF- ; 6 ; obob999 ; 12 
 554 ; Копейка ; 1913 ; СПБ  ; Cu ; VF- ; 1 ; surf2k5 ; 2 
 555 ; Копейка ; 1914 ; СПБ  ; Cu ; XF ; 27 ; do_cent ; 127 
 556 ; Копейка ; 1914 ; СПБ  ; Cu ; XF ; 54 ; DrAlex ; 55 
 557 ; Копейка ; 1914 ; СПБ  ; Cu ; VF-XF ; 2 ; Михалыч ; 30 
 558 ; Копейка ; 1915 ;  ; Cu ; VF+ ; 7 ; джон007 ; 13 
 559 ; Копейка ; 1915 ;  ; Cu ; VF-XF ; 35 ; кабан ; 97 
 560 ; Копейка ; 1915 ;  ; Cu ; AU ; 50 ; ABlack ; 267 
 561 ; Копейка ; 1915 ;  ; Cu ; XF+ ; 17 ; Конрос бид 32 ; 182 
 562 ; Копейка ; 1916 ;  ; Cu ; F-VF ; 13 ; DrAlex ; 14 
 563 ; Денга ; 1731 ;  ; Cu ; F-VF ; 36 ; Михалыч ; 57 
 564 ; Денга ; 1735 ;  ; Cu ; F+ ; 25 ; o.k. ; 37 
 565 ; Денга ; 1736 ;  ; Cu ; F-VF ; 31 ; alexandervolkov ; 150 
 566 ; Денга ; 1737 ;  ; Cu ; VF- ; 13 ; Вася ; 90 
 567 ; Денга ; 1737 ;  ; Cu ; F-VF ; 21 ; o.k. ; 57 
 568 ; Денга ; 1738 ;  ; Cu ; F+ ; 36 ; jef688 ; 36 
 569 ; Денга ; 1738 ;  ; Cu ; F-VF ; 2 ; Вася ; 70 
 570 ; Денга ; 1740 ;  ; Cu ; F-VF ; 29 ; alexandervolkov ; 140 
 571 ; Денга ; 1745 ;  ; Cu ; F+ ; 22 ; пятак ; 254 
 572 ; Денга ; 1748 ;  ; Cu ; VF- ; 10 ; DmA ; 57 
 573 ; Денга ; 1748 ;  ; Cu ; F-VF ; 1 ; vic-dmitrievic ; 30 
 574 ; Денга ; 1748 ;  ; Cu ; F-VF ; 1 ; QSL ; 68 
 575 ; Денга ; 1748 ;  ; Cu ; F-VF ; 19 ; chul66 ; 51 
 576 ; Денга ; 1749 ;  ; Cu ; F-VF ; 1 ; QSL ; 69 
 577 ; Денга ; 1749 ;  ; Cu ; F-VF ; 20 ; chul66 ; 41 
 578 ; Денга ; 1750 ;  ; Cu ; F-VF ; 24 ; chul66 ; 23 
 579 ; Денга ; 1750 ;  ; Cu ; F+ ; 15 ; chul66 ; 17 
 480 ; 2 копейки ; 1824 ; КМ АМ  ; Cu ; F-VF ; 14 ; AGAT D ; 396 
 481 ; 2 копейки ; 1825 ; ЕМ ПГ  ; Cu ; VF-XF ; 67 ; sergfokin ; 758 
 482 ; 2 копейки ; 1825 ; КМ АМ  ; Cu ; F-VF ; 8 ; А25 ; 235 
 483 ; 2 копейки ; 1826 ; ЕМ ИК  ; Cu ; VF- ; 26 ; alnov ; 123 
 484 ; 2 копейки ; 1826 ; КМ АМ  ; Cu ; F-VF ; 55 ; lchernata ; 470 
 485 ; 2 копейки ; 1837 ; ЕМ НА  ; Cu ; F+ ; 29 ; alexandervolkov ; 123 
 486 ; 2 копейки ; 1838 ; СМ  ; Cu ; F ; 26 ; jef688 ; 28 
 487 ; 2 копейки ; 1839 ; СМ  ; Cu ; F ; 2 ; alexandervolkov ; 51 
 488 ; 2 копейки ; 1840 ; СПМ  ; Cu ; F ; 19 ; jef688 ; 22 
 489 ; 2 копейки ; 1843 ; ЕМ  ; Cu ; F+ ; 23 ; alexandervolkov ; 65 
 490 ; 2 копейки ; 1844 ; ЕМ  ; Cu ; F ; 2 ; vic-dmitrievic ; 30 
 491 ; 2 копейки ; 1846 ; СМ  ; Cu ; F+ ; 38 ; alexandervolkov ; 140 
 492 ; 2 копейки ; 1860 ; ЕМ  ; Cu ; F-VF ; 36 ; easter2 ; 114 
 493 ; 2 копейки ; 1870 ; ЕМ  ; Cu ; F-VF ; 28 ; solder13 ; 48 
 494 ; 2 копейки ; 1874 ; ЕМ  ; Cu ; F ; 37 ; 542 ; 217 
 495 ; 2 копейки ; 1883 ; СПБ  ; Cu ; F ; 13 ; А25 ; 113 
 496 ; 2 копейки ; 1894 ; СПБ  ; Cu ; VF-XF ; 47 ; Глол ; 701 
 497 ; 2 копейки ; 1899 ; СПБ  ; Cu ; F ; 23 ; vanamo ; 23 
 498 ; 2 копейки ; 1905 ; СПБ  ; Cu ; F ; 4 ; vanamo ; 4 
 499 ; 2 копейки ; 1910 ; СПБ  ; Cu ; F+ ; 31 ; vanamo ; 31 
 500 ; 2 копейки ; 1912 ; СПБ  ; Cu ; VF+ ; 33 ; do_cent ; 33 
 501 ; 2 копейки ; 1914 ; СПБ  ; Cu ; VF+ ; 28 ; do_cent ; 55 
 502 ; 2 копейки ; 1915 ;  ; Cu ; XF+ ; 21 ; ABlack ; 101 
 503 ; 2 копейки ; 1916 ;  ; Cu ; VF+ ; 34 ; GOLDWIZARD ; 51 
 504 ; Копейка ; 1711 ; МД  ; Cu ; F-VF ; 48 ; okotv ; 717 
 505 ; Копейка ; 1711 ; МД  ; Cu ; F-VF ; 52 ; o.k. ; 1248 
 506 ; Копейка ; 1714 ; НД  ; Cu ; F-VF ; 26 ; spektr ; 521 
 507 ; Копейка ; 1715 ; НД  ; Cu ; F-VF ; 15 ; Peugene ; 534 
 508 ; Копейка ; 1716 ; НД  ; Cu ; F ; 18 ; swr ; 176 
 509 ; Копейка ; 1728 ;  ; Cu ; F+ ; 24 ; spektr ; 3226 
 510 ; Копейка ; 1760 ;  ; Cu ; F-VF ; 15 ; Михалыч ; 79 
 511 ; Копейка ; 1771 ; "КМ ""Сибирь"" " ; Cu ; VF- ; 34 ; булгарин ; 496 
 512 ; Копейка ; 1778 ; "КМ ""Сибирь"" " ; Cu ; F+ ; 63 ; PVA13 ; 417 
 513 ; Копейка ; 1779 ; "КМ ""Сибирь"" " ; Cu ; F+ ; 16 ; булгарин ; 633 
 514 ; Копейка ; 1789 ; ЕМ  ; Cu ; F+ ; 56 ; aleksius ; 108 
 515 ; Копейка ; 1794 ; ЕМ  ; Cu ; VF ; 36 ; niki17 ; 423 
 516 ; Копейка ; 1798 ; ЕМ  ; Cu ; F+ ; 17 ; chul66 ; 32 
 517 ; Копейка ; 1798 ; ЕМ  ; Cu ; F-VF ; 59 ; chul66 ; 82 
 518 ; Копейка ; 1800 ; ЕМ  ; Cu ; F-VF ; 21 ; chul66 ; 62 
 519 ; Копейка ; 1801 ; ЕМ  ; Cu ; F-VF ; 45 ; chul66 ; 101 
 520 ; Копейка ; 1801 ; ЕМ  ; Cu ; F-VF ; 47 ; chul66 ; 74 
 521 ; Копейка (m=5,25г) ; 1818 ; ЕМ НМ  ; Cu ; VF+ ; 22 ; деньга ; 401 
 522 ; Копейка ; 1818 ; КМ АД  ; Cu ; F-VF ; 64 ; anubis_lex ; 363 
 523 ; Копейка ; 1819 ; КМ АД  ; Cu ; F-VF ; 2 ; Даймлер ; 204 
 524 ; Копейка ; 1822 ; КМ АМ  ; Cu ; F ; 15 ; VR62 ; 55 
 525 ; Копейка ; 1828 ; КМ АМ  ; Cu ; VF- ; 19 ; tati1545 ; 400 
 526 ; Копейка ; 1840 ; ЕМ  ; Cu ; VF ; 20 ; o.k. ; 85 
 527 ; Копейка ; 1841 ; ЕМ  ; Cu ; F ; 17 ; jef688 ; 16 
 528 ; Копейка ; 1841 ; СМ  ; Cu ; F-VF ; 2 ; koga ; 51 
 529 ; Копейка ; 1842 ; ЕМ  ; Cu ; F ; 22 ; jef688 ; 25 
 430 ; 3 копейки ; 1893 ; СПБ  ; Cu ; F-VF ; 11 ; alexandervolkov ; 123 
 431 ; 3 копейки ; 1899 ; СПБ  ; Cu ; F ; 28 ; 2First ; 35 
 432 ; 3 копейки ; 1903 ; СПБ  ; Cu ; F-VF ; 19 ; solder13 ; 51 
 433 ; 3 копейки ; 1908 ; СПБ  ; Cu ; F+ ; 1 ; disman14 ; 40 
 434 ; 3 копейки ; 1910 ; СПБ  ; Cu ; VF- ; 41 ; alexandervolkov ; 131 
 435 ; 3 копейки ; 1911 ; СПБ  ; Cu ; VF ; 16 ; do_cent ; 51 
 436 ; 3 копейки ; 1913 ; СПБ  ; Cu ; VF ; 10 ; surf2k5 ; 47 
 437 ; 3 копейки ; 1915 ;  ; Cu ; VF+ ; 51 ; limon1976 ; 73 
 438 ; 3 копейки ; 1915 ;  ; Cu ; XF ; 54 ; Конрос бид 32 ; 227 
 439 ; 2 копейки ; 1750-е ;  ; Cu ; F+ ; 41 ; gelind ; 41 
 440 ; 2 копейки ; 1757 ; Номинал под гербом  ; Cu ; F-VF ; 31 ; chul66 ; 80 
 441 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 13 ; chul66 ; 80 
 442 ; 2 копейки ; 1759 ;  ; Cu ; F ; 72 ; alexandervolkov ; 168 
