 3639 ; Бона иностранная ;  ;  ;  ;  ; 8 ; из африки ; 27 
 3377 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 46 ; murzik20 ; 283 
 3378 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 31 ; Gera_K ; 91 
 3379 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 41 ; из африки ; 70 
 3380 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 43 ; из африки ; 84 
 3381 ; 3 рубля ; 1961 ; Гос.казначейский билет ;  ; AU ; 66 ; Sky2 ; 121 
 3382 ; 3 рубля ; 1961 ; Гос.казначейский билет ;  ; AU ; 55 ; QSCl ; 126 
 3383 ; 5 рублей ; 1991 ; билет ;  ; AU ; 77 ; al69 ; 102 
 3384 ; 5 рублей ; 1991 ; билет ;  ; AU ; 62 ; za-via ; 100 
 3385 ; 50 копеек. Екатеринодар ;  ;  ;  ; AU ; 61 ; Sky2 ; 453 
 3386 ; 3 рубля. Оренбург ; 1917 ;  ;  ; AU ; 61 ; sergoizadlera ; 2659 
 3387 ; 1 рубль. Урал ; 1918 ; Областной кредитный билет Урала. ;  ; AU ; 62 ; purr ; 1019 
 3388 ; 50 копеек. Екатеринодар ; 1920 ;  ;  ; AU ; 45 ; uz ; 1399 
 3128 ; Лот монет Венесеэлы (5шт) ; 2002-2005 ;  ; Би/м,Cu-Ni ; AU ; 4 ; tpls ; 155 
 3129 ; Лот монет Эквадора (4шт) ; 2000 ;  ; Cu-Ni,ж/м ; AU ; 2 ; nekff ; 84 
 3130 ; Лот монет Гондураса (4шт) ; 1999-2006 ;  ; Cu-Ni,ж/м ; AU ; 7 ; andorf ; 225 
 3131 ; Лот монет острова Мен (5шт) ; 2010 ;  ; Cu-Ni,Br ; AU ; 35 ; ПУПСИК ; 161 
 3132 ; Лот монет Венесуэлы (7шт) ; 2007 ;  ; Би/м,Cu-Ni ; AU ; 11 ; ПУПСИК ; 332 
 3133 ; Лот монет Белиз (5шт) ; 1991-2007 ;  ; Cu-Ni,Al ; AU ; 40 ; Григорий ; 116 
 3134 ; Лот монет Зимбабве (5шт) ; 2001-2002 ;  ; Cu-Ni,ж/м ; AU ; 7 ; tpls ; 137 
 3135 ; Лот монет острова Кука (3шт) ; 2010 ;  ; Br ; AU ; 34 ; E.C. ; 113 
 3136 ; Лот монет Таджикистан (8шт) ; 2001,2006 ;  ; Cu-Ni,Br,ж ; AU ; 34 ; dimon-2007 ; 306 
 3137 ; Лот монет Туркменистан (6шт) ; 2009 ;  ; Cu-Ni,ж/м ; AU ; 10 ; zx123 ; 82 
 3138 ; Лот монет Аруба (5шт) ; 2005-2008 ;  ; Cu-Ni,ж/м ; AU ; 37 ; борисыч ; 375 
 3139 ; Лот монет Мексики (13шт) ; 2010 ;  ; Би/м ; AU ; 47 ; cochu ; 516 
 3140 ; Лот монет Германии и ГДР: 20,10,5,2,1 пфеннига (6шт) ; 1875-1980 ;  ; Al,Al/Br,C ; F/VF-XF ; 29 ; belka ; 51 
 3141 ; Лот монет Винесуэлы (7шт) ; 2007 ;  ; Би/м,Cu-Ni ; AU ; 17 ; борисыч ; 295 
 3142 ; Лот монет Панамы (6шт) ; 2008,2010 ;  ; Cu-Ni, Br ; AU ; 25 ; борисыч ; 293 
 3143 ; Лот монет Судана (4шт) ; 20 век ;  ; Би/м,Cu-Ni ; AU ; 8 ; Mike! ; 155 
 3144 ; Лот монет Свазиленда (8шт) ; 1999-2008 ;  ; Cu-Ni,ж/м ; AU ; 21 ; tpls ; 377 
 3145 ; Лот монет Ботсваны (7шт) ; 2001-2007 ;  ; Би/м,Cu-Ni ; AU ; 14 ; tpls ; 336 
 3146 ; Лот монет Норвегии (4шт) ; 1952-1957 ;  ; Cu-Ni, Br ; VF-/VF+ ; 1 ; Mike! ; 66 
 3147 ; Лот монет Самоа (5шт) ; 2006 ;  ; Cu-Ni,ж/м ; AU ; 3 ; Mike! ; 129 
 3148 ; Лот монет Эфиопии (6шт) ; 20 век ;  ; Cu-Ni,ж/м ; AU ; 28 ; tpls ; 359 
 3149 ; Лот монет Уганды (4шт) ; 1987 ;  ; Cu-Ni, Br ; AU ; 18 ; tpls ; 228 
 3150 ; Лот монет Восточных Карибских Штатов (6шт) ; 2004-2007 ;  ; Cu-Ni, Al ; XF/AU ; 14 ; борисыч ; 202 
 3151 ; Лот монет Венгрии, Италии, Испании, Франции, Эстонии, Великобритании, Польши, Чехославакии (15шт) ; 1957-1995 ;  ; Cu-Ni, Br, ; VF/VF+ ; 4 ; ВВ42 ; 147 
 3152 ; Лот монет Зимбабвы: 4шт ; 2002, 2003 ;  ; Би/м, ж/м, ; XF/AU ; 12 ; Mike! ; 318 
 3153 ; Лот монет Зимбабвы: 6шт ; 1997, 2001, 2002 ;  ; ж/м, б/м ; AU ; 44 ; tpls ; 312 
 3154 ; Лот монет Брунея: 5шт ; 2005, 2006 ;  ; Cu-Ni, ж/м ; XF/AU ; 13 ; ПУПСИК ; 244 
 3155 ; Лот монет Суринама: 4шт ; 1988, 2009 ;  ; ж/м, б/м ; AU ; 24 ; mifod ; 197 
 3156 ; Лот монет Малави: 6шт ; 1995, 1996, 2003 ;  ; ж/м, б/м ; AU ; 6 ; sveta6369 ; 255 
 3157 ; Лот монет Мальты: 3шт ; 2008 ;  ; Cu-St ; AU ; 4 ; 161rus ; 55 
 3158 ; Лот монет Малави: 2шт ; 2006 ;  ; Би/м ; AU ; 16 ; sveta6369 ; 180 
 3159 ; Лот монет Папуа Новой Гвинеи: 6шт ; 2004-2006 ;  ; Ж/м, б/м ; AU ; 30 ; _1111_ ; 331 
 3160 ; Лот монет Дании: 4шт ; 1934-1940 ;  ; Br ; VF-/VF ; 3 ; Mike! ; 108 
 3161 ; Лот монет Боснии и Герцеговины: 5шт ; 1998, 2004-2007 ;  ; ж/м, б/м ; XF/AU ; 4 ; Проф ; 132 
 3162 ; Лот монет Гаити, Каймановых о-в: 6шт ; 1997-2003 ;  ; ж/м, б/м ; AU ; 13 ; Mike! ; 157 
 3163 ; Лот монет США: 5шт ; 2009, 2010 ;  ; St ; AU ; 33 ; grifon1 ; 206 
 3164 ; Лот монет Швеции, Норвегии: 10шт ; 1966-1979 ;  ; Cu-Ni ; VF-/VF ; 12 ; zx123 ; 74 
 3165 ; Лот монет Финляндии: 11шт ; 1919-1945 ;  ; Cu-Ni, Cu ; F+/VF ; 5 ; Puchic ; 220 
 3166 ; Лот иностранных монет: 4шт ; 20-21 в. ;  ; Би/м, б/м ; AU ; 6 ; kiparis ; 114 
 3167 ; Лот монет Сейшел: 6шт ; 2004, 2007 ;  ; Cu-Ni, ж/м ; AU ; 10 ; Mike! ; 147 
 3168 ; Лот монет Омана: 4шт ; 20 век ;  ; ж/м, б/м ; AU ; 22 ; ПУПСИК ; 153 
 3169 ; Лот монет Норвегии: 5шт ; 1951-1957 ;  ; Cu-Ni, Br ; VF-/VF ; 21 ; Dbrnjh ; 99 
 3331 ; 3 копейки ; 1915 ; Деньги-марки ;  ;  ; 86 ; scaevola ; 150 
 3332 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 20 ; scaevola ; 78 
 3333 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 27 ; Gera_K ; 30 
 3334 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 24 ; scaevola ; 104 
 3335 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 12 ; Gera_K ; 53 
 3336 ; 20 копеек ; 1915 ; Деньги-марки ;  ;  ; 18 ; alex995 ; 23 
 3337 ; 20 копеек ; 1915 ; Деньги-марки ;  ;  ; 30 ; scaevola ; 72 
 3338 ; 50 копеек ; 1918 ; Разменная марка.Екатер.ОГБ временного обл.правительства Урал ;  ;  ; 39 ; zolo708 ; 333 
 3078 ; Лот монет Великобритании (9шт) ; 1990-2005 ;  ; Cu/Ni ; XF/AU ; 20 ; Al0851 ; 114 
 3079 ; Лот монет Югославии (6шт) ; 1953-1981 ;  ; Al,Cu/Ni,A ; VF-/XF ; 43 ; zx123 ; 46 
 3080 ; Лот монет Индии (4шт) ; 1988,1994,2008 ;  ; Fe/Ni ; XF/AU ; 22 ; kiparis ; 77 
 3081 ; Лот монет Германии и Австрии (4шт) ; 1883-1940 ;  ; Al,Cu/Ni ; VF-/VF+ ; 15 ; zx123 ; 120 
 3082 ; Лот монет Старого и Нового Ирана (6шт) ; XXв ;  ; Cu/Ni ; VF-/VF ; 36 ; vc57 ; 121 
 3083 ; Лот монет Кении (3шт) ; 1970-1985 ;  ; Cu/Ni, Al/ ; F-VF/VF- ; 18 ; zx123 ; 42 
 3084 ; Лот монет Португалии, Португальской Анголы, Пакистана (3шт) ; 1972-1989 ;  ; Cu/Ni ; F-VF/VF ; 44 ; vc57 ; 155 
 3085 ; Лот монет Дании и Швеции (3шт) ; 1892-1907 ;  ; Cu ; F-VF/VF ; 16 ; zx123 ; 159 
 3086 ; Лот монет Чили, Танзания,Иордания (5шт) ; XX а ;  ; Cu/Ni,Cu ; VF-/VF+ ; 12 ; zx123 ; 97 
 3087 ; Лот монет Норвегии, Югославии, Франции, Австрии (5шт) ; 1925-1929 ;  ; Cu/Ni,Al/B ; F+/VF- ; 24 ; 161rus ; 126 
 3088 ; Лот монет Австрии, Венгрии, Германии (6шт) ; 1851-1908 ;  ; Cu ; F-VF/VF ; 31 ; zx123 ; 314 
 3089 ; Лот монет Израиля: 4шт ; 20 век ;  ; Cu-Ni,Al ; VF/VF+ ; 24 ; kiparis ; 86 
 3090 ; Лот монет Веймара и Германии: 50,1 пфеннигов (4шт) ; 1912-1939 ;  ; Cu,Al ; VF/VF+ ; 9 ; zx123 ; 97 
 3091 ; Лот монет Венгрии: 4шт ; 1994-2007 ;  ; Cu-Ni,Лату ; VF/AU ; 18 ; SERG53 ; 19 
 3092 ; Лот арабских монет: 4шт ; 1965-1973 ;  ; Cu-Ni,Al ; VF-/VF ; 17 ; zx123 ; 56 
 3093 ; Лот монет Испании: 5шт ; 1957-1998 ;  ; Cu-Ni,Лату ; VF/XF ; 2 ; 542 ; 45 
 3094 ; Лот монет Испании: 5шт ; 1980-1997 ;  ; Cu-Ni,Лату ; VF/XF ; 9 ; E.C. ; 53 
 3095 ; Лот монет Венгрии: 2 форинта (5шт) ; 2001-2004 ;  ; Cu-Ni ; XF/AU ; 3 ; whitechapel ; 44 
 3096 ; Лот иностранных монет: Британская Восточная Африка, Германия, Филиппины, Франция (5шт) ; 1916-1972 ;  ; Br,Cu-Ni ; F/F-VF ; 12 ; 542 ; 159 
 3097 ; Лот монет Великобритании: 2 новых пенса (19шт) ; 1971-2003 ;  ; Br ; VF/AU ; 7 ; Al0851 ; 92 
 3098 ; Лот евромонет: 1 евро (7шт) ; 2000-2008 ;  ; Би/м ; VF-XF/XF ; 14 ; Puchic ; 333 
 3099 ; Лот иностранных монет (Дания,Мексика, Испания,Великобритания,Франция, Багамские острова): 6шт ; 1935-2002 ;  ; Br,Cu-Ni,S ; F-VF/XF ; 9 ; Puchic ; 88 
 3100 ; Лот монет Австрии: 20шт ; 1851-1993 ;  ; Br,Ag,Cu,A ; VF-/XF ; 29 ; MC17 ; 332 
 3101 ; Лот монет Азии: 22шт ; 1968-2002 ;  ; Cu-Ni,Br,A ; VF+/AU ; 38 ; vb96 ; 310 
 3102 ; Лот иностранных монет: Чехословакия, Индонезия,Нидерланды, Мексика,Словакия, Чили, Непал,Сингапур,ЮАР, Швейцария,Турция, Великобритания,Филиппины, Сейшельские острова, Португалия, дания, Эстония,Чехия (27шт) ; 1929-2003 ;  ; Ag,Cu,Cu-N ; VF+/XF+ ; 40 ; murzik20 ; 473 
 3103 ; Лот монет Сербии (Национальные герои и Универсиада): 20,10 динаров (5шт) ; 2006-2010 ;  ; Cu-Ni ; XF/AU ; 16 ; ПУПСИК ; 156 
 3104 ; Лот монет Сербии: 1,2,5 динаров (5шт) ; 2003-2009 ;  ; Cu-Ni,Лат ; AU ; 30 ; MC17 ; 76 
 3105 ; Лот монет Сербии: 1,2,5 динаров (5шт) ; 2003-2010 ;  ; Cu-Ni,Лату ; AU ; 36 ; Dom Perignon ; 67 
 3106 ; Лот монет Сербии: 1,2,5,10,20 динаров (5шт) ; 2010 ;  ; Cu-Ni,Лат ; AU ; 3 ; andorf ; 126 
 3107 ; Лот монет Болгарии: 1 лев, 50,20,10,5,2,1 стотинки (7шт) ; 1999,2000,2002 ;  ; Cu-Ni,Лату ; AU ; 3 ; LEXAI ; 139 
 3108 ; Лот монет Болгарии (ЕС и НАТО): 50 стотинок (3шт) ; 2004,2005,2007 ;  ; Cu-Ni ; AU ; 14 ; Sandello ; 102 
 3109 ; Лот монет Македонии: 50 дени, 1,2,5,10,50 денаров (6) ; 1993-2008 ;  ; Cu-Ni,Лату ; AU ; 65 ; 2372 ; 123 
 3110 ; Лот монет Судана: 5,10,20,50 пиастров (4шт) ; 2006 ;  ; Би/м,Cu-Ni ; AU ; 17 ; andorf ; 249 
 3111 ; Лот монет Словакии (20 лет независимости и 10 лет введения ЕВРО): 2 евро (2шт) ; 2009 ;  ; Би/м ; AU ; 11 ; dimon-2007 ; 297 
 3112 ; Лот монет Словакии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2009 ;  ; Би/м,Cu/St ; XF/AU ; 41 ; велко ; 293 
 3113 ; Лот монет Польши: 5,2 злотых, 50,20,10 грошей (5шт) ; 2007-2009 ;  ; Би/м,Cu-Ni ; XF/AU ; 58 ; Sandello ; 264 
 3114 ; Лот монет Хорватии: 5,2,1 куны, 5 липов (4шт) ; 1993-2005 ;  ; Cu-Ni,Лат ; XF-/XF+ ; 9 ; СВл ; 65 
 3115 ; Лот монет США: 1 цент (8шт) ; 1973-1980 ;  ; Cu-Zn ; F-VF/VF+ ; 36 ; zhenya ; 68 
 3116 ; Лот монет США: 1 цент (10шт) ; 1981-1990 ;  ; Cu-Zn ; VF-/XF- ; 37 ; dimon masskva ; 68 
 3117 ; Лот монет США: 1 цент (10шт) ; 1991-2000 ;  ; Cu-Zn ; VF/AU ; 38 ; Puchic ; 66 
 3118 ; Лот монет США: 1 цент (8шт) ; 2001-2008 ;  ; Cu-Zn ; XF-/AU ; 22 ; zhenya ; 68 
 3119 ; Лот монет Южной Африки: 1 пенни (4шт) ; 1942-1949 ;  ; Br ; VF-/VF+ ; 51 ; zx123 ; 129 
 3120 ; Лот монет Джерси: 1/12 шиллинга (4шт) ; 1964 ;  ; Br ; VF-/VF+ ; 26 ; koga ; 124 
 3121 ; Лот Новой Зеландии: 3 пенса (5шт) ; 1934,1937 ;  ; Ag ; VF/VF-XF ; 16 ; Sterh ; 235 
 3122 ; Лот евромонет Эстонии : 50,20,10,5,2,1 евроцент (6шт) ; 2011 ;  ; Br,Латунь ; AU ; 41 ; mifod ; 302 
 3123 ; Лот монет Индонезии (5шт) ; 1996-2003 ;  ; Al ; AU ; 2 ; ПУПСИК ; 115 
 3124 ; Лот монет Тайланда (9шт) ; 20 век ;  ; Би/м,Cu-Ni ; AU ; 1 ; Vasya ; 232 
 3125 ; Лот монет Перу (6шт) ; 2008,2009 ;  ; Al/Br,Cu-N ; AU ; 12 ; ПУПСИК ; 277 
 3126 ; Лот монет Ливии (8шт) ; 20 век ;  ; Би/м,Cu-Ni ; AU ; 5 ; ПУПСИК ; 255 
 3127 ; Лот монет Аргентины (6шт) ; 2010 ;  ; Би/м ; AU ; 27 ; LEXAI ; 333 
 3028 ; 50 пенни. Финляндия ; 1940 ;  ; Cu-Ni ; VF-XF ; 7 ; zx123 ; 14 
 3029 ; 25 пенни. Финляндия ; 1938 ;  ; Cu-Ni ; VF-XF ; 26 ; alex995 ; 21 
 3030 ; 25 пенни. Финляндия ; 1940 ;  ; Cu-Ni ; VF-XF ; 19 ; alex995 ; 17 
 3031 ; 10 пенни. Финляндия ; 1919 ;  ; Cu ; VF+ ; 10 ; Fu ; 23 
 3032 ; 10 пенни. Финляндия ; 1924 ;  ; Cu ; AU ; 22 ; tpls ; 108 
 3033 ; 10 пенни. Финляндия ; 1926 ;  ; Cu ; VF-XF ; 17 ; zx123 ; 23 
 3034 ; 10 пенни. Финляндия ; 1941 ;  ; Cu ; AU ; 18 ; Dbrnjh ; 110 
 3035 ; 5 пенни. Финляндия ; 1942 ;  ; Cu ; AU ; 32 ; sportmini ; 104 
 3036 ; 5 марок. ГДР. Адольф Фрайхер фон Лютцов. В пластиковой капсуле ; 1984 ;  ; Cu-Ni ; Proof ; 18 ; ВМШ ; 1134 
 3037 ; 10 марок. ГДР. Альфред Брем. В пластиковой капсуле ; 1984А ;  ; Ag ; Proof ; 33 ; ramik321 ; 1451 
 3038 ; 2000 песет. Испания. 25 олимпиада в Барселоне в 1992г. В подарочной коробке с сертификатом ; 1992 ;  ; Ag ; Proof ; 17 ; LEXAI ; 1022 
 3039 ; 5 гривен. Украина. Международный год астрономии. В подарочном буклете ; 2009 ;  ; Cu-Ni ; Unc ; 10 ; nikta ; 192 
 3040 ; Лот монет Ватикана: 500,200,100,50 лир (5шт) ; 1992,1993 ;  ; Би/м, Cu-N ; AU ; 13 ; zx123 ; 267 
 3041 ; Лот евромонет Франции: 8шт ; 1999-2001 ;  ; Cu-St, би/ ; AU ; 6 ; tpls ; 387 
 3042 ; Лот евромонет Испании: 8шт ; 1999-2002 ;  ; Cu-St, би/ ; AU ; 4 ; tpls ; 371 
 3043 ; Лот евромонет Нидерландов: 8шт ; 1999, 2000, 2003 ;  ; Cu-St, би/ ; AU ; 2 ; Красные Зори ; 363 
 3044 ; Лот евромонет Финляндии: 8шт ; 1999-2001, 2007 ;  ; Cu-St, би/ ; AU ; 2 ; Красные Зори ; 363 
 3045 ; Лот евромонет Бельгии: 8шт ; 1999-2004 ;  ; Cu-St, би/ ; AU ; 1 ; Mike! ; 355 
 3046 ; Лот евромонет Люксембурга: 8шт ; 2002 ;  ; Cu-St, би/ ; AU ; 13 ; ПУПСИК ; 510 
 3047 ; Лот евромонет Австрии: 8шт ; 2002, 2003 ;  ; Cu-St, би/ ; AU ; 4 ; Красные Зори ; 379 
 3048 ; Лот евромонет Португалии: 8шт ; 2002, 2003 ;  ; Cu-St, би/ ; AU ; 14 ; Чародей ; 493 
 3049 ; Лот евромонет Греции: 8шт ; 2002-2004 ;  ; Cu-St, би/ ; AU ; 3 ; Mike! ; 371 
 3050 ; Лот евромонет Германии: 8шт ; 2002-2008 ;  ; Cu-St, би/ ; AU ; 2 ; Красные Зори ; 357 
 3051 ; Набор монет Словении: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2007 ;  ; Би/м,Cu/St ; AU ; 13 ; Красные Зори ; 386 
 3052 ; Лот монет Веймара: 10,1 пфеннигов (2шт) ; 1930,1935 ;  ; Al/Br,Br ; VF+ ; 36 ; zx123 ; 53 
 3053 ; Лот монет Эстонии и Литвы: 5 сенти, 1 сент (3шт) ; 1991,1992 ;  ; Латунь,Al ; VF ; 17 ; Gold_42 ; 18 
 3054 ; Лот монет Восточной Африки: 5, 10 центов (4шт) ; 1928-1950 ;  ; Br ; VF-/VF ; 8 ; гарик ; 181 
 3055 ; Лот иностранных монет: Канада и Великобритания (8шт) ; 1972-2009 ;  ; Br,Cu-Ni ; VF+/XF+ ; 34 ; kiparis ; 100 
 3056 ; Лот иностранных монет: 7шт ; 1962-2001 ;  ; Латунь,Cu/ ; VF-XF/XF+ ; 39 ; dimon masskva ; 75 
 3057 ; Лот иностранных жетонов: 5шт ;  ;  ; Б/м,ж/м ; VF+/XF ; 4 ; dimon masskva ; 72 
 3058 ; Лот иностранных монет: Польша, Турция, Веймар, Мексика, Болгария,Нидерланды, ФРГ, Венгрия (10шт) ; 1917-1990 ;  ; Al,Br,Лат, ; F+/VF ; 11 ; vic2 ; 120 
 3059 ; Лот иностранных монет (Корея, Болгария, Германия, Южная Африка, Китай): 5шт ; 1918-2001 ;  ; Cu-Ni,Br,F ; F+/VF ; 33 ; kiparis ; 55 
 3060 ; Лот монет Парагвая (3шт) ; 1938 ;  ; Al ; XF/AU ; 25 ; zx123 ; 263 
 3061 ; Лот монет Эстонии (5шт) ; 1922-1935 ;  ; Br,Ni/Лату ; F/VF+ ; 72 ; zx123 ; 114 
 3062 ; Лот монет Непала (2шт) ; 1946, 1984 ;  ; Cu/Ni, Лат ; VF- ; 62 ; vc57 ; 65 
 3063 ; Лот монет Швейцарии: 5шт ; 1945-1988 ;  ; Cu-Ni ; F-VF/XF ; 11 ; zx123 ; 61 
 3064 ; Лот монет Швейцарии: 3шт ; 1977-1991 ;  ; Cu-Ni ; VF/XF ; 11 ; 161rus ; 67 
 3065 ; Лот монет Австрии: 2шт ; 1974,1985 ;  ; Cu-Ni, Al/ ; VF/VF+ ; 3 ; Gold_42 ; 28 
 3066 ; Лот монет Турции: 4шт ; 2000-2007 ;  ; Би/м,Сu-Ni ; VF/XF ; 15 ; Gold_42 ; 34 
 3067 ; Лот монет Италии: 3шт ; 1925,19551956 ;  ; Br,St ; F+/XF ; 12 ; Puchic ; 33 
 3068 ; Лот монет Австрии: 3шт ; 1972,1974,1989 ;  ; Cu-Ni, Al/ ; VF/VF+ ; 21 ; kiparis ; 39 
 3069 ; Лот монет Италии: 4шт ; 1951-1987 ;  ; Br,St,Al ; VF-/VF-XF ; 10 ; Puchic ; 33 
 3070 ; Лот иностранных монет: США, Франция, Мозамбик,Молдова, Эстония, Великобритания, ФРГ, Испания, Польша, Украина, Иордания,ОАЭ, Венгрия, Литва,Чехословакия, Грузия, Франция (35шт) ; 1972-2003 ;  ; Al,Cu-Ni,B ; VF+/XF+ ; 110 ; ВВ42 ; 389 
 3071 ; Лот монет Вьетнама: 3шт ; 2003 ;  ; Br, St ; VF/XF ; 64 ; alskr ; 123 
 3072 ; Лот монет Великобритании: 3шт ; 1971, 1995, 2001 ;  ; Br ; VF+/XF+ ; 27 ; Al0851 ; 41 
 3073 ; Лот монет Испании: 7шт ; 1975-1998 ;  ; Br, никели ; VF+/AU ; 38 ; zx123 ; 59 
 3074 ; Лот монет Эстонии: 5шт ; 2000-2011 ;  ; Br, би/м ; XF/AU ; 20 ; Чародей ; 113 
 3075 ; Лот монет Франции: 7шт ; 1931-1950 ;  ; Br, Al ; VF/VF+ ; 39 ; 161rus ; 119 
 3076 ; Лот монет Португалии (4шт) ; 1987-1992 ;  ; Al/Br ; VF-/VF+ ; 1 ; Vasya ; 35 
 3077 ; Лот монет Австрии (10шт) ; 1961-1995 ;  ; Al/Br ; VF/VF-XF ; 9 ; alex995 ; 53 
