 3233 ; Бона иностранная ;  ;  ;  ;  ; 17 ; bcs ; 77 
 2555 ; 25 пенни. Финляндия ; 1930 ;  ; Cu/Ni ; XF ; 14 ; avg1974 ; 63 
 2556 ; 25 пенни. Финляндия ; 1934 ;  ; Cu/Ni ; XF ; 10 ; mag ; 53 
 2557 ; 25 пенни. Финляндия ; 1935 ;  ; Cu/Ni ; XF ; 10 ; suhua ; 50 
 2558 ; 25 пенни. Финляндия ; 1936 ;  ; Cu/Ni ; XF- ; 8 ; suhua ; 50 
 2559 ; 25 пенни. Финляндия ; 1937 ;  ; Cu/Ni ; XF+ ; 14 ; suhua ; 50 
 2560 ; 25 пенни. Финляндия ; 1938 ;  ; Cu/Ni ; AU ; 20 ; suhua ; 77 
 2561 ; 25 пенни. Финляндия ; 1939 ;  ; Cu/Ni ; XF+ ; 14 ; suhua ; 50 
 2562 ; 25 пенни. Финляндия ; 1940 ;  ; Cu/Ni ; AU ; 8 ; suhua ; 50 
 2563 ; 25 пенни. Финляндия. В другом металле ; 1940 ;  ; Cu ; VF-XF ; 23 ; suhua ; 204 
 2564 ; 25 пенни. Финляндия ; 1941 ;  ; Cu ; AU ; 11 ; suhua. ; 51 
 2565 ; 25 пенни. Финляндия ; 1942 ;  ; Cu ; AU ; 9 ; suhua ; 100 
 2566 ; 25 пенни. Финляндия ; 1943 ;  ; Cu ; XF+ ; 7 ; suhua ; 204 
 2567 ; 25 пенни. Финляндия. В другом металле ; 1943 ;  ; Fe ; AU ; 7 ; suhua ; 204 
 2568 ; 25 пенни. Финляндия ; 1944 ;  ; Fe ; XF+ ; 8 ; solder13 ; 51 
 2569 ; 25 пенни. Финляндия ; 1945 ;  ; Fe ; XF+ ; 9 ; avg1974 ; 101 
 2570 ; 20 пенни. Финляндия ; 1963 ;  ; Al/Br ; AU ; 9 ; topotun ; 51 
 2571 ; 20 пенни. Финляндия ; 1964 ;  ; Al/Br ; AU ; 12 ; topotun ; 102 
 2572 ; 20 пенни. Финляндия ; 1965 ;  ; Al/Br ; AU ; 34 ; topotun ; 102 
 2573 ; 20 пенни. Финляндия ; 1966 ;  ; Al/Br ; AU ; 15 ; sts ; 102 
 2574 ; 20 пенни. Финляндия ; 1967 ;  ; Al/Br ; AU ; 12 ; sts ; 109 
 2575 ; 20 пенни. Финляндия ; 1968 ;  ; Al/Br ; AU ; 13 ; sts ; 60 
 2576 ; 20 пенни. Финляндия ; 1969 ;  ; Al/Br ; AU ; 17 ; topotun ; 614 
 2577 ; 20 пенни. Финляндия ; 1970 ;  ; Al/Br ; AU ; 15 ; topotun ; 614 
 2578 ; 20 пенни. Финляндия ; 1971 ;  ; Al/Br ; AU ; 16 ; topotun ; 102 
 2579 ; 20 пенни. Финляндия ; 1972 ;  ; Al/Br ; AU ; 9 ; suhua ; 50 
 2480 ; 3 марки. Веймар. Воссоединение Рейнланда ; 1930А ;  ; Ag ; AU ; 107 ; QSL ; 1631 
 2481 ; 1 флорин. Австрия ; 1860 ;  ; Ag ; AU ; 32 ; starplay ; 729 
 2482 ; 1 флорин. Австрия ; 1884 ;  ; Ag ; AU ; 32 ; SSS777 ; 677 
 2483 ; 1 флорин. Австрия ; 1889 ;  ; Ag ; AU ; 34 ; SSS777 ; 663 
 2484 ; Лот монет Германии: 2 марки. Гинденбург (8шт) ; 1938 ;  ; Ag ; VF+/XF- ; 52 ; o.k. ; 1260 
 2485 ; Лот монет Германии: 2 марки. Гинденбург (4шт) ; 1937 ;  ; Ag ; VF+/XF- ; 58 ; niger ; 523 
 2486 ; Лот монет Германии: 2 марки. Гинденбург (3шт) ; 1939 ;  ; Ag ; VF-XF ; 40 ; o.k. ; 459 
 2487 ; 2 марки. Германия. Подписная Кирха ; 1934А ;  ; Ag ; VF+ ; 55 ; ez ; 410 
 2488 ; 2 марки. Германия. Гинденбург ; 1937A ;  ; Ag ; AU ; 62 ; hugo ; 420 
 2489 ; 2 марки. Германия. Гинденбург ; 1937D ;  ; Ag ; VF-XF ; 27 ; belovaanna ; 204 
 2490 ; 2 марки. Германия. Гинденбург ; 1938A ;  ; Ag ; XF- ; 13 ; solder13 ; 162 
 2491 ; 2 марки. Германия. Гинденбург ; 1938B ;  ; Ag ; VF-XF ; 32 ; first ; 192 
 2492 ; 2 марки. Германия. Гинденбург ; 1938J ;  ; Ag ; XF- ; 38 ; niger ; 204 
 2493 ; 2 марки. Германия. Гинденбург ; 1939A ;  ; Ag ; XF+ ; 32 ; SSS777 ; 144 
 2494 ; 2 марки. Германия. Гинденбург ; 1939D ;  ; Ag ; AU ; 40 ; first ; 225 
 2495 ; 2 марки. Германия. Гинденбург ; 1939B ;  ; Ag ; XF+ ; 46 ; Glen ; 211 
 2496 ; Лот монет Германии: 1 марка (6шт). Отверстие на одной из монет ; 1874-1915 ;  ; Ag ; F-VF ; 15 ; num1 ; 405 
 2497 ; 1 марка. Германия ; 1874B ;  ; Ag ; VF- ; 34 ; suhua ; 153 
 2498 ; 1 марка. Германия ; 1875F ;  ; Ag ; VF- ; 31 ; suhua ; 153 
 2499 ; 1 марка. Германия ; 1883A ;  ; Ag ; VF+ ; 104 ; ICEK ; 416 
 2500 ; 1 марка. Германия ; 1886A ;  ; Ag ; VF+ ; 71 ; ICEK ; 416 
 2501 ; 1 марка. Германия ; 1891A ;  ; Ag ; VF- ; 64 ; suhua ; 153 
 2502 ; 1 марка. Германия ; 1899E ;  ; Ag ; VF ; 45 ; suhua ; 172 
 2503 ; 1 марка. Германия ; 1901A ;  ; Ag ; VF- ; 58 ; suhua ; 153 
 2504 ; 1 марка. Германия ; 1903A ;  ; Ag ; VF- ; 55 ; suhua ; 136 
 2505 ; 1 марка. Германия ; 1909A ;  ; Ag ; VF+ ; 42 ; ICEK ; 255 
 2506 ; 1 марка. Германия ; 1915A ;  ; Ag ; VF+ ; 15 ; Noks ; 261 
 2507 ; Лот монет Германии: 1/2 марки (3шт) ; 1905 ;  ; Ag ; VF- ; 62 ; ez ; 169 
 2508 ; 1/2 марки. Германия ; 1905A ;  ; Ag ; VF ; 28 ; SSS777 ; 57 
 2509 ; 1/2 марки. Германия ; 1906D ;  ; Ag ; VF+ ; 28 ; Sterh ; 67 
 2510 ; 1/2 марки. Германия ; 1907A ;  ; Ag ; VF ; 18 ; лимар ; 55 
 2511 ; 1/2 марки. Германия ; 1914A ;  ; Ag ; VF+ ; 55 ; suhua ; 108 
 2512 ; 1/2 марки. Германия ; 1918A ;  ; Ag ; VF+ ; 21 ; ICEK ; 255 
 2513 ; 20 пфеннигов. Германия ; 1874F ;  ; Ag ; VF+ ; 69 ; ICEK ; 354 
 2514 ; 200 марок. Финляндия ; 1957 ;  ; Ag ; AU ; 37 ; ghjk ; 554 
 2515 ; 50 пенни. Финляндия ; 1921 ;  ; Cu/Ni ; XF- ; 10 ; suhua ; 204 
 2516 ; 50 пенни. Финляндия ; 1923 ;  ; Cu/Ni ; XF- ; 19 ; suhua. ; 51 
 2517 ; 50 пенни. Финляндия ; 1929 ;  ; Cu/Ni ; VF-XF ; 12 ; suhua ; 204 
 2518 ; 50 пенни. Финляндия ; 1934 ;  ; Cu/Ni ; XF ; 10 ; mag ; 51 
 2519 ; 50 пенни. Финляндия ; 1935 ;  ; Cu/Ni ; XF- ; 15 ; sts ; 53 
 2520 ; 50 пенни. Финляндия ; 1936 ;  ; Cu/Ni ; XF+ ; 9 ; suhua ; 50 
 2521 ; 50 пенни. Финляндия ; 1937 ;  ; Cu/Ni ; XF ; 10 ; Nirvanych ; 51 
 2522 ; 50 пенни. Финляндия ; 1938 ;  ; Cu/Ni ; XF+ ; 11 ; suhua ; 50 
 2523 ; 50 пенни. Финляндия ; 1939 ;  ; Cu/Ni ; XF ; 10 ; suhua ; 50 
 2524 ; 50 пенни. Финляндия ; 1940 ;  ; Cu/Ni ; XF+ ; 19 ; suhua ; 204 
 2525 ; 50 пенни. Финляндия. В другом металле ; 1940 ;  ; Cu ; VF-XF ; 18 ; suhua ; 204 
 2526 ; 50 пенни. Финляндия ; 1941 ;  ; Cu ; XF+ ; 14 ; suhua. ; 51 
 2527 ; 50 пенни. Финляндия ; 1942 ;  ; Cu ; XF+ ; 26 ; suhua. ; 51 
 2528 ; 50 пенни. Финляндия ; 1943 ;  ; Cu ; XF- ; 12 ; mag ; 51 
 2529 ; 50 пенни. Финляндия. В другом металле ; 1943 ;  ; Fe ; XF+ ; 11 ; suhua ; 50 
 2430 ; Жетон. 5 марок. Германия ;  ;  ; Br ; VF-XF ; 36 ; SadKo ; 67 
 2431 ; 2 марки. Германия. Мартин Лютер ; 1933Е ;  ; Ag ; XF ; 49 ; МЮВ ; 1046 
 2432 ; 1/3 талера. Саксония. На смерть короля Фридриха Августа II ; 1854 ;  ; Ag ; XF ; 49 ; Майкл ; 1632 
 2433 ; 25 эре. Гренландия ; 1926 ;  ; Cu/Ni ; VF+ ; 59 ; alex1974 ; 563 
 2434 ; 3 марки. Вюртемберг ; 1914F ;  ; Ag ; Proof ; 19 ; МЮВ ; 4864 
 2435 ; 3 марки. Саксония ; 1909Е ;  ; Ag ; AU ; 22 ; vadimn ; 2320 
 2436 ; 3 марки. Пруссия. Университет в Берлине ; 1910А ;  ; Ag ; AU ; 18 ; монеткин ; 3988 
 2437 ; 3 марки. Саксония. Битва под Лейпцигом ; 1913Е ;  ; Ag ; Proof ; 33 ; Noks ; 1833 
 2438 ; 3 марки. Сакс-Веймар-Айзенах. Эрцгерцог ; 1910А ;  ; Ag ; AU ; 27 ; монеткин ; 6630 
 2439 ; 2 марки. Сакс-Кобург-Гота ; 1905А ;  ; Ag ; AU ; 38 ; Nico ; 17089 
 2440 ; 5 марок. Анхальт-Дессау ; 1896А ;  ; Ag ; AU ; 42 ; num1 ; 43051 
 2441 ; 2 марки. Мекленбург-Шверин ; 1901А ;  ; Ag ; AU ; 58 ; Nico ; 9164 
 2442 ; 2 марки. Реус-Обергейц ; 1892А ;  ; Ag ; AU ; 34 ; num1 ; 18848 
 2443 ; 3 марки. Любек ; 1908А ;  ; Ag ; AU ; 54 ; Бендер ; 8466 
 2444 ; 100 марок. Финляндия. Миллениум ; 2000 ;  ; Ag ; AU ; 29 ; СВл ; 3646 
 2445 ; 1 доллар. Канада ; 1963 ;  ; Ag ; XF+ ; 39 ; vlad-rom ; 561 
 2446 ; 1 доллар. Канада. 100 лет конфедерации ; 1967 ;  ; Ag ; AU ; 16 ; vlad-rom ; 615 
 2447 ; 1 крона. Великобритания. Уинстон Черчилль ; 1965 ;  ; Cu/Ni ; AU ; 26 ; ghjk ; 408 
 2448 ; 50 евроцентов. Мальта ; 2008 ;  ; Ж/м ; AU ; 42 ; SadKo ; 51 
 2449 ; 3 крейцера. Сявщенная Римская Империя. Халл ; 1737 ;  ; Ag ; VF+ ; 52 ; Alexdav ; 677 
 2450 ; 3 крейцера. Сявщенная Римская Империя. Халл ; 1734 ;  ; Ag ; VF-XF ; 45 ; Alexdav ; 561 
 2451 ; 3 крейцера. Сявщенная Римская Империя. Вена ; 1724 ;  ; Ag ; VF+ ; 62 ; Alexdav ; 857 
 2452 ; 3 крейцера. Сявщенная Римская Империя. Прага ; 1703 ;  ; Ag ; VF-XF ; 70 ; Xe72 ; 550 
 2453 ; 3 крейцера. Сявщенная Римская Империя. Брег ; 1709 ;  ; Ag ; VF ; 73 ; levikk ; 663 
 2454 ; 1/2 франка. Франция ; 1811А ;  ; Ag ; VF- ; 29 ; сте ; 1234 
 2455 ; 10 сантимов. Франция ; 1809А ;  ; Ag ; VF- ; 60 ; LUNTIC ; 993 
 2456 ; Монета. Франция. М-2,97гр ; 1710 ;  ; Ag ; VF- ; 70 ; d-master ; 777 
 2457 ; Монета. Франция. М-1,43гр ; 1702 ;  ; Ag ; VF- ; 60 ; ppp ; 408 
 2458 ; Монета. Франция. М-1,29гр ; 1702 ;  ; Ag ; F-VF ; 43 ; levikk ; 459 
 2459 ; Монета. Германия. М-2,11гр ; 1776 ;  ; Ag ; VF ; 19 ; HARDCOROV ; 694 
 2460 ; Лот монет иностранных, советских + пломба (11шт) ;  ;  ; Cu/Ni, Cu ; F-VF ; 10 ; obob999 ; 34 
 2461 ; 5 марок. Вюртемберг ; 1895 ;  ; Ag ; VF+ ; 15 ; QSL ; 888 
 2462 ; 5 марок. Вюртемберг ; 1904 ;  ; Ag ; VF+ ; 58 ; QSL ; 1620 
 2463 ; 5 марок. Пруссия ; 1913 ;  ; Ag ; XF+ ; 24 ; QSL ; 1157 
 2464 ; 5 марок. Пруссия ; 1914 ;  ; Ag ; XF ; 14 ; QSL ; 956 
 2465 ; 3 марки. Пруссия ; 1908 ;  ; Ag ; VF-XF ; 35 ; Noks ; 486 
 2466 ; 3 марки. Пруссия ; 1909 ;  ; Ag ; VF-XF ; 21 ; Poiuyt ; 429 
 2467 ; 3 марки. Пруссия ; 1910 ;  ; Ag ; VF-XF ; 34 ; ez ; 487 
 2468 ; 3 марки. Пруссия ; 1911 ;  ; Ag ; VF+ ; 32 ; skir ; 438 
 2469 ; 3 марки. Пруссия ; 1912 ;  ; Ag ; VF-XF ; 47 ; инга ; 438 
 2470 ; 3 марки. Вюртемберг ; 1909 ;  ; Ag ; VF+ ; 41 ; Poiuyt ; 553 
 2471 ; 3 марки. Вюртемберг. На серебряную свадьбу ; 1911 ;  ; Ag ; AU ; 33 ; Noks ; 1383 
 2472 ; 3 марки. Саксония. 100 лет Битвы Народов ; 1913 ;  ; Ag ; AU ; 32 ; Noks ; 1286 
 2473 ; 3 марки. Пруссия. 100 лет разгрома Наполеона ; 1913 ;  ; Ag ; AU ; 34 ; Кувалдо ; 1275 
 2474 ; 3 марки. Пруссия. 25 лет правления ; 1913 ;  ; Ag ; AU ; 58 ; Кувалдо ; 1275 
 2475 ; 2 марки. Пруссия. 200 лет королевству ; 1901 ;  ; Ag ; AU ; 30 ; Noks ; 1126 
 2476 ; 2 марки. Пруссия. 100 лет разгрома Наполеона ; 1913 ;  ; Ag ; AU ; 44 ; Noks ; 1100 
 2477 ; 2 марки. Баден. На золотую свадьбу ; 1906 ;  ; Ag ; AU ; 44 ; МЮВ ; 1989 
 2478 ; 3 марки. Веймар. 1000-летие освобождения Рейнланда ; 1925G ;  ; Ag ; XF+ ; 53 ; Glen ; 1274 
 2479 ; 3 марки. Веймар. 1000 лет Майсену ; 1929E ;  ; Ag ; AU ; 20 ; МЮВ ; 1739 
 2380 ; 10 грошей. Польша. Краков ; 1835 ;  ; Ag ; VF- ; 111 ; ICEK ; 1621 
 2381 ; 1/2 марки. Германия ; 1905А ;  ; Ag ; VF ; 33 ; МИС ; 89 
 2382 ; 5 марок. Гамбург ; 1898J ;  ; Ag ; VF+ ; 43 ; os ; 1181 
 2383 ; 5 марок. Пруссия ; 1875В ;  ; Ag ; F-VF ; 5 ; QSL ; 888 
 2384 ; 5 крон. Австрия ; 1909 ;  ; Ag ; VF- ; 27 ; QSL ; 566 
 2385 ; 5 франков. Франция ; 1867 ;  ; Ag ; VF ; 39 ; nikolay ; 622 
 2386 ; 5 песет. Испания ; 1885 ;  ; Ag ; VF ; 29 ; nikolay ; 520 
 2387 ; 5 динар. Сербия ; 1879 ;  ; Ag ; VF- ; 32 ; ВЯЗ ; 1283 
 2388 ; 1 доллар. США. Морган ; 1921 ;  ; Ag ; VF+ ; 61 ; niger ; 864 
 2389 ; 1 песо. Филиппины ; 1909 ;  ; Ag ; VF+ ; 71 ; dvg ; 624 
 2390 ; 10 пиастров. Египет ; 1939 ;  ; Ag ; VF+ ; 47 ; SadKo ; 286 
 2391 ; 1/2 кроны. Великобритания ; 1940 ;  ; Ag ; VF+ ; 63 ; ez ; 370 
 2392 ; 2 злотых. Польша ; 1933 ;  ; Ag ; VF-XF ; 44 ; korolek ; 157 
 2393 ; 2 злотых. Польша ; 1934 ;  ; Ag ; VF-XF ; 17 ; Васо. ; 80 
 2394 ; 200 лей. Румыния ; 1942 ;  ; Ag ; VF+ ; 12 ; SadKo ; 114 
 2395 ; 25 центов. Канада ; 1944 ;  ; Ag ; VF ; 37 ; suhua ; 107 
 2396 ; 6 пенсов. ЮАР ; 1895 ;  ; Ag ; VF ; 9 ; smel ; 218 
 2397 ; 2 шиллинга. ЮАР ; 1894 ;  ; Ag ; VF+ ; 35 ; оскол ; 446 
 2398 ; 25 центов. Канада ; 1965 ;  ; Ag ; AU ; 56 ; suhua ; 94 
 2399 ; 2-1/2 шиллинга. ЮАР ; 1928 ;  ; Ag ; VF ; 51 ; одну_отдайте ; 496 
 2400 ; 500 лей. Румыния ; 1944 ;  ; Ag ; F-VF ; 32 ; dow57 ; 150 
 2401 ; 2 кроны. Эстония. Крепость Томпеа в Таллине ; 1930 ;  ; Ag ; VF-XF ; 130 ; Nirvanych ; 437 
 2402 ; 1 шиллинг. Мекленбург-Шверин ; 1801-1810гг ;  ; Ag ; F-VF ; 43 ; sina ; 144 
 2403 ; 10 марок. ГДР. 40 лет освобождения от фашизма ; 1985А ;  ; Cu/Ni ; AU ; 21 ; кашира ; 615 
 2404 ; 10 марок. ГДР. 10-й студенческий фестиваль ; 1973А ;  ; Cu/Ni ; AU ; 45 ; кашира ; 517 
 2405 ; 1 йена Япония ; 1912 ;  ; Ag ; VF-XF ; 43 ; o.k. ; 2074 
 2406 ; 1рупия. Британская Индия ; 1918 ;  ; Ag ; VF-XF ; 70 ; suhua. ; 464 
 2407 ; 10 крейцеров. Австро-Венгрия. Франц-Иосиф I ; 1872 ;  ; Ag ; F-VF ; 12 ; vika442 ; 133 
 2408 ; 200лир. Италия ; 1978 ;  ; Br ; VF-XF ; 18 ; S1952 ; 34 
 2409 ; 20 чентезимо. Италия. Виктор-Иммануил III ; 1921 ;  ; Никелин ; VF+ ; 31 ; shest ; 104 
 2410 ; 5 юаней. Китайская Народная Республика ; 1986 ;  ; Ag ; AU ; 40 ; vlad-rom ; 2192 
 2411 ; 1 крейцер. Вюртемберг. Вильгельм I (1816-1864) ; 1868 ;  ; Ag ; XF+ ; 14 ; ez ; 176 
 2412 ; 1 крейцер. Баден. Леопольд (1830-1852) ; 1849 ;  ; Br ; VF- ; 23 ; SadKo ; 169 
 2413 ; 1 крейцер. Баден. Фридрих (1856-1907) ; 1860 ;  ; Br ; F-VF ; 18 ; ez ; 145 
 2414 ; Талер. Пруссия. М-22,02гр ; 1765B ;  ; Ag ; VF ; 29 ; QSL ; 1889 
 2415 ; 5 марок. Германия ; 1939А ;  ; Ag ; XF- ; 47 ; мурзилка ; 327 
 2416 ; 100 песо. Чили ; 1984 ;  ; Al/Br ; VF ; 20 ; Иван Фокич ; 40 
 2417 ; 10 сентесимо. Чили ; 1969S ;  ; Al/Br ; VF+ ; 11 ; лето ; 57 
 2418 ; 5 сантимов. Латвия ; 1922 ;  ; Br ; VF-XF ; 5 ; Qersej ; 108 
 2419 ; 1 сантим. Латвия ; 1928 ;  ; Br ; AU ; 39 ; Иван Фокич ; 568 
 2420 ; 1 цент. Нидерланды ; 1953 ;  ; Br ; VF-XF ; 17 ; Nirvanych ; 24 
 2421 ; 10 пфеннигов. Германия. Нотгельд. Дортмунд ; 1917 ;  ; Zn ; VF ; 44 ; Glen ; 131 
 2422 ; 10 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Zn ; VF+ ; 45 ; derbnik ; 211 
 2423 ; 5 пфеннигов. Германия. Нотгельд. Асхафеннбург ; 1917 ;  ; Zn ; VF ; 30 ; Glen ; 153 
 2424 ; 5 пфеннигов. Германия. Нотгельд. Кальв ; 1918 ;  ; Fe ; VF-XF ; 38 ; derbnik ; 210 
 2425 ; 10 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Fe ; VF+ ; 8 ; Glen ; 124 
 2426 ; Жетон. 15 марок. Германия ;  ;  ; Br ; XF ; 13 ; gelind ; 71 
 2427 ; Жетон. Иностранный ;  ;  ; Br ; VF-XF ; 13 ; koga ; 26 
 2428 ; Жетон. 10 марок. Германия ;  ;  ; Br ; XF+ ; 19 ; ez ; 38 
 2429 ; Жетон. 10 пфеннигов. H. Schmucker ;  ;  ; Br ; VF- ; 9 ; koga ; 51 
 2330 ; 2/3 талера. Саксония ; 1774EDC ;  ; Ag ; F-VF ; 27 ; SadKo ; 722 
 2331 ; 2/3 талера. Ганновер ; 1814 ;  ; Ag ; F-VF ; 46 ; tau ; 1430 
 2332 ; 1/3 талера. Пруссия ; 1787А ;  ; Ag ; VF- ; 10 ; sina ; 493 
 2333 ; 2/3 талера. Вестфалия ; 1812 ;  ; Ag ; VF- ; 26 ; SadKo ; 1428 
 2334 ; 1/3 талера. Пруссия ; 1770В ;  ; Ag ; VF ; 49 ; SadKo ; 518 
 2335 ; 1 гульден. Вюртемберг. 25 лет правления ; 1841 ;  ; Ag ; VF+ ; 44 ; tau ; 885 
 2336 ; 1/3 талера. Саксония ; 1812IB ;  ; Ag ; F-VF ; 41 ; Алексей-74 ; 257 
 2337 ; 20 крейцеров. Бранденбург-Байрейт ; 1765CLR ;  ; Ag ; VF- ; 24 ; d-master ; 573 
 2338 ; 20 крейцеров. Вюртцбург ; 1764W ;  ; Ag ; VF- ; 18 ; xabib ; 510 
 2339 ; 20 крейцеров. Австрия ; 1783А ;  ; Ag ; XF ; 28 ; skir ; 413 
 2340 ; 1/3 талера. Пруссия ; 1801А ;  ; Ag ; VF- ; 18 ; Алексей-74 ; 359 
 2341 ; 1/3 талера. Саксония ; 1852F ;  ; Ag ; VF- ; 9 ; SadKo ; 287 
 2342 ; 1/3 талера. Саксония ; 1853F ;  ; Ag ; VF+ ; 15 ; vitapool ; 578 
 2343 ; 1 гульден. Бавария ; 1841 ;  ; Ag ; VF+ ; 39 ; tau ; 797 
 2344 ; 1 крона. Лихтенштейн ; 1900 ;  ; Ag ; VF-XF ; 54 ; is54 ; 1004 
 2345 ; 1/2 талера. Гессен-Кассель ; 1820 ;  ; Ag ; VF+ ; 36 ; rnv_64 ; 1134 
 2346 ; 1/2 талера. Гессен-Кассель ; 1819 ;  ; Ag ; VF- ; 39 ; SadKo ; 408 
 2347 ; 1/6 талера. Гессен-Кассель ; 1825 ;  ; Ag ; VF- ; 83 ; d-master ; 446 
 2348 ; 20 крейцеров. Австрия ; 1834 ;  ; Ag ; VF-XF ; 37 ; rnv_64 ; 457 
 2349 ; 20 крейцеров. Венгрия ; 1834 ;  ; Ag ; VF-XF ; 42 ; xabib ; 431 
 2350 ; 20 крейцеров. Австрия ; 1848 ;  ; Ag ; AU ; 41 ; Бендер ; 821 
 2351 ; 20 крейцеров. Венгрия ; 1848 ;  ; Ag ; XF+ ; 65 ; Alexdav ; 816 
 2352 ; 12 динар. Франция ; 1792T ;  ; Br ; F-VF ; 34 ; koga ; 351 
 2353 ; 1/3 талера. Пруссия ; 1773Е ;  ; Ag ; F-VF ; 71 ; sina ; 395 
 2354 ; 2 франка. Франция ; AN13A ;  ; Ag ; F-VF ; 27 ; SadKo ; 816 
 2355 ; 1/2 гульдена. Нассау. Убрана напайка 12 часов ; 1856 ;  ; Ag ; VF- ; 48 ; cochu ; 217 
 2356 ; 1 лира. Ватикан ; 1867 ;  ; Ag ; VF+ ; 36 ; starplay ; 612 
 2357 ; 10 сольди. Ватикан ; 1868 ;  ; Ag ; VF ; 65 ; sina ; 355 
 2358 ; 10 сантимов. Франция ; 1862 ;  ; Cu ; VF ; 35 ; nikolay ; 83 
 2359 ; 10 сантимов. Франция ; 1853 ;  ; Cu ; VF ; 34 ; nikolay ; 74 
 2360 ; 2 1/2 цента. Нидерланды ; 1881 ;  ; Cu ; VF-XF ; 30 ; SadKo ; 104 
 2361 ; 2 1/2 цента. Нидерланды ; 1881 ;  ; Cu ; VF-XF ; 19 ; kergudu ; 75 
 2362 ; 1/12 талера. Саксония ; 1763 ;  ; Ag ; F-VF ; 45 ; VR62 ; 212 
 2363 ; 5 злотых. Польша ; 1936 ;  ; Ag ; VF-XF ; 63 ; МИС ; 257 
 2364 ; 5 злотых. Польша ; 1933 ;  ; Ag ; XF+ ; 27 ; Shocu ; 213 
 2365 ; 5 злотых. Польша ; 1933 ;  ; Ag ; XF ; 36 ; korolek ; 216 
 2366 ; 1 доллар. Канада ; 1972 ;  ; Ag ; AU ; 51 ; Иван Фокич ; 378 
 2367 ; 1 доллар. Канада ; 1935 ;  ; Ag ; VF-XF ; 33 ; prozektor ; 754 
 2368 ; 5 франков. Франция ; 1940 ;  ; Br ; AU ; 17 ; korolek ; 215 
 2369 ; 5 франков. Бельгийское Конго ; 1937 ;  ; Br ; VF+ ; 43 ; shest ; 365 
 2370 ; 1/2 кроны. Великобритания ; 1935 ;  ; Ag ; XF ; 14 ; nikolay ; 545 
 2371 ; 1 дайм. США. Дефект чеканки ; 20 век ;  ; Cu/Ni ; AU ; 72 ; derbnik ; 582 
 2372 ; 1/4 пайсы. Бирма ; 1878 ;  ; Cu ; VF- ; 43 ; mido137 ; 518 
 2373 ; 20 центов. Бельгия ; 1861 ;  ; Cu/Ni ; VF-XF ; 73 ; сте ; 226 
 2374 ; 5 марок. Польша. Гетто ; 1943 ;  ; Al-магнези ; VF- ; 69 ; ICEK ; 4245 
 2375 ; 1 скиллинг. Дания ; 1856 ;  ; Cu ; AU ; 105 ; D-503 ; 243 
 2376 ; 1 цент. Датская Вест-Индия ; 1868 ;  ; Cu ; VF ; 57 ; mido137 ; 188 
 2377 ; 1/2 пуффена. Ланди ; 1929 ;  ; Cu ; AU ; 53 ; HARDCOROV ; 946 
 2378 ; 1/2 гильдера. Иссикьюба и Димарейро ; 1809 ;  ; Ag ; VF- ; 98 ; hjk1974 ; 1949 
 2379 ; Тымф. Польша ; 1756 ;  ; Ag ; XF+ ; 109 ; ICEK ; 2954 
 2280 ; 3 марки. Баден ; 1912G ;  ; Ag ; VF+ ; 65 ; ICEK ; 1286 
 2281 ; 3 марки. Пруссия ; 1909A ;  ; Ag ; AU ; 33 ; Алла ; 1350 
 2282 ; 3 марки. Вюртемберг. Годовщина серебряной свадьбы ; 1911F ;  ; Ag ; AU ; 43 ; Кувалдо ; 1377 
 2283 ; 3 марки. Гамбург ; 1913J ;  ; Ag ; VF-XF ; 41 ; Noks ; 990 
 2284 ; 3 марки. Пруссия. 100 лет разгрома Наполеона ; 1913 ;  ; Ag ; AU ; 40 ; Кувалдо ; 1292 
 2285 ; 3 марки. Бавария ; 1914D ;  ; Ag ; AU ; 64 ; Noks ; 2142 
 2286 ; 5 франков. Швейцария. 600 лет битве Лаупен ; 1939B ;  ; Ag ; AU ; 4 ; А_еЧъ ; 7000 
