 5975 ; Бона иностранная Бразилия ;  ;  ;  ;  ; 5 ; StanislavAK ; 31 
 5547 ; Бона иностранная ;  ;  ;  ;  ; 5 ; divergent ; 50 
 5548 ; Бона иностранная ;  ;  ;  ;  ; 7 ; 2128508 ; 50 
 5549 ; Бона иностранная ;  ;  ;  ;  ; 7 ; divergent ; 53 
 5550 ; Бона иностранная ;  ;  ;  ;  ; 7 ; ОВМ ; 159 
 5551 ; Бона иностранная ;  ;  ;  ;  ; 21 ; Папа с рацией ; 76 
 5552 ; Бона иностранная ;  ;  ;  ;  ; 11 ; divergent ; 50 
 5553 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Rober ; 30 
 5554 ; Бона иностранная ;  ;  ;  ;  ; 7 ; stabah ; 30 
 5555 ; Бона иностранная ;  ;  ;  ;  ; 6 ; stabah ; 30 
 5556 ; Бона иностранная ;  ;  ;  ;  ; 11 ; я8844 ; 92 
 5557 ; Бона иностранная ;  ;  ;  ;  ; 7 ; derk02 ; 200 
 5558 ; Бона иностранная ;  ;  ;  ;  ; 7 ; газета ; 32 
 5559 ; Бона иностранная ;  ;  ;  ;  ; 29 ; Hamlet ; 707 
 5560 ; Бона иностранная ;  ;  ;  ;  ; 30 ; Tritiy2 ; 155 
 5561 ; Бона иностранная ;  ;  ;  ;  ; 21 ; Аня ; 163 
 5562 ; Бона иностранная ;  ;  ;  ;  ; 16 ; Аня ; 99 
 5563 ; Бона иностранная ;  ;  ;  ;  ; 20 ; Tritiy2 ; 155 
 5564 ; Бона иностранная ;  ;  ;  ;  ; 11 ; flutter ; 79 
 5565 ; Бона иностранная ;  ;  ;  ;  ; 5 ; сс400 ; 32 
 5566 ; Бона иностранная ;  ;  ;  ;  ; 13 ; natpulkovo ; 70 
 5567 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Чашник ; 102 
 5568 ; Бона иностранная ;  ;  ;  ;  ; 9 ; газета ; 63 
 5569 ; Бона иностранная ;  ;  ;  ;  ; 7 ; panti2008 ; 30 
 5570 ; Бона иностранная ;  ;  ;  ;  ; 10 ; я8844 ; 53 
 5571 ; Бона иностранная ;  ;  ;  ;  ; 18 ; sts ; 132 
 5572 ; Бона иностранная ;  ;  ;  ;  ; 5 ; panti2008 ; 30 
 5573 ; Бона иностранная ;  ;  ;  ;  ; 7 ; ОВМ ; 306 
 5574 ; Бона иностранная ;  ;  ;  ;  ; 5 ; сс400 ; 45 
 5575 ; Бона иностранная ;  ;  ;  ;  ; 13 ; сс400 ; 69 
 5576 ; Бона иностранная ;  ;  ;  ;  ; 15 ; я8844 ; 77 
 5577 ; Бона иностранная ;  ;  ;  ;  ; 5 ; газета ; 32 
 5578 ; Бона иностранная ;  ;  ;  ;  ; 9 ; teso ; 305 
 5579 ; Бона иностранная ;  ;  ;  ;  ; 17 ; газета ; 99 
 5580 ; Бона иностранная ;  ;  ;  ;  ; 3 ; Варвар ; 79 
 5446 ; 10000 рублей ; 1992 ; банкнота ;  ;  ; 36 ; Vebr ; 301 
 5447 ; Паспорт ; 1880 ;  ;  ;  ; 23 ; mefodin ; 1581 
 5448 ; Возобновительное с-во, Московское страховое от огня о-во ; 1906 ;  ;  ;  ; 47 ; kont ; 3060 
 5449 ; Облигация в 100 рублей ; 1916 ;  ;  ;  ; 38 ; solder13 ; 551 
 5450 ; Облигация в 125 рублей ; 1894 ;  ;  ;  ; 31 ; flutter ; 475 
 5451 ; Свидетельство на гос. Ренту ;  ;  ;  ;  ; 20 ; flutter ; 557 
 5452 ; Лот облигаций 5 шт ; 1885 ;  ;  ;  ; 37 ; flutter ; 1022 
 5453 ; Лот деньги-марки 25 шт ;  ;  ;  ;  ; 14 ; pref ; 340 
 5454 ; Лот деньги-марки 25 шт ;  ;  ;  ;  ; 18 ; сортам70 ; 669 
 5455 ; Облигация на 100000 рублей ; 1994 ;  ;  ;  ; 15 ; kont ; 510 
 5456 ; Лот билетов МММ 10 шт ;  ;  ;  ;  ; 29 ; boroda ; 153 
 5457 ; Лот билетов МММ 10 шт ;  ;  ;  ;  ; 33 ; boroda ; 152 
 5458 ; Лот билетов МММ 10 шт ;  ;  ;  ;  ; 18 ; Kolya2788 ; 109 
 5459 ; 500 рублей ; 1992 ; билет ;  ;  ; 14 ; kuzma-1 ; 71 
 5460 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 21 ; panti2008 ; 81 
 5461 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 21 ; ------ ; 69 
 5462 ; 1000 рублей ; 1992 ; билет ;  ;  ; 24 ; Vebr ; 102 
 5463 ; 1000 рублей ; 1992 ; билет ;  ;  ; 17 ; Kolya2788 ; 113 
 5464 ; Бона 100 рублей. Сочи 2014. Серия АА ;  ;  ;  ;  ; 12 ; chief28 ; 181 
 5465 ; Бона 100 рублей. Сочи 2014. Серия аа ;  ;  ;  ;  ; 14 ; chief28 ; 181 
 5501 ; Бона иностранная ;  ;  ;  ;  ; 15 ; RusScat ; 84 
 5502 ; Бона иностранная ;  ;  ;  ;  ; 19 ; RusScat ; 84 
 5503 ; Бона иностранная ;  ;  ;  ;  ; 10 ; RusScat ; 83 
 5504 ; Бона иностранная ;  ;  ;  ;  ; 15 ; RusScat ; 84 
 5505 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Алексей007 ; 106 
 5506 ; Бона иностранная ;  ;  ;  ;  ; 9 ; 2128508 ; 99 
 5507 ; Бона иностранная ;  ;  ;  ;  ; 9 ; flutter ; 45 
 5508 ; Бона иностранная ;  ;  ;  ;  ; 12 ; murew ; 68 
 5509 ; Бона иностранная ;  ;  ;  ;  ; 12 ; flutter ; 65 
 5510 ; Бона иностранная ;  ;  ;  ;  ; 8 ; я8844 ; 17 
 5511 ; Бона иностранная ;  ;  ;  ;  ; 10 ; murew ; 69 
 5512 ; Бона иностранная ;  ;  ;  ;  ; 3 ; svoi1970 ; 32 
 5513 ; Бона иностранная ;  ;  ;  ;  ; 10 ; corsar ; 72 
 5514 ; Бона иностранная ;  ;  ;  ;  ; 19 ; Скрудж ; 30 
 5515 ; Бона иностранная ;  ;  ;  ;  ; 16 ; Майкл ; 152 
 5516 ; Бона иностранная ;  ;  ;  ;  ; 34 ; gos ; 399 
 5517 ; Бона иностранная ;  ;  ;  ;  ; 9 ; я8844 ; 18 
 5518 ; Бона иностранная ;  ;  ;  ;  ; 14 ; стадник ; 101 
 5519 ; Бона иностранная ;  ;  ;  ;  ; 19 ; Экзот ; 2550 
 5520 ; Бона иностранная ;  ;  ;  ;  ; 17 ; ppp ; 68 
 5521 ; Бона иностранная ;  ;  ;  ;  ; 13 ; DIMA 57 ; 111 
 5522 ; Бона иностранная ;  ;  ;  ;  ; 24 ; стадник ; 106 
 5523 ; Бона иностранная ;  ;  ;  ;  ; 9 ; murew ; 30 
 5524 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Алексей007 ; 159 
 5525 ; Бона иностранная ;  ;  ;  ;  ; 10 ; ОВМ ; 90 
 5526 ; Бона иностранная ;  ;  ;  ;  ; 13 ; flutter ; 50 
 5527 ; Бона иностранная ;  ;  ;  ;  ; 5 ; 333985 ; 46 
 5528 ; Бона иностранная ;  ;  ;  ;  ; 5 ; teso ; 30 
 5529 ; Бона иностранная ;  ;  ;  ;  ; 5 ; teso ; 30 
 5530 ; Бона иностранная ;  ;  ;  ;  ; 5 ; сс400 ; 22 
 5396 ; 100 рублей ; 1918 ; Закавказье ;  ;  ; 9 ; cboker ; 320 
 5397 ; Лот бон 3 шт ;  ;  ;  ;  ; 18 ; val211 ; 717 
 5398 ; 1 рубль ; 1919 ; Грузия ;  ;  ; 9 ; derbnik ; 181 
 5399 ; 100 рублей ; 1919 ; Азербайджан ;  ;  ; 39 ; alex241 ; 407 
 5400 ; 500 рублей ; 1919 ; Азербайджан ;  ;  ; 13 ; flutter ; 510 
 5401 ; 10 рублей ; 1918 ; Азербайджан ;  ;  ; 38 ; AKrav ; 903 
 5402 ; 5000000 рублей ; 1923 ; Азербайджан ;  ;  ; 39 ; bva150979 ; 4034 
 5403 ; 1000000 рублей ; 1922 ; Азербайджан ;  ;  ; 31 ; k212 ; 900 
 5404 ; 25000 рублей ; 1921 ; Азербайджан ;  ;  ; 13 ; ppp ; 159 
 5405 ; 10000 рублей ; 1921 ; Азербайджан ;  ;  ; 32 ; dmivanych ; 363 
 5406 ; 50000 рублей ; 1921 ; Азербайджан ;  ;  ; 30 ; станислав-август ; 322 
 5407 ; Лот бон 2 шт ;  ;  ;  ;  ; 22 ; Lecoin.ww ; 917 
 5408 ; 50 рублей Елисаветград ; 1920 ;  ;  ;  ; 31 ; Lecoin.ww ; 1390 
 5409 ; 10 рублей ; 1922 ; Бухарская Республика ;  ;  ; 39 ; val211 ; 631 
 5410 ; Билет ; 1918 ;  ;  ;  ; 17 ; Fliege1 ; 529 
 5411 ; Билет лотерейный ; 1937 ;  ;  ;  ; 17 ; persik ; 135 
 5412 ; Лот бон 3 шт ; 1922-24 ;  ;  ;  ; 40 ; ZIMOGOR ; 3518 
 5413 ; Лот бон 5 шт ; 1961 ;  ;  ;  ; 15 ; 47154 ; 223 
 5414 ; Лот бон 5 шт ; 1992 ;  ;  ; AU ; 24 ; VOLKODAVS5 ; 454 
 5415 ; Лот бон 5 шт ; 1993 ;  ;  ; AU ; 24 ; cr2952 ; 408 
 5416 ; Лот чеков Внешэкономбанка СССР ;  ;  ;  ; AU ; 20 ; boroda-273 ; 403 
 5417 ; Лот бон 4 шт ;  ;  ;  ;  ; 25 ; flutter ; 695 
 5418 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 46 ; gandy ; 834 
 5419 ; 5000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 44 ; gandy ; 835 
 5420 ; Лот бон 500 и 1000 рублей ; 1918 ;  ;  ;  ; 11 ; FoxSF ; 169 
 5421 ; Лот бон 100 и 250 рублей ; 1918 ;  ;  ;  ; 13 ; murman ; 114 
 5422 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 29 ; Vebr ; 173 
 5423 ; 10 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 18 ; Vebr ; 161 
 5424 ; 5 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 27 ; Vebr ; 357 
 5425 ; 3 рубля ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 25 ; Vebr ; 459 
 5426 ; 1 рубль ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 35 ; Vebr ; 714 
 5427 ; Лот деньги-марки 5 шт ;  ;  ;  ;  ; 25 ; gandy ; 386 
 5428 ; Лот бон 2 шт ;  ;  ;  ;  ; 11 ; апрол ; 91 
 5429 ; 25 рублей ; 1919 ;  ;  ;  ; 22 ; val211 ; 251 
 5430 ; 300 рублей ; 1918 ;  ;  ;  ; 29 ; жулик ; 1224 
 5431 ; Лот бон 1 и 3 рубля ; 1918 ;  ;  ;  ; 23 ; ZIMOGOR ; 508 
 5432 ; 100 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 7 ; wlad709 ; 155 
 5433 ; 500 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 5 ; wlad709 ; 114 
 5434 ; Лот бон 1000 и 10000 рублей ; 1921 ;  ;  ;  ; 25 ; я8844 ; 499 
 5435 ; Лот бон 250 и 1000 рублей ; 1917 ;  ;  ;  ; 26 ; gandy ; 426 
 5436 ; 50 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 11 ; ------ ; 72 
 5437 ; 1 рубль ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 25 ; flutter ; 521 
 5438 ; 1 рубль ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 19 ; майорчик ; 567 
 5439 ; 5 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 39 ; dmivanych ; 947 
 5440 ; 10 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 32 ; майорчик ; 920 
 5441 ; 100 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 17 ; Lecoin.ww ; 714 
 5442 ; 500 рублей ; 1993 ; банкнота ;  ;  ; 25 ; kuzma-1 ; 124 
 5443 ; 1000 рублей ; 1995 ; банкнота ;  ;  ; 30 ; dragonfly ; 268 
 5444 ; 5000 рублей ; 1995 ; банкнота ;  ;  ; 24 ; Vebr ; 669 
 5445 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 61 ; Vebr ; 539 
 5346 ; 50 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 31 ; ctepanovich ; 2009 
 5347 ; 100 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 27 ; Prizon ; 980 
 5348 ; 25 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 17 ; Хаа ; 1734 
 5349 ; 1 рубль ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 40 ; Хаа ; 1000 
 5350 ; 3 червонца ; 1924 ; Билеты гос.банка СССР ;  ;  ; 39 ; жулик ; 6321 
 5351 ; 50 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 33 ; Fliege1 ; 1292 
 5352 ; 15000 рублей ; 1923 ; Гос.денежные знаки СССР ;  ;  ; 42 ; ctepanovich ; 6496 
 5353 ; 1 червонец ; 1926 ; Калманович, Горбунов. Билет ;  ;  ; 26 ; жулик ; 3682 
 5354 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 28 ; Prizon ; 510 
 5355 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 24 ; air ; 567 
 5356 ; 100 рублей ; 1947 ; билет ;  ;  ; 43 ; sts ; 2166 
 5357 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 30 ; Uri ; 702 
 5358 ; Облигация на 100 рублей ; 1944 ;  ;  ;  ; 66 ; flutter ; 1252 
 5359 ; Облигация на 200 рублей ; 1945 ;  ;  ;  ; 41 ; Грач ; 1282 
 5360 ; Облигация на 100 рублей ; 1945 ;  ;  ;  ; 57 ; Грач ; 1026 
 5361 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; HANZ ; 729 
 5362 ; 100 рублей ; 1910 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; 9975 ; 501 
 5363 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; 9975 ; 255 
 5364 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 34 ; 9975 ; 1145 
 5365 ; 25 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 24 ; Prizon ; 906 
 5366 ; 100 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 22 ; Prizon ; 1338 
 5367 ; 25 рублей ; 1919 ;  ;  ;  ; 33 ; flutter ; 1122 
 5368 ; 100 рублей ; 1920 ;  ;  ;  ; 42 ; Prizon ; 541 
 5369 ; 100 рублей ; 1920 ;  ;  ;  ; 27 ; Prizon ; 519 
 5370 ; Лот бон 2 шт. 50 и 200 рублей ; 1919 ;  ;  ;  ; 14 ; val211 ; 816 
 5371 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; sharapov.s21 ; 680 
 5372 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 22 ; Fliege1 ; 822 
 5373 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; 47154 ; 408 
 5374 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 18 ; Tritiy2 ; 261 
 5375 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 38 ; DIMA 57 ; 694 
 5376 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 7 ; FoxSF ; 57 
 5377 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 27 ; murman ; 255 
 5378 ; 5000 рублей ; 1919 ;  ;  ; AU ; 10 ; sharapov.s21 ; 798 
 5379 ; 1000 рублей ; 1919 ;  ;  ; AU ; 8 ; sharapov.s21 ; 771 
 5380 ; 250 рублей ; 1918 ;  ;  ;  ; 21 ; Prizon ; 297 
 5381 ; 50 рублей ; 1919 ;  ;  ;  ; 28 ; жулик ; 1146 
 5382 ; 100 рублей ; 1919 ;  ;  ;  ; 28 ; жулик ; 519 
 5383 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 26 ; murman ; 206 
 5384 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 17 ; USS ; 605 
 5385 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ; XF+ ; 18 ; майорчик ; 1383 
 5386 ; 1 рубль ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 19 ; Lecoin.ww ; 867 
 5387 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 34 ; sts ; 619 
 5388 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 19 ; 47154 ; 410 
 5389 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 18 ; Lecoin.ww ; 413 
 5390 ; 25 рублей ; 1919 ;  ;  ;  ; 17 ; val211 ; 216 
 5391 ; 10 рублей ; 1918 ; Казначейский знак Сибирского временного правительства ;  ;  ; 16 ; Prizon ; 306 
 5392 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 17 ; agent 007 ; 229 
 5393 ; 25000 рублей ; 1923 ; Закавказье ;  ;  ; 31 ; flutter ; 463 
 5394 ; 10000 рублей ; 1922 ; Грузия ;  ;  ; 25 ; sos1 ; 906 
 5395 ; 5 рублей ; 1919 ; Грузия ;  ;  ; 24 ; val211 ; 576 
 5096 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; sharapov.s21 ; 707 
 5097 ; Государственный золотой заем. Облигация в 1000 рублей (Образец) ; 1924 ;  ;  ;  ; 34 ; master_mt5 ; 18870 
 5098 ; Лот бон (9шт.) ;  ;  ;  ;  ; 9 ; FoxSF ; 211 
 5099 ; Лот бон (10 шт.) ;  ;  ;  ;  ; 17 ; dmivanych ; 308 
 5100 ; Облигация ; 1906 ;  ;  ;  ; 35 ; Грач ; 254 
 5301 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 25 ; karal ; 762 
 5302 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; XF+ ; 21 ; karal ; 908 
 5303 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; Fliege1 ; 401 
 5304 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; VOLKODAVS5 ; 167 
 5305 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 19 ; majkl ; 226 
 5306 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 12 ; murman ; 206 
 5307 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 28 ; gandy ; 1247 
 5308 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; XF+ ; 14 ; karal ; 306 
 5309 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 14 ; svv ; 174 
 5310 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 19 ; Aleksey 76 ; 104 
 5311 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 13 ; svv ; 133 
 5312 ; 5 рублей ; 1909 ; Денежные знаки ;  ; AU ; 37 ; svv ; 133 
 5313 ; 5 рублей ; 1909 ; Денежные знаки ;  ; AU ; 5 ; chag1985 ; 108 
 5314 ; 5 рублей ; 1909 ; Денежные знаки ;  ; AU ; 12 ; sharapov.s21 ; 159 
 5315 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; murman ; 71 
 5316 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; majkl ; 112 
 5317 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 7 ; USS ; 204 
 5318 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 16 ; svv ; 264 
 5319 ; 1 рубль ; 1895 ; вензель Н II ;  ;  ; 41 ; Ksn ; 16319 
 5320 ; 1 рубль ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 34 ; dmivanych ; 245 
 5321 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 13 ; UT ; 93 
 5322 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 3 ; FoxSF ; 51 
 5323 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ; AU ; 13 ; svv ; 227 
 5324 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ; AU ; 12 ; Aleksey 76 ; 227 
 5325 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 27 ; UT ; 157 
 5326 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 21 ; chag1985 ; 143 
 5327 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 7 ; камсигал ; 61 
