 5647 ; Конверт со спецгашением Гренландия ; 2001 ;  ;  ;  ; 11 ; dizdigator ; 101 
 5444 ; Лот купоны Беларусь ;  ;  ;  ;  ; 12 ; uhfvv7 ; 104 
 5445 ; Лот нотгельдов Германия 2 шт ;  ;  ;  ;  ; 12 ; vladmarkin ; 90 
 5446 ; Бона иностранная Японская оккупация ;  ;  ;  ;  ; 9 ; cr3041 ; 41 
 5347 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 28 ; Mike! ; 255 
 5348 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 29 ; flutter ; 132 
 5349 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 24 ; flutter ; 133 
 5350 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 33 ; Mike! ; 238 
 5351 ; Бона иностранная ; 1923 ;  ;  ;  ; 20 ; flutter ; 204 
 5352 ; Бона иностранная ; 1923 ;  ;  ;  ; 10 ; Mike! ; 138 
 5353 ; Бона иностранная ; 1923 ;  ;  ;  ; 11 ; Mike! ; 240 
 5354 ; Бона иностранная ; 1923 ;  ;  ;  ; 24 ; flutter ; 203 
 5355 ; Бона иностранная ; 1923 ;  ;  ;  ; 16 ; diskus72 ; 117 
 5356 ; Бона иностранная ; 1923 ;  ;  ;  ; 8 ; diskus72 ; 117 
 5357 ; Бона иностранная ; 1922 ;  ;  ;  ; 16 ; Mike! ; 238 
 5358 ; Бона иностранная ; 1923 ;  ;  ;  ; 16 ; Mike! ; 248 
 5359 ; Бона иностранная ; 1923 ;  ;  ;  ; 21 ; flutter ; 189 
 5360 ; Бона иностранная ; 1923 ;  ;  ;  ; 9 ; Mike! ; 138 
 5361 ; Лот нотгельдов Германия 6 шт ;  ;  ;  ;  ; 7 ; smel ; 210 
 5362 ; Лот нотгельдов Германия 4 шт ;  ;  ;  ;  ; 20 ; vladmarkin ; 200 
 5363 ; Лот нотгельдов Германия 6 шт ;  ;  ;  ;  ; 15 ; smel ; 303 
 5364 ; Лот нотгельдов Германия 4 шт ;  ;  ;  ;  ; 26 ; sifirot ; 286 
 5365 ; 1 рупия Немецкая-Восточная-Африка ; 1915 ;  ;  ;  ; 23 ; archy ; 611 
 5366 ; 1 рупия Немецкая-Восточная-Африка ; 1916 ;  ;  ;  ; 11 ; Краснодар ; 257 
 5367 ; Лот бон Германия 3 шт ; 1910-33 ;  ;  ;  ; 13 ; рЖавОй ; 185 
 5368 ; Бона иностранная Венгрия ; 1920 ;  ;  ; AU ; 34 ; Magger ; 281 
 5369 ; Бона иностранная Франция ;  ;  ;  ;  ; 32 ; нв1975 ; 304 
 5370 ; 5 фунтов Великобритания ;  ;  ;  ;  ; 37 ; Maxim914 ; 514 
 5371 ; 1 фунт Шотландия ; 1993 ;  ;  ;  ; 41 ; rbmamba ; 129 
 5372 ; Лот бон Британской армии 4 шт ;  ;  ;  ;  ; 23 ; class ; 692 
 5373 ; Лот бон Эстонии 4 шт ; 1991-92 ;  ;  ;  ; 9 ; Shera ; 102 
 5374 ; Лот бон Югославии 4 шт ; 1968-81 ;  ;  ; AU ; 12 ; kost ; 134 
 5375 ; Лот бон Польша 4 шт ; 1982-88 ;  ;  ; AU ; 24 ; StasStas ; 363 
 5376 ; 10 злотых Польша ; 1982 ;  ;  ; AU ; 58 ; prostor.71 ; 357 
 5377 ; 500 злотых Польша ; 1982 ;  ;  ; AU ; 9 ; dencon ; 102 
 5378 ; 10 крон Чехия ;  ;  ;  ;  ; 9 ; велес ; 41 
 5379 ; 10 крон Чехия ; 1986 ;  ;  ;  ; 35 ; sifirot ; 100 
 5380 ; 50 крон Чехия ; 1987 ;  ;  ;  ; 32 ; sifirot ; 150 
 5381 ; 100 крон Чехия ; 1989 ;  ;  ;  ; 28 ; sifirot ; 159 
 5382 ; Бона иностранная Японская оккупация ;  ;  ;  ;  ; 28 ; dimon-2007 ; 128 
 5383 ; Бона иностранная Японская оккупация ;  ;  ;  ;  ; 8 ; Ssid ; 55 
 5384 ; Бона иностранная Японская оккупация ;  ;  ;  ;  ; 7 ; dimon-2007 ; 57 
 5385 ; 1 доллар США ; 2009 ;  ;  ; AU ; 9 ; Vitalievich ; 87 
 5386 ; 10 динар Тунис ; 1987 ;  ;  ;  ; 25 ; Ostriy ; 183 
 5387 ; 10 риал Саудовская Аравия ;  ;  ;  ;  ; 19 ; Shera ; 121 
 5388 ; Бона иностранная Израиль ;  ;  ;  ;  ; 16 ; sifirot ; 63 
 5389 ; Бона иностранная Новая Гвинея ;  ;  ;  ;  ; 48 ; rbmamba ; 83 
 5390 ; Лот бон иностранных 4 шт ;  ;  ;  ;  ; 14 ; lenskij1837 ; 65 
 5391 ; Лот бон Сербия 3 шт ; 2004-2006 ;  ;  ;  ; 17 ; Shera ; 204 
 5392 ; Лот бон Аргентина 3 шт ;  ;  ;  ; AU ; 21 ; dimon-2007 ; 181 
 5393 ; Лот бон Аргентина 2 шт ;  ;  ;  ; AU ; 34 ; class ; 420 
 5394 ; Лот бон Афганистан 4 шт ;  ;  ;  ; AU ; 41 ; 6x6 ; 189 
 5395 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 31 ; SKH ; 255 
 5396 ; Лот бон иностранных 3 шт ;  ;  ;  ; AU ; 13 ; Olimpia ; 100 
 5297 ; Сертификат на 1000 рублей ;  ;  ;  ;  ; 16 ; AndrCh58 ; 161 
 5298 ; Государственное казначейское о-во СССР на 100 рублей ОБРАЗЕЦ ;  ;  ;  ;  ; 34 ; o_ruslan ; 1387 
 5299 ; Облигация на 500000 рублей ОБРАЗЕЦ ; 1998 ;  ;  ;  ; 19 ; o_ruslan ; 680 
 5300 ; Облигация на 500 рублей ОБРАЗЕЦ ; 1999 ;  ;  ;  ; 19 ; o_ruslan ; 680 
 5301 ; Облигация на 100 рублей ; 1940 ;  ;  ;  ; 22 ; AndrCh58 ; 833 
 5302 ; Облигация на 200 рублей ; 1948 ;  ;  ;  ; 23 ; Museum_54 ; 453 
 5303 ; Облигация на 500 рублей ОБРАЗЕЦ ; 1999 ;  ;  ;  ; 17 ; o_ruslan ; 680 
 5304 ; Облигация на 500000 рублей ОБРАЗЕЦ ; 1998 ;  ;  ;  ; 18 ; o_ruslan ; 680 
 5305 ; Лот чеков Татарстан 50 шт ; 1991 ;  ;  ; AU ; 22 ; Olimpia ; 747 
 5306 ; Лот чеков Внешэкономбанка СССР 5 шт ; 1989 ;  ;  ; AU ; 32 ; Andreyspb ; 328 
 5307 ; Лот товарно-расчетных чеков 50 шт ; 1991 ;  ;  ; AU ; 28 ; molodes ; 1400 
 5308 ; Лот товарно-расчетных чеков 50 шт ; 1991 ;  ;  ; AU ; 17 ; molodes ; 1247 
 5309 ; Лот товарно-расчетных чеков 50 шт ; 1991 ;  ;  ; AU ; 18 ; molodes ; 1360 
 5310 ; Лот товарно-расчетных чеков 50 шт ; 1991 ;  ;  ; AU ; 22 ; molodes ; 1371 
 5311 ; Лотерейный билет ; 1934 ;  ;  ;  ; 42 ; lesnik1 ; 867 
 5312 ; Лотерейный билет УССР ; 1958 ;  ;  ;  ; 19 ; lesnik1 ; 114 
 5313 ; Билет лотереи ( 8шт.) ;  ;  ;  ;  ; 3 ; 333985 ; 114 
 5314 ; Билет лотереи ( 8шт.) ;  ;  ;  ;  ; 3 ; 333985 ; 114 
 5315 ; Билет лотереи ( 8шт.) ;  ;  ;  ;  ; 5 ; Museum_54 ; 227 
 5316 ; Лот бон ( 8шт.) ;  ;  ;  ;  ; 6 ; А.А.Д ; 53 
 5317 ; Лот бон ( 8шт.) ;  ;  ;  ;  ; 11 ; магаз ; 78 
 5318 ; 20 крон Эстония ; 1932 ;  ;  ; XF+ ; 29 ; дитрих11 ; 823 
 5319 ; 500 крон Эстония ; 2000 ;  ;  ;  ; 26 ; ashep ; 2222 
 5320 ; 3 рубля ; 1919 ; Латвия. Разменный знак ;  ;  ; 19 ; uz ; 230 
 5321 ; 5 рублей ; 1919 ; Латвия. Разменный знак ;  ;  ; 30 ; ЛАВ-13 ; 405 
 5322 ; 25 лат ; 1938 ; Латвия ;  ;  ; 23 ; дитрих11 ; 340 
 5323 ; 50 копеек ; 1916 ;  ;  ;  ; 24 ; ЛАВ-13 ; 318 
 5324 ; 1 марка золотом ; 1916 ; Финляндия билет ;  ;  ; 27 ; рЖавОй ; 101 
 5325 ; Лот бон Румыния 4 шт ;  ;  ;  ;  ; 27 ; alesjane ; 920 
 5326 ; 5 лей Румыния ; 1916 ;  ;  ;  ; 20 ; alesjane ; 363 
 5327 ; 5 лей Румыния ; 1917 ;  ;  ;  ; 17 ; alesjane ; 363 
 5328 ; 100 марок Германия ; 1910 ;  ;  ;  ; 9 ; SKH ; 102 
 5329 ; 100 марок Германия ; 1908 ;  ;  ;  ; 53 ; рЖавОй ; 201 
 5330 ; 20 марок Германия ; 1939 ;  ;  ;  ; 34 ; нв1975 ; 1024 
 5331 ; Бона иностранная Германия ;  ;  ;  ; AU ; 28 ; Mike! ; 385 
 5332 ; Бона иностранная Германия ;  ;  ;  ;  ; 9 ; SKH ; 160 
 5333 ; 10 пфеннигов Баден ; 1947 ;  ;  ;  ; 4 ; SKH ; 111 
 5334 ; 5 пфеннигов Баден ; 1947 ;  ;  ;  ; 13 ; SKH ; 153 
 5335 ; 5 пфеннигов Кобленц ; 1947 ;  ;  ;  ; 20 ; Майкл ; 174 
 5336 ; 10 пфеннигов Тюббинген ; 1947 ;  ;  ;  ; 17 ; Майкл ; 123 
 5337 ; 5 пфеннигов Германия ;  ;  ;  ;  ; 11 ; dimon-2007 ; 157 
 5338 ; Купон Германия ;  ;  ;  ;  ; 5 ; Майкл ; 55 
 5339 ; Купон Германия ;  ;  ;  ;  ; 3 ; Майкл ; 51 
 5340 ; Купон Германия ;  ;  ;  ;  ; 3 ; Майкл ; 51 
 5341 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 26 ; трутень ; 144 
 5342 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 19 ; Mike! ; 243 
 5343 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 22 ; Mike! ; 248 
 5344 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 14 ; Mike! ; 255 
 5345 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 13 ; Mike! ; 153 
 5346 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 9 ; Mike! ; 255 
 5247 ; 5 копеек ; 1972 ;  ;  ;  ; 31 ; 4758 ; 522 
 5248 ; Талон на хлеб ;  ;  ;  ;  ; 15 ; boca ; 150 
 5249 ; 5 копеек ; 1989 ;  ;  ;  ; 7 ; зуммер ; 51 
 5250 ; Приватизационный чек ; 1992 ;  ;  ;  ; 9 ; 333985 ; 99 
 5251 ; Чек 1 рубль "ВНЕШПОСЫЛТОРГ" ; 1976 ;  ;  ; AU ; 19 ; Кривой 14 ; 226 
 5252 ; Приватизационный чек 10000 рублей ; 1992 ;  ;  ;  ; 15 ; ABUS ; 585 
 5253 ; Закладной лист на капитал 100 рублей ; 1889 ;  ;  ;  ; 42 ; Museum_54 ; 1016 
 5254 ; Облигация ; 1913 ;  ;  ;  ; 13 ; Museum_54 ; 365 
 5255 ; Облигация ; 1885 ;  ;  ;  ; 19 ; Museum_54 ; 310 
 5256 ; Облигация ; 1890 ;  ;  ;  ; 29 ; Gold_42 ; 567 
 5257 ; Облигация ; 1889 ;  ;  ;  ; 15 ; Ustin ; 444 
 5258 ; Облигация ; 1894 ;  ;  ;  ; 20 ; Holder31 ; 453 
 5259 ; Облигация ; 1886 ;  ;  ;  ; 11 ; 333985 ; 462 
 5260 ; Облигация ; 1894 ;  ;  ;  ; 15 ; Ustin ; 510 
 5261 ; Облигация ; 1894 ;  ;  ;  ; 15 ; Ustin ; 510 
 5262 ; Облигация ; 1898 ;  ;  ;  ; 5 ; 333985 ; 340 
 5263 ; Облигация ; 1914 ;  ;  ;  ; 9 ; oleghh7 ; 305 
 5264 ; Облигация ; 1914 ;  ;  ;  ; 9 ; oleghh7 ; 305 
 5265 ; Акция ; 1911 ;  ;  ;  ; 8 ; Ustin ; 510 
 5266 ; Акция ; 1913 ;  ;  ;  ; 22 ; Museum_54 ; 579 
 5267 ; Пай в 100 рублей ; 1911 ;  ;  ;  ; 17 ; Museum_54 ; 429 
 5268 ; Пай в 100 рублей ; 1911 ;  ;  ;  ; 11 ; 333985 ; 499 
 5269 ; Купоны ( 130шт.) ;  ;  ;  ;  ; 9 ; рЖавОй ; 204 
 5270 ; Купоны ( 230шт.) ;  ;  ;  ;  ; 8 ; рЖавОй ; 273 
 5271 ; Облигация на 100 рублей ; 1942 ;  ;  ;  ; 31 ; o_ruslan ; 1511 
 5272 ; Облигация на 100 рублей ; 1943 ;  ;  ;  ; 44 ; венера ; 714 
 5273 ; Облигация на 100 рублей ; 1944 ;  ;  ;  ; 25 ; Holder31 ; 419 
 5274 ; Облигация на 100 рублей ; 1944 ;  ;  ;  ; 16 ; Gold_42 ; 271 
 5275 ; Облигация на 100 рублей ; 1945 ;  ;  ;  ; 26 ; Gold_42 ; 398 
 5276 ; Облигация на 100 рублей ; 1947 ;  ;  ;  ; 16 ; почтальон ; 387 
 5277 ; Облигация на 50 рублей ; 1940 ;  ;  ;  ; 15 ; венера ; 250 
 5278 ; Облигация на 100 рублей ; 1946 ;  ;  ;  ; 16 ; Energo ; 194 
 5279 ; Облигация на 50 рублей ; 1944 ;  ;  ;  ; 32 ; o_ruslan ; 2040 
 5280 ; Облигация на 25 рублей ; 1944 ;  ;  ;  ; 16 ; Sky2 ; 1020 
 5281 ; Облигация на 25 рублей ; 1945 ;  ;  ;  ; 30 ; Sky2 ; 1020 
 5282 ; Облигация на 25 рублей ; 1942 ;  ;  ;  ; 44 ; o_ruslan ; 2043 
 5283 ; Облигация на 50 рублей ; 1945 ;  ;  ;  ; 18 ; венера ; 340 
 5284 ; Облигация на 10 рублей ; 1942 ;  ;  ;  ; 31 ; o_ruslan ; 811 
 5285 ; Облигация на 25 рублей ; 1943 ;  ;  ;  ; 26 ; Holder31 ; 453 
 5286 ; Облигация на 10 рублей ; 1936 ;  ;  ;  ; 34 ; Александр007 ; 201 
 5287 ; Облигация на 10 рублей ; 1940 ;  ;  ;  ; 12 ; doc2 ; 341 
 5288 ; Облигация на 10 рублей ; 1942 ;  ;  ;  ; 21 ; AndrCh58 ; 279 
 5289 ; Облигаций 5 шт ; 1936-52 ;  ;  ;  ; 28 ; венера ; 555 
 5290 ; Лот ценных бумаг 2 шт ;  ;  ;  ;  ; 23 ; 1027 ; 279 
 5291 ; Облигация на 100 рублей ; 1952 ;  ;  ;  ; 18 ; почтальон ; 202 
 5292 ; Облигация на 1 рубль ОБРАЗЕЦ ; 1992 ;  ;  ;  ; 19 ; Holder31 ; 306 
 5293 ; Облигация на 10 рублей ОБРАЗЕЦ ; 1992 ;  ;  ;  ; 19 ; Holder31 ; 306 
 5294 ; Облигация на 1000 рублей ОБРАЗЕЦ ; 1992 ;  ;  ;  ; 17 ; o_ruslan ; 408 
 5295 ; Сертификат на 250 рублей ;  ;  ;  ;  ; 14 ; ZIMOGOR ; 153 
 5296 ; Сертификат на 500 рублей ;  ;  ;  ;  ; 16 ; AndrCh58 ; 153 
 5197 ; 1 рубль золотом ; 1928 ; Гос.казначейские билеты СССР ;  ;  ; 59 ; sharapov.s21 ; 2890 
 5198 ; 3 червонца ; 1932 ; Билет ;  ;  ; 33 ; viv007 ; 1530 
 5199 ; 3 червонца ; 1932 ; Билет ;  ;  ; 39 ; Sky2 ; 5100 
 5200 ; 3 червонца ; 1937 ; Билет ;  ;  ; 24 ; вэл ; 350 
 5201 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 62 ; Energo ; 3185 
 5202 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 35 ; Energo ; 1000 
 5203 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 48 ; Energo ; 1121 
 5204 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 26 ; StasStas ; 333 
 5205 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 32 ; Energo ; 4082 
 5206 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 34 ; G-O-R ; 2040 
 5207 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 26 ; Turist33 ; 572 
 5208 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 18 ; Energo ; 200 
 5209 ; 5 рублей ; 1947 ; Гос.казначейский билет ;  ;  ; 33 ; Turist33 ; 1020 
 5210 ; 25 рублей ; 1947 ; билет ;  ;  ; 18 ; Turist33 ; 917 
 5211 ; Лот бон 10 и 50 рублей ; 1947 ;  ;  ;  ; 46 ; Turist33 ; 1530 
 5212 ; 50 рублей ; 1947 ; билет ;  ;  ; 45 ; Запруда ; 2550 
 5213 ; 50 рублей ; 1961 ; билет ;  ;  ; 19 ; diskus72 ; 45 
 5214 ; 100 рублей ; 1991 ; билет ;  ;  ; 19 ; А.А.Д ; 36 
 5215 ; 500 рублей ; 1991 ; билет ;  ;  ; 20 ; 6x6 ; 215 
 5216 ; 500 рублей ; 1992 ; билет ;  ; AU ; 19 ; Energo ; 573 
 5217 ; Лот бон 200 рублей 5 шт ; 1992 ;  ;  ;  ; 21 ; molodes ; 184 
 5218 ; 5000 рублей ; 1992 ; банкнота ;  ; AU ; 8 ; Energo ; 128 
 5219 ; 10000 рублей ; 1992 ; банкнота ;  ; AU ; 40 ; Energo ; 1037 
 5220 ; 5000 рублей ; 1993 ; банкнота ;  ;  ; 44 ; Energo ; 394 
 5221 ; 10000 рублей ; 1993 ; банкнота ;  ;  ; 31 ; Energo ; 320 
 5222 ; 5000 рублей ; 1995 ; банкнота ;  ;  ; 31 ; Energo ; 419 
 5223 ; 50000 рублей ; 1995 ; банкнота ;  ; AU ; 34 ; Numismatist ; 1062 
 5224 ; 100000 рублей ; 1995 ; банкнота ;  ;  ; 32 ; аймир ; 555 
 5225 ; 5 рублей ; 1997 ; банкнота ;  ;  ; 32 ; аймир ; 510 
 5226 ; Лот бон СССР 6 шт ; 1961 ;  ;  ;  ; 26 ; mrchegevara ; 202 
 5227 ; Лот бон России 3 шт ; 1997 ;  ;  ;  ; 19 ; Wulf ; 619 
 5228 ; 50 рублей ; 1991 ; билет ;  ;  ; 10 ; А.А.Д ; 40 
 5229 ; 100 рублей ; 1991 ; билет ;  ;  ; 6 ; 4758 ; 19 
 5230 ; 500 рублей ; 1991 ; билет ;  ;  ; 30 ; Gold_42 ; 206 
 5231 ; 200 рублей ; 1992 ; билет ;  ;  ; 7 ; Gold_42 ; 126 
 5232 ; 200 рублей ; 1992 ; билет ;  ;  ; 23 ; Gold_42 ; 128 
 5233 ; 500 рублей ; 1992 ; билет ;  ;  ; 8 ; Gold_42 ; 128 
 5234 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 3 ; 333985 ; 44 
 5235 ; 1000 рублей ; 1993 ; банкнота ;  ;  ; 5 ; Александр-78 ; 55 
 5236 ; Лот бон 25 рублей 100 шт ; 1961 ;  ;  ;  ; 35 ; an78gg ; 357 
 5237 ; Лот бон 1 рубль  50 шт ; 1991 ;  ;  ; AU ; 15 ; Wulf ; 918 
 5238 ; Талон 3 копейки "АРКТИКУГОЛЬ" ;  ;  ;  ;  ; 41 ; kop ; 202 
 5239 ; Талон 5 копеек "АРКТИКУГОЛЬ" ;  ;  ;  ;  ; 33 ; рЖавОй ; 239 
 5240 ; 1 рубль. Арктикуголь ;  ;  ;  ;  ; 11 ; STANDART ; 101 
 5241 ; Талон 3 рубля "АРКТИКУГОЛЬ" ;  ;  ;  ;  ; 14 ; ZIMOGOR ; 102 
 5242 ; 3 рубля. Арктикуголь ;  ;  ;  ;  ; 25 ; alex2016 ; 100 
 5243 ; Талон 5 рублей "АРКТИКУГОЛЬ" ;  ;  ;  ;  ; 13 ; ЛАВ-13 ; 408 
 5244 ; 5 рублей. Арктикуголь ;  ;  ;  ;  ; 6 ; STANDART ; 101 
 5245 ; Талон 10 рублей "АРКТИКУГОЛЬ" ;  ;  ;  ;  ; 37 ; ЛАВ-13 ; 184 
 5246 ; 10 рублей. Арктикуголь ;  ;  ;  ;  ; 3 ; зуммер ; 57 
 5147 ; 30 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 12 ; лампедуза ; 227 
 5148 ; 60 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 17 ; Dimitr1 ; 288 
 5149 ; 60 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 20 ; Holder31 ; 235 
 5150 ; 60 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 22 ; рЖавОй ; 201 
 5151 ; 100 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 19 ; Black Cat ; 207 
 5152 ; 100 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 32 ; Dimitr1 ; 268 
 5153 ; 100 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 19 ; u10257 ; 337 
 5154 ; 250 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 16 ; Holder31 ; 262 
 5155 ; 250 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 24 ; Dimitr1 ; 224 
 5156 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 23 ; Holder31 ; 255 
 5157 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 22 ; Holder31 ; 204 
 5158 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 12 ; зуммер ; 104 
 5159 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 19 ; Holder31 ; 255 
 5160 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 24 ; prostor.71 ; 141 
 5161 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 14 ; sato ; 107 
 5162 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 31 ; sato ; 856 
 5163 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 22 ; Energo ; 1050 
 5164 ; Бона 1 рубль ;  ;  ;  ;  ; 47 ; папашаГарпагон ; 680 
 5165 ; Лот бон 2 рубля 4 шт ;  ;  ;  ;  ; 31 ; sharapov.s21 ; 510 
 5166 ; 100 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 18 ; ЛАВ-13 ; 415 
