 3263 ; 5 рублей ; 1997 ;  ;  ;  ; 44 ; 1968 ; 102 
 2843 ; Лотмонет Дании (50шт) ; 1941-1984 ;  ; Al,Cu-Ni,B ; VF-/AU ; 16 ; ЮМК ; 357 
 2844 ; Лот монет Туниса: 2шт ; 1993,1996 ;  ; Латунь ; VF+ ; 17 ; NFV ; 51 
 2845 ; Лот монет Индии:4шт ; 20 век ;  ; St ; AU ; 32 ; NFV ; 113 
 2846 ; Лот монет Аргентины, Уругвай, Чили:10шт ; 1978-2006 ;  ; Латунь,Би/ ; XF-/AU ; 65 ; topotun ; 500 
 2847 ; Лот монет Катара: 4шт ; 20 век ;  ; Br,Cu-Ni ; AU ; 55 ; lsp25 ; 163 
 2848 ; Набор монет Преднистровья: 50,25,10,5,1 коп (5шт) ; 2000-2005 ;  ; Al,Латунь ; AU ; 33 ; Uncle ; 206 
 2849 ; Лот монет Финляндии и Швеции (5шт): 20пенни, 5пенни, 1пенни, 10эре ; 1963-1980 ;  ; Al, Cu/Ni, ; VF/XF+ ; 16 ; peza_64 ; 55 
 2850 ; Лот монет Франции: (43 шт) ; 20 век ;  ; Al/Br,Cu/N ; VF+/AU ; 27 ; kartem05 ; 383 
 3001 ; Гербовая марка ;  ;  ;  ;  ; 31 ; hitcenter ; 61 
 3002 ; Гербовая марка ;  ;  ;  ;  ; 19 ; 4758 ; 38 
 3003 ; Гербовая марка ;  ;  ;  ;  ; 15 ; 4758 ; 34 
 3004 ; Гербовая марка ;  ;  ;  ;  ; 18 ; hitcenter ; 71 
 3005 ; Гербовая марка ;  ;  ;  ;  ; 12 ; hitcenter ; 63 
 3006 ; Гербовая марка ;  ;  ;  ;  ; 11 ; von_Schwarz ; 61 
 3007 ; Гербовая марка ;  ;  ;  ;  ; 11 ; von_Schwarz ; 61 
 3008 ; 15 копеек. Сцепка 2 шт ; 1915 ; Деньги-марки ;  ;  ; 27 ; мамонт ; 79 
 3009 ; 15 копеек. Сцепка 2 шт ; 1915 ; Деньги-марки ;  ;  ; 32 ; dimitri ; 143 
 3010 ; 15 копеек. Сцепка 2 шт ; 1915 ; Деньги-марки ;  ;  ; 26 ; Студент1 ; 70 
 3011 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 8 ; usan ; 100 
 3012 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 23 ; usan ; 270 
 2763 ; 5 лева. Болгария. Иван Вазов ; 1970 ;  ; Ag ; AU ; 7 ; велко ; 578 
 2764 ; 50 лева. Болгария. 1300 лет Болгарии. Создание Болгарского государства ; 1981 ;  ; Ag ; Proof ; 7 ; Ghb ; 898 
 2765 ; 50 лева. Болгария. 1300 лет Болгарии. Социалистическая Болгария ; 1981 ;  ; Ag ; Proof ; 3 ; велко ; 732 
 2766 ; 50 лева. Болгария. 1300 лет Болгарии. Иван Асен II ; 1981 ;  ; Ag ; Proof ; 21 ; Ghb ; 918 
 2767 ; 2 лева. Болгария. 1300 лет Болгарии. Создание Болгарского государства ; 1981 ;  ; Cu-Ni ; Proof ; 17 ; lsp25 ; 184 
 2768 ; 2 лева. Болгария. 1300 лет Болгарии. Социалистическая Болгария ; 1981 ;  ; Cu-Ni ; Proof ; 7 ; СВл ; 374 
 2769 ; 2 лева. Болгария. 1300 лет Болгарии. Иван Асен II ; 1981 ;  ; Cu-Ni ; Proof ; 15 ; lsp25 ; 184 
 2770 ; 1 лев. Болгария. Дружба навеки ; 1981 ;  ; Cu-Ni ; AU ; 38 ; Rober ; 133 
 2771 ; 1 лев. Болгария. Дружба навеки ; 1981 ;  ; Cu-Ni ; Proof ; 13 ; 100924 ; 206 
 2772 ; 2 лева. Болгария. 110 лет со дня рождения Дечко Узунов ; 2009 ;  ; Cu ; Proof ; 44 ; велко ; 227 
 2773 ; 1 стотинка. Болгария ; 1951 ;  ; Латунь ; AU ; 15 ; taran1 ; 191 
 2774 ; 3 стотинки. Болгария ; 1951 ;  ; Латунь ; AU ; 43 ; MDV ; 102 
 2775 ; 5 стотинки. Болгария ; 1951 ;  ; Латунь ; AU ; 9 ; taran1 ; 108 
 2776 ; 10 стотинок. Болгария ; 1951 ;  ; Cu-Ni ; AU ; 7 ; велко ; 95 
 2777 ; 20 стотинок. Болгария ; 1954 ;  ; Cu-Ni ; AU ; 11 ; MDV ; 102 
 2778 ; 25 стотинок. Болгария ; 1951 ;  ; Cu-Ni ; XF+ ; 17 ; Ghb ; 255 
 2779 ; 50 стотинок. Болгария ; 1959 ;  ; Cu-Ni ; AU ; 27 ; rizovtpl ; 203 
 2780 ; 1 лев. Болгария ; 1960 ;  ; Cu-Ni ; VF-XF ; 17 ; taran1 ; 183 
 2781 ; 10 марок. Финляндия. 10-й Европейский чемпионат по атлетике ; 1971 ;  ; Ag ; AU ; 5 ; ввв ; 267 
 2782 ; 10 марок. Финляндия. 75 лет со дня рождения президента Кекконена ; 1975 ;  ; Ag ; AU ; 31 ; loshuligan ; 300 
 2783 ; 10 марок. Финляндия. 100 лет со дня рождения президента Паасикиви ; 1970 ;  ; Ag ; AU ; 25 ; димитрий ; 303 
 2784 ; 10 марок. Финляндия. 60 лет независимости ; 1977 ;  ; Ag ; AU ; 47 ; Zohan ; 306 
 2785 ; 25 пенни. Финляндия ; 1921 ;  ; Cu-Ni ; XF- ; 10 ; NFV ; 34 
 2786 ; 25 пенни. Финляндия ; 1928 ;  ; Cu-Ni ; VF-XF ; 8 ; NFV ; 26 
 2787 ; 25 пенни. Финляндия ; 1935 ;  ; Cu-Ni ; XF ; 8 ; SAV ; 21 
 2788 ; 25 пенни. Финляндия ; 1936 ;  ; Cu-Ni ; VF-XF ; 18 ; peza_64 ; 22 
 2789 ; 25 пенни. Финляндия ; 1937 ;  ; Cu-Ni ; VF-XF ; 19 ; pref ; 19 
 2790 ; 25 пенни. Финляндия ; 1938 ;  ; Cu-Ni ; XF+ ; 16 ; peza_64 ; 22 
 2791 ; 25 пенни. Финляндия ; 1939 ;  ; Cu-Ni ; XF+ ; 16 ; peza_64 ; 22 
 2792 ; 25 пенни. Финляндия ; 1940 ;  ; Cu-Ni ; VF-XF ; 16 ; solder13 ; 24 
 2793 ; 25 пенни. Финляндия ; 1941 ;  ; Cu ; XF- ; 22 ; SAV ; 30 
 2794 ; 25 пенни. Финляндия ; 1942 ;  ; Cu ; XF ; 8 ; SAV ; 31 
 2795 ; 25 пенни. Финляндия ; 1943 ;  ; Cu ; VF-XF ; 14 ; NFV ; 63 
 2796 ; 25 пенни. Финляндия ; 1943 ;  ; Fe ; XF+ ; 33 ; solder13 ; 32 
 2797 ; 25 пенни. Финляндия ; 1944 ;  ; Fe ; XF ; 18 ; jef688 ; 19 
 2798 ; 25 пенни. Финляндия ; 1945 ;  ; Fe ; XF ; 20 ; SAV ; 22 
 2799 ; 100 крон. Швеция.Парламент. В пластиковой капсуле ; 1983 ;  ; Ag ; AU ; 25 ; ВЯЗ ; 677 
 2800 ; Медаль. 40 лет ФРГ. Германия ; 1989 ;  ; Ag 999 ; Proof ; 2 ; Mike! ; 399 
 2801 ; Медаль. Бранденбургские ворота. Германия ; 1989 ;  ; Ag1000 ; Proof ; 12 ; zemlya ; 521 
 2802 ; Монетовидный жетон. Серебряный юбилей королевы Елизаветы II ; 1977 ;  ; Cu-Ni ; Proof-Like ; 43 ; dimitri ; 201 
 2803 ; 1 рубль-1 доллар. Разоружения ; 1988 ;  ; Al ; AU ; 81 ; Синоптик ; 555 
 2804 ; Жетон. 15 werth-marke ;  ;  ; Ж/м ; F ; 4 ; koga ; 5 
 2805 ; Бензиновый жетон. Платежное средство на 20 литров бензина. Татарстан ; ND (1993) ;  ; Cu-Ni ; XF+ ; 60 ; ВЕПРЬ ; 139 
 2806 ; Жетон для прохода в метрополитен. Киев ;  ;  ; Ж/м ; VF-XF ; 18 ; asru ; 22 
 2807 ; Жетон. Новосибирский метрополитен ;  ;  ; Б/м ; XF+ ; 39 ; Ghb ; 76 
 2808 ; Жетон для прохода в метрополитен. Баку ;  ;  ; Ж/м ; VF-XF ; 41 ; Ghb ; 75 
 2809 ; Игровой жетон ;  ;  ; Б/м ; XF ; 26 ; vc57 ; 28 
 2810 ; Игровой жетон. 50 пфеннигов ;  ;  ; Al ; VF- ; 25 ; von_Schwarz ; 29 
 2811 ; Игровой жетон. Швеция ;  ;  ; Ж/м ; VF+ ; 5 ; Rober ; 6 
 2812 ; Жетон ;  ;  ; Ж/м ; VF-XF ; 17 ; Man 11 ; 27 
 2713 ; 1 песо. Куба. Испанский мастиф ; 2007 ;  ; Cu-Ni ; AU ; 4 ; Mike! ; 209 
 2714 ; 1 песо. Куба. Тетерев-глухарь ; 2007 ;  ; Cu-Ni ; AU ; 4 ; Mike! ; 209 
 2715 ; 1 песо. Куба. Коза ; 2007 ;  ; Cu-Ni ; AU ; 2 ; Mike! ; 200 
 2716 ; 1 песо. Куба. Гриф ; 2007 ;  ; Cu-Ni ; AU ; 6 ; Mike! ; 219 
 2717 ; 1 песо. Куба. Осел ; 2007 ;  ; Cu-Ni ; AU ; 6 ; Mike! ; 260 
 2718 ; 1 песо. Куба. Реликвии навигации. Подводная лодка ; 2000 ;  ; Cu-Ni ; AU ; 14 ; Reverse ; 354 
 2719 ; 1 песо. Куба. Реликвии навигации. Буэнавентура ; 2000 ;  ; Cu-Ni ; AU ; 14 ; Reverse ; 354 
 2720 ; 1 лев. Болгария. Дружба навеки ; 1981 ;  ; Cu-Ni ; AU ; 2 ; Mike! ; 113 
 2721 ; 1 лев. Богария. Дружба навеки ; 1981 ;  ; Cu-Ni ; AU ; 6 ; Mike! ; 125 
 2722 ; 10 песо. Куба. Ленин ; 2002 ;  ; Ag ; Proof ; 20 ; Alex22D ; 1247 
 2723 ; 10 песо. Куба. Мао Цзэдун ; 2002 ;  ; Ag ; Proof ; 11 ; est4o ; 1019 
 2724 ; 10 песо. Куба. Фридрих Энгельс ; 2002 ;  ; Ag ; Proof ; 8 ; Juli ; 999 
 2725 ; 10 песо. Куба. Карл Маркс ; 2002 ;  ; Ag ; Proof ; 8 ; Mike! ; 999 
 2726 ; 1 динар. Югославия ; 1938 ;  ; Al/Br ; F+ ; 14 ; минёр ; 45 
 2727 ; 5 евроцентов. Мальта ; 2008 ;  ; Cu/St ; AU ; 4 ; peza_64 ; 25 
 2728 ; 2 евроцента. Мальта ; 2008 ;  ; Cu/St ; AU ; 8 ; мамонт ; 26 
 2729 ; 1 евроцент. Мальта ; 2008 ;  ; Cu/St ; AU ; 10 ; мамонт ; 26 
 2730 ; 50 сентаво. Кабо-Верде ; 1949 ;  ; Ni-Br ; AU ; 19 ; 761 ; 663 
 2731 ; 1 эскудо. Португалия ; 1946 ;  ; Cu-Ni ; VF- ; 6 ; 761 ; 19 
 2732 ; 1 эскудо. Португалия ; 1951 ;  ; Cu-Ni ; VF- ; 8 ; 761 ; 21 
 2733 ; 1 эскудо. Португалия ; 1927 ;  ; Cu-Ni ; VF- ; 13 ; 761 ; 27 
 2734 ; 1 эскудо. Португалия ; 1928 ;  ; Cu-Ni ; VF- ; 18 ; 761 ; 31 
 2735 ; 100 эскудо. Португалия. Лиссабон Экспо 98 ; 1997 ;  ; Би/м ; AU ; 72 ; topotun ; 404 
 2736 ; 1000 эскудо. Португалия. Год международной океанической выставки ; 1998 ;  ; Ag ; AU ; 60 ; 761 ; 1036 
 2737 ; 1000 эскудо. Португалия. Тордесильясский договор ; 1994 ;  ; Ag ; AU ; 57 ; ЕВС ; 1030 
 2738 ; 1000 эскудо. Португалия ; 1997 ;  ; Ag ; AU ; 72 ; минёр ; 477 
 2739 ; 1000 эскудо. Португалия ; 1980 ;  ; Ag ; AU ; 80 ; valrus ; 555 
 2740 ; 50 сентаво. Португалия ; 1912 ;  ; Ag ; VF+ ; 50 ; 761 ; 453 
 2741 ; 20 эскудо. Мозамбик ; 1960 ;  ; Ag ; AU ; 39 ; 761 ; 413 
 2742 ; 10 сентаво. Португалия ; 1915 ;  ; Ag ; XF+ ; 14 ; zx123 ; 263 
 2743 ; 50 авос. Тимор ; 1951 ;  ; Ag ; AU ; 24 ; aleX13 ; 567 
 2744 ; 50 сентаво. Португалия ; 1916 ;  ; Ag ; AU ; 32 ; ЕВС ; 453 
 2745 ; 10 эскудо. Португалия. Битва при Орике ; 1928 ;  ; Ag ; XF+ ; 88 ; mara ; 1408 
 2746 ; 1 шиллинг. Австрия ; 1947 ;  ; Al ; VF+ ; 21 ; semen81 ; 53 
 2747 ; 100 эскудо. Португалия. 400 лет Антонио Приор де Крато ; 1995 ;  ; Cu-Ni ; AU ; 12 ; 1112111 ; 100 
 2748 ; 100 эскудо. Азорские острова. Региональное самоуправление ; 1986 ;  ; Cu-Ni ; AU ; 29 ; ВЕПРЬ ; 204 
 2749 ; 50 рейс. Португалия ; 1879 ;  ; Ag ; XF+ ; 36 ; 761 ; 601 
 2750 ; 5 эскудо. Сан-Томе и Принсипе ; 1939 ;  ; Ag ; VF ; 58 ; 761 ; 714 
 2751 ; 5 сентаво. Португалия ; 1924 ;  ; Br ; XF ; 9 ; 1112111 ; 180 
 2752 ; 4 сентаво. Португалия ; 1917 ;  ; Cu-Ni ; VF-XF ; 22 ; Doro ; 138 
 2753 ; 100 рейс. Португалия ; 1900 ;  ; Cu-Ni ; VF ; 3 ; 761 ; 104 
 2754 ; 2,5 евро. Португалия. Культурное наследие ; 2008 ;  ; Б/м ; AU ; 57 ; 1177 ; 317 
 2755 ; 20 сантимов. Франция ; 1850А ;  ; Ag ; AU ; 22 ; 761 ; 398 
 2756 ; 20 сентаво. Ангола ; 1948 ;  ; Br ; VF-XF ; 39 ; GEK71 ; 317 
 2757 ; 10 сентаво. Португальская Индия ; 1959 ;  ; Br ; VF ; 48 ; егор ; 459 
 2758 ; 1 патака. Макао ; 1975 ;  ; Cu-Ni ; AU ; 24 ; mirumir ; 181 
 2759 ; 10 авос. Макао ; 1952 ;  ; Br ; VF+ ; 57 ; егор ; 423 
 2760 ; 5 авос. Макао ; 1952 ;  ; Br ; XF- ; 62 ; егор ; 429 
 2761 ; 5 лева. Болгария ; 1885 ;  ; Ag ; VF-XF ; 51 ; taran1 ; 2025 
 2762 ; 1 лев. Болгария ; 1923 ;  ; Al ; AU ; 91 ; taran1 ; 2612 
 2663 ; 1/2 пенни. Южная Африка ; 1960 ;  ; Cu ; AU ; 29 ; dimitri ; 181 
 2664 ; 50 сентов. Мексика ; 1950 ;  ; Cu/Ni ; VF+ ; 23 ; zx123 ; 82 
 2665 ; 5 центов. Бельгия. На фламандском языке ; 1922 ;  ; Cu/Ni ; VF+ ; 59 ; semen81 ; 73 
 2666 ; 5 центов. Бельгия. На французском языке ; 1920 ;  ; Cu/Ni ; VF ; 15 ; spok2006 ; 50 
 2667 ; 1 цент. Родезия ; 1972 ;  ; Cu ; AU ; 26 ; semen81 ; 73 
 2668 ; 5 филсов. Йемен ; 1971 ;  ; Cu ; XF- ; 33 ; ВЕПРЬ ; 46 
 2669 ; 10 центов. Британская Малайя ; 1950 ;  ; Cu/Ni ; VF-XF ; 34 ; GBK ; 57 
 2670 ; 5 центов. Мальта ; 1976 ;  ; Cu/Ni ; XF- ; 21 ; GBK ; 36 
 2671 ; 10 сентаво. Доминиканская Республика ; 1973 ;  ; Cu/Ni ; VF+ ; 16 ; GBK ; 114 
 2672 ; 10 рупий. Маврикий ; 1997 ;  ; Cu/Ni ; XF- ; 33 ; Doro ; 39 
 2673 ; 20 рублей. Беларусь. Теннис. С сертификатом подлинности ; 2005 ;  ; Ag ; Proof ; 13 ; SAV ; 635 
 2674 ; 1 доллар (1 унция). США ; 1995 ;  ; Ag ; AU ; 33 ; Синоптик ; 1000 
 2675 ; 20 грошей. Польша ; 1991 ;  ; Cu/Ni ; VF+ ; 3 ; peza_64 ; 4 
 2676 ; 20 грошей. Польша ; 1968 ;  ; Al ; VF- ; 2 ; Shrrv ; 3 
 2677 ; 2 злотых. Польша ; 1981MW ;  ; Латунь ; VF-XF ; 22 ; Shrrv ; 22 
 2678 ; 1 цент. США ; 1941 ;  ; Br ; F-VF ; 11 ; peza_64 ; 17 
 2679 ; 1/12 шиллинга. Джерси ; 1947 ;  ; Cu ; F-VF ; 14 ; ez ; 125 
 2680 ; 10 сантимов. Франция ; 1864 ;  ; Cu ; F-VF ; 21 ; usan ; 114 
 2681 ; 1 крейцер. Австрия ; 1816О ;  ; Cu ; F+ ; 45 ; 001a001 ; 61 
 2682 ; 1 крейцер. Австрия ; 1816А ;  ; Cu ; F+ ; 40 ; usan ; 69 
 2683 ; 2 хеллера. Австрия ; 1912 ;  ; Br ; VF+ ; 10 ; semen81 ; 48 
 2684 ; 1 крейцер. Австрия ; 1863E ;  ; Cu ; F-VF ; 13 ; NFV ; 63 
 2685 ; 1/4 крейцера. Австрия ; 1816S ;  ; Cu ; VG ; 15 ; koga ; 26 
 2686 ; 1 крона. Австрия ; 1899 ;  ; Ag ; F-VF ; 61 ; usan ; 224 
 2687 ; 20 хеллеров. Австрия ; 1894 ;  ; Ni ; VF- ; 23 ; koga ; 24 
 2688 ; 10 хеллеров. Австрия ; 1894 ;  ; Ni ; VF- ; 7 ; semen81 ; 58 
 2689 ; 10 филлеров. Венгрия ; 1894 ;  ; Ni ; VF- ; 27 ; semen81 ; 46 
 2690 ; 10 хеллеров. Австрия ; 1915 ;  ; Cu-Ni-Zn ; VF ; 7 ; semen81 ; 46 
 2691 ; 1 злотый. Польша ; 1929 ;  ; Cu-Ni ; VF+ ; 19 ; semen81 ; 29 
 2692 ; 50 грошей. Польша ; 1923 ;  ; Ni ; VF+ ; 43 ; semen81 ; 53 
 2693 ; 10 грошей. Польша ; 1923 ;  ; Ni ; VF ; 14 ; peza_64 ; 15 
 2694 ; 5 пфеннигов. Германия ; 1900А ;  ; Cu-Ni ; VF ; 41 ; semen81 ; 50 
 2695 ; Монета. Персия. М-4,86г ; 1719 ;  ; Ag ; VF- ; 40 ; xoma ; 147 
 2696 ; 1 доллар. США. Морган ; 1881 ;  ; Ag ; VF ; 21 ; waffe_ss ; 1024 
 2697 ; 5 лит. Литва ; 1936 ;  ; Ag ; XF+ ; 20 ; av ; 793 
 2698 ; 10 шиллингов. Австрия ; 1958 ;  ; Ag ; XF- ; 9 ; Nirvanych ; 136 
 2699 ; 6 пенсов. Великобритания ; 1944 ;  ; Ag ; VF- ; 4 ; мамонт ; 67 
 2700 ; 6 пенсов. Великобритания ; 1937 ;  ; Ag ; VF ; 5 ; мамонт ; 69 
 2701 ; 3 пенса. Великобритания. Деформация ; 1916 ;  ; Ag ; F-VF ; 22 ; мамонт ; 43 
 2702 ; 3 пенса. Великобритания ; 1920 ;  ; Ag ; VF- ; 5 ; мамонт ; 59 
 2703 ; 3 пенса. Великобритания ; 1918 ;  ; Ag ; VF- ; 4 ; мамонт ; 57 
 2704 ; 3 пенса. Великобритания ; 1933 ;  ; Ag ; VF+ ; 42 ; semen81 ; 146 
 2705 ; 2 евро. ФРГ. 10 лет введения ЕВРО ; 2009A ;  ; Би/м ; AU ; 3 ; мамонт ; 184 
 2706 ; 2 евро. ФРГ. Саарленд ; 2009J ;  ; Би/м ; AU ; 26 ; 1177 ; 220 
 2707 ; 10 эскудо. Тимор ; 1970 ;  ; Cu-Ni ; AU ; 20 ; d-master ; 180 
 2708 ; 5 эскудо. Тимор ; 1970 ;  ; Cu-Ni ; AU ; 14 ; d-master ; 170 
 2709 ; 2,5 эскудо. Тимор ; 1970 ;  ; Cu-Ni ; AU ; 16 ; Mike! ; 108 
 2710 ; 1 эскудо. Тимор ; 1970 ;  ; Br ; AU ; 10 ; zx123 ; 149 
 2711 ; 50 сентаво. Тимор ; 1970 ;  ; Br ; AU ; 19 ; energetik ; 138 
 2712 ; 20 сентаво. Тимор ; 1970 ;  ; Br ; XF- ; 2 ; Mike! ; 83 
 2613 ; 1/2 динеро. Перу ; 1864 ;  ; Ag ; XF+ ; 3 ; Doro ; 131 
 2614 ; 20 чентезимо. Италия ; 1894 ;  ; Cu-Ni ; VF+ ; 30 ; Doro ; 102 
 2615 ; 25 бани. Румыния ; 1952 ;  ; Cu-Ni ; VF ; 21 ; NFV ; 98 
 2616 ; 10 бани. Румыния ; 1952 ;  ; Cu-Ni ; VF- ; 20 ; taran1 ; 108 
 2617 ; 1 доллар. Канада. Елизавета II ; 2009 ;  ; Ag ; AU ; 47 ; D-503 ; 793 
 2618 ; 10 драхм. Греция ; 1968 ;  ; Cu/Ni ; VF+ ; 42 ; himik-58 ; 41 
 2619 ; 1 пенни. Великобритания ; 1919 ;  ; Br ; VF ; 40 ; nikolay ; 46 
 2620 ; 1 пенни. Великобритания ; 1940 ;  ; Br ; VF+ ; 27 ; nikolay ; 25 
 2621 ; 1/2 пенни. Великобритания ; 1948 ;  ; Br ; VF+ ; 45 ; vc57 ; 77 
 2622 ; 10 йен. Япония ; XX в ;  ; Br ; XF ; 5 ; NFV ; 23 
 2623 ; 5 фен. Китай ; 1976 ;  ; Al ; AU ; 23 ; t2029 ; 23 
 2624 ; 1 доллар (юань). Китай ; 1960-1980 ;  ; Cu/Ni/Zn ; VF-XF ; 28 ; vc57 ; 24 
 2625 ; 50 центов. Китай ; 1967-1981 ;  ; Латунь ; AU ; 27 ; vc57 ; 24 
 2626 ; 50 филсов (1/2 драхмы). Иордания ; 1968-1977 ;  ; Cu/Ni ; VF ; 21 ; Dom Perignon ; 23 
 2627 ; 1/10 бальбоа. Панама ; 1970 ;  ; Cu/Ni ; VF-XF ; 18 ; NFV ; 41 
 2628 ; 50 сантимов. Испания ; 1949 ;  ; Cu/Ni ; VF+ ; 28 ; vc57 ; 71 
 2629 ; 1/2 динара. Тунис ; 1983 ;  ; Cu/Ni ; VF-XF ; 16 ; peza_64 ; 20 
 2630 ; 20 злотых. Польша. Марсель Новотко ; 1976 ;  ; Cu/Ni ; VF ; 7 ; semen81 ; 23 
 2631 ; 1 бани. Румыния ; 1952 ;  ; Cu-Ni-Zn ; VF+ ; 21 ; vc57 ; 153 
 2632 ; 2 пфеннига. Германия ; 1876Е ;  ; Cu ; F-VF ; 16 ; SAV ; 17 
 2633 ; 2 гроша. Польша ; 1938 ;  ; Br ; VF+ ; 40 ; MDV ; 159 
 2634 ; 2 гроша. Польша ; 1937 ;  ; Br ; VF-XF ; 32 ; MDV ; 151 
 2635 ; 50 франков. Бельгия ; 1939 ;  ; Ag ; XF+ ; 53 ; Tilla ; 467 
 2636 ; 50 франков. Бельгия ; 1948 ;  ; Ag ; XF+ ; 32 ; dimon-2007 ; 261 
 2637 ; 1 франк. Бельгия ; 1909 ;  ; Ag ; VF+ ; 9 ; Doro ; 139 
 2638 ; 1/2 пенни. Токен. Великобритания. Ланкастер ; 1792 ;  ; Cu ; VF- ; 102 ; абдальмасбах ; 527 
 2639 ; 20 драхм. Греция ; 1960 ;  ; Ag ; VF+ ; 50 ; dimon-2007 ; 227 
 2640 ; 20 франков. Бельгия ; 1949 ;  ; Ag ; VF ; 17 ; jef688 ; 151 
 2641 ; 2 пиастра. Египет ; 1937 ;  ; Ag ; XF+ ; 71 ; himik-58 ; 302 
 2642 ; 2,5 эскудо. Португалия ; 1943 ;  ; Ag ; VF ; 15 ; Doro ; 175 
 2643 ; 1 шо. Тибет ; 20 век ;  ; Cu ; VF+ ; 20 ; mara ; 512 
 2644 ; 5 шо. Тибет ; 20 век ;  ; Cu ; VF+ ; 31 ; mara ; 567 
 2645 ; Монета восток ; 2003 ;  ; Ж/м ; AU ; 17 ; Dom Perignon ; 20 
 2646 ; 2 евроцента. Ирландия ; 2002 ;  ; Cu/St ; AU ; 19 ; avk ; 40 
 2647 ; 1 песета. Испания ; 2001 ;  ; Al ; AU ; 12 ; asru ; 12 
 2648 ; 10 евроцентов. Франция ; 2000 ;  ; Латунь ; AU ; 16 ; мамонт ; 16 
 2649 ; 1 бат. Тайланд ; 20 век ;  ; Cu-Ni ; AU ; 15 ; jef688 ; 23 
 2650 ; Монета восток ; 20 век ;  ; Ж/м ; AU ; 23 ; ВЕПРЬ ; 20 
 2651 ; 1 евроцент. Франция ; 2000 ;  ; Cu/St ; XF+ ; 5 ; мамонт ; 5 
 2652 ; 1 рупия. Пакистан ; 1981 ;  ; Cu-Ni ; VF ; 10 ; NFV ; 36 
 2653 ; 25 пенни. Финляндия ; 1921Н ;  ; Cu/Ni ; XF ; 5 ; SAV ; 14 
 2654 ; 10 пенни. Финляндия ; 1937 ;  ; Cu ; XF+ ; 23 ; aleX13 ; 51 
 2655 ; 10 пенни. Финляндия ; 1934 ;  ; Cu ; VF-XF ; 14 ; мамонт ; 25 
 2656 ; 10 пфеннигов. Германия ; 1913А ;  ; Cu/Ni ; VF ; 21 ; aleX13 ; 21 
 2657 ; 2 пфеннига. Германия ; 1913А ;  ; Cu ; VF ; 30 ; AIK60 ; 46 
 2658 ; 1 пфенниг. Германия ; 1913А ;  ; Cu ; VF ; 19 ; SAV ; 20 
 2659 ; 1 пфенниг. ФРГ. Федеральная Республика ; 1979J ;  ; Cu в St ; XF+ ; 14 ; solder13 ; 26 
