 3607 ; Бона иностранная ;  ;  ;  ;  ; 25 ; tigris ; 71 
 2689 ; Лот монет Иордании: 6шт ; 20 век ;  ; Cu-Ni, ж/м ; F+/VF- ; 15 ; ask ; 110 
 2690 ; Лот монет Канады: 8шт ; 1967-1980 ;  ; ж/м ; VF-/VF+ ; 11 ; Filin77 ; 27 
 2691 ; Лот монет Дании: 13шт ; 1948-1982 ;  ; Cu-Ni ; VF/VF+ ; 19 ; fokin ; 57 
 2692 ; Лот иностранных монет: 3шт ; 20 век ;  ; Cu-Ni ; F+/F-VF ; 29 ; vb96 ; 106 
 2693 ; Лот иностранных монет: 3шт ; 20 век ;  ; Cu-Ni, ж/м ; VF-/VF ; 17 ; ask ; 38 
 2694 ; Лот иностранных монет : 4шт ; 20 век ;  ; Cu-Ni ; F+/VF- ; 14 ; alskr ; 33 
 2695 ; Лот монет Великобритании: 6шт ; 1904-1910 ;  ; Br ; F/F+ ; 33 ; Al0851 ; 59 
 2696 ; Лот иностранных монет : 2шт ; 20 век ;  ; Cu-Ni, ж/м ; F+/F-VF ; 8 ; sparrow ; 23 
 2697 ; Лот монет Германии: 6шт ; 1952-1980 ;  ; Al ; VF-/VF ; 6 ; aleks.kss ; 59 
 2698 ; Лот монет Великобритании: 10шт ; 1938-1947 ;  ; Br, Al/Br ; VF-/VF+ ; 28 ; zx123 ; 73 
 2699 ; Лот монет Швеции: 10шт ; 1928-1962 ;  ; ж/м ; VF-/VF+ ; 51 ; breizh ; 153 
 2700 ; Лот монет Израиля: 6шт ; 20 век ;  ; Cu-Ni, Al ; VF-/VF ; 16 ; dimon masskva ; 101 
 2701 ; Лот монет Турции: 6шт ; 1957-1995 ;  ; Cu-Ni, ж/м ; F-VF/VF+ ; 31 ; vc57 ; 62 
 2702 ; Лот монет Югославии: 10шт ; 1925-1994 ;  ; Cu-Ni, Al ; F+/VF ; 20 ; alskr ; 69 
 2703 ; Лот монет Великобритании: 12шт ; 1954-1988 ;  ; Al/Br, Br ; VF-/VF+ ; 52 ; Al0851 ; 89 
 2704 ; Лот монет Швеции: 11шт ; 1942-1950 ;  ; Fe ; F-VF/VF- ; 16 ; dsp ; 104 
 2705 ; Лот монет Швеции: 13шт ; 1939-1981 ;  ; ж/м ; VF-/VF ; 19 ; breizh ; 144 
 2706 ; Лот монет Великобритании: 10шт ; 1918-1936 ;  ; Br ; F+/F-VF ; 44 ; Ramzess ; 110 
 3331 ; 3 копейки. Квартблок ; 1915 ; Деньги-марки ;  ;  ; 52 ; Bagrin ; 316 
 3332 ; 10 копеек. Квартблок ; 1915 ; Деньги-марки ;  ;  ; 36 ; gelo ; 183 
 3333 ; 15 копеек. Квартблок ; 1915 ; Деньги-марки ;  ;  ; 57 ; Sani ; 181 
 3334 ; 20 копеек. Квартблок ; 1915 ; Деньги-марки ;  ;  ; 51 ; mirmirmir ; 306 
 3335 ; 10 франков ; 1944 ;  ;  ;  ; 49 ; lesnik1 ; 259 
 3336 ; 5 франков ; 1944 ;  ;  ;  ; 40 ; dimon-2007 ; 229 
 3337 ; 5 марок ; 1944 ;  ;  ;  ; 24 ; слива ; 79 
 3338 ; 1 марка ; 1944 ;  ;  ;  ; 16 ; murew ; 102 
 3339 ; 1 копейка ; 1976 ;  ;  ;  ; 31 ; lvd ; 120 
 3340 ; 50 копеек ;  ;  ;  ;  ; 73 ; sher60 ; 112 
 3341 ; 50 копеек. Екатеринодар ;  ;  ;  ;  ; 13 ; mirmirmir ; 204 
 3342 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 12 ; 990099 ; 23 
 3343 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 20 ; aleks.kss ; 30 
 3344 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 15 ; 990099 ; 22 
 3345 ; 10 марок ; 1944 ;  ;  ;  ; 13 ; слива ; 65 
 3346 ; 100 рублей ; 1961 ;  ;  ;  ; 18 ; sina ; 226 
 3347 ; 50 рублей ; 1961 ; билет ;  ;  ; 27 ; sasha14 ; 125 
 3348 ; 50 рублей ; 1991 ; билет ;  ;  ; 16 ; 990099 ; 26 
 3349 ; 50 рублей ; 1991 ; билет ;  ;  ; 13 ; aluar ; 37 
 3350 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 31 ; sasha14 ; 53 
 3351 ; 500 рублей ; 1992 ; билет ;  ;  ; 24 ; Blagorodie ; 134 
 3352 ; 500 рублей ; 1992 ; билет ;  ;  ; 49 ; Blagorodie ; 108 
 3353 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 61 ; Blagorodie ; 726 
 3354 ; 100000 рублей ; 1995 ; банкнота ;  ;  ; 165 ; fanil ; 911 
 3355 ; 1000 рублей ; 1993 ; банкнота ;  ;  ; 29 ; aluar ; 30 
 3356 ; 1000 рублей ; 1993 ; банкнота ;  ;  ; 12 ; Rober ; 28 
 2633 ; Лот монет Португалии: 7шт ; 1879-1973 ;  ; Cu-Ni, ж/м ; F+/VF+ ; 16 ; MC17 ; 61 
 2634 ; Лот монет Польши: 10шт ; 1949-2000 ;  ; Cu-Ni, Al, ; F/F-VF ; 27 ; Kloun77 ; 43 
 2635 ; Лот монет Тринидад и Тобаго: 4шт ; 1966, 1967, 1972 ;  ; Cu-Ni, ж/м ; VF-/VF ; 10 ; vc57 ; 63 
 2636 ; Лот монет Чехословакии: 8шт ; 1953-1995 ;  ; Cu-Ni, Al, ; VF-/VF ; 17 ; vasil47 ; 57 
 2637 ; Лот монет Дании: 13шт ; 1934-1960 ;  ; Cu-Ni, Al, ; F/VF ; 17 ; zx123 ; 79 
 2638 ; Лот иностранных монет: 7шт ; 20 век ;  ; Cu-Ni, Al, ; F-VF/VF+ ; 19 ; sparrow ; 49 
 2639 ; Лот монет Греции: 5шт ; 1966-1971 ;  ; Cu-Ni ; VF-/VF+ ; 31 ; palonen ; 58 
 2640 ; Лот монет Турции: 6шт ; 1961-1998 ;  ; Cu-Ni, St, ; VF/VF-XF ; 18 ; Sterh ; 29 
 2641 ; Лот монет США: 10шт ; 1952-1965 ;  ; Cu-Zn ; VF-/VF ; 39 ; Anton72 ; 40 
 2642 ; Лот монет США: 14шт ; 1969-2000 ;  ; Cu-Zn ; VF/AU ; 64 ; жора ; 79 
 2643 ; Лот монет Бельгии: 5шт ; 1987?-1944 ;  ; Zn, Br ; F/F+ ; 20 ; DVZ ; 65 
 2644 ; Лот монет Франции: 8шт ; 1964-1989 ;  ; Cu-Ni,би/м ; VF/XF ; 49 ; palonen ; 65 
 2645 ; Лот монет Финляндии: 7шт ; 1936-1964 ;  ; Cu-Ni, ж/м ; F+/VF ; 5 ; palonen ; 63 
 2646 ; Лот монет Тайланда: 7шт ; 20 век ;  ; Cu-Ni, ж/м ; F+/VF ; 5 ; Filin77 ; 22 
 2647 ; Лот монет Мексики: 6шт ; 1944-1979 ;  ; Cu-Ni, ж/м ; F-VF/VF ; 25 ; alskr ; 83 
 2648 ; Лот монет Гамбии: 5шт ; 1971, 1987 ;  ; Cu-Ni, ж/м ; VF-/VF ; 29 ; ask ; 124 
 2649 ; Лот монет Великобритании: 6шт ; 1861-1901 ;  ; Br ; F/F+ ; 31 ; 161rus ; 255 
 2650 ; Лот иностранных монет: 5шт ; 20 век ;  ; Cu-Ni, Al ; VF-/VF+ ; 9 ; Kiracoins ; 26 
 2651 ; Лот монет Греции: 5шт ; 1973 ;  ; Cu-Ni, ж/м ; VF-/VF+ ; 13 ; zx123 ; 66 
 2652 ; Лот монет Нидерландов: 10шт ; 1950-1988 ;  ; Cu-Ni, ж/м ; VF/VF-XF ; 11 ; Koresh ; 43 
 2653 ; Лот монет Бельгии: 9шт ; 1959-1990 ;  ; Cu-Ni, ж/м ; VF/XF ; 12 ; sparrow ; 62 
 2654 ; Лот монет Франции: 6шт ; 1912-1952 ;  ; Cu-Ni, ж/м ; F-VF/VF- ; 12 ; zx123 ; 69 
 2655 ; Лот монет Греции: 5шт ; 1988-1992 ;  ; ж/м ; VF/XF- ; 11 ; 2372 ; 44 
 2656 ; Лот монет Ливана: 4шт ; 1952-1969 ;  ; Cu-Ni, ж/м ; VF-/VF ; 41 ; vb96 ; 165 
 2657 ; Лот монет Китая: 5шт ; 20 век ;  ; Al, ж/м ; VF/VF-XF ; 35 ; Koresh ; 36 
 2658 ; Лот монет США: 9шт ; 1926-1947 ;  ; Cu-Ni, ж/м ; F/F-VF ; 22 ; sparrow ; 85 
 2659 ; Лот монет Югославии: 8шт ; 1963-1993 ;  ; ж/м ; VF+/XF ; 13 ; Kiracoins ; 37 
 2660 ; Лот монет Швеции: 14шт ; 1936-1961 ;  ; Cu ; VF-/VF+ ; 15 ; breizh ; 93 
 2661 ; Лот монет Индии и Украины: 8шт ; 1966-1994 ;  ; Cu-Ni, Al, ; VF-/XF ; 18 ; zx123 ; 20 
 2662 ; Лот монет Пакистана: 3шт ; 1962, 1971, 1974 ;  ; Cu-Ni ; VF-/VF+ ; 24 ; zx123 ; 78 
 2663 ; Лот монет Германии: 9шт ; 20 век ;  ; Cu-Ni, Al, ; F/F+ ; 7 ; Kiracoins ; 33 
 2664 ; Лот монет Греции: 6шт ; 1954-1962 ;  ; Cu-Ni, Al ; F+/VF- ; 5 ; MC17 ; 59 
 2665 ; Лот монет Барбадоса: 5шт ; 1973 ;  ; Cu-Ni, ж/м ; VF-/VF-XF ; 9 ; МАВ21 ; 116 
 2666 ; Лот монет Дании: 9шт ; 1963-1983 ;  ; ж/м ; VF-/VF ; 15 ; Kurkul ; 54 
 2667 ; Лот монет Исландии: 7шт ; 1946-1981 ;  ; Cu-Ni, ж/м ; VF/VF-XF ; 17 ; zx123 ; 79 
 2668 ; Лот монет Италии: 6шт ; 1952-1978 ;  ; Al, ж/м ; F+/VF- ; 7 ; palonen ; 56 
 2669 ; Лот монет Норвегии: 14шт ; 1954-1979 ;  ; Cu-Ni, ж/м ; VF-/VF+ ; 11 ; zx123 ; 87 
 2670 ; Лот монет Испании: 10шт ; 1940-1994 ;  ; Cu-Ni, Al, ; VF/VF-XF ; 9 ; E.C. ; 87 
 2671 ; Лот монет Филиппин: 3шт ; 1985, 1990, 1996 ;  ; Cu-Ni ; VF-/VF ; 11 ; sasa1369 ; 38 
 2672 ; Лот монет Болгарии: 11шт ; 1962-2000 ;  ; Cu-Ni, ж/м ; VF+/XF ; 9 ; Kiracoins ; 25 
 2673 ; Лот монет Италии: 5шт ; 19-20 в. ;  ; ж/м ; F+/F-VF ; 33 ; MC17 ; 72 
 2674 ; Лот монет Кении: 3шт ; 1968-1971 ;  ; Cu-Ni, ж/м ; F-VF/VF- ; 12 ; sparrow ; 55 
 2675 ; Лот монет Болгарии: 7шт ; 1962-2000 ;  ; Cu-Ni, ж/м ; VF-/VF ; 17 ; Lobster76 ; 38 
 2676 ; Лот монет Финляндии: 15шт ; 1963-1980 ;  ; Cu-Ni, Al, ; VF-/XF- ; 23 ; alex995 ; 53 
 2677 ; Лот монет Кипра: 4шт ; 1971-1985 ;  ; Cu-Ni, ж/м ; VF/VF+ ; 26 ; sparrow ; 59 
 2678 ; Лот монет Австрии: 6шт ; 1946-1989 ;  ; Zn, Al, ж/ ; F/VF- ; 7 ; дед морос ; 71 
 2679 ; Лот монет Швеции: 15шт ; 1942-1950 ;  ; Fe ; VF-/VF ; 25 ; breizh ; 129 
 2680 ; Лот монет Индонезии: 4шт ; 1971-1994 ;  ; Cu-Ni, ж/м ; VF-/VF ; 13 ; Koresh ; 42 
 2681 ; Лот монет Венгрии: 7шт ; 1947-1997 ;  ; Cu-Ni, Al, ; VF-/VF ; 17 ; pius ; 82 
 2682 ; Лот монет Австралии: 4шт ; 1967-2000 ;  ; Cu-Ni ; VF-/VF+ ; 26 ; alskr ; 49 
 2583 ; Лот монет Турции: 6шт ; 1985-1999 ;  ; Cu-NI-Zn,A ; VF/XF- ; 14 ; sparrow ; 33 
 2584 ; Лот монет Турции: 5шт ; 1984-1999 ;  ; Cu-NI-Zn,A ; VF-/XF ; 14 ; zx123 ; 33 
 2585 ; Лот монет Германии: 3шт ; 1916,1918,1942 ;  ; Zn,Fe ; F/F+ ; 10 ; 1000000 ; 40 
 2586 ; Лот монет Венгрии: 6шт ; 1969-2007 ;  ; Cu-Ni,Al,Л ; VF/XF ; 6 ; alex995 ; 32 
 2587 ; Лот монет Финляндии: 3шт ; 1963,1964,1969 ;  ; Al,Cu ; VF/VF-XF ; 2 ; 1000000 ; 43 
 2588 ; Лот монет Великобритании: 3шт ; 2002,2003,2004 ;  ; Cu-Ni ; VF+/XF+ ; 5 ; 1822 ; 39 
 2589 ; Лот монет Великобритании: 6шт ; 1975-2007 ;  ; Br ; VF/XF ; 12 ; Рыба ; 43 
 2590 ; Лот монет Австралии и Великобритании: 5 новых пенсов, 5 центов (2шт) ; 1968,1970 ;  ; Cu-Ni ; VF/VF+ ; 15 ; Poiuyt ; 24 
 2591 ; Лот монет Великобритании: 3 пенса, фартинг (4шт) ; 1942-1944 ;  ; Ag,Ni-Лат, ; F-VF/VF ; 23 ; sparrow ; 77 
 2592 ; Лот монет Великобритании: 1,1/2 пенни (3шт) ; 1912,1917,1929 ;  ; Br ; F+/F-VF ; 20 ; Dom Perignon ; 39 
 2593 ; Лот монет Великобритании: 3 пенса (3шт) ; 1960,1965,1967 ;  ; Ni-Латунь ; VF+/XF ; 23 ; alex995 ; 32 
 2594 ; Лот монет Великобритании: 1 шиллинг, 20,6 пенсов (4шт) ; 1961-1996 ;  ; Cu-Ni ; XF-/XF+ ; 14 ; 1822 ; 56 
 2595 ; Лот монет Великобритании: 1 пенни (2шт) ; 1964,1966 ;  ; Br ; VF+/XF ; 29 ; Рыба ; 37 
 2596 ; Лот монет Казахстана: 20 тенге (2шт) ; 1993,1995 ;  ; Cu-Ni ; XF-/XF+ ; 23 ; zsv ; 67 
 2597 ; Лот монет Восточных Карибских Штатов: 5,2,1 цент (4шт) ; 1998-2008 ;  ; Al ; VF+/XF ; 13 ; ask ; 54 
 2598 ; Лот монет Канады: 1 цент (10шт) ; 1958-2001 ;  ; Br ; VF-/VF-XF ; 5 ; alex995 ; 33 
 2599 ; Лот монет Германии: 50,10,5,2,1 евроцентов (5шт) ; 2002D,F ;  ; Cu/St,лат ; VF+/XF ; 9 ; alex995 ; 36 
 2600 ; Лот монет Мексики: 3шт ; 1906,1944,1986 ;  ; Br,St ; VF-/VF ; 47 ; ask ; 113 
 2601 ; Лот монет Швейцарии: 4шт ; 1968-1990 ;  ; Cu-Ni,Br ; VF/XF ; 18 ; torpeda ; 78 
 2602 ; Лот монет Бельгии: 6шт ; 1958-1996 ;  ; Cu-Ni ; VF/XF+ ; 18 ; kroxa ; 22 
 2603 ; Лот монет Норвегии и Швеции: 7шт ; 1950-1997 ;  ; Cu-Ni ; VF/XF ; 26 ; zx123 ; 57 
 2604 ; Лот иностранных монет: Уругвай,Куба, Чехословакия, Ангола (4шт) ; 1965-1980 ;  ; Cu-Ni,Al ; F+/VF ; 21 ; zx123 ; 40 
 2605 ; Лот монет Италии: 2шт ; 1949,1954 ;  ; Al ; VF- ; 24 ; vc57 ; 139 
 2606 ; Лот монет ГДР: 4шт ; 1950,1968 ;  ; Al ; VF-/VF ; 27 ; xct ; 34 
 2607 ; Лот иностранных монет: Литва, Латвия, Украина (4шт) ; 1991,1992 ;  ; Al,Br ; VF/AU ; 7 ; xct ; 14 
 2608 ; Лот монет Финляндии: 9шт ; 1924-1994 ;  ; Fe,Cu,Al/B ; F+/VF- ; 47 ; zx123 ; 55 
 2609 ; Лот монет Болгарии: 6шт ; 1925-1974 ;  ; Cu-Ni,Лат ; F-VF/VF ; 42 ; alex995 ; 53 
 2610 ; Лот монет Дании: 6шт ; 1956-1972 ;  ; Zn,Cu-Ni,B ; VF/XF ; 5 ; zx123 ; 38 
 2611 ; Лот монет Испании: 5шт ; 1957-1966 ;  ; Cu-Ni,Al/B ; VF/XF ; 42 ; E.C. ; 82 
 2612 ; Лот монет Тайланда: 7шт ; 20 век ;  ; Cu-Ni,Br ; VF-/VF-XF ; 5 ; sparrow ; 57 
 2613 ; Лот монет США: 9шт ; 1967-1985 ;  ; Cu-Ni ; VF+/XF ; 8 ; alex995 ; 28 
 2614 ; Лот монет США: 9шт ; 1991-2006 ;  ; Cu-Ni ; VF+/XF ; 6 ; alex995 ; 26 
 2615 ; Лот монет США: 12шт ; 1962-2002 ;  ; Cu-Ni ; VF-/VF+ ; 10 ; alex995 ; 30 
 2616 ; Лот монет Швеции: 5шт ; 2000-2008 ;  ; Br ; AU ; 6 ; breizh ; 102 
 2617 ; Лот монет Швеции: 7шт ; 1956-1970 ;  ; Br ; VF/VF+ ; 4 ; Gari 77 ; 55 
 2618 ; Лот монет Нидерландов: 4шт ; 1914,1917,1920,1926 ;  ; Br ; F+/VF- ; 19 ; zx123 ; 57 
 2619 ; Лот монет Нидерландов: 5шт ; 1904, 1941, 1942 ;  ; Cu-Ni, Zn ; F+/F-VF ; 19 ; zx123 ; 49 
 2620 ; Лот монет Франции: 5шт ; 1942-1948 ;  ; Al ; F+/F-VF ; 7 ; alex995 ; 33 
 2621 ; Лот монет Кипра: 8шт ; 1957-1985 ;  ; Cu-Ni, Al, ; VF-/VF ; 11 ; palonen ; 84 
 2622 ; Лот монет Цейлона: 5шт ; 1951-1991 ;  ; Cu-Ni, ж/м ; VF/VF+ ; 40 ; Опятор ; 90 
 2623 ; Лот монет Румынии: 5шт ; 1952, 1960, 1962 ;  ; Cu-Ni, ж/м ; VF/VF+ ; 14 ; sportmini ; 69 
 2624 ; Лот монет Мальты: 4шт ; 1972 ;  ; Cu-Ni, Al, ; F+/VF+ ; 25 ; ask ; 81 
 2625 ; Лот монет Греции: 6шт ; 1976-1994 ;  ; Cu-Ni, ж/м ; VF-/VF+ ; 32 ; sparrow ; 59 
 2626 ; Лот монет Португалии: 8шт ; 1982-1990 ;  ; Cu-Ni, би/ ; VF+/XF ; 35 ; sparrow ; 85 
 2627 ; Лот монет Польши: 6шт ; 1976-1987 ;  ; Cu-Ni, ж/м ; VF/XF ; 23 ; huvud ; 44 
 2628 ; Лот монет Норвегии: 16шт ; 1954-1990 ;  ; Cu-Ni ; VF/VF+ ; 13 ; Рыба ; 85 
 2629 ; Лот иностранных монет: 5шт ; 20 век ;  ; Cu-Ni, Al, ; F+/F-VF ; 7 ; alskr ; 30 
 2630 ; Лот монет Чили: 4шт ; 1964-1999 ;  ; ж/м ; VF/VF+ ; 26 ; kergudu ; 48 
 2631 ; Лот монет Бразилии: 3шт ; 1967, 1970 ;  ; Cu-Ni ; VF-/VF+ ; 16 ; MC17 ; 42 
 2632 ; Лот монет Австралии: 6шт ; 1967-2000 ;  ; Cu-Ni, ж/м ; VF-/VF-XF ; 5 ; Kiracoins ; 46 
 2533 ; 5 центов. Восточная Африка ; 1956 ;  ; Br ; VF+ ; 20 ; zx123 ; 31 
 2534 ; 1 шиллинг. Британская Нигерия ; 1961 ;  ; Cu-Ni ; VF ; 15 ; _1111_ ; 32 
 2535 ; 20 центов. Малайя ; 1950 ;  ; Cu-Ni ; XF ; 30 ; cash ; 45 
 2536 ; 10 центов. Малайя и Британское Борнео ; 1961 ;  ; Cu-Ni ; VF+ ; 11 ; _1111_ ; 28 
 2537 ; 5 центов. Малайя и Британское Борнео ; 1958 ;  ; Cu-Ni ; VF-XF ; 16 ; zx123 ; 31 
 2538 ; 1 пенни. Южная Африка ; 1935 ;  ; Br ; VF+ ; 37 ; Ramzess ; 107 
 2539 ; 1 пенни. Южная Африка ; 1936 ;  ; Br ; VF- ; 4 ; AMZYA ; 100 
 2540 ; 1 пенни. Южная Африка ; 1942 ;  ; Br ; VF ; 42 ; Ramzess ; 77 
 2541 ; 1 пенни. Южная Африка ; 1952 ;  ; Br ; VF-XF ; 21 ; zx123 ; 37 
 2542 ; 10 центов. Восточная Африка ; 1939 ;  ; Br ; VF ; 31 ; zx123 ; 48 
 2543 ; 10 центов. Восточная Африка ; 1956 ;  ; Br ; VF ; 29 ; zx123 ; 57 
 2544 ; 1 пенни. Австралия ; 1950 ;  ; Br ; VF ; 10 ; nik23455 ; 32 
 2545 ; 10 сентимов. Коста Рика ; 1958 ;  ; St ; AU ; 19 ; Буратино ; 30 
 2546 ; 1/10 пенни. Британская Западная Африка ; 1950 ;  ; Cu-Ni ; AU ; 55 ; alskr ; 65 
 2547 ; 1 крона. Чехославакия ; 1922 ;  ; Cu-Ni ; VF-XF ; 14 ; Al0851 ; 30 
 2548 ; 1/2 цента. Южная Африка ; 1962 ;  ; Латунь ; AU ; 24 ; sparrow ; 41 
 2549 ; 1 крона. Швеция ; 1946TS ;  ; Ag ; AU ; 13 ; nik23455 ; 184 
 2550 ; 200 марок. Финляндия ; 1956H ;  ; Ag ; XF+ ; 40 ; Рыба ; 300 
 2551 ; 200 марок. Финляндия ; 1957H ;  ; Ag ; XF+ ; 29 ; sveta6369 ; 252 
 2552 ; 100 марок. Финляндия ; 1956H ;  ; Ag ; XF+ ; 36 ; kergudu ; 221 
 2553 ; 10 долларов. Соломоновы острова. Олимпиада 1992г. С сертификатом ; 1992 ;  ; Ag ; Proof ; 34 ; кошак ; 1200 
 2554 ; 2000 песет. Испания. XXV Олимпиада в Барселоне. Факел. В подарочной коробке с сертификатом ; 1991 ;  ; Ag ; Proof ; 3 ; LEXAI ; 1041 
 2555 ; Набор монет Вьетнама (1 монета из набора отсутствует): 22шт ; 1788-92 - 1963 ;  ; Br,Al,Ni ; F/VF- ; 103 ; alskr ; 1309 
 2556 ; Набор монет США (Штаты): 1/4 доллара (5шт). В пластиковой упаковке, с сертификатом ; 2004D ;  ; Cu-Ni ; Unc ; 68 ; Sky2 ; 239 
 2557 ; Набор монет США (Штаты): 1/4 доллара (5шт). В пластиковой упаковке, с сертификатом ; 2003D ;  ; Cu-Ni ; Unc ; 3 ; bolik ; 329 
 2558 ; Набор монет Макау: 5шт ; 1993-1998 ;  ; Cu-Ni,Лату ; XF/AU ; 36 ; Sky2 ; 146 
 2559 ; Набор монет США в пластиковых упаковках (Серии: Президенты, Штаты, и Линкольн, Джефферсон, Рузвельт, Кеннеди, Сакагавеа): 1 доллар, 1/4 доллара, 1/2 доллара, 1 дайм, 5,1 центов (14шт) ; 2007S ;  ; Cu-Ni,Cu-Z ; Proof ; 50 ; alskr ; 1461 
 2560 ; Монетовидный жетон. 20 евро. Лихтенштейн. С сертификатом ; 1996 ;  ; Ag925 ; Proof ; 52 ; logotype ; 1122 
 2561 ; Лот иностранных монет: Франция, Бельгия, Великобритания, Нидерланды, Стрейтс-Сетлментс, Ирландия, Люксембург (19шт) ; 1861-1976 ;  ; Ag,Br,Cu-N ; VF-/XF- ; 90 ; sikachai ; 414 
 2562 ; Лот монет ФРГ: 50 пфеннигов (10шт) ; 1949-1968 ;  ; Cu-Ni ; VF+/XF ; 55 ; fokin ; 126 
 2563 ; Лот иностранных монет: Ирландия, Великобритания, Малайя и Британское Борнео, Франция, Австарлия, Австрия, Бельгия, Люксембург, Италия (20шт) ; 1896?-1969 ;  ; Ag,Br,Cu-N ; F-VF/XF ; 42 ; zx123 ; 263 
 2564 ; Лот иностранных монет: Ирландия, Великобритания, Италия, Франция, Южная Африка, Австралия, Стрейтс-Сетлментс, Болгария + медаль (20шт). На медали отверстие ; 1895-1971 ;  ; Ag,Br,Cu-N ; F+/XF- ; 42 ; zx123 ; 269 
 2565 ; Лот монет Грузии: 3шт ; 1993 ;  ; St ; AU ; 38 ; Slava O ; 95 
 2566 ; Лот монет Канады: 25,10,5,1 центов (9шт) ; 1961-2008 ;  ; Br,Cu-Ni ; VF/AU ; 21 ; sparrow ; 69 
 2567 ; Лот монет Великобритании: 2 пенса (4шт) ; 1997,2000 ;  ; Br ; XF/AU ; 9 ; SANGOLD1 ; 21 
 2568 ; Лот монет Франции: 1/2 франка, 50,20,10,5,1 сантимов (7шт) ; 1963-1976 ;  ; Br, Al, ни ; VF/AU ; 11 ; В1951 ; 83 
 2569 ; Лот монет Испании: 100, 25,5,1 песет (7шт) ; 1975-1996 ;  ; Br, никели ; F-VF/AU ; 20 ; E.C. ; 51 
 2570 ; Лот монет Нидерландов: 1 гульден, 25,10,5,1 цент (5шт) ; 1955-1973 ;  ; Br, никели ; VF-/VF-XF ; 32 ; nik23455 ; 57 
 2571 ; Лот монет Афганистана и Ирана (3шт) ; 1953-1973 ;  ; St/Ni,Cu/N ; VF-/VF+ ; 12 ; kaa123 ; 46 
