 5894 ; Бона иностранная ;  ;  ;  ;  ; 3 ; OlegFox ; 21 
 5049 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 4 ; вулканолог ; 51 
 5050 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 19 ; xladon ; 157 
 5051 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 33 ; КОТ13 ; 101 
 5052 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 29 ; dr.pas ; 201 
 5053 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 36 ; dr.pas ; 254 
 5054 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 33 ; Johnny Walker ; 302 
 5055 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 33 ; газета ; 216 
 5056 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 30 ; Elephant ; 203 
 5057 ; 100 рублей. Сцепка 3 шт ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ; AU ; 32 ; Алексей Викторович ; 1381 
 5058 ; 3 копейки ; 1915 ; Деньги-марки ;  ; AU ; 5 ; messerer ; 100 
 5059 ; 10 копеек ; 1915 ; Деньги-марки ;  ; AU ; 5 ; messerer ; 100 
 5060 ; 15 копеек ; 1915 ; Деньги-марки ;  ; AU ; 5 ; messerer ; 100 
 5061 ; 300 рублей ; 1923 ;  ;  ; AU ; 19 ; messerer ; 375 
 5062 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ; AU ; 3 ; 333985 ; 128 
 5063 ; 1 рубль ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ; AU ; 19 ; Алексей Викторович ; 1205 
 5064 ; 10 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ; AU ; 8 ; газета ; 975 
 5065 ; 50 копеек. Юденич ; 1919 ;  ;  ; AU ; 23 ; Sky2 ; 906 
 5066 ; 100 рублей ; 1997 (2004) ; банкнота ;  ; AU ; 12 ; volvoinblood ; 120 
 5067 ; 10 рублей ; 1997 (2001) ; банкнота ;  ; AU ; 31 ; natali73 ; 334 
 5068 ; 2 доллара США ; 2003 ;  ;  ; AU ; 17 ; gigajohn ; 101 
 5069 ; 2 доллара США ; 2003 ;  ;  ; AU ; 22 ; Indys ; 101 
 5070 ; 2 доллара США ; 2003 ;  ;  ; AU ; 9 ; gigajohn ; 101 
 5071 ; 50 рублей. Елисаветоград ; 1920 ;  ;  ; AU ; 33 ; torus72 ; 2154 
 5072 ; 100 рублей ; 1961 ;  ;  ; AU ; 25 ; Numo ; 362 
 5073 ; 100 рублей ; 1961 ;  ;  ; AU ; 16 ; xladon ; 355 
 5074 ; 50 рублей ; 1961 ; билет ;  ; AU ; 35 ; zlobniy ; 500 
 5075 ; 20 крон ; 1932 ;  ;  ; AU ; 15 ; faga2003 ; 450 
 5076 ; 25 рублей. Елисаветоград ; 1919 ;  ;  ; AU ; 30 ; froloff ; 1961 
 5077 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ; AU ; 11 ; газета ; 102 
 5078 ; 5 рублей ; 1909 ; Денежные знаки ;  ; AU ; 6 ; Новик ; 153 
 5079 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 15 ; КОТ13 ; 90 
 5080 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 27 ; КОТ13 ; 80 
 5081 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 22 ; GERo ; 68 
 5082 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 27 ; sergfokin ; 104 
 5083 ; 25 рублей ; 1922 ; Хорезмская Республика ;  ;  ; 23 ; спарта ; 903 
 5084 ; 100 рублей ; 1920 ; Бухарская Республика ;  ;  ; 20 ; гугл= ; 1428 
 3993 ; Лот монет Греции (7шт) ; 1988-2000 ;  ; Cu/Ni,ЛатCu ; VF/VF+ ; 28 ; cotangens ; 67 
 3994 ; Лот монет Конго (5шт) ; 2002 ;  ; Лат,Al ; AU ; 17 ; Tornado ; 204 
 3995 ; Лот монет Малайзии (5шт) ; 2007-2011 ;  ; Cu/Ni,Cu ; XF/AU ; 17 ; ZOLTAN333 ; 67 
 3996 ; Лот монет Мальдив (6шт) ; 1990-2008 ;  ; Лат,Cu/Ni,Al ; AU ; 32 ; daadar ; 245 
 3997 ; Лот монет Бурундии (2шт) ; 1980,2003 ;  ; Al ; AU ; 25 ; daadar ; 50 
 3998 ; Лот монет Заира (3шт) ; 1987,1988 ;  ; Лат ; AU ; 16 ; Алек ; 128 
 3999 ; Лот монет Эквадора (3шт) ; 1975 ;  ; Cu/Ni,Лат ; AU ; 35 ; cotangens ; 570 
 4000 ; Лот монет Гамбии (5шт) ; 1998 ;  ; Cu/Ni,Cu,Лат ; AU ; 52 ; t_v_v ; 199 
 4001 ; Лот монет Багамских о-в (5шт) ; 2005-2005-2009 ;  ; Cu/Ni,Cu ; AU ; 21 ; Demon-2012 ; 174 
 4002 ; Лот монет Уганды (8шт) ; 1987-2008 ;  ; Ni/Fe,Cu,Лат ; XF/AU ; 25 ; t_v_v ; 275 
 4003 ; Лот монет Туниса (7шт) ; 1960-2007 ;  ; Лат,Al ; XF/AU ; 29 ; cotangens ; 105 
 4004 ; Лот монет Японии (6шт) ; 21в ;  ; Би/м,Cu/Ni,Лат ; AU ; 38 ; LEXAI ; 424 
 4005 ; Лот монет Тайланда (6шт) ; 21в ;  ; Би/м,Cu/Ni,Лат ; AU ; 12 ; профактив ; 57 
 4006 ; Лот монет Ботсваны (5шт) ; 2001-2009 ;  ; Cu/Ni,Cu, Лат ; AU ; 28 ; ZOLTAN333 ; 148 
 4007 ; Лот монет Венесуэлы (7шт) ; 2007 ;  ; Би/м,Cu/Ni,Лат ; AU ; 26 ; t_v_v ; 143 
 4008 ; Лот монет Руанды (6шт) ; 2003-2007 ;  ; Би/м,Cu/Ni,Лат ; AU ; 32 ; Александр007 ; 259 
 5001 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 15 ; dr.pas ; 59 
 5002 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 17 ; Trien ; 50 
 5003 ; 3 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 25 ; solder13 ; 104 
 5004 ; 25 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 23 ; ъхз ; 459 
 5005 ; 10 пенни ; 1919 ; Эстония ;  ;  ; 9 ; g.s.g ; 140 
 5006 ; 20 рублей ;  ; Денежные знаки ;  ;  ; 10 ; КОТ13 ; 50 
 5007 ; 20 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 20 ; sato ; 1250 
 5008 ; 30 рублей ;  ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 33 ; sedoy66 ; 101 
 5009 ; 50 копеек ;  ;  ;  ;  ; 15 ; sedoy66 ; 164 
 5010 ; 60 рублей ;  ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 23 ; dr.pas ; 204 
 5011 ; 9 копеек. Елгава ; 1915 ;  ;  ;  ; 26 ; benc ; 918 
 5012 ; 6 копеек. Елгава ; 1915 ;  ;  ;  ; 17 ; benc ; 917 
 5013 ; 3 копейки. Елгава ; 1915 ;  ;  ;  ; 17 ; benc ; 917 
 5014 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 21 ; sedoy66 ; 101 
 5015 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 16 ; Numo ; 105 
 5016 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 15 ; market_spb ; 101 
 5017 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 53 ; Александр007 ; 179 
 5018 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 19 ; seger ; 150 
 5019 ; 1000 рублей ; 1991 ; билет ;  ;  ; 20 ; Elephant ; 173 
 5020 ; 2 доллара США. Замещенная ; 1953 ;  ;  ;  ; 18 ; Sky2 ; 408 
 5021 ; билет МММ ;  ;  ;  ;  ; 6 ; Aquila ; 30 
 5022 ; 1 червонец ; 1937 ; Билет ;  ;  ; 26 ; Александр007 ; 173 
 5023 ; 1 червонец ; 1937 ; Билет ;  ;  ; 36 ; ъхз ; 136 
 5024 ; 1 червонец ; 1937 ; Билет ;  ;  ; 24 ; ☆texas-dv☆ ; 142 
 5025 ; 1 червонец ; 1937 ; Билет ;  ;  ; 22 ; Numo ; 159 
 5026 ; 3 червонца ; 1932 ; Билет ;  ;  ; 43 ; masterovoi ; 2106 
 5027 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 15 ; Numo ; 55 
 5028 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 10 ; MOHETA ; 57 
 5029 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 26 ; профактив ; 42 
 5030 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 9 ; Wolf989 ; 53 
 5031 ; 25 рублей ; 1918 ; Чек. Со штампом регистрации ;  ;  ; 35 ; ZIMOGOR ; 351 
 5032 ; 25 рублей ; 1918 ; Чек. Со штампом регистрации ;  ;  ; 17 ; ZIMOGOR ; 302 
 5033 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 6 ; solder13 ; 67 
 5034 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; GERo ; 55 
 3943 ; Лот монет Израиля: 6шт ;  ;  ; Cu-Ni,Лат,Би/ ; AU ; 30 ; strutikut ; 155 
 3944 ; Лот монет Германии (9шт) ; 1876-1969 ;  ; Cu/Ni,Zn,Cu ; F/VF+ ; 20 ; Jauho ; 126 
 3945 ; Лот монет Италии: 7шт ; 1861-1938 ;  ; Cu,Br ; F/F-VF ; 21 ; aziya11 ; 126 
 3946 ; Лот монет Казахстана, Соломоновых островов, Африки, Новой Каледонии, Островов Кука, Сейшелл, Эстонии, Тайланда: 20шт ; 1976-2012 ;  ; Cu-Ni,Би/м,Лату ; AU ; 43 ; Demon-2012 ; 160 
 3947 ; Лот монет Польши (юбилейные): 2 злотых (8шт) ; 2005-2007 ;  ; Латунь ; AU ; 30 ; asparagus ; 449 
 3948 ; Лот монет Кении: 5шт ; 1989-1998 ;  ; Cu-Ni,Би/м,Лату ; AU ; 33 ; gusar ; 184 
 3949 ; Лот монет США и Америки: 26шт ; 1905-2010 ;  ; Cu-Ni,Br,лат ; XF/AU ; 34 ; Yamilov ; 286 
 3950 ; Лот монет Австрии (3шт) ; 1981-1984 ;  ; Cu-Ni ; VF+/XF ; 24 ; zx123 ; 42 
 3951 ; Лот иностранных монет (30шт) ; 20-21 вв. ;  ; Би/м, Al, Cu-Ni ; VF/XF ; 24 ; daadar ; 157 
 3952 ; Лот монет Финляндии: 50,20,10,5,2,1 евроцентов (6шт) ; 2011 ;  ; Cu/St, латунь ; AU ; 30 ; Jek327 ; 88 
 3953 ; Лот монет иностранных: 24шт ;  ;  ; Br,Cu-Ni ; VF-/VF-XF ; 77 ; велес ; 305 
 3954 ; Лот монет Польши (юбилейные): 10000,100,50,20 злотых (15шт) ; 1978-1990 ;  ; Cu-Ni ; AU ; 32 ; Emv ; 634 
 3955 ; Лот монет Казахстана (юбилейные): 50,20 тенге (30шт) ; 1995-2013 ;  ; Cu-Ni ; AU ; 46 ; Алек ; 1648 
 3956 ; Лот иностранных монет (65шт) ; 20-21вв ;  ; Cu/Ni,Al/Br,Al ; VF/VF-XF ; 24 ; ВИТАЛИЙ ; 176 
 3957 ; Лот монет Казахстана (юбилейные): 50,20 тенге (19шт) ; 1995-2013 ;  ; Cu-Ni ; AU ; 37 ; Алек ; 1043 
 3958 ; Лот иностранных монет (60шт) ; 20-21вв ;  ; Cu/Ni,Al/Br,Al ; VF/VF+ ; 15 ; brat52 ; 233 
 3959 ; Лот монет Великобритании: 30штшт ;  ;  ; Br ; VF/VF-XF ; 23 ; taa ; 204 
 3960 ; Лот монет США: 15шт ;  ;  ; Cu-Ni ; VF/VF-XF ; 15 ; Yamilov ; 138 
 3961 ; Лот монет США: 15шт ;  ;  ; Cu-Ni ; VF/XF ; 9 ; Searcher ; 53 
 3962 ; Лот монет США: 20шт ;  ;  ; Cu-Ni ; VF-XF/XF ; 9 ; Yamilov ; 71 
 3963 ; Лот монет Италии: 15шт ;  ;  ; St,Al ; VF/XF ; 20 ; Володя ; 41 
 3964 ; Лот монет Швеции: 15шт ;  ;  ; Cu-Ni,Br ; VF/XF+ ; 25 ; Володя ; 67 
 3965 ; Лот монет США: 30шт ;  ;  ; Br ; F-VF/VF ; 25 ; sos1 ; 628 
 3966 ; Лот монет Италии: 12шт ;  ;  ; Cu-Ni,St,Al ; VF/AU ; 30 ; fedor880v ; 76 
 3967 ; Лот монет Швеции: 22шт ;  ;  ; Cu-Ni,Br ; VF/XF ; 15 ; Володя ; 77 
 3968 ; Лот монет США: 12шт ;  ;  ; Cu-Ni ; VF-/VF+ ; 12 ; Yamilov ; 126 
 3969 ; Лот монет США: 18шт ;  ;  ; Cu-Ni ; VF/VF-XF ; 9 ; Yamilov ; 221 
 3970 ; Лот монет Нидерландов: 15шт ;  ;  ; Cu-Ni ; VF-XF/XF ; 16 ; KNK ; 65 
 3971 ; Лот монет Великобритании: 20шт ;  ;  ; Cu-Ni,Лат ; VF/VF+ ; 26 ; ВИТАЛИЙ ; 104 
 3972 ; Лот монет Канады: 15шт ;  ;  ; Cu-Ni,br ; VF+/XF- ; 23 ; fedor880v ; 93 
 3973 ; Лот монет Франции: 10шт ;  ;  ; Cu-Ni,Al/br ; F-VF/XF ; 24 ; профактив ; 46 
 3974 ; Лот евроцентов: 25шт ;  ;  ; Cu/St ; VF/AU ; 12 ; mefody73 ; 92 
 3975 ; Лот монет Австрии: 14шт ;  ;  ; Al/Br ; VF/XF ; 5 ; zx123 ; 45 
 3976 ; Лот монет Финляндии: 51шт ;  ;  ; Al/Br,Cu-Ni,Al ; VF/XF ; 21 ; Опятор ; 137 
 3977 ; Лот монет Англии: 3шт ; 2002-2005 ;  ; Cu-Ni ; XF/AU ; 28 ; Волк33 ; 51 
 3978 ; Лот монет Югославии: 10шт ; 1955-1980 ;  ; Cu-Ni,Лат ; XF/AU ; 14 ; off ; 73 
 3979 ; Лот монет Индонезии (6шт) ; 1996-2010 ;  ; Ni/Fe,Al ; XF/AU ; 16 ; Александр007 ; 148 
 3980 ; Лот монет Югославии (7шт) ; 1993,1994 ;  ; Латунь ; XF+/AU ; 18 ; strutikut ; 165 
 3981 ; Лот монет Болгарии (7шт) ; 1992 ;  ; Cu/Ni,Лат ; AU ; 21 ; Александр007 ; 155 
 3982 ; Лот монет Белиза (6шт) ; 1991-2007 ;  ; Cu/Ni,Al,Лат ; XF/AU ; 31 ; Алек ; 213 
 3983 ; Лот монет Кореи (3шт) ; 20в ;  ; Al ; XF/AU ; 16 ; mefody73 ; 57 
 3984 ; Лот монет Кореи (5шт) ; 2002-2008 ;  ; Al ; AU ; 35 ; t_v_v ; 184 
 3985 ; Лот монет Нидерландских Антилл (9шт) ; 1975-1990 ;  ; Cu/Ni,Cu,Al ; AU ; 27 ; ИЮМов1 ; 257 
 3986 ; Лот монет Суринама (4шт) ; 1988-2009 ;  ; Cu/Ni,Cu ; AU ; 44 ; Волк33 ; 132 
 3987 ; Лот монет Замбии (5шт) ; 1983,1992 ;  ; Cu/Ni,Cu,Лат ; AU ; 25 ; ZOLTAN333 ; 183 
 3988 ; Лот монет Болгарии (8шт) ; 1951-1960 ;  ; Cu/Ni,Cu/Zn ; XF ; 38 ; Алек ; 305 
 3989 ; Лот монет Бутана (4шт) ; 1979 ;  ; Cu/Ni,Cu,Лат ; AU ; 27 ; ZOLTAN333 ; 175 
 3990 ; Лот монет Ирака (4шт) ; 20в ;  ; Cu/Ni ; AU ; 31 ; v_bond ; 140 
 3991 ; Лот монет Ирака (3шт) ; 21в ;  ; Cu/Ni,Cu,Лат ; AU ; 20 ; t_v_v ; 83 
 3992 ; Лот монет Албании (6шт) ; 1964,1988 ;  ; Al ; XF/AU ; 22 ; t_v_v ; 185 
 3893 ; Набор монет Финляндии: 5,1 марка, 50,20,10,5,1 пенни (7шт). Пластиковая упаковка ; 1973 ;  ; Al/Br,Al,Cu-Ni ; AU ; 31 ; себер ; 333 
 3894 ; Набор монет Швеции: 5,1 крона, 50,25,10,5 эре (6шт). Пластиковая упаковка ; 1980 ;  ; Cu-Ni,Br ; AU ; 11 ; joper69 ; 276 
 3895 ; Набор монет Финляндии: 5,1 марка, 50,20,10,5 пенни (6шт). Пластиковая упаковка ; 1986 ;  ; Cu-Ni,Br,Al ; AU ; 18 ; dsp ; 258 
 3896 ; Набор монет Великобритании: 25 новых пенсов, 50,10,5,2,1,1/2 новых пенсов (7шт) + жетон. Пластиковая упаковка ; 1977 ;  ; Cu-Ni,Br ; AU ; 48 ; Алек ; 490 
 3897 ; Лот монет иностранных: 324шт ;  ;  ; Cu-Ni,Br,Fe ; G/XF ; 27 ; Алек ; 1632 
 3898 ; Лот монет иностранных: 264шт ;  ;  ; Cu-Ni,Br,Fe ; F-VF/XF ; 29 ; banks ; 1224 
 3899 ; Лот монет иностранных: 203шт ;  ;  ; Cu-Ni,Br,Fe ; F/XF ; 42 ; brat52 ; 674 
 3900 ; Лот монет иностранных: 201шт ;  ;  ; Cu-Ni,Br,Fe ; VG/XF ; 25 ; brat52 ; 510 
 3901 ; Лот монет иностранных: 205шт ;  ;  ; Cu-Ni,Br,Fe ; VG/XF ; 20 ; brat52 ; 536 
 3902 ; Лот иностранных монет: 273шт ;  ;  ; Cu-Ni,Br,Al,Al/ ; F-VF/AU ; 21 ; Алек ; 867 
 3903 ; Лот иностранных монет (152шт) ; 20,21в ;  ; Cu,Cu/Ni,Лат ; VF/XF ; 45 ; Алек ; 918 
 3904 ; Лот монет иностранных: 49шт ;  ;  ; Cu,Br,Cu-Ni ; VG/F-VF ; 35 ; bukashka ; 453 
 3905 ; Ролл 5 пенни Финляндия (50шт) ; 1977 ;  ; Br ; AU ; 24 ; mishael07 ; 174 
 3906 ; Ролл 5 пенни Финляндия (50шт) ; 1977 ;  ; Al ; AU ; 22 ; D-503 ; 133 
 3907 ; Ролл 1 пенни Финляндия (50шт) ; 1976 ;  ; Al ; AU ; 24 ; Володя ; 117 
 3908 ; Лот монет США: 1 цент (44шт) ; 1940-е-1970-e ;  ; Br ; VF/VF+ ; 19 ; asadovoy ; 906 
 3909 ; Лот монет иностранных: 9шт ;  ;  ; Cu,Br,Cu-Ni ; F-VF/VF+ ; 38 ; Алек ; 420 
 3910 ; Лот монет Нидерландов: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2012 ;  ; Cu/St,Би/м,Лат ; AU ; 43 ; TECHNO ; 328 
 3911 ; Лот монет Греции: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2010 ;  ; Cu/St,Би/м,Лат ; AU ; 31 ; strutikut ; 374 
 3912 ; Лот монет Кипра: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2011 ;  ; Cu/St,Би/м,Лат ; AU ; 37 ; strutikut ; 318 
 3913 ; Лот монет Словении: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2007 ;  ; Cu/St,Би/м,Лат ; AU ; 73 ; strutikut ; 363 
 3914 ; Лот монет Германии (5шт): 1 цент ; 1950-1991 ;  ; Cu ; VF/XF ; 17 ; vor0niko ; 21 
 3915 ; Лот монет США (2шт): 1 цент ; 1941,1995 ;  ; Cu ; VF/VF-XF ; 9 ; vor0niko ; 11 
 3916 ; Лот монет Европы: 13шт ;  ;  ; Cu-Ni,Лат,Zn,Ag ; F-VF/VF+ ; 35 ; DVZ ; 713 
 3917 ; Лот монет Азии: 10шт ;  ;  ; Cu-Ni,Ag ; VF/XF ; 63 ; Andy M ; 1496 
 3918 ; Лот монет Польши (4шт) ; 1767-1812 ;  ; Cu ; F-VF/VF+ ; 24 ; kostyuxa ; 250 
 3919 ; Лот монет иностранных: 19шт ; 1940-2008 ;  ; Al/Br,Zn,Би/м,C ; F-AU ; 17 ; gudviktor ; 116 
 3920 ; Лот монет Польши (Животные): 2 злотых (6шт) ; 2006-2011 ;  ; Латунь ; AU ; 29 ; asparagus ; 338 
 3921 ; Лот монет Польши (Животные): 2 злотых (4шт) ; 2008-2011 ;  ; Латунь ; AU ; 16 ; aleksey-m2 ; 216 
 3922 ; Лот монет Германии: 1 пфенниг (10шт) ; 1940-1944 ;  ; Zn ; VF-/VF+ ; 34 ; banks ; 278 
 3923 ; Лот монет Германии: 10 пфеннигов (10шт) ; 1940-1944 ;  ; Zn ; VF-/VF ; 28 ; Jauho ; 340 
 3924 ; Лот монет Франции (6шт) ; 1920-1948 ;  ; Al, Cu-Ni ; F-VF/VF ; 26 ; Nik74 ; 94 
 3925 ; Лот монет Мальты, Центральной Африки, Бухары: 5шт ; 1980-1986 ;  ; Cu-Ni,Al/Br,Cu ; F/XF ; 25 ; aziya11 ; 212 
 3926 ; Лот монет Израиля (17шт) ;  ;  ; Al, Cu-Ni, ж/м ; VF/VF-XF ; 42 ; Опятор ; 116 
 3927 ; Лот монет США: 1/2 доллара (3шт) ; 1972-1976 ;  ; Cu-Ni ; AU ; 13 ; KNK ; 200 
 3928 ; Лот монет Украины (3шт): 1 гривна ; 2010,2012 ;  ; Лат ; AU ; 9 ; SerKon ; 85 
 3929 ; Лот монет стран Северной Европы: 19шт ; 1954-1996 ;  ; Br,Cu-Ni ; VF/VF+ ; 25 ; mefody73 ; 59 
 3930 ; Лот монет стран СНГ и Балтии: 24шт ; 1992-2004 ;  ; Би/м,Лат,cu-Ni ; VF/VF-XF ; 18 ; Алек ; 114 
 3931 ; Лот монет стран Африки: 14шт ; 1965-1997 ;  ; Лат,cu-Ni ; VF/VF+ ; 27 ; Алек ; 165 
 3932 ; Лот монет Финляндии: 50,20,10,5,2,1 евроцентов (6шт) ; 2012 ;  ; Cu/St, латунь ; AU ; 37 ; Jek327 ; 76 
 3933 ; Лот монет Германии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2002-2011 ;  ; Би/м,Cu/St,лату ; AU ; 17 ; Александр007 ; 170 
 3934 ; Лот монет Австрии: 1 евро, 50,20,10,5,2,1 евроцентов (7шт) ; 2010-2012 ;  ; Би/м,Cu/St,лату ; AU ; 11 ; Malosar ; 143 
 3935 ; Лот монет США: 1 доллар, 1/2 доллара (12шт) ; 2007-2011 ;  ; Cu-Ni, латунь ; AU ; 21 ; kostyuxa ; 567 
 3936 ; Лот монет США: 1 доллар, 5 центов, 1/4 доллара (17шт) ; 1964-2007 ;  ; Cu-Ni ; XF/AU ; 23 ; Yamilov ; 310 
