 4822 ; Бона иностранная. Исландия. 50 крон ; 1961 ;  ;  ;  ; 24 ; ИЮМов1 ; 226 
 4068 ; 1 доллар.США ; 1935 ;  ;  ;  ; 17 ; Опятор ; 160 
 4069 ; 1 доллар.США ; 1935 ;  ;  ;  ; 16 ; krft ; 161 
 4070 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;   ; 9 ; Greenfields ; 61 
 4071 ; лимитная книжка на продовольственные товары ; 1946 ;  ;  ;  ; 16 ; benc ; 949 
 4072 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; Greenfields ; 57 
 4073 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; Туборг ; 40 
 4074 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; eniy5 ; 40 
 4075 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 12 ; Четырехлистник ; 32 
 4076 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; Четырехлистник ; 43 
 4077 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; Четырехлистник ; 40 
 4078 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 12 ; tretikov1983 ; 35 
 4079 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; Туборг ; 41 
 4080 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; Туборг ; 113 
 4081 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 5 ; indigo-rus ; 133 
 4082 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; Greenfields ; 152 
 4083 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 5 ; я8844 ; 62 
 4084 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 9 ; Туборг ; 111 
 4085 ; 25 рублей ; 1961 ; билет ;  ;  ; 9 ; 333985 ; 26 
 4086 ; 1000 рублей ; 1995 ; банкнота ;  ;  ; 11 ; Randi ; 102 
 4087 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 17 ; Туборг ; 177 
 3880 ; Лот монет Австрии: 1 евро, 50,20,10,5,2,1 евроцентов (7шт) ; 2010,2012 ;  ; Би/м,лат,Cu/St ; AU ; 34 ; vc57 ; 227 
 3881 ; Лот монет Хорватии и Франции: 12шт ; 1960-2009 ;  ; Al/Br,Би/м,Cu-N ; VF/XF ; 10 ; sparrow ; 64 
 3882 ; Лот монет США: 1 цент (26шт) ; 1967-2010 ;  ; Cu-Zn ; VF/AU ; 18 ; АЛЬБЕРТ ; 105 
 3883 ; Лот монет США: 1 цент (25шт) ; 1960-2008 ;  ; Cu-Zn ; F-VF/XF ; 17 ; АЛЬБЕРТ ; 105 
 3884 ; Лот монет США "Национальные парки": 1/4 доллара (10шт) ; 2010-2011 ;  ; Cu-Ni ; AU ; 69 ; boksha ; 365 
 3885 ; Лот монет США: 1,1/2 доллара (4шт) ; 1979,1980,2011D,P ;  ; Cu-Ni ; AU ; 12 ; brat52 ; 147 
 3886 ; Лот монет Финляндии: 5,2,1 евроцентов (3шт) ; 2011 ;  ; Cu/St ; AU ; 11 ; zybr18 ; 37 
 3887 ; Лот монет Финляндии: 50,20,10,5,2,1 евроцентов (6шт) ; 2011 ;  ; Лат,Cu/St ; AU ; 15 ; DAPOPOV ; 57 
 3888 ; Лот монет Финляндии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2011 ;  ; Лат,Cu/St ; AU ; 36 ; b197312 ; 204 
 3889 ; Лот монет Люксембурга и Словении: 20,10,5,2,1 евроцентов (8шт) ; 2011,2007 ;  ; Cu/St,Лат ; AU ; 19 ; USS ; 82 
 3890 ; Лот монет Люксембурга,Бельгии и Словении: 20,10,5,2,1 евроцентов (12шт) ; 2011,2007 ;  ; Cu/St,Лат ; AU ; 28 ; LexaXa ; 88 
 3891 ; Лот монет Словении: 1 евро, 50,20,10,5,2,1 евроцентов (7шт) ; 2007 ;  ; Cu/St,Лат,Би/м ; AU ; 73 ; коллега5 ; 231 
 3892 ; Лот монет Люксембурга: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2012 ;  ; Cu/St,Лат,Би/м ; AU ; 47 ; LexaXa ; 194 
 3893 ; Лот монет Мексики и Испании: 15шт ; 1947-2001 ;  ; Би/м,Cu-Ni,Лат ; F-VF/VF ; 37 ; brat52 ; 255 
 3894 ; Лот монет Германии: 7шт ; 1803-1936 ;  ; Cu,Al/Br,Ag ; VG/VF ; 30 ; ratiandr ; 466 
 3895 ; Лот монет Финляндии (10шт) ; 1963-1976 ;  ; Cu ; VF+/VF-XF ; 4 ; ваньша ; 25 
 3896 ; Лот монет Финляндии (10шт) ; 1963-1976 ;  ; Cu ; VF+/VF-XF ; 4 ; ваньша ; 25 
 3897 ; Лот монет Финляндии (10шт) ; 1963-1976 ;  ; Cu ; VF+/VF-XF ; 4 ; alex995 ; 26 
 3898 ; Лот монет Финляндии (10шт) ; 1963-1969 ;  ; Cu ; VF+/VF-XF ; 6 ; rf ; 26 
 3899 ; Лот монет Дании (15шт) ; 1973-1988 ;  ; Cu-Zn ; VF+/VF-XF ; 6 ; brat52 ; 37 
 3900 ; Лот монет Польши (20шт) ; 1992-2009 ;  ; Латунь ; XF-/XF+ ; 7 ; i.box ; 47 
 3901 ; Лот монет Польши (25шт) ; 1997-2009 ;  ; Латунь ; XF-/XF+ ; 8 ; alex995 ; 26 
 3902 ; Лот монет Болгарии (3шт): 50стотинок. ЕС и НАТО ; 2004,2005,2007 ;  ; Cu/Ni ; AU ; 37 ; stingr ; 155 
 3903 ; Лот монет Сербии (5шт): 20,10,5,2,1 динар ; 2010 ;  ; Cu/Ni, лат ; AU ; 39 ; vaps ; 192 
 3904 ; Лот монет Македонии "FAO" (6шт): 50 денаров, 50,10,5,2,1 дени ; 1993,2008 ;  ; Cu/Ni, лат ; AU ; 29 ; ИЮМов1 ; 189 
 3905 ; Лот монет Болгарии (5шт): 1 лев, 50,20,10,2,1 стотинка ; 1999-2002 ;  ; Би/м,Cu/Ni,лат ; AU ; 24 ; caiman67 ; 100 
 3906 ; Лот монет Сербии (4шт): 20, 10 динаров. Национальные герои и Универсиада ; 2006-2009 ;  ; Cu/Ni ; XF/AU ; 18 ; v_bond ; 107 
 3907 ; Лот монет Сербии (3шт): 20,10,5 динаров ; 2011 ;  ; Cu/Ni, лат ; AU ; 29 ; коллега5 ; 81 
 3908 ; Лот евромонет Кипра (6шт) ; 2008 ;  ; Cu/Fe ; VF+/XF ; 19 ; pref ; 27 
 3909 ; Лот евромонет Кипра (8шт) ; 2008,2009 ;  ; Би/м,Лат,Cu/Fe ; VF/XF ; 24 ; vc57 ; 198 
 3910 ; Лот евромонет Кипра (3шт) ; 2008,2009 ;  ; Cu/Fe ; XF+ ; 12 ; sparrow ; 31 
 3911 ; Лот монет США (президенты, Сакагавеа): 1 доллар (16шт) ; 2007-2012 ;  ; Cu-Ni-Zn ; AU/XF ; 82 ; Rober ; 861 
 3912 ; Лот монет Италии и Румынии: 2шт ; 1943,1954 ;  ; Cu-Ni,St ; VF+/XF ; 16 ; ASlab ; 33 
 3913 ; Лот монет Чили, ФРГ, Индии: 3шт ; 1950,1965 ;  ; Cu-Ni,Al/Br ; F-VF/VF ; 30 ; evgen 66 ; 61 
 3914 ; Лот монет Польши: 2шт ; 1960,1984 ;  ; Cu-Ni ; VF/VF+ ; 12 ; brat52 ; 30 
 3915 ; Лот монет Болгарии: 2шт ; 1930,1940 ;  ; Cu-Ni ; VF-/VF ; 16 ; brat52 ; 86 
 3916 ; Лот монет Франции: 2шт ; 1952,1955 ;  ; Cu-Ni,Al/Br ; VF/VF+ ; 12 ; ASlab ; 47 
 3917 ; Лот монет Чехословакии: 3шт ; 1938,20 век ;  ; Cu-Ni,Zn ; VF-/VF+ ; 7 ; Рыжая_Кыся ; 83 
 3918 ; Лот монет Финляндии: 2шт ; 1931,1932 ;  ; Al/Br ; VF/VF+ ; 14 ; kergudu ; 89 
 3919 ; Лот монет США (Штаты): 1/4 доллара (13шт) ; 2000-2007 ;  ; Cu-Ni ; VF-XF/XF ; 37 ; МНП68 ; 319 
 3920 ; Лот евромонет (7шт): 20,5, 1 евроцент ; 2006-2011 ;  ; Лат,Cu/Fe ; VF/XF ; 24 ; LexaXa ; 54 
 3921 ; Лот монет Казахстана (4шт): 50 тенге. Дикобраз, колпица, пеликан, сова ; 2007-2011 ;  ; Cu/Ni ; AU ; 40 ; vaps ; 443 
 3922 ; Лот евромонет Кипра (4шт) ; 2008 ;  ; Би/м ; VF+/VF-XF ; 23 ; brat52 ; 292 
 3923 ; Лот монет Латвии (2шт): 1 лат ; 2011 ;  ; Cu/Ni ; AU ; 45 ; bdd48 ; 160 
 3924 ; Лот монет США (Штаты): 1/4 доллара (12шт) ; 2000-2007 ;  ; Cu-Ni ; VF-XF/XF ; 34 ; brat52 ; 236 
 3925 ; Лот иностранных монет (5шт): Германия, США, Испания ; 1938-1999 ;  ; Al,Al/Br,Cu ; VF/VF+ ; 25 ; evgen 66 ; 90 
 3926 ; Лот монет США (Штаты): 1/4 доллара (12шт) ; 1999-2007 ;  ; Cu-Ni ; VF/XF ; 49 ; brat52 ; 255 
 3927 ; Лот монет Польши и Украины: 2 злотых, 1 гривна (2шт) ; 2012 ;  ; Латунь ; AU ; 24 ; indigo-rus ; 153 
 3928 ; Лот иностранных монет+ Жетов. Восток. отверстие (93шт) ; 19,20вв ;  ; Ag,Cu/Ni,Cu,Al ; F+/XF ; 27 ; LosLos ; 670 
 3929 ; Лот монет США (5шт): 1/4 доллара ; 1986-2009 ;  ; Cu/Ni ; XF-/AU ; 27 ; bcs ; 143 
 3830 ; Лот монет Эстонии: 7шт ; 1991-2006 ;  ; Cu-Ni,Латунь ; VF-/XF ; 13 ; П.А.Н. ; 36 
 3831 ; Лот монет Норвегии: 15шт ; 1924-1975 ;  ; Cu-Ni, Br ; F/VF-XF ; 19 ; brat52 ; 124 
 3832 ; Лот монет Швеции: 15шт ; 1915-2007 ;  ; Cu-Ni, Br,Fe ; F/XF ; 9 ; brat52 ; 49 
 3833 ; Лот монет Дании: 17шт ; 1941-1991 ;  ; Cu-Ni, Br ; F/XF ; 11 ; brat52 ; 65 
 3834 ; Лот монет Швеции: 15шт ; 1953-1971 ;  ; Br ; F-VF/XF ; 13 ; brat52 ; 68 
 3835 ; Лот иностранных монет (Турция, Болгария, Финляндия, ФРГ, Израиль, Нидерланды, Норвегия, ГДР): 20шт ; 1950-2000 ;  ; Cu-Ni,al/Br,Би/ ; VF/AU ; 11 ; brat52 ; 180 
 3836 ; Лот монет Великобритании: 13шт ; 1915-1988 ;  ; Cu-Ni, Br ; F/XF ; 35 ; маманя ; 164 
 3837 ; Лот монет Норвегии: 7шт ; 1963-1972 ;  ; Cu-Ni, Br ; VF/XF ; 19 ; ASlab ; 74 
 3838 ; Лот монет Швеции: 16шт ; 1898-1987 ;  ; Cu-Ni, Br,Fe ; F/XF ; 22 ; brat52 ; 114 
 3839 ; Лот монет Норвегии: 16шт ; 1912-1979 ;  ; Cu-Ni, Br ; VF-/VF+ ; 11 ; brat52 ; 114 
 3840 ; Лот монет Франции: 11шт ; 1941-1994 ;  ; Cu-Ni, Al/Br,Al ; VF/XF ; 15 ; stingr ; 102 
 3841 ; Лот монет Франции: 17шт ; 1965-1996 ;  ; Cu-Ni, Al/Br,Al ; VF+/XF ; 7 ; caiman67 ; 90 
 3842 ; Лот монет Сингапура: 5шт ; 1985-1996 ;  ; Cu-Ni, Br ; VF/XF ; 17 ; pissimist ; 101 
 3843 ; Лот монет Эстонии: 3шт ; 1926-1929 ;  ; Br,Ni-br ; VF-/VF+ ; 36 ; zybr18 ; 459 
 3844 ; Лот иностранных монет: 11шт. Напайки, деформация ;  ;  ; Ag,Cu-Ni ; VG/F ; 11 ; zelya ; 271 
 3845 ; Лот монет Великобритании: 10шт ; 1928-1970 ;  ; Cu-Ni, Br ; F-VF/VF ; 30 ; taa ; 138 
 3846 ; Лот монет Великобритании: 10шт ; 1915-1976 ;  ; Cu-Ni, Br ; F/VF-XF ; 46 ; маманя ; 168 
 3847 ; Лот монет Югославии: 10шт ; 1973-1980 ;  ; Cu-Ni,лат ; VF-XF/AU ; 8 ; xct ; 35 
 3848 ; Лот монет Канады: 4шт ; 1969-1975 ;  ; Cu-Ni ; VF/XF ; 17 ; i.box ; 72 
 3849 ; Лот монет Финляндии: 2шт ; 1999,2000 ;  ; Cu/St ; XF ; 3 ; коллега5 ; 46 
 3850 ; Лот монет Югославии: 13шт ; 1953-1980 ;  ; Cu-Ni,лат,Al ; VF-/XF ; 19 ; USS ; 77 
 3851 ; Лот монет Турции: 4шт ; 1993-1999 ;  ; Cu-Ni,Cu-Ni-Zn ; VF-/VF ; 11 ; brat52 ; 27 
 3852 ; Лот монет США: 10шт ; 1949-1987 ;  ; Cu-Ni ; F-VF/VF-XF ; 17 ; МНП68 ; 192 
 3853 ; Лот монет ОАЭ: 6шт ; 1973-1995 ;  ; Cu-Ni ; F-VF/VF-XF ; 19 ; stingr ; 39 
 3854 ; Лот монет Канады: 4шт ; 1969-1974 ;  ; Cu-Ni ; VF-XF/XF- ; 8 ; барсик ; 47 
 3855 ; Лот монет США: 10шт ; 1967-1988 ;  ; Cu-Ni ; VF-XF/XF ; 13 ; МНП68 ; 159 
 3856 ; Лот монет Исландии: 6шт ; 1981-1984 ;  ; Cu-Ni,Br ; VF/VF-XF ; 13 ; pissimist ; 65 
 3857 ; Лот монет Словении: 50,20,10,5,2,1 толаров, 50,20,10 стотинов (9шт) ; 1999-2005 ;  ; Cu-Ni, Al, лату ; AU ; 25 ; vaps ; 276 
 3858 ; Лот монет Кубы (3шт) ; 2003,2006,2008 ;  ; Cu-Ni ; AU ; 36 ; vaps ; 135 
 3859 ; Лот монет Финляндии: 2,1 евроцентов (2шт) ; 2003 ;  ; Cu/St ; AU ; 9 ; спарта ; 63 
 3860 ; Лот монет США (президенты): 1 доллар (6шт) ; 2007-2012 ;  ; Cu-Ni-Zn ; AU ; 23 ; DAPOPOV ; 320 
 3861 ; Лот монет Норвегии: 41шт ; 1952-1990 ;  ; Cu-Ni,Br ; VF/VF-XF ; 34 ; stingr ; 170 
 3862 ; Лот монет Швеции: 50шт ; 1934-1990 ;  ; Cu-Ni,Br ; VF-/VF-XF ; 5 ; коллега5 ; 327 
 3863 ; Лот монет Дании: 24шт ; 1955-2006 ;  ; Cu-Ni,Br,Zn ; F-VF/VF-XF ; 7 ; USS ; 125 
 3864 ; Лот монет Африки: 20шт ; 1957-1995 ;  ; Cu-Ni,Br,Лат ; VF/AU ; 32 ; vaps ; 217 
 3865 ; Лот монет Кореи: 17шт ; 1972-1994 ;  ; Лат,Cu-Ni ; VG/XF ; 20 ; DVZ ; 114 
 3866 ; Лот монет Китая: 36шт ; 1993-2007 ;  ; al,Cu-Ni ; F-VF/AU ; 16 ; Опятор ; 123 
 3867 ; Лот монет Азии: 25шт ; 19,20 век ;  ; al,Cu-Ni,Br,Al/ ; F/XF ; 19 ; aziya11 ; 258 
 3868 ; Лот монет Чили и Бразилии: 38шт ; 1971-2006 ;  ; Латунь,Al ; VF-/AU ; 17 ; DVZ ; 318 
 3869 ; Лот монет Чили и Либерии: 16шт ; 1981-2000 ;  ; Латунь,Cu-Ni ; F-VF/VF-XF ; 15 ; brat52 ; 102 
 3870 ; Лот монет Турции и Венесуэлы: 15шт ; 1967-2002 ;  ; Cu-Ni-Zn,Cu-Ni ; F-VF/VF ; 16 ; USS ; 94 
 3871 ; Лот монет Африканских стран: 12шт ; 1964-2007 ;  ; Cu-Ni,Br,Лат ; VF-/XF ; 31 ; Алек ; 225 
 3872 ; Лот монет Азии и Африки: 12шт ; 20 век ;  ; Cu-Ni,Br,Лат ; F-VF/VF ; 13 ; brat52 ; 106 
 3873 ; Лот монет Германии: 9шт ; 1906-1922 ;  ; Zn,Fe,Cu-Ni ; VF-/VF+ ; 21 ; Mike! ; 293 
 3874 ; Лот монет Марокко: 3шт ; 2002 ;  ; Би/м,cu-Ni ; AU ; 27 ; pissimist ; 255 
 3875 ; Лот монет США (Штаты): 4шт ; 2004-2005 ;  ; cu-Ni ; AU ; 16 ; stingr ; 149 
 3876 ; Лот монет Панамы: 5шт ; 2008 ;  ; Cu-Ni,Br ; AU ; 65 ; pissimist ; 275 
 3877 ; Лот монет Египта: 3шт ; 2008-2010 ;  ; Cu-Ni,Би/м,Лат ; AU ; 16 ; Mike! ; 125 
 3878 ; Лот монет Испании: 15шт ; 1941-1997 ;  ; Cu-Ni,Al,Лат ; F+/AU ; 12 ; brat52 ; 67 
 3879 ; Лот монет Югославии и Чехословакии: 24шт ; 1963-2007 ;  ; Cu-Zn,Cu-Ni ; F/XF ; 12 ; USS ; 74 
 3780 ; Набор монет Македонии "FAO" (3шт): 5,2,1 денар. Упаковка ; 1995 ;  ; Cu/Ni/Zn ; Unc ; 17 ; caiman67 ; 159 
 3781 ; Набор монет Швеции: 5,1 крона, 50, 25 ,10, 5 эре (6шт). Упаковка ; 1981 ;  ; Cu-Ni,Cu-Zn ; Unc ; 28 ; seger ; 236 
 3782 ; Набор монет Швеции: 5,1 крона, 50, 10 эре (4шт). Упаковка ; 1989 ;  ; Cu-Ni ; Unc ; 17 ; dsp ; 192 
 3783 ; 2 злотых. Польша. Чемпионат мира по футболу Япония-Корея. В буклете ; 2002 ;  ; Латунь ; Unc ; 42 ; LEXAI ; 225 
 3784 ; 2 злотых. Польша. Фердинанд Оссендовский. В буклете ; 2011 ;  ; Латунь ; Unc ; 42 ; LEXAI ; 157 
 3785 ; 2 злотых. Польша. История злотого. 2 и 5 злотых 1936г. В буклете ; 2005 ;  ; Латунь ; Unc ; 31 ; LEXAI ; 201 
 3786 ; 2 злотых. Польша. 90 летие великопольского восстания. В буклете ; 2008 ;  ; Латунь ; Unc ; 8 ; LEXAI ; 159 
 3787 ; 2 злотых. Польша. Силезские восстания. В буклете ; 2011 ;  ; Латунь ; Unc ; 19 ; LEXAI ; 159 
 3788 ; 2 злотых. Польша. 95 лет первой бригаде польских легионов. В буклете ; 2009 ;  ; Латунь ; Unc ; 14 ; LEXAI ; 157 
 3789 ; 2 злотых. Польша. История польской кавалерии. Рыцарь XV в . В буклете ; 2007 ;  ; Латунь ; Unc ; 24 ; dsp ; 206 
 3790 ; 2 злотых. Польша. История польской кавалерии. Улан . В буклете ; 2011 ;  ; Латунь ; Unc ; 14 ; dsp ; 206 
 3791 ; 2 злотых. Польша. История польской кавалерии. Гусар XVII в . В буклете ; 2009 ;  ; Латунь ; Unc ; 13 ; LEXAI ; 159 
 3792 ; 2 злотых. Польша. История польской кавалерии. Пястовский всадник . В буклете ; 2006 ;  ; Латунь ; Unc ; 40 ; LEXAI ; 159 
 3793 ; Набор монет Словении (8шт): 2,1 евро, 50,20,10,5,2,1 евроцент. В буклете ; 2007,2009 ;  ; Би/мCu/Ni, лат ; AU ; 34 ; sveta6369 ; 327 
 3794 ; Лот евро монет Греции: 2,1 евро, 50,20,10,5,2,1 евроцент (8шт) ; 2005 ;  ; Би/м,Cu/St,Лат ; XF+/AU ; 33 ; МНП68 ; 301 
 3795 ; Лот евро монет Греции: 2,1 евро, 50,20,10,5,2,1 евроцент (8шт) ; 2004 ;  ; Би/м,Cu/St,Лат ; XF+/AU ; 22 ; v_bond ; 257 
 3796 ; Набор евро монет Германии: 2 евро. Северная Вестфалия (5шт). В буклете ; 2011 ;  ; Би/м ; Unc ; 14 ; LEXAI ; 651 
 3797 ; Набор монет Австрии: 20,10,5,1 шиллингов, 50,10,5,2 грошена (8шт). В буклете ; 1982 ;  ; Cu-Ni, Al/Br, Z ; Unc/AU ; 26 ; b197312 ; 614 
 3798 ; Набор монет Шри Ланки: 1 рупия, 50,25,10,5,2,1 центов (7шт). В буклете ; 1978, 1982 ;  ; Cu-Ni, Al, Al/N ; Unc ; 51 ; sveta6369 ; 404 
 3799 ; Набор монет Доминиканы: 1 песо, 50,25,10,5,1 сентаво (6шт). В буклете ; 1984 ;  ; Cu-Ni, Br ; Unc/AU ; 28 ; Недорого ; 413 
 3800 ; Набор монет Кипра: 100,50,25,5 милс (4шт). В буклете ; 1982 ;  ; Cu-Ni, Al ; Unc ; 27 ; caiman67 ; 357 
 3801 ; Набор монет Чехословакии: 5,2,1 крон, 50,20,10,5 геллеров (7шт). В буклете ; 1974-1981 ;  ; Cu-Ni, Al/Br, A ; Unc ; 37 ; caiman67 ; 459 
 3802 ; Набор монет Бельгии: 20,10,5,1 франков, 50 сентимов (5шт). В буклете ; 1977-1982 ;  ; Br, Ni, Cu-Ni ; Unc ; 23 ; sveta6369 ; 310 
 3803 ; Набор монет Гайаны: 25,10,5,1 центов (5шт). В буклете ; 1982, 1985 ;  ; Cu-Ni, Ni/лат ; Unc ; 21 ; caiman67 ; 258 
 3804 ; Набор монет Швейцарии: 5,2,1,1/2 франка, 20,10,5,1 раппен (8шт). В буклете ; 1981, 1982 ;  ; Cu-Ni, Br, лату ; Unc ; 28 ; caiman67 ; 541 
 3805 ; Набор монет Швеции: 5,1 крон, 50,25,10,5 эре (6шт). В буклете ; 1983 ;  ; Cu-Ni, Br ; Unc ; 35 ; dsp ; 340 
 3806 ; Набор монет Норвегии: 5,1 крон, 50,25,10,5 эре (6шт). В буклете ; 1981, 1982 ;  ; Cu-Ni, Br ; Unc ; 46 ; dsp ; 462 
 3807 ; Набор монет Египта: 20,10,5,2 пиастров, 10,5 миллиемов (6шт). В буклете ;  ;  ; Cu-Ni, латунь ; Unc/AU ; 18 ; caiman67 ; 401 
 3808 ; Лот монет Франции: 17шт ; 1945-1994 ;  ; Cu-Ni, Al/Br,Al ; VF/XF ; 28 ; stingr ; 157 
 3809 ; Лот монет Германии: 30шт ; 20 век ;  ; Cu-ni,Br,Al/Br ; VG/F-VF ; 25 ; zelya ; 394 
