 5647 ; Конверт со спецгашением Гренландия ;  ;  ;  ;  ; 11 ; гоша334 ; 102 
 5369 ; Бона иностранная Австрия ; 1986 ;  ;  ;  ; 12 ; трутень ; 90 
 5370 ; Бона иностранная Австрия ; 1915 ;  ;  ;  ; 25 ; Jon Snow ; 101 
 5371 ; Лот бон Австрия 6 шт ; 1912-22 ;  ;  ;  ; 32 ; class ; 309 
 5372 ; Лот бон Австрия 2 шт ; 1956-70 ;  ;  ;  ; 27 ; вэл ; 95 
 5373 ; Лот бон Югославия 3 шт ; 1985-91 ;  ;  ;  ; 26 ; А.А.Д ; 67 
 5374 ; Лот бон Югославия 2 шт ; 1955-68 ;  ;  ;  ; 42 ; Jek327 ; 93 
 5375 ; Лот бон Югославия 6 шт ; 1978-86 ;  ;  ; AU ; 24 ; МММ ; 144 
 5376 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 14 ; pref ; 76 
 5377 ; 1 гульден Нидерланды ; 1943 ;  ;  ;  ; 13 ; SKH ; 125 
 5378 ; 21/2 гульдена Нидерланды ; 1943 ;  ;  ;  ; 28 ; трутень ; 94 
 5379 ; 10 гульденов Нидерланды ; 1953 ;  ;  ;  ; 30 ; Ostriy ; 444 
 5380 ; Бона иностранная Испания ; 1928 ;  ;  ;  ; 24 ; 2128508 ; 98 
 5381 ; 2000 форинтов Венгрия ; 2016 ;  ;  ; AU ; 27 ; Andreyspb ; 561 
 5382 ; 20 франков Франция ; 1997 ;  ;  ; AU ; 48 ; Andreyspb ; 408 
 5383 ; 5 долларов США ; 2006 ;  ;  ; AU ; 20 ; u10257 ; 440 
 5384 ; Бона иностранная Узбекистан ; 1999 ;  ;  ;  ; 14 ; SER 888 ; 31 
 5385 ; 5 динар Саудовская Аравия ;  ;  ;  ;  ; 26 ; ZIMOGOR ; 363 
 5386 ; 1 доллар Багамские о-ва ; 1968 ;  ;  ;  ; 49 ; Плутос ; 616 
 5387 ; Бона иностранная Мальдивы ;  ;  ;  ; AU ; 23 ; спарта ; 227 
 5388 ; Лот бон иностранных 3 шт ;  ;  ;  ; AU ; 17 ; спарта ; 114 
 5389 ; Бона иностранная Зимбабве ;  ;  ;  ; AU ; 28 ; ABUS ; 185 
 5390 ; Бона иностранная Зимбабве ;  ;  ;  ; AU ; 20 ; ABUS ; 126 
 5391 ; Бона иностранная Египет ;  ;  ;  ; AU ; 22 ; akula ; 123 
 5392 ; Бона иностранная Португалия ;  ;  ;  ; AU ; 46 ; Ostriy ; 203 
 5393 ; Лот бон иностранных 2 шт ;  ;  ;  ;  ; 14 ; А.А.Д ; 46 
 5394 ; Лот бон иностранных 5 шт ;  ;  ;  ; AU ; 39 ; 1027 ; 157 
 5395 ; Лот бон Югославия 4 шт ;  ;  ;  ; AU ; 22 ; krass ; 166 
 5396 ; 5 крон Исландия ; 1957 ;  ;  ;  ; 38 ; Папа с рацией ; 159 
 5297 ; Лот бон иностранных 5 шт ;  ;  ;  ;  ; 13 ; alesjane ; 204 
 5298 ; Лот бон Украина 2 шт ; 1993 ;  ;  ;  ; 28 ; 1027 ; 73 
 5299 ; Лот бон Украина 10 шт ; 1991-92 ;  ;  ;  ; 21 ; ABUS ; 182 
 5300 ; Лот бон Беларусь 12 шт ;  ;  ;  ;  ; 25 ; dimon-2007 ; 184 
 5301 ; 5 долларов США ; 1914 ;  ;  ;  ; 38 ; пинокио ; 1686 
 5302 ; Бона иностранная Боливия ; 1928 ;  ;  ;  ; 22 ; krass ; 137 
 5303 ; 2 доллара Канада ; 1986 ;  ;  ; AU ; 21 ; Andreyspb ; 261 
 5304 ; 500 марек Польша ; 1919 ;  ;  ;  ; 28 ; alesjane ; 322 
 5305 ; 100 марек Польша ; 1919 ;  ;  ;  ; 34 ; X3.96rus ; 155 
 5306 ; Бона иностранная Франция ;  ;  ;  ;  ; 18 ; 2128508 ; 276 
 5307 ; Бона иностранная Франция ;  ;  ;  ;  ; 6 ; 2128508 ; 114 
 5308 ; Бона иностранная Германия ; 1922 ;  ;  ;  ; 73 ; Magger ; 340 
 5309 ; Лот бон иностранных 6 шт ;  ;  ;  ;  ; 27 ; А.А.Д ; 238 
 5310 ; 10 марок Германия ; 1949 ;  ;  ;  ; 45 ; сын дуремара ; 522 
 5311 ; 50 марок Германия ; 1948 ;  ;  ;  ; 30 ; krugerrand ; 159 
 5312 ; 1 марка Германия ;  ;  ;  ; AU ; 31 ; kop ; 202 
 5313 ; 1/2 марки Германия ; 1944 ;  ;  ;  ; 33 ; oleg61 ; 203 
 5314 ; 1 марка Саар ; 1947 ;  ;  ;  ; 63 ; alesjane ; 2833 
 5315 ; 10 пфеннигов Германия ;  ;  ;  ; AU ; 43 ; Майкл ; 310 
 5316 ; 5 пфеннигов Германия ;  ;  ;  ; AU ; 41 ; Майкл ; 390 
 5317 ; 1 марка Мемель ; 1922 ;  ;  ; AU ; 31 ; SKH ; 1381 
 5318 ; Бона иностранная Данциг ; 1919 ;  ;  ; AU ; 70 ; Andreyspb ; 1001 
 5319 ; Бона иностранная Германия ;  ;  ;  ; AU ; 23 ; Майкл ; 406 
 5320 ; 1 рупия Немецкая Восточная Африка ; 1916 ;  ;  ;  ; 11 ; archy ; 888 
 5321 ; Нотгельд Германия ;  ;  ;  ;  ; 16 ; smel ; 171 
 5322 ; Нотгельд Германия ;  ;  ;  ;  ; 12 ; Майкл ; 114 
 5323 ; Нотгельд Германия ;  ;  ;  ;  ; 15 ; SKH ; 306 
 5324 ; Гостиничная бона Германия ;  ;  ;  ;  ; 8 ; сын дуремара ; 57 
 5325 ; Гостиничная бона Германия ;  ;  ;  ;  ; 12 ; diskus72 ; 63 
 5326 ; Гостиничная бона Германия ;  ;  ;  ;  ; 7 ; 2128508 ; 55 
 5327 ; Гостиничная бона Германия ;  ;  ;  ;  ; 7 ; 2128508 ; 56 
 5328 ; Гостиничная бона Германия ;  ;  ;  ;  ; 7 ; 2128508 ; 55 
 5329 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 22 ; smel ; 153 
 5330 ; Бона иностранная Германия ; 1922 ;  ;  ;  ; 20 ; Jon Snow ; 90 
 5331 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 19 ; smel ; 177 
 5332 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 22 ; vladmarkin ; 117 
 5333 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 35 ; flutter ; 131 
 5334 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 30 ; СебастьянПерейро ; 135 
 5335 ; Бона иностранная Германия ; 1922 ;  ;  ;  ; 20 ; Jon Snow ; 114 
 5336 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 14 ; smel ; 135 
 5337 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 40 ; СебастьянПерейро ; 157 
 5338 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 23 ; diskus72 ; 110 
 5339 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 18 ; Jon Snow ; 114 
 5340 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 40 ; СебастьянПерейро ; 160 
 5341 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 24 ; flutter ; 104 
 5342 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 18 ; smel ; 137 
 5343 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 12 ; smel ; 137 
 5344 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 15 ; smel ; 132 
 5345 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 22 ; smel ; 161 
 5346 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 24 ; diskus72 ; 114 
 5247 ; Билет лотереи ( 8шт.) ;  ;  ;  ;  ; 3 ; Ustin ; 201 
 5248 ; Купоны ( 210 шт.) ;  ;  ;  ;  ; 21 ; Нумик2016 ; 276 
 5249 ; 50 копеек ; 1916 ;  ;  ;  ; 33 ; Sky2 ; 261 
 5250 ; Бона иностранная Латвия ; 1992 ;  ;  ;  ; 15 ; SKH ; 41 
 5251 ; 20 крон Эстония ; 1932 ;  ;  ; XF+ ; 28 ; oleg61 ; 738 
 5252 ; 5 марок ; 1919 ; Эстония ;  ;  ; 25 ; xoltecl ; 643 
 5253 ; 1 марка ; 1919 ; Эстония ;  ;  ; 24 ; alesjane ; 104 
 5254 ; 50 пенни ; 1919 ; Эстония ;  ;  ; 60 ; uhfvv7 ; 101 
 5255 ; 5 лат Латвия ; 2001 ;  ;  ;  ; 14 ; ashep ; 666 
 5256 ; Бона иностранная Латвия ; 1992 ;  ;  ;  ; 14 ; ABUS ; 234 
 5257 ; Бона иностранная Латвия ; 1992 ;  ;  ;  ; 9 ; Olimpia ; 90 
 5258 ; Бона иностранная Китай ; 1936 ;  ;  ;  ; 28 ; Olimpia ; 294 
 5259 ; Бона иностранная Китай ; 1936 ;  ;  ;  ; 48 ; Olimpia ; 623 
 5260 ; Бона иностранная Китай ; 1936 ;  ;  ;  ; 17 ; Olimpia ; 227 
 5261 ; Бона иностранная Китай ; 1941 ;  ;  ;  ; 25 ; 2128508 ; 355 
 5262 ; Бона иностранная Китай ; 1953 ;  ;  ;  ; 17 ; bezop144 ; 20 
 5263 ; Бона иностранная Китай ;  ;  ;  ;  ; 51 ; сын дуремара ; 1542 
 5264 ; Бона иностранная Китай ; 1934 ;  ;  ;  ; 35 ; archy ; 1205 
 5265 ; Бона иностранная Китай ; 1944 ;  ;  ;  ; 30 ; Olimpia ; 480 
 5266 ; Бона иностранная Китай ; 1940 ;  ;  ;  ; 13 ; 2128508 ; 252 
 5267 ; Бона иностранная Китай ; 1918 ;  ;  ;  ; 32 ; АВР ; 1284 
 5268 ; Бона иностранная Япония ;  ;  ;  ;  ; 17 ; SKH ; 306 
 5269 ; Бона иностранная Монголия ; 1966 ;  ;  ; AU ; 27 ; lsp25 ; 333 
 5270 ; Бона иностранная Монголия. Образец ; 1966 ;  ;  ;  ; 14 ; Olimpia ; 1483 
 5271 ; Бона иностранная Монголия. Образец ; 1966 ;  ;  ;  ; 17 ; Olimpia ; 1483 
 5272 ; Бона иностранная Монголия. Образец ; 1966 ;  ;  ;  ; 8 ; Olimpia ; 1483 
 5273 ; Бона иностранная Монголия. Образец ; 1966 ;  ;  ;  ; 14 ; Olimpia ; 1632 
 5274 ; Лот бон Египет 3 шт ;  ;  ;  ; AU ; 22 ; Olimpia ; 112 
 5275 ; Лот бон Египет 3 шт ;  ;  ;  ; AU ; 22 ; Olimpia ; 100 
 5276 ; Лот бон Заир 3 шт ; 1991-93 ;  ;  ; AU ; 22 ; Olimpia ; 156 
 5277 ; Лот бон иностранных 3 шт ;  ;  ;  ; AU ; 33 ; Andreyspb ; 193 
 5278 ; Лот бон Индия 5 шт ;  ;  ;  ; AU ; 19 ; Вадим Скифский ; 121 
 5279 ; Лот бон Вьетнам 3 шт ;  ;  ;  ;  ; 26 ; М662 ; 468 
 5280 ; Бона иностранная Греция ; 1939 ;  ;  ;  ; 25 ; СебастьянПерейро ; 132 
 5281 ; Бона иностранная Казахстан ;  ;  ;  ;  ; 13 ; ship-nik ; 50 
 5282 ; Бона иностранная Приднестровье ; 2007 ;  ;  ; AU ; 21 ; hoop ; 26 
 5283 ; Лот бон Китай 3 шт ;  ;  ;  ; AU ; 13 ; Andreyspb ; 228 
 5284 ; Лот бон иностранных 6 шт ;  ;  ;  ; AU ; 17 ; Краснодар ; 126 
 5285 ; 20 крон Швеция ;  ;  ;  ; AU ; 16 ; птичка16 ; 385 
 5286 ; Бона иностранная Лаос ;  ;  ;  ; AU ; 32 ; dimon-2007 ; 567 
 5287 ; Бона иностранная Кыргызстан ;  ;  ;  ; AU ; 17 ; ABUS ; 48 
 5288 ; Лот бон иностранных 3 шт ;  ;  ;  ; AU ; 16 ; doc2 ; 90 
 5289 ; Лот бон иностранных 4 шт ;  ;  ;  ;  ; 31 ; diskus72 ; 153 
 5290 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 17 ; pref ; 182 
 5291 ; Лот бон Китай 6 шт ;  ;  ;  ;  ; 25 ; pref ; 114 
 5292 ; Бона иностранная Китай ;  ;  ;  ;  ; 8 ; Краснодар ; 370 
 5293 ; Бона иностранная Китай ;  ;  ;  ;  ; 9 ; Краснодар ; 76 
 5294 ; Бона иностранная Китай ;  ;  ;  ;  ; 18 ; МММ ; 114 
 5295 ; Лот бон Китай 6 шт ;  ;  ;  ;  ; 19 ; пинокио ; 348 
 5296 ; Лот бон иностранных 9 шт ;  ;  ;  ;  ; 31 ; СебастьянПерейро ; 130 
 5197 ; 5 копеек ; 1978 ;  ;  ;  ; 16 ; Ustin ; 101 
 5198 ; 50 копеек ; 1978 ;  ;  ;  ; 11 ; k212 ; 150 
 5199 ; Приватизационный чек ; 1992 ;  ;  ;  ; 8 ; почтальон ; 611 
 5200 ; Приватизационный чек ; 1992 ;  ;  ;  ; 12 ; Elephant ; 101 
 5201 ; Чек 100 рублей "ВНЕШПОСЫЛТОРГ" ; 1976 ;  ;  ;  ; 41 ; cboker ; 4004 
 5202 ; Приватизационный чек 10000 рублей ; 1992 ;  ;  ;  ; 6 ; Лопата ; 531 
 5203 ; 1 рубль. Арктикуголь ;  ;  ;  ;  ; 39 ; Foxes ; 214 
 5204 ; 5 рублей. Артикуголь ;  ;  ;  ;  ; 6 ; гус4 ; 90 
 5205 ; 10 рублей. Арктикуголь ;  ;  ;  ;  ; 18 ; ZIMOGOR ; 125 
 5206 ; Бона. 100 рублей. Олимпиада в Сочи. Серия АА ; 2014 ;  ;  ;  ; 10 ; Лопата ; 184 
 5207 ; Бона. 100 рублей. Олимпиада в Сочи. Серия АА ; 2014 ;  ;  ;  ; 7 ; Лопата ; 185 
 5208 ; Облигация на 100 рублей ; 1936 ;  ;  ;  ; 6 ; o_ruslan ; 255 
 5209 ; Облигация на 100 рублей ; 1944 ;  ;  ;  ; 12 ; Energo ; 426 
 5210 ; Облигация на 100 рублей ; 1946 ;  ;  ;  ; 3 ; VAZ-2107 ; 153 
 5211 ; Облигация на 50 рублей ; 1940 ;  ;  ;  ; 17 ; doc2 ; 629 
 5212 ; Облигация на 50 рублей ; 1945 ;  ;  ;  ; 61 ; o_ruslan ; 3059 
 5213 ; Облигация на 25 рублей ; 1943 ;  ;  ;  ; 26 ; Sky2 ; 691 
 5214 ; Облигация на 25 рублей ; 1946 ;  ;  ;  ; 3 ; o_ruslan ; 102 
 5215 ; Облигация на 10 рублей ;  ;  ;  ;  ; 24 ; Olimpia ; 3468 
 5216 ; Облигация 50 рублей ; 1982 ;  ;  ;  ; 19 ; Ravalnath ; 51 
 5217 ; Лот облигаций 2 шт ; 1982 ;  ;  ;  ; 16 ; Numismatist ; 69 
 5218 ; Облигация ; 1909 ;  ;  ;  ; 17 ; магаз ; 398 
 5219 ; Облигация ; 1886 ;  ;  ;  ; 9 ; магаз ; 340 
 5220 ; Облигация ; 1886 ;  ;  ;  ; 7 ; магаз ; 340 
 5221 ; Облигация ; 1913 ;  ;  ;  ; 5 ; 4758 ; 261 
 5222 ; Облигация ; 1914 ;  ;  ;  ; 5 ; Krys ; 255 
 5223 ; Облигация ; 1914 ;  ;  ;  ; 5 ; Krys ; 255 
 5224 ; Облигация ; 1885 ;  ;  ;  ; 3 ; Ustin ; 222 
 5225 ; Облигация ; 1891 ;  ;  ;  ; 14 ; Ceregga ; 357 
 5226 ; Облигация ; 1889 ;  ;  ;  ; 13 ; магаз ; 340 
 5227 ; Облигация ; 1889 ;  ;  ;  ; 9 ; магаз ; 340 
 5228 ; Акция ; 1911 ;  ;  ;  ; 17 ; 1177 ; 510 
 5229 ; Закладной лист ; 1903 ;  ;  ;  ; 19 ; магаз ; 466 
 5230 ; Пай в 100 рублей ; 1912 ;  ;  ;  ; 9 ; магаз ; 255 
 5231 ; Облигация ; 1950 ;  ;  ;  ; 29 ; Ravalnath ; 290 
 5232 ; Облигация ; 1949 ;  ;  ;  ; 54 ; o_ruslan ; 2558 
 5233 ; Облигация ; 1952 ;  ;  ;  ; 20 ; doc2 ; 423 
 5234 ; Облигация ; 1952 ;  ;  ;  ; 5 ; kost ; 252 
 5235 ; Облигация ; 1992 ;  ;  ;  ; 7 ; 4758 ; 32 
 5236 ; Облигация ; 1992 ;  ;  ;  ; 13 ; магаз ; 46 
 5237 ; Облигация ; 1956 ;  ;  ;  ; 10 ; Numismatist ; 70 
 5238 ; Облигация ; 1955 ;  ;  ;  ; 14 ; почтальон ; 101 
 5239 ; Облигация Армения ; 1993 ;  ;  ;  ; 3 ; Olimpia ; 79 
 5240 ; 1 рубль. Чек ; 1987 ;  ;  ;  ; 11 ; СебастьянПерейро ; 69 
 5241 ; Билет лотереи ( 7шт.) ;  ;  ;  ;  ; 3 ; Ustin ; 201 
 5242 ; Лот билетов и чеков 10 шт ;  ;  ;  ;  ; 11 ; Ustin ; 112 
 5243 ; Билет лотереи ( 7шт.) ;  ;  ;  ;  ; 5 ; Ustin ; 201 
 5244 ; Билет лотереи ( 8шт.) ;  ;  ;  ;  ; 3 ; Ustin ; 201 
 5245 ; Билет лотереи ( 8шт.) ;  ;  ;  ;  ; 3 ; Ustin ; 201 
 5246 ; Билет лотереи ( 8шт.) ;  ;  ;  ;  ; 3 ; Ustin ; 201 
 5147 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 30 ; 312 ; 101 
 5148 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ;  ; 32 ; ialaiola ; 310 
 5149 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ;  ; 29 ; prostor.71 ; 254 
 5150 ; 5 рублей ; 1947 ; Гос.казначейский билет ;  ;  ; 14 ; Chatsky ; 260 
 5151 ; 5 рублей ; 1947 ; Гос.казначейский билет ;  ;  ; 24 ; ЧЕРВОНЕЦ76 ; 983 
 5152 ; 25 рублей ; 1947 ; билет ;  ;  ; 29 ; ЧЕРВОНЕЦ76 ; 925 
 5153 ; 100 рублей ; 1947 ; билет ;  ;  ; 32 ; sotnik ; 2230 
 5154 ; 100 рублей ; 1947 ; билет ;  ;  ; 43 ; ialaiola ; 1134 
 5155 ; 100 рублей ; 1961 ;  ;  ; AU ; 27 ; lsp25 ; 638 
 5156 ; 100 рублей ; 1961 ;  ;  ;  ; 30 ; ABUS ; 253 
 5157 ; 50 рублей ; 1961 ; билет ;  ;  ; 53 ; FED ; 609 
 5158 ; 50 рублей ; 1961 ; билет ;  ;  ; 22 ; А.А.Д ; 51 
 5159 ; 50 рублей ; 1991 ; билет ;  ; AU ; 29 ; SIA ; 510 
 5160 ; 100 рублей ; 1991 ; билет ;  ;  ; 18 ; Olimpia ; 73 
 5161 ; 100 рублей ; 1991 ; билет ;  ; AU ; 15 ; нв1975 ; 476 
 5162 ; 500 рублей ; 1991 ; билет ;  ;  ; 13 ; Olimpia ; 130 
 5163 ; 1000 рублей ; 1991 ; билет ;  ;  ; 21 ; Olimpia ; 347 
 5164 ; 50 рублей ; 1992 ; билет ;  ; AU ; 52 ; Sky2 ; 408 
 5165 ; 50 рублей ; 1992 ; билет ;  ; AU ; 46 ; Sky2 ; 408 
 5166 ; 500 рублей ; 1992 ; билет ;  ; AU ; 46 ; Energo ; 500 
 5167 ; 1000 рублей ; 1992 ; билет ;  ; AU ; 39 ; Numismatist ; 224 
 5168 ; 5000 рублей ; 1992 ; банкнота ;  ; AU ; 6 ; Sky2 ; 577 
 5169 ; 50000 рублей ; 1994 ; банкнота ;  ;  ; 49 ; спарта ; 1218 
 5170 ; 100000 рублей ; 1995 ; банкнота ;  ;  ; 20 ; to-to ; 567 
 5171 ; 5 рублей ; 1997 ; банкнота ;  ; AU ; 35 ; Sky2 ; 502 
 5172 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 26 ; serg98 ; 185 
 5173 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 21 ; kop ; 227 
 5174 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 45 ; 21011984andrei ; 187 
 5175 ; 100 рублей ; 1997 ; банкнота ;  ; AU ; 42 ; Sky2 ; 898 
 5176 ; Лот бон СССР 2 шт ; 1961-91 ;  ;  ;  ; 17 ; Olimpia ; 232 
 5177 ; Лот снят ;  ;  ;  ;  ; 0 ;  ; 0 
 5178 ; Лот бон 11 шт ; 1961-93 ;  ;  ;  ; 36 ; А.А.Д ; 227 
 5179 ; 5 рублей ; 1961 ; Гос.казначейский билет ;  ;  ; 6 ; SER 888 ; 12 
 5180 ; Лот бон 7 шт ; 1961-92 ;  ;  ;  ; 23 ; DATR ; 190 
 5181 ; Лот бон (4шт) ;  ;  ;  ;  ; 17 ; Четырехлистник ; 83 
 5182 ; 3 рубля ; 1961 ; Гос.казначейский билет ;  ;  ; 3 ; Energo ; 330 
 5183 ; 50 рублей ; 1991 ; билет ;  ;  ; 4 ; 4758 ; 15 
 5184 ; 100 рублей ; 1991 ; билет ;  ;  ; 6 ; 4758 ; 40 
 5185 ; 100 рублей ; 1991 ; билет ;  ;  ; 12 ; 4758 ; 25 
 5186 ; 50 рублей ; 1992 ; билет ;  ;  ; 6 ; 4758 ; 40 
 5187 ; 200 рублей ; 1992 ; билет ;  ;  ; 15 ; cboker ; 55 
 5188 ; 500 рублей ; 1992 ; билет ;  ;  ; 7 ; hoop ; 46 
 5189 ; 1000 рублей ; 1995 ; банкнота ;  ;  ; 6 ; Energo ; 249 
 5190 ; 5000 рублей ; 1995 ; банкнота ;  ;  ; 17 ; Фест ; 255 
 5191 ; 5 рублей ; 1997 ; банкнота ;  ;  ; 42 ; dmitriix ; 262 
