 4828 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 42 ; jj ; 74 
 4152 ; Облигация ; 1896 ;  ;  ;  ; 19 ; Lizaveta ; 266 
 4153 ; Акция. Баку ; 1917 ;  ;  ;  ; 10 ; kostik_ne ; 43 
 4154 ; Облигация Рязанско-Уральской ж/д ; 1894 ;  ;  ;  ; 3 ; potapov0 ; 306 
 4155 ; Облигация ; 1880 ;  ;  ;  ; 19 ; vjacha ; 190 
 4156 ; Облигация ; 1909 ;  ;  ;  ; 15 ; vjacha ; 170 
 4157 ; Облигация ; 1909 ;  ;  ;  ; 14 ; КРАЙ ; 46 
 4158 ; Акция. США ;  ;  ;  ;  ; 11 ; mister bonn ; 134 
 4159 ; Акция. США ;  ;  ;  ;  ; 7 ; 4004 ; 57 
 4160 ; Акция. США ;  ;  ;  ;  ; 7 ; 4004 ; 88 
 4061 ; 1 рубль ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 15 ; RusScat ; 691 
 4062 ; 3 рубля ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 20 ; gelo ; 643 
 4063 ; 5 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 18 ; сибиряк29 ; 805 
 4064 ; 20 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 14 ; егор ; 2000 
 4065 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 15 ; Greenfields ; 55 
 4066 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 17 ; Greenfields ; 69 
 4067 ; 250 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 17 ; КРАЙ ; 255 
 4068 ; Карточка на хлеб ; 1947 ;  ;  ;  ; 22 ; sdfg ; 721 
 4069 ; Абонемент ;  ;  ;  ;  ; 11 ; potapov0 ; 11 
 4070 ; 250 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 54 ; vjacha ; 116 
 4071 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 13 ; Greenfields ; 125 
 4072 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 42 ; Mawr ; 107 
 4073 ; 1000 рублей. ЦК Содействия Охраны Материнства и Младенчества ; 1924 ;  ;  ;  ; 9 ; benc ; 1587 
 4074 ; Учетный листок на выдачу прод и пром карточек ; 1942 ;  ;  ;  ; 16 ; kirkar ; 317 
 4075 ; 5 юаней ; 1936 ;  ;  ;  ; 17 ; geracon2009 ; 111 
 4076 ; 5 юаней ; 1940 ;  ;  ;  ; 39 ; sman ; 122 
 4077 ; 1 доллар ; 1928 ;  ;  ;  ; 81 ; geracon2009 ; 197 
 4078 ; 100 юаней ; 1941 ;  ;  ;  ; 17 ; geracon2009 ; 83 
 4079 ; 5 юаней ; 1930 ;  ;  ;  ; 76 ; Gold_42 ; 255 
 4080 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 14 ; verunk1 ; 73 
 4081 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 49 ; bia1982 ; 401 
 4082 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 46 ; spbra ; 46 
 4083 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 19 ; Galina66 ; 27 
 4084 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 13 ; Galina66 ; 53 
 4085 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 16 ; Galina66 ; 28 
 4086 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; Galina66 ; 32 
 4087 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; Greenfields ; 59 
 4088 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; spbra ; 72 
 4089 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; verunk1 ; 79 
 4090 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 22 ; verunk1 ; 95 
 4091 ; 1 рубль ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 45 ; konor ; 400 
 4092 ; 1 рубль ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 38 ; masterovoi ; 782 
 4093 ; 1 рубль ; 1934 ; Гос.казначейские билеты ;  ;  ; 50 ; Стрепет ; 1020 
 4094 ; 10 крон ;  ;  ;  ;  ; 15 ; Northman ; 305 
 4095 ; 10 крон ;  ;  ;  ;  ; 28 ; Alks75 ; 76 
 4096 ; 10 крон ;  ;  ;  ;  ; 9 ; Northman ; 114 
 4097 ; 10 крон ;  ;  ;  ;  ; 33 ; Alks75 ; 104 
 4098 ; 1 крона ;  ;  ;  ;  ; 19 ; ИЮМов1 ; 83 
 4099 ; 1 крона ;  ;  ;  ;  ; 24 ; AlexAlex ; 102 
 4100 ; 5 крон ;  ;  ;  ;  ; 12 ; ИЮМов1 ; 225 
 4101 ; 5 крон ;  ;  ;  ;  ; 7 ; advokatx ; 210 
 4102 ; 1 фунт ;  ;  ;  ;  ; 77 ; cherry ; 97 
 4103 ; 5 рублей ; 1925 ; Гос.казначейские билеты СССР ;  ;  ; 65 ; никсер ; 1326 
 4104 ; 1 червонец ; 1937 ; Билет ;  ;  ; 19 ; alex550 ; 340 
 4105 ; 1 червонец ; 1926 ; Пятаков. Билет ;  ;  ; 69 ; bia1982 ; 7395 
 4106 ; 1 червонец ; 1926 ; Калманович, Карклин. Билет ;  ;  ; 30 ; Natascha ; 1270 
 4107 ; 1 червонец ; 1926 ; Калманович, Горбунов. Билет ;  ;  ; 52 ; Филипп Бенг ; 3314 
 4108 ; 2 червонца ; 1928 ; Пятаков. Билет ;  ;  ; 17 ; Natascha ; 1264 
 4109 ; 1 копейка. Без надпечатки ; 1915 ; Деньги-марки ;  ; AU ; 20 ; ac ; 2040 
 4110 ; 2 копейки. Без надпечатки ; 1915 ; Деньги-марки ;  ; AU ; 49 ; potapov0 ; 2301 
 3570 ; Лот ЕВРО монет: 2 евро, 2,1 евроцентов (5шт) ; 2004-2010 ;  ; Би/м ; XF/AU ; 22 ; ppi ; 623 
 3571 ; Лот ЕВРО монет: 2 евро, 2,1 евроцентов (7шт) ; 2006-2011 ;  ; Би/м,Cu/St ; VF-XF/AU ; 22 ; Smit ; 578 
 3572 ; Лот монет Ирландии (5шт) ; 1969-1995 ;  ; Cu-Ni,Br ; VF-/VF+ ; 36 ; MaRgo ; 100 
 3573 ; Лот монет Эстонии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2011 ;  ; Лат,Би/м,Cu/St ; AU ; 29 ; Smit ; 246 
 3574 ; Лот монет Хорватии: 5,2,1 куны (3шт) ; 2001-2009 ;  ; Cu-Ni ; AU ; 22 ; Стрепет ; 209 
 3575 ; Лот монет Великобритании: 1 пенни (5шт) ; 1886-1901 ;  ; Cu ; VG/F- ; 17 ; Al0851 ; 133 
 3576 ; Лот монет Великобритании: 1 пенни (4шт) ; 1861-1901 ;  ; Cu ; VG/F- ; 16 ; Al0851 ; 119 
 3577 ; Лот монет Бельгии: 4шт ; 1902-1921 ;  ; Cu-Ni ; F-VF/VF- ; 54 ; av ; 153 
 3578 ; Лот монет Колумбии: 5шт ; 1964-1977 ;  ; Cu-Ni,лат ; VF/XF ; 29 ; kostik_ne ; 151 
 3579 ; Лот монет Польши (Правители Польши): 3шт ; 1987-1992 ;  ; Cu-Ni ; AU ; 55 ; v_bond ; 192 
 3580 ; Лот монет Веймара: 2шт ; 1922 ;  ; Al ; XF+ ; 14 ; сквозняк_44 ; 77 
 3581 ; Лот монет США: 1/4 доллара, 1 дайм, 5,1 цент (6шт) ; 1943-2003 ;  ; Cu-Ni,Cu-Zn ; F-VF/XF ; 13 ; yrik ; 49 
 3582 ; Лот монет Финляндии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2011 ;  ; Би/м, Cu/St,лат ; AU ; 38 ; skiff1979nd ; 306 
 3583 ; Лот монет Финляндии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2012 ;  ; Би/м, Cu/St,лат ; AU ; 40 ; lexx66 ; 289 
 3584 ; Лот монет Германии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2002-2011 ;  ; Би/м, Cu/St,лат ; AU ; 31 ; molodes ; 196 
 3585 ; Лот монет Словении: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2007 ;  ; Би/м, Cu/St,лат ; AU ; 100 ; skiff1979nd ; 363 
 3586 ; Лот монет Люксембурга: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2002 ;  ; Би/м, Cu/St,лат ; AU ; 50 ; лесной ; 377 
 3587 ; Лот монет Люксембурга: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2003 ;  ; Би/м, Cu/St,лат ; AU ; 132 ; skiff1979nd ; 357 
 3588 ; Лот монет Люксембурга: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2004 ;  ; Би/м, Cu/St,лат ; AU ; 51 ; djon.777 ; 371 
 3589 ; Лот монет Финляндии: 5,2,1 евроцентов (3шт) ; 2012 ;  ; Cu/St ; AU ; 26 ; molodes ; 24 
 3590 ; Лот монет Бельгии: 50,20,5,2,1 евроцентов (5шт) ; 2011 ;  ; Cu/St, латунь ; AU ; 59 ; Smit ; 82 
 3591 ; Лот монет Люксембурга: 50,20,10 евроцентов (3шт) ; 2011 ;  ; Латунь ; AU ; 65 ; д166 ; 76 
 3592 ; Лот монет США: 1 доллар, 1/4 доллара (6шт) ; 1976-2009 ;  ; Cu-Ni ; XF-/XF+ ; 100 ; Gordey72 ; 306 
 3593 ; Лот монет Приднестровской Молдавской Республики:4шт ; 2000-2005 ;  ; Al,Лат ; AU ; 38 ; b197312 ; 204 
 3594 ; Лот монет Лаоса: 3шт ; 1952 ;  ; Al ; AU ; 9 ; temichek ; 179 
 3595 ; Лот монет Грузии: 3шт ; 2006 ;  ; Би/м,Cu-Ni ; AU ; 72 ; denita ; 355 
 3596 ; Лот монет Багамских островов: 5шт ; 2005-2007 ;  ; Cu/St,Cu-Ni ; AU ; 15 ; krut0803 ; 227 
 3597 ; Лот монет Молдовы: 4шт ; 2008 ;  ; Лат,Al ; AU ; 34 ; b197312 ; 209 
 3598 ; Лот монет белиза: 4шт ; 2000-2007 ;  ; Al,Cu-Ni ; AU ; 9 ; pro1 ; 164 
 3599 ; Лот монет Каморских островов: 5шт ; 1992-2003 ;  ; Латунь,Al,Cu-Ni ; AU ; 15 ; krut0803 ; 350 
 3600 ; Лот монет Уганды: 4шт ; 1998-2003 ;  ; Лат,cu-Ni ; AU ; 30 ; krut0803 ; 261 
 3601 ; Лот монет Самоа: 4шт ; 2002 ;  ; cu-Ni ; AU ; 20 ; джон08 ; 174 
 3602 ; Лот монет Тайланда: 9шт ;  ;  ; cu-Ni,Br,Лат,Би ; AU ; 66 ; Стрепет ; 285 
 3603 ; Лот монет Аргентины: 4шт ; 1989-1990 ;  ; Al ; AU ; 45 ; off ; 153 
 3604 ; Лот монет Ливана: 6шт ; 1996-2009 ;  ; Cu-Ni,Лат,Cu/St ; AU ; 37 ; denita ; 397 
 3605 ; Лот монет Каморских островов: 5шт ; 1992-2003 ;  ; Латунь,Al,Cu-Ni ; AU ; 32 ; vb96 ; 236 
 3606 ; Лот монет Нигерии: 3шт ; 2006 ;  ; Би/м,Cu-Ni ; AU ; 43 ; v_bond ; 189 
 3607 ; Лот монет Уругвая: 4шт ; 2011 ;  ; Би/м,лат ; AU ; 57 ; dsp ; 204 
 3608 ; Лот монет Новой Зеландии: 3 пенса (16шт) ; 1934,1937 ;  ; Ag ; VF-/VF ; 51 ; AGM62 ; 912 
 3609 ; Лот монет Палестины: 4шт ; 1927-1942 ;  ; Br,Cu-Ni ; VF-/VF ; 25 ; Павлов75 ; 340 
 4051 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 11 ; lexx66 ; 32 
 4052 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 6 ; WOLK ; 32 
 4053 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 20 ; lexx66 ; 33 
 4054 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 16 ; slovjnin ; 54 
 4055 ; 20 копеек ; 1915 ; Деньги-марки ;  ;  ; 17 ; pro1 ; 95 
 4056 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 31 ; masterovoi ; 159 
 4057 ; 3 рубля. Одноцвет ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 42 ; Злой 2 ; 1788 
 4058 ; 10 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 45 ; RusScat ; 643 
 4059 ; 25 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 49 ; RusScat ; 671 
 4060 ; 50 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 36 ; RusScat ; 699 
 3520 ; 1/2 новая пенни. Великобритания ; 1971 ;  ; Br ; VF-XF ; 17 ; -IROKEZ- ; 30 
 3521 ; 1 эре. Дания ; 1917 ;  ; Br ; F-VF ; 9 ; av ; 108 
 3522 ; 1 цент. Канада. 100 лет Конфедерации ; 1967 ;  ; Br ; VF ; 8 ; yunker ; 56 
 3523 ; 1 пфенниг. Германия ; 1911J ;  ; Cu ; VF ; 26 ; westof ; 29 
 3524 ; 5 пенни. Финляндия ; 1940 ;  ; Cu ; VF-XF ; 14 ; LAB-A ; 25 
 3525 ; 5 эре. Дания ; 1928 ;  ; Br ; VF- ; 12 ; Юбер ; 42 
 3526 ; 2 эре. Швеция ; 1896 ;  ; Cu ; F-VF ; 16 ; seregaoreshin ; 68 
 3527 ; 1 сент. Эстония ; 1929 ;  ; Br ; VF-XF ; 10 ; MC17 ; 26 
 3528 ; 25 центов. Нидерланды ; 1941 ;  ; Zn ; VF- ; 6 ; vladimir-sirke ; 31 
 3529 ; 20 лепт. Греция ; 1976 ;  ; Al ; VF-XF ; 61 ; krut0803 ; 83 
 3530 ; 1/2 рупии. Бутан ;  ;  ; Cu ; F-VF ; 15 ; Sterh ; 75 
 3531 ; Телефонный жетон. Дания ;  ;  ; Б/м ; VF- ; 24 ; t_v_v ; 36 
 3532 ; 100 марок. Финляндия. Стадион ; 1994 ;  ; Ag ; UNC/AU ; 74 ; Алек ; 1216 
 3533 ; 200 марок. Финляндия ; 1956 ;  ; Ag ; AU ; 23 ; krocsi ; 220 
 3534 ; 200 марок. Финляндия ; 1957 ;  ; Ag ; UNC/AU ; 29 ; AGM62 ; 289 
 3535 ; 100 марок. Финляндия ; 1956 ;  ; Ag ; UNC/AU ; 31 ; Халев ; 206 
 3536 ; 100 марок. Финляндия ; 1957 ;  ; Ag ; AU ; 34 ; vasek ; 206 
 3537 ; 5 марок. Финляндия ; 2000 ;  ; Al/Br ; UNC/AU ; 63 ; off ; 169 
 3538 ; 5 марок. Финляндия ; 2001 ;  ; Al/Br ; UNC/AU ; 58 ; ppi ; 153 
 3539 ; 1 марка. Финляндия. Следы перечекана ; 1929 ;  ; Cu-Ni ; XF ; 44 ; krocsi ; 49 
 3540 ; Лот монет Польши: 10 злотых  (круглая и квадратная) (2шт). История Польской музыки. Чеслав Немен ; 2009 ;  ; Ag ; Proof ; 50 ; Алек ; 2550 
 3541 ; Годовой набор монет США: 1 доллар, 1/2 доллара, 1/4 доллара (3шт). Упаковка ; 1976S ;  ; Ag ; AU ; 20 ; asternox ; 918 
 3542 ; 1 доллар + жетон. Упаковка, в конверте ; 1972S ;  ; Ag ; AU ; 20 ; alex550 ; 867 
 3543 ; 1 доллар + жетон. Упаковка, в конверте ; 1974S ;  ; Ag ; AU ; 33 ; maksimus71 ; 1173 
 3544 ; 1 доллар + жетон. Упаковка, в конверте ; 1973S ;  ; Ag ; AU ; 63 ; REC ; 840 
 3545 ; 1 доллар + жетон. Упаковка, в конверте ; 1971S ;  ; Ag ; AU ; 40 ; маманя ; 844 
 3546 ; Набор монет Великобритании: 1 фунт, 50,20,10,5,2,1 пенса (7шт). В буклете, упаковка ; 1987 ;  ; Cu-Ni,Br,Ni-Лат ; Unc ; 11 ; Al0851 ; 634 
 3547 ; Набор монет Канады (12 месяцев): 25 центов (12шт). В буклете ; 1999 ;  ; Cu-Ni ; AU ; 34 ; dsp ; 663 
 3548 ; Годовой набор монет США: 1/2 доллара, 1/4 доллара, 1 дайм, 5 центов,1 цент (5шт). В пластиковой упаковке ; 1969S ;  ; Ag,Cu-Ni,Cu-Zn ; Proof ; 30 ; маманя ; 535 
 3549 ; Годовой набор монет США: 1 доллар, 1/2 доллара, 1/4 доллара, 5 центов, 1 цент, 1 дайм (6шт). Пластиковая упаковка ; 1973S ;  ; Cu-Ni,Cu-Zn ; Proof ; 57 ; Gordey72 ; 601 
 3550 ; Годовой набор монет США: 1 доллар, 1/2 доллара, 1/4 доллара, 5 центов, 1 цент, 1 дайм (6шт). Пластиковая упаковка ; 1974S ;  ; Cu-Ni,Cu-Zn ; Proof ; 50 ; maksimus71 ; 833 
 3551 ; Годовой набор монет США (200 лет юбилею): 1 доллар, 1/2 доллара, 1/4 доллара, 5 центов, 1 цент, 1 дайм (6шт). Пластиковая упаковка ; 1976S ;  ; Cu-Ni,Cu-Zn ; Proof ; 14 ; vladimir-sirke ; 515 
 3552 ; Годовой набор монет США (200 лет юбилею): 1 доллар, 1/2 доллара, 1/4 доллара, 5 центов, 1 цент, 1 дайм (6шт). Пластиковая упаковка ; 1976S ;  ; Cu-Ni,Cu-Zn ; Proof ; 26 ; AGM62 ; 516 
 3553 ; Годовой набор монет США: 1 доллар, 1/2 доллара, 1/4 доллара, 5 центов, 1 цент, 1 дайм (6шт). Пластиковая упаковка ; 1977S ;  ; Cu-Ni,Cu-Zn ; Proof ; 24 ; АЛЬБЕРТ ; 560 
 3554 ; Годовой набор монет США: 1 доллар, 1/2 доллара, 1/4 доллара, 5 центов, 1 цент, 1 дайм (6шт). Пластиковая упаковка ; 1978S ;  ; Cu-Ni,Cu-Zn ; Proof ; 17 ; АЛЬБЕРТ ; 334 
 3555 ; Годовой набор монет США: 1 доллар, 1/2 доллара, 1/4 доллара, 5 центов, 1 цент, 1 дайм (6шт). Пластиковая упаковка ; 1979S ;  ; Cu-Ni,Cu-Zn ; Proof ; 55 ; Антон Семенович ; 410 
 3556 ; Годовой набор монет США: 1/2 доллара, 1/4 доллара, 1 дайм, 5 центов,1 цент (5шт). В пластиковой упаковке, в конверте ; 1985S ;  ; Cu-Ni,Cu-Zn ; Proof ; 26 ; alexda777 ; 363 
 3557 ; Годовой набор монет США: 1/2 доллара, 1/4 доллара, 1 дайм, 5 центов,1 цент (5шт). В пластиковой упаковке, в конверте ; 1987S ;  ; Cu-Ni,Cu-Zn ; Proof ; 24 ; alexda777 ; 249 
 3558 ; Годовой набор монет США (Штаты): 1/4 доллара (5шт). Пластиковая упаковка ; 2000S ;  ; Cu-Ni ; Proof ; 13 ; vladimir-sirke ; 216 
 3559 ; Годовой набор монет США: 1 доллар, 1/2 доллара, 1/4 доллара, 1 дайм, 5 центов,1 цент (5шт). В пластиковой упаковке ; 2000S ;  ; Cu-Ni-Zn,Cu-Ni, ; Proof ; 16 ; АЛЬБЕРТ ; 285 
 3560 ; Годовой набор монет США "Президеннты": 1 доллар (4шт). В пластиковой упаковке ; 2008 ;  ; Cu-Ni-Zn ; Proof ; 27 ; Smit ; 450 
 3561 ; Набор монет Греции: 500 драхм (6шт). Пластиковая упаковка ; 2000 ;  ; Cu-Ni ; AU ; 52 ; Недорого ; 702 
 3562 ; Набор монет Кипра: 11шт. Пластиковая упаковка ; 1972-1992 ;  ; Лат,Br,Al,Cu-Ni ; XF+/AU ; 21 ; dsp ; 536 
 3563 ; Набор монет Греции: 20,10,5,2,1 драхмы, 20,10 лепта (8шт). ; 1978 ;  ; Латунь,Cu-Ni ; AU ; 46 ; b197312 ; 726 
 3564 ; Набор монет Греции: 100,50 драхм (8шт). ; 1994,1997,1998,1999 ;  ; Латунь ; XF/AU ; 28 ; Недорого ; 515 
 3565 ; Ролл монет Эстонии: 10 сенти (50шт) ; 2006 ;  ; Лат ; AU ; 45 ; tss ; 107 
 3566 ; Лот "мини-монет"  "Президенты и Первые Леди": 4шт ; 1977 ;  ; Ag ; AU ; 66 ; E.V.A. ; 1530 
 3567 ; Лот "мини-монет"  "Президенты и Первые Леди": 4шт ; 1977 ;  ; Ag ; AU ; 35 ; E.V.A. ; 1530 
 3568 ; Лот "мини-монет"  "Президенты и Первые Леди": 4шт ; 1977 ;  ; Ag ; AU ; 38 ; E.V.A. ; 1530 
 3569 ; Лот "мини-монет"  "Президенты и Первые Леди": 4шт ; 1977 ;  ; Ag ; AU ; 36 ; E.V.A. ; 1530 
 3470 ; 25 эре. Швеция ; 1947 ;  ; Ag ; VF- ; 37 ; Sterh ; 45 
 3471 ; 25 эре. Швеция ; 1954 ;  ; Ag ; VF+ ; 23 ; seregaoreshin ; 45 
 3472 ; 25 эре. Швеция ; 1930 ;  ; Ag ; F-VF ; 26 ; vjacha ; 53 
 3473 ; 10 эре. Швеция ; 1930 ;  ; Ag ; VF- ; 10 ; buben ; 41 
 3474 ; 10 эре. Швеция ; 1959 ;  ; Ag ; VF- ; 6 ; buben ; 26 
 3475 ; 10 эре. Швеция ; 1957 ;  ; Ag ; VF-XF ; 12 ; buben ; 26 
