 5651 ; Бона иностранная. Лаос ;  ;  ;  ;  ; 14 ; mart_si ; 42 
 5377 ; 1 марка Германия ; 1948 ;  ;  ;  ; 12 ; alapabula ; 115 
 5378 ; 2 марки Германия ; 1948 ;  ;  ;  ; 8 ; alesjane ; 261 
 5379 ; 5 пфеннигов Германия ;  ;  ;  ;  ; 47 ; ZIMOGOR ; 202 
 5380 ; 10 пфеннигов Германия ;  ;  ;  ;  ; 13 ; alapabula ; 227 
 5381 ; 1/2 марки Германия ; 1944 ;  ;  ;  ; 33 ; alapabula ; 200 
 5382 ; 1 марка Германия ; 1944 ;  ;  ;  ; 12 ; alapabula ; 147 
 5383 ; 5 марок Германия ; 1944 ;  ;  ;  ; 20 ; alapabula ; 123 
 5384 ; 50 марок Германия ; 1944 ;  ;  ;  ; 15 ; alapabula ; 408 
 5385 ; 1000000 марок Германия ; 1923 ;  ;  ;  ; 33 ; SANGOLD1 ; 867 
 5386 ; 1 миллиард марок Германия ; 1923 ;  ;  ;  ; 9 ; alesjane ; 123 
 5387 ; 5 миллиардов марок Германия ; 1923 ;  ;  ;  ; 31 ; doc2 ; 516 
 5388 ; 1 марка Германия ; 1937 ;  ;  ; AU ; 21 ; Alekss_27 ; 185 
 5389 ; 5 марок Германия ; 1917 ;  ;  ; XF+ ; 19 ; Alks75 ; 169 
 5390 ; 20000 марок Германия ; 1923 ;  ;  ;  ; 13 ; Dirt ; 31 
 5391 ; 1000 марок Германия ; 1922 ;  ;  ;  ; 17 ; DaMon15 ; 35 
 5392 ; 200 миллиардов марок Германия ; 1923 ;  ;  ;  ; 33 ; SANGOLD1 ; 777 
 5393 ; 50 марок Германия ; 1933 ;  ;  ;  ; 32 ; diskus72 ; 302 
 5394 ; 10 марок Германия ; 1929 ;  ;  ; XF+ ; 71 ; alex09-63 ; 824 
 5395 ; Бона иностранная ;  ;  ;  ;  ; 26 ; இஇ ; 283 
 5396 ; Бона иностранная ;  ;  ;  ;  ; 23 ; இஇ ; 278 
 5397 ; Бона иностранная ;  ;  ;  ;  ; 11 ; இஇ ; 222 
 5398 ; Бона иностранная ;  ;  ;  ;  ; 25 ; இஇ ; 327 
 5399 ; Бона иностранная ;  ;  ;  ;  ; 24 ; இஇ ; 333 
 5400 ; Бона иностранная ;  ;  ;  ;  ; 15 ; இஇ ; 245 
 5301 ; 50 копеек Познань ; 1916 ;  ;  ;  ; 25 ; DIMA 57 ; 114 
 5302 ; 1 рубль Познань ; 1916 ;  ;  ;  ; 18 ; DIMA 57 ; 206 
 5303 ; 3 рубля Познань ; 1916 ;  ;  ;  ; 13 ; ZIMOGOR ; 159 
 5304 ; 1/2 марки Ковно ; 1918 ;  ;  ;  ; 53 ; Sparks ; 302 
 5305 ; 5 марок Ковно ; 1918 ;  ;  ;  ; 51 ; DIMA 57 ; 357 
 5306 ; 20 марок Ковно ; 1918 ;  ;  ;  ; 49 ; архыз ; 384 
 5307 ; 50 марок Ковно ; 1918 ;  ;  ;  ; 50 ; DIMA 57 ; 330 
 5308 ; 100 марок Ковно ; 1918 ;  ;  ;  ; 55 ; физмат ; 726 
 5309 ; 5 копеек ; 1920 ; Латвия. Разменный знак ;  ;  ; 21 ; Ok203 ; 306 
 5310 ; 10 копеек ; 1920 ; Латвия. Разменный знак ;  ;  ; 34 ; Ok203 ; 333 
 5311 ; 25 копеек ; 1920 ; Латвия. Разменный знак ;  ;  ; 16 ; Ok203 ; 363 
 5312 ; 50 копеек ; 1920 ; Латвия. Разменный знак ;  ;  ; 77 ; Ok203 ; 641 
 5313 ; Бона иностранная. Рига ; 1919 ;  ;  ;  ; 23 ; alex241 ; 521 
 5314 ; 1 рубль ; 1919 ; Латвия. Обязательство гос.казначейства ;  ;  ; 30 ; alex241 ; 384 
 5315 ; 1 рубль ; 1919 ; Латвия. Разменный знак ;  ;  ; 25 ; Ok203 ; 456 
 5316 ; 3 рубля ; 1919 ; Латвия. Разменный знак ;  ;  ; 11 ; val211 ; 114 
 5317 ; 5 рублей ; 1919 ; Латвия. Разменный знак ;  ;  ; 14 ; vladmarkin ; 204 
 5318 ; 25 лат ; 1938 ; Латвия ;  ;  ; 16 ; vladmarkin ; 319 
 5319 ; 10 лат ; 1937 ; Латвия ;  ;  ; 9 ; каРаЧун ; 123 
 5320 ; 10 лат ; 1938 ; Латвия ;  ;  ; 18 ; Sterh ; 126 
 5321 ; 50 лат ; 1934 ; Латвия ;  ;  ; 16 ; vladmarkin ; 194 
 5322 ; 50 пенни ; 1919 ; Эстония ;  ;  ; 18 ; Ok203 ; 225 
 5323 ; 5 копеек. Либавское городское самоуправление ;  ;  ;  ;  ; 24 ; flutter ; 340 
 5324 ; 50 карбованцев. Ровно ; 1942 ;  ;  ;  ; 57 ; ♂ ; 306 
 5325 ; 5 центов ;  ; Литва ;  ;  ; 49 ; bva150979 ; 1485 
 5326 ; 2 доллара США ; 1953 ;  ;  ;  ; 75 ; корса ; 1353 
 5327 ; 2 доллара США ; 1963 ;  ;  ;  ; 59 ; lamazo ; 1529 
 5328 ; Бона иностранная ;  ;  ;  ;  ; 16 ; smel ; 1122 
 5329 ; Бона иностранная ;  ;  ;  ;  ; 31 ; Monata ; 3287 
 5330 ; 500 левов. Болгария ; 1940 ;  ;  ;  ; 14 ; doc2 ; 1022 
 5331 ; 1000 песет. Испания ; 1971 ;  ;  ;  ; 54 ; архыз ; 456 
 5332 ; 500 песет. Испания ; 1954 ;  ;  ;  ; 38 ; sos1 ; 1247 
 5333 ; 100 песет. Испания ; 1928 ;  ;  ;  ; 21 ; diskus72 ; 160 
 5334 ; 100 песет. Испания ; 1925 ;  ;  ;  ; 12 ; SIBPROPILOT ; 84 
 5335 ; 100 песет. Испания ; 1953 ;  ;  ;  ; 27 ; canario ; 159 
 5336 ; 100 песет. Испания ; 1970 ;  ;  ; AU ; 21 ; Dirt ; 58 
 5337 ; 50 песет. Испания ; 1931 ;  ;  ;  ; 24 ; SIBPROPILOT ; 250 
 5338 ; 50 песет. Испания ; 1927 ;  ;  ;  ; 47 ; агрессор ; 1340 
 5339 ; 50 песет. Испания ; 1928 ;  ;  ;  ; 12 ; джон08 ; 124 
 5340 ; 25 песет. Испания ; 1928 ;  ;  ;  ; 10 ; vaps ; 104 
 5341 ; 10 песет. Испания ; 1935 ;  ;  ;  ; 9 ; Dirt ; 51 
 5342 ; 1 песета. Испания ; 1953 ;  ;  ;  ; 10 ; Александр 81 ; 57 
 5343 ; 1000 песет. Испания ; 1992 ;  ;  ; AU ; 63 ; SS2008 ; 614 
 5344 ; 1000 песет. Испания ; 1979 ;  ;  ; AU ; 39 ; SS2008 ; 567 
 5345 ; 100 франков Швейцария ; 1972 ;  ;  ;  ; 34 ; smel ; 1300 
 5346 ; 5 франков Швейцария ; 1936 ;  ;  ;  ; 18 ; alesjane ; 548 
 5347 ; 10 франков Швейцария ; 1968 ;  ;  ;  ; 15 ; stabah ; 204 
 5348 ; 10 крон Швеция ; 1981 ;  ;  ;  ; 8 ; жора ; 100 
 5349 ; 10 крон Швеция ; 1946 ;  ;  ;  ; 18 ; alesjane ; 159 
 5350 ; 10 крон Норвегия ; 1961 ;  ;  ;  ; 27 ; doc2 ; 399 
 5224 ; 25000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 11 ; kop ; 304 
 5225 ; 25000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 9 ; Коллекционеръ. ; 128 
 5226 ; 25 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 25 ; ppp ; 466 
 5227 ; 250 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 23 ; ZIMOGOR ; 393 
 5228 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 8 ; MG ; 113 
 5229 ; 10 рублей ; 1918 ; Азербайджан ;  ;  ; 9 ; 4758 ; 99 
 5230 ; 5 рублей ; 1918 ; Азербайджан ;  ;  ; 7 ; Zarik ; 101 
 5231 ; 50 рублей ; 1947 ; билет ;  ;  ; 33 ; Yamilov ; 611 
 5232 ; 100 рублей ; 1947 ; билет ;  ;  ; 21 ; 4758 ; 680 
 5233 ; Лот бон 10000 рублей. 2 шт ; 1992,93 ;  ;  ;  ; 32 ; Yamilov ; 555 
 5234 ; Лот бон 5000 рублей, 5 шт ; 1992 ;  ;  ;  ; 47 ; sergey35 ; 420 
 5235 ; Лот бон 1000 рублей, 5 шт ; 1992 ;  ;  ;  ; 37 ; Коллекционеръ. ; 224 
 5236 ; Бона 1 рубль, тульское военно-потребительское о-во ;  ;  ;  ;  ; 43 ; p1a1v1 ; 1173 
 5237 ; Талон на хлеб ;  ;  ;  ;  ; 17 ; vladmarkin ; 227 
 5238 ; 100 рублей ; 1917 ; Облигации займа Свободы ;  ;  ; 17 ; bonipari ; 765 
 5239 ; 100 рублей ; 1917 ; Облигации займа Свободы ;  ;  ; 15 ; yuvg ; 523 
 5240 ; Облигация в 100 рублей ; 1916 ;  ;  ;  ; 42 ; ОВМ ; 809 
 5241 ; Облигация в 187,5 рублей ; 1906 ;  ;  ;  ; 62 ; ОВМ ; 906 
 5242 ; Облигация на капитал 100 рублей ; 1889 ;  ;  ;  ; 68 ; ОВМ ; 1406 
 5243 ; Вексельная бумага г.Рига ; 1905 ;  ;  ;  ; 35 ; kont ; 2267 
 5244 ; Облигация на 25 рублей ; 1937 ;  ;  ;  ; 29 ; p1a1v1 ; 15073 
 5245 ; Облигация на 50 рублей ; 1948 ;  ;  ;  ; 12 ; p1a1v1 ; 2043 
 5246 ; Лотерейный билет ОСОАВИАХИМА ; 1927 ;  ;  ;  ; 42 ; физмат ; 2662 
 5247 ; Лотерейный билет ОСОАВИАХИМА ; 1929 ;  ;  ;  ; 18 ; lesnik1 ; 1587 
 5248 ; Лотерейный билет ОСОАВИАХИМА ; 1941 ;  ;  ;  ; 24 ; ОВМ ; 703 
 5249 ; Акция в 100 рублей "Всесоюзный центр машино-строительных станций" ; 1931 ;  ;  ;  ; 52 ; Vb[fksx ; 1286 
 5250 ; 1 копейка. Товарный ордер "ТОРГСИМ" ;  ;  ;  ;  ; 55 ; восемь ; 14445 
 5251 ; Облигация на 100 рублей ; 1952 ;  ;  ;  ; 28 ; Vb[fksx ; 413 
 5252 ; Облигация на 50 рублей. ОБРАЗЕЦ ; 1982 ;  ;  ;  ; 65 ; восемь ; 1589 
 5253 ; Чек на 50 рублей "ВНЕШПОСЫЛТОРГ" ;  ;  ;  ;  ; 39 ; восемь ; 1360 
 5254 ; 2 копейки ; 1965 ;  ;  ;  ; 39 ; восемь ; 466 
 5255 ; 5 копеек ; 1965 ;  ;  ;  ; 33 ; восемь ; 454 
 5256 ; 10 копеек ; 1965 ;  ;  ;  ; 25 ; восемь ; 465 
 5257 ; 5 копеек ; 1989 ;  ;  ;  ; 10 ; RusScat ; 113 
 5258 ; Чек 100 рублей. Банк для внешней торговли СССР ;  ;  ;  ;  ; 22 ; don Pacheko ; 352 
 5259 ; 1000 рублей ; 1995 ; банкнота ;  ;  ; 7 ; ain ; 100 
 5260 ; 1000 рублей ; 1995 ; банкнота ;  ;  ; 11 ; светлофон ; 126 
 5261 ; Бона 100 рублей. Сочи 2014. Серия АА ;  ;  ;  ;  ; 31 ; sos1 ; 206 
 5262 ; Бона 100 рублей. Сочи 2014. Серия Аа ;  ;  ;  ;  ; 51 ; doc2 ; 438 
 5263 ; Бона 100 рублей. Крым и Севастополь ; 2015 ;  ;  ;  ; 35 ; rvsru888 ; 367 
 5264 ; Бона 100 рублей. Крым и Севастополь ; 2015 ;  ;  ;  ; 28 ; 21011984andrei ; 341 
 5265 ; Бона 100 рублей. Крым и Севастополь ; 2015 ;  ;  ;  ; 31 ; max2008 ; 336 
 5266 ; Бона 100 рублей. Крым и Севастополь ; 2015 ;  ;  ;  ; 33 ; xoron666 ; 334 
 5267 ; Бона 100 рублей. Крым и Севастополь ; 2015 ;  ;  ;  ; 38 ; a1ex ; 337 
 5268 ; 5000 рублей ; 1995 ; банкнота ;  ;  ; 54 ; majkl ; 329 
 5269 ; Лот бон (2шт) ;  ;  ;  ;  ; 27 ; ANGEL 23 ; 407 
 5270 ; Лот бон (3шт) ;  ;  ;  ;  ; 42 ; Yamilov ; 862 
 5271 ; Лот билетов МММ 50  (100шт) ;  ;  ;  ;  ; 12 ; sergey35 ; 510 
 5272 ; Лот билетов МММ 100  (100шт) ;  ;  ;  ;  ; 9 ; sergey35 ; 510 
 5300 ; 20 копеек Познань ; 1916 ;  ;  ;  ; 16 ; Sparks ; 203 
 5174 ; 3 рубля ; 1925 ; Гос.казначейские билеты СССР ;  ;  ; 25 ; yuvg ; 1801 
 5175 ; 1 червонец ; 1926 ; Калманович, Горбунов. Билет ;  ;  ; 75 ; vasek ; 7140 
 5176 ; 1 рубль ; 1934 ; Гос.казначейские билеты ;  ;  ; 79 ; bagsy ; 6120 
 5177 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 15 ; ppp ; 354 
 5178 ; 3 червонца ; 1937 ; Билет ;  ;  ; 30 ; гоша334 ; 480 
 5179 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 51 ; lelik13821 ; 498 
 5180 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 32 ; rvsru888 ; 557 
 5181 ; 10 червонцев ; 1937 ; Билет ;  ; XF+ ; 96 ; bagsy ; 9690 
 5182 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 22 ; SANGOLD1 ; 1574 
 5183 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 28 ; гоша334 ; 1536 
 5184 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 25 ; 4758 ; 297 
 5185 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 29 ; корса ; 357 
 5186 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ;  ; 32 ; Vb[fksx ; 1937 
 5187 ; 10 рублей ; 1947 ; билет ;  ;  ; 52 ; Aleks_Smith ; 6018 
 5188 ; 50 рублей ; 1947 ; билет ;  ;  ; 79 ; bagsy ; 8000 
 5189 ; 50 рублей ; 1947 ; билет ;  ;  ; 35 ; Aviator4 ; 1836 
 5190 ; 100 рублей ; 1947 ; билет ;  ;  ; 41 ; stabah ; 1440 
 5191 ; 100 рублей ; 1961 ;  ;  ;  ; 45 ; lamazo ; 459 
 5192 ; 50 рублей ; 1961 ; билет ;  ; AU ; 55 ; lamazo ; 538 
 5193 ; 25 рублей, односторонний образец 2 шт ; 1961 ;  ;  ;  ; 38 ; восемь ; 10408 
 5194 ; 25 рублей ; 1961 ; билет ;  ;  ; 29 ; RemTro ; 272 
 5195 ; Лот бон 1,3,5,10 рублей ; 1961 ;  ;  ; AU ; 51 ; bagsy ; 1360 
 5196 ; Лот бон 1,3,5,10 рублей ; 1991 ;  ;  ; AU ; 47 ; anna53 ; 896 
 5197 ; 500 рублей ; 1991 ; билет ;  ;  ; 36 ; 47154 ; 473 
 5198 ; 500 рублей ; 1991 ; билет ;  ;  ; 10 ; cr2952 ; 108 
 5199 ; 50 рублей ; 1991 ; билет ;  ;  ; 17 ; sergeyklimoff ; 78 
 5200 ; 50 рублей ; 1992 ; билет ;  ;  ; 22 ; ZIMOGOR ; 155 
 5201 ; 50 рублей ; 1992 ; билет ;  ;  ; 49 ; xladon ; 1000 
 5202 ; 1000 рублей ; 1992 ; билет ;  ; AU ; 32 ; K.V.N. ; 250 
 5203 ; 50000 рублей ; 1993 ; банкнота ;  ;  ; 78 ; Запруда ; 2835 
 5204 ; 50000 рублей ; 1994 ; банкнота ;  ;  ; 20 ; xladon ; 816 
 5205 ; 5000 рублей ; 1993 ; банкнота ;  ;  ; 34 ; 47154 ; 589 
 5206 ; 5000 рублей ; 1994 ; банкнота ;  ;  ; 57 ; electra ; 564 
 5207 ; 10000 рублей ; 1995 ; банкнота ;  ;  ; 29 ; xladon ; 578 
 5208 ; 100000 рублей ; 1995 ; банкнота ;  ;  ; 21 ; слоник ; 600 
 5209 ; 100000 рублей ; 1995 ; банкнота ;  ;  ; 17 ; РУБЛИРУБ ; 899 
 5210 ; 10 рублей, №6666616 ; 1997 ; банкнота ;  ; AU ; 22 ; valery ; 569 
 5211 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 28 ; MatyuhinGM ; 500 
 5212 ; Лот бон России 8 шт ;  ;  ;  ;  ; 15 ; sergey35 ; 318 
 5213 ; Лот бон России 7 шт ; 1937-47 ;  ;  ;  ; 39 ; pentagr ; 1313 
 5214 ; 2 копейки ; 1917 ; Деньги-марки ;  ;  ; 13 ; Ratmen ; 153 
 5215 ; 3 копейки ; 1915 ; Деньги-марки ;  ;  ; 7 ; is54 ; 67 
 5216 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 9 ; is54 ; 64 
 5217 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 13 ; победа ; 64 
 5218 ; 3 рубля ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 33 ; stoza ; 918 
 5219 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 9 ; 312 ; 53 
 5220 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; sub215 ; 68 
 5221 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 7 ; ANGEL 23 ; 111 
 5222 ; 250 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 13 ; Yamilov ; 117 
 5223 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 7 ; uyAHWLcn5486ZMN ; 357 
 5124 ; 60 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 31 ; гоша334 ; 917 
 5125 ; 100 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 59 ; A_Tolstoff ; 306 
 5126 ; 250 рублей. 2 шт ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 73 ; u10257 ; 1432 
 5127 ; Лот бон 500 и 1000 рублей ; 1919 ;  ;  ;  ; 17 ; Yamilov ; 216 
 5128 ; Лот бон 40 рублей, 10 шт ;  ;  ;  ;  ; 13 ; sergey35 ; 180 
 5129 ; Лот бон 20 рублей, 10 шт ;  ;  ;  ;  ; 7 ; sergey35 ; 137 
 5130 ; 40 рублей ;  ; Денежные знаки ;  ;  ; 20 ; 000SABik ; 101 
 5131 ; 20 рублей ;  ; Денежные знаки ;  ;  ; 11 ; 312 ; 65 
 5132 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 27 ; 000SABik ; 659 
 5133 ; 500 рублей ; 1919 ;  ;  ; XF ; 41 ; electra ; 3927 
 5134 ; 1000 рублей ; 1919 ;  ;  ;  ; 66 ; 333985 ; 411 
 5135 ; 5000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 39 ; bonipari ; 655 
 5136 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ; XF+ ; 36 ; kop ; 758 
 5137 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 29 ; SANGOLD1 ; 453 
 5138 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 25 ; гоша334 ; 420 
 5139 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 13 ; MG ; 300 
 5140 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 24 ; pos ; 477 
 5141 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 23 ; гоша334 ; 497 
 5142 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 21 ; kop ; 408 
 5143 ; 1 рубль ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 16 ; каРаЧун ; 408 
 5144 ; 3 рубля ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 43 ; இ ; 1720 
 5145 ; 5 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 41 ; medved09 ; 1525 
 5146 ; 10 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 39 ; இ ; 2053 
 5147 ; 10 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 38 ; гоша334 ; 481 
 5148 ; 100 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 22 ; Жигурда ; 714 
 5149 ; 250 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 46 ; агрессор ; 6097 
 5150 ; 250 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 33 ; bva150979 ; 4590 
 5151 ; 500 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 55 ; sax ; 5774 
 5152 ; 1 червонец ; 1922 ; Банковские билеты ;  ;  ; 83 ; kont ; 19103 
 5153 ; Лот 1 рубль, 20 штук в листе ; 1922 ;  ;  ;  ; 71 ; இ ; 21536 
 5154 ; 3 рубля ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 26 ; yuvg ; 1770 
 5155 ; 25 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 30 ; Семирек ; 1836 
 5156 ; 1 рубль ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 89 ; u10257 ; 2039 
 5157 ; 5 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 88 ; sax ; 3809 
