 6040 ; Бона иностранная Египет ;  ;  ;  ; AU ; 7 ; Ustin ; 51 
 5632 ; Бона иностранная ;  ;  ;  ;  ; 36 ; asus ; 77 
 5633 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Первый Самураец ; 305 
 5634 ; Бона иностранная ;  ;  ;  ;  ; 17 ; Первый Самураец ; 305 
 5635 ; Бона иностранная ;  ;  ;  ;  ; 9 ; FonPaul ; 34 
 5636 ; Бона иностранная ;  ;  ;  ;  ; 17 ; FonPaul ; 32 
 5637 ; Бона иностранная ;  ;  ;  ;  ; 11 ; taa ; 35 
 5638 ; Бона иностранная ;  ;  ;  ;  ; 2 ; я8844 ; 3 
 5639 ; Бона иностранная ;  ;  ;  ;  ; 37 ; karal ; 72 
 5640 ; Бона иностранная ;  ;  ;  ;  ; 6 ; Мурзик ; 70 
 5641 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Первый Самураец ; 305 
 5642 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Первый Самураец ; 306 
 5643 ; Бона иностранная ;  ;  ;  ;  ; 6 ; mart_si ; 51 
 5544 ; Бона иностранная ;  ;  ;  ;  ; 6 ; вулканолог ; 31 
 5545 ; Бона иностранная ;  ;  ;  ;  ; 8 ; я8844 ; 28 
 5546 ; Бона иностранная ;  ;  ;  ;  ; 13 ; я8844 ; 26 
 5547 ; Бона иностранная ;  ;  ;  ;  ; 12 ; sneg ; 30 
 5548 ; Бона иностранная ;  ;  ;  ;  ; 11 ; karal ; 30 
 5549 ; Бона иностранная ;  ;  ;  ;  ; 11 ; я8844 ; 19 
 5550 ; Бона иностранная ;  ;  ;  ;  ; 9 ; я8844 ; 22 
 5551 ; Бона иностранная ;  ;  ;  ;  ; 7 ; я8844 ; 10 
 5552 ; Бона иностранная ;  ;  ;  ;  ; 5 ; asus ; 50 
 5553 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Rober ; 30 
 5554 ; Бона иностранная ;  ;  ;  ;  ; 3 ; asus ; 30 
 5555 ; Бона иностранная ;  ;  ;  ;  ; 7 ; asus ; 101 
 5556 ; Бона иностранная ;  ;  ;  ;  ; 26 ; Бармалей ; 509 
 5557 ; Бона иностранная ;  ;  ;  ;  ; 15 ; ZIMOGOR ; 164 
 5558 ; Бона иностранная ;  ;  ;  ;  ; 23 ; Первый Самураец ; 257 
 5559 ; Бона иностранная ;  ;  ;  ;  ; 18 ; Первый Самураец ; 255 
 5560 ; Бона иностранная ;  ;  ;  ;  ; 9 ; pref ; 30 
 5561 ; Бона иностранная ;  ;  ;  ;  ; 28 ; 333985 ; 97 
 5562 ; Бона иностранная ;  ;  ;  ;  ; 8 ; sneg ; 30 
 5563 ; Бона иностранная ;  ;  ;  ;  ; 8 ; maksbelov ; 25 
 5564 ; Бона иностранная ;  ;  ;  ;  ; 13 ; doc2 ; 100 
 5565 ; Бона иностранная ;  ;  ;  ;  ; 8 ; я8844 ; 9 
 5566 ; Бона иностранная ;  ;  ;  ;  ; 11 ; SS2008 ; 62 
 5567 ; Бона иностранная ;  ;  ;  ;  ; 12 ; я8844 ; 28 
 5568 ; Бона иностранная ;  ;  ;  ;  ; 9 ; я8844 ; 32 
 5569 ; Бона иностранная ;  ;  ;  ;  ; 3 ; maksbelov ; 30 
 5570 ; Бона иностранная ;  ;  ;  ;  ; 56 ; Первый Самураец ; 255 
 5571 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Моряк-собиратель ; 50 
 5572 ; Бона иностранная ;  ;  ;  ;  ; 12 ; mishael07 ; 62 
 5573 ; Бона иностранная ;  ;  ;  ;  ; 21 ; Первый Самураец ; 271 
 5574 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Первый Самураец ; 255 
 5575 ; Бона иностранная ;  ;  ;  ;  ; 11 ; я8844 ; 22 
 5576 ; Бона иностранная ;  ;  ;  ;  ; 3 ; maksbelov ; 25 
 5577 ; Бона иностранная ;  ;  ;  ;  ; 6 ; asus ; 30 
 5578 ; Бона иностранная ;  ;  ;  ;  ; 22 ; Первый Самураец ; 102 
 5579 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Rober ; 30 
 5580 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Первый Самураец ; 102 
 5581 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Первый Самураец ; 305 
 5582 ; Бона иностранная ;  ;  ;  ;  ; 6 ; я8844 ; 33 
 5583 ; Бона иностранная ;  ;  ;  ;  ; 1 ; я8844 ; 2 
 5584 ; Бона иностранная ;  ;  ;  ;  ; 31 ; Первый Самураец ; 420 
 5585 ; Бона иностранная ;  ;  ;  ;  ; 12 ; sneg ; 30 
 5586 ; Бона иностранная ;  ;  ;  ;  ; 17 ; Первый Самураец ; 314 
 5587 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Первый Самураец ; 257 
 5588 ; Бона иностранная ;  ;  ;  ;  ; 21 ; K.V.N. ; 101 
 5589 ; Бона иностранная ;  ;  ;  ;  ; 9 ; я8844 ; 26 
 5590 ; Бона иностранная ;  ;  ;  ;  ; 7 ; sneg ; 30 
 5591 ; Бона иностранная ;  ;  ;  ;  ; 7 ; можетмнесгодиться ; 30 
 5592 ; Бона иностранная ;  ;  ;  ;  ; 7 ; я8844 ; 35 
 5593 ; Бона иностранная ;  ;  ;  ;  ; 5 ; я8844 ; 24 
 5417 ; Лот облигаций 14 шт ; 1952 ;  ;  ;  ; 18 ; Botsman ; 638 
 5418 ; Лот облигаций 7 шт ; 1953 ;  ;  ;  ; 20 ; Botsman ; 346 
 5419 ; Лот облигаций 5 шт ; 1954-92 ;  ;  ;  ; 18 ; mart_si ; 363 
 5420 ; Лот облигаций 4 шт ; 1955 ;  ;  ;  ; 11 ; collector64 ; 215 
 5421 ; Лот облигаций 7 шт ; 1956 ;  ;  ;  ; 18 ; ulf ; 352 
 5422 ; Лот бон 5 шт ; 1989 ;  ;  ;  ; 15 ; ZIMOGOR ; 318 
 5423 ; 2 доллара. США ; 2013 ;  ;  ;  ; 50 ; anna53 ; 263 
 5501 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Первый Самураец ; 101 
 5502 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Первый Самураец ; 101 
 5503 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Первый Самураец ; 204 
 5504 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Первый Самураец ; 149 
 5505 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Первый Самураец ; 203 
 5506 ; Бона иностранная ;  ;  ;  ;  ; 4 ; вулканолог ; 26 
 5507 ; Бона иностранная ;  ;  ;  ;  ; 18 ; sneg ; 30 
 5508 ; Бона иностранная ;  ;  ;  ;  ; 26 ; л567 ; 37 
 5509 ; Бона иностранная ;  ;  ;  ;  ; 20 ; Первый Самураец ; 204 
 5510 ; Бона иностранная ;  ;  ;  ;  ; 14 ; я8844 ; 16 
 5511 ; Бона иностранная ;  ;  ;  ;  ; 7 ; doc2 ; 101 
 5512 ; Бона иностранная ;  ;  ;  ;  ; 16 ; Первый Самураец ; 235 
 5513 ; Бона иностранная ;  ;  ;  ;  ; 12 ; я8844 ; 29 
 5514 ; Бона иностранная ;  ;  ;  ;  ; 18 ; Первый Самураец ; 248 
 5515 ; Бона иностранная ;  ;  ;  ;  ; 12 ; я8844 ; 38 
 5516 ; Бона иностранная ;  ;  ;  ;  ; 3 ; sheriff 0 ; 30 
 5517 ; Бона иностранная ;  ;  ;  ;  ; 19 ; aleks51 ; 40 
 5518 ; Бона иностранная ;  ;  ;  ;  ; 13 ; я8844 ; 25 
 5519 ; Бона иностранная ;  ;  ;  ;  ; 7 ; sneg ; 41 
 5520 ; Бона иностранная ;  ;  ;  ;  ; 11 ; SvetaFil ; 30 
 5521 ; Бона иностранная ;  ;  ;  ;  ; 9 ; val211 ; 30 
 5522 ; Бона иностранная ;  ;  ;  ;  ; 10 ; sneg ; 30 
 5523 ; Бона иностранная ;  ;  ;  ;  ; 16 ; Первый Самураец ; 148 
 5524 ; Бона иностранная ;  ;  ;  ;  ; 13 ; stabah ; 62 
 5525 ; Бона иностранная ;  ;  ;  ;  ; 48 ; doc2 ; 125 
 5526 ; Бона иностранная ;  ;  ;  ;  ; 8 ; sneg ; 36 
 5527 ; Бона иностранная ;  ;  ;  ;  ; 10 ; maksbelov ; 45 
 5528 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Rober ; 35 
 5529 ; Бона иностранная ;  ;  ;  ;  ; 12 ; sneg ; 32 
 5530 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Первый Самураец ; 250 
 5531 ; Бона иностранная ;  ;  ;  ;  ; 13 ; я8844 ; 26 
 5532 ; Бона иностранная ;  ;  ;  ;  ; 10 ; можетмнесгодиться ; 20 
 5533 ; Бона иностранная ;  ;  ;  ;  ; 15 ; aleks51 ; 101 
 5534 ; Бона иностранная ;  ;  ;  ;  ; 10 ; sneg ; 30 
 5535 ; Бона иностранная ;  ;  ;  ;  ; 9 ; медалькин ; 101 
 5536 ; Бона иностранная ;  ;  ;  ;  ; 17 ; джокер ; 144 
 5537 ; Бона иностранная ;  ;  ;  ;  ; 12 ; aleks51 ; 105 
 5538 ; Бона иностранная ;  ;  ;  ;  ; 17 ; Первый Самураец ; 305 
 5539 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Mike! ; 144 
 5540 ; Бона иностранная ;  ;  ;  ;  ; 24 ; ML ; 144 
 5541 ; Бона иностранная ;  ;  ;  ;  ; 5 ; MИГ ; 101 
 5542 ; Бона иностранная ;  ;  ;  ;  ; 49 ; Первый Самураец ; 248 
 5543 ; Бона иностранная ;  ;  ;  ;  ; 35 ; Папа с рацией ; 126 
 5367 ; 50 рублей ; 1919 ; Закаспийское Временное Правительство ;  ;  ; 38 ; RusScat ; 1134 
 5368 ; 3 рубля ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 63 ; Gorood ; 1490 
 5369 ; 1000 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 75 ; kont ; 4657 
 5370 ; 1 рубль золотом ; 1928 ; Гос.казначейские билеты СССР ;  ;  ; 38 ; Дядя Миша ; 3774 
 5371 ; Лот бон 2 шт ; 1937 ;  ;  ;  ; 39 ; ML ; 465 
 5372 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 36 ; cr2952 ; 341 
 5373 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 42 ; архыз ; 759 
 5374 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ;  ; 44 ; 06031983 ; 2040 
 5375 ; 5 рублей ; 1947 ; Гос.казначейский билет ;  ;  ; 54 ; новичок ; 1019 
 5376 ; 50 рублей ; 1947 ; билет ;  ;  ; 42 ; bva150979 ; 3155 
 5377 ; 100 рублей ; 1947 ; билет ;  ;  ; 49 ; новичок ; 1000 
 5378 ; 3 рубля ; 1919 ;  ;  ;  ; 75 ; AKrav ; 566 
 5379 ; Лот деньги-марки 4 шт ;  ;  ;  ;  ; 34 ; целина57 ; 1025 
 5380 ; Лот бон 2 шт ; 1961 ;  ;  ;  ; 22 ; lsp25 ; 153 
 5381 ; 500 рублей ; 1991 ; билет ;  ;  ; 50 ; agent 007 ; 1122 
 5382 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 23 ; wwn ; 104 
 5383 ; 10000 рублей ; 1993 ; банкнота ;  ;  ; 31 ; Skilfulsun ; 589 
 5384 ; 5000 рублей ; 1995 ; банкнота ;  ;  ; 27 ; архыз ; 323 
 5385 ; 5 рублей ; 1997 ; банкнота ;  ;  ; 55 ; jugla ; 500 
 5386 ; 1 червонец ; 1937 ; Билет ;  ;  ; 10 ; 007serg007 ; 136 
 5387 ; 3 червонца ; 1937 ; Билет ;  ;  ; 42 ; MUPS ; 918 
 5388 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 32 ; demodex ; 357 
 5389 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 27 ; MUPS ; 408 
 5390 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 58 ; karal ; 501 
 5391 ; 25 рублей ; 1919 ;  ;  ;  ; 19 ; Моряк-собиратель ; 206 
 5392 ; 100 рублей ; 1919 ; Азербайджан ;  ;  ; 21 ; 17 ; 1022 
 5393 ; Лот бон 4 шт ; 1918 ;  ;  ;  ; 22 ; Fliege1 ; 420 
 5394 ; Лот бон 2 шт ; 1922-47 ;  ;  ;  ; 64 ; geracon2009 ; 2021 
 5395 ; 10000 рублей ; 1993 ; банкнота ;  ;  ; 21 ; wwn ; 237 
 5396 ; 3 рубля ; 1991 ; билет ;  ;  ; 14 ; Yamilov ; 120 
 5397 ; 1000 рублей ; 1992 ; билет ;  ;  ; 13 ; Yamilov ; 111 
 5398 ; 1000 рублей ; 1992 ; билет ;  ;  ; 16 ; Yamilov ; 111 
 5399 ; 200 рублей ; 1991 ; билет ;  ;  ; 17 ; stok ; 159 
 5400 ; 50 рублей ; 1961 ; билет ;  ;  ; 20 ; cr2952 ; 90 
 5401 ; Бона 100 рублей. Сочи 2014. Серия аа ;  ;  ;  ;  ; 14 ; mishael07 ; 200 
 5402 ; Бона 100 рублей. Сочи 2014. Серия АА ;  ;  ;  ;  ; 17 ; gavrspb ; 224 
 5403 ; Бона 100 рублей. Сочи 2014. Серия Аа ;  ;  ;  ;  ; 22 ; stepanov ; 204 
 5404 ; 5 рублей ; 1947 ; Гос.казначейский билет ;  ;  ; 50 ; елец ; 498 
 5405 ; 1 червонец ; 1937 ; Билет ;  ;  ; 18 ; stok ; 138 
 5406 ; Лот бон (3шт) ;  ;  ;  ;  ; 12 ; я8844 ; 123 
 5407 ; Лот бон (2шт) ;  ;  ;  ;  ; 18 ; сортам70 ; 201 
 5408 ; Лот бон (3шт) ;  ;  ;  ;  ; 19 ; я8844 ; 170 
 5409 ; 50000 рублей ; 1921 ; Азербайджан ;  ;  ; 91 ; alex241 ; 431 
 5410 ; Бона 50 копеек г.Лодзь ; 1915 ;  ;  ;  ; 64 ; Первый Самураец ; 2734 
 5411 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 17 ; karal ; 1401 
 5412 ; Бона 1 рубль ; 1920 ;  ;  ;  ; 50 ; agent 007 ; 918 
 5413 ; Лот бон 2 шт ; 1921 ;  ;  ;  ; 58 ; медалькин ; 816 
 5414 ; 500 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 53 ; Дядя Миша ; 521 
 5415 ; 10 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 28 ; vasek ; 2358 
 5416 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 33 ; natpulkovo ; 94 
 5317 ; 3 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 21 ; Дядя Миша ; 393 
 5318 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 17 ; 47154 ; 371 
 5319 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 17 ; 47154 ; 363 
 5320 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 25 ; collector64 ; 81 
 5321 ; Лот бон 2 шт. 25 и 250 рублей ; 1918 ;  ;  ;  ; 21 ; collector64 ; 169 
 5322 ; 3 рубля ; 1918 ;  ;  ;  ; 31 ; Ratmen ; 466 
 5323 ; 10 рублей ; 1918 ;  ;  ;  ; 23 ; Ratmen ; 411 
 5324 ; 1000 рублей ; 1919 ;  ;  ;  ; 67 ; ML ; 375 
 5325 ; 5000 рублей ; 1919 ;  ;  ;  ; 30 ; медалькин ; 255 
 5326 ; 5000 рублей ; 1919 ;  ;  ;  ; 41 ; wwn ; 261 
 5327 ; 50 рублей ; 1918 ; Заемные билеты.Общество Владикавказской ж/д ;  ; XF+ ; 49 ; K.V.N. ; 4006 
 5328 ; 20 рублей ;  ; Денежные знаки ;  ;  ; 18 ; vania1981 ; 68 
 5329 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 29 ; collector64 ; 114 
 5330 ; 10 рублей ; 1918 ; Казначейский знак Сибирского временного правительства ;  ;  ; 35 ; K.V.N. ; 318 
 5331 ; 500 гривень ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ;  ; 68 ; sg ; 431 
 5332 ; 100 рублей ; 1919 ; Грузия ;  ; XF+ ; 90 ; 17 ; 1071 
 5333 ; 1000 рублей ; 1923 ; Закавказье ;  ;  ; 28 ; dpekin ; 453 
 5334 ; 10000000 рублей ; 1923 ; Закавказье ;  ; XF+ ; 50 ; K.V.N. ; 2039 
 5335 ; 50000000 рублей ; 1924 ; Закавказье ;  ; XF+ ; 42 ; bonipari ; 958 
 5336 ; Лот бон 3 шт ; 1919-1923 ;  ;  ;  ; 31 ; kop ; 681 
 5337 ; 10 рублей ; 1918 ; Азербайджан ;  ;  ; 20 ; kop ; 140 
 5338 ; 25 рублей ; 1919 ; Азербайджан ;  ; XF+ ; 61 ; K.V.N. ; 523 
 5339 ; 50 копеек ; 1918 ; Азербайджан ;  ; AU ; 23 ; sos1 ; 521 
 5340 ; 250 рублей ; 1919 ; Азербайджан ;  ;  ; 25 ; bonipari ; 680 
 5341 ; 1000000 рублей ; 1922 ; Азербайджан ;  ;  ; 83 ; bonipari ; 680 
 5342 ; 100 рублей ; 1918 ; Закавказье ;  ; XF+ ; 40 ; K.V.N. ; 1015 
 5343 ; 1 рубль ; 1919 ;  ;  ; XF ; 103 ; vital73 ; 2100 
 5344 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 17 ; медалькин ; 59 
 5345 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 44 ; collector64 ; 291 
 5346 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 16 ; cr2952 ; 261 
 5347 ; 3 червонца ; 1937 ; Билет ;  ;  ; 32 ; KNK ; 200 
 5348 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 40 ; sg ; 459 
 5349 ; 10000 рублей ; 1992 ; банкнота ;  ;  ; 20 ; cr2952 ; 170 
 5350 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 45 ; Skilfulsun ; 793 
 5351 ; Лот деньги-марки 16 шт ;  ;  ;  ;  ; 30 ; moneta1924 ; 1044 
 5352 ; Талон "АРТИКУГОЛЬ" 5 рублей ;  ;  ;  ;  ; 20 ; k212 ; 360 
 5353 ; Талон "АРТИКУГОЛЬ" 3 рубля ;  ;  ;  ;  ; 18 ; cochu ; 307 
 5354 ; Талон "АРТИКУГОЛЬ" 3 копейки ;  ;  ;  ;  ; 16 ; o_ruslan ; 150 
 5355 ; Талон "АРТИКУГОЛЬ" 1 копейка ;  ;  ;  ;  ; 10 ; o_ruslan ; 150 
 5356 ; 10 рублей ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 45 ; RusScat ; 10200 
