 5954 ; Бона иностранная Аргентина ;  ;  ;  ; AU ; 25 ; alex1974 ; 50 
 5613 ; Бона иностранная ;  ;  ;  ;  ; 5 ; вулканолог ; 47 
 5614 ; Бона иностранная ;  ;  ;  ;  ; 17 ; архыз ; 357 
 5615 ; Бона иностранная ;  ;  ;  ;  ; 15 ; архыз ; 357 
 5616 ; Бона иностранная ;  ;  ;  ;  ; 12 ; flutter ; 40 
 5617 ; Бона иностранная ;  ;  ;  ;  ; 27 ; alex1974 ; 136 
 5518 ; Бона иностранная ;  ;  ;  ;  ; 17 ; Папа с рацией ; 75 
 5519 ; Бона иностранная ;  ;  ;  ;  ; 17 ; sheriff 0 ; 30 
 5520 ; Бона иностранная ;  ;  ;  ;  ; 15 ; sheriff 0 ; 30 
 5521 ; Бона иностранная ;  ;  ;  ;  ; 24 ; flutter ; 43 
 5522 ; Бона иностранная ;  ;  ;  ;  ; 16 ; Rober ; 30 
 5523 ; Бона иностранная ;  ;  ;  ;  ; 4 ; я8844 ; 5 
 5524 ; Бона иностранная ;  ;  ;  ;  ; 2 ; я8844 ; 3 
 5525 ; Бона иностранная ;  ;  ;  ;  ; 15 ; ек ; 22 
 5526 ; Бона иностранная ;  ;  ;  ;  ; 6 ; вулканолог ; 100 
 5527 ; Бона иностранная ;  ;  ;  ;  ; 20 ; середа ; 157 
 5528 ; Бона иностранная ;  ;  ;  ;  ; 19 ; aleks51 ; 30 
 5529 ; Бона иностранная ;  ;  ;  ;  ; 15 ; вулканолог ; 34 
 5530 ; Бона иностранная ;  ;  ;  ;  ; 14 ; я8844 ; 64 
 5531 ; Бона иностранная ;  ;  ;  ;  ; 7 ; вулканолог ; 24 
 5532 ; Бона иностранная ;  ;  ;  ;  ; 8 ; я8844 ; 22 
 5533 ; Бона иностранная ;  ;  ;  ;  ; 26 ; mart_si ; 51 
 5534 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Хаа ; 30 
 5535 ; Бона иностранная ;  ;  ;  ;  ; 11 ; .gk ; 100 
 5536 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Хаа ; 104 
 5537 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Новик ; 30 
 5538 ; Бона иностранная ;  ;  ;  ;  ; 17 ; flutter ; 30 
 5539 ; Бона иностранная ;  ;  ;  ;  ; 15 ; moneta34 ; 79 
 5540 ; Бона иностранная ;  ;  ;  ;  ; 25 ; Rober ; 50 
 5541 ; Бона иностранная ;  ;  ;  ;  ; 22 ; Rober ; 30 
 5542 ; Бона иностранная ;  ;  ;  ;  ; 9 ; $$$ ; 117 
 5543 ; Бона иностранная ;  ;  ;  ;  ; 20 ; Mihai6 ; 65 
 5544 ; Бона иностранная ;  ;  ;  ;  ; 32 ; kuder ; 80 
 5545 ; Бона иностранная ;  ;  ;  ;  ; 4 ; я8844 ; 12 
 5546 ; Бона иностранная ;  ;  ;  ;  ; 5 ; bva150979 ; 112 
 5547 ; Бона иностранная ;  ;  ;  ;  ; 15 ; я8844 ; 19 
 5548 ; Бона иностранная ;  ;  ;  ;  ; 33 ; flutter ; 373 
 5549 ; Бона иностранная ;  ;  ;  ;  ; 19 ; sheriff 0 ; 31 
 5550 ; Бона иностранная ;  ;  ;  ;  ; 12 ; V.I.P.E.R. ; 33 
 5551 ; Бона иностранная ;  ;  ;  ;  ; 18 ; Хаа ; 60 
 5552 ; Бона иностранная ;  ;  ;  ;  ; 20 ; я8844 ; 84 
 5553 ; Бона иностранная ;  ;  ;  ;  ; 23 ; V.I.P.E.R. ; 45 
 5554 ; Бона иностранная ;  ;  ;  ;  ; 10 ; вулканолог ; 23 
 5555 ; Бона иностранная ;  ;  ;  ;  ; 17 ; вулканолог ; 46 
 5556 ; Бона иностранная ;  ;  ;  ;  ; 11 ; архыз ; 169 
 5557 ; Бона иностранная ;  ;  ;  ;  ; 11 ; 333985 ; 53 
 5558 ; Бона иностранная ;  ;  ;  ;  ; 24 ; Mihai6 ; 100 
 5559 ; Бона иностранная ;  ;  ;  ;  ; 16 ; V.I.P.E.R. ; 48 
 5560 ; Бона иностранная ;  ;  ;  ;  ; 9 ; я8844 ; 79 
 5561 ; Бона иностранная ;  ;  ;  ;  ; 26 ; mart_si ; 159 
 5562 ; Бона иностранная ;  ;  ;  ;  ; 30 ; flutter ; 39 
 5563 ; Бона иностранная ;  ;  ;  ;  ; 21 ; sts ; 90 
 5564 ; Бона иностранная ;  ;  ;  ;  ; 58 ; D-503 ; 255 
 5565 ; Бона иностранная ;  ;  ;  ;  ; 32 ; flutter ; 46 
 5566 ; Бона иностранная ;  ;  ;  ;  ; 23 ; flutter ; 50 
 5567 ; Бона иностранная ;  ;  ;  ;  ; 18 ; D-503 ; 268 
 5375 ; 1000 рублей ; 1919 ;  ;  ;  ; 52 ; $$$ ; 2662 
 5376 ; 3 рубля ; 1918 ;  ;  ;  ; 52 ; AKrav ; 1224 
 5377 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 65 ; happy ; 1981 
 5378 ; 15000 рублей ; 1923 ; Гос.денежные знаки СССР ;  ;  ; 18 ; dronik57 ; 7500 
 5379 ; 2 червонца ; 1928 ; Шейнман. Билет ;  ;  ; 37 ; Fliege1 ; 2358 
 5380 ; 1 рубль ; 1934 ; Гос.казначейские билеты ;  ;  ; 34 ; 222211 ; 2237 
 5381 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 41 ; пепел ; 247 
 5382 ; Лот 100 рублей 3 шт ; 1910 ;  ;  ;  ; 25 ; sergey35 ; 411 
 5383 ; 10 рублей ; 1918 ; Казначейский знак Сибирского временного правительства ;  ;  ; 38 ; wwn ; 199 
 5384 ; 1 червонец ; 1937 ; Билет ;  ;  ; 58 ; slovjnin ; 408 
 5385 ; 3 червонца ; 1937 ; Билет ;  ;  ; 23 ; ввп ; 204 
 5386 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 36 ; CASABLANCA ; 401 
 5387 ; Лот бон 3 шт ; 1961 ;  ;  ;  ; 63 ; nast33 ; 712 
 5388 ; Лот бон 3 шт ; 1992 ;  ;  ;  ; 25 ; я8844 ; 510 
 5389 ; Лот бон 3 шт ; 1992-95 ;  ;  ;  ; 51 ; ooooo1961 ; 702 
 5390 ; Лот бон 3 шт ; 1993 ;  ;  ;  ; 14 ; dpekin ; 306 
 5391 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 51 ; taa ; 867 
 5392 ; 100000 рублей ; 1995 ; банкнота ;  ;  ; 39 ; NAG ; 729 
 5393 ; 1 марка ; 1919 ;  ;  ;  ; 22 ; bva150979 ; 365 
 5394 ; Деньги-марки 100 штук в листе ;  ;  ;  ;  ; 45 ; сортам70 ; 4246 
 5395 ; 5 талонов ; 1991 ; Литва ;  ; AU ; 28 ; svv ; 204 
 5396 ; 10 талонов ; 1991 ; Литва ;  ; AU ; 20 ; svv ; 204 
 5397 ; 500 талонов ; 1992 ; Литва ;  ; AU ; 18 ; V.I.P.E.R. ; 101 
 5398 ; 500 талонов ; 1993 ; Литва ;  ; AU ; 26 ; flutter ; 101 
 5399 ; Лот бон (10шт) ;  ;  ;  ;  ; 15 ; я8844 ; 206 
 5400 ; Бона 100 рублей. Сочи 2014. Серия Аа ;  ;  ;  ;  ; 27 ; пасечник ; 255 
 5401 ; Бона 100 рублей. Сочи 2014. Серия АА ;  ;  ;  ;  ; 23 ; пасечник ; 190 
 5402 ; Бона 100 рублей. Сочи 2014. Серия аа ;  ;  ;  ;  ; 16 ; пасечник ; 190 
 5403 ; 50 рублей ; 1961 ; билет ;  ;  ; 18 ; flutter ; 128 
 5404 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 30 ; stok ; 102 
 5405 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 24 ; slovjnin ; 114 
 5406 ; 500 рублей ; 1992 ; билет ;  ;  ; 26 ; Mihai6 ; 79 
 5407 ; Лот бон 5 шт ;  ;  ;  ;  ; 17 ; 2128508 ; 181 
 5501 ; Бона иностранная ;  ;  ;  ;  ; 7 ; V.I.P.E.R. ; 30 
 5502 ; Бона иностранная ;  ;  ;  ;  ; 30 ; asus ; 102 
 5503 ; Бона иностранная ;  ;  ;  ;  ; 17 ; flutter ; 28 
 5504 ; Бона иностранная ;  ;  ;  ;  ; 12 ; flutter ; 30 
 5505 ; Бона иностранная ;  ;  ;  ;  ; 8 ; flutter ; 30 
 5506 ; Бона иностранная ;  ;  ;  ;  ; 35 ; Mihai6 ; 157 
 5507 ; Бона иностранная ;  ;  ;  ;  ; 42 ; mart_si ; 53 
 5508 ; Бона иностранная ;  ;  ;  ;  ; 8 ; я8844 ; 8 
 5509 ; Бона иностранная ;  ;  ;  ;  ; 38 ; стадник ; 220 
 5510 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Rober ; 30 
 5511 ; Бона иностранная ;  ;  ;  ;  ; 8 ; стадник ; 30 
 5512 ; Бона иностранная ;  ;  ;  ;  ; 27 ; flutter ; 31 
 5513 ; Бона иностранная ;  ;  ;  ;  ; 16 ; jj ; 60 
 5514 ; Бона иностранная ;  ;  ;  ;  ; 32 ; heavy_fly ; 40 
 5515 ; Бона иностранная ;  ;  ;  ;  ; 28 ; V.I.P.E.R. ; 71 
 5516 ; Бона иностранная ;  ;  ;  ;  ; 12 ; вулканолог ; 19 
 5517 ; Бона иностранная ;  ;  ;  ;  ; 7 ; вулканолог ; 22 
 5325 ; 5 рублей ; 1909 ; Денежные знаки ;  ; AU ; 7 ; svv ; 174 
 5326 ; 5 рублей ; 1909 ; Денежные знаки ;  ; AU ; 29 ; Новик ; 93 
 5327 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 9 ; serega67 ; 174 
 5328 ; 5 рублей ; 1909 ; Денежные знаки ;  ; AU ; 7 ; svv ; 174 
 5329 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 28 ; bonipari ; 408 
 5330 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ; XF+ ; 22 ; 462 ; 282 
 5331 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 38 ; happy ; 363 
 5332 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 52 ; Жигурда ; 393 
 5333 ; 3 копейки ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 34 ; happy ; 469 
 5334 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 31 ; 222211 ; 255 
 5335 ; 250 рублей ; 1917 ; Денежные знаки ;  ; XF ; 47 ; Kardinal и бабушка ; 260 
 5336 ; 250 рублей ; 1917 ; Денежные знаки ;  ; XF ; 47 ; Kardinal и бабушка ; 283 
 5337 ; 250 рублей ; 1917 ; Денежные знаки ;  ; XF ; 22 ; UT ; 182 
 5338 ; 1000 рублей ; 1917 ; Денежные знаки ;  ; AU ; 42 ; Kardinal и бабушка ; 612 
 5339 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 23 ; MG ; 285 
 5340 ; 10 рублей ; 1919 ;  ;  ; AU ; 91 ; AKrav ; 3321 
 5341 ; 50 рублей ; 1918 ; Закавказье ;  ; XF+ ; 39 ; alex241 ; 340 
 5342 ; 25000 рублей ; 1921 ; Азербайджан ;  ; XF ; 68 ; flutter ; 733 
 5343 ; 500 рублей ; 1919 ; Азербайджан ;  ;  ; 21 ; Моряк-собиратель ; 201 
 5344 ; 10000 рублей ; 1921 ; Азербайджан ;  ;  ; 23 ; Александр007 ; 227 
 5345 ; Лот бон 2 шт. Азербайджан ; 1920 ;  ;  ;  ; 17 ; bva150979 ; 816 
 5346 ; Лот бон 2 шт. Азербайджан ; 1918-1922 ;  ;  ;  ; 15 ; я8844 ; 227 
 5347 ; 10000 рублей ; 1923 ; Закавказье ;  ;  ; 47 ; Fliege1 ; 901 
 5348 ; 50000 рублей ; 1923 ; Закавказье ;  ;  ; 37 ; alex241 ; 532 
 5349 ; Лот бон 2 шт. ФССРЗ ; 1923 ;  ;  ;  ; 35 ; flutter ; 533 
 5350 ; Лот бон 3 шт. Азербайджан ; 1918-21 ;  ;  ;  ; 31 ; я8844 ; 402 
 5351 ; Бона 5 рублей Либавское городское самоуправление ; 1915 ;  ;  ; AU ; 26 ; Александр007 ; 651 
 5352 ; "Заём свободы" 50 рублей ; 1917 ;  ;  ;  ; 31 ; flutter ; 1031 
 5353 ; "Заём свободы" 1000 рублей ; 1917 ;  ;  ;  ; 27 ; ирренн ; 1048 
 5354 ; Билет гос.казначейства на 25 рублей ; 1915 ;  ;  ;  ; 36 ; mart_si ; 869 
 5355 ; 50 рублей ; 1919 ;  ;  ;  ; 29 ; Новик ; 101 
 5356 ; 3 рубля ; 1934 ; Гос.казначейские билеты ;  ;  ; 20 ; SlavA ; 6336 
 5357 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 73 ; филипок ; 315 
 5358 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ; AU ; 54 ; happy ; 719 
 5359 ; 100 рублей ; 1947 ; билет ;  ;  ; 33 ; cboker ; 1534 
 5360 ; 5000 рублей ; 1992 ; банкнота ;  ; AU ; 40 ; Vebr ; 147 
 5361 ; 10000 рублей ; 1992 ; банкнота ;  ;  ; 17 ; CASABLANCA ; 370 
 5362 ; 1000 рублей ; 1995 ; банкнота ;  ; AU ; 45 ; happy ; 239 
 5363 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 48 ; CASABLANCA ; 679 
 5364 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 31 ; ooooo1961 ; 696 
 5365 ; Облигация на 100 рублей ; 1950 ;  ;  ;  ; 33 ; Жигурда ; 247 
 5366 ; Талон "АРТИКУГОЛЬ" 1 копейка ;  ;  ;  ;  ; 3 ; RusScat ; 200 
 5367 ; Талон "АРТИКУГОЛЬ" 3 копейки ;  ;  ;  ;  ; 7 ; alex241 ; 234 
 5368 ; Талон "АРТИКУГОЛЬ" 1 рубль ;  ;  ;  ;  ; 5 ; я8844 ; 209 
 5369 ; Талон "АРТИКУГОЛЬ" 3 рубля ;  ;  ;  ;  ; 4 ; я8844 ; 204 
 5370 ; Талон "АРТИКУГОЛЬ" 5 рублей ;  ;  ;  ;  ; 8 ; ZIMOGOR ; 256 
 5371 ; Талон "АРТИКУГОЛЬ" 10 рублей ;  ;  ;  ;  ; 3 ; 2128508 ; 204 
 5372 ; 500 рублей ; 1898 ; Коншин 1910 г. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 69 ; SlavA ; 8274 
 5373 ; 100 рублей ; 1898 ; Тимашев 1903. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 72 ; sts ; 3966 
 5374 ; 100 рублей ; 1898 ; Тимашев 1903. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 39 ; sts ; 3774 
 5084 ; 5 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 51 ; Gorood ; 2010 
 5085 ; 100 рублей ; 1920 ;  ;  ;  ; 31 ; ZIMOGOR ; 602 
 5086 ; 10 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 34 ; майорчик ; 1019 
 5087 ; 5 рублей. Одесса. ; 1917 ;  ;  ;  ; 26 ; Хаа ; 360 
 5088 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 18 ; Хаа ; 567 
 5089 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 20 ; я8844 ; 340 
 5090 ; 25000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 22 ; майорчик ; 920 
 5091 ; 100 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 23 ; flutter ; 714 
 5092 ; 25 рублей. Одесса. ; 1917 ;  ;  ;  ; 47 ; Хаа ; 2249 
 5093 ; 500 рублей ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 72 ; пмт79 ; 1379 
 5094 ; 100 рублей ; 1919 ;  ;  ;  ; 40 ; Хаа ; 575 
 5095 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 46 ; середа ; 700 
 5096 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 87 ; Andrew1961 ; 1500 
 5097 ; 25 рублей ; 1918 ; Гос.кредитный билет "Северная Россия" ;  ;  ; 36 ; cochu ; 15507 
 5098 ; 500 рублей ; 1898 ; Коншин 1910 г. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 57 ; karlgustav ; 4606 
 5099 ; 500 рублей ; 1918 ;  ;  ;  ; 56 ; RusScat ; 5610 
 5100 ; 500 рублей ; 1918 ;  ;  ;  ; 22 ; спарта ; 3715 
 5101 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 22 ; slovjnin ; 400 
 5102 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 20 ; я8844 ; 184 
 5103 ; 5000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 29 ; aleks51 ; 357 
 5104 ; 5000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 29 ; Fliege1 ; 407 
 5105 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 13 ; я8844 ; 184 
 5106 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 17 ; Mihai6 ; 200 
 5107 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 15 ; stabah ; 203 
 5108 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 30 ; я8844 ; 119 
 5300 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 23 ; UT ; 1020 
 5301 ; Лот бон 3 шт. 100 рублей (Коншин,Шипов) ; 1910 ;  ;  ;  ; 56 ; serega67 ; 680 
 5302 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ; XF+ ; 39 ; 75487 ; 1842 
 5303 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; Andrew1961 ; 442 
 5304 ; 10 рублей в/з - перевёрнуты ; 1909 ; Шипов 1912 г.Вод.зн.перевернуты. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 29 ; AndrCh58 ; 1500 
 5305 ; 10 рублей ; 1909 ; Тимашев. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 26 ; Fliege1 ; 2336 
 5306 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 26 ; serega67 ; 113 
 5307 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; bonist-3A ; 569 
 5308 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 20 ; serega67 ; 84 
 5309 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 44 ; kuder ; 58 
 5310 ; 10 рублей ; 1909 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ; XF+ ; 7 ; ТРОЛ ; 55 
 5311 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 13 ; 462 ; 177 
 5312 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; svv ; 133 
 5313 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 15 ; 462 ; 175 
 5314 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 21 ; 462 ; 172 
 5315 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 39 ; UT ; 104 
 5316 ; 5 рублей ; 1898 ; Тимашев 1903. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 64 ; Бармалей ; 7820 
 5317 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; kuder ; 29 
 5318 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 49 ; ТРОЛ ; 159 
 5319 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 28 ; Александр007 ; 91 
 5320 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 38 ; Александр007 ; 101 
 5321 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 16 ; Fliege1 ; 57 
 5322 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 5 ; Knight1972 ; 108 
