 5828 ; Бона иностранная. Куба ; 1896 ;  ;  ;  ; 29 ; umbrella ; 340 
 5349 ; 10000 рублей ; 1992 ; банкнота ;  ;  ; 16 ; vizer ; 357 
 5050 ; 5000 рублей ; 1921 ; Гос.казначейский билет ;  ;    ; 33 ; середа ; 350 
 5051 ; 1 рубль ; 1947 ; Расчетные знаки РСФСР образца 1921 г. ;  ;    ; 23 ; victorsa ; 510 
 5052 ; 10000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 18 ; я8844 ; 373 
 5053 ; 1 червонец ; 1937 ; Билет ;  ;  ; 23 ; селянин ; 459 
 5054 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 8 ; ъхз ; 57 
 5055 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 10 ; GERo ; 89 
 5056 ; 100 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 35 ; LDD ; 674 
 5057 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 12 ; GERo ; 161 
 5058 ; 25 рублей ; 1915 ; Билеты государственного казначейства ;  ;  ; 17 ; ъхз ; 420 
 5059 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 4 ; valencio ; 300 
 5060 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 10 ; Jiamer57rus ; 400 
 5061 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; ъхз ; 79 
 5062 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 12 ; spstudio ; 81 
 5063 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; любитель555 ; 120 
 5064 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 12 ; Aleech ; 102 
 5065 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 37 ; Zubrstroy ; 328 
 5066 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 30 ; GERo ; 322 
 5067 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 30 ; Trien ; 293 
 5068 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 18 ; Trien ; 293 
 5069 ; 3 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 12 ; я8844 ; 225 
 5070 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 18 ; смит ; 184 
 5071 ; 50 рублей. Симферополь ; 1922 ;  ;  ;  ; 16 ; шев ; 566 
 5072 ; 100 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 17 ; Gera_K ; 213 
 5073 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 18 ; Vb[fksx ; 255 
 5074 ; 50 копеек ; 1918 ; Семиреченский Областной Совет ;  ;   ; 17 ; ЛАВ-13 ; 599 
 5075 ; 1 рубль. Амурский кооператор ; 1919 ;  ;  ;  ; 15 ; Vb[fksx ; 1003 
 5076 ; 50 копеек.  Амурский кооператор ; 1919 ;  ;  ;  ; 13 ; ъхз ; 873 
 5077 ; 1 марка. Западная добров. Армия ; 1919 ;  ;  ;  ; 51 ; Aleech ; 663 
 5078 ; 3 рубля ; 1918 ; Семиреченский Областной Совет ;  ;  ; 18 ; sher60 ; 1612 
 5079 ; 25 рублей ; 1920 ; Разменные знаки.Комитет освобожд.черном.побережья ;  ;  ; 17 ; sher60 ; 2703 
 5080 ; 3 рубля.  Амурский кооператор ; 1919 ;  ;  ;  ; 14 ; я8844 ; 1851 
 5081 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 31 ; _1111_ ; 700 
 5082 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 14 ; _1111_ ; 700 
 5083 ; 25000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 9 ; Bambr ; 480 
 5084 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 7 ; mvv ; 101 
 5085 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 15 ; SANGOLD1 ; 80 
 5086 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 11 ; kulon1 ; 100 
 5087 ; 3 рубля ; 1918 ;  ;  ;  ; 36 ; _1111_ ; 512 
 5088 ; 5 рублей ; 1918 ;  ;  ;  ; 44 ; _1111_ ; 516 
 5089 ; 500 рублей. Государство Российское ; 1919 ;  ;  ;  ; 20 ; alex241 ; 1835 
 5090 ; Билет Озет лотереи ; 1930 ;  ;  ;  ; 27 ; sher60 ; 1941 
 5091 ; 1 червонец ; 1922 ; Банковские билеты ;  ;  ; 38 ; luchsva ; 5667 
 5092 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 18 ; ppp ; 200 
 5093 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 21 ; LDD ; 454 
 5094 ; 500 рублей ; 1898 ; Коншин 1910 г. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 40 ; Fliege1 ; 15001 
 5095 ; 50 рублей ; 1914 ; Билеты государственного казначейства ;  ;  ; 13 ; LDD ; 306 
 5096 ; 50 рублей ; 1915 ; Билеты государственного казначейства ;  ;  ; 9 ; bonipari ; 306 
 5097 ; 5000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 29 ; benc ; 2040 
 5098 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 15 ; volkov ; 200 
 5099 ; 50 рублей ; 1936 ;  ;  ;  ; 15 ; 333985 ; 612 
 3932 ; Лот монет Мексики (3шт) ; 1993-2004 ;  ; Би/м, латунь ; VF-/VF ; 25 ; gandy ; 82 
 5001 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 8 ; Aндрюха ; 58 
 5002 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 6 ; скорпион_48 ; 56 
 5003 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 9 ; скорпион_48 ; 64 
 5004 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 10 ; смит ; 51 
 5005 ; 5 копеек ; 1920 ; Латвия. Разменный знак ;  ;  ; 9 ; jugla ; 227 
 5006 ; 10 копеек ; 1920 ; Латвия. Разменный знак ;  ;  ; 9 ; jugla ; 227 
 5007 ; 25 копеек ; 1920 ; Латвия. Разменный знак ;  ;  ; 7 ; jugla ; 227 
 5008 ; 50 копеек ; 1920 ; Латвия. Разменный знак ;  ;  ; 6 ; jugla ; 227 
 5009 ; 5 пенни ; 1919 ; Эстония ;  ;  ; 7 ; bdd48 ; 128 
 5010 ; 20 пенни ; 1919 ; Эстония ;  ;  ; 7 ; bdd48 ; 121 
 5011 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 28 ; смит ; 297 
 5012 ; 100 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 21 ; Gera_K ; 261 
 5013 ; 50 копеек ;  ;  ;  ;  ; 3 ; 333985 ; 210 
 5014 ; 60 рублей ;  ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 22 ; volkov ; 191 
 5015 ; 1 марка ; 1916 ; Финляндия билет ;  ;  ; 26 ; Gera_K ; 174 
 5016 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 11 ; смит ; 100 
 5017 ; 100 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 24 ; LDD ; 306 
 5018 ; 10 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 18 ; GERo ; 95 
 5019 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 19 ; Postevoy78 ; 151 
 5020 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 16 ; Numizmat2013 ; 503 
 5021 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 7 ; скорпион_48 ; 101 
 5022 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ;  ; 26 ; yuri.gruzdev ; 906 
 5023 ; 5 рублей ; 1947 ; Гос.казначейский билет ;  ;  ; 23 ; я8844 ; 781 
 5024 ; 50 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 28 ; maxm812 ; 340 
 5025 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 3 ; ъхз ; 26 
 5026 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 12 ; Gera_K ; 70 
 5027 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 7 ; lloid ; 50 
 5028 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 22 ; GERo ; 102 
 5029 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 12 ; X-43A ; 50 
 5030 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 12 ; я8844 ; 51 
 5031 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 20 ; VOLKODAVS5 ; 89 
 5032 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 8 ; Sidius ; 100 
 5033 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 3 ; Sidius ; 100 
 5034 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 16 ; П.А.Н. ; 67 
 5035 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 24 ; смит ; 100 
 5036 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 20 ; market_spb ; 90 
 5037 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 17 ; VOLKODAVS5 ; 100 
 5038 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; g-s-m-78 ; 85 
 5039 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; VOLKODAVS5 ; 101 
 5040 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; volkov ; 118 
 5041 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 12 ; лайк ; 233 
 5042 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; леший 88 ; 225 
 5043 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; Alex666Alex ; 229 
 5044 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 12 ; синий ; 612 
 5045 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 22 ; volkov ; 600 
 5046 ; 5 рублей ; 1918 ; Закавказье ;  ;  ; 28 ; Fliege1 ; 680 
 5047 ; 10 лит ; 1927 ; Литва ;  ;  ; 18 ; jugla ; 500 
 5048 ; 50 копеек. Познань ; 1916 ;  ;  ;  ; 11 ; Aquila ; 150 
 5049 ; 10 рублей ; 1919 ; Латвия. Обязательство гос.казначейства ;  ;  ; 13 ; jugla ; 220 
 3882 ; Лот монет Великобритании (2шт): 1 шиллинг. Английский и шотландский гербы ; 1954 ;  ; Cu/Ni ; VF/VF-XF ; 17 ; Gera_K ; 100 
 3883 ; Лот монет Великобритании (2шт): 1 шиллинг. Английский и шотландский гербы ; 1955 ;  ; Cu/Ni ; VF/VF-XF ; 21 ; ximera_87 ; 116 
 3884 ; Лот монет Венгрии: 9шт ; 1993-2006 ;  ; Cu-Ni,Al/Br ; VF/VF-XF ; 12 ; Mac. ; 61 
 3885 ; Лот монет Эфиопии (5шт) ;  ;  ; Cu/Ni,Al, Лат ; AU ; 21 ; Серж PirGS ; 277 
 3886 ; Лот монет Боснии и Герцоговины (7шт) ; 1998-2009 ;  ; Би/м,Лат,Cu/Ni, ; AU ; 40 ; кве ; 347 
 3887 ; Лот монет Египта (6шт) ; 20в ;  ; Би/м,Cu/Ni,Cu,Л ; AU ; 24 ; кве ; 141 
 3888 ; Лот монет Ботсваны (6шт) ; 2001-2009 ;  ; Би/м,Лат,Cu/Ni, ; AU ; 23 ; кве ; 363 
 3889 ; Лот монет Македонии: 50 дени, 1,2,5,10,50 денаров (6шт) ; 1993-2008 ;  ; латунь,Cu-Ni ; AU ; 22 ; кве ; 227 
 3890 ; Лот монет Иордания: 11шт ; 1962-1984 ;  ; Cu-Ni,Br ; VF/VF+ ; 24 ; DVZ ; 222 
 3891 ; Лот монет Конго (5шт) ; 2002 ;  ; Лат,Al ; AU ; 9 ; kv1v ; 155 
 3892 ; Лот монет Мальдивских о-в (7шт) ; 2007-2012 ;  ; Лат,Al,St ; AU ; 18 ; кве ; 181 
 3893 ; Лот монет Кореи (4шт) ; 2005 ;  ; Al ; XF+ ; 13 ; Taras58 ; 128 
 3894 ; Лот монет Болгарии (3шт) ; 1997 ;  ; Лат ; XF ; 5 ; bva150979 ; 57 
 3895 ; Лот монет Финляндии (31шт) ; 1990-1997 ;  ; Cu/Ni,Al/Br ; VF/XF ; 13 ; qwertyh ; 108 
 3896 ; Лот монет Канады: 13шт ; 1920-1950 ;  ; Br ; VF ; 25 ; fr60 ; 430 
 3897 ; Лот монет Венгрии: 8шт ; 1996-2010 ;  ; Al/Br,Cu-Ni,Би/ ; VF+/XF- ; 13 ; toros ; 51 
 3898 ; Лот монет Перу (6шт) ; 2007-2008 ;  ; Лат,Al ; AU ; 29 ; gusar ; 114 
 3899 ; Лот монет Великобритании (2шт): 1 шиллинг. Английский и шотландский гербы ; 1956 ;  ; Cu/Ni ; VF/VF-XF ; 20 ; Gera_K ; 80 
 3900 ; Лот монет Фолкленских о-в (8шт) ; 1998-2004 ;  ; Би/м,Cu/Ni,Cu ; AU ; 12 ; gusar ; 612 
 3901 ; Лот монет Израиля: 7шт ;  ;  ; Al/Br,Cu-Ni,Би/ ; VF-/VF ; 26 ; Jiamer57rus ; 123 
 3902 ; Лот монет Югославии (4шт) ; 1938 ;  ; Лат,cu/Ni ; VF-/VF ; 21 ; vesta78 ; 114 
 3903 ; Лот монет Ирака (3шт) ; 21в ;  ; Лат.Cu/Ni,Cu ; AU ; 5 ; _1111_ ; 47 
 3904 ; Лот монет Сан Томе и Принсипе (5шт) ; 1997 ;  ; Ni/St ; AU ; 12 ; кве ; 230 
 3905 ; Лот монет Великобритании (2шт): 1 шиллинг. Английский и шотландский гербы ; 1947 ;  ; Cu/Ni ; VF+/VF-XF ; 17 ; Gera_K ; 90 
 3906 ; Лот монет Великобритании (2шт): 1 шиллинг. Английский и шотландский гербы ; 1949 ;  ; Cu/Ni ; VF+/VF-XF ; 13 ; Gera_K ; 91 
 3907 ; Лот монет Кипра (6шт) ; 2001-2004 ;  ; Cu/Ni,Лат ; AU ; 24 ; кве ; 144 
 3908 ; Лот иностранных монет (36шт) ;  ;  ; Cu/Ni,Al/Br,Al, ; VF/VF-XF ; 46 ; chernomak ; 312 
 3909 ; Лот монет Гон- Конга (6шт) ; 1977-1990 ;  ; Cu/Ni,Лат ; VF ; 11 ; велес ; 125 
 3910 ; Лот монет Великобритании (13шт): 1/2 пенни ; 1938-1950 ;  ; Br ; VF/XF ; 8 ; Gera_K ; 175 
 3911 ; Лот монет Индии (7шт) ; 1989-2009 ;  ; Би/м,St,Лат ; VF-XF/XF ; 21 ; cotangens ; 104 
 3912 ; Лот монет Новой Зеландии (7шт) ; 1948-1952 ;  ; Cu/Ni,Br ; VF-/VF+ ; 17 ; OVK ; 431 
 3913 ; Лот монет ФРГ: 10 пфеннигов (10шт) ; 1969-1996 ;  ; St/Лат ; VF-XF/XF ; 17 ; agedol ; 57 
 3914 ; Лот монет ФРГ: 10 пфеннигов (10шт) ; 1966-1995 ;  ; St/Лат ; VF-XF/XF+ ; 9 ; Андрюха ; 55 
 3915 ; Лот монет Кении (5шт) ; 1997-2005 ;  ; Би/м,Cu/Ni,Cu/Z ; XF/AU ; 15 ; mefody73 ; 125 
 3916 ; Лот монет США: 10шт ; 1937-1958 ;  ; Br ; VF/VF+ ; 18 ; indigo-rus ; 172 
 3917 ; Лот монет Польши: 18шт ; 1959-2003 ;  ; Al/Br,Cu-Ni ; VF/VF-XF ; 19 ; СЁМА ; 143 
 3918 ; Лот монет ФРГ: 10 пфеннигов (7шт) ; 1967-1994 ;  ; St/Лат ; VF-XF/XF ; 13 ; toros ; 55 
 3919 ; Лот монет Йомена (5шт) ; 21в ;  ; Би/м,Ni/St ; AU ; 8 ; vesta78 ; 102 
 3920 ; Лот монет Болгарии: 1,2,5,10,20,50 стотинок и 1 лев (7шт) ; 1999-2002 ;  ; латунь,Cu-Ni,Би ; AU ; 9 ; rubber ; 95 
 3921 ; Лот монет ГДР и ФРГ: 2,1 марка, 50,20,10,5,1 пфенниг (31шт) ; 1949-1996 ;  ; Al,Cu-Ni,Al/Br ; VF/VF+ ; 46 ; chernomak ; 504 
 3922 ; Лот монет Саудовской Аравии (5шт) ; 20в ;  ; Би/м,Cu/Ni ; AU ; 9 ; vc57 ; 99 
 3923 ; Лот монет Индонезии (6шт) ; 1996-2010 ;  ; Cu/Ni,Al ; AU ; 22 ; sibirian ; 87 
 3924 ; Лот монет Японии: 52шт ;  ;  ; Cu-Ni,Br,лат,Al ; VF+/XF ; 79 ; DVZ ; 1243 
 3925 ; Лот монет США: 1 цент (100шт) ; 1917-2009 ;  ; Br,Cu/Zn,Zn ; F-VF/AU ; 44 ; indigo-rus ; 1916 
 3926 ; Лот иностранных монет (35шт) ;  ;  ; Cu/Ni,Al/Br,Al, ; VF/VF-XF ; 61 ; Jiamer57rus ; 114 
 3927 ; Лот монет Германии: 5,2,1 марка, 50,10,5,2,1 пфенниг (103шт) ; 1949-1996 ;  ; Br,Cu-Ni,Al/Br ; VF/XF ; 67 ; chernomak ; 6632 
 3928 ; Лот монет Германии:5,2,1 марка, 50,10,5,2,1 пфенниг (75шт) ; 1935-1995 ;  ; Br,Cu-Ni,Al/Br ; VF/XF ; 51 ; chernomak ; 4749 
 3929 ; Лот монет Кипра: 68шт ; 1947-2002 ;  ; Br,Cu-Ni,лат,Al ; VF/XF- ; 51 ; DVZ ; 906 
 3930 ; Лот монет Греции:103шт ; 1882-2000 ;  ; Cu-Ni,Al/Br,Br ; F/XF ; 41 ; DVZ ; 1689 
 3931 ; Лот монет Германии:5,2,1 марка, 50,10,5,2,1 пфенниг (75шт) ; 1949-1996 ;  ; Br,Cu-Ni,Al/Br ; VF/XF- ; 59 ; chernomak ; 5521 
 3832 ; Набор монет Нидерландов: 2,1 евро, 50,20,10,5,2,1 евроцент (8шт). Буклет ;  ;  ; Cu/St,Би/м,Лат ; Unc ; 38 ; ddimad ; 400 
 3833 ; Набор монет Арубы: 5,2-1/2,1 флорин. 50,25,10,5 центов (7шт) + жетон. Упковка ; 1998 ;  ; Cu-Ni,Al/Br ; Unc ; 17 ; banks ; 366 
 3834 ; Набор монет Украины "Чемпионат Европы по футболу.Львов" (2шт): 5,1 гривна. В буклете ; 2011,2012 ;  ; Cu/Ni,Al/Br ; Unc/AU ; 45 ; seva777 ; 361 
 3835 ; Набор монет Украины "Чемпионат Европы по футболу. Харьков" (2шт): 5,1 гривна. В буклете ; 2011,2012 ;  ; Cu/Ni,Al/Br ; Unc/AU ; 38 ; seva777 ; 376 
 3836 ; Набор монет Украины "Чемпионат Европы по футболу. Донецк" (2шт): 5,1 гривна. В буклете ; 2011,2012 ;  ; Cu/Ni,Al/Br ; Unc/AU ; 23 ; seva777 ; 318 
 3837 ; Набор монет Украины "Чемпионат Европы по футболу. Киев" (2шт): 5,1 гривна. В буклете ; 2011,2012 ;  ; Cu/Ni,Al/Br ; Unc/AU ; 79 ; bdd48 ; 337 
 3838 ; Набор монет Украины "Чемпионат Европы по футболу. Финал" (2шт): 5,1 гривна. В буклете ; 2011,2012 ;  ; Cu/Ni,Al/Br ; Unc/AU ; 13 ; seva777 ; 318 
 3839 ; Набор монет Ватикан: 500,100,50,20,10,5,2,1 лира (8шт) ; 1967 ;  ; Ag,St,Al/Br,Al ; AU ; 13 ; gusar ; 918 
 3840 ; Набор монет Ватикан: 500,100,50,20,10,5,2,1 лира (8шт) ; 1967 ;  ; Ag,St,Al/Br,Al ; AU ; 9 ; SPRogov ; 651 
 3841 ; Лот монет ФРГ (10шт): 5,2,1 марка, 50,10,5,2,1 пфенниг. Упаковка ; 2000D ;  ; Cu/Ni,Cu/Zn,Cu ; Unc/AU ; 18 ; Алек ; 618 
 3842 ; Набор монет Македонии: 50 дени, 1,2,5  денаров (4шт). Упаковка ; 1993 ;  ; латунь ; Unc ; 10 ; qwertyh ; 201 
 3843 ; Набор монет Македонии (ФАО):1,2,5 денаров (3шт). Упаковка ; 1995 ;  ; латунь ; Unc/AU ; 9 ; kop ; 181 
 3844 ; Набор монет Новой Зеландии: 1 доллар, 50,20,10,5,2,1 центов (7шт). Упаковка ; 1967 ;  ; Cu-Ni,Br ; XF+/AU ; 27 ; Jagdtiger ; 277 
 3845 ; Набор монет Новой Зеландии: 1/2 кроны, 1 флорин, 1 шиллинг, 6,3 пенса, 1,1/2 пенни (7шт). Упаковка ; 1965 ;  ; Cu-Ni,Br ; AU ; 35 ; torbey ; 340 
 3846 ; Набор монет Великобритании: 1/2 кронв, 2 шиллинга, 6,3 пенсов, 1,1/2 пенни, 50,10,5,2,1 пенс (12шт). Пластиковая упаковка ; 1967-1971 ;  ; Br,Cu-Ni ; XF/AU ; 45 ; alex1974 ; 794 
 3847 ; Альбом монет США: 1 цент (51шт) ; 1930-2005 ;  ; Zn,Br ; F/XF ; 28 ; Моряк-собиратель ; 1281 
