 5926 ; Бона иностранная ;  ;  ;  ;  ; 22 ; Rober ; 31 
 5414 ; Облигация в 125 рублей, Донецкой железной дороги, с купонами ; 1893 ;  ;  ;  ; 39 ; Максимус ; 1022 
 5415 ; Облигация в 125 рублей,Владикавказской железной дороги, с купонами ; 1885 ;  ;  ;  ; 30 ; Максимус ; 1000 
 5316 ; 1 рубль ; 1934 ; Гос.казначейские билеты ;  ;  ; 30 ; sdfg ; 4420 
 5317 ; 25000 рублей ; 1923 ; Гос.денежные знаки СССР ;  ;  ; 44 ; masterovoi ; 20412 
 5318 ; 250 рублей ; 1919 ; Туркестан ;  ;  ; 27 ; НЕВО ; 842 
 5319 ; Бона 5 рублей ; 1920 ;  ;  ;  ; 30 ; всё моё ; 1998 
 5320 ; 2 гривни ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ;  ; 33 ; кве ; 306 
 5321 ; 10 карбованцев ;  ; Украина Знак Державноi скарбицi ;  ;  ; 33 ; bonist-3A ; 756 
 5322 ; 10 карбованцев ;  ; Украина Знак Державноi скарбицi ;  ;  ; 114 ; ЛАВ-13 ; 612 
 5323 ; 100 карбованцев ; 1917 ; Украина. Кредитный билет ;  ;  ; 33 ; Як-40 ; 8274 
 5324 ; 2000 гривень ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ;  ; 19 ; bonist-3A ; 1168 
 5325 ; 100 лат ; 1939 ; Латвия ;  ;  ; 24 ; bonist-3A ; 1474 
 5326 ; Бона 1000 марок. Ковно ; 1918 ;  ;  ;  ; 57 ; froloff ; 2550 
 5327 ; Бона 200 карбованцев. Ровно ; 1942 ;  ;  ;  ; 130 ; froloff ; 6100 
 5328 ; 50 рублей ; 1947 ; билет ;  ; AU ; 23 ; froloff ; 7650 
 5329 ; 100 рублей ; 1947 ; билет ;  ; AU ; 23 ; MOHETA ; 8428 
 5330 ; Бона 5 шилигов. ОУН ;  ;  ;  ;  ; 18 ; podpolkovnic ; 314 
 5331 ; Гербовые марки 15 шт. ; 1923 ;  ;  ;  ; 19 ; Sky2 ; 918 
 5332 ; Облигация на 200 рублей ;  ;  ;  ;  ; 35 ; прохожий ; 561 
 5333 ; Лотерейный билет "ОСОАВИАХИМА" ; 1933 ;  ;  ;  ; 48 ; shneyder ; 389 
 5334 ; Лотерейный билет "ОСОАВИАХИМА" ; 1935 ;  ;  ;  ; 16 ; sergo ; 301 
 5335 ; Лотерейный билет "ОСОАВИАХИМА" ; 1937 ;  ;  ;  ; 19 ; joper69 ; 308 
 5336 ; Лотерейный билет ; 1941 ;  ;  ;  ; 16 ; shneyder ; 204 
 5337 ; 200 рублей ; 1991 ; билет ;  ; AU ; 21 ; volvoinblood ; 1385 
 5338 ; Лот 3 шт ;  ;  ;  ;  ; 19 ; MOHETA ; 106 
 5339 ; 1000 рублей ; 1919 ;  ;  ;  ; 27 ; podpolkovnic ; 510 
 5340 ; 3 червонца ; 1932 ; Билет ;  ;  ; 44 ; прохожий ; 1428 
 5341 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 38 ; bonist-3A ; 792 
 5342 ; 20 рублей ; 1922 ; Хорезмская Республика ;  ;  ; 23 ; я8844 ; 1000 
 5343 ; Лот бон 3 шт. 25,25000,100000 рублей ; 1921,1922 ;  ;  ;  ; 36 ; я8844 ; 612 
 5344 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 27 ; musik ; 453 
 5345 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 49 ; MUPS ; 408 
 5346 ; Лот бон 3 шт.5 и 10 рублей ; 1909 ;  ;  ;  ; 20 ; fish77 ; 102 
 5347 ; 1 рубль ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 27 ; pvg111 ; 255 
 5348 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 24 ; слоник ; 100 
 5349 ; Лот бон 2 шт. 1 рубль ; 1898 ;  ;  ;  ; 11 ; fordvr ; 104 
 5350 ; Лот бон 2 шт. 5 рублей (Коншин,Шипов) ; 1909 ;  ;  ;  ; 13 ; fordvr ; 56 
 5351 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 16 ; ALEX150 ; 216 
 5352 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 7 ; zima ; 357 
 5353 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 15 ; sparrow ; 102 
 5354 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 11 ; Aquila ; 90 
 5355 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 8 ; МАТ ; 90 
 5356 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 6 ; SANGOLD1 ; 56 
 5357 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 7 ; yunonik ; 58 
 5358 ; 100 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 33 ; Виталий 64 ; 1381 
 5359 ; 25 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 51 ; ЛАВ-13 ; 928 
 5360 ; 50 рублей ; 1918 ; Заемные билеты.Общество Владикавказской ж/д ;  ; AU ; 22 ; ЛАВ-13 ; 1301 
 5361 ; Лот бон 2 шт. 5 рублей ; 1934 ;  ;  ;  ; 31 ; прохожий ; 612 
 5362 ; 100 рублей ; 1947 ; билет ;  ;  ; 70 ; Lenchik_2M ; 744 
 5363 ; Лот бон 2 шт. 10 и 100 рублей Познань ; 1916 ;  ;  ;  ; 16 ; cochu ; 507 
 5364 ; 3 рубля ; 1919 ; Латвия. Разменный знак ;  ;  ; 38 ; старьёвщик ; 221 
 5365 ; 5 рублей ; 1919 ; Латвия. Разменный знак ;  ;  ; 16 ; Jauho ; 203 
 5075 ; 2 марки. Ковно ; 1918 ;  ;  ; AU ; 49 ; froloff ; 4625 
 5076 ; 20 крон ; 1932 ;  ;  ; AU ; 28 ; sos1 ; 614 
 5077 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ; AU ; 34 ; MOHETA ; 181 
 5078 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ; AU ; 30 ; svv ; 181 
 5079 ; 5 рублей ; 1909 ; Денежные знаки ;  ; AU ; 13 ; 1177 ; 201 
 5080 ; 50 марок. Ковно ; 1918 ;  ;  ; AU ; 15 ; froloff ; 3005 
 5081 ; 3 рубля. Елисаветоград ; 1918 ;  ;  ;  ; 32 ; filat100 ; 714 
 5082 ; 10 рублей. Елисаветоград ; 1918 ;  ;  ;  ; 28 ; MUPS ; 850 
 5083 ; 10 рублей. Минводы ; 1918 ;  ;  ;  ; 25 ; filat100 ; 1487 
 5084 ; 10000 рублей ; 1923 ; Гос.денежные знаки СССР ;  ;  ; 39 ; fordvr ; 2440 
 5085 ; 15000 рублей ; 1923 ; Гос.денежные знаки СССР ;  ;  ; 30 ; sato ; 4246 
 5086 ; 15000 рублей ; 1923 ; Гос.денежные знаки СССР ;  ;  ; 25 ; ser18342588 ; 6347 
 5087 ; 25000 рублей ; 1923 ; Гос.денежные знаки СССР ;  ;  ; 47 ; ser18342588 ; 18360 
 5088 ; 3 рубля. Русско - Азиатский банк ; 1919 ;  ;  ;  ; 20 ; Vb[fksx ; 2703 
 5089 ; 10 рублей. Русско - Азиатский банк ; 1919 ;  ;  ;  ; 20 ; прохожий ; 3723 
 5090 ; 3 червонца ; 1932 ; Билет ;  ;  ; 36 ; Sky2 ; 1211 
 5091 ; 50 рублей. Одесса ; 1918 ;  ;  ;  ; 16 ; ЛАВ-13 ; 2154 
 5092 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 47 ; pvg111 ; 1068 
 5093 ; 5 червонцев. Калманович. 4 подписи ; 1928 ; Билет ;  ;  ; 32 ; 4758 ; 15000 
 5094 ; 5 червонцев. Калманович. 6 подписей. Редкая ; 1928 ; Билет ;  ;  ; 28 ; 4758 ; 27030 
 5095 ; 3 копейки. Лист 100 шт. ; 1915 ; Деньги-марки ;  ;  ; 17 ; froloff ; 3592 
 5096 ; Акция Полтавского земельного банка. 11 вып. ; 1900 ;  ;  ;  ; 15 ; Михаил_нов ; 1020 
 5097 ; Акция Полтавского земельного банка. 16 вып. ; 1912 ;  ;  ;  ; 15 ; Михаил_нов ; 1020 
 5098 ; Акция Полтавского земельного банка. 13 вып. ; 1910 ;  ;  ;  ; 18 ; Михаил_нов ; 1020 
 5099 ; Закладной лист ; 1898 ;  ;  ;  ; 9 ; Михаил_нов ; 314 
 5100 ; Закладной лист ; 1898 ;  ;  ;  ; 9 ; Михаил_нов ; 305 
 5101 ; Акция ; 1910 ;  ;  ;  ; 27 ; 542 ; 510 
 5102 ; 5 рублей (2 шт) ; 1909 ;  ;  ;  ; 8 ; ек ; 39 
 5103 ; 10 рублей (2 шт) ; 1909 ;  ;  ;  ; 9 ; ек ; 59 
 5104 ; 10 рублей (2 шт) ; 1909 ;  ;  ;  ; 7 ; ек ; 61 
 5105 ; 1000 рублей (2 шт) ; 1919 ;  ;  ;  ; 4 ; 333985 ; 68 
 5106 ; 1000 рублей (2 шт) ; 1919 ;  ;  ;  ; 26 ; ALEX150 ; 156 
 5107 ; карточка потребителя. УРСР ;  ;  ;  ;  ; 11 ; bonipari ; 101 
 5108 ; карточка потребителя. УРСР ;  ;  ;  ;  ; 7 ; bonipari ; 126 
 5109 ; купоны (150 шт) ;  ;  ;  ;  ; 7 ; bonipari ; 204 
 5301 ; 500 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 34 ; Zubrstroy ; 1689 
 5302 ; 3 рубля золотом ; 1924 ; Гос.казначейские билеты СССР ;  ;  ; 40 ; 收集者 ; 26531 
 5303 ; Облигация ; 1954 ;  ;  ;  ; 52 ; Михаил_нов ; 126 
 5304 ; Лот 5 шт ;  ;  ;  ;  ; 27 ; Михаил_нов ; 95 
 5305 ; Лот 2 шт. 1 рубль ; 1898 ;  ;  ;  ; 39 ; bonist-3A ; 2923 
 5306 ; 3 рубля. 6 шт ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 34 ; ЛАВ-13 ; 2042 
 5307 ; 1 рубль ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 13 ; прохожий ; 1122 
 5308 ; 1000 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 40 ; ssss ; 3570 
 5309 ; 5000 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 12 ; Antys10 ; 6120 
 5310 ; 250 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 23 ; svv ; 5890 
 5311 ; 25 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 34 ; Antys10 ; 1985 
 5312 ; 50 копеек ; 1924 ; Разменные казн.боны ;  ;  ; 42 ; НЕВО ; 3100 
 5313 ; 1 червонец ; 1926 ; Пятаков. Билет ;  ;  ; 18 ; nik23455 ; 1938 
 5314 ; 3 червонца ; 1932 ; Билет ;  ;  ; 19 ; sergfokin ; 1632 
 5315 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 26 ; sergfokin ; 4080 
 5025 ; 1 червонец ; 1937 ; Билет ;  ;  ; 34 ; Aquila ; 156 
 5026 ; 1 червонец ; 1937 ; Билет ;  ;  ; 28 ; yunonik ; 133 
 5027 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 45 ; Aquila ; 214 
 5028 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 20 ; asadovoy ; 303 
 5029 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 24 ; akilov ; 337 
 5030 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 30 ; ъхз ; 293 
 5031 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 39 ; ъхз ; 167 
 5032 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 17 ; mitisson ; 301 
 5033 ; 100 рублей ; 1919 ;  ;  ;  ; 27 ; Sky2 ; 356 
 5034 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 3 ; вулканолог ; 45 
 5035 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 9 ; fordvr ; 50 
 5036 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 16 ; Aquila ; 96 
 5037 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 18 ; я8844 ; 55 
 5038 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 21 ; я8844 ; 53 
 5039 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 9 ; sedoy66 ; 100 
 5040 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 22 ; burlak ; 62 
 5041 ; 50 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 19 ; ЛАВ-13 ; 612 
 5042 ; 10 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 27 ; ЛАВ-13 ; 612 
 5043 ; 25 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 19 ; ЛАВ-13 ; 714 
 5044 ; 50 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 15 ; 333985 ; 184 
 5045 ; 1 копейка ; 1924 ; Разменные казн.боны ;  ;  ; 30 ; ек ; 752 
 5046 ; 3 копейки ; 1924 ; Разменные казн.боны ;  ;  ; 20 ; ек ; 1134 
 5047 ; 10 копеек ;  ; Гос.кредитный билет "Северная Россия" ;  ;  ; 9 ; вулканолог ; 680 
 5048 ; 20 копеек ;  ; Гос.кредитный билет "Северная Россия" ;  ;  ; 11 ; вулканолог ; 722 
 5049 ; 20 рублей. Сцепка 2 шт ;  ; Денежные знаки ;  ;  ; 9 ; Aquila ; 123 
 5050 ; 5 рублей. Амурский орб. ; 1918 ;  ;  ;  ; 22 ; прохожий ; 920 
 5051 ; 1 рубль. Чита ;  ;  ;  ;  ; 23 ; ъхз ; 1452 
 5052 ; 100 рублей. Чита ;  ;  ;  ;  ; 21 ; von_Schwarz ; 1501 
 5053 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 35 ; Rusik ; 83 
 5054 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 39 ; MUPS ; 79 
 5055 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 47 ; Aquila ; 83 
 5056 ; 250 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 13 ; mart_si ; 404 
 5057 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 16 ; прохожий ; 72 
 5058 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 11 ; я8844 ; 26 
 5059 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 19 ; прохожий ; 80 
 5060 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 22 ; Elephant ; 71 
 5061 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 14 ; прохожий ; 62 
 5062 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 14 ; я8844 ; 92 
 5063 ; 100 гривен ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ; XF ; 18 ; Михаил_нов ; 1134 
 5064 ; 500 гривен ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ; XF ; 32 ; Михаил_нов ; 617 
 5065 ; 1000 карбованцев ; 1918 ; Украина.Знак Державноi скарбицi ;  ; AU ; 31 ; Михаил_нов ; 1224 
 5066 ; 3 рубля ; 1919 ;  ;  ; AU ; 20 ; Antys10 ; 1813 
 5067 ; билет лоторен ; 1941 ;  ;  ; AU ; 31 ; joper69 ; 400 
 5068 ; 100 рублей ; 1961 ;  ;  ; AU ; 52 ; asadovoy ; 356 
 5069 ; 50 рублей ; 1961 ; билет ;  ; AU ; 41 ; Lenchik_2M ; 663 
 5070 ; 2 доллара США ; 2003 ;  ;  ; AU ; 22 ; Savbeer ; 102 
 5071 ; 2 доллара США ; 2003 ;  ;  ; AU ; 12 ; grizzly72 ; 125 
 5072 ; 2 доллара США ; 2003 ;  ;  ; AU ; 12 ; g-s-m-78 ; 107 
 5073 ; 10 рублей. ; 1919 ;  ;  ; AU ; 32 ; froloff ; 1714 
 5074 ; 100 рублей. Чита ; 1920 ;  ;  ; AU ; 16 ; ъхз ; 980 
 4156 ; Набор монет - Папуа Новая Гвинея (3 шт): 1, 2, 5 тоэ (бабочка,  рыба-зебра, черепаха) ; 2001, 2004, 2005 ;  ; Br, St/Ni ; AU ; 30 ; foh1985 ; 90 
 4157 ; Набор монет США "Штаты": 1/4 доллара (3 шт).  Все разные ; 2000 ;  ; Cu-Zn-Ni ; AU/XF ; 9 ; мурзик74 ; 66 
 4158 ; Набор монет США "Штаты": 1/4 доллара (5 шт).  Все разные ; 1999, 2001, 2002, 2005 ;  ; Cu-Zn-Ni ; AU/XF ; 27 ; Yamilov ; 185 
 4159 ; Набор монет США "Штаты": 1/4 доллара (4 шт). Животные (лошадь, крапивник, пеликан, лосось) ; 1999, 2000, 2002, 2007 ;  ; Cu-Zn-Ni ; AU/XF ; 12 ; Yamilov ; 102 
 4160 ; Набор монет США "Штаты": 1/4 доллара (3 шт). Корабли ; 2000, 2001, 2003 ;  ; Cu-Zn-Ni ; AU/XF ; 18 ; d1t ; 62 
 4161 ; Набор монет Испании (3 шт): 25 песет: Канарские острова, Графство Кастилия и Леон, Мелилья ; 1994, 1995   1997 ;  ; Ni-Br, латунь ; XF+ ; 44 ; seger ; 63 
 4162 ; Лот иностранных монет (171шт) ;  ;  ; Cu/Ni,Al/Br,Al ; VF-/XF- ; 27 ; DVZ ; 1357 
 4163 ; Лот монет США: 100шт ;  ;  ; Cu-Ni ; F-VF/XF ; 14 ; Searcher ; 374 
 4164 ; Лот монет ФРГ: 100шт ;  ;  ; Al/Br ; F-VF/XF ; 22 ; Searcher ; 400 
 4165 ; Лот монет Европы: 46шт ;  ;  ; Al/Br,St,Br,Ni, ; F/AU ; 50 ; Алек ; 906 
 4166 ; Лот иностранных монет: 54шт ;  ;  ; Al/Br,Zn,Br,Ni ; F/XF ; 24 ; viktor2205 ; 340 
 4167 ; Лот иностранных монет: 55шт. Отверстие ;  ;  ; Al/Br,Ag,Br,Cu- ; F/XF ; 23 ; Юбер ; 900 
 4168 ; Лот иностранных монет: 39шт ;  ;  ; Al/Br,Al,Br,Ni ; F/XF ; 57 ; skaut ; 1303 
 4169 ; Лот иностранных монет: 51шт ;  ;  ; Al/Br,Al,Br,Ni ; F/XF ; 64 ; skaut ; 1180 
 4170 ; Лот монет США: 100шт ;  ;  ; Cu-Ni ; F-VF/XF ; 14 ; Searcher ; 453 
 4171 ; Лот монет ФРГ: 100шт ;  ;  ; Al/Br ; F-VF/XF ; 10 ; Searcher ; 340 
 4172 ; Лот монет Тайланда: 4шт ;  ;  ; Лат,Cu-Ni,Би/м ; AU ; 12 ; Malosar ; 51 
 4173 ; Лот монет Кубы: 4шт ; 1971-1985 ;  ; Al ; VF-XF/AU ; 21 ; kvs ; 71 
 4174 ; Лот монет Болгарии и Англии: 6шт ; 1974-1979 ;  ; Лат,br,Cu-Ni ; F-VF/XF ; 13 ; d1t ; 51 
 4175 ; Лот монет Венгрии: 8шт ; 1976-1985 ;  ; Al,лат,Cu-Ni ; VF-/AU ; 17 ; kvs ; 51 
 4176 ; Лот монет Эстонии и Латви: 5шт ; 1922-1935 ;  ; Cu-Ni,Br ; VF-/XF- ; 52 ; zx123 ; 162 
 4177 ; Лот монет Финляндии: 1 марка (4шт) ; 1941-1951 ;  ; Cu ; VF/VF-XF ; 24 ; LAB-A ; 101 
 4178 ; Лот монет Финляндии: 36шт ; 1921-1947 ;  ; Cu-Ni ; F-VF/VF ; 40 ; zx123 ; 133 
 4179 ; Лот монет США: 1/2 доллара (5шт) ; 1971-1983 ;  ; Cu-Ni ; VF-XF/AU ; 20 ; KNK ; 159 
 4180 ; Лот монет США: 1 дайм (40шт) ;  ;  ; Cu-Ni ; VF/XF ; 10 ; Searcher ; 181 
 4181 ; Лот монет США: 5 центов (50шт) ; 1941-2002 ;  ; Cu-Ni ; F-VF/VF-XF ; 7 ; Searcher ; 315 
 5001 ; 1 копейка ; 1915 ; Деньги-марки ;  ;  ; 61 ; ВКС ; 278 
