 3207 ; Бона иностранная ;  ;  ;  ;  ; 34 ; бездельник22 ; 204 
 1305 ; 3 рубля ; 1996 ; "ЛМД Картина ""Троица"" Рублев ; Ag ; Proof ; 67 ; Гурий ; 3800 
 1306 ; 3 рубля ; 1989 ; ММД Московский Кремль  ; Ag ; Proof ; 40 ; alexx1976 ; 1502 
 1307 ; 3 рубля ; 1997 ; ЛМД 850 лет Москве. Московский ; Ag ; Proof ; 20 ; ЕВС ; 1627 
 1308 ; 2 рубля ; 2000 ; СПМД 200 лет со дня рождения Е ; Ag ; Proof ; 73 ; ЕВС ; 4570 
 1309 ; 2 рубля ; 1994 ; ЛМД П.П.Бажов  ; Ag ; Proof ; 26 ; джон007 ; 397 
 1310 ; 2 рубля ; 1994 ; ММД Н.В.Гоголь  ; Ag ; Proof ; 21 ; alyans-met ; 463 
 1311 ; 2 рубля ; 1994 ; ЛМД И.А.Крылов  ; Ag ; Proof ; 44 ; alyans-met ; 447 
 1312 ; 1 рубль ; 1996 ; ЛМД Красная книга. Туркменский ; Ag ; Proof ; 25 ; hjk1974 ; 648 
 1313 ; 1 рубль ; 1996 ; ЛМД Красная книга. Песчаный сл ; Ag ; Proof ; 33 ; kro ; 729 
 1314 ; 1 рубль ; 1994 ; ЛМД Красная книга. Гималайский ; Ag ; Proof ; 26 ; fontanka ; 512 
 1315 ; 1 рубль ; 1993 ; ЛМД Красная книга. Амурский ти ; Ag ; Proof ; 20 ; fontanka ; 503 
 1316 ; 1 рубль ; 1993 ; ЛМД Красная книга. Рыбный фили ; Ag ; Proof ; 48 ; fontanka ; 514 
 1317 ; 1 рубль ; 1994 ; ЛМД Красная книга. Среднеазиат ; Ag ; Proof ; 33 ; fontanka ; 516 
 1318 ; 1 рубль ; 1993 ; ЛМД Красная книга. Винторогий  ; Ag ; Proof ; 26 ; Saneck ; 512 
 1319 ; 1 рубль ; 1994 ; ЛМД Красная книга. Краснозобая ; Ag ; Proof ; 21 ; nikolay ; 508 
 1320 ; 1 рубль ; 1998 ; ММД Всемирные юношеские игры.  ; Ag ; Proof ; 40 ; kro ; 723 
 1321 ; 1 рубль ; 1998 ; ММД Всемирные юношеские игры.  ; Ag ; Proof ; 37 ; andreyka80 ; 629 
 1322 ; 1 рубль ; 1998 ; ММД Всемирные юношеские игры.  ; Ag ; Proof ; 47 ; alyans-met ; 594 
 1323 ; 1 рубль ; 1998 ; ММД Всемирные юношеские игры.  ; Ag ; Proof ; 49 ; alisa ; 838 
 1324 ; 1 рубль ; 1998 ; ММД Всемирные юношеские игры.  ; Ag ; Proof ; 45 ; andreyka80 ; 616 
 1325 ; 1 рубль ; 1997 ; ММД Биатлон.  Зимняя олимпиада ; Ag ; Proof ; 47 ; alyans-met ; 691 
 1326 ; 1 рубль ; 1997 ; ММД Хоккей на льду. Зимняя оли ; Ag ; Proof ; 42 ; hjk1974 ; 729 
 1327 ; Рубль ; 1921 ; (АГ)  ; Ag ; VF+ ; 32 ; ТРУТЕНЬ ; 2334 
 1328 ; Рубль ; 1924 ; (ПЛ)  ; Ag ; VF-/VF+ ; 51 ; obob999 ; 665 
 1329 ; 50 копеек ; 1921 ; (АГ)  ; Ag ; VF-XF ; 50 ; tss ; 521 
 1330 ; 50 копеек ; 1922 ; (ПЛ)  ; Ag ; VF+ ; 27 ; amd4200 ; 296 
 1331 ; 50 копеек ; 1922 ; (ПЛ)  ; Ag ; XF- ; 22 ; BrEd ; 306 
 1332 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм)  ; Ag ; XF ; 31 ; Hant  ; 317 
 1333 ; Один полтинник ; 1925 ; (ПЛ 9 грамм)  ; Ag ; XF+ ; 43 ; mag ; 309 
 1334 ; Один полтинник ; 1926 ; (ПЛ 9 грамм)  ; Ag ; XF+ ; 32 ; MICMAC ; 417 
 1335 ; Один полтинник ; 1927 ; (ПЛ 9 грамм)  ; Ag ; AU ; 30 ; gera45 ; 1504 
 1336 ; 1 копейка ; 1925 ; Гурт рубчатый  ; Cu ; F+ ; 55 ; Sky2 ; 4216 
 1337 ; 5 копеек ; 1934 ; Тувинская Народная Республика  ;  ; VF- ; 105 ; Волк ; 11676 
 1338 ; 2 копейки ; 1934 ; Тувинская Народная Республика  ;  ; VF+ ; 55 ; Волк ; 9000 
 1339 ; 1 копейка ; 1934 ; Тувинская Народная Республика  ;  ; VF- ; 89 ; Волк ; 15751 
 1340 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ле ; Cu-Ni ; Proof ; 15 ; Бамс ; 12942 
 1341 ; Жетон. Первый человек в космосе. Гагарин ; 1961 ;  ; Al ; AU ; 81 ; Copirchik ; 486 
 1342 ; 1 рубль-1 доллар. Разоружение ; 1988 ;  ; Al ; XF ; 32 ; kro ; 251 
 1343 ; 5 рублей. Упаковка ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 20 ; igor_r65 ; 223 
 1344 ; 3 рубля ; 1995 ; 50 лет освобождения Кенигсберг ; Cu-Ni ; Proof ; 22 ; В1951 ; 236 
 1345 ; 10 рублей ; 2005 ; СПМД 60 лет Победы в ВОВ  ; биметалл ; AU ; 3 ; erfahren ; 9 
 1346 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Метание  ; Cu-Ni ; proof ; 41 ; papa3 ; 885 
 1347 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Метание  ; Cu-Ni ; proof ; 39 ; win.gradoff ; 941 
 1348 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Велосипе ; Cu-Ni ; proof ; 35 ; den_ff ; 1390 
 1349 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой  ; Cu-Ni ; Proof ; 18 ; lelik ; 98 
 1350 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энге ; Cu-Ni ; Proof ; 47 ; DevilD ; 969 
 1241 ; Знак. Спартакиада ; 1959 ;  ; Ж/м, эмаль ; VF ; 14 ; choldon ; 302 
 1242 ; Знак. Кандидат в мастера спорта СССР. ММД ;  ;  ; Б/м ; VF ; 1 ; Mike! ; 82 
 1243 ; Знак. НТО СССР. ММД ;  ;  ; Ж/м, эмаль ; VF+ ; 2 ; kro ; 33 
 1244 ; Знак. Спартакиада УЗ ССР ; 1956 ;  ; Ж/м, эмаль ; VF ; 6 ; korovan67 ; 298 
 1245 ; Знак. 40 лет КАССР. ЛМД ;  ;  ; Ж/м, эмаль ; VF+ ; 3 ; Mike! ; 44 
 1246 ; Бензиновый жетон. Татарстан ;  ;  ; Ж/м ; AU ; 21 ; Simpaga ; 153 
 1247 ; Настольная медаль. Багратион. Медальер А. Филиппова ; 1962 ;  ; Br ; AU ; 97 ; foma71 ; 425 
 1248 ; Жетон. Германия. Нойбранденбург-город четырех ворот ;  ;  ; Терракота ; AU ; 44 ; кузин ; 98 
 1249 ; Медаль (1 унция серебра). Китай. Год собаки. Сертификат ; 2006 ;  ; Ag ; Proof ; 15 ; 0sain ; 722 
 1250 ; Знак. Классная специальность. Болгарская Народная Армия. 1 класс ; 70 гг ;  ; Al ; AU ; 4 ; veektor ; 55 
 1261 ; 25 рублей ; 1994 ; ЛМД Байкальский туннель  ; Au ; proof ; 42 ; Mmm ; 12501 
 1262 ; 10 рублей ; 1977 ; ЛМД Карта СССР. Игры XXII Олим ; Ag ; proof ; 19 ; topor ; 920 
 1263 ; 10 рублей ; 1977 ; ЛМД Москва. Игры XXII Олимпиад ; Ag ; proof ; 47 ; dragonfly ; 1020 
 1264 ; 10 рублей ; 1979 ; ЛМД Волейбол.Игры XXII Олимпиа ; Ag ; proof ; 33 ; dragonfly ; 857 
 1265 ; 10 рублей ; 1979 ; ЛМД Бокс.Игры XXII Олимпиады  ; Ag ; AU ; 29 ; topor ; 910 
 1266 ; 10 рублей ; 1979 ; ЛМД Борьба дзюдо.Игры XXII Оли ; Ag ; AU ; 21 ; gors ; 908 
 1267 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; Proof ; 5 ; gors ; 1002 
 1268 ; 10 рублей ; 1978 ; ММД Догони девушку.Игры XXII О ; Ag ; AU ; 9 ; topor ; 649 
 1269 ; 10 рублей ; 1979 ; ЛМД Поднятие гири.Игры XXII Ол ; Ag ; AU ; 11 ; gors ; 939 
 1270 ; 10 рублей ; 1980 ; ММД Танец орла и хуреш.Игры XX ; Ag ; Proof ; 17 ; gors ; 914 
 1271 ; 10 рублей ; 1978 ; ЛМД Прыжки с шестом.Игры XXII  ; Ag ; AU ; 59 ; gors ; 720 
 1272 ; 5 рублей ; 1977 ; ЛМД Ленинград.Игры XXII Олимпи ; Ag ; Proof ; 5 ; Foxic ; 800 
 1273 ; 5 рублей ; 1977 ; ЛМД Минск.Игры XXII Олимпиады  ; Ag ; Proof ; 21 ; Foxic ; 700 
 1274 ; 5 рублей ; 1977 ; ЛМД Киев.Игры XXII Олимпиады  ; Ag ; Proof ; 14 ; xelbot ; 703 
 1275 ; 5 рублей ; 1977 ; ЛМД Таллин.Игры XXII Олимпиады ; Ag ; Proof ; 17 ; alexey_s ; 747 
 1276 ; 5 рублей ; 1978 ; ЛМД Преодолевание барьера на л ; Ag ; AU ; 9 ; Захар ; 647 
 1277 ; 5 рублей ; 1979 ; ЛМД Метание молота.Игры XXII О ; Ag ; AU ; 13 ; Захар ; 716 
 1278 ; 5 рублей ; 1978 ; ЛМД Плавание.Игры XXII Олимпиа ; Ag ; AU ; 33 ; topor ; 582 
 1279 ; 5 рублей ; 1978 ; ЛМД Бег.Игры XXII Олимпиады  ; Ag ; AU ; 58 ; topor ; 575 
 1280 ; 5 рублей ; 1979 ; ЛМД Штанга.Игры XXII Олимпиады ; Ag ; AU ; 7 ; shknikolay ; 621 
 1281 ; 5 рублей ; 1978 ; ЛМД Прыжки в высоту.Игры XXII  ; Ag ; AU ; 5 ; topor ; 584 
 1282 ; 5 рублей ; 1978 ; ЛМД Прыжки в высоту.Игры XXII  ; Ag ; Proof ; 47 ; Valeriy ; 816 
 1283 ; 5 рублей ; 1980 ; ММД Стрельба из лука.Игры XXII ; Ag ; Proof ; 11 ; shknikolay ; 816 
 1284 ; 3 рубля ; 1989 ; ЛМД Первые общерусские монеты  ; Ag ; proof ; 11 ; topor ; 1426 
 1285 ; 3 рубля ; 2004 ; ММД Рыбы  ; Ag ; Proof ; 55 ; Valeriy ; 2244 
 1286 ; 3 рубля ; 1995 ; ЛМД 50 лет ООН  ; Ag ; Proof ; 33 ; Copirchik ; 1300 
 1287 ; 3 рубля ; 1990 ; ЛМД Петропавловская крепость  ; Ag ; proof ; 27 ; topor ; 1218 
 1288 ; 3 рубля ; 1991 ; ММД Триумфальная арка  ; Ag ; proof ; 51 ; den_ff ; 1133 
 1289 ; 3 рубля ; 1991 ; ЛМД Большой театр  ; Ag ; proof ; 28 ; awor.59 ; 1026 
 1290 ; 3 рубля ; 1993 ; ЛМД Кругосветка. Карта плавани ; Ag ; proof ; 19 ; tong ; 1485 
 1291 ; 3 рубля ; 1993 ; ЛМД Космонавты  ; Ag ; Proof ; 20 ; serg2000 ; 722 
 1292 ; 3 рубля ; 1992 ; ЛМД Троицкий собор  ; Ag ; Proof ; 36 ; serg2000 ; 1027 
 1293 ; 3 рубля ; 1993 ; ЛМД Собор Покрова на Рву  ; Ag ; Proof ; 3 ; Copirchik ; 1099 
 1294 ; 3 рубля ; 1992 ; ММД Аакадемия наук в Санкт-Пет ; Ag ; Proof ; 26 ; Copirchik ; 1027 
 1295 ; 3 рубля ; 1994 ; ЛМД Русский балет. Танцующая п ; Ag ; Proof ; 27 ; palex7 ; 720 
 1296 ; 3 рубля. Церковь покрова на Нерли ; 1994 ; ММД ; Ag ; Proof ; 42 ; petrserebr ; 1048 
 1297 ; 3 рубля ; 1994 ; ЛМД Россия и мировая культура. ; Ag ; Proof ; 26 ; fontanka ; 742 
 1298 ; 3 рубля ; 1994 ; ММД Россия и мировая культура. ; Ag ; Proof ; 26 ; fontanka ; 797 
 1299 ; 3 рубля ; 1994 ; ЛМД Рязанский Кремль  ; Ag ; Proof ; 15 ; alexx1976 ; 1027 
 1300 ; 3 рубля ; 2000 ; ММД Нижегородский Кремль  ; Ag ; Proof ; 23 ; DevilD ; 6630 
 1191 ; Знак за освоение новых земель. ЦК ВЛКСМ ;  ;  ; Ж/м, эмаль ; VF-XF ; 2 ; WinterCat ; 156 
 1192 ; Знак. Мастер спорта СССР ;  ;  ; Б/м, эмаль ; XF- ; 3 ; Mike! ; 160 
 1193 ; Знак. ВСХВ ;  ;  ; Ж/м, эмаль ; VF+ ; 6 ; sergant83 ; 153 
 1194 ; Знак. Спартакиада народов СССР ; 1956 ;  ; Ж/м, эмаль ; VF+ ; 8 ; choldon ; 251 
 1195 ; Знак. Спартакиада народов СССР ; 1956 ;  ; Ж/м, эмаль ; VF ; 4 ; korovan67 ; 265 
 1196 ; Знак. ДСО "Буревестник" Областной совет. Чемпион ;  ;  ; Ж/м, эмаль ; VF+ ; 4 ; solder13 ; 214 
 1197 ; Знак. Юный натуралист СССР ;  ;  ; Ж/м, эмаль ; VF-XF ; 3 ; Mike! ; 76 
 1198 ; Знак от благодарного афганского народа ;  ;  ; Ж/м, эмаль ; XF+ ; 8 ; Mike! ; 300 
 1199 ; Знак. ДСО "Буревестник" Областной совет. III место ;  ;  ; Ж/м, эмаль ; VF+ ; 22 ; solder13 ; 242 
 1200 ; Знак. ДСО "Буревестник" Областной совет. II место ;  ;  ; Ж/м, эмаль ; VF+ ; 16 ; solder13 ; 239 
 1201 ; Знак об окончании Балтийской Государственной Академии Рыбопромыслового Флота. ЛМД ;  ;  ; Ж/м, эмаль ; XF+ ; 8 ; o.k. ; 140 
 1202 ; Знак об окончании гуманитарного Высшего учебного заведения. ЛМД ;  ;  ; Ж/м, эмаль ; XF+ ; 1 ; Mike! ; 32 
 1203 ; Знак. Гвардия СССР. ММД ;  ;  ; Ж/м, эмаль ; VF+ ; 10 ; vlados ; 245 
 1204 ; Знак. ЦК ВЛКСМ "Золотой колос". ММД ;  ;  ; Б/м, эмаль ; XF+ ; 2 ; veektor ; 115 
 1205 ; Знак. Спартакиада металлургов Запорожья ;  ;  ; Б/м ; XF- ; 1 ; Mike! ; 200 
 1206 ; Знак ЦК ВЛКСМ За активное участие в охране природы. ММД ;  ;  ; Ж/м, эмаль ; XF ; 2 ; kulibin2 ; 156 
 1207 ; Знак парашютиста вооруженных сил СССР ;  ;  ; Ж/м, эмаль ; VF-XF ; 3 ; choldon ; 210 
 1208 ; Знак. 50 лет школе ЮНГ ВМФ ; 1942-1992 ;  ; Ж/м, эмаль ; XF+ ; 57 ; kulibin2 ; 465 
 1209 ; Знак. Почетному железнодорожнику №150219 ; ЛМД ;  ; Тяж. м., э ; XF+ ; 25 ; korovan67 ; 1798 
 1210 ; Знак. Отличник социалистического соревнования. Министерство угольной промышленности СССР ; 50-е гг ;  ; Br, эмаль ; XF ; 50 ; WinterCat ; 1836 
 1211 ; Знак. ДСО "Труд" II место по хоккею ;  ;  ; Ж/м, эмаль ; VF+ ; 28 ; RAPAN ; 246 
 1212 ; Знак. ДСО "Трудовой резерв". V всесоюзная спартакиада ; 1958 ;  ; Ж/м, эмаль ; VF ; 24 ; choldon ; 284 
 1213 ; Знак военного летчика 2-го класса ;  ;  ; Ж/м, эмаль ; VF+ ; 3 ; kuril ; 275 
 1214 ; Знак. Дружинник-спасатель. ММД ;  ;  ; Ж/м, эмаль ; VF+ ; 36 ; ОВМ ; 266 
 1215 ; Знак. Зимняя спартакиада школьников РСФСР. 3 место ;  ;  ; Ж/м ; VF+ ; 11 ; Mike! ; 279 
 1216 ; Знак. Коллегия судей по спорту ;  ;  ; Ж/м, эмаль ; VF ; 2 ; WinterCat ; 115 
 1217 ; Знак. VI фестиваль молодежи и студентов ;  ;  ; Ж/м, эмаль ; VF ; 2 ; WinterCat ; 115 
 1218 ; Знак. 1-ая зимняя спартакиада школьников ; 1959 ;  ; Ж/м, эмаль ; VF ; 3 ; Mike! ; 178 
 1219 ; Знак. Саппоро ; 1972 ;  ; Ж/м ; XF ; 4 ; choldon ; 55 
 1220 ; Солдатский знак. 2 классности ;  ;  ; Ж/м, эмаль ; VF ; 1 ; tuz ; 2 
 1221 ; Знак. Почетный нефтехимик СССР ;  ;  ; Ж/м ; VF-XF ; 9 ; RAPAN ; 51 
 1222 ; Знак. Участнику уборки урожая на целине ВЛКСМ ;  ;  ; Ж/м, эмаль ; VF+ ; 4 ; WinterCat ; 118 
 1223 ; Знак. За дальний поход ;  ;  ; Ж/м, эмаль ; VF+ ; 1 ; Mike! ; 222 
 1224 ; Знак. Всегда готов. Болгария ;  ;  ; Ж/м ; VF+ ; 24 ; kro ; 41 
 1225 ; Знак. ВДНХ СССР. ЛМД ;  ;  ; Ж/м, эмаль ; VF+ ; 3 ; Mike! ; 56 
 1226 ; Знак. ГТО II ст. ММД ;  ;  ; Ж/м, эмаль ; VF-XF ; 1 ; Mike! ; 32 
 1227 ; Знак. Спартакиада АЗССР ; 1956 ;  ; Ж/м, эмаль ; VF+ ; 1 ; Mike! ; 200 
 1228 ; Знак. Спартакиада ; 1959 ;  ; Ж/м, эмаль ; VF ; 22 ; RAPAN ; 450 
 1229 ; Знак. ЮДПД. ЛМД ;  ;  ; Ж/м, эмаль ; VF-XF ; 60 ; ОВМ ; 250 
 1230 ; Знак. ВСХВ ;  ;  ; Ж/м, эмаль ; VF+ ; 9 ; WinterCat ; 131 
 1231 ; Знак. Тренеру за подготовку призера на пятой спартакиаде народов СССР ; 1971 ;  ; Ж/м ; VF-XF ; 17 ; Mike! ; 403 
 1232 ; Знак. Управление военных сообщений на О и РБ. Тюмень ; 1993 ;  ; Ж/м ; XF+ ; 1 ; Mike! ; 122 
 1233 ; Знак. ДСО "Трудовой резерв". Всесоюзная спартакиада ; 1955 ;  ; Ж/м, эмаль ; VF ; 5 ; korovan67 ; 259 
 1234 ; Знак. Активисту общества Красного креста ;  ;  ; Ж/м, эмаль ; VF ; 30 ; WinterCat ; 289 
 1235 ; Знак. Юношеский разряд ;  ;  ; Ж/м, эмаль ; VF ; 8 ; ОВМ ; 250 
 1236 ; Знак. Всесоюзная спартакиада учащихся ;  ;  ; Ж/м, эмаль ; VF ; 33 ; bess ; 302 
 1237 ; Знак. 1-ая спартакиада УМСХ ;  ;  ; Ж/м, эмаль ; VF+ ; 1 ; Mike! ; 62 
 1238 ; Знак. Спартакиада. Молдавия ; 1959 ;  ; Ж/м, эмаль ; VF ; 13 ; Mike! ; 296 
 1239 ; Знак. Спартакиада. ЛМД ; 1959 ;  ; Ж/м, эмаль ; VF+ ; 5 ; kro ; 79 
 1240 ; Знак. Спартакиада профсоюзов КАЗССР ; 1961 ;  ; Ж/м, эмаль ; VF ; 1 ; Mike! ; 112 
 1141 ; Знак. Германия. Союз немецких женщин ; 1930-е гг ;  ; Б/м, эмаль ; VF+ ; 36 ; shtuka ; 1746 
 1142 ; Спортивный знак DRA. Германия ;  ;  ; Ж/м ; XF+ ; 7 ; Mike! ; 1388 
 1143 ; Медаль. Италия. Папа Иоанн-Павел II ;  ;  ; Ag ; XF ; 65 ; ICEK ; 600 
 1144 ; Медаль. Италия. Папа Иоанн-Павел II ;  ;  ; Ag ; XF+ ; 12 ; ICEK ; 833 
 1145 ; Медаль. Бавария. Людвиг I - король Баварии ; 1918 ;  ; Ag ; Proof ; 21 ; Sky2 ; 496 
 1146 ; Жетон. Германия. Олимпийские игры. D-29мм ; 1992 ;  ; Ag ; Proof ; 8 ; Lеnin ; 378 
 1147 ; Медаль. Германия. XIII зимние олимпийские игры в Москве. D-39мм ; 1980 ;  ; Ag ; Proof ; 8 ; Mike! ; 503 
 1148 ; Медаль. Германия. Церковь Св. Вита в г.Меппен. D-34мм ;  ;  ; Ag ; Proof ; 4 ; wins ; 463 
 1149 ; Медаль.Мюнхен. XX олимпийские игры. D-34мм ; 1972 ;  ; Ag ; Proof ; 6 ; Lеnin ; 432 
 1150 ; Медаль. Германия, округ Целендорф.  Замок Глинике. D-38мм ;  ;  ; Ag ; Proof ; 4 ; sherif-69 ; 521 
 1151 ; Медаль. Чемпионат мира по футболу. Осака. ММД ; 2002 ;  ;  ; Proof ; 2 ; kro ; 204 
 1152 ; Настольная медаль. Серебряный юбилей вступления на престол. Елизавета II ;  ;  ; Ag ; Proof ; 6 ; apaxuc ; 495 
 1153 ; Настольная медаль. 100 лет со дня провозглашения Отто фон Бисмарка канцлером Германии ; 1971 ;  ; Ag ; AU ; 5 ; кузин ; 532 
 1154 ; Настольная медаль.  На память о жертвах войны 1942-1943 ;  ;  ; Ag ; Proof ; 17 ; QSL ; 510 
 1155 ; Настольная медаль. Дом Лейбница в Ганновере ; 1981 ;  ; Ag ; Proof ; 16 ; Peugene ; 541 
 1156 ; Настольная медаль. 125 лет зоопарку в Ганновере. Обезьяны ; 1990 ;  ; Ag ; Proof ; 6 ; wins ; 483 
 1157 ; Настольная медаль. Дворец Вангенхайм в Ганновере ; 1986 ;  ; Ag ; proof ; 12 ; sherif-69 ; 534 
 1158 ; Настольная медаль. 110 лет зоопарку в Ганновере. Фламинго ; 1975 ;  ; Ag ; proof ; 8 ; 0sain ; 499 
 1159 ; Настольная медаль. Церковь Св. Эгидия в Ганновере ; 1982 ;  ; Ag ; proof ; 16 ; sherif-69 ; 720 
 1160 ; Настольная медаль. Бальный зал в Ганновере ; 1977 ;  ; Ag ; proof ; 6 ; кузин ; 489 
 1161 ; Настольная медаль. Ворота в Ганновере ; 1975 ;  ; Ag ; proof ; 6 ; кузин ; 489 
 1162 ; Настольная медаль. Бундесвер. ФРГ ;  ;  ; Ag ; proof ; 6 ; priorat13 ; 407 
 1163 ; Настольная медаль. Церковь Креста в Ганновере ; 1979 ;  ; Ag ; proof ; 8 ; QSL ; 509 
 1164 ; Настольная медаль. Башня в Ганновере ; 1983 ;  ; Ag ; proof ; 8 ; sherif-69 ; 499 
 1165 ; Настольная медаль. 100 лет со дня рождения Конрада Адэнауэра ; 1976 ;  ; Ag ; proof ; 8 ; wins ; 397 
 1166 ; Настольная медаль. Основание Ганновера в 1584 г. ; 1980 ;  ; Ag ; proof ; 12 ; sherif-69 ; 531 
 1167 ; Настольная медаль. 150 лет церкви в Ганновере ; 1974 ;  ; Ag ; proof ; 6 ; кузин ; 489 
 1168 ; Настольная медаль. 150 лет церкви в Ганновере ; 1974 ;  ; Ag ; AU ; 6 ; wins ; 489 
 1169 ; Настольная медаль. 110 лет зоопарку в Ганновере. Слоны ; 1975 ;  ; Ag ; proof ; 11 ; кузин ; 531 
 1170 ; Настольная медаль. Площадь Кропке в Ганновере ; 1978 ;  ; Ag ; proof ; 6 ; кузин ; 489 
 1171 ; Жетон. Германия. Гельголанд-жемчужина Северного моря ;  ;  ; Ag ; Proof ; 22 ; apaxuc ; 316 
 1172 ; Жетон. Германия. Нойбранденбург-новые ворота ;  ;  ; Cu-Ni ; XF+ ; 8 ; obob999 ; 34 
 1173 ; Медаль. Визит генерала Ли Хунг Чанга в Гамбург в июне 1896. D-40мм ;  ;  ; Ж/м в Ag ; XF- ; 44 ; choldon ; 826 
 1174 ; Жетон. Фармацевтическое общество Парижа основано в 1796 году. Франция. Луи Филипп I (1830-1848) ;  ;  ; Ag ; VF+ ; 21 ; RAPAN ; 888 
 1175 ; Жетон. Совет по гигиене департамента Сены и Уазы. Франция. Луи Филипп I (1830-1848) ;  ;  ; Ag ; XF ; 15 ; RAPAN ; 1398 
 1176 ; Жетон. Академия литературы 1744 год - Корнель, Фонтенель и Пуссен. Франция. Луи Филипп I (1830-1848) ;  ;  ; Ag ; VF+ ; 13 ; sherif-69 ; 1061 
 1177 ; Жетон. Банк Боженси. Франция. Луи Филипп I (1830-1848) ; 1836 ;  ; Ag ; VF+ ; 9 ; sherif-69 ; 850 
 1178 ; Жетон. Артиллерия - сцена боя. Франция. Генрих III (1574-1589) ; 1579 ;  ; Br ; F-VF ; 39 ; Конрос бид 32 ; 729 
 1179 ; Жетон. Артиллерия - герцог Людовик Август Бурбон. Франция. Людовик XV (1715-1774) ; 1729 ;  ; Br ; XF+/AU ; 24 ; canis ; 691 
 1180 ; Медаль. Школа дизайна в Париже. Франция. 3-я республика (1870-1940) ; 1875 ;  ; Ag ; XF ; 37 ; sherif-69 ; 1571 
 1181 ; Медаль. Мемориал Хосе Марти. Куба ; 2001 ;  ; Br ; AU ; 13 ; obob999 ; 101 
 1182 ; Медаль. Юбилей Гамбурга. Германия, Гамбург ; 1803 ;  ; Ag ; VF-XF ; 156 ; petrserebr ; 10302 
 1183 ; Медаль. Массоны-филантропы в Брюсселе. Бельгия. Леопольд I (1831-1865) ; 1861 ;  ; Br ; XF+ ; 33 ; Sky2 ; 925 
 1184 ; Медаль. Международная нумизматическая энциклопедия - портрет папы Мартин V (1417-1431). Ватикан ; 1975 ;  ; Ag ; XF+ ; 23 ; Ромбор ; 1019 
 1185 ; Медаль. Столетие победы колонистов над британцами у Stony Point. США ; 1880 ;  ; Br ; XF+ ; 60 ; priorat13 ; 4044 
 1186 ; Медаль. Жизнеописание Людовика XI. Франция. Людовик XI (1461-1483) ; 1836 ;  ; Br ; AU ; 31 ; foma71 ; 2509 
 1187 ; Медаль. Перенесение тела Туренна в храм Марса. Франция. Консулат (1799-1804) ; 1799 ;  ; Br ; VF+ ; 30 ; Георг ; 1375 
 1188 ; Знак. Отличнику здравоохранения ;  ;  ; Ж/м, эмаль ; XF+ ; 2 ; Mike! ; 153 
 1189 ; Знак.  Первенство СССР ;  ;  ; Ж/м ; VF-XF ; 9 ; rlaura ; 201 
 1190 ; Знак за безаварийное УВД. 20 лет. ММД ;  ;  ; Ж/м, эмаль ; XF+ ; 19 ; choldon ; 363 
 1091 ; Крест Гинденбурга для родственников погибших. Германия ; 1914-1918 ;  ; Б/м ; VF+ ; 23 ; инга ; 809 
 1092 ; Крест Гинденбурга с мечами. Германия ; 1914-1918 ;  ; Ж/м ; VF-XF ; 20 ; инга ; 918 
 1093 ; Медаль в честь 100-летия кайзера Вильгельма I. Пруссия ; 1897 ;  ; Ж/м ; VF+ ; 9 ; Mike! ; 567 
 1094 ; Медаль в память 50-летия правления Франца-Иосифа. Австро-Венгрия. Убрано ушко 12 часов ; 1848-1898 ;  ; Br ; F-VF ; 26 ; slav_1962 ; 199 
 1095 ; Крест Гинденбурга погибшим в I Мировой войне. Германия ; 1914-1918 ;  ; Ж/м ; XF+ ; 27 ; wins ; 858 
 1096 ; Медаль за I Мировую войну. Венгрия ; 1914-1918 ;  ;  ; VF-XF ; 5 ; Mike! ; 719 
 1097 ; Медаль за Сибирскую экспедицию Япония, бронза ; 1914-1920 ;  ; Br ; XF+ ; 33 ; меркурий ; 2267 
 1098 ; "Крест ""За заслуги"" Орден льва. Финляндия" ; 20 век ;  ; Ag ; AU ; 45 ; KVit68 ; 4383 
 1099 ; Орден Железного Полумесяца (Галлиполийская Звезда) Турция, серебро, эмаль (достаточно редкая, вероятно германского производства) ; 1915 ;  ; Ag, эмаль ; XF+ ; 55 ; shurawi ; 16874 
 1100 ; Медаль за храбрость Австрия ; 1МВ ;  ; Бр, посере ; XF+ ; 80 ; igaist ; 788 
 1101 ; "Крест Гинденбурга ""для вдов"" Германия" ; 1934-1941 ;  ; БМ, черн. ; XF ; 39 ; wins ; 816 
 1102 ; Железный крест 2кл. Германия ; 1МВ ;  ; Ag Fe ; XF+ ; 15 ; vlados ; 2341 
 1103 ; Рыцарский крест с мечами ордена Леопольда-II Бельгия, медь, серебрение, эмаль ; 20в ;  ; Cu, эмаль ; XF+ ; 59 ; KVit68 ; 2142 
 1104 ; Крест за военные заслуги Германия ; 1МВ ;  ; БМ ; XF ; 23 ; vlados ; 968 
