 3241 ; Бона иностранная ;  ;  ;  ;  ; 38 ; кузин ; 171 
 1250 ; Жетон. Министерство торговли СССР. 26 ;  ;  ; Ж/м ; AU ; 17 ; konst ; 198 
 1251 ; Жетон. Министерство торговли СССР. 20 ;  ;  ; Ж/м ; AU ; 19 ; konst ; 199 
 1252 ; Жетон. Министерство торговли СССР. 19 ;  ;  ; Ж/м ; AU ; 17 ; konst ; 196 
 1253 ; Жетон. Министерство торговли СССР. 28 ;  ;  ; Ж/м ; AU ; 13 ; konst ; 196 
 1254 ; Жетон. Министерство торговли. З ;  ;  ; Ж/м ; AU ; 52 ; xelbot ; 192 
 1255 ; Жетон. Министерство торговли. 11 ;  ;  ; Ж/м ; AU ; 37 ; xelbot ; 123 
 1256 ; Телефонный жетон "АТС". Бийск ;  ;  ; Al ; XF+ ; 16 ; lelik35 ; 16 
 1257 ; Жетон ЛМД ;  ;  ; Cu/Zn ; AU ; 3 ; natallli ; 31 
 1258 ; Лот из 3-х жетонов Татарстана: Платежное средство за 10,20 литров бензина, 1 кг хлеба ; 1993 ;  ; Br,Cu/Ni ; F/XF ; 54 ; xelbot ; 329 
 1259 ; Лот из 2-х жетонов Татарстана: Платежное средство за 20 литров бензина, 1 кг хлеба ; 1993 ;  ; Br,Cu/Ni ; VF-XF/XF ; 81 ; xelbot ; 333 
 1297 ; 50 рублей ; 1989 ; ММД Успепнский собор в Москве ; Au ; Proof ; 34 ; cfif ; 10418 
 1298 ; Один червонец ; 1978 ; ММД ; Au ; AU ; 16 ; Максимус 1 ; 9000 
 1299 ; Один червонец ; 1979 ; ММД ; Au ; AU ; 19 ; cfif ; 9505 
 1300 ; Один червонец ; 1980 ; ММД ; Au ; AU ; 33 ; PolAn ; 9998 
 1301 ; Один червонец ; 1981 ; ММД ; Au ; AU ; 25 ; alyans-met ; 9066 
 1302 ; Набор монет СССР "Олимпиада 80" (28шт): 10р, 5р ; 1977-1980 ЛМД, ММД ;  ; Ag ; AU ; 38 ; сытый ; 17340 
 1303 ; 10 рублей ; 1977 ; ЛМД Москва. Игры XXII Олимпиад ; Ag ; AU ; 56 ; fomin ; 775 
 1304 ; 10 рублей ; 1979 ; ЛМД Поднятие гири.Игры XXII Ол ; Ag ; Proof ; 38 ; alex0223 ; 807 
 1305 ; 10 рублей ; 1978 ; ММД Догони девушку.Игры XXII О ; Ag ; Proof ; 31 ; fomin ; 763 
 1306 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; Proof ; 37 ; tdp ; 781 
 1307 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимп ; Ag ; Proof ; 43 ; vika442 ; 765 
 1308 ; 10 рублей ; 1979 ; ЛМД Волейбол.Игры XXII Олимпиа ; Ag ; Proof ; 25 ; tdp ; 781 
 1309 ; 10 рублей ; 1980 ; ЛМД Танец орла и хуреш.Игры XX ; Ag ; Proof ; 79 ; alex0223 ; 1022 
 1310 ; 5 рублей ; 1978 ; ЛМД Бег.Игры XXII Олимпиады ; Ag ; AU ; 36 ; lm5665 ; 510 
 1311 ; 5 рублей ; 1978 ; ЛМД Преодолевание барьера на л ; Ag ; AU ; 38 ; fontanka ; 455 
 1312 ; 5 рублей ; 1980 ; ЛМД Городки.Игры XXII Олимпиад ; Ag ; Proof ; 15 ; alex0223 ; 816 
 1313 ; 5 рублей ; 1978 ; ММД Прыжки в высоту.Игры XXII  ; Ag ; AU ; 46 ; lm5665 ; 545 
 1314 ; 5 рублей ; 1977 ; ММД Таллин.Игры XXII Олимпиады ; Ag ; AU ; 36 ; alien ; 958 
 1315 ; 5 рублей ; 1977 ; ЛМД Киев.Игры XXII Олимпиады ; Ag ; AU ; 39 ; suhua ; 621 
 1316 ; 5 рублей ; 1977 ; ЛМД Ленинград.Игры XXII Олимпи ; Ag ; AU ; 29 ; ignis ; 641 
 1317 ; 3 рубля ; 1996 ; ЛМД Сцена из балета "Щелкунчик ; Ag ; Proof ; 41 ; fanis ; 1011 
 1318 ; 3 рубля ; 1994 ; ЛМД Русский балет. Танцующая п ; Ag ; Proof ; 20 ; fontanka ; 720 
 1319 ; 2 рубля ; 1995 ; ММД А.С.Грибоедов ; Ag ; Proof ; 66 ; hjk1974 ; 1250 
 1320 ; 2 рубля ; 1994 ; ММД И.Е.Репин ; Ag ; Proof ; 16 ; free-buzer ; 641 
 1321 ; 50 копеек ; 1921 ; (АГ) ; Ag ; AU ; 49 ; alex0223 ; 864 
 1322 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 22 ; skif ; 313 
 1323 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF- ; 26 ; skif ; 273 
 1324 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; F-VF ; 64 ; vlados ; 257 
 1325 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 33 ; ummaturman ; 412 
 1326 ; 20 копеек ; 1924 ;  ; Ag ; AU ; 46 ; ZOLTAN333 ; 244 
 1327 ; 20 копеек ; 1925 ;  ; Ag ; AU ; 15 ; Elvin ; 229 
 1328 ; 20 копеек ; 1927 ;  ; Ag ; VF ; 29 ; nikolay3 ; 97 
 1329 ; 15 копеек ; 1923 ;  ; Ag ; AU ; 33 ; sergfokin ; 185 
 1330 ; 15 копеек ; 1928 ;  ; Ag ; XF- ; 15 ; ozero ; 96 
 1331 ; 15 копеек ; 1928 ;  ; Ag ; VF-XF ; 23 ; Инвестор ; 90 
 1332 ; 10 копеек ; 1925 ;  ; Ag ; VF+ ; 21 ; ozero ; 91 
 1333 ; 10 копеек ; 1925 ;  ; Ag ; AU ; 25 ; Elvin ; 201 
 1334 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; VF- ; 24 ; natallli ; 84 
 1335 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F-VF ; 8 ; Mike! ; 128 
 1336 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F-VF ; 47 ; lelik ; 61 
 1200 ; Знак об окончании Сельско-Хозяйственного ВУЗа. ЛМД ;  ;  ; Al ; VF-XF ; 21 ; Mike! ; 61 
 1201 ; Знак об окончании технического ВУЗа. ЛМД ;  ;  ; Al ; XF+ ; 22 ; fpd7 ; 31 
 1202 ; Знак об окончании ВИСМ СССР ;  ;  ; Б/м ; XF+ ; 1 ; brest ; 200 
 1203 ; Знак об окончании технического ВУЗа ;  ;  ; Al ; XF+ ; 18 ; koga ; 27 
 1204 ; Знак. Ветерану 7 саш ;  ;  ; Б/м ; XF ; 29 ; RAPAN ; 30 
 1205 ; Знак. Отличник ВВС ;  ;  ; Ж/м, эмаль ; VF-XF ; 45 ; wwii-soldat ; 46 
 1206 ; Знак. Всесоюзная перепись населения СССР ; 1959 ;  ; Ж/м ; XF+ ; 78 ; VaKot ; 1332 
 1207 ; Знак. БНМАУ. I ст. ;  ;  ; Ж/м ; XF ; 19 ; lsp25 ; 102 
 1208 ; Знак. 50 лет Курской битве ;  ;  ; Б/м ; XF ; 11 ; IronWill ; 12 
 1209 ; Знак. НТО СССР. ММД ;  ;  ; Ж/м ; XF ; 36 ; Uncle ; 37 
 1210 ; Знак. Харьковский метрополитен ; 1975 ;  ; Al ; VF-XF ; 11 ; HSS ; 74 
 1211 ; Знак. ДКБФ ;  ;  ; Ж/м ; VF ; 10 ; кузин ; 57 
 1212 ; Знак за работу без аварий II ст ;  ;  ; Al ; XF ; 31 ; Uncle ; 510 
 1213 ; Знак. Тракторист-машинист. I ст ;  ;  ; Ж/м ; VF- ; 34 ; VaKot ; 157 
 1214 ; Знак. Тракторист-машинист. II ст ;  ;  ; Ж/м ; VF ; 39 ; VaKot ; 156 
 1215 ; Знак. Юный друг природы РСФСР ;  ;  ; Al ; VF+ ; 20 ; Uncle ; 255 
 1216 ; Знак за работу без аварий III ст ;  ;  ; Al ; AU ; 21 ; VaKot ; 32 
 1217 ; Знак. Юный стрелок СССР ;  ;  ; Al ; XF+ ; 15 ; Uncle ; 204 
 1218 ; Знак. Юный химик ;  ;  ; Al ; VF-XF ; 18 ; Uncle ; 279 
 1219 ; Знак. Юный турист СССР ;  ;  ; Al ; XF- ; 30 ; Uncle ; 77 
 1220 ; Знак. Воир. ММД ;  ;  ; Ж/м ; XF- ; 25 ; Uncle ; 55 
 1221 ; Знак. Всесоюзная перепись насерения СССР ; 1979 ;  ; Al ; VF-XF ; 120 ; VaKot ; 407 
 1222 ; Знак. Отличник социалистического соревнования РСФСР ;  ;  ; Al ; XF+ ; 40 ; кузин ; 41 
 1223 ; Знак участнику уборки урожая на целине. ЦК ВЛКСМ. ММД ;  ;  ; Ж/м ; VF- ; 29 ; rnv_64 ; 101 
 1224 ; Знак. Выставка достижений народного хозяйства СССР. Лауреат ВДНХ ;  ;  ; Б/м ; XF+ ; 27 ; fvm ; 193 
 1225 ; Знак. За достижения в самодеятельном художественном творчестве. Министерство культуры СССР ;  ;  ; Ж/м ; XF+ ; 1 ; brest ; 200 
 1226 ; Офицерский знак I класса ;  ;  ; Ж/м, эмаль ; AU ; 6 ; Abbat ; 47 
 1227 ; Офицерский знак II класса ;  ;  ; Ж/м, эмаль ; AU ; 5 ; Abbat ; 46 
 1228 ; Офицерский знак III класса ;  ;  ; Ж/м, эмаль ; VF-XF ; 4 ; Мишок ; 45 
 1229 ; Офицерский знак. Мастер ;  ;  ; Ж/м, эмаль ; XF+ ; 38 ; МИС ; 189 
 1230 ; Знак. Отличник ВВС ;  ;  ; Ж/м, эмаль ; VF-XF ; 4 ; Abbat ; 77 
 1231 ; Знак. Отличник советской армии ;  ;  ; Ж/м, эмаль ; XF- ; 5 ; Abbat ; 69 
 1232 ; Знак. Ворошиловский стрелок № 497930 ;  ;  ; Ж/м, эмаль ; VF- ; 6 ; korovan67 ; 3434 
 1233 ; Знак имени 70-летия ВЧК-КГБ ;  ;  ; Ж/м, эмаль ; XF+ ; 56 ; vlados ; 414 
 1234 ; Знак. Готов  к труду и обороне СССР II степени ;  ;  ; Ж/м, эмаль ; VF-XF ; 18 ; Dozen ; 114 
 1235 ; Знак. Отличник военного строительства ;  ;  ; Ж/м, эмаль ; AU ; 3 ; SadKo ; 75 
 1236 ; Знак об окончании военного училища СССР ; ЛМД ;  ; Ж/м, эмаль ; VF+ ; 1 ; Mike! ; 112 
 1237 ; Знак. Фронтовик ;  ;  ; Ж/м ; AU ; 3 ; IronWill ; 75 
 1238 ; Военный знак ; ЛМД ;  ; Ж/м ; AU ; 11 ; Mike! ; 182 
 1239 ; Знак. Отличнику здравоохранения ;  ;  ; Ж/м ; AU ; 2 ; golg ; 113 
 1240 ; Знак об окончании гуманитарного ВУЗа ; ММД ;  ; Al ; XF+ ; 4 ; bcs ; 57 
 1241 ; Знак об окончании гуманитарного ВУЗа ; ЛМД ;  ; Al ; AU ; 4 ; wwii-soldat ; 57 
 1242 ; Знак об окончании гуманитарного ВУЗа ; ЛМД ;  ; Al ; AU ; 14 ; МИС ; 77 
 1243 ; Знак об окончании  ВУЗа ; ЛМД ;  ; Ж/м ; AU ; 10 ; МИС ; 137 
 1244 ; Знак об окончании  БГАРФ ; ЛМД ;  ; Al ; AU ; 21 ; lelik ; 176 
 1245 ; Знак об окончании медицинского ВУЗа ; ЛМД ;  ; Al ; AU ; 6 ; SadKo ; 69 
 1246 ; Знак об окончании сельскохозяйственного ВУЗа ; ЛМД ;  ; Al ; VF-XF ; 5 ; fpd7 ; 68 
 1247 ; Знак об окончании технического ВУЗа ; ЛМД ;  ; Al ; XF ; 41 ; topotun ; 150 
 1248 ; Знак об окончании технического ВУЗа ;  ;  ; Ж/м ; VF+ ; 11 ; Пионер ; 69 
 1249 ; Жетон. Министерство торговли СССР. 32 ;  ;  ; Ж/м ; AU ; 44 ; konst ; 199 
 1150 ; Медаль. Запуск воздушного шара братьями Монгофлер. Людовик XVI (1774-1793). Франция ; 1784 ;  ; Br ; AU ; 36 ; Sky2 ; 1926 
 1151 ; Медаль. К 55-летию взятия Бастилии. Франция ; 1844 ;  ; Br ; VF ; 20 ; slav_1962 ; 797 
 1152 ; Медаль "Орден почетного легиона". Наполеон I (1804-1815). Франция ; 1804 ;  ; Br ; XF+ ; 17 ; stur ; 4533 
 1153 ; Медаль. Победа при Булони. Наполеон I (1804-1815). Франция ; 1805 ;  ; Ag ; XF+ ; 30 ; stur ; 5775 
 1154 ; Медаль. Общественный кредитный фонд. Людовик XVIII (1814-1824). Франция ; 1818 ;  ; Br ; VF-XF ; 30 ; S1952 ; 1105 
 1155 ; Жетон. Превратности войн. Людовик XIV (1643-1715). Франция ;  ;  ;  ; VF ; 70 ; 015 ; 3000 
 1156 ; Жетон. Король на коне. Вид Парижа. Людовик XIV (1643-1715). Франция ;  ;  ;  ; VF ; 71 ; priorat13 ; 3060 
 1157 ; Жетон. Дом жены дофина. Мария Жозефа Саксонская. Людовик XV (1715-1774). Франция ; 1756 ;  ; Ag ; VF+ ; 40 ; кузин ; 906 
 1158 ; Жетон. Торговая палата Нормандии и Руана. 1-я республика Консулат (1799-1804). Франция ; 1802 ;  ; Ag ; XF- ; 47 ; priorat13 ; 3036 
 1159 ; Жетон. Гальский петух. Карл X (1824-1830). Франция ;  ;  ; Ag ; XF+ ; 29 ; sherif-69 ; 826 
 1160 ; Жетон. Банк Лиона. Луи Филипп I. Франция ; 1835 ;  ; Ag ; XF ; 45 ; priorat13 ; 3011 
 1161 ; Жетон. Адвокаты в трибунале 1-й инстанции. 2-я республика (1848-1851). Франция ; 1849 ;  ; Ag ; AU ; 22 ; sherif-69 ; 1203 
 1162 ; Жетон. Свадебный. Франция. 3-я республика ; 1892 ;  ; Ag ; XF+ ; 64 ; 015 ; 3000 
 1163 ; Жетон. Германия ; 18 век ;  ; Ag ; VF+ ; 64 ; foma71 ; 781 
 1164 ; Медаль в честь коронации Фердинанда. Богемия ; 1836 ;  ; Cu, патини ; AU ; 21 ; wwii-soldat ; 2492 
 1165 ; Медаль в честь супруги Фердинанда Марии-Анны. Богемия ; 1836 ;  ; Cu, патини ; AU ; 17 ; wwii-soldat ; 2492 
 1166 ; Медаль в честь выставки в Париже. Франция ; 1855 ;  ; Br, золоч ; AU ; 62 ; foma71 ; 711 
 1167 ; Медаль в честь выставки в Париже. Франция ; 1855 ;  ; Br, золоч ; AU ; 48 ; sherif-69 ; 1248 
 1168 ; Жетон. Иоанн Павел II ;  ;  ; Б/м ; XF ; 41 ; lelik ; 178 
 1169 ; Жетон на 80-летие Пауля фон Гинденбурга. Германия ; 1927 ;  ; Ag 800 ; VF+ ; 99 ; luda ; 1145 
 1170 ; Медаль в честь 85-летнего юбилея президента Масарика. Чехия ; 1935 ;  ; Br, зол ; XF+ ; 91 ; costa ; 408 
 1171 ; Жетон императора Наполеона III "Выставка в париже". Здание выставки. Франция ; 1855 ;  ; Br, золоч ; XF+ ; 33 ; lelik ; 441 
 1172 ; Жетон. 6 марок. Германия ; 20 век ;  ; Zn ; VF ; 54 ; oks ; 149 
 1173 ; Проездной жетон. Германия. Берлин ; 20 век ;  ; Zn ; VF ; 34 ; oks ; 99 
 1174 ; Жетон. Собака ;  ;  ; Б/м, позол ; AU ; 24 ; голосок ; 313 
 1175 ; Жетон. Год собаки ; 2006 ;  ; Б/м ; AU ; 1 ; Mike! ; 200 
 1176 ; Почетный знак Досааф СССР. В оригинальной коробке ;  ;  ; Ж/м, Б/м ; XF+ ; 21 ; kazan ; 161 
 1177 ; Знак. Отличник народного просвещения. ЛМД. В оригинальной коробке ;  ;  ; Al ; AU ; 3 ; Uncle ; 209 
 1178 ; Знак. Почетному работнику морского флота СССР. ММД. С удостоверением ;  ;  ; Ж/м ; XF+ ; 78 ; KVit68 ; 4713 
 1179 ; Знак. Дежурный по части ;  ;  ; Al ; AU ; 96 ; Uncle ; 363 
 1180 ; Знак. ЮДПД. С удостоверением ;  ;  ; Al ; VF-XF ; 25 ; Bayun48 ; 25 
 1181 ; Знак. Почетному железнодорожнику №32239 ;  ;  ; Ж/м ; VF+ ; 104 ; HSS ; 4468 
 1182 ; Знак. Учебный корабль "Смольный" ;  ;  ; Ж/м ; AU ; 17 ; Abbat ; 65 
 1183 ; Знак. Ударнику сталинского призыва ;  ;  ; Ж/м ; VF+ ; 55 ; fontanka ; 691 
 1184 ; Знак. Почетный строитель тяжелой индустрии СССР. №3237 ;  ;  ; Ж/м ; VF-XF ; 79 ; AAE2006 ; 6885 
 1185 ; Знак об окончании гуманитарного ВУЗа ;  ;  ; Ж/м ; XF+ ; 16 ; o.k. ; 114 
 1186 ; Знак об окончании гуманитарного ВУЗа ;  ;  ; Al ; AU ; 33 ; fpd7 ; 45 
 1187 ; Знак. Отличник государственных трудовых резервов ;  ;  ; Ж/м ; AU ; 70 ; AAE2006 ; 1530 
 1188 ; Лот снят ;  ;  ;  ;  ; 0 ; Не продан ; 0 
 1189 ; Знак. Отличник промкооперации РСФСР ;  ;  ; Ж/м ; XF+ ; 62 ; KVit68 ; 2547 
 1190 ; Знак об окончании гуманитарного ВУЗа ;  ;  ; Al ; XF+ ; 46 ; bcs ; 56 
 1191 ; Знак. Отличник социалистического соревнования министерства угольной промышленности ;  ;  ; Ж/м ; VF-XF ; 47 ; VaKot ; 5109 
 1192 ; Знак. Техникав период реконструкции решает все ;  ;  ; Ж/м, эмаль ; VF+ ; 51 ; VaKot ; 3249 
 1193 ; Знак. Отличный связист ;  ;  ; Ж/м, эмаль ; VF- ; 48 ; lsp25 ; 2040 
 1194 ; Знак. Почетный горняк ;  ;  ; Ж/м ; AU ; 46 ; KVit68 ; 1272 
 1195 ; Знак об окончании среднего военного училища ;  ;  ; Ж/м, эмаль ; AU ; 83 ; rrr ; 290 
 1196 ; Знак. 250 лет дорожной отрасли ; 1746-1996 ;  ; Ж/м ; VF-XF ; 38 ; Мишок ; 69 
 1197 ; Знак. Гвардия СССР ;  ;  ; Ж/м, эмаль ; VF ; 16 ; Abbat ; 111 
 1198 ; Знак. Парашютист-отличник. 10 ;  ;  ; Ж/м, эмаль ; VF-XF ; 43 ; Abbat ; 151 
 1199 ; Знак 1-ой классности ;  ;  ; Ж/м ; VF-XF ; 19 ; wwii-soldat ; 22 
 1089 ; Медаль за храбрость. IV ст. №997303. Имп. Николай II ;  ;  ; Ag ; VF+ ; 13 ; AAE2006 ; 5555 
 1090 ; Медаль. Петр Ильич Чайковский ; 1840-1893 ;  ; Ag ; AU ; 34 ; stur ; 11099 
 1091 ; Медаль в память 300-летия царствования дома Романовых. Частная чеканка ; 1913 ;  ; Br ; AU ; 79 ; kaas ; 4717 
 1092 ; Медаль в память 300-летия дома Романовых ; 1613-1913 ;  ; Cu ; XF+/AU ; 55 ; xelbot ; 2311 
 1093 ; Жетон. На коронацию Александра II ; 1856 ;  ; Ag ; VF ; 87 ; ummaturman ; 4162 
 1094 ; Медаль. В память великой войны. Имп. Николай II ;  ;  ; Ж/м ; XF+ ; 85 ; 67 ; 2162 
 1095 ; Жетон в память освобождения болгар ;  ;  ; Ж/м ; F-VF/VF- ; 22 ; lelik ; 644 
 1096 ; Жетон в память коронования Александра III в 1883г ;  ;  ; Cu ; VF+ ; 35 ; jesi ; 725 
 1097 ; Медаль от главного управления землеустройства и земледелия. Имп. Александр III, имп. Николай II ;  ;  ; Cu ; VF-XF ; 45 ; foma71 ; 3030 
 1098 ; Медаль на ленте. Швеция. Густав V ; 1916 ;  ; Ag ; AU ; 90 ; priorat13 ; 3794 
 1099 ; Орден "Боевого Красного знамени". НРБ. №11440 ; 50-х гг ;  ; Ж/м, эмаль ; XF+ ; 57 ; lsp25 ; 1530 
 1100 ; Орден "Народной Республики Болгарии" I степени. НРБ ; 50-х гг ;  ; Ж/м, б/м ; AU ; 29 ; lsp25 ; 1224 
 1101 ; Орден "Народной Республики Болгарии" II степени. НРБ ; 50-х гг ;  ; Ж/м, б/м ; AU ; 75 ; lsp25 ; 969 
 1102 ; Орден "Народной Республики Болгарии" III степени. НРБ ; 50-х гг ;  ; Ж/м, б/м ; AU ; 48 ; lsp25 ; 949 
 1103 ; Фрачник ордена "Народной Республики Болгарии" I степени. НРБ ; 70-х гг ;  ; Ж/м ; AU ; 46 ; велко ; 281 
 1104 ; Фрачник ордена "Народной Республики Болгарии" II и III степени. НРБ ; 70-х гг ;  ; Б/м ; AU ; 12 ; велко ; 257 
 1105 ; Крест Гинденбурга с мечами на ленте. Германия ; 1914-1916 ;  ; Ж/м ; XF+ ; 48 ; АНД ; 1136 
 1106 ; Крест Гинденбурга на ленте. Германия ; 1914-1916 ;  ; Ж/м ; VF-XF ; 20 ; АНД ; 1428 
 1107 ; Орден Леопольда II офицерский крест с розеткой на ленте. Бельгия ;  ;  ; Cu, сер.,  ; XF+ ; 33 ; kollega ; 2012 
 1108 ; Медаль "За 20-летнюю безупречную службу" на ленте. Бельгия. Учреждена королем Леопольдом II 21 июня 1905г ; 1865-1905 ;  ; Br, зол ; AU ; 35 ; lsp25 ; 850 
 1109 ; Наградная серебряная медаль "100 лет независимости Бельгии" на ленте. Бельгия. Учреждена королем Леопольдом I 20 июня 1930г ;  ;  ; Ag ; XF+ ; 44 ; lsp25 ; 1530 
 1110 ; Должностной знак Прокурора Брюсселя. Бельгия ;  ;  ; Б/м, эмаль ; AU ; 20 ; Abbat ; 521 
 1111 ; Военная медаль. Франция ; 1870 ;  ; Ж/м, эмаль ; VF-XF ; 25 ; lee ; 934 
 1112 ; Военный крест. Франция ; 1914-1917 ;  ; Br ; VF-XF ; 26 ; lee ; 884 
 1113 ; Серебряная религиозная медаль. Франция ; нач 19 века ;  ; Ag ; VF-XF ; 105 ; RAPAN ; 1974 
 1114 ; Миниатюрная "Золотая медаль ордена льва" на ленте. Бельгия ;  ;  ; Cu, позоло ; AU ; 69 ; green35 ; 408 
 1115 ; Миниатюрная медаль "Серебряная пальмовая ветвь" ордена Короны на ленте. Бельгия ;  ;  ; Ag ; AU ; 27 ; green35 ; 435 
 1116 ; Миниатюрный орден Короны на ленте. Бельгия ;  ;  ; Cu, серебр ; AU ; 32 ; vlados ; 554 
 1117 ; Миниатюрный орден донора "За спасение собственной кровью" на ленте. Бельгия ;  ;  ; Br, эмаль ; AU ; 46 ; vitapool ; 443 
 1118 ; Миниатюрная медаль ордена Леопольда II "За 25-летнюю безупречную гражданскую службу" на ленте. Бельгия ;  ;  ; Ag ; XF+ ; 35 ; vitapool ; 435 
 1119 ; Миниатюрная колода с двумя орденами на ленах "Орден Леопольда II", "Золотая медаль ордена Льва". Бельгия ;  ;  ; Cu, сер, B ; AU ; 35 ; kaas ; 1111 
 1120 ; Миниатюрный наградной крест ордена Леопольда II на ленте "За 25-летнюю безупречную гражданскую службу". Бельгия ;  ;  ; Б/м, сер,  ; XF+ ; 27 ; green35 ; 532 
 1121 ; Медаль "Красный крест" на ленте. Бельгия ;  ;  ; Br,эмаль ; XF+ ; 50 ; RAPAN ; 3486 
 1122 ; Награда "Лауреат за доблестный труд". Бельгия. Учреждена королем Леопольдом II ;  ;  ; Br, зол.,  ; AU ; 26 ; sssppp ; 463 
 1134 ; Памятная медаль в честь генерала Лемана "За оборону форта от немцев 15 августа 1914г". Бельгия ; 1914 ;  ; Cu, сер ; XF ; 57 ; foma71 ; 4080 
 1135 ; Памятная медаль в честь генерала Жоффре. Франция ; 1915 ;  ; Cu, сер ; XF ; 44 ; foma71 ; 4080 
 1136 ; Медаль в честь союза России и Франции. Франция ; 1912 ;  ; Cu ; VF ; 25 ; карта 123 ; 1062 
 1137 ; Памятная медаль "Выставка в Брюсселе". Бельгия ; 1910 ;  ; Br ; XF+ ; 66 ; кузин ; 1726 
 1138 ; Медаль в честь 100-летнего юбилея президента Масарика. Чехия ; 1950 ;  ; Br ; AU ; 18 ; foma71 ; 1111 
 1139 ; Медаль ООН "Год жителей земли" в конверте с маркой. Упаковка ;  ;  ; Ag ; Proof ; 15 ; yuramo ; 429 
 1140 ; Медаль "Великое открытие Америки". Христофор Колумб №0154 ;  ;  ; Ag ; XF+ ; 47 ; priorat13 ; 739 
 1141 ; Медаль. Пожар ; 1977 ;  ; Ag ; Proof ; 28 ; кузин ; 742 
 1142 ; Медаль. На основание банка "Caisse D Eparque". Франция ; 1834 ;  ; Ag ; AU ; 56 ; А_еЧъ ; 3060 
 1143 ; Памятный серебряный жетон торгово-промышленной палаты Франции 7 мая 1859г. Франция ; 1859 ;  ; Ag ; XF+ ; 50 ; priorat13 ; 3053 
 1144 ; Памятная серебряная медаль сельскохозяйственного общества Бреста. Франция ; 1880 ;  ; Ag, эмаль ; XF+ ; 46 ; sherif-69 ; 1530 
 1145 ; Памятная медаль сельскохозяйственного общества Лиона. Франция ; 1856 ;  ; Cu ; XF+ ; 40 ; Sky2 ; 579 
 1146 ; Памятная медаль торгово-промышленной палаты Франции "за ввыставку в Париже". Франция ; 1856 ;  ; Cu ; AU ; 40 ; Sky2 ; 663 
 1147 ; Медаль. 100 лет основания университета в Бреслау. Германия ; 1874 ;  ; Br ; AU ; 60 ; Sky2 ; 1360 
 1148 ; Медаль за признаные заслуги. Германия ;  ;  ; Br ; AU ; 45 ; А_еЧъ ; 818 
 1149 ; Медаль. Иннокентий XI (1676-1689). Папская область. Редкая ; 1686 ;  ; Br ; VF-XF ; 28 ; 751 ; 2493 
 1031 ; Солид. Рига. Кристина ; 1654 ;  ; Ag ; VF- ; 26 ; zoom30 ; 127 
 1032 ; Солид. Рига. Кристина ; 17 век ;  ; Ag ; F-VF ; 35 ; kush07 ; 100 
 1033 ; Солид. Рига. Кристина ; 1650 ;  ; Ag ; F-VF ; 55 ; muslimgauze ; 200 
 1034 ; Солид. Рига. Кристина ; 17 век ;  ; Ag ; VF- ; 4 ; Mike! ; 67 
 1035 ; Солид. Рига. Кристина ; 17 век ;  ; Ag ; F-VF ; 7 ; natallli ; 61 
 1036 ; Солид. Рига. Кристина ; 1653 ;  ; Ag ; F-VF ; 36 ; zoom30 ; 128 
 1037 ; Солид. Рига. Кристина ; 1649 ;  ; Ag ; VF- ; 13 ; jef688 ; 71 
 1038 ; Солид. Рига. Кристина ; 17 век ;  ; Ag ; F-VF ; 5 ; selezsi ; 59 
 1039 ; Солид. Польша. Сигизмунд III ; 17 век ;  ; Ag ; VF- ; 16 ; Sterh ; 61 
 1040 ; Солид. Пруссия. Георг Вильгельм ; 1629 ;  ; Ag ; F-VF ; 30 ; sandy ; 201 
 1041 ; Солид. Пруссия. Георг Вильгельм ; 1628 ;  ; Ag ; F-VF ; 11 ; Mike! ; 102 
 1042 ; Солид. Рига. Кристина ; 17 век ;  ; Ag ; F-VF ; 4 ; Mike! ; 67 
 1043 ; Солид. Швеция. Густав II Адольф ; 17 век ;  ; Ag ; F-VF ; 5 ; Mike! ; 78 
 1044 ; Солид. Швеция. Густав II Адольф ; 17 век ;  ; Ag ; F-VF ; 8 ; Sterh ; 63 
 1045 ; Солид. Швеция. Густав II Адольф ; 17 век ;  ; Ag ; F-VF ; 5 ; jef688 ; 69 
 1046 ; Солид. Швеция. Густав II Адольф ; 1625 ;  ; Ag ; VF- ; 11 ; zoom30 ; 102 
 1047 ; Солид. Швеция. Густав II Адольф ; 1627 ;  ; Ag ; VF- ; 9 ; jef688 ; 65 
 1048 ; Солид. Рига. Сигизмунд III ; 1620 ;  ; Ag ; F-VF ; 13 ; Bayun48 ; 104 
 1049 ; Солид. Рига. Сигизмунд III ; 17 век ;  ; Ag ; F-VF ; 6 ; selezsi ; 61 
 1050 ; Солид. Рига. Сигизмунд III ; 1620 ;  ; Ag ; F-VF ; 14 ; zoom30 ; 132 
 1051 ; Солид. Польша. Сигизмунд III ; 1627 ;  ; Ag ; F-VF ; 36 ; голосок ; 125 
