 3561 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Poiuyt ; 34 
 2716 ; Лот монет Нидерландов: 6шт ; 1881-1942 ;  ; Zn, Br ; F+/F-VF ; 44 ; zx123 ; 59 
 2717 ; Лот монет Великобритании: 9шт ; 1962-1987 ;  ; Br, Al/Br ; F-VF/VF- ; 57 ; Dmitriy86 ; 93 
 2718 ; Лот монет Израиля: 6шт ; 20 век ;  ; Cu-Ni, ж/м ; VF-/VF ; 42 ; Kiracoins ; 53 
 2719 ; Лот монет Франции: 9шт ; 1855-1955 ;  ; Cu-Ni, ж/м ; F+/VF- ; 31 ; zx123 ; 81 
 2720 ; Лот монет Португалия: 8шт ; 1958-1987 ;  ; Cu-Ni, ж/м ; VF+/XF+ ; 53 ; zx123 ; 73 
 2721 ; Лот монет Италии: 9шт ; 1951-1976 ;  ; Cu-Ni, ж/м ; VF-/VF+ ; 24 ; Akira ; 32 
 2722 ; Лот монет Нигерии, Южной Африки: 5шт ; 1973-2002 ;  ; Cu-Ni, ж/м ; VF/XF- ; 46 ; Kiracoins ; 63 
 2723 ; Лот монет США: 4шт ; 1963-1984 ;  ; Cu-Ni ; VF-/VF+ ; 14 ; Kiracoins ; 27 
 2724 ; Лот монет Малайзии: 5шт ; 20 век ;  ; Cu-Ni, ж/м ; VF/VF+ ; 53 ; Опятор ; 73 
 2725 ; Лот иностранных монет: 5шт ; 20 век ;  ; Al, ж/м ; F+/VF- ; 32 ; flYUGgerr ; 33 
 2726 ; Лот монет Филиппин, Сингапура: 5шт ; 20 век ;  ; Cu-Ni, ж/м ; VF-/VF+ ; 50 ; Kiracoins ; 63 
 2727 ; Лот монет Нидерландов: 13шт ; 1951-1991 ;  ; Cu-Ni, Br ; VF/VF-XF ; 22 ; palonen ; 79 
 2728 ; Лот монет Исландии: 5шт ; 1981, 1984, 1994 ;  ; Cu-Ni, Br ; VF/VF+ ; 11 ; джон08 ; 63 
 2729 ; Лот монет Исландии: 5шт ; 1955-1976 ;  ; Cu-Ni, Br, ; VF-/VF+ ; 28 ; Akira ; 55 
 2730 ; Лот монет Израиля: 6шт ; 20 век ;  ; Cu-Ni, Al, ; VF/VF-XF ; 16 ; Опятор ; 50 
 2731 ; Лот монет Испании: 9шт ; 1941-1980 ;  ; Cu-Ni, Al, ; F-VF/VF ; 21 ; zx123 ; 59 
 2732 ; Лот монет Чили, Тринидад и Тобаго, Панамы: 5шт ; 1966-1984 ;  ; Cu-Ni, ж/м ; VF-/VF+ ; 19 ; ask ; 65 
 2733 ; Лот монет Югославии: 5шт ; 1971-1976 ;  ; Cu-Ni, ж/м ; VF/VF-XF ; 30 ; Dmitriy86 ; 49 
 2734 ; Лот монет Индии: 5шт ; 1960-1993 ;  ; Cu-Ni, Al ; F-VF/VF+ ; 33 ; xct ; 63 
 2735 ; Лот монет Турции: 7шт ; 1949-1989 ;  ; Cu-Ni, ж/м ; VF-/VF+ ; 41 ; PaulMS ; 75 
 2736 ; Лот монет Норвегии: 20шт ; 1937-1990 ;  ; Cu-Ni ; VF-/VF+ ; 28 ; zx123 ; 83 
 2737 ; Лот монет Франции: 9шт ; 1870-1955 ;  ; Cu-Ni, ж/м ; F-VF/VF+ ; 30 ; jef688 ; 92 
 2738 ; Лот монет Румынии: 6шт ; 1960-2001 ;  ; Cu-Ni, Al ; VF-/VF+ ; 25 ; Копейкамне ; 51 
 2739 ; Лот монет Кипра: 8шт ; 1955-1991 ;  ; Cu-Ni, ж/м ; VF-/VF+ ; 48 ; alcher ; 153 
 2740 ; Лот монет Бельгии: 11шт ; 1950-1996 ;  ; Cu-Ni, ж/м ; VF/XF- ; 29 ; alex995 ; 32 
 2741 ; Лот монет Болгарии: 6шт ; 1962, 1974 ;  ; Cu-Ni, ж/м ; VF-/VF ; 24 ; flYUGgerr ; 22 
 2742 ; Лот монет Ирландии: 5шт ; 1971-2001 ;  ; Cu-Ni, ж/м ; VF-/VF-XF ; 36 ; alex995 ; 51 
 2743 ; Лот монет Югославии: 7шт ; 1983-1987 ;  ; Cu-Ni, ж/м ; VF/XF ; 23 ; Dmitriy86 ; 38 
 2744 ; Лот монет Германии: 10шт ; 1950-1991 ;  ; Al, Br ; VF-/XF+ ; 8 ; alex995 ; 38 
 2745 ; Лот монет Кении, Гамбии, Танзании: 5шт ; 1966-1971 ;  ; Cu-Ni, ж/м ; F-VF/VF ; 31 ; PaulMS ; 69 
 2746 ; Лот монет Югославии: 7шт ; 1963-1968 ;  ; Cu-Ni, ж/м ; VF-/VF+ ; 24 ; vc57 ; 65 
 2747 ; Лот монет Германии: 5шт ; 1919-1964 ;  ; Zn, Cu-Ni, ; F/F+ ; 10 ; Kiracoins ; 45 
 2748 ; Лот иностранных монет: 5шт ; 20 век ;  ; Cu-Ni, ж/м ; VF-/VF ; 22 ; zx123 ; 31 
 2749 ; Лот монет Великобритании: 5шт ; 196?-1900 ;  ; Br ; F+/F-VF ; 17 ; huvud ; 28 
 2750 ; Лот монет Австралии: 5шт ; 1972-1980 ;  ; Cu-Ni, ж/м ; VF-/VF-XF ; 47 ; elya ; 77 
 2751 ; Лот монет Финляндии: 15шт ; 1963-1984 ;  ; Cu-Ni, ж/м ; VF-/VF+ ; 30 ; alex995 ; 69 
 2752 ; Лот монет Канада: 8шт ; 1967-2005 ;  ; Br ; XF/AU ; 8 ; 147 ; 43 
 2753 ; Лот монет Швеции: 26шт ; 1961-1989 ;  ; Cu-Ni ; VF/XF ; 9 ; breizh ; 87 
 2654 ; Лот монет Германии: 1 пфенниг (10шт) ; 1937А ;  ; Br ; VF+/XF ; 42 ; cat1 ; 340 
 2655 ; Лот монет Германии: 1 пфенниг (10шт) ; 1938А ;  ; Br ; VF-/VF-XF ; 37 ; ved ; 196 
 2656 ; Лот монет Германии: 1 пфенниг (10шт) ; 1939А ;  ; Br ; VF+/XF+ ; 31 ; cat1 ; 308 
 2657 ; Лот монет США: 25 центов (3шт) ; 19852009 ;  ; Cu-Ni ; XF/AU ; 13 ; alex995 ; 90 
 2658 ; Лот евромонет Финляндии, Италии, Испании, Германии, Австрии, Франции, Нидерландов (18шт) ; 1999-2007 ;  ; Би/м,Cu/St ; XF-/XF+ ; 41 ; джон08 ; 295 
 2659 ; Лот монет США: 5 центов (24шт) ; 1964-2005 ;  ; Cu-Ni ; XF-/AU ; 29 ; Исаак-Б ; 214 
 2660 ; Лот монет США: 1 цент (7шт) ; 1972-1979 ;  ; Cu-Zn ; XF-/XF+ ; 13 ; alex995 ; 21 
 2661 ; Лот монет США: 1 цент (9шт) ; 1980-1989 ;  ; Cu-Zn ; XF-/XF+ ; 23 ; alex995 ; 31 
 2662 ; Лот монет США: 1 цент (8шт) ; 1991-1999 ;  ; Cu-Zn ; XF/AU ; 16 ; Rober ; 24 
 2663 ; Лот монет США: 1 цент (7шт) ; 2000-2006 ;  ; Cu-Zn ; XF/AU ; 16 ; Исаак-Б ; 24 
 2664 ; Лот монет Испании: 1,5,25 песет (4шт) ; 1980-1995 ;  ; Cu-Ni,ж/м ; VF+/XF ; 39 ; dikiy17 ; 69 
 2665 ; Лот монет Таджикистана: 5,3,1 сомони, 50,25,20,10,5 дирам (9шт) ; 2006 ;  ; Cu-Ni,Би/м ; AU ; 5 ; ИВОЛГА ; 306 
 2666 ; Лот монет Эстонии и Литвы: 10,5 сенти, 1 сент (4шт) ; 1931,1991,1992 ;  ; Латунь,Al, ; VF-/VF+ ; 4 ; alex995 ; 21 
 2667 ; Лот монет Египта (3шт) ; 20 век ;  ; Br ; VF-/AU ; 37 ; leksrock ; 77 
 2668 ; Лот монет Швеции: 5 крон, 1 крона (2шт) ; 1987,1988 ;  ; Cu-Ni ; VF-XF/XF- ; 20 ; flYUGgerr ; 28 
 2669 ; Лот монет Сербии (5шт): 10,20 динаров. Универсиада. Национальные герои ; 2006-2010 ;  ; Cu/Ni ; XF/AU ; 20 ; PaulMS ; 133 
 2670 ; Лот монет Словении (8шт): 2,1 евро, 50,20,10,5,2,1 евроцентов ; 2007 ;  ; Би/м,St/Cu ; AU ; 54 ; Опятор ; 319 
 2671 ; Лот монет Словении (2шт): 2,3 евро. Ботанический сад. Любляна-столица книги ; 2010 ;  ; Би/м ; AU ; 24 ; МАВ21 ; 316 
 2672 ; Лот монет Словакии (2шт): 2 евро. 10 лет введения евро, 20 лет независимости ; 2009 ;  ; Би/м ; AU ; 33 ; МАВ21 ; 350 
 2673 ; Лот монет Македонии (6шт): 50 дени, 1,2,5,10,50 денаров ; 1993-2008 ;  ; Cu/Ni, Лат ; AU ; 84 ; ask ; 155 
 2674 ; Лот монет Сербии (5шт): 1,2,5 динаров ; 2003-2010 ;  ; Cu/Ni, Лат ; XF/AU ; 59 ; джон08 ; 71 
 2675 ; Лот монет Болгарии (3шт): 50 стотинок. ЕС. НАТО ; 2004,2005,2007 ;  ; Cu/Ni ; AU ; 22 ; pius ; 78 
 2676 ; Лот монет Болгарии (7шт): 1 лев, 50,20,10,5,2,1 стотинка ; 1999-2002 ;  ; Би/м,Cu/Ni ; AU ; 22 ; elya ; 92 
 2677 ; Лот монет Югославии (4шт): 1,2,5,10 динаров. FAO ; 1970-1976 ;  ; Cu/Ni ; AU ; 32 ; env ; 232 
 2678 ; Лот иностранных монет (19шт): США, Германия, Украина,Эстония, Кипр,Греция,Молдовия, Великобритания,Франция,Джерси,Чехословакия ; 1965-2003 ;  ; Cu/Ni,Al/B ; VF/XF- ; 53 ; Следопыт ; 204 
 2679 ; Лот монет Швеции (5шт) ; 1947-1950 ;  ; Cu,Fe ; VF-/VF ; 29 ; nik23455 ; 108 
 2680 ; Лот монет Уганды: 4шт ; 2003,2007 ;  ; Cu-Ni ; AU ; 47 ; PaulMS ; 157 
 2681 ; Лот монет Египта, Иордания, Ирак, Ливия: 5,10 филсов, 10 дирхамов, 20 пиастров (4шт) ; 1959-1992 ;  ; Br,Cu-Ni ; VF-/XF- ; 51 ; PaulMS ; 50 
 2682 ; Лот монет Непала: 5,50 пайсов, 1,2 рупии (4шт) ; 1988-2007 ;  ; Al,St/лат ; VF/XF+ ; 41 ; Poiuyt ; 136 
 2683 ; Лот монет Вануату: 4шт ; 1999,2002,2009 ;  ; Cu-Ni,Лату ; AU ; 58 ; джон08 ; 101 
 2684 ; Лот монет Великобритании: фартинг (12шт) ; 1918-1955 ;  ; Br ; XF/AU ; 27 ; zx123 ; 196 
 2685 ; Лот монет Турции (6шт) ; 1957-2000 ;  ; Cu-Ni,ж/м ; VF-/VF-XF ; 47 ; джон08 ; 77 
 2686 ; Лот монет Грузии:6шт ; 1993,2006 ;  ; Cu-Ni, би/ ; VF+/XF+ ; 15 ; HARDCOROV ; 222 
 2687 ; Лот монет Дании: 5,2,1 эре (3шт) ; 1942,1944 ;  ; Zn ; F-VF/VF- ; 36 ; smel ; 102 
 2688 ; Лот монет Канады: 10 центов (3шт) ; 1941,1960,1968 ;  ; Ag ; VF-/VF+ ; 10 ; Sterh ; 89 
 2689 ; Лот монет США: 1/4 доллара (4шт) ; 20 век,1976-2005 ;  ; Ag,Cu-Ni ; F/AU ; 88 ; Павлов75 ; 133 
 2690 ; Лот монет Великобритании: 1 пенни (11шт) ; 1985-1996 ;  ; Br ; XF-/AU ; 29 ; dikiy17 ; 32 
 2691 ; Лот монет США: 1 цент (6шт) ; 1885,1909,1912,1920, ;  ; Br,Cu/Zn ; VF-/VF ; 57 ; zx123 ; 95 
 2692 ; Лот монет Великобритании: 1 пенни (11шт) ; 1998-2009 ;  ; Cu/St ; XF+/AU ; 22 ; xct ; 41 
 2693 ; Лот монет Саудовской Аравии: 5,10 халала (2шт) ; 1972 ;  ; Al/Br ; AU ; 32 ; ask ; 37 
 2694 ; Лот монет Австралии: 50,20,5 центов (3шт) ; 1976,1999,2004 ;  ; Cu-Ni ; VF/XF ; 50 ; nik23455 ; 87 
 2695 ; Лот монет Чили100,50,10,1 песо (4шт) ; 1999,2005,2006 ;  ; Би/м,Лат,A ; VF+/XF ; 30 ; ask ; 85 
 2696 ; Лот монет Исландии, Мальты, США (3шт) ; 1984,1995,2004 ;  ; Cu-Ni ; VF/VF-XF ; 42 ; flYUGgerr ; 64 
 2697 ; Лот монет Швейцарии и Южного Вьетнама: 1 донг, 5,10 раппен (3шт) ; 1964-1992 ;  ; Cu-Ni,лату ; F+/VF+ ; 29 ; flYUGgerr ; 43 
 2698 ; Лот монет Кении (5шт) ; 1966-1984 ;  ; Cu-Ni,ж/м ; VF/XF- ; 34 ; джон08 ; 97 
 2699 ; Лот монет Франции (3шт): 10,1 франк, 50 сантимов ; 1931-1947 ;  ; Cu/Ni,Al/B ; VF/VF-XF ; 37 ; Sterh ; 42 
 2700 ; Лот монет США: 21шт ; 1944-1999 ;  ; Br ; XF/AU ; 23 ; страус ; 179 
 2701 ; Лот монет Греции: 10шт ; 1954-1990 ;  ; Cu-Ni ; VF/VF-XF ; 59 ; pref ; 65 
 2702 ; Лот монет Финляндии: 22шт ; 1963-1982 ;  ; Cu-Ni, ж/м ; VF/VF-XF ; 55 ; alex995 ; 94 
 2703 ; Лот монет Великобритания: 10шт ; 1911-1929 ;  ; Br ; F+/F-VF ; 54 ; zelya ; 99 
 2604 ; 10 пенни. Финляндия ; 1942 ;  ; Cu ; Unc/AU ; 27 ; suhua ; 159 
 2605 ; 10 пенни. Финляндия ; 1943 ;  ; Cu ; AU ; 38 ; омт ; 327 
 2606 ; 10 пенни. Финляндия ; 1943 ;  ; Fe ; AU ; 32 ; омт ; 315 
 2607 ; 10 пенни. Финляндия ; 1944 ;  ; Fe ; AU ; 37 ; 542 ; 172 
 2608 ; 10 пенни. Финляндия ; 1945 ;  ; Fe ; XF+ ; 55 ; 542 ; 135 
 2609 ; 5 пенни. Финляндия ; 1918 ;  ; Cu ; Unc/AU ; 22 ; омт ; 159 
 2610 ; 5 пенни. Финляндия ; 1919 ;  ; Cu ; Unc/AU ; 74 ; tpls ; 156 
 2611 ; 5 пенни. Финляндия ; 1920 ;  ; Cu ; AU ; 38 ; tpls ; 128 
 2612 ; 5 пенни. Финляндия ; 1921 ;  ; Cu ; Unc/AU ; 34 ; volkov ; 41 
 2613 ; 5 пенни. Финляндия ; 1922 ;  ; Cu ; Unc/AU ; 21 ; tpls ; 75 
 2614 ; 5 пенни. Финляндия ; 1927 ;  ; Cu ; Unc/AU ; 27 ; suhua ; 274 
 2615 ; 5 пенни. Финляндия ; 1928 ;  ; Cu ; AU ; 20 ; suhua ; 41 
 2616 ; 5 пенни. Финляндия ; 1929 ;  ; Cu ; AU ; 31 ; tpls ; 32 
 2617 ; 5 пенни. Финляндия ; 1930 ;  ; Cu ; Unc/AU ; 44 ; bj ; 320 
 2618 ; 5 пенни. Финляндия ; 1932 ;  ; Cu ; Unc/AU ; 19 ; tpls ; 57 
 2619 ; 5 пенни. Финляндия ; 1934 ;  ; Cu ; AU ; 35 ; suhua ; 128 
 2620 ; 5 пенни. Финляндия ; 1935 ;  ; Cu ; Unc/AU ; 4 ; kergudu ; 32 
 2621 ; 5 пенни. Финляндия ; 1936 ;  ; Cu ; Unc/AU ; 17 ; tpls ; 33 
 2622 ; 5 пенни. Финляндия ; 1937 ;  ; Cu ; Unc/AU ; 17 ; tpls ; 57 
 2623 ; 5 пенни. Финляндия ; 1938 ;  ; Cu ; Unc/AU ; 17 ; tpls ; 45 
 2624 ; 5 пенни. Финляндия ; 1939 ;  ; Cu ; Unc/AU ; 25 ; tpls ; 45 
 2625 ; 5 пенни. Финляндия ; 1940 ;  ; Cu ; AU ; 38 ; suhua ; 267 
 2626 ; 5 пенни. Финляндия ; 1941 ;  ; Cu ; Unc/AU ; 45 ; омт ; 267 
 2627 ; 5 пенни. Финляндия ; 1942 ;  ; Cu ; Unc/AU ; 50 ; suhua ; 149 
 2628 ; 5 пенни. Финляндия ; 1943 ;  ; Cu ; Unc/AU ; 48 ; 542 ; 133 
 2629 ; 1 пенни. Финляндия ; 1919 ;  ; Cu ; AU ; 16 ; dsp ; 255 
 2630 ; 1 пенни. Финляндия ; 1920 ;  ; Cu ; Unc/AU ; 16 ; suhua ; 215 
 2631 ; 1 пенни. Финляндия ; 1921 ;  ; Cu ; XF+ ; 16 ; suhua ; 41 
 2632 ; 1 пенни. Финляндия ; 1922 ;  ; Cu ; Unc/AU ; 18 ; suhua ; 259 
 2633 ; 1 пенни. Финляндия ; 1923 ;  ; Cu ; Unc/AU ; 9 ; омт ; 422 
 2634 ; 1 пенни. Финляндия ; 1924 ;  ; Cu ; XF+ ; 6 ; suhua ; 31 
 2635 ; 1 тала. Остров Токелау. Каноэ. В коробке с сертификатом ; 1982 ;  ; Ag ; Proof ; 55 ; hobot ; 1290 
 2636 ; 1 денар. Македония. Миллениум. В коробке с сертификатом ; 2000 ;  ; Ag ; Proof ; 44 ; alskr ; 2000 
 2637 ; 2000 песет. Испания. XXV Олимпиада. В коробке, с сертификатом ; 1992 ;  ; Ag ; Proof ; 39 ; LEXAI ; 1020 
 2638 ; Набор монет Фолклендских островов (6шт): 50,10,5,2,1 , 1/2 пенни. В пластиковой капсуле ; 1980 ;  ; Cu/Ni,Br ; Proof ; 38 ; u85 ; 720 
 2639 ; Набор монет Тайланда: 5,1 бат, 50,25 сатанг (10шт) ; 1957-1992 ;  ; Cu-Ni,лату ; VF-/AU ; 88 ; abrek112 ; 461 
 2640 ; Набор монет США "Присоединенные трритории": 1/4 доллара (6шт). Пластиковая упаковка ; 2009S ;  ; Cu-Ni ; Proof ; 85 ; staro ; 1207 
 2641 ; Набор монет Гернси: 1 фунт, 50,20,10,5,2,1 пенс (7шт). Упаковка ; 1986 ;  ; Cu-Ni,Br ; Unc ; 118 ; zx123 ; 459 
 2642 ; Набор монет Новая Зеландия: 1 доллар,50,2010,5 центов (5шт). Упаковка ; 1989 ;  ; Cu-Ni ; Unc ; 95 ; Sky2 ; 579 
 2643 ; Лот монет Германии, Швеции, Польши, США, Бразилии, Нидерландов (13шт) ; 1874-1950 ;  ; Ag,Cu-Ni ; VF-/VF-XF ; 86 ; ilgamax ; 525 
 2644 ; Лот монет Германии:50,1 пфенигов, 200,200000 марок (10шт) ; 1917-1941 ;  ; Al ; VF+/AU ; 24 ; Marych ; 420 
 2645 ; Лот монет Германии:10,5,1 пфеннигов (20шт) ; 1940-1945 ;  ; Zn ; F+/VF- ; 70 ; Marych ; 531 
 2646 ; Лот монет ГДР: 20 пфеннигов (6шт). Аверс/Реверс 45-90 градусов ; 1962-1989 ;  ; Br ; XF-/AU ; 55 ; fokin ; 94 
 2647 ; Лот монет Германии: 10 пфеннигов (30шт) ; 1873-1907 ;  ; Cu-Ni ; VF-/VF+ ; 59 ; Marych ; 612 
 2648 ; Лот монет Германии: 10 пфеннигов (20шт) ; 1923-1936 ;  ; Al/Br ; VF/VF-XF ; 60 ; Marych ; 417 
 2649 ; Лот монет Германии: 5 пфеннигов (20шт) ; 1874-1914 ;  ; Cu-Ni ; VF-/VF ; 36 ; Marych ; 313 
 2650 ; Лот монет Германии: 5 пфеннигов (10шт) ; 1923-1936 ;  ; Al/Br ; VF/VF-XF ; 40 ; gelind ; 188 
 2651 ; Лот монет Германии: 2 пфеннига (20шт) ; 1875-1916 ;  ; Br ; VF-XF/VF- ; 25 ; Marych ; 414 
 2652 ; Лот монет Германии: 2 пфеннига (10шт) ; 1937-1940 ;  ; Br ; VF-/VF-XF ; 46 ; Marych ; 400 
 2653 ; Лот монет Германии: 1 пфенниг (20шт) ; 1874-1911 ;  ; Br ; VF-/VF ; 44 ; Marych ; 419 
 2554 ; 50 пенни. Финляндия ; 1940 ;  ; Cu ; AU/XF ; 31 ; омт ; 281 
 2555 ; 50 пенни. Финляндия ; 1941 ;  ; Cu ; XF+ ; 35 ; suhua ; 36 
 2556 ; 50 пенни. Финляндия ; 1942 ;  ; Cu ; XF+ ; 10 ; suhua ; 25 
 2557 ; 50 пенни. Финляндия ; 1943 ;  ; Cu ; AU/XF ; 25 ; dsp ; 102 
 2558 ; 50 пенни. Финляндия ; 1943 ;  ; Fe ; VF-XF ; 15 ; dsp ; 31 
 2559 ; 50 пенни. Финляндия ; 1944 ;  ; Fe ; AU/XF ; 19 ; John16 ; 26 
 2560 ; 50 пенни. Финляндия ; 1945 ;  ; Fe ; AU/XF ; 19 ; Sky2 ; 26 
 2561 ; 50 пенни. Финляндия ; 1946 ;  ; Fe ; XF+ ; 14 ; PaulMS ; 22 
 2562 ; 50 пенни. Финляндия ; 1947 ;  ; Fe ; AU ; 20 ; омт ; 316 
 2563 ; 50 пенни. Финляндия ; 1948 ;  ; Fe ; AU ; 75 ; AndrCh58 ; 763 
 2564 ; 25 пенни. Финляндия ; 1921 ;  ; Cu-Ni ; AU/XF ; 14 ; zx123 ; 20 
 2565 ; 25 пенни. Финляндия ; 1925 ;  ; Cu-Ni ; XF+ ; 12 ; suhua ; 41 
 2566 ; 25 пенни. Финляндия ; 1926 ;  ; Cu-Ni ; XF- ; 18 ; flYUGgerr ; 20 
 2567 ; 25 пенни. Финляндия ; 1927 ;  ; Cu-Ni ; XF+ ; 23 ; nekff ; 35 
 2568 ; 25 пенни. Финляндия ; 1928 ;  ; Cu-Ni ; XF ; 5 ; Опятор ; 20 
 2569 ; 25 пенни. Финляндия ; 1929 ;  ; Cu-Ni ; XF+ ; 17 ; suhua ; 69 
 2570 ; 25 пенни. Финляндия ; 1934 ;  ; Cu-Ni ; XF+ ; 7 ; alex995 ; 16 
 2571 ; 25 пенни. Финляндия ; 1935 ;  ; Cu-Ni ; XF ; 7 ; Опятор ; 20 
 2572 ; 25 пенни. Финляндия ; 1936 ;  ; Cu-Ni ; VF-XF ; 11 ; vjacha ; 12 
 2573 ; 25 пенни. Финляндия ; 1937 ;  ; Cu-Ni ; XF ; 5 ; alex995 ; 16 
 2574 ; 25 пенни. Финляндия ; 1938 ;  ; Cu-Ni ; AU ; 14 ; volkov ; 20 
 2575 ; 25 пенни. Финляндия ; 1939 ;  ; Cu-Ni ; AU ; 24 ; John16 ; 24 
 2576 ; 25 пенни. Финляндия ; 1940 ;  ; Cu-Ni ; AU ; 27 ; омт ; 180 
 2577 ; 25 пенни. Финляндия ; 1940 ;  ; Cu ; XF/AU ; 16 ; омт ; 347 
 2578 ; 25 пенни. Финляндия ; 1941 ;  ; Cu ; Unc/AU ; 24 ; John16 ; 34 
 2579 ; 25 пенни. Финляндия ; 1942 ;  ; Cu ; Unc/AU ; 24 ; pref ; 24 
 2580 ; 25 пенни. Финляндия ; 1943 ;  ; Cu ; Unc/AU ; 18 ; омт ; 149 
 2581 ; 25 пенни. Финляндия ; 1943 ;  ; Fe ; Unc/AU ; 33 ; омт ; 118 
 2582 ; 25 пенни. Финляндия ; 1944 ;  ; Fe ; Unc/AU ; 29 ; John16 ; 75 
 2583 ; 25 пенни. Финляндия ; 1945 ;  ; Fe ; Unc/AU ; 57 ; Sky2 ; 79 
 2584 ; 10 пенни. Финляндия ; 1919 ;  ; Cu ; AU ; 40 ; tpls ; 113 
 2585 ; 10 пенни. Финляндия ; 1920 ;  ; Cu ; AU ; 17 ; омт ; 359 
 2586 ; 10 пенни. Финляндия ; 1921 ;  ; Cu ; AU ; 35 ; tpls ; 102 
 2587 ; 10 пенни. Финляндия ; 1922 ;  ; Cu ; AU ; 39 ; tpls ; 69 
 2588 ; 10 пенни. Финляндия ; 1923 ;  ; Cu ; AU ; 42 ; suhua ; 247 
 2589 ; 10 пенни. Финляндия ; 1924 ;  ; Cu ; Unc/AU ; 31 ; suhua ; 269 
 2590 ; 10 пенни. Финляндия ; 1926 ;  ; Cu ; AU ; 39 ; volkov ; 57 
 2591 ; 10 пенни. Финляндия ; 1927 ;  ; Cu ; XF ; 8 ; pref ; 23 
 2592 ; 10 пенни. Финляндия ; 1928 ;  ; Cu ; AU ; 27 ; suhua ; 243 
 2593 ; 10 пенни. Финляндия ; 1929 ;  ; Cu ; Unc/AU ; 13 ; tpls ; 57 
 2594 ; 10 пенни. Финляндия ; 1930 ;  ; Cu ; Unc/AU ; 31 ; suhua ; 269 
 2595 ; 10 пенни. Финляндия ; 1931 ;  ; Cu ; XF ; 41 ; СВл ; 403 
 2596 ; 10 пенни. Финляндия ; 1934 ;  ; Cu ; Unc/AU ; 33 ; tpls ; 57 
 2597 ; 10 пенни. Финляндия ; 1935 ;  ; Cu ; AU ; 26 ; tpls ; 102 
 2598 ; 10 пенни. Финляндия ; 1936 ;  ; Cu ; AU ; 33 ; tpls ; 57 
 2599 ; 10 пенни. Финляндия ; 1937 ;  ; Cu ; AU ; 33 ; tpls ; 57 
 2600 ; 10 пенни. Финляндия ; 1938 ;  ; Cu ; AU ; 33 ; tpls ; 57 
 2601 ; 10 пенни. Финляндия ; 1939 ;  ; Cu ; Unc/AU ; 24 ; Опятор ; 34 
 2602 ; 10 пенни. Финляндия ; 1940 ;  ; Cu ; Unc/AU ; 25 ; tpls ; 37 
 2603 ; 10 пенни. Финляндия ; 1941 ;  ; Cu ; Unc/AU ; 57 ; 542 ; 102 
 2504 ; 1 марка. Финляндия ; 1922 ;  ; Cu-Ni ; AU ; 34 ; John16 ; 64 
 2505 ; 1 марка. Финляндия ; 1923 ;  ; Cu-Ni ; AU ; 64 ; 542 ; 330 
 2506 ; 1 марка. Финляндия ; 1928 ;  ; Cu-Ni ; VF+ ; 21 ; suhua ; 31 
 2507 ; 1 марка. Финляндия ; 1929 ;  ; Cu-Ni ; XF+ ; 30 ; 147 ; 34 
 2508 ; 1 марка. Финляндия ; 1930 ;  ; Cu-Ni ; VF-XF ; 4 ; volkov ; 22 
 2509 ; 1 марка. Финляндия ; 1931 ;  ; Cu-Ni ; XF ; 8 ; PaulMS ; 23 
 2510 ; 1 марка. Финляндия ; 1932 ;  ; Cu-Ni ; VF-XF ; 16 ; suhua ; 20 
 2511 ; 1 марка. Финляндия ; 1933 ;  ; Cu-Ni ; VF-XF ; 18 ; zx123 ; 17 
