 6048 ; Бона иностранная ;  ;  ;  ;  ; 57 ; qver ; 512 
 5653 ; Бона иностранная ;  ;  ;  ;  ; 7 ; maximilian2204 ; 60 
 5654 ; Бона иностранная ;  ;  ;  ;  ; 14 ; flutter ; 235 
 5655 ; Бона иностранная ;  ;  ;  ;  ; 19 ; electra ; 183 
 5656 ; Бона иностранная ;  ;  ;  ;  ; 32 ; moneta1924 ; 255 
 5657 ; Бона иностранная ;  ;  ;  ;  ; 8 ; dnm ; 115 
 5658 ; Бона иностранная ;  ;  ;  ;  ; 9 ; газета ; 75 
 5659 ; Бона иностранная ;  ;  ;  ;  ; 3 ; sneg ; 50 
 5660 ; Бона иностранная ;  ;  ;  ;  ; 6 ; flutter ; 30 
 5661 ; Бона иностранная ;  ;  ;  ;  ; 6 ; svoi1970 ; 57 
 5662 ; Бона иностранная ;  ;  ;  ;  ; 5 ; sneg ; 30 
 5663 ; Бона иностранная ;  ;  ;  ;  ; 9 ; flutter ; 51 
 5664 ; Бона иностранная ;  ;  ;  ;  ; 15 ; газета ; 116 
 5665 ; Бона иностранная ;  ;  ;  ;  ; 25 ; electra ; 152 
 5566 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Папа с рацией ; 101 
 5567 ; Бона иностранная ;  ;  ;  ;  ; 13 ; стадник ; 223 
 5568 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Папа с рацией ; 101 
 5569 ; Бона иностранная ;  ;  ;  ;  ; 14 ; siman174 ; 57 
 5570 ; Бона иностранная ;  ;  ;  ;  ; 7 ; doc2 ; 104 
 5571 ; Бона иностранная ;  ;  ;  ;  ; 11 ; natpulkovo ; 50 
 5572 ; Бона иностранная ;  ;  ;  ;  ; 11 ; стадник ; 130 
 5573 ; Бона иностранная ;  ;  ;  ;  ; 11 ; vlkorchev ; 101 
 5574 ; Бона иностранная ;  ;  ;  ;  ; 10 ; randystorm ; 104 
 5575 ; Бона иностранная ;  ;  ;  ;  ; 12 ; sneg ; 95 
 5576 ; Бона иностранная ;  ;  ;  ;  ; 5 ; max2008 ; 111 
 5577 ; Бона иностранная ;  ;  ;  ;  ; 7 ; сс400 ; 36 
 5578 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Wasabi ; 201 
 5579 ; Бона иностранная ;  ;  ;  ;  ; 9 ; vesta78 ; 40 
 5580 ; Бона иностранная ;  ;  ;  ;  ; 22 ; Maz ; 1587 
 5581 ; Бона иностранная ;  ;  ;  ;  ; 11 ; 333985 ; 102 
 5582 ; Бона иностранная ;  ;  ;  ;  ; 21 ; serg901 ; 120 
 5583 ; Бона иностранная ;  ;  ;  ;  ; 11 ; стадник ; 152 
 5584 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Папа с рацией ; 101 
 5585 ; Бона иностранная ;  ;  ;  ;  ; 30 ; karman ; 87 
 5586 ; Бона иностранная ;  ;  ;  ;  ; 3 ; dinkini ; 30 
 5587 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Brat123456 ; 59 
 5588 ; Бона иностранная ;  ;  ;  ;  ; 17 ; nikfed ; 306 
 5589 ; Бона иностранная ;  ;  ;  ;  ; 20 ; smel ; 408 
 5590 ; Бона иностранная ;  ;  ;  ;  ; 16 ; стадник ; 113 
 5591 ; Бона иностранная ;  ;  ;  ;  ; 9 ; pref ; 32 
 5592 ; Бона иностранная ;  ;  ;  ;  ; 9 ; pref ; 32 
 5593 ; Бона иностранная ;  ;  ;  ;  ; 5 ; тикси3 ; 30 
 5594 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Brat123456 ; 59 
 5595 ; Бона иностранная ;  ;  ;  ;  ; 5 ; тикси3 ; 30 
 5596 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Винни Пух ; 250 
 5597 ; Бона иностранная ;  ;  ;  ;  ; 19 ; karman ; 70 
 5598 ; Бона иностранная ;  ;  ;  ;  ; 14 ; flutter ; 31 
 5599 ; Бона иностранная ;  ;  ;  ;  ; 8 ; flutter ; 30 
 5600 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Майкл ; 45 
 5601 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Бармалей ; 53 
 5602 ; Бона иностранная ;  ;  ;  ;  ; 11 ; siman174 ; 36 
 5603 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Бармалей ; 89 
 5604 ; Бона иностранная ;  ;  ;  ;  ; 10 ; flutter ; 33 
 5605 ; Бона иностранная ;  ;  ;  ;  ; 7 ; сс400 ; 57 
 5606 ; Бона иностранная ;  ;  ;  ;  ; 11 ; 2128508 ; 151 
 5607 ; Бона иностранная ;  ;  ;  ;  ; 8 ; flutter ; 30 
 5608 ; Бона иностранная ;  ;  ;  ;  ; 10 ; я8844 ; 77 
 5609 ; Бона иностранная ;  ;  ;  ;  ; 22 ; 7755 ; 82 
 5610 ; Бона иностранная ;  ;  ;  ;  ; 8 ; flutter ; 30 
 5611 ; Бона иностранная ;  ;  ;  ;  ; 5 ; я8844 ; 26 
 5612 ; Бона иностранная ;  ;  ;  ;  ; 10 ; flutter ; 32 
 5613 ; Бона иностранная ;  ;  ;  ;  ; 13 ; flutter ; 57 
 5614 ; Бона иностранная ;  ;  ;  ;  ; 7 ; flutter ; 31 
 5615 ; Бона иностранная ;  ;  ;  ;  ; 9 ; я8844 ; 68 
 5516 ; Бона иностранная ;  ;  ;  ;  ; 12 ; слоник ; 62 
 5517 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Brat123456 ; 53 
 5518 ; Бона иностранная ;  ;  ;  ;  ; 6 ; heavy_fly ; 26 
 5519 ; Бона иностранная ;  ;  ;  ;  ; 8 ; .gk ; 114 
 5520 ; Бона иностранная ;  ;  ;  ;  ; 16 ; smel ; 261 
 5521 ; Бона иностранная ;  ;  ;  ;  ; 23 ; стадник ; 101 
 5522 ; Бона иностранная ;  ;  ;  ;  ; 11 ; газета ; 57 
 5523 ; Бона иностранная ;  ;  ;  ;  ; 11 ; maximilian2204 ; 500 
 5524 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Опятор ; 101 
 5525 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Папа с рацией ; 130 
 5526 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Моряк-собиратель ; 151 
 5527 ; Бона иностранная ;  ;  ;  ;  ; 5 ; сс400 ; 57 
 5528 ; Бона иностранная ;  ;  ;  ;  ; 13 ; я8844 ; 53 
 5529 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Sky2 ; 55 
 5530 ; Бона иностранная ;  ;  ;  ;  ; 39 ; прохожий ; 527 
 5531 ; Бона иностранная ;  ;  ;  ;  ; 25 ; Monata ; 388 
 5532 ; Бона иностранная ;  ;  ;  ;  ; 25 ; стадник ; 187 
 5533 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Rober ; 34 
 5534 ; Бона иностранная ;  ;  ;  ;  ; 13 ; В1951 ; 51 
 5535 ; Бона иностранная ;  ;  ;  ;  ; 14 ; стадник ; 101 
 5536 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Alekss_27 ; 57 
 5537 ; Бона иностранная ;  ;  ;  ;  ; 24 ; Папа с рацией ; 235 
 5538 ; Бона иностранная ;  ;  ;  ;  ; 27 ; Папа с рацией ; 183 
 5539 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Rober ; 34 
 5540 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Jet ; 30 
 5541 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Whosaid ; 217 
 5542 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Brat123456 ; 50 
 5543 ; Бона иностранная ;  ;  ;  ;  ; 13 ; SS2008 ; 57 
 5544 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Monata ; 50 
 5545 ; Бона иностранная ;  ;  ;  ;  ; 9 ; heavy_fly ; 34 
 5546 ; Бона иностранная ;  ;  ;  ;  ; 7 ; heavy_fly ; 34 
 5547 ; Бона иностранная ;  ;  ;  ;  ; 19 ; Папа с рацией ; 101 
 5548 ; Бона иностранная ;  ;  ;  ;  ; 5 ; heavy_fly ; 34 
 5549 ; Бона иностранная ;  ;  ;  ;  ; 31 ; Brat123456 ; 165 
 5550 ; Бона иностранная ;  ;  ;  ;  ; 13 ; газета ; 90 
 5551 ; Бона иностранная ;  ;  ;  ;  ; 7 ; тикси3 ; 30 
 5552 ; Бона иностранная ;  ;  ;  ;  ; 3 ; сс400 ; 34 
 5553 ; Бона иностранная ;  ;  ;  ;  ; 9 ; sneg ; 30 
 5554 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Monata ; 214 
 5555 ; Бона иностранная ;  ;  ;  ;  ; 23 ; Monata ; 159 
 5556 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Brat123456 ; 30 
 5557 ; Бона иностранная ;  ;  ;  ;  ; 6 ; Brat123456 ; 30 
 5558 ; Бона иностранная ;  ;  ;  ;  ; 19 ; nikfed ; 203 
 5559 ; Бона иностранная ;  ;  ;  ;  ; 13 ; sneg ; 87 
 5560 ; Бона иностранная ;  ;  ;  ;  ; 15 ; sneg ; 50 
 5561 ; Бона иностранная ;  ;  ;  ;  ; 5 ; maksbelov ; 36 
 5562 ; Бона иностранная ;  ;  ;  ;  ; 7 ; randystorm ; 51 
 5563 ; Бона иностранная ;  ;  ;  ;  ; 5 ; maksbelov ; 34 
 5564 ; Бона иностранная ;  ;  ;  ;  ; 7 ; стадник ; 159 
 5565 ; Бона иностранная ;  ;  ;  ;  ; 7 ; dnm ; 50 
 5395 ; 3 сума ; 1992 ; Узбекистан ;  ;  ; 16 ; Фест ; 70 
 5396 ; 5 сум ; 1992 ; Узбекистан ;  ;  ; 19 ; sts ; 29 
 5397 ; 10 сум ; 1992 ; Узбекистан ;  ;  ; 14 ; Hamlet ; 27 
 5398 ; 25 сум ; 1992 ; Узбекистан ;  ;  ; 16 ; Hamlet ; 29 
 5399 ; 50 сум ; 1992 ; Узбекистан ;  ;  ; 19 ; atropin ; 455 
 5400 ; 100 сум ; 1992 ; Узбекистан ;  ;  ; 13 ; atropin ; 444 
 5401 ; 200 сум ; 1992 ; Узбекистан ;  ;  ; 19 ; atropin ; 555 
 5402 ; 1 сум ; 1994 ; Узбекистан ;  ;  ; 25 ; atropin ; 152 
 5403 ; 3 сум ; 1994 ; Узбекистан ;  ;  ; 17 ; K.V.N. ; 102 
 5404 ; 10 сум ; 1994 ; Узбекистан ;  ;  ; 18 ; K.V.N. ; 102 
 5405 ; 25 сум ; 1994 ; Узбекистан ;  ;  ; 22 ; atropin ; 408 
 5406 ; 50 сум ; 1994 ; Узбекистан ;  ;  ; 37 ; sts ; 128 
 5407 ; 100 сум ; 1994 ; Узбекистан ;  ;  ; 11 ; atropin ; 408 
 5408 ; Бона 5 лат ; 2009 ;  ;  ;  ; 18 ; Экзот ; 558 
 5409 ; 3 червонца ; 1932 ; Билет ;  ;  ; 31 ; den84 ; 867 
 5410 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 17 ; cr2952 ; 124 
 5411 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 36 ; Vebr ; 201 
 5412 ; 50 рублей ; 1961 ; билет ;  ;  ; 31 ; Vebr ; 177 
 5413 ; 50 рублей ; 1961 ; билет ;  ;  ; 26 ; cr2952 ; 117 
 5414 ; Бона 100 рублей. Сочи 2014. Серия Аа ;  ;  ;  ;  ; 22 ; heavy_fly ; 220 
 5415 ; Бона 100 рублей. Сочи 2014. Серия аа ;  ;  ;  ;  ; 24 ; heavy_fly ; 263 
 5416 ; Бона 100 рублей. Сочи 2014. Серия АА ;  ;  ;  ;  ; 15 ; heavy_fly ; 237 
 5417 ; Лист бон Украины (6шт): 1 гривна ; 2014 ;  ;  ;  ; 11 ; alex241 ; 411 
 5418 ; Лист бон Украины (6шт): 1 гривна ; 2014 ;  ;  ;  ; 28 ; sts ; 340 
 5419 ; Лист бон Украины (15шт): 5 гривен ; 2013 ;  ;  ;  ; 29 ; Sky2 ; 558 
 5420 ; Лист бон Украины (15шт): 10 гривен ; 2013 ;  ;  ;  ; 58 ; Sky2 ; 567 
 5421 ; Лот деньги-марки 8 шт ;  ;  ;  ;  ; 24 ; ЛАВ-13 ; 470 
 5422 ; Лот деньги-марки 18 шт ;  ;  ;  ;  ; 61 ; Семирек ; 2015 
 5423 ; Лот бон 5 шт ; 1905-18 ;  ;  ;  ; 32 ; taa ; 466 
 5424 ; Лот бон 5000 рублей 4 шт ; 1992 ;  ;  ;  ; 66 ; dima_54 ; 765 
 5425 ; Лот бон 3 шт ;  ;  ;  ;  ; 34 ; я8844 ; 341 
 5426 ; Лот бон 4 шт ;  ;  ;  ;  ; 29 ; morozzz ; 185 
 5427 ; Лот билетов МММ 9 шт ;  ;  ;  ;  ; 30 ; heavy_fly ; 179 
 5428 ; Лот бон 3 шт ; 1917 ;  ;  ;  ; 22 ; Brat123456 ; 328 
 5429 ; Лот бон 1,3 рубля 2 шт ; 1918 ;  ;  ;  ; 28 ; glazo ; 206 
 5501 ; Бона иностранная ;  ;  ;  ;  ; 23 ; Vebr ; 55 
 5502 ; Бона иностранная ;  ;  ;  ;  ; 10 ; FonPaul ; 30 
 5503 ; Бона иностранная ;  ;  ;  ;  ; 7 ; я8844 ; 32 
 5504 ; Бона иностранная ;  ;  ;  ;  ; 7 ; скорпион_48 ; 30 
 5505 ; Бона иностранная ;  ;  ;  ;  ; 10 ; я8844 ; 36 
 5506 ; Бона иностранная ;  ;  ;  ;  ; 17 ; sneg ; 87 
 5507 ; Бона иностранная ;  ;  ;  ;  ; 18 ; Папа с рацией ; 101 
 5508 ; Бона иностранная ;  ;  ;  ;  ; 27 ; Sky2 ; 107 
 5509 ; Бона иностранная ;  ;  ;  ;  ; 7 ; я8844 ; 21 
 5510 ; Бона иностранная ;  ;  ;  ;  ; 11 ; smel ; 159 
 5511 ; Бона иностранная ;  ;  ;  ;  ; 5 ; maximilian2204 ; 25 
 5512 ; Бона иностранная ;  ;  ;  ;  ; 8 ; koe ; 26 
 5513 ; Бона иностранная ;  ;  ;  ;  ; 11 ; smel ; 79 
 5514 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Dmitry21 ; 34 
 5515 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Jet ; 35 
 5345 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 23 ; Aleksey 76 ; 204 
 5346 ; 3 рубля ; 1919 ;  ;  ;  ; 24 ; solder13 ; 459 
 5347 ; 100 рублей ; 1920 ;  ;  ;  ; 75 ; ЛАВ-13 ; 976 
 5348 ; 250 рублей ; 1920 ;  ;  ;  ; 43 ; ЛАВ-13 ; 510 
 5349 ; 100 рублей ; 1919 ;  ;  ;  ; 72 ; electra ; 903 
 5350 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 22 ; majkl ; 312 
 5351 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 29 ; dinkini ; 507 
 5352 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 24 ; cr2952 ; 218 
 5353 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 51 ; flutter ; 1355 
 5354 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 37 ; idalgo-17 ; 453 
 5355 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 25 ; majkl ; 110 
 5356 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 64 ; Семирек ; 804 
 5357 ; Лот бон 3 шт ; 1898-1909 ;  ;  ;  ; 31 ; TiBuL ; 278 
 5358 ; 1000 рублей ; 1919 ;  ;  ;  ; 39 ; Глеб ; 535 
 5359 ; 50 копеек ;  ;  ;  ;  ; 24 ; sergeyvma ; 450 
 5360 ; Лот бон 3 шт ;  ;  ;  ;  ; 43 ; кс ; 363 
 5361 ; Лот бон 3 шт ;  ;  ;  ;  ; 37 ; siman174 ; 200 
 5362 ; 10 рублей ; 1918 ; Казначейский знак Сибирского временного правительства ;  ;  ; 31 ; Levon.Koins ; 421 
 5363 ; Лот бон 2 шт ; 1921 ;  ;  ;  ; 48 ; idalgo-17 ; 1652 
 5364 ; 1 рубль ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 69 ; всё моё ; 1578 
 5365 ; 5 копеек ; 1918 ; Азербайджан ;  ;  ; 22 ; market_spb ; 481 
 5366 ; 50 копеек ; 1918 ; Азербайджан ;  ;  ; 22 ; SANGOLD1 ; 407 
 5367 ; 1 рубль ; 1918 ; Азербайджан ;  ;  ; 41 ; камсигал ; 956 
 5368 ; 10 рублей ; 1918 ; Азербайджан ;  ;  ; 16 ; xoltecl ; 300 
 5369 ; 10 рублей ; 1918 ; Азербайджан ;  ;  ; 26 ; xoltecl ; 713 
 5370 ; 15 копеек. 2 шт ; 1918 ; Азербайджан ;  ;  ; 49 ; sos1 ; 1441 
 5371 ; Бона 50 рублей Совет Бакинского гор.х-ва ;  ;  ;  ;  ; 41 ; bonipari ; 667 
 5372 ; 100 рублей ; 1918 ; Закавказье ;  ;  ; 32 ; ЛАВ-13 ; 310 
 5373 ; 50 копеек ; 1919 ; Грузия ;  ;  ; 20 ; ЛАВ-13 ; 238 
 5374 ; 1 рубль ; 1919 ; Грузия ;  ;  ; 41 ; камсигал ; 510 
 5375 ; Бона 100 рублей Армения ; 1919 ;  ;  ;  ; 27 ; xoltecl ; 933 
 5376 ; 5 рублей ; 1918 ; Закавказье ;  ;  ; 33 ; dmivanych ; 237 
 5377 ; 25 рублей ; 1919 ; Азербайджан ;  ;  ; 26 ; физмат ; 465 
 5378 ; 50000 рублей ; 1921 ; Азербайджан ;  ;  ; 33 ; flutter ; 480 
 5379 ; 100000 рублей ; 1922 ; Азербайджан ;  ;  ; 21 ; физмат ; 621 
 5380 ; 100 рублей ; 1919 ; Азербайджан ;  ;  ; 18 ; bonist-3A ; 512 
 5381 ; 500 рублей ; 1919 ; Азербайджан ;  ;  ; 14 ; dmivanych ; 320 
 5382 ; 100 рублей ; 1920 ; Бухарская Республика ;  ;  ; 51 ; bonipari ; 1275 
 5383 ; 20000 рублей ; 1921 ; Бухарская Республика ;  ;  ; 56 ; ЛАВ-13 ; 976 
 5384 ; Бона 5000 р ;  ;  ;  ;  ; 28 ; mefodin ; 663 
 5385 ; Бона 1000 р ;  ;  ;  ;  ; 24 ; mefodin ; 408 
 5386 ; Бона 25000 р ;  ;  ;  ;  ; 35 ; mefodin ; 714 
 5387 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 11 ; idalgo-17 ; 548 
 5388 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 42 ; taa ; 702 
 5389 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 49 ; Esaul M ; 264 
 5390 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 21 ; collector64 ; 193 
 5391 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 43 ; Калуга59 ; 1181 
 5392 ; 10000 рублей ; 1992 ; банкнота ;  ;  ; 32 ; dima_54 ; 362 
 5393 ; Билет лотерейный ; 1937 ;  ;  ;  ; 34 ; Винни Пух ; 663 
 5394 ; 1 сум ; 1992 ; Узбекистан ;  ;  ; 9 ; Lyonfik ; 21 
 5095 ; Билет лотореи (8 шт.) ;  ;  ;  ;  ; 13 ; K.V.N. ; 406 
 5096 ; Лот бон (9 шт.) ;  ;  ;  ;  ; 26 ; Brat123456 ; 164 
 5097 ; Лот бон (10 шт.) ;  ;  ;  ;  ; 11 ; yunonik ; 203 
 5098 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 52 ; flutter ; 1670 
 5099 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 40 ; idalgo-17 ; 1010 
 5100 ; 1000 рублей ; 1919 ;  ;  ;  ; 14 ; орикс ; 1020 
 5301 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 33 ; serega67 ; 507 
 5302 ; Лот бон 100 рублей 2 шт ; 1910 ;  ;  ;  ; 22 ; collector64 ; 427 
 5303 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 43 ; Zakhapisty ; 2914 
 5304 ; 3 рубля ; 1898 ; Тимашев. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 56 ; ЛАВ-13 ; 10506 
 5305 ; Лот бон 1,5,25 рублей 9 шт ; 1898-1909 ;  ;  ;  ; 11 ; сортам70 ; 350 
 5306 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 52 ; кс ; 414 
 5307 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 35 ; Vebr ; 170 
 5308 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 37 ; Грач ; 250 
