 5875 ; Бона иностранная Болгария ;  ;  ;  ; AU ; 21 ; u10257 ; 100 
 5331 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 31 ; lelik13821 ; 248 
 5332 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; apple ; 714 
 5333 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 42 ; student1977 ; 150 
 5334 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 15 ; svv ; 61 
 5335 ; Лот бон 5 рублей (Коншин), 2 шт ; 1909 ;  ;  ;  ; 21 ; МиХаИл_32 ; 90 
 5336 ; Лот бон 10 рублей (Коншин), 4 шт ; 1909 ;  ;  ;  ; 33 ; MG ; 294 
 5337 ; Лот бон 25 рублей (Коншин), 2 шт ; 1909 ;  ;  ;  ; 52 ; я8844 ; 228 
 5338 ; 50 копеек ; 1919 ;  ;  ;  ; 32 ; Ustin ; 1224 
 5339 ; Лот бон 2 шт ;  ;  ;  ;  ; 25 ; Yamilov ; 455 
 5340 ; 100 рублей ; 1915 ; Билеты государственного казначейства ;  ;  ; 51 ; alex241 ; 599 
 5341 ; 100 рублей ; 1915 ; Билеты государственного казначейства ;  ;  ; 47 ; val211 ; 566 
 5342 ; 5 рублей. Однолитерная ; 1943 ; Гос.казначейские билеты(проект) ;  ;  ; 43 ; val211 ; 691 
 5343 ; 5 рублей ; 1938 ; Гос.казначейские билеты(проект) ;  ;  ; 30 ; valent77 ; 272 
 5344 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ;  ; 85 ; bagsy ; 4080 
 5345 ; Чук на 5 копеек ; 1978 ;  ;  ;  ; 57 ; don Pacheko ; 125 
 5346 ; Лот бон 6 шт ; 1917-1993 ;  ;  ;  ; 39 ; я8844 ; 512 
 5347 ; Лот бон 100 рублей, 2 шт ; 1910 ;  ;  ;  ; 27 ; taa ; 485 
 5348 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 35 ; USS ; 2126 
 5349 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 35 ; svv ; 742 
 5350 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; mart_si ; 227 
 5351 ; Лот бон 3 шт ; 1917-18 ;  ;  ;  ; 39 ; ЛАВ-13 ; 2049 
 5352 ; Лот бон 2 шт ; 1919 ;  ;  ;  ; 16 ; я8844 ; 1281 
 5353 ; Лот бон 1,3,5,10 рублей, 8 шт ; 1898-1909 ;  ;  ;  ; 38 ; new life ; 603 
 5354 ; Лот бон 8 шт ; 1918 ;  ;  ;  ; 20 ; ЛАВ-13 ; 1134 
 5355 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 19 ; всякий хлам ; 396 
 5356 ; Лот бон 6 шт ;  ;  ;  ;  ; 29 ; ЛАВ-13 ; 2267 
 5357 ; Лот бон 3 шт ; 1919 ;  ;  ;  ; 23 ; vovaT25 ; 1135 
 5358 ; Лот бон 2 шт ;  ;  ;  ;  ; 16 ; я8844 ; 453 
 5359 ; Лот бон 4 шт ; 1919 ;  ;  ;  ; 20 ; я8844 ; 590 
 5360 ; Лот бон 3 шт ; 1934 ;  ;  ;  ; 34 ; pentagr ; 2501 
 5361 ; 3 червонца ; 1937 ; Билет ;  ;  ; 36 ; Aleks_Smith ; 800 
 5362 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 44 ; anna53 ; 1619 
 5363 ; Лот бон 4 шт ; 1938 ;  ;  ;  ; 35 ; SIBPROPILOT ; 1024 
 5064 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 22 ; new life ; 70 
 5065 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; new life ; 62 
 5066 ; 500 рублей.Сделка 2 шт. ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 17 ; dinkini ; 340 
 5067 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 10 ; ек ; 72 
 5068 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 9 ; ек ; 72 
 5069 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 9 ; Yamilov ; 101 
 5070 ; 500 рублей ; 1919 ; Армения ;  ;  ; 18 ; скорпион_48 ; 322 
 5071 ; 50 рублей ; 1919 ; Армения ;  ;  ; 20 ; flutter ; 614 
 5072 ; 1000 рублей ; 1919 ; Армения ;  ;  ; 33 ; flutter ; 393 
 5073 ; 10000 рублей ; 1919 ;  ;  ;  ; 17 ; dragonfly ; 600 
 5074 ; 1000 карбованцев ; 1918 ; Украина.Знак Державноi скарбицi ;  ;  ; 27 ; val211 ; 503 
 5075 ; 1000 гривень ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ;  ; 18 ; слоник ; 414 
 5076 ; 5000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 23 ; MG ; 1300 
 5077 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 25 ; solder13 ; 918 
 5078 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 20 ; cr2952 ; 283 
 5079 ; 5 рублей ; 1997 ; банкнота ;  ; AU ; 46 ; anna53 ; 991 
 5080 ; 1000 рублей ; 1995 ; банкнота ;  ; XF ; 17 ; anna53 ; 303 
 5081 ; 10 рублей ; 1997 ; банкнота ;  ; XF ; 23 ; uyAHWLcn5486ZMN ; 745 
 5082 ; 50 рублей ; 1961 ; билет ;  ; AU ; 65 ; PolAn ; 625 
 5083 ; 1000 рублей ; 1992 ; билет ;  ; AU ; 35 ; Dirt ; 201 
 5084 ; 5 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ; XF ; 56 ; bagsy ; 3541 
 5085 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 14 ; Aleks_Smith ; 400 
 5086 ; 25000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 14 ; Звездолёты ; 204 
 5087 ; 1000 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 22 ; yuvg ; 3055 
 5088 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 19 ; wwtar ; 118 
 5089 ; 50 копеек ; 1924 ; Разменные казн.боны ;  ;  ; 77 ; ЛАВ-13 ; 18666 
 5090 ; 100 рублей ; 1917 ; Облигации займа Свободы ;  ;  ; 50 ; vitab ; 507 
 5091 ; 100 рублей ; 1917 ; Облигации займа Свободы ;  ;  ; 17 ; vitab ; 816 
 5092 ; Лот бон (7 шт.) ;  ;  ;  ;  ; 7 ; alesjane ; 101 
 5093 ; Лот бон (7 шт.) ;  ;  ;  ;  ; 7 ; я8844 ; 80 
 5094 ; Лот бон (7 шт.) ;  ;  ;  ;  ; 22 ; Dirt ; 101 
 5095 ; Лот бон (7 шт.) ;  ;  ;  ;  ; 12 ; я8844 ; 79 
 5096 ; Лот бон (8 шт.) ;  ;  ;  ;  ; 8 ; я8844 ; 99 
 5097 ; Лот бон (8 шт.) ;  ;  ;  ;  ; 18 ; слоник ; 114 
 5098 ; Лот бон (8 шт.) ;  ;  ;  ;  ; 12 ; я8844 ; 90 
 5099 ; Лот бон (8шт.) ;  ;  ;  ;  ; 19 ; 312 ; 101 
 5100 ; Лот бон (20шт.) ;  ;  ;  ;  ; 15 ; Коллекционеръ. ; 227 
 5301 ; 1 рубль ; 1886 ; вензель А III Гос.кредитные билеты разменной касы гос.банка ;  ;  ; 49 ; temichek ; 14280 
 5302 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; kost ; 517 
 5303 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 37 ; sotnik ; 778 
 5304 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 20 ; Новик ; 521 
 5305 ; Лот бон 500 рублей, 7 шт ; 1912 ;  ;  ;  ; 18 ; bob375 ; 2439 
 5306 ; 100 рублей ; 1898 ; Коншин 1910 г. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 63 ; Markel ; 5202 
 5307 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 20 ; Новик ; 356 
 5308 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 42 ; bagsy ; 683 
 5309 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; solder13 ; 538 
 5310 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 60 ; bagsy ; 3723 
 5311 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; ЛАВ-13 ; 366 
 5312 ; Лот бон 1,3,5,10 рублей ; 1898-1909 ;  ;  ; XF ; 35 ; XF ; 508 
 5313 ; Лот бон 1,10,25 рублей (Тимашов, Плеске, Коншин, Шипов) 7 шт ; 1898-1909 ;  ;  ;  ; 16 ; ЛАВ-13 ; 383 
 5014 ; 3 рубля ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 26 ; елец ; 203 
 5015 ; 10 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 11 ; Yamilov ; 58 
 5016 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 14 ; газета ; 72 
 5017 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 31 ; Yamilov ; 101 
 5018 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 23 ; Salett ; 396 
 5019 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; ек ; 37 
 5020 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; SS007 ; 120 
 5021 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 11 ; ♂ ; 78 
 5022 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 13 ; lva08 ; 50 
 5023 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 17 ; ♂ ; 77 
 5024 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 12 ; ♂ ; 78 
 5025 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 10 ; ♂ ; 77 
 5026 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 12 ; ♂ ; 77 
 5027 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 11 ; SS007 ; 101 
 5028 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 15 ; ♂ ; 77 
 5029 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; SS007 ; 101 
 5030 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; anna53 ; 122 
 5031 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; МиХаИл_32 ; 72 
 5032 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 10 ; МиХаИл_32 ; 53 
 5033 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; SS007 ; 216 
 5034 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; lelik13821 ; 239 
 5035 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 27 ; sotnik ; 310 
 5036 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 23 ; new life ; 333 
 5037 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 19 ; ек ; 300 
 5038 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 24 ; Rustiano ; 301 
 5039 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; guronidze ; 301 
 5040 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 12 ; lva08 ; 153 
 5041 ; Талон на обед ;  ;  ;  ;  ; 16 ; vladmarkin ; 177 
 5042 ; Талон на обед ;  ;  ;  ;  ; 17 ; vladmarkin ; 340 
 5043 ; Талон на хлеб ;  ;  ;  ;  ; 19 ; vitab ; 378 
 5044 ; 50 копеек ; 1919 ;  ;  ;  ; 15 ; dragonfly ; 306 
 5045 ; 5 рублей ; 1919 ; Армения ;  ;  ; 27 ; val211 ; 329 
 5046 ; 2 гривни ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ;  ; 8 ; cboker ; 255 
 5047 ; 5 рублей. Юденич ; 1919 ;  ;  ;  ; 18 ; val211 ; 521 
 5048 ; 10 рублей. Юденич ; 1919 ;  ;  ;  ; 29 ; Shedu ; 433 
 5049 ; 1 рубль ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 28 ; Aviator4 ; 536 
 5050 ; 1 рубль ; 1976 ;  ;  ;  ; 31 ; don Pacheko ; 102 
 5051 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 10 ; Олег33 ; 407 
 5052 ; 10000 рублей ; 1992 ; банкнота ;  ;  ; 30 ; anna53 ; 424 
 5053 ; 100 рублей ; 1991 ; билет ;  ;  ; 16 ; 312 ; 55 
 5054 ; 500 рублей ; 1991 ; билет ;  ;  ; 14 ; Nushrok05 ; 100 
 5055 ; 25 рублей. Юденич ; 1919 ;  ;  ;  ; 20 ; Олег33 ; 810 
 5056 ; 5 рублей ; 1925 ; Гос.казначейские билеты СССР ;  ;  ; 83 ; Aleks_Smith ; 3059 
 5057 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 17 ; denis.davydov ; 50 
 5058 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 13 ; new life ; 54 
 5059 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 7 ; new life ; 50 
 5060 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 13 ; Yamilov ; 90 
 5061 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; Монетный ; 79 
 5062 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; Rustiano ; 90 
 5063 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 20 ; Глеб ; 70 
 4022 ; Лот монет Великобритании, Сингапура, Индии, Египта, ЮАР, Саудовской Аравии, Востока (11шт). На одной монете припаян крепеж ;  ;  ; Cu-Ni,Би/м,б/м, ; VF/XF ; 20 ; циркус ; 101 
 4023 ; Лот монет Веймара: 50 пфеннигов (5шт) ; 1920-1922 ;  ; Al ; VF/XF ; 10 ; buben ; 48 
 4024 ; Лот монет Германии ("уничтоженные" банком монеты):8шт ;  ;  ; Cu-Ni,Al/Br ; VF/XF ; 17 ; елец ; 186 
 4025 ; Лот монет Великобритании: 9шт ;  ;  ; Br ; F+/VF ; 34 ; alapabula ; 227 
 4026 ; Лот монет Китая,Кореи и Японии: 9шт ;  ;  ; Cu-Ni,Br,Al ; F/VF ; 31 ; елец ; 453 
 4027 ; Лот монет Украины: 19шт ;  ;  ; Лат,St ; VF/XF ; 23 ; 338 ; 51 
 4028 ; Лот монет Ирландии: 5шт ;  ;  ; Cu-Ni,Br ; VF ; 42 ; елец ; 83 
 4029 ; Лот монет Турции: 6шт ;  ;  ; Cu-Ni,Би/м ; VF/VF+ ; 30 ; елец ; 31 
 4030 ; Лот монет Ман-Марино: 50,20 евроцентов (2шт) ; 2008 ;  ; Лат ; AU ; 18 ; Sergio L ; 170 
 4031 ; Лот монет США: 1 цент (15шт) ;  ;  ; Br,Zn ; F/F-VF ; 9 ; нв1975 ; 227 
 4032 ; Лот монет Китая: 9шт ;  ;  ; Al ; VF-XF/XF ; 18 ; Почта России ; 51 
 4033 ; Лот монет Кипра и Греции: 8шт ;  ;  ; Al/Br,Cu-Ni ; VF-XF ; 35 ; елец ; 101 
 4034 ; Лот монет Австрии: 12шт ;  ;  ; Br,Fe ; F-VF/VF ; 36 ; YAV71 ; 348 
 4035 ; Лот монет Непала (5шт) ; 20 век ;  ; Б/м,ж/м ; VF- ; 29 ; Zarik ; 181 
 4036 ; Лот монет мира (27шт) ;  ;  ; Cu-Ni,Al,ж/м,б/ ; VF/XF ; 70 ; елец ; 577 
 4037 ; Лот снят ;  ;  ;  ;  ; 0 ;  ; 0 
 4038 ; Лот монет Великобритании:  20шт ;  ;  ; Cu-Ni ; VF/XF ; 35 ; Жираф ; 348 
 4039 ; Лот монет Ирана (7шт) ;  ;  ; Б/м,ж/м ; AU ; 55 ; b197312 ; 354 
 4040 ; Лот монет Парагвай (3шт) ; 1988-1995 ;  ; Б/м,ж/м ; VF/XF ; 16 ; Dahan ; 148 
 4041 ; Лот монет США: 10шт. Отверстия ;  ;  ; Cu-Ni ; F/F-VF ; 23 ; дилитант ; 235 
 4042 ; Лот евромонет (10шт): 1 евро. Литва, Латвия, Эстония ; 2011-2015 ;  ; би/м ; XF ; 13 ; xxxl ; 816 
 4043 ; Лот монет США: 1/4 доллара (4шт) ;  ;  ; Cu-Ni ; VF ; 18 ; fuzzyfly ; 138 
 4044 ; Лот монет Ирландии: 15шт ;  ;  ; Br ; VF ; 14 ; banks ; 165 
 4045 ; Лот евромонет (10шт): 1 евро. Литва, Латвия ; 2014-2015 ;  ; би/м ; XF ; 20 ; xxxl ; 803 
 4046 ; Лот евромонет (4шт). 2 евро. 1 евро, 20центов,10центов. Латвия ; 2014 ;  ; би/м,ж/м ; AU ; 28 ; xxxl ; 310 
 4047 ; Лот монет США: 1 цент (15шт) ;  ;  ; Br ; XF ; 5 ; indigo-rus ; 92 
 4048 ; Лот монет Италии (4шт) ; 20век ;  ; б/м,жм,би/м ; VF-XF ; 26 ; semennurspb ; 42 
 4049 ; Лот монет Саудовской Аравии, Барбадос, Алжир, Непал, Бермуды (7шт) ; 1966-1977 ;  ; Cu-Ni,Br,Al, ; VF/XF+ ; 30 ; whatis.ru ; 117 
 4050 ; Лот монет Европы (7шт) ; 20в ;  ;  ;  ; 26 ; kergudu ; 125 
 4051 ; Лот евромонет (5шт): 2 евро. Латвия ; 2014 ;  ; би/м ; XF/AU ; 14 ; Мотя ; 833 
 4052 ; Лот монет Пруссии: 3 пфеннига (3шт) ; 1859-1873 ;  ; Cu ; F-VF ; 18 ; Виктор Ф ; 212 
 4053 ; Лот монет Великобритании и Франции (5шт) ; 1912-1920 ;  ; б/м,ж/м ; F+/VF ; 32 ; елец ; 104 
 4054 ; Лот монет Уругвай (4шт) ; 1981-1998 ;  ; Cu-Ni,Al,ж/м ; VF/VF+ ; 31 ; юрий73 ; 159 
 4055 ; Лот монет Словакии: 8шт ;  ;  ; Cu-Ni,Br ; XF/XF+ ; 23 ; юрий73 ; 233 
 4056 ; Лот монет Великобританиии (3шт): 6 пенсов ; 1927-1942 ;  ; Ag ; VF- ; 11 ; guronidze ; 202 
 4057 ; Лот монет Великобританиии (3шт): 10,5 пенсов,1пенни ; 1994 ;  ; б/м,ж/м ; Unc ; 23 ; alapabula ; 139 
 4058 ; Лот монет Великобританиии (17шт): 6 пенсов ; 1948-1967 ;  ; Cu-Ni ; VF/XF ; 37 ; alapabula ; 312 
 5001 ; 2 копейки ; 1917 ; Деньги-марки ;  ;  ; 8 ; ship-nik ; 100 
 5002 ; 3 копейки ; 1915 ; Деньги-марки ;  ;  ; 8 ; я8844 ; 68 
 5003 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 14 ; ек ; 37 
 5004 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 16 ; ек ; 39 
 5005 ; 20 копеек ; 1915 ; Деньги-марки ;  ;  ; 22 ; yuvg ; 101 
 5006 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 14 ; lelik13821 ; 112 
 5007 ; 2 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 40 ; don Pacheko ; 132 
 5008 ; 3 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 14 ; Олег33 ; 155 
 5009 ; 5 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 53 ; u10257 ; 827 
 5010 ; 15 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 18 ; wv ; 184 
 5011 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 16 ; don Pacheko ; 159 
 5012 ; 60 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 39 ; Ustin ; 462 
 5013 ; 5 копеек ; 1989 ;  ;  ;  ; 18 ; vitab ; 125 
 3972 ; Лот монет Болгарии: 50,20,10 лева, 50 стотинок (4шт) ; 1937,1997 ;  ; Al/Br ; VF/XF ; 18 ; элли ; 125 
 3973 ; Лот монет Польши, Финляндии, Венгрии, Великобритании, США,Швеции: 31шт ;  ;  ; cu-Ni,Br ; F+/VF+ ; 47 ; ain ; 602 
 3974 ; Лот монет Болгарии: 1 лев, 50,20,10,5,2,1 стотинка (7шт) ; 1999-2002 ;  ; Cu-Ni,Cu-Zn,Би/ ; AU ; 27 ; Artemon ; 163 
 3975 ; Лот монет Финляндии: 16шт ;  ;  ; Ag,Cu-Ni ; VF-/VF+ ; 14 ; Maks87 ; 265 
 3976 ; Лот монет Англии: 15шт ;  ;  ; Br ; F/F+ ; 28 ; alapabula ; 306 
