 6607 ; Блюдце фирмы Александр Качъ ;  ;  ; Ж/м ;  ; 44 ; volkova21 ; 263 
 6326 ; Заказное письмо. Москва - Берлин (воздушная почта) ; 1927 ;  ;  ;  ; 34 ; Приор ; 2265 
 6327 ; Письмо. Москва - Берлин (35 марок) ; 1923 ;  ;  ;  ; 29 ; Приор ; 2123 
 6328 ; Лот КПД (4 штуки) ; 1989 ;  ;  ;  ; 40 ; Григорий Богослов ; 405 
 6329 ; Лот почтовых конвертов со спецгашением (2 штуки) ;  ;  ;  ;  ; 9 ; nikki999 ; 13 
 6330 ; Лот почтовых конвертов со спецгашением (8 штук) ;  ;  ;  ;  ; 22 ; nikki999 ; 81 
 6331 ; Лот почтовых конвертов со спецгашением (5 штук) ;  ;  ;  ;  ; 8 ; nikki999 ; 16 
 6332 ; Лот почтовых конвертов со спецгашением (4 штуки) ;  ;  ;  ;  ; 16 ; Григорий Богослов ; 57 
 6333 ; Лот почтовых конвертов со спецгашением (5 штук) ;  ;  ;  ;  ; 14 ; Григорий Богослов ; 45 
 6334 ; Лот почтовых конвертов со спецгашением (3 штуки) ;  ;  ;  ;  ; 8 ; Григорий Богослов ; 16 
 6335 ; Лот КПД (2 штуки) ;  ;  ;  ;  ; 9 ; Григорий Богослов ; 227 
 6336 ; Лот КПД (4 штуки) ; 1989 ;  ;  ;  ; 14 ; Григорий Богослов ; 407 
 6337 ; Лот КПД (3 штуки) Великобритания ; 1969 ;  ;  ;  ; 14 ; Григорий Богослов ; 340 
 6338 ; Лот КПД США "1-ая высадка человека на луну" (2 штуки) ; 1969 ;  ;  ;  ; 8 ; Григорий Богослов ; 227 
 6339 ; Лот КПД (2 штуки) ; 1989 ;  ;  ;  ; 14 ; aletta ; 81 
 6340 ; КПД ; 1988 ;  ;  ;  ; 11 ; aletta ; 40 
 6341 ; КПД ; 1987 ;  ;  ;  ; 8 ; Краснодар ; 57 
 6342 ; Лот КПД (2 штуки) ;  ;  ;  ;  ; 3 ; aletta ; 8 
 6343 ; Лот КПД (3 штуки) ;  ;  ;  ;  ; 23 ; aletta ; 101 
 6344 ; Конверт с вложением и штампом "Международное" (Зоологический институт) ; 1959 ;  ;  ;  ; 1 ; О)(ОТНИК ; 2 
 6345 ; Лот почтовых конвертов с вложениями (4 штуки)  Институт Арктики и Антарктики ;  ;  ;  ;  ; 4 ; Григорий Богослов ; 11 
 6346 ; Лот почтовых конвертов (5 штук) ;  ;  ;  ;  ; 9 ; ialaiola ; 15 
 6347 ; Лот почтовых конвертов (6 штук) ;  ;  ;  ;  ; 3 ; О)(ОТНИК ; 12 
 6348 ; Лот почтовых конвертов (6 штук) ;  ;  ;  ;  ; 7 ; ialaiola ; 16 
 6349 ; Лот почтовых конвертов (в Зоологический институт) 3 штуки (2 с вложениями) ;  ;  ;  ;  ; 3 ; О)(ОТНИК ; 11 
 6350 ; Лот почтовых конвертов со спецгашением (5 штук) ;  ;  ;  ;  ; 28 ; Григорий Богослов ; 50 
 6401 ; Работа Сергея Зиновкина из серии - Inktober. День 21 - Сокровище ;  ;  ;  ;  ; 13 ; MUPS ; 255 
 6402 ; Работа Сергея Зиновкина из серии - Inktober. День 20 - Поступь ;  ;  ;  ;  ; 21 ; MUPS ; 463 
 6403 ; Работа Дарьи Шадриной. Яхт клуб ;  ;  ;  ;  ; 73 ; MUPS ; 1516 
 6404 ; Работа Дарьи Шадриной. Причал ;  ;  ;  ;  ; 17 ; LEXAI ; 334 
 6405 ; Работа Татьяны Викторовой. Город на закате, 2019 год ;  ;  ;  ;  ; 5 ; lavist ; 340 
 6406 ; Работа Елены Мороз. Пионы, 2019 год ;  ;  ;  ;  ; 61 ; 111111 ; 2103 
 6407 ; Серебряная ручка SOKOLOV. Вес-19,65г. В подарочной коробке, с биркой ;  ;  ; Ag925 ;  ; 64 ; жека77 ; 3198 
 6408 ; Папка для хранения рисунков и документов. Конрос ;  ;  ;  ;  ; 52 ; -777- ; 204 
 6409 ; Карандаш Leuchtturm1917 ;  ;  ;  ;  ; 11 ; Philini ; 35 
 6410 ; Карандаш Leuchtturm1917 ;  ;  ;  ;  ; 18 ; Philini ; 42 
 6411 ; Еженедельник-блокнот POCKET A6 на 2017 год, фиолетовый. Leuchtturm1917, #348239 ;  ;  ;  ;  ; 38 ; трутень ; 99 
 6412 ; Еженедельник MEDIUM А5 на 2017 год, оранжевый. Leuchtturm1917, #348257 ;  ;  ;  ;  ; 18 ; EmCteklo ; 79 
 6413 ; Ежемесячник-блокнот COMPOSITION B5 на 2017 год, фламинго. Leuchtturm1917, #348297 ;  ;  ;  ;  ; 32 ; Dmitry82 ; 60 
 6414 ; Адресная книга MINI A7, черный, 26 стр. Leuchtturm1917, #325725 ;  ;  ;  ;  ; 12 ; Vanomah ; 47 
 6415 ; Капсулы с лупой MAGNICAPS для монет - 18 мм. Упаковка 2 шт. Leuchtturm, #346140 ;  ;  ;  ;  ; 33 ; vedomosti ; 276 
 6416 ; Капсулы для монет – 33 мм, упаковка 10 шт. Россия ;  ;  ;  ;  ; 17 ; лампедуза ; 102 
 6417 ; Капсулы для монет – 30 мм (круг), упаковка 10 шт. Россия ;  ;  ;  ;  ; 11 ; лампедуза ; 71 
 6418 ; Капсулы для монет – 16 мм, упаковка 10 шт. Россия ;  ;  ;  ;  ; 21 ; Sk-masshtab ; 71 
 6269 ; Почтовая карточка ;  ;  ;  ;  ; 14 ; carte ; 50 
 6270 ; Почтовая карточка ;  ;  ;  ;  ; 27 ; ZOLTAN 333 ; 203 
 6271 ; Почтовая карточка ;  ;  ;  ;  ; 21 ; carte ; 92 
 6272 ; Почтовая карточка ;  ;  ;  ;  ; 12 ; carte ; 42 
 6273 ; Почтовая карточка ;  ;  ;  ;  ; 9 ; carte ; 42 
 6274 ; Почтовая карточка ;  ;  ;  ;  ; 9 ; carte ; 33 
 6275 ; Почтовая карточка ;  ;  ;  ;  ; 5 ; О)(ОТНИК ; 12 
 6276 ; Почтовая карточка ;  ;  ;  ;  ; 12 ; carte ; 129 
 6277 ; Почтовая карточка ;  ;  ;  ;  ; 13 ; graff36alex ; 79 
 6278 ; Почтовая карточка. Дюжикова ;  ;  ;  ;  ; 12 ; О)(ОТНИК ; 57 
 6279 ; Почтовая карточка. Коммисаржевская ;  ;  ;  ;  ; 17 ; О)(ОТНИК ; 110 
 6280 ; Почтовая карточка. Трефилова ;  ;  ;  ;  ; 22 ; carte ; 111 
 6281 ; Почтовая карточка ;  ;  ;  ;  ; 13 ; О)(ОТНИК ; 51 
 6282 ; Почтовая карточка ;  ;  ;  ;  ; 19 ; carte ; 58 
 6283 ; Почтовая карточка ;  ;  ;  ;  ; 13 ; carte ; 67 
 6284 ; Почтовая карточка. Седова ;  ;  ;  ;  ; 10 ; О)(ОТНИК ; 51 
 6285 ; Почтовая карточка. Балетта ;  ;  ;  ;  ; 26 ; carte ; 80 
 6286 ; Почтовая карточка ;  ;  ;  ;  ; 15 ; stilsb ; 111 
 6287 ; Почтовая карточка ;  ;  ;  ;  ; 15 ; ZIMOGOR ; 153 
 6288 ; Почтовая карточка со спецгашением. Германия ; 1938 ;  ;  ;  ; 18 ; stilsb ; 347 
 6289 ; Фотокарточка ;  ;  ;  ;  ; 19 ; aletta ; 555 
 6290 ; Фотокарточка ; 1912 ;  ;  ;  ; 23 ; flutter ; 265 
 6291 ; Почтовая карточка со спецгашением  (Международное) ;  ;  ;  ;  ; 18 ; Приор ; 150 
 6292 ; Лот фотокарточек (5 штук ,малый размер) ;  ;  ;  ;  ; 26 ; doc2 ; 521 
 6293 ; Почтовая карточка. Крейсер 1-го ранга "Аскольд" ;  ;  ;  ;  ; 28 ; graff36alex ; 408 
 6294 ; Почтовая карточка. Худ. Елизавета Бёмъ ;  ;  ;  ;  ; 38 ; aletta ; 546 
 6295 ; Почтовая карточка. Худ. Елизавета Бёмъ ;  ;  ;  ;  ; 17 ; aletta ; 555 
 6296 ; Почтовая карточка. Ледокол "Ермак" ;  ;  ;  ;  ; 18 ; Григорий Богослов ; 403 
 6297 ; Почтовая карточка. "Енисей" ;  ;  ;  ;  ; 19 ; RAPAN ; 580 
 6298 ; Почтовая карточка. Танк ;  ;  ;  ;  ; 19 ; doc2 ; 340 
 6299 ; Лот почтовых карточек (3 штуки) ;  ;  ;  ;  ; 23 ; физмат ; 419 
 6300 ; Почтовая карточка. Петровск ;  ;  ;  ;  ; 26 ; ZIMOGOR ; 141 
 6301 ; Почтовая карточка. Наполеон ;  ;  ;  ;  ; 10 ; танкер Дербент ; 183 
 6302 ; Почтовая карточка. Последнее видение ;  ;  ;  ;  ; 16 ; Markgraf ; 55 
 6303 ; Почтовая карточка. Выбирай жену не в Хороводе, а в Огороде! ;  ;  ;  ;  ; 18 ; SS2008 ; 356 
 6304 ; Почтовая карточка ;  ;  ;  ;  ; 15 ; О)(ОТНИК ; 135 
 6305 ; Почтовая карточка. Петербурго-Варшавский вокзал ;  ;  ;  ;  ; 39 ; ZIMOGOR ; 253 
 6306 ; Почтовая карточка ;  ;  ;  ;  ; 7 ; attila375 ; 312 
 6307 ; Почтовая карточка. "Сегодня ТЫ, а завтра Я" ;  ;  ;  ;  ; 13 ; Рисковый ; 87 
 6308 ; Почтовая карточка. "Новобранцы" ;  ;  ;  ;  ; 17 ; seer ; 159 
 6309 ; Лот почтовых карточек (7 штук) ;  ;  ;  ;  ; 38 ; пмт79 ; 410 
 6310 ; Лот почтовых карточек (7 штук) ;  ;  ;  ;  ; 30 ; пмт79 ; 410 
 6311 ; Лот почтовых карточек (7 штук) ;  ;  ;  ;  ; 25 ; vic2 ; 347 
 6312 ; Лот почтовых карточек (6 штук) ;  ;  ;  ;  ; 23 ; пмт79 ; 315 
 6313 ; Лот почтовых карточек (7 штук) ;  ;  ;  ;  ; 23 ; пмт79 ; 375 
 6314 ; Лот почтовых карточек (7 штук) ;  ;  ;  ;  ; 29 ; 1gold ; 271 
 6315 ; Лот почтовых карточек (7 штук) ;  ;  ;  ;  ; 24 ; пмт79 ; 333 
 6316 ; Лот почтовых карточек (6 штук) ;  ;  ;  ;  ; 10 ; SS2008 ; 373 
 6317 ; Письмо. Москва (местное гашение Всесоюзной Филателистической выставки) ; 1923 ;  ;  ;  ; 35 ; Приор ; 498 
 6318 ; заказное письмо (Кубанский округ) - Вена ; 1933 ;  ;  ;  ; 21 ; Приор ; 1245 
 6219 ; Лот почтовых карточек (10 штук) ;  ;  ;  ;  ; 23 ; пмт79 ; 507 
 6220 ; Лот почтовых карточек (10 штук) ;  ;  ;  ;  ; 13 ; vic2 ; 318 
 6221 ; Почтовая карточка. Новое заседание Совета войны союзников в Генеральном штабе Франции (Антанта) ;  ;  ;  ;  ; 38 ; doc2 ; 1020 
 6222 ; Почтовая карточка. Альпийский бомбист, несущий груз трёх мулов (Первый гранатомётчик 1914 года) ;  ;  ;  ;  ; 10 ; doc2 ; 204 
 6223 ; Почтовая карточка. Французская Армия 1914 года, новый наряд пехоты ;  ;  ;  ;  ; 6 ; лесовод ; 108 
 6224 ; Почтовая карточка. Большие маневры 1908, орудие  75 мм ;  ;  ;  ;  ; 8 ; ga2012 ; 114 
 6225 ; Почтовая карточка. Красная шапочка босиком ;  ;  ;  ;  ; 20 ; 1gold ; 128 
 6226 ; Почтовая карточка. Марокканские стрелки при инвентаризации их добычи ;  ;  ;  ;  ; 6 ; лесовод ; 108 
 6227 ; Почтовая карточка. Большие маневры 1908, Драгуны в авангарде с пулемётами ;  ;  ;  ;  ; 7 ; Волчек ; 114 
 6228 ; Почтовая карточка. Принц Уэльский знаменосец гвардейских гренадеров ;  ;  ;  ;  ; 8 ; doc2 ; 114 
 6229 ; Почтовая карточка. Большие маневры 1908, орудие  75 мм в действии стрельбы ;  ;  ;  ;  ; 7 ; flutter ; 118 
 6230 ; Почтовая карточка. Война 1914-1915 на Балканах. Лагерь Гвардии ;  ;  ;  ;  ; 13 ; carre ; 128 
 6231 ; Почтовая карточка. Драгуны. Упражнения - Сабля в руке ;  ;  ;  ;  ; 8 ; doc2 ; 114 
 6232 ; Лот. Отрезной купон, почтовая карточка и открытое казенное письмо ;  ;  ;  ;  ; 16 ; MRR ; 81 
 6233 ; Почтовая карточка ; 1931 ;  ;  ;  ; 26 ; ulf ; 260 
 6234 ; Фотокарточка с сургучной печатью ;  ;  ;  ;  ; 26 ; doc2 ; 578 
 6235 ; Почтовая карточка. Потоцкая ;  ;  ;  ;  ; 25 ; О)(ОТНИК ; 90 
 6236 ; Почтовая карточка. Павлова ;  ;  ;  ;  ; 33 ; doc2 ; 666 
 6237 ; Почтовая карточка. Павлова ;  ;  ;  ;  ; 22 ; carte ; 685 
 6238 ; Почтовая карточка ;  ;  ;  ;  ; 23 ; carte ; 65 
 6239 ; Почтовая карточка. Преображенская ;  ;  ;  ;  ; 28 ; doc2 ; 457 
 6240 ; Почтовая карточка. Гонская ;  ;  ;  ;  ; 18 ; doc2 ; 333 
 6241 ; Почтовая карточка. Рославлева ;  ;  ;  ;  ; 21 ; doc2 ; 402 
 6242 ; Почтовая карточка. Долина ;  ;  ;  ;  ; 7 ; О)(ОТНИК ; 51 
 6243 ; Почтовая карточка. Леонова ;  ;  ;  ;  ; 18 ; carte ; 296 
 6244 ; Почтовая карточка. Домашева ;  ;  ;  ;  ; 17 ; doc2 ; 333 
 6245 ; Почтовая карточка ;  ;  ;  ;  ; 17 ; carte ; 55 
 6246 ; Почтовая карточка. Обухова ;  ;  ;  ;  ; 14 ; О)(ОТНИК ; 56 
 6247 ; Почтовая карточка. Насилова ;  ;  ;  ;  ; 28 ; carte ; 108 
 6248 ; Почтовая карточка. Васильева ;  ;  ;  ;  ; 26 ; Gtm ; 114 
 6249 ; Почтовая карточка ;  ;  ;  ;  ; 11 ; graff36alex ; 57 
 6250 ; Почтовая карточка ;  ;  ;  ;  ; 19 ; carte ; 102 
 6251 ; Почтовая карточка ;  ;  ;  ;  ; 14 ; carte ; 67 
 6252 ; Почтовая карточка. Домашева ;  ;  ;  ;  ; 29 ; Tasavalta ; 107 
 6253 ; Почтовая карточка ;  ;  ;  ;  ; 15 ; graff36alex ; 51 
 6254 ; Почтовая карточка ;  ;  ;  ;  ; 26 ; graff36alex ; 55 
 6255 ; Почтовая карточка ;  ;  ;  ;  ; 14 ; carte ; 50 
 6256 ; Почтовая карточка. Коммиссаржевская ;  ;  ;  ;  ; 9 ; Oleg72 ; 223 
 6257 ; Почтовая карточка ;  ;  ;  ;  ; 12 ; carte ; 50 
 6258 ; Почтовая карточка. Рутковская ;  ;  ;  ;  ; 19 ; О)(ОТНИК ; 101 
 6259 ; Почтовая карточка ;  ;  ;  ;  ; 12 ; Tasavalta ; 46 
 6260 ; Почтовая карточка ;  ;  ;  ;  ; 10 ; graff36alex ; 28 
 6261 ; Почтовая карточка. Кавальери ;  ;  ;  ;  ; 19 ; carte ; 114 
 6262 ; Почтовая карточка ;  ;  ;  ;  ; 5 ; О)(ОТНИК ; 31 
 6263 ; Почтовая карточка ;  ;  ;  ;  ; 20 ; carte ; 51 
 6264 ; Почтовая карточка. Кавальери ;  ;  ;  ;  ; 27 ; carte ; 144 
 6265 ; Почтовая карточка. Кавальери ;  ;  ;  ;  ; 19 ; stilsb ; 111 
 6266 ; Почтовая карточка. Кавальери ;  ;  ;  ;  ; 10 ; carte ; 58 
 6267 ; Почтовая карточка. Кавальери ;  ;  ;  ;  ; 36 ; stilsb ; 117 
 6268 ; Почтовая карточка ;  ;  ;  ;  ; 14 ; carte ; 59 
 6126 ; Комплект марок. Точечная наклейка ;  ;  ;  ;  ; 18 ; vladimirV ; 80 
 6127 ; Комплект марок. Точечная наклейка ;  ;  ;  ;  ; 6 ; Eichhörnchen ; 69 
 6128 ; Комплект марок. Точечная наклейка. 2 марки с обрезанными зубцами ;  ;  ;  ;  ; 7 ; Holder31 ; 306 
 6129 ; Комплект марок. Точечная наклейка ;  ;  ;  ;  ; 30 ; СВИ ; 299 
 6130 ; Комплект марок. Точечная наклейка ;  ;  ;  ;  ; 15 ; тикси3 ; 227 
 6131 ; Комплект марок. Точечная наклейка ;  ;  ;  ;  ; 9 ; jachin ; 65 
 6132 ; Комплект марок. Точечная наклейка ;  ;  ;  ;  ; 9 ; связист ; 257 
 6133 ; Комплект марок. Точечная наклейка ;  ;  ;  ;  ; 11 ; связист ; 221 
 6134 ; Комплект марок. Точечная наклейка ;  ;  ;  ;  ; 10 ; roza77 ; 66 
 6135 ; Комплект марок. Точечная наклейка ;  ;  ;  ;  ; 10 ; тикси3 ; 70 
