 5861 ; Бона иностранная Эквадор ;  ;  ;  ; AU ; 19 ; dmivanych ; 120 
 5348 ; Лот бон 25 рублей 2 шт ; 1909 ;  ;  ;  ; 26 ; gdrg2 ; 162 
 5349 ; 500 рублей ; 1920 ;  ;  ;  ; 32 ; кузнец ; 330 
 5350 ; 100 рублей 4 шт ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 17 ; Carca^ss ; 583 
 5351 ; 1 рубль золотом ; 1928 ; Гос.казначейские билеты СССР ;  ;  ; 36 ; Carca^ss ; 1738 
 5352 ; 5 рублей ; 1947 ; Гос.казначейский билет ;  ;  ; 22 ; rad22 ; 2042 
 5353 ; 50 рублей ; 1918 ; Туркестан ;  ;  ; 59 ; Семирек ; 1389 
 5354 ; Бона 25 рублей ; 1920 ;  ;  ;  ; 15 ; ЛАВ-13 ; 816 
 5355 ; Лот бон 4 шт. ;  ;  ;  ;  ; 30 ; спарта ; 453 
 5356 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; никсер ; 401 
 5357 ; 10000 рублей ; 1919 ;  ;  ;  ; 26 ; majkl ; 375 
 5358 ; 3 червонца ; 1937 ; Билет ;  ;  ; 22 ; kansk ; 854 
 5359 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 31 ; musik ; 669 
 5360 ; 100 рублей ; 1947 ; билет ;  ;  ; 16 ; gdrg2 ; 787 
 5361 ; 50000 рублей ; 1994 ; банкнота ;  ;  ; 22 ; Andrew1978 ; 711 
 5362 ; Облигация в 500 марок. Общество Орловско-Грязкой железной дороги ; 1889 ;  ;  ;  ; 49 ; siemеns ; 450 
 5363 ; Облигация в 1000 гульденов. Московско-Смоленская железная дорога ; 1869 ;  ;  ;  ; 58 ; TiBuL ; 459 
 5364 ; Облигация в 125 рублей золотом. Российский золотой заем ; 1894 ;  ;  ;  ; 20 ; luda ; 357 
 5365 ; Пять облигацйй, каждая в 125 рублей. Общество Юго-Западных железных дорог ; 1885 ;  ;  ;  ; 35 ; luda ; 459 
 5366 ; Облигация на 20 фунтов стерлингов. Общество Московско-Виндаво-Рыбинской железной дороги ; 1899 ;  ;  ;  ; 54 ; siemеns ; 510 
 5367 ; Облигация в 1000 марок. Общество Московско-Казанской железной дороги ; 1911 ;  ;  ;  ; 19 ; siemеns ; 510 
 5368 ; Пять облигаций на сумму 937руб. 50коп. С купонами. Российский государственный заем ; 1909 ;  ;  ;  ; 12 ; luda ; 357 
 5369 ; Облигация в 2000 марок. С купонами. Общество Московско-Казанской железной дороги ; 1911 ;  ;  ;  ; 33 ; TiBuL ; 459 
 5370 ; Облигация в 125 рублей. С купонами. Общество Юго-Западных железных дорог ; 1885 ;  ;  ;  ; 9 ; TiBuL ; 459 
 5371 ; Пять облигаций на сумму 625 рублей золотом. Российский золотой заем ; 1894 ;  ;  ;  ; 13 ; siemеns ; 350 
 5372 ; Пять облигаций на сумму 937 руб. 50коп. Российский государственный заем ; 1906 ;  ;  ;  ; 10 ; siemеns ; 350 
 5373 ; Облигация в 2000 марок. Российский государственный заем ; 1902 ;  ;  ;  ; 23 ; denis2225 ; 765 
 5374 ; Облигация в 500 марок. Общество Владикавказской железной дороги ; 1898 ;  ;  ;  ; 9 ; TiBuL ; 357 
 5375 ; Лот облигаций в 125 рублей. 2 шт. Императорское Российское правительство ; 1880 ;  ;  ;  ; 16 ; luda ; 357 
 5376 ; Лот облигаций в 125 рублей. 3 шт. Общество Юго-Западных железных дорог ; 1885 ;  ;  ;  ; 58 ; TiBuL ; 408 
 5077 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 31 ; strutikut ; 291 
 5078 ; 3 копейки ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 35 ; слоник ; 340 
 5079 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 38 ; слоник ; 340 
 5080 ; 1 копейка ; 1924 ; Разменные казн.боны ;  ; AU ; 42 ; maks169 ; 3009 
 5081 ; 2 копейки ; 1924 ; Разменные казн.боны ;  ; AU ; 34 ; maks169 ; 3009 
 5082 ; 100 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ; AU ; 11 ; 06031983 ; 1020 
 5083 ; 50 копеек. Екатеринодар ;  ;  ;  ; AU ; 43 ; ЛАВ-13 ; 356 
 5084 ; 250 рублей ; 1919 ;  ;  ;  ; 20 ; oksmi ; 123 
 5085 ; 250 рублей ; 1919 ;  ;  ;  ; 20 ; bonist-3A ; 1134 
 5086 ; 250 рублей ; 1919 ;  ;  ;  ; 18 ; bonist-3A ; 791 
 5087 ; 500 рублей ; 1919 ;  ;  ;  ; 25 ; bonist-3A ; 713 
 5088 ; 500 рублей ; 1919 ;  ;  ;  ; 15 ; спарта ; 713 
 5089 ; 500 рублей ; 1919 ;  ;  ;  ; 13 ; bonist-3A ; 713 
 5090 ; 1000 рублей ; 1919 ;  ;  ;  ; 5 ; Александр007 ; 316 
 5091 ; 100 рублей ; 1916 ;  ;  ;  ; 21 ; solder13 ; 407 
 5092 ; 100 рублей ; 1916 ;  ;  ;  ; 15 ; ЛАВ-13 ; 399 
 5093 ; 100 рублей ; 1915 ;  ;  ;  ; 15 ; RusScat ; 407 
 5094 ; 1000 рублей ; 1916 ;  ;  ;  ; 18 ; RusScat ; 407 
 5095 ; 1000 рублей ; 1915 ;  ;  ;  ; 48 ; RusScat ; 433 
 5096 ; 5 червонцев ; 1928 ; Билет ;  ;  ; 73 ; kont ; 35700 
 5097 ; 1000 рублей ; 1917 ; 5% кр.обязательства ;  ;  ; 22 ; kont ; 3184 
 5098 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 29 ; val211 ; 177 
 5099 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 12 ; ек ; 216 
 5100 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 29 ; ек ; 395 
 5301 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 16 ; никсер ; 194 
 5302 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 35 ; Конрос77 ; 261 
 5303 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 32 ; Gorood ; 1530 
 5304 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 32 ; Семирек ; 906 
 5305 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; Vb[fksx ; 259 
 5306 ; 10 рублей ; 1909 ; Тимашев. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 25 ; sher60 ; 793 
 5307 ; Лот бон 14 шт. 1,3,5,10,25 рублей (Коншин,Шипов) ; 1898-1909 ;  ;  ;  ; 24 ; сортам70 ; 433 
 5308 ; Лот бон 30 шт. 10 рублей ; 1909 ;  ;  ;  ; 20 ; 8888 ; 842 
 5309 ; Лот бон 13 шт. 5 рублей ; 1909 ;  ;  ; AU ; 23 ; ЛАВ-13 ; 681 
 5310 ; Лот бон 21 шт. 5 рублей ; 1909 ;  ;  ;  ; 15 ; ЛАВ-13 ; 500 
 5311 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 23 ; musik ; 170 
 5312 ; Лот бон 5 шт. 250 и 1000 рублей ; 1917 ;  ;  ;  ; 29 ; bonist-3A ; 626 
 5313 ; Бона 10 рублей "АРКТИКУГОЛЬ". ;  ;  ;  ;  ; 53 ; k212 ; 806 
 5314 ; Бона 5 рублей "АРКТИКУГОЛЬ". ;  ;  ;  ;  ; 36 ; k212 ; 712 
 5315 ; Бона 3 рубля "АРКТИКУГОЛЬ". ;  ;  ;  ;  ; 17 ; скорпион_48 ; 305 
 5316 ; 3 рубля ; 1898 ; Тимашев. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 22 ; unkas79 ; 5792 
 5317 ; Лот бон 1 рубль. 10 шт ; 1898 ;  ;  ;  ; 46 ; cr2952 ; 612 
 5318 ; Лот бон 5 рублей. 10 шт ; 1909 ;  ;  ;  ; 37 ; ЛАВ-13 ; 250 
 5319 ; Лот бон 3,5,10 рублей 9 шт. Коншин ; 1905-1909 ;  ;  ;  ; 27 ; Cosmos ; 367 
 5320 ; 3 рубля ; 1919 ;  ;  ;  ; 37 ; лабрис ; 1259 
 5321 ; 5 рублей ; 1918 ;  ;  ;  ; 34 ; dmivanych ; 561 
 5322 ; 10 рублей ; 1918 ;  ;  ;  ; 44 ; SANGOLD1 ; 561 
 5323 ; 100 рублей ; 1918 ; Разменные знаки.Совнарком Терской республики ;  ;  ; 34 ; air ; 1938 
 5324 ; 500 рублей ; 1919 ;  ;  ;  ; 29 ; ЛАВ-13 ; 419 
 5325 ; 3 рубля ; 1917 ; Деньги-марки Амурского обл.земства ;  ;  ; 13 ; 2128508 ; 567 
 5326 ; Лот бон 1,3,10 рублей ; 1918 ;  ;  ;  ; 45 ; goram ; 643 
 5027 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 6 ; mikl183 ; 72 
 5028 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 12 ; mikl183 ; 70 
 5029 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 6 ; TiBuL ; 57 
 5030 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 7 ; ANGEL 23 ; 55 
 5031 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 16 ; я8844 ; 68 
 5032 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 15 ; dpekin ; 99 
 5033 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 14 ; аймир ; 71 
 5034 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 5 ; kuzma-1 ; 101 
 5035 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 22 ; gdrg2 ; 135 
 5036 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; TiBuL ; 59 
 5037 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 25 ; я8844 ; 170 
 5038 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 40 ; Семирек ; 324 
 5039 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 19 ; фрегат ; 222 
 5040 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 56 ; bonipari ; 867 
 5041 ; 25 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 24 ; maks169 ; 718 
 5042 ; 10 копеек ;  ;  ;  ;  ; 3 ; bon15041980 ; 254 
 5043 ; 20 копеек ;  ;  ;  ;  ; 5 ; ек ; 153 
 5044 ; 50 копеек ;  ;  ;  ;  ; 3 ; bon15041980 ; 254 
 5045 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 24 ; maks169 ; 218 
 5046 ; 10 рублей ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 19 ; valencio ; 906 
 5047 ; 6 копеек. Елгава ; 1915 ;  ;  ;  ; 15 ; 2128508 ; 660 
 5048 ; 3 копейки. Елгава ; 1915 ;  ;  ;  ; 20 ; benc ; 799 
 5049 ; Билет лотореи ; 1939 ;  ;  ;  ; 8 ; егор ; 204 
 5050 ; 1 марка ; 1919 ;  ;  ;  ; 21 ; ЛАВ-13 ; 480 
 5051 ; 5 копеек ; 1989 ;  ;  ;  ; 5 ; bon15041980 ; 101 
 5052 ; 10 копеек ; 1989 ;  ;  ;  ; 5 ; bon15041980 ; 101 
 5053 ; 10 рублей. Юденич ; 1919 ;  ;  ;  ; 12 ; Shedu ; 918 
 5054 ; 50 рублей ; 1919 ;  ;  ;  ; 28 ; bonipari ; 301 
 5055 ; 50 рублей ; 1919 ;  ;  ;  ; 21 ; я8844 ; 102 
 5056 ; 25 рублей ; 1919 ;  ;  ;  ; 21 ; я8844 ; 130 
 5057 ; 25 рублей ; 1919 ;  ;  ;  ; 10 ; я8844 ; 132 
 5058 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 20 ; 06031983 ; 1593 
 5059 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 7 ; ANGEL 23 ; 55 
 5060 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 9 ; Конрос77 ; 82 
 5061 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 29 ; oksmi ; 415 
 5062 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; TiBuL ; 51 
 5063 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 6 ; ек ; 50 
 5064 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 4 ; ек ; 50 
 5065 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; VVL ; 59 
 5066 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 19 ; Legio ; 60 
 5067 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 6 ; TiBuL ; 51 
 5068 ; 3 копейки ; 1915 ; Деньги-марки ;  ; AU ; 16 ; VVL ; 215 
 5069 ; 20 копеек ; 1915 ; Деньги-марки ;  ; AU ; 19 ; 384020 ; 99 
 5070 ; 15 копеек. Одесса ;  ;  ;  ; AU ; 20 ; нв1975 ; 765 
 5071 ; 20 копеек. Одесса ;  ;  ;  ; AU ; 22 ; нв1975 ; 765 
 5072 ; 3 копейки. Квартблок ; 1915 ; Деньги-марки ;  ; AU ; 26 ; strutikut ; 413 
 5073 ; 10 копеек. Квартблок ; 1915 ; Деньги-марки ;  ; AU ; 22 ; strutikut ; 352 
 5074 ; 15 копеек. Квартблок ; 1915 ; Деньги-марки ;  ; AU ; 22 ; strutikut ; 352 
 5075 ; 20 копеек. Квартблок ; 1915 ; Деньги-марки ;  ; AU ; 15 ; strutikut ; 317 
 5076 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 33 ; strutikut ; 291 
 4067 ; Лот монет Папуа Новой Гвинеи (2шт): 20,10 тоа ; 1975 ;  ; Cu/Ni ; VF- ; 47 ; 8888 ; 83 
 4068 ; Лот монет Великобритании (7шт): 1 пенни ; 2000-2006 ;  ; Br ; XF- ; 33 ; dim66 ; 67 
 4069 ; Лот монет Франции (6шт): 20,10 сантимов ; 1967-1995 ;  ; Лат ; VF+ ; 32 ; rekaSvir ; 45 
 4070 ; Лот монет Швейцарии (5шт): 10 раппенов ; 1957-1962 ;  ; Cu/Ni ; VF+ ; 16 ; alexandr1968 ; 34 
 4071 ; Лот монет Чехословакии (5шт): 5,10 хеллеров ; 1962-1976 ;  ; Al ; XF ; 14 ; dim66 ; 18 
 4072 ; Лот монет США (8шт): 1 дайм ; 1965-1999 ;  ; Cu/Ni ; VF+/XF ; 11 ; 6719 ; 25 
 4073 ; Лот монет США (3шт): 1/4 доллара ; 1973-1995 ;  ; Cu/Ni ; XF/AU ; 14 ; 6719 ; 31 
 4074 ; Лот монет США: 5,1 цент (3шт) ; 2005-2010 ;  ; Cu-Zn,Cu-Ni ; AU ; 10 ; 6719 ; 44 
 4075 ; Лот монет Украины (3шт): 1 гривна ; 2010-2012 ;  ; Лат ; XF+ ; 19 ; 6719 ; 79 
 4076 ; Лот монет Норвегии (5шт) ; 1940-1956 ;  ; Cu/Ni,Br ; VF ; 20 ; 6719 ; 28 
 4077 ; Лот монет Вьетнама (4шт) ; 2003 ;  ; Cu/Ni,Лат ; VF+/AU ; 48 ; Опятор ; 165 
 4078 ; Лот монет Дании (6шт) ; 1962-1972 ;  ; Cu/Ni,Al,Br ; XF ; 31 ; 6719 ; 62 
 4079 ; Лот монет Ганы (4шт) ; 2007 ;  ; Cu/Ni,Br ; AU ; 30 ; ag58 ; 126 
 4080 ; Лот монет Колумбии (4шт) ; 1953-1962 ;  ; Cu/Ni,Br ; VF ; 17 ; kornum ; 114 
 4081 ; Лот монет Южной Африки (6шт) ; 1966-1988 ;  ; Cu/Ni,Br ; VF-XF ; 17 ; cotangens ; 104 
 4082 ; Лот монет Швеции (6шт) ; 1963-1971 ;  ; Cu/Ni,Br ; VF-XF ; 10 ; 6719 ; 45 
 4083 ; Лот монет Африки: 10шт ;  ;  ; Cu-Ni,Br, ; VF+/XF ; 17 ; Володя ; 108 
 4084 ; Лот монет Ирландии (4шт): 3 пенса ; 1961-1968 ;  ; Cu/Ni ; VF+ ; 21 ; vladimir-sirke ; 71 
 4085 ; Лот монет Великобритании: фартинг (6шт) ; 1939-1950 ;  ; Br ; VF+/XF ; 43 ; edgar ; 194 
 4086 ; Лот монет Швеции: 25,10 эре (7шт) ; 1911-1941 ;  ; Ag ; F+/VF ; 25 ; zemlyk2014 ; 276 
 4087 ; Лот монет Гайаны: 3шт ; 2007-2008 ;  ; St,Br ; AU ; 31 ; Mike! ; 123 
 4088 ; Лот монет Заира: 3шт ; 1987,1988 ;  ; Латунь ; XF+ ; 5 ; Mike! ; 105 
 4089 ; Лот монет Восточных Карибских Штатов: 6шт ; 2004-2008 ;  ; Cu-Ni,Al ; AU ; 40 ; Mike! ; 201 
 4090 ; Лот монет Кореи: 5шт ; 1959-1987 ;  ; Al ; XF/AU ; 31 ; Mike! ; 117 
 5001 ; 1 копейка ; 1917 ; Деньги-марки ;  ;  ; 22 ; RemTro ; 151 
 5002 ; 2 копейки ; 1917 ; Деньги-марки ;  ;  ; 32 ; slovjnin ; 175 
 5003 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 28 ; goram ; 89 
 5004 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 18 ; kuzma-1 ; 128 
 5005 ; 20 копеек ; 1915 ; Деньги-марки ;  ;  ; 10 ; gdrg2 ; 70 
 5006 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 21 ; goram ; 169 
 5007 ; 10 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 25 ; Bambr ; 703 
 5008 ; 25 пенни ; 1918 ;  ;  ;  ; 36 ; Stanislavskiy-89 ; 151 
 5009 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 21 ; слоник ; 60 
 5010 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 32 ; слоник ; 100 
 5011 ; 50 копеек ;  ;  ;  ;  ; 10 ; Bambr ; 50 
 5012 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 10 ; gdrg2 ; 25 
 5013 ; 20 рублей. Сцепка 2шт. ;  ; Денежные знаки ;  ;  ; 43 ; Papanator62 ; 101 
 5014 ; 100 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 25 ; oksmi ; 327 
 5015 ; 1 марка ; 1918 ;  ;  ;  ; 20 ; Stanislavskiy-89 ; 150 
 5016 ; 25 рублей ; 1919 ;  ;  ;  ; 7 ; я8844 ; 100 
 5017 ; 50 рублей ; 1919 ;  ;  ;  ; 23 ; solder13 ; 203 
 5018 ; 50 рублей ; 1919 ;  ;  ;  ; 28 ; я8844 ; 167 
 5019 ; 50 рублей ; 1919 ;  ;  ;  ; 41 ; аймир ; 203 
 5020 ; 10000 рублей ; 1995 ; банкнота ;  ;  ; 20 ; cr2952 ; 459 
 5021 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 21 ; cr2952 ; 865 
 5022 ; 100000 рублей ; 1995 ; банкнота ;  ;  ; 25 ; 06031983 ; 1000 
 5023 ; Билет МММ ;  ;  ;  ;  ; 7 ; bon15041980 ; 102 
 5024 ; 1 рубль ; 1898 ; Тимашев. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 11 ; DeusDimitrius ; 51 
 5025 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 4 ; ANGEL 23 ; 54 
 5026 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; ANGEL 23 ; 55 
 4017 ; Лот монет Дании: 20шт ;  ;  ; Cu-Ni,Br,Zn ; F/VF+ ; 9 ; Tritiy2 ; 86 
 4018 ; Лот иностранных монет (23шт) ; 1666-1941 ;  ; Ag,Cu/Ni,Cu ; F-/F+ ; 29 ; Emv ; 1001 
 4019 ; Лот монет Дании (62шт) ; 1941-1971 ;  ; Zn ; F/XF+ ; 13 ; Володя ; 134 
 4020 ; Лот монет иностранных: 20шт ;  ;  ; Cu-Ni,Br,Al ; VF/VF+ ; 11 ; ANGEL 23 ; 111 
 4021 ; Лот монет ФРГ (6шт) ; 1950-1979 ;  ; St/Лат,St/Br ; VF/XF+ ; 13 ; TiBuL ; 34 
 4022 ; Лот монет Канады (14шт): 1 цент ; 1964-2007 ;  ; Br ; VF/VF+ ; 17 ; ANGEL 23 ; 45 
 4023 ; Лот монет Грузии: 2шт ; 1993 ;  ; St ; XF ; 34 ; 439 ; 69 
 4024 ; Лот монет Великобритании: 1/2,1 пенни (3шт) ; 1896-1936 ;  ; Br ; F-VF/F ; 8 ; северянин ; 40 
 4025 ; Лот монет Германии: 6шт ;  ;  ; Zn,Br ; F/F-VF ; 15 ; Elephant ; 121 
 4026 ; Лот монет Турции (6шт) ; 1966-1972 ;  ; St,Br ; VF/AU ; 21 ; cotangens ; 77 
 4027 ; Лот монет стран Востока: 27шт ;  ;  ; Cu-Ni,Лат,Br ; VF/AU ; 18 ; aziya11 ; 216 
