 3235 ; Бона иностранная ;  ;  ;  ;  ; 7 ; у44 ; 42 
 2803 ; Телефонный жетон ;  ;  ; Ж/м ; VF-XF ; 9 ; Скрудж ; 9 
 2804 ; Телефонный жетон ;  ;  ; Ж/м ; VF-XF ; 2 ; Rober ; 3 
 2805 ; Телефонный жетон ;  ;  ; Б/м ; VF- ; 2 ; Скрудж ; 23 
 2806 ; Игровой жетон ;  ;  ; Б/м ; VF-XF ; 3 ; Man 11 ; 3 
 2807 ; Игровой жетон ;  ;  ; Ж/м ; XF+ ; 4 ; Man 11 ; 4 
 2808 ; Игровой жетон ;  ;  ; Ж/м ; XF+ ; 3 ; Man 11 ; 3 
 2809 ; Игровой жетон ;  ;  ; Ж/м ; VF-XF ; 3 ; Man 11 ; 3 
 2810 ; Игровой жетон ;  ;  ; Ж/м ; VF-XF ; 4 ; Rober ; 4 
 2811 ; Игровой жетон ;  ;  ; Ж/м ; XF+ ; 11 ; Man 11 ; 11 
 2812 ; Игровой жетон ;  ;  ; Ж/м ; AU ; 5 ; Man 11 ; 15 
 2813 ; Игровой жетон ;  ;  ; Ж/м ; AU ; 17 ; Man 11 ; 17 
 2814 ; Жетон. Токен ;  ;  ; Ж/м ; AU ; 15 ; Man 11 ; 15 
 2815 ; Набор монет Кубы "Памятники Кубы": 10 песо (3шт). В корбке, с сертификатом ; 2004 ;  ; Ag ; Proof ; 32 ; vinpocetini ; 1734 
 2816 ; Набор монет Кипра (8шт):2,1евро,50,20,10,5,2,1евроцента ; 2008 ;  ; Би/м,лат,S ; AU ; 2 ; Mike! ; 399 
 2817 ; Набор монет Кипра: 2,1 евро, 50,20,10,5,2,1 евроцент (8шт) ; 2008 ;  ; Cu/St,Лат. ; AU ; 2 ; Mike! ; 399 
 2818 ; Набор монет Югославии. Серия ФАО: 1,2,5,10 (4шт) ; 1970,1976 ;  ; Cu-Ni ; AU ; 58 ; Mike! ; 275 
 2819 ; Лот жетонов: 15шт ; 20 век ;  ; Al,Br ; VF-/XF+ ; 5 ; Григорий ; 99 
 2820 ; Лот монет Баварии: 1,3 крейцера (11шт) ; 18,19 века ;  ; Ag ; F/F-VF ; 88 ; alno51 ; 884 
 2821 ; Лот монет Баден: 6,3 крейцера (9шт) ; 18,19 века ;  ; Ag ; F/F-VF ; 15 ; alno51 ; 374 
 2822 ; Лот монет Шварцбург-Рудольштадт: 1/4 крейцера, грошер, пфенниг (11шт) ; 19 век ;  ; Cu ; F/F-VF ; 29 ; alno51 ; 476 
 2823 ; Лот монет Руанды: 6шт ; 2003-2007 ;  ; Cu-Ni,Al,Б ; AU ; 51 ; NFV ; 420 
 2824 ; Лот монет Соломоновых островов: 7шт ; 2005 ;  ; Br,Cu-Ni ; AU ; 46 ; МАВ21 ; 370 
 2825 ; Лот монет Вануату: 7шт ; 1995-2002 ;  ; Cu-Ni,Лату ; AU ; 39 ; МАВ21 ; 441 
 2826 ; Лот монет Люксембург: 6шт ; 1971-1990 ;  ; Cu-Ni,Лату ; AU ; 30 ; alno51 ; 566 
 2827 ; Лот монет Джибути: 6шт ; 1991-2007 ;  ; Al,Cu-Ni,Л ; AU ; 21 ; МАВ21 ; 231 
 2828 ; Лот монет США "Джордж Вашингтон": 1 доллар (5шт) ; 2007P,D ;  ; Cu-Zn-Ni ; AU ; 18 ; закрыт ; 255 
 2829 ; Лот иностранных монет: 8шт ; 20 век ;  ; Cu-Ni,Лату ; VF/AU ; 13 ; alno51 ; 200 
 2830 ; Лот монет Мальты (8шт): 2евро,1евро, 50центов, 20центов, 10центов, 5центов, 2цента, 1цент ; 2008 ;  ; Би/м, Лату ; AU ; 40 ; vlkorchev ; 306 
 2831 ; Лот монет Норвегии: 53шт ; 20 век ;  ; Br,Cu-Ni ; VF/AU ; 37 ; МАВ21 ; 323 
 2832 ; Лот монет Востока: 5шт ;  ;  ; Cu,Al ; VF-/AU ; 33 ; Sterh ; 77 
 2833 ; Лот монет США: 45шт ; 20 век ;  ; Cu-Ni,Cu-Z ; VF/AU ; 103 ; poiskklada ; 363 
 2834 ; Лот монет Португалии: 31шт ; 20 век ;  ; Би/м,Cu-Ni ; VF/AU ; 97 ; topotun ; 987 
 2735 ; 1000 песо. Аргентина. Чемпионат мира по футболу ; 1977 ;  ; Ag ; AU ; 58 ; vova1604 ; 338 
 2736 ; 1/2 франка. Швейцария ; 1921B ;  ; Ag ; XF+ ; 61 ; Luidor ; 108 
 2737 ; 1/2 франка. Швейцария ; 1948B ;  ; Ag ; AU ; 15 ; SAV ; 53 
 2738 ; 1/2 франка. Швейцария ; 1952B ;  ; Ag ; AU ; 11 ; Sterh ; 53 
 2739 ; 1/2 франка. Швейцария ; 1953B ;  ; Ag ; AU ; 11 ; luchano ; 57 
 2740 ; 1/2 франка. Швейцария ; 1958B ;  ; Ag ; XF+ ; 17 ; Viktor58 ; 67 
 2741 ; 1/2 франка. Швейцария ; 1959B ;  ; Ag ; AU ; 12 ; poiskklada ; 51 
 2742 ; 10 сентаво. Гватемала ; 1964 ;  ; Ag ; AU ; 29 ; vc57 ; 132 
 2743 ; 25 сентаво. Гватемала ; 1964 ;  ; Ag ; AU ; 28 ; vc57 ; 232 
 2744 ; 50 сентаво. Гватемала ; 1963 ;  ; Ag ; AU ; 29 ; vc57 ; 214 
 2745 ; 20 эскудо. Португалия. Финансовая реформа ; 1953 ;  ; Ag ; AU ; 12 ; Алек ; 365 
 2746 ; 1 корона. Венгрия ; 1915 ;  ; Ag ; AU ; 91 ; альбатрос ; 322 
 2747 ; 1/4 гульдена. Нидерландская Индия ; 1941 ;  ; Ag ; XF ; 56 ; Mike! ; 152 
 2748 ; 20 сентаво. Уругвай ; 1942 ;  ; Ag ; AU ; 61 ; димитрий ; 152 
 2749 ; 2 эре. Норвегия ; 1951 ;  ; Br ; VF+ ; 8 ; alno51 ; 17 
 2750 ; 5 эре. Норвегия ; 1941 ;  ; Br ; VF-XF ; 30 ; luchano ; 46 
 2751 ; 10 эре. Норвегия ; 1949 ;  ; Ni ; VF+ ; 9 ; asru ; 21 
 2752 ; 1 дирхам. Марокко ; 1960 ;  ; Ag ; AU ; 37 ; Rober ; 220 
 2753 ; 2 евро. ФРГ. 10 лет введения ЕВРО ; 2009F ;  ; Би/м ; AU ; 24 ; Mike! ; 135 
 2754 ; 1 риал. Иран ; 1968 ;  ; Cu-Ni ; AU ; 21 ; Shrrv ; 41 
 2755 ; 2 риала. Иран ; 1977 ;  ; Cu-Ni ; AU ; 21 ; vc57 ; 27 
 2756 ; 50 грошей. Польша ; 1985 ;  ; Al ; VF-XF ; 6 ; luchano ; 6 
 2757 ; 10 эре. Дания ; 1948 ;  ; Cu-Ni ; VF+ ; 19 ; alno51 ; 36 
 2758 ; 1 песете. Испания ; 1953 ;  ; Латунь ; F-VF ; 2 ; Shrrv ; 3 
 2759 ; 5 песет. Испания ; 1975 ;  ; Cu-Ni ; VF- ; 5 ; Shrrv ; 5 
 2760 ; 25 песет. Испания ; 1984 ;  ; Cu-Ni ; XF ; 12 ; asru ; 31 
 2761 ; 1 форинт. Венгрия ; 1999 ;  ; Латунь ; AU ; 5 ; Shrrv ; 5 
 2762 ; 1 франк. Бельгия ; 1952 ;  ; Cu-Ni ; VF+ ; 5 ; Shrrv ; 5 
 2763 ; 15 монге. Монголия ; 1945 ;  ; Cu-Ni ; XF ; 7 ; zx123 ; 41 
 2764 ; 1 бат. Тайланд ; 20 век ;  ; Cu-Ni ; AU ; 5 ; Shrrv ; 5 
 2765 ; 1 франк. Бельгия ; 1990 ;  ; Cu-Ni ; XF+ ; 3 ; Shrrv ; 4 
 2766 ; 2 лева. Болгария ; 1912 ;  ; Ag ; XF+/AU ; 30 ; велко ; 376 
 2767 ; 1 лев. Болгария ; 1912 ;  ; Ag ; XF+ ; 44 ; aleX13 ; 293 
 2768 ; 50 стотинок. Болгария ; 1912 ;  ; Ag ; AU ; 21 ; aleX13 ; 281 
 2769 ; 50 лева. Болгария ; 1930 ;  ; Ag ; VF-XF ; 40 ; Rober ; 133 
 2770 ; 20 лева. Болгария ; 1930 ;  ; Ag ; VF+ ; 24 ; smel ; 227 
 2771 ; 500 лева. Болгария. Теодор Стратилат (Экю). М-33,6г ; 1993 ;  ; Ag ; Proof ; 38 ; Алек ; 997 
 2772 ; 1000 лева. Болгария. Святой Иван Рилский (Экю). М-33,6г ; 1996 ;  ; Ag ; Proof ; 58 ; al_ser ; 992 
 2773 ; 10000 лева. Болгария. Ритон (Евро) ; 1998 ;  ; Ag ; Proof ; 57 ; al_ser ; 662 
 2774 ; 10000 лева. Болгария. 125 лет освобождения Болгарии от Османского рабства ; 1998 ;  ; Ag ; Proof ; 48 ; Алек ; 637 
 2775 ; 50 лева. Болгария. 100 лет гимнастике в Болгарии ; 1994 ;  ; Cu-Ni ; Proof ; 43 ; Rober ; 146 
 2776 ; 5 лева. Болгария. Софроний Врачански ; 1989 ;  ; Cu-Ni ; Proof ; 32 ; l.f.1978 ; 150 
 2777 ; 2 лева. Болгария. 25 лет Социалистической революции ; 1969 ;  ; Cu-Ni ; AU ; 10 ; rizovtpl ; 141 
 2778 ; 2 лева. Болгария. 90 лет освобождения от Османского рабства (Шипко) ; 1969 ;  ; Cu-Ni ; AU ; 36 ; lsp25 ; 206 
 2779 ; 1 лев. Болгария.  90 лет освобождения от Османского рабства (Памятник Александра II) ; 1969 ;  ; Cu-Ni ; AU ; 35 ; lsp25 ; 195 
 2780 ; 1 лев. Болгария.  25 лет Социалистической революции ; 1969 ;  ; Cu-Ni ; AU ; 12 ; salim ; 72 
 2781 ; 50 стотинок. Болгария. НАТО ; 2004 ;  ; Cu-Ni ; AU ; 12 ; luchano ; 32 
 2782 ; 50 стотинок. Болгария. Европейский союз ; 2005 ;  ; Cu-Ni ; AU ; 11 ; luchano ; 31 
 2783 ; 50 стотинок. Болгария. Европейский союз ; 2007 ;  ; Cu-Ni ; AU ; 4 ; Dom Perignon ; 28 
 2784 ; 1 лев. Болгария. Святой Иван Рилский ; 2002 ;  ; Би/м ; AU ; 35 ; topotun ; 73 
 2685 ; 50 лир. Турция ; 1984 ;  ; Cu/Ni/Zn ; VF ; 2 ; Shrrv ; 3 
 2686 ; 1 лира. Турция ; 1975 ;  ; St ; XF- ; 13 ; Nirvanych ; 14 
 2687 ; 10 марок. ФРГ. 150 лет ордену "За заслуги" ; 1992D ;  ; Ag ; Proof ; 44 ; roman_at ; 334 
 2688 ; 10 марок. ФРГ. 200 лет со дня рождения Альберта Густава Лортзинга ; 2001A ;  ; Ag ; Proof ; 24 ; roman_at ; 329 
 2689 ; 10 марок. ФРГ. Попытка устранить Гитлера 20 июля 1944 года ; 1994A ;  ; Ag ; Proof ; 17 ; roman_at ; 329 
 2690 ; 10 марок. ФРГ. 50 лет немецкой марке ; 1998D ;  ; Ag ; Proof ; 17 ; roman_at ; 336 
 2691 ; 10 марок. ФРГ. 300 лет Франковскому благотворительному пожертвованию ; 1998A ;  ; Ag ; Proof ; 16 ; roman_at ; 322 
 2692 ; 10 марок. ФРГ. 500 лет со дня смерти Генриха Льва ; 1995F ;  ; Ag ; Proof ; 17 ; roman_at ; 325 
 2693 ; 10 марок. ФРГ. 2000 лет городу Бонну ; 1989D ;  ; Ag ; Proof ; 18 ; димитрий ; 318 
 2694 ; 2 шиллинга. Великобритания ; 1939 ;  ; Ag ; VF-XF ; 17 ; masluak ; 270 
 2695 ; 1 флорин. Великобритания ; 1921 ;  ; Ag ; VF ; 30 ; masluak ; 224 
 2696 ; 1 шиллинг. Великобритания ; 1910 ;  ; Ag ; VF ; 33 ; masluak ; 284 
 2697 ; 6 пенсов. Великобритания ; 1787 ;  ; Ag ; AU ; 42 ; masluak ; 3001 
 2698 ; 6 пенсов. Великобритания ; 1907 ;  ; Ag ; VF ; 25 ; masluak ; 275 
 2699 ; 6 пенсов. Великобритания ; 1939 ;  ; Ag ; VF-XF ; 43 ; masluak ; 315 
 2700 ; 6 пенсов. Великобритания ; 1928 ;  ; Ag ; VF ; 25 ; masluak ; 211 
 2701 ; 100 крон. Чехословакия. Сталин ; 1949 ;  ; Ag ; AU ; 80 ; vitas123 ; 1020 
 2702 ; 6 пенсов. Австралия ; 1934 ;  ; Ag ; VF-XF ; 35 ; igor_r65 ; 351 
 2703 ; 10 центов. Нидерланды ; 1941 ;  ; Ag ; AU ; 46 ; Luidor ; 75 
 2704 ; 1/10 гульдена. Нидерландская Индия ; 1942S ;  ; Ag ; AU ; 37 ; Mike! ; 123 
 2705 ; 1 хеллер. Австрия ; 1909 ;  ; Br ; XF+ ; 23 ; poiskklada ; 59 
 2706 ; 10 стотинок. Болгария ; 1912 ;  ; Cu-Ni ; XF+ ; 20 ; Sterh ; 43 
 2707 ; 25 центов. Канада. Ванкувер ; 2007 ;  ; St ; AU ; 10 ; alno51 ; 46 
 2708 ; 2 1/2 шиллинга. Южная Африка ; 1896 ;  ; Ag ; VF+ ; 26 ; SAV ; 528 
 2709 ; 1 шиллинг. Великобритания ; 1936 ;  ; Ag ; VF-XF ; 23 ; masluak ; 278 
 2710 ; 6 пенсов. Великобритания ; 1912 ;  ; Ag ; VF+ ; 6 ; masluak ; 204 
 2711 ; 6 пенсов. Великобритания ; 1916 ;  ; Ag ; XF ; 10 ; masluak ; 204 
 2712 ; 6 пенсов. Великобритания ; 1933 ;  ; Ag ; VF+ ; 14 ; masluak ; 234 
 2713 ; 3 пенса. Великобритания ; 1918 ;  ; Ag ; XF+ ; 14 ; masluak ; 300 
 2714 ; 3 пенса. Великобритания ; 1936 ;  ; Ag ; XF+ ; 18 ; luchano ; 283 
 2715 ; 3 пенса. Южная Африка ; 1939 ;  ; Ag ; XF+ ; 4 ; masluak ; 234 
 2716 ; 10 сентаво. Куба ; 1915 ;  ; Ag ; F-VF ; 39 ; poiskklada ; 61 
 2717 ; Торговый доллар. Великобритания ; 1899 ;  ; Ag ; VF- ; 52 ; димитрий ; 1216 
 2718 ; 10 лева. Болгария. 100 лет освобождения от Османского ига ; 1978 ;  ; Ag ; Proof ; 35 ; Алек ; 483 
 2719 ; 5 франков. Франция ; 1846 ;  ; Ag ; F-VF ; 27 ; Mike! ; 566 
 2720 ; 5 пенго. Венгрия ; 1930 ;  ; Ag ; VF- ; 30 ; Mike! ; 357 
 2721 ; 1 форинт. Венгрия ; 1881 ;  ; Ag ; VF- ; 36 ; закрыт ; 357 
 2722 ; 200 форинтов. Венгрия ; 1994 ;  ; Ag ; AU ; 60 ; димитрий ; 224 
 2723 ; 100 крон. Чехословакия. 700 лет горному делу в Йоглавских горах ; 1949 ;  ; Ag ; AU ; 33 ; kamensk61 ; 315 
 2724 ; 200 злотых. Польша. 30 лет Польской Народной республике ; 1974 ;  ; Ag ; AU ; 53 ; roman_at ; 242 
 2725 ; 5 злотых. Польша ; 1933 ;  ; Ag ; XF ; 32 ; Luidor ; 272 
 2726 ; 2 франка. Франция ; 1916 ;  ; Ag ; VF- ; 35 ; димитрий ; 104 
 2727 ; 2 лата. Латвия ; 1925 ;  ; Ag ; XF- ; 40 ; Rober ; 163 
 2728 ; 2 лата. Латвия ; 1926 ;  ; Ag ; XF ; 39 ; Rober ; 167 
 2729 ; 2 лева. НРБ. 1300 лет Болгарии ; 1981 ;  ; Cu-Ni ; Proof ; 21 ; Fox13 ; 102 
 2730 ; 10 гульденов. Нидерланды. 25 лет правления ; 1970 ;  ; Ag ; AU ; 58 ; vika442 ; 622 
 2731 ; 5 злотых. Польша ; 1932 ;  ; Ag ; VF-XF ; 27 ; avg1974 ; 1337 
 2732 ; 3 марки. Веймар. 100 лет со дня смерти Гете ; 1932F ;  ; Ag ; AU ; 22 ; SAV ; 3044 
 2733 ; 10 марок. ФРГ. Олимпиада в Мюнхене. Стадион ; 1972F ;  ; Ag ; AU ; 37 ; sina ; 303 
 2734 ; 200 рейс. Бразилия. 100 лет независимости. Дон Педро и президент Пессоа ; 1922 ;  ; Ag ; VF-XF ; 44 ; igor_r65 ; 401 
 2635 ; 1 динар. Сербия ; 1915 ;  ; Ag ; XF ; 44 ; димитрий ; 113 
 2636 ; 10 центов. Малайя ; 1939 ;  ; Ag ; XF- ; 39 ; Rober ; 139 
 2637 ; 5 центов. Малайя ; 1945 ;  ; Ag ; AU/XF+ ; 12 ; elltor ; 140 
 2638 ; 1 шиллинг. Новая Гвинея ; 1938 ;  ; Ag ; XF- ; 58 ; Vadsux ; 232 
 2639 ; 1/4 доллара. США. Вашингтон ; 1981P ;  ; Cu-Ni ; AU ; 23 ; Shrrv ; 24 
 2640 ; 1 дайм. США. Рузвельт ; 1992D ;  ; Cu-Ni ; AU ; 3 ; poiskklada ; 9 
 2641 ; 1 рупия. Пакистан ; 1982 ;  ; Cu-Ni ; VF+ ; 6 ; оскол ; 55 
 2642 ; 5 рупий. Пакистан ; 2002 ;  ; Cu-Ni ; AU ; 13 ; dimon-2007 ; 51 
 2643 ; Монета. Египет ; 1992 ;  ; Латунь ; VF-XF ; 3 ; NFV ; 126 
 2644 ; 1 бат. Тайланд ; 20 век ;  ; Cu-Ni ; AU ; 13 ; poiskklada ; 14 
 2645 ; Монета Восток ; 20 век ;  ; Cu ; XF- ; 15 ; poiskklada ; 16 
 2646 ; 10 марок. ФРГ. 300 лет со дня окончания 30-летней войны. Мир в Вестфалии ; 1998J ;  ; Ag ; AU ; 30 ; roman_at ; 371 
 2647 ; 1 доллар. Канада. 150 лет Торонто ; 1984 ;  ; Ag ; Proof ; 32 ; alno51 ; 459 
 2648 ; 1 доллар. Канада. Национальный парк ; 1985 ;  ; Ag ; Proof ; 21 ; KKK ; 438 
 2649 ; 1 доллар. Канада. Риджайна ; 1982 ;  ; Ag ; Proof ; 18 ; KKK ; 411 
 2650 ; 1 доллар. Канада. Генри Келси ; 1990 ;  ; Ag ; Proof ; 24 ; D-503 ; 449 
 2651 ; 1 доллар. Канада. Калгари ; 1975 ;  ; Ag ; Proof ; 26 ; D-503 ; 456 
 2652 ; 25 шиллингов. Австрия. 40 лет юбилею ; 1960 ;  ; Ag ; AU ; 11 ; димитрий ; 267 
 2653 ; 1 доллар. Канада. Серебряный юбилей ; 1977 ;  ; Ag ; Proof ; 36 ; D-503 ; 393 
 2654 ; 100 йен. Япония. Олимпийские игры ; 1964 ;  ; Ag ; AU ; 34 ; rizovtpl ; 216 
 2655 ; 20 центов. Ямайка. Упаковка ; 1974 ;  ; Cu-Ni ; Proof ; 26 ; NFV ; 83 
 2656 ; 1 доллар. Ямайка. Упаковка повреждена ; 1971 ;  ; Cu-Ni ; Proof ; 24 ; vc57 ; 98 
 2657 ; 10 франков. Франция ; 1932 ;  ; Ag ; VF-XF ; 45 ; pmaster ; 172 
 2658 ; 5 лит. Литва ; 1936 ;  ; Ag ; XF- ; 44 ; Mike! ; 243 
 2659 ; 5 лит. Литва ; 1936 ;  ; Ag ; XF ; 41 ; Mike! ; 248 
 2660 ; 5 злотых. Польша ; 1934 ;  ; Ag ; VF-XF ; 36 ; molodes ; 206 
 2661 ; 20 злотых. Польша. Марсель Новотко ; 1976 ;  ; Cu-Ni ; VF-XF ; 4 ; himik-58 ; 15 
 2662 ; 100 франков. Камерун ; 1986 ;  ; Ni ; VF ; 22 ; vc57 ; 53 
 2663 ; 1 доллар. США. Морган ; 1890 ;  ; Ag ; VF-XF ; 36 ; 31 ; 816 
 2664 ; 1 доллар. США ; 1922 ;  ; Ag ; AU ; 46 ; o.k. ; 746 
 2665 ; 1/2 доллара. США. Колумб ; 1892 ;  ; Ag ; XF+ ; 22 ; alno51 ; 1000 
 2666 ; 1 шиллинг. Великобритания ; 1817 ;  ; Ag ; VF+ ; 68 ; masluak ; 1736 
 2667 ; 1 песета. Испания ; 1904 ;  ; Ag ; VF- ; 8 ; vika442 ; 345 
 2668 ; 2 франка. Швейцария ; 1911 ;  ; Ag ; VF-XF ; 27 ; vc57 ; 271 
 2669 ; 5 центов. США. Джефферсон ; 1944 ;  ; Cu-Ni ; VF ; 18 ; vc57 ; 21 
 2670 ; 500 злотых. Польша. 50 лет со дня начала 2МВ ; 1989 ;  ; Cu-Ni ; AU ; 15 ; Sterh ; 41 
 2671 ; 3 пенса. Ирландия. Заяц ; 1968 ;  ; Cu-Ni ; XF+ ; 14 ; elitov ; 51 
 2672 ; 50 крузеэйрос. Бразилия. Леопарды ; 1993 ;  ; St ; AU ; 21 ; elitov ; 47 
 2673 ; 1 пенни. Ирландия. Курица ; 1942 ;  ; Br ; VF-XF ; 12 ; tdp ; 107 
 2674 ; 10 долларов. Острова Кука. Живая природа подвергающаяся опасности ; 1990 ;  ; Ag ; Proof ; 60 ; Алек ; 464 
 2675 ; Монета медная с надчеканом. Восток ; ND ;  ; Cu ; F-VF ; 20 ; Григорий ; 521 
 2676 ; 10 пфеннигов. ГДР ; 1967А ;  ; Al ; AU ; 3 ; alex995 ; 4 
 2677 ; 10 пфеннигов. ГДР ; 1968А ;  ; Al ; XF+ ; 1 ; Таракан ; 2 
 2678 ; 10 пфеннигов. ГДР ; 1979А ;  ; Al ; AU ; 1 ; Таракан ; 2 
 2679 ; 10 пфеннигов. ГДР ; 1981А ;  ; Al ; AU ; 1 ; Таракан ; 2 
 2680 ; 10 бин лир (10000 лир). Турция ; 1999 ;  ; Cu/Ni/Zn ; XF+ ; 16 ; moneymax ; 23 
 2681 ; 5000 лир. Турция ; 1992 ;  ; Ni/Br ; XF ; 4 ; moneymax ; 19 
 2682 ; 1000 лир. Турция ; 1991 ;  ; Cu/Ni/Zn ; AU ; 1 ; moneymax ; 17 
 2683 ; 500 лир. Турция ; 1989 ;  ; Al/Br ; AU ; 2 ; Shrrv ; 13 
 2684 ; 100 лир. Турция ; 1986 ;  ; Cu/Ni/Zn ; XF+ ; 6 ; alex995 ; 17 
 2585 ; 1 дирхам. Марокко ; 1960 ;  ; Ag ; XF+ ; 53 ; vc57 ; 181 
 2586 ; 5 крон. Острова Теркс и Кайкос XVII Зимние Олимпийские игры ; 1993 ;  ; Cu-Ni ; AU ; 37 ; Igorek81 ; 323 
 2587 ; 1 шиллинг. Восточная Африка ; 1922 ;  ; Ag ; VF ; 39 ; Sterh ; 117 
 2588 ; 10 центов. Французский Индо-Китай ; 1937 ;  ; Ag ; VF- ; 22 ; TRT_TT ; 150 
 2589 ; 20 центов. Французский Индо-Китай ; 1923 ;  ; Ag ; VF ; 39 ; vc57 ; 170 
 2590 ; 1 франк. Франция ; 1918 ;  ; Ag ; VF-XF ; 17 ; закрыт ; 102 
 2591 ; 1 франк. Франция ; 1916 ;  ; Ag ; XF- ; 6 ; закрыт ; 153 
 2592 ; 5 марок. ФРГ ; 1966J ;  ; Ag ; XF ; 20 ; vitapool ; 222 
 2593 ; 1 флорин. Австралия ; 1954 ;  ; Ag ; VF-XF ; 25 ; vitapool ; 280 
 2594 ; 1 флорин. Австралия. 50 лет юбилею ; 1951 ;  ; Ag ; AU ; 55 ; masluak ; 400 
 2595 ; 1 шиллинг. Австралия ; 1962 ;  ; Ag ; VF+ ; 17 ; masluak ; 185 
 2596 ; 6 пенсов. Австралия ; 1946 ;  ; Ag ; VF-XF ; 58 ; masluak ; 110 
 2597 ; 3 пенса. Австралия ; 1957 ;  ; Ag ; XF+/AU ; 19 ; masluak ; 138 
 2598 ; 1 шиллинг. Великобритания ; 1943 ;  ; Ag ; VF-XF ; 20 ; azef ; 301 
 2599 ; 1 шиллинг. Великобритания ; 1928 ;  ; Ag ; VF- ; 12 ; masluak ; 216 
 2600 ; 1 шиллинг. Великобритания ; 1945 ;  ; Ag ; VF+ ; 12 ; masluak ; 206 
 2601 ; 1 шиллинг. Великобритания ; 1920 ;  ; Ag ; VF ; 12 ; masluak ; 206 
 2602 ; 1 шиллинг. Новая Гвинея ; 1938 ;  ; Ag ; AU ; 25 ; masluak ; 260 
 2603 ; 6 пенсов. Великобритания ; 1944 ;  ; Ag ; VF- ; 12 ; masluak ; 220 
 2604 ; 6 пенсов. Великобритания ; 1943 ;  ; Ag ; XF- ; 9 ; masluak ; 204 
 2605 ; 3 пенса. Великобритания ; 1936 ;  ; Ag ; XF- ; 19 ; masluak ; 279 
 2606 ; 3 пенса. Великобритания ; 1931 ;  ; Ag ; AU ; 17 ; masluak ; 300 
 2607 ; 3 пенса. Австралия ; 1963 ;  ; Ag ; AU ; 20 ; masluak ; 104 
 2608 ; 3 пенса. Великобритания ; 1934 ;  ; Ag ; VF-XF ; 12 ; masluak ; 269 
