 5458 ; Бона иностранная. Гвинея ;  ;  ;  ;  ; 14 ; vvf75 ; 50 
 5252 ; Бона иностранная Украина ;  ;  ;  ; AU ; 34 ; DATR ; 1738 
 5253 ; Бона иностранная Украина ;  ;  ;  ; AU ; 18 ; DATR ; 1267 
 5254 ; Бона иностранная Украина ;  ;  ;  ; AU ; 18 ; DATR ; 1408 
 5255 ; Бона иностранная Украина ;  ;  ;  ; AU ; 25 ; Ratmen ; 1353 
 5256 ; Бона иностранная Украина ;  ;  ;  ; AU ; 10 ; Ratmen ; 1020 
 5257 ; Бона иностранная Украина ;  ;  ;  ; AU ; 14 ; Ratmen ; 1275 
 5158 ; 1000 рублей ; 1997 ; банкнота ;  ;  ; 12 ; egorov.ese ; 1587 
 5159 ; 100 рублей ; 1997 ; банкнота ;  ;  ; 25 ; panti2008 ; 350 
 5160 ; 5000 рублей ; 1992 ; банкнота ;  ; AU ; 38 ; Soal ; 528 
 5161 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 34 ; cr2952 ; 622 
 5162 ; Бона 100 рублей. Олимпиада в Сочи 2014. Серия АА ; 2014 ;  ;  ;  ; 27 ; Soal ; 182 
 5163 ; Бона 100 рублей. Олимпиада в Сочи 2014. Серия АА ; 2014 ;  ;  ;  ; 21 ; volanter ; 179 
 5164 ; Бона 100 рублей. Крым и Севастополь. Серия КС ; 2015 ;  ;  ;  ; 22 ; Soal ; 400 
 5165 ; Бона 100 рублей. Крым и Севастополь. Серия КС ; 2015 ;  ;  ;  ; 32 ; Diablo666.xs ; 363 
 5166 ; Бона 100 рублей. Крым и Севастополь. Серия СК ; 2015 ;  ;  ;  ; 20 ; Soal ; 357 
 5167 ; Бона 100 рублей. Крым и Севастополь. Серия СК ; 2015 ;  ;  ;  ; 25 ; num ; 355 
 5168 ; 10 рублей. (100 шт.) ; 1909 ;  ;  ;  ; 47 ; себер ; 5508 
 5169 ; Лот бон(4шт.) ;  ;  ;  ;  ; 17 ; Soal ; 201 
 5170 ; Лот бон (5шт.) ;  ;  ;  ;  ; 17 ; гш888 ; 318 
 5171 ; Лот бон (2шт.) ;  ;  ;  ;  ; 54 ; _Олегович_ ; 315 
 5172 ; Лот бон (2шт.) ;  ;  ;  ;  ; 15 ; Кофр33 ; 555 
 5173 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 15 ; basoff ; 79 
 5174 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ; AU ; 14 ; Salett ; 429 
 5175 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 22 ; Ной ; 239 
 5176 ; 5 копеек "Артикуголь" ;  ;  ;  ;  ; 25 ; Ratmen ; 227 
 5177 ; Чек "Внешпосылторг" 1 рубль ;  ;  ;  ; AU ; 19 ; Маэстро ; 453 
 5178 ; Чек "Внешпосылторг" 5 рублей ;  ;  ;  ; AU ; 35 ; Маэстро ; 1063 
 5179 ; Чек "Внешпосылторг" 25 рублей ;  ;  ;  ; AU ; 30 ; Маэстро ; 2720 
 5180 ; Свидетельство на государственную ренту на 100 рублей ; 1902 ;  ;  ;  ; 35 ; Ustin ; 815 
 5181 ; Свидетельство на государственную ренту на 200 рублей ; 1902 ;  ;  ;  ; 30 ; Ustin ; 802 
 5182 ; Свидетельство на государственную ренту на 500 рублей ; 1902 ;  ;  ;  ; 34 ; solder13 ; 1360 
 5183 ; Облигация в 125 рублей Российский золотой заём ; 1891 ;  ;  ;  ; 33 ; Ravalnath ; 907 
 5184 ; Облигация в 125 рублей Российский золотой заём ; 1894 ;  ;  ;  ; 16 ; Ustin ; 907 
 5185 ; Облигация в 125 рублей Российский золотой заём ; 1894 ;  ;  ;  ; 14 ; Ustin ; 619 
 5186 ; Облигация в 189 рублей Заём города Баку ; 1910 ;  ;  ;  ; 19 ; Ustin ; 610 
 5187 ; Облигация в 189 рублей Заём города Москва ; 1908 ;  ;  ;  ; 20 ; Ustin ; 662 
 5188 ; Облигация 187,5 рублей Заём города С.-Петербург ; 1908 ;  ;  ;  ; 14 ; popov.g.y ; 793 
 5189 ; Облигация 187,5 рублей Заём города С.-Петербург ; 1901 ;  ;  ;  ; 8 ; popov.g.y ; 712 
 5190 ; Облигация в 189 рублей Заём города С.-Петербург ; 1913 ;  ;  ;  ; 15 ; Ustin ; 1012 
 5191 ; Облигация ; 1890 ;  ;  ;  ; 18 ; svv ; 1462 
 5192 ; Облигация ; 1909 ;  ;  ;  ; 23 ; Ustin ; 555 
 5193 ; Облигация ; 1867 ;  ;  ;  ; 23 ; Ustin ; 888 
 5194 ; Облигация ; 1916 ;  ;  ;  ; 17 ; Ustin ; 888 
 5195 ; Облигация ; 1906 ;  ;  ;  ; 19 ; Ustin ; 708 
 5196 ; Облигация ; 1901 ;  ;  ;  ; 15 ; master_mt5 ; 1134 
 5197 ; Облигация ; 1905 ;  ;  ;  ; 17 ; Ustin ; 1079 
 5198 ; Облигация ; 1866 ;  ;  ;  ; 20 ; алим ; 850 
 5199 ; Облигация ; 1902 ;  ;  ;  ; 40 ; kehha ; 1351 
 5200 ; Акция.Одесса ; 1910 ;  ;  ;  ; 39 ; Ustin ; 713 
 5201 ; Облигация ; 1890 ;  ;  ;  ; 19 ; Ustin ; 663 
 5202 ; Акция.Белая.(Донецк) ; 1899 ;  ;  ;  ; 21 ; Ustin ; 555 
 5203 ; Акция.С.-Петербург ; 1897 ;  ;  ;  ; 27 ; Ustin ; 888 
 5204 ; Акция. Константиновка ; 1911 ;  ;  ;  ; 30 ; Ustin ; 777 
 5205 ; Акция. ; 1900 ;  ;  ;  ; 10 ; Ustin ; 888 
 5206 ; Акция.Керчь ; 1899 ;  ;  ;  ; 19 ; Ustin ; 1111 
 5207 ; Акция. ; 1910 ;  ;  ;  ; 15 ; Ustin ; 663 
 5108 ; 5 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 30 ; ЛАВ-13 ; 666 
 5109 ; 5 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 20 ; Fliege1 ; 1019 
 5110 ; 10 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 17 ; Aviator4 ; 873 
 5111 ; 10 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 34 ; ЛАВ-13 ; 682 
 5112 ; 50 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 42 ; гоша334 ; 1530 
 5113 ; 50 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 9 ; ЛАВ-13 ; 2040 
 5114 ; 100 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 30 ; Erzherzog ; 2006 
 5115 ; 100 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 32 ; Fliege1 ; 939 
 5116 ; 100 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 16 ; ЛАВ-13 ; 325 
 5117 ; 250 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 34 ; Erzherzog ; 1430 
 5118 ; 500 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 19 ; Aviator4 ; 850 
 5119 ; 3 рубля ; 1925 ; Гос.казначейские билеты СССР ;  ;  ; 20 ; mikhail342 ; 1587 
 5120 ; 5 рублей ; 1925 ; Гос.казначейские билеты СССР ;  ;  ; 31 ; плачу капустой ; 2040 
 5121 ; 1 червонец ; 1926 ; Шейнман. Билет ;  ;  ; 70 ; ZOLTAN333 ; 1417 
 5122 ; 2 червонца ; 1928 ; Шейнман. Билет ;  ;  ; 77 ; intelligent4 ; 1590 
 5123 ; 3 червонца ; 1932 ; Билет ;  ;  ; 21 ; Ustin ; 916 
 5124 ; 3 червонца ; 1932 ; Билет ;  ;  ; 28 ; kop ; 1115 
 5125 ; 1 червонец ; 1937 ; Билет ;  ; XF ; 24 ; Aleks_Smith ; 2332 
 5126 ; 3 червонца ; 1937 ; Билет ;  ;  ; 30 ; majkl ; 228 
 5127 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 23 ; _Олегович_ ; 453 
 5128 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 29 ; slovjnin ; 556 
 5129 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 29 ; SS007 ; 510 
 5130 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 47 ; mikhail342 ; 777 
 5131 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ;  ; 59 ; u10257 ; 3442 
 5132 ; 10 рублей ; 1947 ; билет ;  ;  ; 72 ; DenisK ; 1926 
 5133 ; 25 рублей ; 1947 ; билет ;  ;  ; 20 ; 47154 ; 966 
 5134 ; 100 рублей ; 1947 ; билет ;  ;  ; 41 ; SANGOLD1 ; 1926 
 5135 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 27 ; sub215 ; 467 
 5136 ; Лот бон 1 рубль, 3 шт ; 1961 ;  ;  ; AU ; 23 ; Ravalnath ; 159 
 5137 ; Лот бон 5 рублей, 3 шт ; 1961 ;  ;  ; AU ; 23 ; феникс55 ; 578 
 5138 ; Лот бон 5 и 10 рублей ; 1961 ;  ;  ;  ; 37 ; -1- ; 582 
 5139 ; 50 рублей ; 1961 ; билет ;  ;  ; 18 ; 6x6 ; 206 
 5140 ; 50 рублей ; 1961 ; билет ;  ;  ; 33 ; chest ; 100 
 5141 ; Лот бон 1000 рублей, 2 шт ; 1991,92 ;  ;  ;  ; 20 ; X3.96rus ; 201 
 5142 ; 50 рублей ; 1991 ; билет ;  ;  ; 6 ; chest ; 62 
 5143 ; Лот бон 500 рублей. 2 шт ; 1993 ;  ;  ;  ; 21 ; chest ; 139 
 5144 ; 5000 рублей ; 1993 ; банкнота ;  ;  ; 30 ; ЛАВ-13 ; 459 
 5145 ; 10000 рублей ; 1993 ; банкнота ;  ;  ; 23 ; 6x6 ; 426 
 5146 ; 50000 рублей ; 1993 ; банкнота ;  ;  ; 31 ; lelik13821 ; 1759 
 5147 ; 1000 рублей ; 1992 ; билет ;  ; AU ; 8 ; 6x6 ; 308 
 5148 ; 1000 рублей ; 1993 ; банкнота ;  ;  ; 20 ; majkl ; 111 
 5149 ; 50000 рублей ; 1994 ; банкнота ;  ;  ; 34 ; ЛАВ-13 ; 1122 
 5150 ; 1000 рублей ; 1995 ; банкнота ;  ;  ; 14 ; chest ; 136 
 5151 ; 1000 рублей ; 1993 ; банкнота ;  ;  ; 25 ; Vbuzik ; 200 
 5152 ; 100000 рублей ; 1995 ; банкнота ;  ;  ; 26 ; cr2952 ; 567 
 5153 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 45 ; DenisK ; 634 
 5154 ; 10000 рублей ; 1995 ; банкнота ;  ;  ; 42 ; panti2008 ; 450 
 5155 ; 100 рублей. Без модификации ; 1997 ;  ;  ;  ; 13 ; ник19 ; 1020 
 5156 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 13 ; ЛАВ-13 ; 291 
 5157 ; 5 рублей ; 1997 ; банкнота ;  ;  ; 25 ; Diablo666.xs ; 357 
 5058 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 29 ; sotnik ; 428 
 5059 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 42 ; Erzherzog ; 453 
 5060 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 13 ; 6x6 ; 386 
 5061 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 17 ; sotnik ; 343 
 5062 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 7 ; lelik13821 ; 239 
 5063 ; 100 рублей ; 1914 ; Билеты государственного казначейства ;  ;  ; 19 ; AVK1974 ; 453 
 5064 ; 3 рубля ; 1919 ; Гос.кредитный билет "Северная Россия" ;  ;  ; 38 ; физмат ; 2223 
 5065 ; 5 рублей ; 1918 ; Гос.кредитный билет "Северная Россия" ;  ;  ; 40 ; ЛАВ-13 ; 3534 
 5066 ; 100 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 18 ; 6x6 ; 1326 
 5067 ; 1000 рублей ; 1919 ;  ;  ;  ; 61 ; bagsy ; 5102 
 5068 ; 100 рублей ; 1919 ;  ;  ;  ; 31 ; gandy ; 3062 
 5069 ; 1 рубль ; 1919 ;  ;  ;  ; 50 ; ЛАВ-13 ; 1599 
 5070 ; 50 копеек ; 1919 ;  ;  ;  ; 32 ; bagsy ; 1813 
 5071 ; 50 копеек ;  ;  ;  ;  ; 54 ; Ok203 ; 567 
 5072 ; 10000 рублей ; 1919 ;  ;  ; XF ; 27 ; basoff ; 521 
 5073 ; 10000 рублей ; 1919 ;  ;  ; XF ; 50 ; Ok203 ; 510 
 5074 ; 100 рублей ; 1918 ;  ;  ;  ; 25 ; Ratmen ; 600 
 5075 ; 3 рубля ; 1918 ; Закавказье ;  ;  ; 34 ; bagsy ; 568 
 5076 ; 5 рублей ; 1918 ; Закавказье ;  ;  ; 42 ; bagsy ; 1259 
 5077 ; 10 рублей ; 1918 ; Закавказье ;  ;  ; 67 ; bagsy ; 2040 
 5078 ; 10 рублей ; 1918 ; Закавказье ;  ; XF/AU ; 16 ; Ok203 ; 1020 
 5079 ; 5000000 рублей ; 1922 ; Армения ;  ;  ; 27 ; ЛАВ-13 ; 2001 
 5080 ; 1000 карбованцев ; 1918 ; Украина.Знак Державноi скарбицi ;  ; AU ; 25 ; ЛАВ-13 ; 1136 
 5081 ; 500 гривень ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ;  ; 23 ; Ok203 ; 255 
 5082 ; 500 рублей ; 1920 ;  ;  ;  ; 47 ; Ok203 ; 263 
 5083 ; Лот бон 20 рублей, 6 штук в листе ;  ;  ;  ;  ; 7 ; алим ; 215 
 5084 ; Лот бон 1 рубль, 5 шт ;  ;  ;  ;  ; 26 ; kost ; 368 
 5085 ; Лот бон 5 рублей, 3 шт ;  ;  ;  ;  ; 10 ; kop ; 1234 
 5086 ; Лот бон 1,2,3,5 рублей ;  ;  ;  ;  ; 28 ; kop ; 612 
 5087 ; 100 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 23 ; sotnik ; 500 
 5088 ; 250 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 20 ; sotnik ; 560 
 5089 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 14 ; svv ; 510 
 5090 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 14 ; sotnik ; 560 
 5091 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 21 ; ЛАВ-13 ; 145 
 5092 ; 3 рубля ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 11 ; bagsy ; 680 
 5093 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 15 ; sotnik ; 1800 
 5094 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 32 ; DenisK ; 818 
 5095 ; 20 гривен Проскуров ; 1919 ;  ;  ;  ; 19 ; k212 ; 867 
 5096 ; Ордер на 10 рублей ;  ;  ;  ;  ; 29 ; ppp ; 365 
 5097 ; Купон на 1 рубль, о-во Кыштымских горных заводов ; 1920 ;  ;  ;  ; 31 ; аймир ; 1383 
 5098 ; Купон на 3 рубля, о-во Кыштымских горных заводов ; 1920 ;  ;  ;  ; 22 ; аймир ; 1134 
 5099 ; Купон Грузия ;  ;  ;  ;  ; 15 ; ЛАВ-13 ; 408 
 5100 ; 100 рублей. Квартблок ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ; AU ; 39 ; 4758 ; 4380 
 5101 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 16 ; DrAfanasiew ; 153 
 5102 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 25 ; kop ; 1007 
 5103 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 10 ; archy ; 721 
 5104 ; 50 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 65 ; ЛАВ-13 ; 1360 
 5105 ; 25 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 15 ; mikhail342 ; 1000 
 5106 ; 10 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 17 ; mikhail342 ; 1000 
 5107 ; 10000 рублей ; 1923 ; Гос.денежные знаки СССР ;  ;  ; 19 ; BSR ; 2500 
 5008 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 26 ; 6x6 ; 4335 
 5009 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 25 ; Hikon ; 676 
 5010 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 57 ; nic27 ; 1134 
 5011 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 25 ; Fliege1 ; 397 
 5012 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 6 ; 220W ; 101 
 5013 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 5 ; viv007 ; 101 
 5014 ; Лот бон 25 рублей, 3 шт ; 1909 ;  ;  ;  ; 15 ; _Олегович_ ; 332 
 5015 ; 10 рублей. Разные номера ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 67 ; Ksn ; 5100 
 5016 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 30 ; Юбиляр ; 499 
 5017 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 26 ; maler ; 104 
 5018 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; светлофон ; 101 
 5019 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 24 ; DrAfanasiew ; 53 
 5020 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; 3ТЭП75 ; 50 
 5021 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 23 ; lelik13821 ; 70 
 5022 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; 3ТЭП75 ; 50 
 5023 ; 5 рублей. АУ-УА ; 1909 ; Денежные знаки ;  ;  ; 84 ; nero ; 28000 
 5024 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 25 ; pillers26 ; 53 
 5025 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 20 ; X3.96rus ; 50 
 5026 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 15 ; maler ; 101 
 5027 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 13 ; Fliege1 ; 101 
 5028 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 16 ; DrAfanasiew ; 50 
 5029 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 29 ; pillers26 ; 96 
 5030 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 16 ; MDV ; 72 
 5031 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 24 ; obr73 ; 53 
 5032 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 16 ; Erzherzog ; 365 
 5033 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; X3.96rus ; 53 
 5034 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 26 ; Fliege1 ; 601 
 5035 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 20 ; Erzherzog ; 75 
 5036 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 27 ; Erzherzog ; 372 
 5037 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 33 ; Erzherzog ; 614 
 5038 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 26 ; Erzherzog ; 305 
 5039 ; 1 рубль ; 1898 ; Коншин. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 25 ; apple ; 1785 
 5040 ; 1 рубль ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 47 ; pillers26 ; 71 
 5041 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 43 ; Ustin ; 333 
 5042 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 29 ; Ustin ; 333 
 5043 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 5 ; MDV ; 100 
 5044 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 24 ; малиновка76 ; 521 
 5045 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 18 ; basoff ; 266 
 5046 ; Лот бон 1,3,5,10 рублей, 25 шт ; 1898-1909 ;  ;  ;  ; 37 ; Hikon ; 793 
 5047 ; Лот бон деньги-марки 9 шт., в листе ;  ;  ;  ;  ; 21 ; pref ; 363 
 5048 ; 10 копеек Квартблок ; 1915 ; Деньги-марки ;  ; AU ; 21 ; lupus47 ; 399 
