 4687 ; Бона иностранная ;  ;  ;  ;  ; 12 ; smel ; 150 
 4145 ; 100 рублей ; 1947 ; билет ;  ; AU ; 66 ; Крынка ; 8492 
 4146 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; XF ; 57 ; ac ; 561 
 4147 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 111 ; babaika ; 922 
 4148 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 85 ; ек ; 960 
 4149 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 44 ; babaika ; 1027 
 4150 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 28 ; orbit ; 1020 
 4151 ; Облигация Черноморский ж/д ; 1916 ;  ;  ;   ; 23 ; sonegr ; 352 
 4152 ; Облигация Алтайской ж/д ; 1912 ;  ;  ;   ; 46 ; у44 ; 313 
 4153 ; Облигация Николаевской ж/д ; 1869 ;  ;  ;   ; 52 ; koga ; 336 
 4154 ; Свидетельство поземельного банка ; 1912 ;  ;  ;   ; 16 ; vicinus ; 312 
 4155 ; Закладной лист ; 1898 ;  ;  ;   ; 12 ; vicinus ; 301 
 4156 ; Облигация ; 1896 ;  ;  ;   ; 37 ; vicinus ; 301 
 4157 ; Облигация ; 1896 ;  ;  ;   ; 15 ; DmitriyNK ; 306 
 4158 ; Облигация ; 1891 ;  ;  ;   ; 17 ; DmitriyNK ; 306 
 4159 ; Облигация ; 1906 ;  ;  ;   ; 12 ; ъхз ; 227 
 4160 ; Облигация ; 1906 ;  ;  ;   ; 13 ; Germanfox ; 305 
 4161 ; Акция. Брянск ; 1913 ;  ;  ;   ; 27 ; koga ; 306 
 4162 ; Акция. Казань ; 1893 ;  ;  ;   ; 21 ; ъхз ; 272 
 4163 ; Акция. Донецк ; 1911 ;  ;  ;   ; 22 ; lesnik1 ; 305 
 4164 ; Акция. Грозный ; 1921 ;  ;  ;   ; 23 ; lesnik1 ; 306 
 4165 ; Акция ; 1898 ;  ;  ;   ; 15 ; vicinus ; 202 
 4166 ; Облигация ; 1908 ;  ;  ;   ; 36 ; koga ; 299 
 4167 ; Облигация ; 1880 ;  ;  ;   ; 44 ; Germanfox ; 337 
 4168 ; Облигация ; 1880 ;  ;  ;   ; 23 ; DmitriyNK ; 303 
 4169 ; Облигация ; 1901 ;  ;  ;   ; 33 ; Gera_K ; 420 
 4170 ; 1000 рублей (11 шт) ; 1993 ;  ;  ;   ; 9 ; SANGOLD1 ; 129 
 4301 ; Лот из 2-х разменных билетов: 2,1 коп ; 1915 ; Разменные (казнач.)билеты ;  ; XF ; 41 ; DATR ; 306 
 4302 ; Лот из 5-ти разменных билетов: 50 коп ; 1915 ; Разменные (казнач.)билеты ;  ; VF+/XF ; 16 ; Leontiy ; 81 
 4303 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; XF ; 27 ; kompman ; 189 
 4304 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ; VF+ ; 61 ; kompman ; 763 
 4305 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ; AU ; 105 ; 1010 ; 544 
 4306 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ; XF- ; 65 ; geracon2009 ; 425 
 4307 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ; XF ; 115 ; mib ; 759 
 4308 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ; AU ; 27 ; babaika ; 490 
 4309 ; 5 рублей ; 1947 ; Гос.казначейский билет ;  ; VF+ ; 39 ; kent01 ; 501 
 4310 ; 10 рублей ; 1947 ; билет ;  ; VF ; 36 ; shais1 ; 508 
 4311 ; 25 рублей ; 1947 ; билет ;  ; XF- ; 115 ; Alekss_27 ; 1019 
 4312 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ; F ; 12 ; юденич ; 110 
 4313 ; 15 копеек. Одесса. Городское управление. Разменная марка ; 1917 ;  ;  ; XF- ; 56 ; zev ; 864 
 4314 ; 20 копеек. Одесса. Городское управление. Разменная марка ; 1917 ;  ;  ; VF+ ; 29 ; zev ; 568 
 4315 ; 50 копеек. Одесса. Городское управление. Разменная марка ; 1917 ;  ;  ; XF ; 34 ; SANGOLD1 ; 439 
 4086 ; 2 доллара США ; 1917 ;  ;  ;  ; 62 ; shais1 ; 3518 
 4087 ; 5 долларов США ; 1914 ;  ;  ;  ; 57 ; ек ; 3000 
 4088 ; 1 доллар США ; 1899 ;  ;  ;  ; 84 ; ек ; 3060 
 4089 ; 5000 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 30 ; у44 ; 3005 
 4090 ; 5000 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 33 ; monos72 ; 4080 
 4091 ; Билет 3 лотереи Осоавиахима ; 1929 ;  ;  ;  ; 30 ; sdfg ; 1440 
 4092 ; 100 рублей ; 1947 ; билет ;  ;  ; 40 ; ac ; 377 
 4093 ; 100 рублей ; 1947 ; билет ;  ;  ; 40 ; krft ; 833 
 4094 ; 100 рублей ; 1947 ; билет ;  ;  ; 9 ; Vb[fksx ; 1020 
 4095 ; 100 рублей ; 1947 ; билет ;  ;  ; 19 ; Vb[fksx ; 1020 
 4096 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; ac ; 316 
 4097 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; kompman ; 240 
 4098 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 26 ; kompman ; 223 
 4099 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 19 ; rbcrf ; 240 
 4100 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; koga ; 203 
 4101 ; 50 копеек ; 1918 ; Азербайджан ;  ; AU ; 51 ; ек ; 316 
 4102 ; 50 копеек ; 1923 ; Денежные знаки (с рисунком монеты) ;  ; AU ; 29 ; rib1959 ; 1020 
 4103 ; 15 копеек. Квартблок ; 1915 ; Деньги-марки ;  ; AU ; 34 ; Злой 2 ; 255 
 4104 ; 50 копеек ;  ;  ;  ; AU ; 58 ; monos72 ; 752 
 4105 ; 3 рубля ; 1919 ; Грузия ;  ; AU ; 27 ; ек ; 510 
 4106 ; 3 рубля ; 1918 ; Закавказье ;  ; AU ; 54 ; verunk1 ; 606 
 4107 ; 3 рубля ; 1919 ; Латвия. Разменный знак ;  ; AU ; 77 ; Woker ; 714 
 4108 ; 10 рублей. Родзянко ; 1919 ;  ;  ; AU ; 49 ; ъхз ; 1205 
 4109 ; 1000 рублей ; 1920 ; Азербайджан ;  ; AU ; 33 ; monos72 ; 1179 
 4110 ; 5 рублей ; 1919 ; Латвия. Разменный знак ;  ; AU ; 31 ; Woker ; 833 
 4111 ; 25 рублей. Юденич ; 1919 ;  ;  ; XF ; 24 ; ъхз ; 1119 
 4112 ; 10 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ; AU ; 70 ; AnvlaSar6216 ; 1665 
 4113 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ; AU ; 61 ; peck ; 1122 
 4114 ; 100 рублей. Могилев ;  ;  ;  ; AU ; 33 ; monos72 ; 2166 
 4115 ; 75000000 рублей ; 1924 ; Закавказье ;  ; XF ; 46 ; SANGOLD1 ; 2631 
 4116 ; 250000000 рублей ; 1924 ; Закавказье ;  ; XF ; 46 ; у44 ; 1830 
 4117 ; 250000000 рублей ; 1924 ; Закавказье ;  ; XF ; 84 ; нумизмат ; 2054 
 4118 ; 10000 рублей ; 1919 ;  ;  ; AU ; 16 ; у44 ; 500 
 4119 ; 10000 рублей ; 1919 ;  ;  ; AU ; 34 ; babaika ; 612 
 4120 ; 1000 рублей. Юденич ; 1919 ;  ;  ; AU ; 94 ; verunk1 ; 4560 
 4121 ; 5000 рублей ; 1919 ;  ;  ; AU ; 52 ; rib1959 ; 1000 
 4122 ; 3 рубля. Могилев ; 1918 ;  ;  ; AU ; 39 ; monos72 ; 2040 
 4123 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ; AU ; 13 ; monos72 ; 132 
 4124 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ; AU ; 3 ; Greenfields ; 102 
 4125 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ; AU ; 2 ; 11000 ; 100 
 4126 ; 25 рублей ; 1918 ;  ;  ; AU ; 42 ; AnvlaSar6216 ; 1020 
 4127 ; 3 рубля ; 1918 ;  ;  ; AU ; 40 ; gas945 ; 1009 
 4128 ; Акция "Тракторцентр" ; 1932 ;  ;  ; AU ; 45 ; у44 ; 597 
 4129 ; 5 рублей. Могилев ; 1918 ;  ;  ; AU ; 61 ; monos72 ; 2550 
 4130 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ; XF ; 95 ; Germanfox ; 612 
 4131 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ; XF ; 125 ; AnvlaSar6216 ; 1003 
 4132 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ; XF ; 22 ; mib ; 1009 
 4133 ; 1000 карбованцев ; 1918 ; Украина.Знак Державноi скарбицi ;  ; AU ; 104 ; ек ; 777 
 4134 ; 1000 рублей ; 1919 ;  ;  ; AU ; 76 ; SANGOLD1 ; 1873 
 4135 ; 50 рублей ; 1918 ; Денежные знаки.Кубанская республика ;  ; AU ; 99 ; monos72 ; 4533 
 3584 ; Лот монет Исландии (5шт) ; 1969-1994 ;  ; Cu/Ni,St,Cu ; VF+/XF ; 24 ; temichek ; 133 
 3585 ; Лот монет Франции (4шт) ; 1943 ;  ; Al ; VF-/VF+ ; 27 ; gtnhjd ; 35 
 3586 ; Лот монет Турции (9шт) ; 1948-2007 ;  ; Би/м,Al/Br,Cu/N ; VF-/XF ; 14 ; olga42 ; 100 
 3587 ; Лот монет Молдавии, Германии, Эстонии, Литвы, Грузии, Бельгии, Азербайджана (8шт) ; 1916-2004 ;  ; Cu/Ni,Al/Br,St, ; VF-/XF ; 35 ; alskr ; 71 
 3588 ; Лот евромонет Финляндии (8шт) ; 2011 ;  ; Би/м,лат,Cu/St ; AU ; 51 ; AlexFil ; 334 
 3589 ; Лот евромонет Люксембурга (8шт) ; 2011 ;  ; Би/м,лат,Cu/St ; AU ; 38 ; барабашка ; 359 
 3590 ; Лот евромонет Словении (8шт) ; 2007 ;  ; Би/м,лат,Cu/St ; AU ; 28 ; nikfo ; 359 
 3591 ; Лот евромонет Бельгии (8шт) ; 207,2010,2011 ;  ; Би/м,лат,Cu/St ; AU ; 31 ; vc57 ; 306 
 3592 ; Лот евромонет Германии (8шт) ; 2002-2011 ;  ; Би/м,лат,Cu/St ; AU ; 34 ; gtnhjd ; 281 
 3593 ; Лот евромонет Люксембурга, Бельгии, Германии, Словении (5шт): 2 евро ; 2009,2011 ;  ; Би/м ; AU ; 75 ; shais1 ; 717 
 3594 ; Лот евромонет Люксембурга (5шт): 2 евро ; 2004-2009 ;  ; Би/м ; AU ; 66 ; shais1 ; 670 
 3595 ; Лот евромонет Германии (5шт): 2 евро ; 2006-2010 ;  ; Би/м ; XF/AU ; 44 ; molodes ; 634 
 3596 ; Лот евромонет Нидерландов, Финляндии, Испании, Люксембурга, Австрии, Словении, Франции, Италии, Германии, Бельгии (10шт): 5 центов ; 2001-2011 ;  ; Cu/St ; XF/AU ; 16 ; kompman ; 130 
 3597 ; Лот евромонет Словении, Австрии, Нидерландов, Финляндии, Германии, Люксембурга, Бельгии, Италии, Франции (9шт): 2 цента ; 2004-2011 ;  ; Cu/St ; XF/AU ; 19 ; flYUGgerr ; 85 
 3598 ; Лот евромонет Бельгии, Люксембурга, Франции, Финляндии, Словении, Нидерландов, Германии, Австрии, Испании (9шт) ; 1999-2011 ;  ; Cu/St ; XF/AU ; 24 ; flYUGgerr ; 126 
 4051 ; 2 копейки ; 1917 ; Деньги-марки ;  ;  ; 45 ; max2008 ; 306 
 4052 ; 1 копейка ; 1917 ; Деньги-марки ;  ;  ; 35 ; rib1959 ; 200 
 4053 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 7 ; kompman ; 35 
 4054 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 21 ; rib1959 ; 50 
 4055 ; Гербовая марка ;  ;  ;  ;  ; 33 ; zev ; 210 
 4056 ; Гербовая марка ;  ;  ;  ;  ; 20 ; zev ; 327 
 4057 ; Гербовая марка ;  ;  ;  ;  ; 34 ; zev ; 331 
 4058 ; Гербовая марка ;  ;  ;  ;  ; 26 ; zev ; 266 
 4059 ; Гербовая марка ; 1923 ;  ;  ;  ; 31 ; zev ; 305 
 4060 ; Гербовая марка ; 1923 ;  ;  ;  ; 26 ; zev ; 309 
 4061 ; 1 рубль. Батум ;  ;  ;  ;  ; 10 ; koga ; 226 
 4062 ; 3 рубля. Батум ;  ;  ;  ;  ; 18 ; monos72 ; 348 
 4063 ; 50 рублей. Батум ;  ;  ;  ;  ; 19 ; filat100 ; 1836 
 4064 ; 50 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 20 ; Woker ; 261 
 4065 ; 50 копеек. Юденич ; 1919 ;  ;  ;  ; 23 ; СЁМА ; 601 
 4066 ; 50 копеек. Юденич ; 1919 ;  ;  ;  ; 17 ; 1010 ; 816 
 4067 ; 3 рубля ; 1925 ; Гос.казначейские билеты СССР ;  ;  ; 41 ; rib1959 ; 1530 
 4068 ; 3 рубля ; 1925 ; Гос.казначейские билеты СССР ;  ;  ; 95 ; ssss ; 1530 
 4069 ; 5 рублей. С подписью ; 1934 ; Гос.казначейские билеты ;  ;  ; 22 ; Bagrin ; 2040 
 4070 ; 5 рублей. Без подписи ; 1934 ; Гос.казначейские билеты ;  ;  ; 72 ; Woker ; 2550 
 4071 ; 50 рублей ; 1961 ; билет ;  ;  ; 8 ; 555650 ; 111 
 4072 ; 100 рублей ; 1961 ;  ;  ;  ; 7 ; СЁМА ; 143 
 4073 ; 100 рублей ; 1991 ; билет ;  ;  ; 2 ; 11000 ; 30 
 4074 ; 100 рублей ; 1991 ; билет ;  ;  ; 3 ; Ратамахатта ; 31 
 4075 ; 200 рублей ; 1991 ; билет ;  ;  ; 25 ; rbcrf ; 136 
 4076 ; 200 рублей ; 1992 ; билет ;  ;  ; 5 ; 555650 ; 75 
 4077 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 3 ; 555650 ; 88 
 4078 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 2 ; 555650 ; 53 
 4079 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 3 ; 11000 ; 50 
 4080 ; 1000 рублей ; 1993 ; банкнота ;  ;  ; 2 ; 11000 ; 30 
 4081 ; 1000 рублей ; 1993 ; банкнота ;  ;  ; 1 ; 11000 ; 30 
 4082 ; 1000 рублей ; 1993 ; банкнота ;  ;  ; 2 ; 11000 ; 30 
 4083 ; 100 рублей (5 шт) ; 1922 ;  ;  ;  ; 40 ; zev ; 663 
 4084 ; 1 доллар США ; 1899 ;  ;  ;  ; 56 ; grifon1 ; 1995 
 4085 ; 2 доллара США ; 1917 ;  ;  ;  ; 50 ; shais1 ; 2035 
 3534 ; Лот монет Македонии: 6шт ; 1993-2008 ;  ; Латунь ; AU ; 14 ; ворон ; 200 
 3535 ; Лот  монет Парагвая: 4шт ; 2007-2008 ;  ; St ; AU ; 17 ; temichek ; 225 
 3536 ; Лот монет Французской Новой Каледонии: 7шт ; 2001-2003 ;  ; Лат,Ni/St,Al ; AU ; 19 ; николаевич8 ; 608 
 3537 ; Лот монет Югославии: 5шт ; 1992 ;  ; Латунь ; AU ; 24 ; Mike! ; 177 
 3538 ; Лот монет Перу: 7шт ; 207-2008 ;  ; Латунь,Al,Cu-Ni ; AU ; 23 ; Mike! ; 226 
 3539 ; Лот монет Венесуэлы: 6шт ; 2002-2005 ;  ; Al,Cu-Ni,Би ; AU ; 7 ; Mike! ; 182 
 3540 ; Лот монет Перу: 7шт ; 2007-2008 ;  ; Латунь,Al,Би/м ; AU ; 13 ; temichek ; 317 
 3541 ; Лот монет США (Невключённые территории США ): 1/4 доллара (6шт) ; 2009 ;  ; Cu-Ni ; AU ; 72 ; expeditor_78 ; 611 
 3542 ; Лот монет Болгарии: 2шт ; 2007,2004 ;  ; Cu-Ni,Латунь ; AU ; 4 ; Gera_K ; 68 
 3543 ; Лот монет Гайаны: 3шт ; 2005-2007 ;  ; Ni/St,Cu/St ; AU ; 4 ; flYUGgerr ; 128 
 3544 ; Лот монет Кабо-Верде: 6шт ; 1994 ;  ; Ni/St,лат,Би/м ; AU ; 23 ; suhua ; 535 
 3545 ; Лот монет Сьерры-Леоне: 3шт ; 1996 ;  ; Ni/St ; AU ; 25 ; WikiLeaks ; 197 
 3546 ; Лот монет Австралии: 2шт ; 2011 ;  ; Cu-Ni ; AU ; 26 ; Lena6975 ; 203 
 3547 ; Лот монет Багамских островов: 5шт ; 1992-2007 ;  ; Cu-Ni,Br ; AU ; 25 ; nikfo ; 248 
 3548 ; Лот монет США (Достопримечательности США ): 1/4 доллара (5шт) ; 2010 ;  ; Cu-Ni ; AU ; 84 ; Avraham ; 614 
 3549 ; Лот монет Уругвая: 4шт ; 2000-2008 ;  ; Би/м,Латунь ; AU ; 20 ; suhua ; 198 
 3550 ; Лот монет Македонии (ФАО): 3шт ; 1995 ;  ; Латунь ; AU ; 13 ; suhua ; 155 
 3551 ; Лот монет Тайланада: 6шт ;  ;  ; Латунь,Cu-Ni,Cu ; AU ; 12 ; vc57 ; 151 
 3552 ; Лот монет Макао: 4шт ; 1993-2007 ;  ; Латунь,Cu-Ni ; AU ; 15 ; Mike! ; 208 
 3553 ; Лот монет Белиза: 4шт ; 2000-2007 ;  ; Al,Cu-Ni ; AU ; 16 ; temichek ; 201 
 3554 ; Лот монет Сомалилэнда: 6шт ; 1994-2005 ;  ; Al,Cu-Ni,Латунь ; AU ; 18 ; ворон ; 261 
 3555 ; Лот монет Острова Мэн: 6шт ; 2010 ;  ; Cu-Ni,Cu/St ; AU ; 29 ; Mike! ; 155 
 3556 ; Лот монет Уругвая (животные): 2шт ; 2011 ;  ; Латунь ; AU ; 65 ; кашира ; 311 
 3557 ; Лот монет Эритеи: 6шт ; 1997 ;  ; Ni/St ; AU ; 14 ; suhua ; 304 
 3558 ; Лот монет Австрии (3шт): 4,3,1 крейцер ; 1851,1860 ;  ; Cu ; VF ; 43 ; zx123 ; 536 
 3559 ; Лот монет Франции (2шт) ; 1921,1923 ;  ; Al/Br ; VF/VF- ; 51 ; Dbrnjh ; 63 
 3560 ; Лот монет Австралии (4шт) ; 1966-1974 ;  ; Cu/Ni,Cu ; VF ; 17 ; zx123 ; 45 
 3561 ; Лот монет Греции (3шт) ; 1954,1957 ;  ; Cu/Ni ; VF- ; 40 ; stivenson ; 46 
 3562 ; Лот монет Италии (4шт) ; 1979-1994 ;  ; St,Лат ; XF/AU ; 23 ; zx123 ; 42 
 3563 ; Лот монет Венгрии (10шт) ; 1909-1989 ;  ; Al,Al/Br,Cu/Ni ; VF/XF ; 21 ; kergudu ; 67 
 3564 ; Лот монет Италии (5шт) ; 1954-1981 ;  ; St,Al,Al/Br ; F-VF/XF ; 32 ; Leontiy ; 32 
 3565 ; Лот монет Чили (3шт) ; 1988,1998,2004 ;  ; Cu,Al/Br,Al ; VF-/VF+ ; 37 ; temichek ; 62 
 3566 ; Лот монет Бразилии (6шт) ; 1970-2007 ;  ; Cu/Ni,St,Cu ; VF/XF ; 14 ; Gera_K ; 62 
 3567 ; Лот монет Хорватии (9шт) ; 1994-2010 ;  ; Cu/Ni,латунь,Al ; VF+/XF+ ; 50 ; suhua ; 192 
 3568 ; Лот монет Ирландии (4шт) ; 1971,1974,1978 ;  ; Cu/Ni,Cu ; VF/XF ; 11 ; pref ; 36 
 3569 ; Лот монет Великобритании (8шт) ; 1948-2008 ;  ; Cu/Ni,Al/Br,Cu ; VF/XF ; 22 ; Wolchara ; 272 
 3570 ; Лот монет Великобритании (5шт) ; 2008,2009,2010 ;  ; Cu/Ni,Fe/Cu ; XF ; 8 ; MC17 ; 61 
 3571 ; Лот монет Швейцарии (7шт) ; 1914-1994 ;  ; Cu/Ni,Al/Br ; VF-/XF ; 19 ; zx123 ; 68 
 3572 ; Лот монет Гон-Конга (3шт) ; 1965,1981,1993 ;  ; Cu/Ni,Al/Br ; VF-/VF-XF ; 24 ; zx123 ; 32 
 3573 ; Лот монет Великобритании (5шт) ; 1983-1997 ;  ; Cu/Ni, Cu/St ; VF+/XF ; 33 ; Wolchara ; 107 
 3574 ; Лот монет Венгрии (8шт) ; 1993-2009 ;  ; Би/м,Cu/Ni,Al/B ; VF/XF ; 16 ; zx123 ; 114 
 3575 ; Лот монет Греции (8шт) ; 1976-1992 ;  ; Cu/Ni,Al/Br ; VF+/XF- ; 11 ; gtnhjd ; 62 
 3576 ; Лот монет Франции (6шт) ; 1965-1991 ;  ; Cu/Ni,Al/Br ; VF+/XF ; 6 ; gtnhjd ; 32 
 3577 ; Лот монет Румынии (14шт) ; 1943-2007 ;  ; Cu/Ni,Al/Br,Al, ; VF-/XF ; 17 ; zx123 ; 136 
 3578 ; Лот монет Канады (4шт) ; 1974-1991 ;  ; Cu/Ni,St,Cu ; VF/VF+ ; 15 ; Ybrjkfif ; 75 
 3579 ; Лот монет ОАЭ (5шт) ; XX в ;  ; Cu/Ni ; VF+/XF+ ; 22 ; stivenson ; 41 
 3580 ; Лот монет Франции (3шт) ; 1952,1978 ;  ; Al/Br ; VF-/VF-XF ; 38 ; a54 ; 45 
 3581 ; Лот монет Индонезии (7шт) ; 1970,1971,1978 ;  ; Cu/Ni,Al ; VF-/XF ; 41 ; flYUGgerr ; 95 
 3582 ; Лот монет Бельгии (7шт) ; 1951-1996 ;  ; Cu/Ni,St.Al/Br, ; F-VF/XF ; 41 ; gtnhjd ; 43 
