 5991 ; Бона иностранная Венесуэла ;  ;  ;  ; AU ; 28 ; sibirian ; 28 
 5600 ; Бона иностранная ;  ;  ;  ;  ; 7 ; boypraff ; 50 
 5601 ; Бона иностранная ;  ;  ;  ;  ; 16 ; gdrg2 ; 65 
 5602 ; Бона иностранная ;  ;  ;  ;  ; 9 ; boypraff ; 57 
 5603 ; Бона иностранная ;  ;  ;  ;  ; 9 ; я8844 ; 47 
 5604 ; Бона иностранная ;  ;  ;  ;  ; 14 ; val211 ; 53 
 5605 ; Бона иностранная ;  ;  ;  ;  ; 11 ; я8844 ; 39 
 5606 ; Бона иностранная ;  ;  ;  ;  ; 4 ; V.I.P.E.R. ; 31 
 5607 ; Бона иностранная ;  ;  ;  ;  ; 1 ; svoi1970 ; 35 
 5608 ; Бона иностранная ;  ;  ;  ;  ; 11 ; gdrg2 ; 37 
 5609 ; Бона иностранная ;  ;  ;  ;  ; 5 ; ек ; 46 
 5510 ; Бона иностранная ;  ;  ;  ;  ; 9 ; flutter ; 63 
 5511 ; Бона иностранная ;  ;  ;  ;  ; 29 ; flutter ; 193 
 5512 ; Бона иностранная ;  ;  ;  ;  ; 38 ; flutter ; 234 
 5513 ; Бона иностранная ;  ;  ;  ;  ; 27 ; flutter ; 138 
 5514 ; Бона иностранная ;  ;  ;  ;  ; 29 ; flutter ; 200 
 5515 ; Бона иностранная ;  ;  ;  ;  ; 30 ; flutter ; 200 
 5516 ; Бона иностранная ;  ;  ;  ;  ; 26 ; flutter ; 77 
 5517 ; Бона иностранная ;  ;  ;  ;  ; 15 ; В1951 ; 54 
 5518 ; Бона иностранная ;  ;  ;  ;  ; 9 ; я8844 ; 57 
 5519 ; Бона иностранная ;  ;  ;  ;  ; 8 ; варяг42 ; 28 
 5520 ; Бона иностранная ;  ;  ;  ;  ; 17 ; flutter ; 120 
 5521 ; Бона иностранная ;  ;  ;  ;  ; 19 ; flutter ; 120 
 5522 ; Бона иностранная ;  ;  ;  ;  ; 44 ; Фест ; 116 
 5523 ; Бона иностранная ;  ;  ;  ;  ; 36 ; Папа с рацией ; 99 
 5524 ; Бона иностранная ;  ;  ;  ;  ; 13 ; flutter ; 50 
 5525 ; Бона иностранная ;  ;  ;  ;  ; 6 ; велес ; 30 
 5526 ; Бона иностранная ;  ;  ;  ;  ; 12 ; igorchek ; 50 
 5527 ; Бона иностранная ;  ;  ;  ;  ; 9 ; ъхз ; 32 
 5528 ; Бона иностранная ;  ;  ;  ;  ; 13 ; flutter ; 33 
 5529 ; Бона иностранная ;  ;  ;  ;  ; 12 ; середа ; 57 
 5530 ; Бона иностранная ;  ;  ;  ;  ; 14 ; ек ; 24 
 5531 ; Бона иностранная ;  ;  ;  ;  ; 9 ; я8844 ; 10 
 5532 ; Бона иностранная ;  ;  ;  ;  ; 27 ; середа ; 138 
 5533 ; Бона иностранная ;  ;  ;  ;  ; 10 ; kuder ; 36 
 5534 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Gyron ; 102 
 5535 ; Бона иностранная ;  ;  ;  ;  ; 18 ; середа ; 71 
 5536 ; Бона иностранная ;  ;  ;  ;  ; 5 ; karlgustav ; 100 
 5537 ; Бона иностранная ;  ;  ;  ;  ; 8 ; pref ; 30 
 5538 ; Бона иностранная ;  ;  ;  ;  ; 29 ; karlgustav ; 245 
 5539 ; Бона иностранная ;  ;  ;  ;  ; 38 ; gdrg2 ; 225 
 5540 ; Бона иностранная ;  ;  ;  ;  ; 17 ; медалькин ; 340 
 5541 ; Бона иностранная ;  ;  ;  ;  ; 16 ; ask ; 124 
 5542 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Gyron ; 111 
 5543 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Gyron ; 104 
 5544 ; Бона иностранная ;  ;  ;  ;  ; 17 ; я8844 ; 22 
 5545 ; Бона иностранная ;  ;  ;  ;  ; 17 ; gdrg2 ; 28 
 5546 ; Бона иностранная ;  ;  ;  ;  ; 17 ; sibirian ; 25 
 5547 ; Бона иностранная ;  ;  ;  ;  ; 25 ; gdrg2 ; 42 
 5548 ; Бона иностранная ;  ;  ;  ;  ; 7 ; 333985 ; 89 
 5549 ; Бона иностранная ;  ;  ;  ;  ; 25 ; texno4819 ; 65 
 5550 ; Бона иностранная ;  ;  ;  ;  ; 10 ; pref ; 50 
 5551 ; Бона иностранная ;  ;  ;  ;  ; 36 ; середа ; 101 
 5552 ; Бона иностранная ;  ;  ;  ;  ; 17 ; середа ; 100 
 5553 ; Бона иностранная ;  ;  ;  ;  ; 8 ; я8844 ; 16 
 5554 ; Бона иностранная ;  ;  ;  ;  ; 9 ; karal ; 71 
 5555 ; Бона иностранная ;  ;  ;  ;  ; 2 ; я8844 ; 3 
 5556 ; Бона иностранная ;  ;  ;  ;  ; 10 ; teso ; 50 
 5557 ; Бона иностранная ;  ;  ;  ;  ; 5 ; svoi1970 ; 30 
 5558 ; Бона иностранная ;  ;  ;  ;  ; 12 ; .gk ; 58 
 5559 ; Бона иностранная ;  ;  ;  ;  ; 10 ; ек ; 29 
 5311 ; 3 рубля ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 61 ; aple ; 410 
 5312 ; 100000 рублей ; 1922 ; Азербайджан ;  ;  ; 59 ; SS2008 ; 384 
 5313 ; Лот бон 3 шт ; 1947 ;  ;  ;  ; 46 ; я8844 ; 1285 
 5314 ; 25 рублей ; 1947 ; билет ;  ;  ; 40 ; o_ruslan ; 3178 
 5315 ; 5 рублей ; 1947 ; Гос.казначейский билет ;  ;  ; 15 ; Моряк-собиратель ; 1222 
 5316 ; Лот бон 3 шт ; 1961-1993 ;  ;  ;  ; 29 ; я8844 ; 357 
 5317 ; Лот бон 2 шт ;  ;  ;  ;  ; 19 ; Yamilov ; 82 
 5318 ; 100000 рублей ; 1995 ; банкнота ;  ;  ; 50 ; камсигал ; 849 
 5319 ; 5 рублей ; 1997 ; банкнота ;  ;  ; 50 ; doiu33 ; 459 
 5320 ; Лот бон 3 шт ; 1909 ;  ;  ;  ; 49 ; karal ; 236 
 5321 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 14 ; svv ; 840 
 5322 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 22 ; svv ; 735 
 5323 ; 1000 рублей ; 1995 ; банкнота ;  ;  ; 28 ; Reichard ; 261 
 5324 ; Лот бон Приднестровье 5 шт. Тестовые боны, не для платежа ; 2007 ;  ;  ;  ; 27 ; master_mt5 ; 3922 
 5325 ; Бона 200 рублей Приднестровье. Тестовые боны, не для платежа ; 2004 ;  ;  ;  ; 19 ; master_mt5 ; 1599 
 5326 ; Бона 500 рублей Приднестровье. Тестовые боны, не для платежа ; 2004 ;  ;  ;  ; 24 ; master_mt5 ; 1800 
 5327 ; Лот бон 2 шт ; 1905-09 ;  ;  ;  ; 27 ; Reichard ; 403 
 5328 ; Лот бон 5 шт ; 1905-09 ;  ;  ;  ; 54 ; FoxSF ; 714 
 5329 ; Лот бон 3 шт. 100 рублей ; 1910 ;  ;  ;  ; 21 ; LAL ; 679 
 5330 ; 1 червонец ; 1937 ; Билет ;  ;  ; 105 ; Dmitry21 ; 400 
 5331 ; 3 червонца ; 1937 ; Билет ;  ;  ; 40 ; aple ; 281 
 5332 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 70 ; aple ; 355 
 5333 ; Лот бон 4 шт ; 1947 ;  ;  ;  ; 34 ; елец ; 951 
 5334 ; Лот бон 6 шт ; 1961 ;  ;  ;  ; 38 ; прохожий ; 616 
 5335 ; 500 рублей ; 1992 ; билет ;  ;  ; 6 ; kameivan ; 200 
 5336 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 23 ; Aziris ; 289 
 5337 ; 10000 рублей ; 1992 ; банкнота ;  ;  ; 39 ; Aziris ; 1062 
 5338 ; 1000 рублей ; 1992 ; билет ;  ;  ; 12 ; Aziris ; 194 
 5339 ; 5000 рублей ; 1994 ; банкнота ;  ;  ; 48 ; ooooo1961 ; 704 
 5340 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 39 ; камсигал ; 895 
 5341 ; Лот бон 2 шт ; 1993-95 ;  ;  ;  ; 25 ; pentagr ; 318 
 5342 ; Лот бон 2 шт ; 1910,12 ;  ;  ;  ; 42 ; елец ; 600 
 5343 ; Лот бон 2 шт ; 1917,18 ;  ;  ;  ; 49 ; aple ; 167 
 5344 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 47 ; aple ; 359 
 5345 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 52 ; aple ; 578 
 5346 ; Лот бон 5 шт ; 1992 ;  ;  ;  ; 26 ; pentagr ; 569 
 5347 ; Лот деньги-марки 2 шт ;  ;  ;  ;  ; 19 ; Zorro-09 ; 57 
 5348 ; 1 рубль ; 1919 ; Латвия. Разменный знак ;  ;  ; 99 ; 17 ; 765 
 5349 ; 3 рубля ; 1919 ; Латвия. Разменный знак ;  ;  ; 28 ; 17 ; 765 
 5350 ; Лот облигаций 3 шт ; 1954-56 ;  ;  ;  ; 51 ; aple ; 228 
 5351 ; Лот бон 5 шт ;  ;  ;  ;  ; 22 ; sts ; 211 
 5501 ; Бона иностранная ;  ;  ;  ;  ; 13 ; val211 ; 80 
 5502 ; Бона иностранная ;  ;  ;  ;  ; 28 ; flutter ; 234 
 5503 ; Бона иностранная ;  ;  ;  ;  ; 12 ; flutter ; 200 
 5504 ; Бона иностранная ;  ;  ;  ;  ; 14 ; flutter ; 200 
 5505 ; Бона иностранная ;  ;  ;  ;  ; 16 ; flutter ; 200 
 5506 ; Бона иностранная ;  ;  ;  ;  ; 10 ; flutter ; 200 
 5507 ; Бона иностранная ;  ;  ;  ;  ; 24 ; flutter ; 183 
 5508 ; Бона иностранная ;  ;  ;  ;  ; 17 ; flutter ; 183 
 5509 ; Бона иностранная ;  ;  ;  ;  ; 13 ; flutter ; 183 
 5069 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 48 ; pentagr ; 274 
 5070 ; 500 рублей ; 1991 ; билет ;  ;  ; 11 ; Andrew1961 ; 155 
 5071 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 45 ; Грач ; 273 
 5072 ; 100000 рублей ; 1995 ; банкнота ;  ;  ; 30 ; Reichard ; 1043 
 5073 ; Билет МММ ;  ;  ;  ;  ; 10 ; ек ; 26 
 5074 ; 500 рублей ; 1920 ;  ;  ;  ; 30 ; Александр007 ; 556 
 5075 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 28 ; 333985 ; 161 
 5076 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 46 ; aple ; 102 
 5077 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 35 ; karal ; 105 
 5078 ; 3 червонца ; 1937 ; Билет ;  ;  ; 28 ; gdrg2 ; 203 
 5079 ; 3 червонца ; 1937 ; Билет ;  ;  ; 31 ; MUPS ; 240 
 5080 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 42 ; pentagr ; 204 
 5081 ; 250 рублей ; 1918 ;  ;  ;  ; 19 ; MUPS ; 352 
 5082 ; 5000 рублей ; 1919 ;  ;  ;  ; 27 ; Reichard ; 612 
 5083 ; 5 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 44 ; Fliege1 ; 1326 
 5084 ; 10 рублей ; 1918 ; Закавказье ;  ;  ; 12 ; AKrav ; 502 
 5085 ; 10 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 31 ; медалькин ; 669 
 5086 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 22 ; ъхз ; 518 
 5087 ; 1 рубль ; 1918 ;  ;  ;  ; 16 ; Александр007 ; 227 
 5088 ; 5 рублей. Одесса. ; 1917 ;  ;  ;  ; 40 ; аймир ; 897 
 5089 ; 10000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 29 ; майорчик ; 1301 
 5090 ; 100 рублей ; 1919 ; Азербайджан ;  ;  ; 25 ; alex241 ; 509 
 5091 ; 50 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 36 ; Fliege1 ; 1001 
 5092 ; 100 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 35 ; o_ruslan ; 1259 
 5093 ; 10000 рублей ; 1921 ; Азербайджан ;  ;  ; 5 ; texno4819 ; 202 
 5094 ; 500 рублей ; 1919 ; Азербайджан ;  ;  ; 15 ; 333985 ; 370 
 5095 ; 500 рублей ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 38 ; медалькин ; 875 
 5096 ; 1 червонец ; 1922 ; Банковские билеты ;  ;  ; 29 ; 4758 ; 9486 
 5097 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 50 ; Александр007 ; 1355 
 5098 ; 1 рубль ; 1886 ; вензель А III Гос.кредитные билеты разменной касы гос.банка ;  ;  ; 64 ; masterovoi ; 21930 
 5099 ; 1000 рублей ; 1919 ;  ;  ; AU ; 45 ; kont ; 3565 
 5100 ; Лот бон (10шт.) ;  ;  ;  ;  ; 31 ; я8844 ; 459 
 5101 ; 3 рубля ; 1898 ; Тимашев. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 31 ; Fliege1 ; 14790 
 5102 ; 5 рублей ; 1898 ; Тимашев 1903. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 46 ; masterovoi ; 3449 
 5103 ; 10 рублей ; 1898 ; Тимашев 1903. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 46 ; masterovoi ; 19410 
 5104 ; 250 рублей ; 1919 ;  ;  ;  ; 26 ; кс ; 456 
 5105 ; 50 копеек ; 1919 ;  ;  ;  ; 40 ; DIMA 57 ; 1688 
 5106 ; 3 рубля ; 1919 ;  ;  ;  ; 21 ; скорпион_48 ; 2267 
 5107 ; 5000000 рублей ; 1921 ; Обязательства РСФСР 1921 г. ;  ;  ; 22 ; жулик ; 7658 
 5108 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 47 ; феникс55 ; 542 
 5301 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; Фест ; 480 
 5302 ; 100 рублей ; 1898 ; Тимашев 1903. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 29 ; Fliege1 ; 6343 
 5303 ; Лот бон 3 шт ; 1898 ;  ;  ;  ; 35 ; bonist-3A ; 206 
 5304 ; 1 рубль ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 17 ; AndrCh58 ; 352 
 5305 ; Лот бон 3 шт ; 1898 ;  ;  ;  ; 38 ; Zorro-09 ; 138 
 5306 ; Лот бон 3 шт ; 1905 ;  ;  ;  ; 40 ; aple ; 214 
 5307 ; Лот бон 3 шт ;  ;  ;  ;  ; 50 ; Грач ; 556 
 5308 ; Лот бон России 5 шт ;  ;  ;  ;  ; 23 ; я8844 ; 153 
 5309 ; 30 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 26 ; Aziris ; 303 
 5310 ; 1 рубль ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 95 ; Aziris ; 434 
 5019 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ;  ; 62 ; MUPS ; 305 
 5020 ; 5 рублей ; 1947 ; Гос.казначейский билет ;  ;  ; 54 ; MUPS ; 305 
 5021 ; 50 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 20 ; майорчик ; 1019 
 5022 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 14 ; 333985 ; 31 
 5023 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 28 ; Александр007 ; 310 
 5024 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 8 ; всё моё ; 102 
 5025 ; 3 рубля ; 1905 ; Тимашев. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 35 ; alex241 ; 800 
 5026 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; Александр007 ; 91 
 5027 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; Александр007 ; 114 
 5028 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 6 ; Александр007 ; 102 
 5029 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 10 ; Александр007 ; 82 
 5030 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 8 ; 333985 ; 82 
 5031 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 18 ; 333985 ; 88 
 5032 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 18 ; igorchek ; 90 
 5033 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 12 ; FoxSF ; 99 
 5034 ; 1000 рублей ; 1919 ;  ;  ;  ; 43 ; val211 ; 301 
 5035 ; 500 рублей ; 1918 ;  ;  ;  ; 51 ; ppp ; 362 
 5036 ; 5000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 16 ; Александр007 ; 671 
 5037 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 34 ; Fliege1 ; 1074 
 5038 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 11 ; FoxSF ; 209 
 5039 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 10 ; Reichard ; 306 
 5040 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 9 ; cr2952 ; 200 
 5041 ; 3 рубля ; 1961 ; Гос.казначейский билет ;  ;  ; 8 ; Димон777 ; 140 
 5042 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 17 ; pentagr ; 171 
 5043 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 36 ; flutter ; 347 
 5044 ; 5 рублей ; 1997 ; банкнота ;  ;  ; 47 ; slovjnin ; 469 
 5045 ; 5000 рублей ; 1995 ; банкнота ;  ;  ; 33 ; dinkini ; 305 
 5046 ; 1 рубль ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 31 ; майорчик ; 1518 
 5047 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 17 ; pentagr ; 138 
 5048 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 28 ; 222211 ; 332 
 5049 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 46 ; MUPS ; 509 
 5050 ; 50 рублей ; 1961 ; билет ;  ;  ; 14 ; 333985 ; 104 
 5051 ; 200 рублей ; 1992 ; билет ;  ;  ; 16 ; Andrew1961 ; 80 
 5052 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 9 ; pentagr ; 128 
 5053 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 23 ; Reichard ; 257 
 5054 ; 500 рублей ; 1992 ; билет ;  ;  ; 18 ; Andrew1961 ; 70 
 5055 ; 500 рублей ; 1992 ; билет ;  ;  ; 20 ; Фест ; 53 
 5056 ; 500 рублей ; 1991 ; билет ;  ;  ; 16 ; bva150979 ; 204 
 5057 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 13 ; pref ; 120 
 5058 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 23 ; 4758 ; 1236 
 5059 ; 25000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 26 ; MUPS ; 612 
 5060 ; 25000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 11 ; 4758 ; 453 
 5061 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 16 ; Александр007 ; 80 
 5062 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 23 ; irmilah ; 41 
 5063 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 14 ; Александр007 ; 80 
 5064 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 27 ; Reichard ; 253 
 5065 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 10 ; Reichard ; 255 
 5066 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 21 ; MUPS ; 608 
 5067 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 24 ; pentagr ; 211 
 5068 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 7 ; pentagr ; 101 
 3871 ; Лот монет Египта (5шт) ; 20в ;  ; Лат ; XF-AU ; 43 ; igorchek ; 137 
 3872 ; Лот монет Прибалтики (7шт) ; 1991-2006 ;  ; Cu/Ni,Al, Лат ; XF-AU ; 23 ; ZET ; 104 
