 151 ; Медаль "За храбрость". Новодел. D-28мм ;  ;  ; Cu ; VF-XF ; 31 ; 222211 ; 2833 
 4627 ; Бона иностранная ;  ;  ;  ;  ; 19 ; smel ; 50 
 4628 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Скрудж ; 41 
 4629 ; Бона иностранная ;  ;  ;  ;  ; 3 ; smel ; 36 
 4630 ; Бона иностранная ;  ;  ;  ;  ; 16 ; mgradov ; 36 
 4631 ; Бона иностранная ;  ;  ;  ;  ; 15 ; mgradov ; 42 
 4632 ; Бона иностранная ;  ;  ;  ;  ; 26 ; mgradov ; 50 
 4633 ; Бона иностранная ;  ;  ;  ;  ; 23 ; Dander ; 42 
 4634 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Dander ; 32 
 4635 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Dander ; 32 
 4636 ; Бона иностранная ;  ;  ;  ;  ; 19 ; Скрудж ; 38 
 4637 ; Бона иностранная ;  ;  ;  ;  ; 3 ; 11000 ; 23 
 4638 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Скрудж ; 36 
 4639 ; Бона иностранная ;  ;  ;  ;  ; 2 ; Скрудж ; 32 
 4640 ; Бона иностранная ;  ;  ;  ;  ; 2 ; Скрудж ; 40 
 4641 ; Бона иностранная ;  ;  ;  ;  ; 3 ; 11000 ; 23 
 4642 ; Бона иностранная ;  ;  ;  ;  ; 2 ; Dander ; 36 
 4643 ; Бона иностранная ;  ;  ;  ;  ; 1 ; сс400 ; 35 
 4644 ; Бона иностранная ;  ;  ;  ;  ; 2 ; УФА ; 36 
 4645 ; Бона иностранная ;  ;  ;  ;  ; 7 ; sos1 ; 40 
 4646 ; Бона иностранная ;  ;  ;  ;  ; 1 ; сс400 ; 35 
 4647 ; Бона иностранная ;  ;  ;  ;  ; 16 ; smel ; 50 
 4648 ; Бона иностранная ;  ;  ;  ;  ; 14 ; sos1 ; 49 
 4649 ; Бона иностранная ;  ;  ;  ;  ; 4 ; каспер ; 31 
 4650 ; Бона иностранная ;  ;  ;  ;  ; 1 ; сс400 ; 39 
 4651 ; Бона иностранная ;  ;  ;  ;  ; 19 ; sos1 ; 55 
 4652 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Скрудж ; 39 
 4653 ; Бона иностранная ;  ;  ;  ;  ; 3 ; Скрудж ; 36 
 4554 ; Бона иностранная ;  ;  ;  ;  ; 17 ; sikachai ; 69 
 4555 ; Бона иностранная ;  ;  ;  ;  ; 7 ; сс400 ; 32 
 4556 ; Бона иностранная ;  ;  ;  ;  ; 4 ; каспер ; 30 
 4557 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Скрудж ; 36 
 4558 ; Бона иностранная ;  ;  ;  ;  ; 17 ; Скрудж ; 30 
 4559 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Dander ; 30 
 4560 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Dander ; 30 
 4561 ; Бона иностранная ;  ;  ;  ;  ; 22 ; Dander ; 47 
 4562 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Скрудж ; 37 
 4563 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Скрудж ; 35 
 4564 ; Бона иностранная ;  ;  ;  ;  ; 13 ; smel ; 47 
 4565 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Dander ; 35 
 4566 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Dander ; 31 
 4567 ; Бона иностранная ;  ;  ;  ;  ; 10 ; каспер ; 30 
 4568 ; Бона иностранная ;  ;  ;  ;  ; 21 ; smel ; 49 
 4569 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Dander ; 32 
 4570 ; Бона иностранная ;  ;  ;  ;  ; 3 ; smel ; 30 
 4571 ; Бона иностранная ;  ;  ;  ;  ; 2 ; у44 ; 19 
 4572 ; Бона иностранная ;  ;  ;  ;  ; 2 ; у44 ; 19 
 4573 ; Бона иностранная ;  ;  ;  ;  ; 18 ; Скрудж ; 45 
 4574 ; Бона иностранная ;  ;  ;  ;  ; 21 ; Скрудж ; 48 
 4575 ; Бона иностранная ;  ;  ;  ;  ; 75 ; Кречет ; 204 
 4576 ; Бона иностранная ;  ;  ;  ;  ; 79 ; Кречет ; 204 
 4577 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Dander ; 15 
 4578 ; Бона иностранная ;  ;  ;  ;  ; 4 ; у44 ; 19 
 4579 ; Бона иностранная ;  ;  ;  ;  ; 3 ; Dander ; 25 
 4580 ; Бона иностранная ;  ;  ;  ;  ; 9 ; smel ; 35 
 4581 ; Бона иностранная ;  ;  ;  ;  ; 2 ; Dander ; 32 
 4582 ; Бона иностранная ;  ;  ;  ;  ; 2 ; Dander ; 32 
 4583 ; Бона иностранная ;  ;  ;  ;  ; 20 ; sos1 ; 267 
 4584 ; Бона иностранная ;  ;  ;  ;  ; 2 ; у44 ; 19 
 4585 ; Бона иностранная ;  ;  ;  ;  ; 2 ; atk ; 12 
 4586 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Dander ; 28 
 4587 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Dander ; 19 
 4588 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Dander ; 21 
 4589 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Dander ; 20 
 4590 ; Бона иностранная ;  ;  ;  ;  ; 2 ; Dander ; 16 
 4591 ; Бона иностранная ;  ;  ;  ;  ; 25 ; Dander ; 40 
 4592 ; Бона иностранная ;  ;  ;  ;  ; 2 ; atk ; 16 
 4593 ; Бона иностранная ;  ;  ;  ;  ; 1 ; сс400 ; 15 
 4594 ; Бона иностранная ;  ;  ;  ;  ; 74 ; Кречет ; 204 
 4595 ; Бона иностранная ;  ;  ;  ;  ; 45 ; Woker ; 107 
 4596 ; Бона иностранная ;  ;  ;  ;  ; 74 ; Кречет ; 204 
 4597 ; Бона иностранная ;  ;  ;  ;  ; 2 ; Dander ; 32 
 4598 ; Бона иностранная ;  ;  ;  ;  ; 2 ; Скрудж ; 36 
 4599 ; Бона иностранная ;  ;  ;  ;  ; 15 ; sikachai ; 45 
 4600 ; Бона иностранная ;  ;  ;  ;  ; 2 ; Скрудж ; 40 
 4601 ; Бона иностранная ;  ;  ;  ;  ; 12 ; alko25 ; 31 
 4602 ; Бона иностранная ;  ;  ;  ;  ; 3 ; Скрудж ; 41 
 4603 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Dander ; 42 
 4504 ; Бона иностранная ;  ;  ;  ;  ; 6 ; smel ; 30 
 4505 ; Бона иностранная ;  ;  ;  ;  ; 4 ; 11000 ; 24 
 4506 ; Бона иностранная ;  ;  ;  ;  ; 4 ; 11000 ; 24 
 4507 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Dander ; 31 
 4508 ; Бона иностранная ;  ;  ;  ;  ; 16 ; 11000 ; 17 
 4509 ; Бона иностранная ;  ;  ;  ;  ; 29 ; smel ; 30 
 4510 ; Бона иностранная ;  ;  ;  ;  ; 4 ; 11000 ; 24 
 4511 ; Бона иностранная ;  ;  ;  ;  ; 17 ; Dander ; 32 
 4512 ; Бона иностранная ;  ;  ;  ;  ; 11 ; smel ; 40 
 4513 ; Бона иностранная ;  ;  ;  ;  ; 3 ; 11000 ; 24 
 4514 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Dander ; 32 
 4515 ; Бона иностранная ;  ;  ;  ;  ; 4 ; Smit ; 24 
 4516 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Dander ; 30 
 4517 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Скрудж ; 30 
 4518 ; Бона иностранная ;  ;  ;  ;  ; 3 ; alex995 ; 23 
 4519 ; Бона иностранная ;  ;  ;  ;  ; 25 ; 11000 ; 25 
 4520 ; Бона иностранная ;  ;  ;  ;  ; 1 ; сс400 ; 31 
 4521 ; Бона иностранная ;  ;  ;  ;  ; 16 ; Dander ; 47 
 4522 ; Бона иностранная ;  ;  ;  ;  ; 3 ; 11000 ; 24 
 4523 ; Бона иностранная ;  ;  ;  ;  ; 4 ; Dander ; 31 
 4524 ; Бона иностранная ;  ;  ;  ;  ; 3 ; alex995 ; 23 
 4525 ; Бона иностранная ;  ;  ;  ;  ; 6 ; Dander ; 32 
 4526 ; Бона иностранная ;  ;  ;  ;  ; 3 ; alex995 ; 23 
 4527 ; Бона иностранная ;  ;  ;  ;  ; 13 ; mgradov ; 46 
 4528 ; Бона иностранная ;  ;  ;  ;  ; 2 ; Dander ; 32 
 4529 ; Бона иностранная ;  ;  ;  ;  ; 2 ; у44 ; 35 
 4530 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Dander ; 37 
 4531 ; Бона иностранная ;  ;  ;  ;  ; 2 ; Опятор ; 24 
 4532 ; Бона иностранная ;  ;  ;  ;  ; 3 ; alex995 ; 23 
 4533 ; Бона иностранная ;  ;  ;  ;  ; 6 ; Dander ; 33 
 4534 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Dander ; 35 
 4535 ; Бона иностранная ;  ;  ;  ;  ; 4 ; Dander ; 24 
 4536 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Dander ; 30 
 4537 ; Бона иностранная ;  ;  ;  ;  ; 14 ; 11000 ; 15 
 4538 ; Бона иностранная ;  ;  ;  ;  ; 4 ; Dander ; 31 
 4539 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Dander ; 31 
 4540 ; Бона иностранная ;  ;  ;  ;  ; 26 ; Скрудж ; 39 
 4541 ; Бона иностранная ;  ;  ;  ;  ; 3 ; 11000 ; 24 
 4542 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Скрудж ; 31 
 4543 ; Бона иностранная ;  ;  ;  ;  ; 9 ; 11000 ; 30 
 4544 ; Бона иностранная ;  ;  ;  ;  ; 3 ; 11000 ; 24 
 4545 ; Бона иностранная ;  ;  ;  ;  ; 14 ; 11000 ; 15 
 4546 ; Бона иностранная ;  ;  ;  ;  ; 6 ; Dander ; 31 
 4547 ; Бона иностранная ;  ;  ;  ;  ; 9 ; 11000 ; 30 
 4548 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Скрудж ; 31 
 4549 ; Бона иностранная ;  ;  ;  ;  ; 6 ; Скрудж ; 36 
 4550 ; Бона иностранная ;  ;  ;  ;  ; 2 ; Скрудж ; 32 
 4551 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Скрудж ; 41 
 4552 ; Бона иностранная ;  ;  ;  ;  ; 2 ; Скрудж ; 32 
 4553 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Скрудж ; 41 
 4315 ; 3 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 95 ; koga ; 181 
 4316 ; 2 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 66 ; Кречет ; 181 
 4317 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 39 ; vfuflfy49 ; 144 
 4318 ; 100 рублей ; 1919 ;  ;  ;  ; 143 ; verunk1 ; 3556 
 4319 ; 1000 рублей ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 79 ; USS ; 1870 
 4320 ; 500 рублей ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 69 ; USS ; 1607 
 4321 ; 5 рублей ; 1920 ; Денежный знак Дальне-Восточной республикиДенежный знак Дальне-Восточной республики ;  ;  ; 43 ; unkas79 ; 426 
 4322 ; 300 рублей ; 1918 ;  ;  ;  ; 66 ; alex241 ; 323 
 4323 ; 10 рублей ; 1918 ; Казначейский знак Сибирского временного правительства ;  ;  ; 14 ; liderssen ; 408 
 4324 ; 5 рублей ; 1918 ; Казначейский знак Сибирского временного правительства ;  ;  ; 9 ; liderssen ; 161 
 4325 ; 1 рубль ; 1918 ; Казначейский знак Сибирского временного правительства ;  ;  ; 10 ; ZOLTAN333 ; 189 
 4326 ; 3 рубля ; 1919 ;  ;  ;  ; 16 ; Vb[fksx ; 235 
 4327 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 31 ; puhetd ; 85 
 4328 ; 25 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 63 ; sibiryak62 ; 1428 
 4329 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ;  ; 61 ; kent01 ; 345 
 4330 ; 3 рубля ; 1918 ;  ;  ;  ; 49 ; GenyM ; 343 
 4331 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 106 ; off ; 2448 
 4332 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 62 ; off ; 1534 
 4333 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 38 ; off ; 204 
 4334 ; 100 рублей ; 1918 ; Туркестан ;  ;  ; 37 ; alex241 ; 700 
 4335 ; 1 рубль ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 65 ; droopy ; 1047 
 4336 ; 25 рублей ; 1919 ; Азербайджан ;  ;  ; 27 ; okotv ; 305 
 4337 ; 10000 рублей ; 1919 ; Армения ;  ;  ; 16 ; koga ; 364 
 4338 ; 10 рублей ; 1919 ; Грузия ;  ;  ; 43 ; ZOLTAN333 ; 328 
 4339 ; 1000 рублей ; 1923 ; Закавказье ;  ;  ; 48 ; havana ; 1049 
 4340 ; 1 рубль ; 1918 ; Туркестан ;  ;  ; 39 ; off ; 375 
 4341 ; 50 копеек ;  ;  ;  ;  ; 54 ; Хакас ; 267 
 4342 ; 1 марка ; 1919 ;  ;  ;  ; 17 ; alex241 ; 590 
 4343 ; 50 копеек ;  ;  ;  ;  ; 43 ; mgradov ; 84 
 4344 ; 3 рубля. Амурский областной кредитный союз ; 1919 ;  ;  ;  ; 58 ; Vb[fksx ; 1683 
 4345 ; 25 рублей. Акционерное общество табачной фабрики "В.И. Асмолов и Ко" в Ростове на Дону ; 1919 ;  ;  ;  ; 22 ; Andrak ; 1205 
 4346 ; 25 рублей. Красноярское енис. Г.О-во взаимн. Кредита ; 1919 ;  ;  ;  ; 56 ; alex241 ; 632 
 4347 ; 25 рублей ; 1918 ;  ;  ;  ; 22 ; sonegr ; 51 
 4348 ; 3 рубля ; 1918 ; Закавказье ;  ;  ; 83 ; okotv ; 265 
 4349 ; 100 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ; AU ; 87 ; каламбурчик ; 1534 
 4350 ; 25 рублей ; 1919 ;  ;  ; XF ; 38 ; verunk1 ; 185 
 4351 ; 500 рублей ; 1919 ;  ;  ; AU ; 96 ; verunk1 ; 553 
 4352 ; 100 рублей ; 1947 ; билет ;  ; AU ; 161 ; каламбурчик ; 8583 
 4353 ; 25 рублей ; 1961 ; билет ;  ; AU ; 87 ; qwert543 ; 172 
 4354 ; 10 рублей ; 1961 ; билет ;  ; AU ; 62 ; каламбурчик ; 153 
 4355 ; 5 рублей ; 1961 ; Гос.казначейский билет ;  ; AU ; 91 ; qwert543 ; 255 
 4356 ; 3 рубля ; 1961 ; Гос.казначейский билет ;  ; AU ; 74 ; qwert543 ; 132 
 4357 ; 1 рубль ; 1961 ; Гос.казначейский билет ;  ; AU ; 37 ; romna1977 ; 79 
 4358 ; 50000 рублей ; 1993 ; банкнота ;  ; VF+ ; 82 ; vfuflfy49 ; 375 
 4359 ; 10000 манат. Туркменистан ; 2003 ;  ;  ; AU ; 42 ; Gera_K ; 123 
 4360 ; 1 манат. Туркменистан ; 2009 ;  ;  ; AU ; 20 ; Dander ; 24 
 4361 ; 1 манат. Туркменистан ;  ;  ;  ; AU ; 43 ; Кречет ; 65 
 4501 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Скрудж ; 37 
 4502 ; Бона иностранная ;  ;  ;  ;  ; 6 ; Dander ; 31 
 4503 ; Бона иностранная ;  ;  ;  ;  ; 23 ; Опятор ; 24 
 4155 ; Облигация Московско-Виндаво-Рыбинской ж/д ; 1899 ;  ;  ;  ; 10 ; Djon Silver ; 750 
 4156 ; Облигация Московско-Виндаво-Рыбинской ж/д ; 1898 ;  ;  ;  ; 12 ; Djon Silver ; 750 
 4157 ; Облигация Московско-Виндаво-Рыбинской ж/д ; 1898 ;  ;  ;  ; 9 ; 542 ; 765 
 4158 ; Облигация Ивангородо-Домбровской ж/д в 125 рублей ; 1888 ;  ;  ;  ; 8 ; Djon Silver ; 700 
 4159 ; Облигация Ивангородо-Домбровской ж/д в 625 рублей ; 1882 ;  ;  ;  ; 22 ; Djon Silver ; 844 
 4160 ; Облигация ; 1896 ;  ;  ;  ; 13 ; 542 ; 417 
 4161 ; Облигация ; 1891 ;  ;  ;  ; 7 ; kurmax ; 306 
 4162 ; Облигация ; 1891 ;  ;  ;  ; 15 ; kurmax ; 306 
 4163 ; Облигация ; 1906 ;  ;  ;  ; 13 ; сс400 ; 259 
 4164 ; Облигация ; 1893 ;  ;  ;  ; 23 ; Germanfox ; 407 
 4165 ; Облигация ; 1869 ;  ;  ;  ; 9 ; сс400 ; 238 
 4166 ; Облигация ; 1901 ;  ;  ;  ; 18 ; 1177 ; 606 
 4167 ; Акция. Брянск ; 1913 ;  ;  ;  ; 23 ; 542 ; 502 
 4168 ; Акция. Казань ; 1893 ;  ;  ;  ; 53 ; 542 ; 502 
 4169 ; Акция. Гермес-Союз ; 1994 ;  ;  ;  ; 4 ; F@NT0M ; 53 
 4170 ; Акция сцепка 2 шт ; 1951 ;  ;  ;  ; 26 ; F@NT0M ; 119 
 4171 ; Облигация (2 шт) ; 1951 ;  ;  ;  ; 9 ; Gera_K ; 111 
 4172 ; Облигация (2 шт) ; 1953 ;  ;  ;  ; 9 ; Gera_K ; 111 
 4173 ; Облигация (2 шт) ; 1955 ;  ;  ;  ; 6 ; Gera_K ; 86 
 4174 ; Облигация (2 шт) ; 1955 ;  ;  ;  ; 4 ; у44 ; 80 
 4175 ; Облигация (2 шт) ; 1956 ;  ;  ;  ; 6 ; Gera_K ; 84 
 4176 ; Облигация (2 шт) ; 1956 ;  ;  ;  ; 15 ; Gera_K ; 84 
 4177 ; Облигация (2 шт) ; 1956 ;  ;  ;  ; 4 ; Gera_K ; 84 
 4178 ; Облигация (2 шт) ; 1954 ;  ;  ;  ; 10 ; Хакас ; 184 
 4179 ; Облигация (2 шт) ; 1957 ;  ;  ;  ; 5 ; Gera_K ; 105 
 4180 ; Облигация (2 шт) ; 1982 ;  ;  ;  ; 4 ; у44 ; 100 
 4181 ; 1 рубль (2 шт) ; 1898 ;  ;  ;  ; 14 ; Gera_K ; 104 
 4182 ; 1 рубль (2 шт) ; 1898 ;  ;  ;  ; 31 ; Gera_K ; 164 
 4183 ; 1 рубль (2 шт) ; 1898 ;  ;  ;  ; 16 ; Gera_K ; 106 
 4184 ; 1 рубль (2 шт) ; 1898 ;  ;  ;  ; 25 ; Gera_K ; 137 
 4185 ; 5 рублей (2 шт) ; 1909 ;  ;  ;  ; 9 ; Gera_K ; 80 
 4186 ; 5 рублей (2 шт) ; 1909 ;  ;  ;  ; 7 ; Gera_K ; 78 
 4187 ; 25 рублей (2 шт) ; 1909 ;  ;  ;  ; 3 ; 11000 ; 130 
 4188 ; 25 рублей (2 шт) ; 1909 ;  ;  ;  ; 7 ; GEV ; 149 
 4189 ; 25 рублей (2 шт) ; 1909 ;  ;  ;  ; 6 ; koga ; 149 
 4190 ; Купоны (50 шт) ;  ;  ;  ;  ; 48 ; Gera_K ; 182 
 4301 ; Лот из 3 денежных знаков: 500 рублей ; 1912 ;  ;  ; F ; 16 ; sman ; 434 
 4302 ; 500 рублей ; 1912 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ; F/VF ; 66 ; rib1959 ; 1030 
 4303 ; 50 марок золотом ; 1898 ; Финляндия билет ;  ; F/VF ; 79 ; dog009 ; 6947 
 4304 ; 100 рублей ; 1961 ;  ;  ; AU ; 74 ; serg98 ; 350 
 4305 ; 10 марок золотом ; 1898 ; Финляндия билет ;  ; F/VF ; 93 ; dog009 ; 4071 
 4306 ; 20 марок золотом ; 1898 ; Финляндия билет ;  ; F ; 51 ; dog009 ; 2981 
 4307 ; 500 рублей ; 1898 ; Коншин 1910 г. Гос.кредитные билеты 1898-1899 гг. ;  ; F/VF ; 79 ; sibiryak62 ; 2286 
 4308 ; 500 рублей ; 1898 ; Тимашев 1903. Гос.кредитные билеты 1898-1899 гг. ;  ; F- ; 55 ; vlkorchev ; 1599 
 4309 ; 15 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 29 ; Gera_K ; 179 
 4310 ; 15 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 56 ; каламбурчик ; 241 
 4311 ; 60 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 23 ; Dander ; 121 
 4312 ; 500 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 33 ; Кречет ; 185 
 4313 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 18 ; mgradov ; 81 
 4314 ; 5 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 83 ; Gera_K ; 223 
 4105 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 5 ; Lasto4kaSPB ; 61 
 4106 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 10 ; Dander ; 67 
 4107 ; 1 рубль ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 19 ; evgen72 ; 152 
 4108 ; 3 рубля ; 1934 ; Гос.казначейские билеты ;  ;  ; 17 ; rib1959 ; 1500 
 4109 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 18 ; ъхз ; 317 
 4110 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 61 ; verunk1 ; 2654 
 4111 ; 3 рубля ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 34 ; у44 ; 600 
 4112 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 13 ; koga ; 126 
 4113 ; 5 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 24 ; okotv ; 304 
 4114 ; 100 рублей ; 1920 ;  ;  ;  ; 33 ; unkas79 ; 261 
 4115 ; 500 рублей ; 1920 ;  ;  ;  ; 21 ; Опятор ; 161 
 4116 ; 250 рублей ; 1920 ;  ;  ;  ; 26 ; Gera_K ; 248 
 4117 ; 10 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 37 ; okotv ; 356 
 4118 ; 10 рублей ; 1947 ; билет ;  ;  ; 19 ; батоно ; 216 
 4119 ; 10 рублей ; 1947 ; билет ;  ;  ; 29 ; rib1959 ; 405 
 4120 ; 25 рублей ; 1947 ; билет ;  ;  ; 10 ; Опятор ; 213 
 4121 ; 25 рублей ; 1947 ; билет ;  ;  ; 33 ; rib1959 ; 834 
 4122 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 6 ; Greenfields ; 102 
 4123 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 39 ; sibiryak62 ; 250 
 4124 ; 1 копейка без надпечатки ; 1915 ; Деньги-марки ;  ; AU ; 45 ; verunk1 ; 2199 
 4125 ; 2 копейки без надпечатки ; 1915 ; Деньги-марки ;  ; AU ; 51 ; verunk1 ; 2199 
 4126 ; 50 копеек ; 1918 ; Азербайджан ;  ; AU ; 12 ; сс400 ; 414 
 4127 ; 50 копеек ;  ;  ;  ; AU ; 34 ; ZOLTAN333 ; 254 
 4128 ; 3 рубля ; 1919 ; Латвия. Разменный знак ;  ; AU ; 19 ; ъхз ; 371 
