 5463 ; Лот бон иностранных 8 шт ;  ;  ;  ;  ; 20 ; TiBuL ; 68 
 5175 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 24 ; DAndy-2003 ; 567 
 5176 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 24 ; sub215 ; 301 
 5177 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 14 ; гус4 ; 257 
 5178 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ;  ; 55 ; oohh ; 1607 
 5179 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ;  ; 13 ; вэл ; 340 
 5180 ; Лот бон 1 и 5 рублей ; 1947 ;  ;  ;  ; 33 ; oohh ; 357 
 5181 ; 100 рублей ; 1947 ; билет ;  ;  ; 33 ; Gad45 ; 950 
 5182 ; 100 рублей ; 1961 ;  ;  ;  ; 38 ; galent ; 422 
 5183 ; 50 рублей ; 1961 ; билет ;  ;  ; 21 ; musik ; 230 
 5184 ; Лот бон 25 рублей, 2 шт ; 1961 ;  ;  ;  ; 21 ; Yamilov ; 487 
 5185 ; Лот бон 1,3,5 рублей ; 1961 ;  ;  ;  ; 22 ; Yamilov ; 216 
 5186 ; Лот бон 50 и 100 рублей, 4 шт ; 1961 ;  ;  ;  ; 21 ; xxxl ; 122 
 5187 ; 10 рублей ; 1991 ; билет ;  ; AU ; 15 ; PolAn ; 255 
 5188 ; 500 рублей ; 1992 ; билет ;  ; AU ; 21 ; камсигал ; 308 
 5189 ; 200 рублей ; 1992 ; билет ;  ;  ; 27 ; камсигал ; 505 
 5190 ; 10000 рублей ; 1992 ; банкнота ;  ;  ; 14 ; Yamilov ; 255 
 5191 ; 5000 рублей ; 1992 ; банкнота ;  ; AU ; 12 ; vaps ; 204 
 5192 ; 10000 рублей ; 1993 ; банкнота ;  ;  ; 14 ; Yamilov ; 363 
 5193 ; 5000 рублей ; 1994 ; банкнота ;  ;  ; 44 ; Yamilov ; 767 
 5194 ; 10000 рублей ; 1994 ; банкнота ;  ;  ; 41 ; Yamilov ; 809 
 5195 ; 50000 рублей ; 1994 ; банкнота ;  ;  ; 15 ; evdiral ; 1989 
 5196 ; 5000 рублей ; 1995 ; банкнота ;  ;  ; 35 ; Andrew1978 ; 716 
 5197 ; 100000 рублей ; 1995 ; банкнота ;  ; XF+ ; 40 ; DAndy-2003 ; 712 
 5198 ; 10 рублей, №6666661 ; 1997 ; банкнота ;  ; AU ; 21 ; lelik13821 ; 279 
 5199 ; 100 рублей ; 1997 ; банкнота ;  ;  ; 33 ; serg07_67 ; 610 
 5200 ; 500 рублей ; 1997 ; банкнота ;  ;  ; 22 ; Andrew1978 ; 1022 
 5201 ; 1000 рублей ; 1997 ; банкнота ;  ;  ; 11 ; AVK1974 ; 1385 
 5202 ; 50 рублей ; 1961 ; билет ;  ;  ; 10 ; 6x6 ; 92 
 5203 ; 50 рублей ; 1961 ; билет ;  ;  ; 5 ; valerdon ; 51 
 5204 ; 50 рублей ; 1991 ; билет ;  ;  ; 22 ; гус4 ; 47 
 5205 ; 500 рублей ; 1991 ; билет ;  ;  ; 17 ; vaps ; 200 
 5206 ; 100 рублей ; 1991 ; билет ;  ;  ; 10 ; Yamilov ; 66 
 5207 ; 200 рублей ; 1992 ; билет ;  ;  ; 4 ; 333985 ; 37 
 5208 ; 200 рублей ; 1992 ; билет ;  ;  ; 6 ; 333985 ; 38 
 5209 ; Лот бон 1000 рублей, 5 шт ; 1992 ;  ;  ;  ; 21 ; numis197 ; 250 
 5210 ; Лот бон 5000 рублей, 5 шт ; 1992 ;  ;  ;  ; 14 ; numis197 ; 255 
 5211 ; Лот бон ( 4 шт.) ;  ;  ;  ;  ; 12 ; гус4 ; 92 
 5212 ; Лот бон ( 3 шт.) ;  ;  ;  ;  ; 7 ; viv007 ; 102 
 5113 ; Чек Благовещенского отделения гос. Банка ;  ;  ;  ;  ; 29 ; bonist-3A ; 3001 
 5114 ; 5 копеек, о-во потребителей при Кулебакском горном заводе ;  ;  ;  ;  ; 24 ; каламбурчик ; 1532 
 5115 ; 1 рубль ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 38 ; sotnik ; 1200 
 5116 ; 3 рубля ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 22 ; Ratmen ; 342 
 5117 ; 5 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 22 ; камсигал ; 802 
 5118 ; 10 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 38 ; EAL34 ; 289 
 5119 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 29 ; DenisK ; 411 
 5120 ; 50 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 33 ; uhfvv7 ; 383 
 5121 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 23 ; EAL34 ; 159 
 5122 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 20 ; solder13 ; 206 
 5123 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 11 ; камсигал ; 133 
 5124 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 31 ; X3.96rus ; 201 
 5125 ; 50 копеек ;  ;  ;  ;  ; 15 ; cboker ; 306 
 5126 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 36 ; uhfvv7 ; 206 
 5127 ; 2 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 36 ; uhfvv7 ; 181 
 5128 ; 3 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 14 ; трутень ; 181 
 5129 ; 5 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 19 ; sharapov.s21 ; 325 
 5130 ; 5 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 13 ; kop ; 357 
 5131 ; 15 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 19 ; вэл ; 102 
 5132 ; 30 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 20 ; uhfvv7 ; 326 
 5133 ; 60 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 40 ; EAL34 ; 256 
 5134 ; 60 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 26 ; 312 ; 147 
 5135 ; 100 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 18 ; EAL34 ; 156 
 5136 ; 250 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 11 ; lelik13821 ; 176 
 5137 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 11 ; 89226266825й ; 238 
 5138 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 13 ; EAL34 ; 101 
 5139 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 9 ; 89226266825й ; 233 
 5140 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 16 ; sato ; 100 
 5141 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 23 ; lelik13821 ; 1112 
 5142 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 43 ; serg07_67 ; 1036 
 5143 ; 50 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 36 ; இ ; 568 
 5144 ; 100 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 34 ; இ ; 944 
 5145 ; 250 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 39 ; Yuri1966 ; 908 
 5146 ; 500 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 12 ; uhfvv7 ; 350 
 5147 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 32 ; EAL34 ; 243 
 5148 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 10 ; 89226266825й ; 200 
 5149 ; 25000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 59 ; sharapov.s21 ; 512 
 5150 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 20 ; sharapov.s21 ; 563 
 5151 ; 1 рубль ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 24 ; uyAHWLcn5486ZMN ; 806 
 5152 ; 3 рубля ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 22 ; жора ; 784 
 5153 ; 25 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 21 ; uyAHWLcn5486ZMN ; 856 
 5154 ; 100 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 27 ; Starushka ; 512 
 5155 ; 3 рубля ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 24 ; 54заза ; 490 
 5156 ; 50 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 38 ; flutter ; 1122 
 5157 ; 5 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 54 ; Fliege1 ; 1181 
 5158 ; 10 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 36 ; Fliege1 ; 976 
 5159 ; 100 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 17 ; Fliege1 ; 536 
 5160 ; 5000 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 55 ; BSR ; 2986 
 5161 ; 1 рубль ; 1934 ; Гос.казначейские билеты ;  ;  ; 79 ; Yrgen777 ; 1808 
 5162 ; 3 рубля ; 1934 ; Гос.казначейские билеты ;  ;  ; 47 ; NAG ; 1022 
 5063 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 3 ; 333985 ; 217 
 5064 ; Лот бон 1000 рублей, 5 шт ; 1917 ;  ;  ;  ; 33 ; sharapov.s21 ; 1457 
 5065 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 16 ; sharapov.s21 ; 155 
 5066 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 7 ; lelik13821 ; 204 
 5067 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 12 ; numis197 ; 128 
 5068 ; 10 копеек ; б/г ; Гос.кредитный билет "Северная Россия" ;  ;  ; 29 ; Carca^ss ; 1255 
 5069 ; 20 копеек ; б/г ; Гос.кредитный билет "Северная Россия" ;  ;  ; 9 ; sharapov.s21 ; 499 
 5070 ; 10 рублей ; 1918 ; Гос.кредитный билет "Северная Россия" ;  ;  ; 27 ; Gen_81 ; 3850 
 5071 ; 1000 рублей ; 1919 ;  ;  ;  ; 36 ; இ ; 6697 
 5072 ; 25 копеек ; 1919 ;  ;  ;  ; 41 ; uyAHWLcn5486ZMN ; 2108 
 5073 ; 3 рубля ; 1918 ;  ;  ;  ; 23 ; камсигал ; 809 
 5074 ; 10 рублей ; 1918 ;  ;  ;  ; 34 ; Starushka ; 410 
 5075 ; 100 рублей ; 1919 ;  ;  ;  ; 12 ; камсигал ; 357 
 5076 ; 1000 рублей ; 1919 ;  ;  ;  ; 18 ; Starushka ; 453 
 5077 ; 5000 рублей ; 1919 ;  ;  ;  ; 46 ; Sky2 ; 675 
 5078 ; 10000 рублей ; 1919 ;  ;  ;  ; 18 ; 89226266825й ; 340 
 5079 ; Лот бон 3 шт ; 1918-20 ;  ;  ;  ; 15 ; 54заза ; 453 
 5080 ; Лот бон 500 рублей, 10 шт ; 1920 ;  ;  ;  ; 21 ; kop ; 2042 
 5081 ; 100 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 35 ; cr2952 ; 1246 
 5082 ; 25 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 23 ; 54заза ; 1031 
 5083 ; 500 рублей ; 1918 ; 5% краткосрочное обязательство ;  ;  ; 34 ; Ustin ; 1255 
 5084 ; 500 рублей ; 1920 ;  ;  ; AU ; 27 ; noviyok ; 1411 
 5085 ; 100 рублей ; 1920 ;  ;  ;  ; 24 ; Жигурда ; 793 
 5086 ; 25 рублей ; 1918 ; Чек. Со штампом регистрации ;  ;  ; 19 ; sharapov.s21 ; 430 
 5087 ; 10 рублей ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 15 ; sharapov.s21 ; 589 
 5088 ; 5 рублей Елисаветград ; 1919 ;  ;  ;  ; 48 ; cboker ; 322 
 5089 ; 10 рублей г. Одесса ; 1917 ;  ;  ;  ; 17 ; lupus47 ; 802 
 5090 ; 25 рублей г. Одесса ; 1917 ;  ;  ;  ; 23 ; lupus47 ; 1099 
 5091 ; 1000 карбованцев ; 1918 ; Украина.Знак Державноi скарбицi ;  ; AU ; 21 ; kop ; 963 
 5092 ; 5000 рублей Управление ж.д. С.С.Р.Закавказья ;  ;  ;  ;  ; 19 ; Sky2 ; 568 
 5093 ; 25 рублей ; 1919 ; Азербайджан ;  ;  ; 13 ; attila375 ; 651 
 5094 ; 10 копеек ;  ; Разменные знаки и кредитные билеты Времен.правит.Дальнего Востока ;  ;  ; 23 ; Ok203 ; 755 
 5095 ; 30 копеек ;  ; Разменные знаки и кредитные билеты Времен.правит.Дальнего Востока ;  ;  ; 9 ; Ok203 ; 815 
 5096 ; 1 рубль ; 1919 ;  ;  ;  ; 17 ; 54заза ; 1281 
 5097 ; 1000 рублей ; 1920 ; Грузия ;  ;  ; 7 ; Ok203 ; 360 
 5098 ; 1000000 рублей ; 1922 ; Азербайджан ;  ;  ; 13 ; Ok203 ; 1700 
 5099 ; 50 копеек ; 1919 ; Грузия ;  ;  ; 8 ; flutter ; 218 
 5100 ; 50 копеек. Одесса ;  ;  ;  ; AU ; 29 ; noviyok ; 1224 
 5101 ; 50 копеек ; 1918 ; Туркестан ;  ;  ; 11 ; 333985 ; 526 
 5102 ; 3 рубля ; 1920 ; Денежный знак Дальне-Восточной республики ;  ; AU ; 35 ; lupus47 ; 2431 
 5103 ; 25 рублей ; 1919 ; Азербайджан ;  ;  ; 7 ; Ok203 ; 458 
 5104 ; 1000 рублей ; 1920 ; Азербайджан ;  ;  ; 8 ; SS007 ; 300 
 5105 ; 1 рубль ; 1918 ; Областной кредитный билет Урала. ;  ;  ; 52 ; 4444 ; 240 
 5106 ; 50 карбованцев ; 1918 ; Украина. Знак Державноi скарбницi ;  ;  ; 68 ; fadeev.dima ; 160 
 5107 ; 50 карбованцев ; 1918 ; Украина. Знак Державноi скарбницi ;  ;  ; 21 ; val211 ; 101 
 5108 ; 10 гривень ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ;  ; 50 ; гус4 ; 99 
 5109 ; 100 карбованцев ; 1918 ; Украина Знак Державноi скарбицi ;  ;  ; 8 ; 333985 ; 168 
 5110 ; 100 рублей ; 1918 ;  ;  ;  ; 21 ; 4444 ; 609 
 5111 ; 200 рублей. Чек Екатеринодар ;  ;  ;  ;  ; 20 ; зуммер ; 1540 
 5112 ; 10 рублей. Хабаровск ; 1919 ;  ;  ;  ; 21 ; flutter ; 715 
 5013 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 19 ; bon1 ; 428 
 5014 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; numis197 ; 57 
 5015 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; numis197 ; 57 
 5016 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; папашаГарпагон ; 59 
 5017 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; Матроскин ; 51 
 5018 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 10 ; mafkms ; 50 
 5019 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 12 ; hromosyn ; 50 
 5020 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; numis197 ; 55 
 5021 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 12 ; lelik13821 ; 63 
 5022 ; Лот бон 5 рублей, в упаковке ; 1909 ;  ;  ; AU ; 86 ; Fliege1 ; 14234 
 5023 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 14 ; Матроскин ; 36 
 5024 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 14 ; Fliege1 ; 70 
 5025 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 10 ; Fliege1 ; 70 
 5026 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 8 ; lelik13821 ; 57 
 5027 ; 3 рубля ; 1905 ; Тимашев. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; Ustin ; 1040 
 5028 ; 3 рубля ; 1905 ; Тимашев. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 40 ; Fliege1 ; 2154 
 5029 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; Erzherzog ; 234 
 5030 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; mafkms ; 66 
 5031 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; attila375 ; 140 
 5032 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; attila375 ; 67 
 5033 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; attila375 ; 71 
 5034 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 5 ; Санёк А... ; 61 
 5035 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; Санёк А... ; 62 
 5036 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; Санёк А... ; 61 
 5037 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; Санёк А... ; 56 
 5038 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; Санёк А... ; 55 
 5039 ; Лот бон 1 рубль (Тимашов, Коншин) ; 1898 ;  ;  ;  ; 50 ; viv007 ; 336 
 5040 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 14 ; bratss ; 54 
 5041 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 24 ; lelik13821 ; 102 
 5042 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 26 ; Allex 73 ; 140 
 5043 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 33 ; alex2016 ; 98 
 5044 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 15 ; SANGOLD1 ; 70 
 5045 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 18 ; Матроскин ; 99 
 5046 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 13 ; Fliege1 ; 101 
 5047 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 14 ; bratss ; 99 
 5048 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 8 ; гус4 ; 89 
 5049 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 16 ; bratss ; 107 
 5050 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 10 ; гус4 ; 79 
 5051 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 25 ; galent ; 255 
 5052 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 25 ; galent ; 266 
 5053 ; 3 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 26 ; 89226266825й ; 357 
 5054 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 25 ; 6x6 ; 259 
 5055 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 32 ; X3.96rus ; 201 
