 3536 ; Бона иностранная ;  ;  ;  ;  ; 25 ; brindamur ; 46 
 2761 ; Лот монет Дании (19шт) ; 1951-1985 ;  ; Zn,Cu-Ni,B ; F-VF/VF ; 32 ; ejiki18 ; 93 
 2762 ; Лот монет Тайланда (6шт) ; 20 век ;  ; Cu-Ni ; VF/VF-XF ; 9 ; scoffer ; 58 
 2763 ; Лот монет Югославии (9шт) ; 1953-1992 ;  ; Cu-Ni,Al,ж ; VF-/VF+ ; 23 ; zx123 ; 44 
 2764 ; Лот монет Югославии (12шт) ; 1955-1965 ;  ; Al-Br,Cu-N ; VF-/VF+ ; 36 ; olvl_78 ; 61 
 2765 ; Лот монет Нидерландов (10шт) ; 1948-1980 ;  ; Br ; VF-/VF+ ; 21 ; alex995 ; 51 
 2766 ; Лот монет Аргентины,Чили,Кубы,Вразилии,Тринидат и Тобаго, Уругвай (12шт) ; 1909-1974 ;  ; Cu-Ni,Al,B ; VF-/VF+ ; 47 ; PaulMS ; 360 
 2767 ; Лот монет Великобритании (10шт) ; 1961-1900 ;  ; Br ; VG/F ; 11 ; olvl_78 ; 56 
 2768 ; Лот монет Великобритании (13шт) ; 1937-1948 ;  ; Ni/Латунь, ; VF-/VF+ ; 29 ; guran ; 104 
 2769 ; Лот монет Великобритании (12шт) ; 1914-1936 ;  ; Br ; F+/VF- ; 13 ; 4433ht ; 184 
 2770 ; Лот монет Великобритании (18шт) ; 1956-1989 ;  ; Ni/Латунь, ; VF-/VF+ ; 39 ; rim ; 83 
 2771 ; Лот монет Великобритании (13шт) ; 1913-1971 ;  ; Br ; F-VF/VF+ ; 13 ; 4433ht ; 144 
 2772 ; Лот монет Великобритании (9шт) ; 1902-1909 ;  ; Br ; F/F-VF ; 26 ; страус ; 184 
 2773 ; Лот монет Финляндии (33шт) ; 1952-1982 ;  ; Br,Fe,Al,ж ; VF/VF-XF ; 35 ; suhua ; 308 
 2774 ; Лот монет Швеции (36шт) ; 1917-1985 ;  ; Cu-Ni,Br,F ; F-VF/XF+ ; 30 ; sorochan1 ; 265 
 2775 ; Лот монет Швеции (16шт) ; 1935-1965 ;  ; Br,Fe ; VF-/VF+ ; 60 ; sorochan1 ; 155 
 3331 ; 1 копейка ; 1917 ; Деньги-марки ;  ;  ; 36 ; lvd ; 200 
 3332 ; 2 копейки ; 1917 ; Деньги-марки ;  ;  ; 30 ; lvd ; 200 
 3333 ; 3 копейки ; 1917 ; Деньги-марки ;  ;  ; 92 ; lvd ; 517 
 3334 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 18 ; al69 ; 56 
 3335 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 6 ; al69 ; 56 
 2681 ; Лот монет Туркменистана (6шт) ; 2009 ;  ; Cu-Ni,ж/м ; VF+/XF ; 23 ; rim ; 97 
 2682 ; Лот монет Туркменистана:2,1 манат (2шт) ; 2010 ;  ; Би/м ; AU ; 30 ; ИВОЛГА ; 126 
 2683 ; Лот монет Узбекистана, Таджикистана, Киргизии (5шт) ; 1994,2006,2008 ;  ; Cu-Ni,ж/м ; VF/XF- ; 27 ; scoffer ; 38 
 2684 ; Лот ЕВРО моне (Бельгия, Франция, Финляндия, Нидерланды, Германия)т: 2,1 евро, 20,10,5,2,1 евроцентов (10шт) ; 1999-2008 ;  ; Би/м,Лат,C ; XF/AU ; 22 ; nik23455 ; 255 
 2685 ; Лот монет Швейцарии: 1/2 франка, 20,5 раппен (4шт) ; 1959-2009 ;  ; cu-Ni,лату ; XF/AU ; 13 ; suhua ; 108 
 2686 ; Лот евромонет Франции и Кипра (4шт): 2 евро, 50 центов ; 2008-2010 ;  ; Би/м, лату ; XF-/AU ; 25 ; deruss ; 408 
 2687 ; Лот монет Швеции: 5,2,1 эре (5шт) ; 1946-1950 ;  ; Cu-Ni,Cu ; VF ; 19 ; rim ; 46 
 2688 ; Лот иностранных монет (4шт): США,Бельгия, Швеция, Нидерланды ; 1874,1828,1950,1920 ;  ; Ag,Cu,Cu/N ; F+/VF+ ; 19 ; zelya ; 163 
 2689 ; Лот монет Африканских стран (6шт) ; 1917-1982 ;  ; Cu/Ni,Cu,Л ; F-VF/XF- ; 55 ; FOCU$ ; 59 
 2690 ; Лот монет Франции: 7шт ; 1965-1991 ;  ; Al/Br,Cu-N ; VF/XF ; 42 ; rim ; 96 
 2691 ; Лот монет Норвегии: 7шт ; 1963-1972 ;  ; Br,Cu-Ni ; VF+/XF+ ; 48 ; rim ; 105 
 2692 ; Лот монет Дании: 8шт ; 1969-1988 ;  ; Br,Cu-Ni ; XF-AU ; 66 ; xct ; 125 
 2693 ; Лот монет Португалии: 6шт ; 1966-1990 ;  ; Al/Br,Cu-N ; VF-XF/XF ; 37 ; FOCU$ ; 51 
 2694 ; Лот монет Сербии (5шт): 10,20 динаров ; 2006-2010 ;  ; Cu/Ni ; XF/AU ; 24 ; gary_sl ; 96 
 2695 ; Лот монет Сербии (5шт): 1,2,5 динаров ; 2003-2010 ;  ; Cu/Ni, лат ; XF+/AU ; 46 ; alskr ; 204 
 2696 ; Лот монет Македонии (6шт): 50дени, 1,2,5,10,50 денаров ; 1993-2008 ;  ; Cu/Ni, лат ; AU ; 8 ; gary_sl ; 124 
 2697 ; Лот монет Словении (2шт): 3 евро, 2 евро ; 2010 ;  ; Би/м ; AU ; 20 ; Mike! ; 308 
 2698 ; Лот монет Словении (8шт): 2,1 евро, 50,20,10,5,2,1 центов ; 2007 ;  ; Би/м,латун ; AU ; 8 ; Чародей ; 327 
 2699 ; Лот монет Болгарии (7шт): 1 лева, 50,20,10,5,2,1 стотинок ; 1999-2002 ;  ; Би/м, Cu/N ; AU ; 59 ; ИВОЛГА ; 110 
 2700 ; Лот монет Болгарии (3шт): 50 стотинок ЕС, НАТО ; 2004,2005,2007 ;  ; Cu/Ni ; AU ; 38 ; ИВОЛГА ; 113 
 2701 ; Лот монет Великобритании: фартинг (10шт) ; 1938-1951 ;  ; Br ; VF-/VF+ ; 49 ; kergudu ; 114 
 2702 ; Лот монет Великобритании: фартинг (5шт) ; 1942-1956 ;  ; Br ; XF/XF+ ; 58 ; kergudu ; 61 
 2703 ; Лот монет Португалии (9шт) ; 1965-1986 ;  ; Би/м,Cu-Ni ; F-VF/VF+ ; 32 ; volkov ; 84 
 2704 ; Лот монет Португалии (9шт) ; 1967-1990 ;  ; Cu-Ni,Br,ж ; VF-/VF-XF ; 16 ; olvl_78 ; 60 
 2705 ; Лот монет Франции (17шт) ; 1964-1990 ;  ; Би/м,Cu-Ni ; VF-/VF+ ; 36 ; alex995 ; 79 
 2706 ; Лот монет Франции (16шт) ; 1945-1991 ;  ; Би/м,Cu-Ni ; VF-/VF-XF ; 38 ; AIK60 ; 101 
 2707 ; Лот монет Испании (17шт) ; 1953-1980 ;  ; Cu-Ni,ж/м ; VF-/VF+ ; 41 ; ADD ; 80 
 2708 ; Лот монет Люксембурга (8шт) ; 1962-1980 ;  ; Cu-Ni,Br ; VF-/VF+ ; 90 ; МАВ21 ; 222 
 2709 ; Лот монет Морокко (8шт) ; 1965-1987 ;  ; Cu-Ni,ж/м ; VF-/VF+ ; 22 ; alcher ; 95 
 2710 ; Лот монет Марокко (6шт) ; 20 век ;  ; Al,ж/м ; F-VF/VF ; 61 ; alcher ; 255 
 2711 ; Лот монет Т урции (9шт) ; 1948-1999 ;  ; Cu-Ni,Br,ж ; VF-/VF-XF ; 46 ; suhua ; 83 
 2712 ; Лот монет Востока (8шт) ; 20 век ;  ; Cu-Ni,Al,ж ; F+/VF- ; 12 ; scoffer ; 79 
 2713 ; Лот монет Венгрии (9шт) ; 1957-1989 ;  ; Cu-Ni,Al,ж ; F+/VF+ ; 33 ; alex995 ; 47 
 2714 ; Лот монет Болгари (8шт) ; 1962-2000 ;  ; Cu-Ni,ж/м ; F-VF/XF ; 31 ; страус ; 51 
 2715 ; Лот монет Греции (9шт) ; 1954-1959 ;  ; Cu-Ni ; F/F-VF ; 35 ; olvl_78 ; 57 
 2716 ; Лот монет Греции (7шт) ; 1954-1973 ;  ; Cu-Ni,ж/м ; VF-/VF+ ; 22 ; Матадор ; 81 
 2717 ; Лот монет Греции (7шт) ; 1966-1971 ;  ; Cu-Ni ; VF-/VF-XF ; 18 ; Матадор ; 63 
 2718 ; Лот монет Греции (8шт) ; 1976-1992 ;  ; Cu-Ni,ж/м ; VF-/VF+ ; 25 ; Матадор ; 83 
 2719 ; Лот монет Канада (10шт) ; 1946-1997 ;  ; Cu/St ; F-VF/VF+ ; 31 ; olvl_78 ; 44 
 2720 ; Лот монет Канады (10шт) ; 1962-1998 ;  ; Cu-Ni,ж/м ; VF-/VF+ ; 27 ; alex995 ; 46 
 2721 ; Лот монет США (10шт) ; 1914-1958 ;  ; Cu/St ; F/F-VF ; 15 ; olvl_78 ; 261 
 2722 ; Лот монет США (28шт) ; 1934-1996 ;  ; Cu/St ; VF/VF-XF ; 61 ; страус ; 153 
 2723 ; Лот монет США (10шт) ; 1965-1981 ;  ; Cu-Ni ; VF-/VF+ ; 13 ; Eddy ; 104 
 2724 ; Лот монет США (10шт) ; 1965-1997 ;  ; Cu-Ni ; VF-/VF-XF ; 43 ; Eddy ; 104 
 2725 ; Лот монет США (10шт) ; 1968-1992 ;  ; Cu/St ; VF-/VF-XF ; 37 ; FOCU$ ; 65 
 2726 ; Лот монет США (18шт) ; 1975-1988 ;  ; Cu/St ; VF/XF- ; 49 ; страус ; 114 
 2727 ; Лот монет Кении (6шт) ; 1968-1974 ;  ; Cu-Ni,ж/м ; F-VF/VF ; 41 ; Poiuyt ; 85 
 2728 ; Лот монет Южной Африки (7шт) ; 1965-1999 ;  ; Cu-Ni,Br,ж ; VF-/VF+ ; 66 ; vb96 ; 188 
 2729 ; Лот монет Румынии (10шт) ; 1963-2002 ;  ; Cu-Ni,Al ; F+/VF+ ; 13 ; volkov ; 57 
 2730 ; Лот монет ГДР (10шт) ; 1948-1973 ;  ; Al ; F-VF/VF ; 12 ; suhua ; 65 
 2631 ; 1/2 рупии. Индия ; 1947 ;  ; Cu-Ni ; VF ; 10 ; валери ; 44 
 2632 ; 1 пенни. Британская Нигерия ; 1959 ;  ; Br ; VF ; 21 ; ЕКХ ; 71 
 2633 ; 1 пенни. Южная Африка ; 1934 ;  ; Br ; VF+ ; 11 ; гарик ; 82 
 2634 ; 1 пенни. Южная Африка ; 1939 ;  ; Br ; VF- ; 42 ; гарик ; 47 
 2635 ; 1 пенни. Южная Африка ; 1942 ;  ; Br ; VF- ; 12 ; гарик ; 45 
 2636 ; 1 пенни. Южная Африка ; 1945 ;  ; Br ; VF- ; 10 ; ejiki18 ; 44 
 2637 ; 1 пенни. Южная Африка ; 1954 ;  ; Br ; VF-XF ; 33 ; kergudu ; 63 
 2638 ; 1 пенни. Новая Зеландия ; 1950 ;  ; Br ; VF+ ; 25 ; RF ; 45 
 2639 ; 1 пенни. Новая Зеландия ; 1953 ;  ; Br ; VF ; 32 ; alskr ; 33 
 2640 ; 10 центов. Малая ; 1950 ;  ; Cu-Ni ; VF ; 21 ; kergudu ; 39 
 2641 ; 10 центов. Малая и Британское Борнео ; 1957 ;  ; Cu-Ni ; VF+ ; 10 ; SadKo ; 36 
 2642 ; 10 центов. Малая и Британское Борнео ; 1961 ;  ; Cu-Ni ; VF-XF ; 23 ; scoffer ; 31 
 2643 ; 5 центов. Малая ; 1950 ;  ; Cu-Ni ; XF- ; 17 ; suhua ; 47 
 2644 ; 5 центов. Малая и Британское Борнео ; 1957 ;  ; Cu-Ni ; VF+ ; 9 ; suhua ; 31 
 2645 ; 5 центов. Малая и Британское Борнео ; 1958 ;  ; Cu-Ni ; VF+ ; 7 ; suhua ; 36 
 2646 ; 25 эре. Швеция ; 1957TS ;  ; Ag ; XF- ; 16 ; sveta6369 ; 44 
 2647 ; 10 эре. Швеция ; 1950TS ;  ; Ag ; AU ; 21 ; lamazo ; 59 
 2648 ; 10 эре. Швеция ; 1954TS ;  ; Ag ; AU ; 12 ; nik23455 ; 57 
 2649 ; 10 эре. Швеция ; 1956TS ;  ; Ag ; XF+ ; 19 ; страус ; 51 
 2650 ; 10 эре. Швеция ; 1959TS ;  ; Ag ; XF ; 18 ; страус ; 43 
 2651 ; 3 пенса. Великобртания ; 1912 ;  ; Ag ; VF-XF ; 73 ; Рыба ; 149 
 2652 ; 3 пенса. Великобртания ; 1920 ;  ; Ag ; VF- ; 8 ; страус ; 51 
 2653 ; 3 пенса. Великобртания ; 1921 ;  ; Ag ; VF ; 11 ; nik23455 ; 80 
 2654 ; 3 пенса. Великобртания ; 1932 ;  ; Ag ; VF+ ; 6 ; nik23455 ; 80 
 2655 ; 3 пенса. Великобртания ; 1933 ;  ; Ag ; VF-XF ; 9 ; ЕКХ ; 48 
 2656 ; 3 пенса. Великобртания ; 1934 ;  ; Ag ; VF-XF ; 12 ; olimpic74 ; 49 
 2657 ; 3 пенса. Великобртания ; 1935 ;  ; Ag ; VF-XF ; 13 ; RF ; 48 
 2658 ; 3 пенса. Великобртания ; 1937 ;  ; Ag ; XF- ; 27 ; sveta6369 ; 73 
 2659 ; 3 пенса. Великобртания ; 1938 ;  ; Ag ; VF+ ; 36 ; Рыба ; 92 
 2660 ; 3 пенса. Великобртания ; 1941 ;  ; Ag ; XF- ; 10 ; kuzia ; 105 
 2661 ; 3 пенса. Великобртания ; 1941 ;  ; Ag ; VF+ ; 9 ; nik23455 ; 72 
 2662 ; 1 лоти. Лесото. Серебряный юбилей. В коробке ; 1985 ;  ; Ag ; Proof ; 29 ; warmrain ; 896 
 2663 ; 1/4 доллара. США. Штат Миссури. Капсула NGC ; 2003Р ;  ; Cu/Ni в Cu ; AU ; 77 ; algol777 ; 304 
 2664 ; 50 центов. Великобритания. 50-летие со дня высадки в Нормандии. В подарочном буклете ; 1994 ;  ; Cu-Ni ; Unc ; 45 ; Sky2 ; 273 
 2665 ; Набор монет Египта: 13шт. В буклете ; 20 век ;  ; Cu-Ni,Al/B ; AU/VF ; 36 ; ИВОЛГА ; 155 
 2666 ; Набор монет Египта: 13шт. В буклете ; 20 век ;  ; Cu-Ni,Al/B ; AU/VF ; 52 ; ejiki18 ; 206 
 2667 ; Набор монет Египта: 13шт. В буклете ; 20 век ;  ; Cu-Ni,Al/B ; AU/VF ; 20 ; abrek112 ; 269 
 2668 ; Набор Египта (монеты, боны, марки): монеты (10шт), боны (3шт), марки (12шт) ; 20 век ;  ; Al,Al/Br ; AU/VF ; 67 ; vovtey ; 209 
 2669 ; Набор монет Франции: 10,5,1,1/2 франка, 20,10,1 сантим (7шт). В коробке ; 1965 ;  ; Al/Br,Ag,C ; AU ; 33 ; brent ; 567 
 2670 ; Набор монет Ирландии: 1 крона, 2 шиллинга, 1 шиллинг, 6,3 пенсов, 1,1/2,1/4 пенни (8шт) ; 1964 ;  ; Cu-Ni,Br ; XF+/AU ; 18 ; gary_sl ; 750 
 2671 ; Набор монет Венгрии: 10,5,2,1 форинтов,50,20,10,5,2 филлера (9шт). Упаковка ; 1978 ;  ; Ni,Al,лату ; Unc/AU ; 25 ; gary_sl ; 362 
 2672 ; Набор монет Швеции: 5,1 крона, 50,25,10,5 эре (6шт). Упаковка ; 1979 ;  ; Cu-Ni,Cu-Z ; AU ; 82 ; dsp ; 459 
 2673 ; Набор монет Македонии (3шт): 1,2,5 денаров FAO ; 1995 ;  ; Латунь ; AU ; 25 ; rim ; 306 
 2674 ; Набор монет Сербии (4шт): 50 пара, 1,2,5 динаров ; 2000 ;  ; Латунь,Cu/ ; AU ; 39 ; ИВОЛГА ; 371 
 2675 ; Лот монет Республики Хорватии (5шт) ; 2001-2007 ;  ; Cu-Ni,ж/м ; XF/AU ; 23 ; rim ; 150 
 2676 ; Лот монет Молдавии: 50,25,10,5,1 бани (5шт) ; 1996,2006,2008 ;  ; Al,St/Br ; AU ; 41 ; sveta6369 ; 41 
 2677 ; Лот монет Приднестровской Молдавской Республики: 50,25,10,5,1 копеек (5шт) ; 2005 ;  ; Al,ж/м ; AU ; 58 ; kvm64 ; 209 
 2678 ; Лот монет Австрии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2002 ;  ; Би/м,Br,Cu ; XF/AU ; 18 ; nik23455 ; 255 
 2679 ; Лот монет Венгрии: 100,20,10,5 форинтов (4шт) ; 1996,2001,2006 ;  ; Би/м, Cu-N ; VF/VF+ ; 50 ; rim ; 62 
 2680 ; Лот монет Туркменистана (4шт) ; 1993,1999 ;  ; Cu-Ni,ж/м ; XF-/AU ; 43 ; Матадор ; 90 
 2581 ; 1 пенни. Восточная Африка ; 1956 ;  ; Br ; AU ; 12 ; Sterh ; 33 
 2582 ; 1 цент. Цейлон ; 1870 ;  ; Cu ; F+ ; 15 ; 542 ; 90 
 2583 ; 1 цент. Цейлон ; 1904 ;  ; Br ; F-VF ; 21 ; 542 ; 119 
 2584 ; 1 цент. Цейлон ; 1942 ;  ; Br ; VF+ ; 25 ; 542 ; 107 
 2585 ; 1 пиастр. Британский Кипр ; 1938 ;  ; Cu-Ni ; VF ; 17 ; dagoff ; 147 
 2586 ; 1 пиастр. Британский Кипр ; 1944 ;  ; Br ; VF- ; 16 ; dagoff ; 104 
 2587 ; 3 пенса. Британская Западная Африка ; 1947 ;  ; Cu-Ni ; VF- ; 30 ; 542 ; 85 
 2588 ; 1 цент. Стрейт-Сетлемент (Британская Малайя) ; 1919 ;  ; Br ; F-VF ; 6 ; 542 ; 72 
 2589 ; 1 цент. Стрейт-Сетлемент (Британская Малайя) ; 1920 ;  ; Br ; VF- ; 30 ; volkov ; 63 
 2590 ; 1 цент. Малая ; 1941 ;  ; Br ; VF- ; 25 ; 542 ; 90 
 2591 ; 1 цент. Малая ; 1943 ;  ; Br ; VF+ ; 21 ; mirumir ; 75 
 2592 ; 1/2 анны. Восточно-Индийская компания ; 1835 ;  ; Cu ; F ; 18 ; гарик ; 54 
 2593 ; 1/4 анны. Восточно-Индийская компания ; 1835 ;  ; Cu ; F+ ; 23 ; sorochan1 ; 150 
 2594 ; 1/4 анны. Восточно-Индийская компания ; 1835 ;  ; Cu ; F-VF ; 14 ; sorochan1 ; 67 
 2595 ; 1/2 пенни. Новая Зеландия ; 1942 ;  ; Br ; VF ; 24 ; ВМШ ; 73 
 2596 ; 1/2 пенни. Новая Зеландия ; 1947 ;  ; Br ; VF- ; 47 ; Карапуз ; 57 
 2597 ; 1/12 шиллинга. Джерси ; 1923 ;  ; Br ; VF- ; 22 ; RF ; 71 
 2598 ; 1/12 шиллинга. Джерси ; 1923 ;  ; Br ; VF ; 55 ; vc57 ; 99 
 2599 ; 1/12 шиллинга. Джерси ; 1933 ;  ; Br ; VF-XF ; 19 ; гарик ; 84 
 2600 ; 1/12 шиллинга. Джерси ; 1933 ;  ; Br ; VF ; 5 ; zx123 ; 57 
 2601 ; 1/12 шиллинга. Джерси ; 1935 ;  ; Br ; VF ; 5 ; zx123 ; 48 
 2602 ; 1/12 шиллинга. Джерси ; 1937 ;  ; Br ; VF+ ; 15 ; Argnist3000 ; 93 
 2603 ; 1/12 шиллинга. Джерси ; 1945 ;  ; Br ; XF- ; 20 ; zx123 ; 46 
 2604 ; 1/12 шиллинга. Джерси ; 1947 ;  ; Br ; VF-XF ; 19 ; salim ; 40 
 2605 ; 1/12 шиллинга. Джерси ; 1957 ;  ; Br ; VF+ ; 9 ; salim ; 43 
 2606 ; 1/12 шиллинга. Джерси ; 1957 ;  ; Br ; VF-XF ; 43 ; Карапуз ; 55 
 2607 ; 1/12 шиллинга. Джерси ; 1964 ;  ; Br ; XF- ; 28 ; zx123 ; 38 
 2608 ; 1/12 шиллинга. 900 лет Норманским завоеваниям. Джерси ; 1966 ;  ; Br ; VF-XF ; 19 ; В1951 ; 57 
 2609 ; 1/20 шиллинга. Джерси ; 1946 ;  ; Br ; VF ; 16 ; 542 ; 126 
 2610 ; 1/4 шиллинга. Джерси ; 1957 ;  ; Латунь ; XF- ; 21 ; sveta6369 ; 57 
 2611 ; 1/4 шиллинга. Джерси ; 1964 ;  ; Латунь ; XF+ ; 15 ; zx123 ; 51 
 2612 ; 1 цент. Канада. Виктория ; 1900 ;  ; Cu ; F-VF ; 13 ; vc57 ; 72 
 2613 ; 1 цент. Гон-Конг. Эдвард VII ; 1902 ;  ; Cu ; F-VF ; 14 ; димитрий ; 115 
 2614 ; 1/4 анны. Индия. Виктория ; 1901 ;  ; Cu ; F-VF ; 25 ; гарик ; 72 
 2615 ; 50 пенсов. Фиджи ; 1987 ;  ; Cu-Ni ; VF-XF ; 17 ; vc57 ; 61 
 2616 ; 1 пенни. Ямайка ; 1965 ;  ; Латунь ; VF- ; 10 ; ratiandr ; 51 
 2617 ; 1 шиллинг. Британская Западная Африка ; 1947 ;  ; Латунь ; VF-XF ; 26 ; zx123 ; 69 
 2618 ; 1 шиллинг. Британская Западная Африка ; 1949 ;  ; Латунь ; VF ; 4 ; zx123 ; 91 
 2619 ; 10 центов. Восточная Африка ; 1924 ;  ; Br ; VF ; 8 ; гарик ; 72 
 2620 ; 10 центов. Восточная Африка ; 1936 ;  ; Br ; VF+ ; 17 ; Скрудж ; 59 
 2621 ; 10 центов. Восточная Африка ; 1943 ;  ; Br ; VF ; 38 ; 542 ; 99 
 2622 ; 5 центов. Восточная Африка ; 1957 ;  ; Br ; VF+ ; 30 ; 542 ; 83 
 2623 ; 1 доллар. Гон-Конг ; 1971 ;  ; Cu-Ni ; VF+ ; 21 ; Матадор ; 55 
 2624 ; 1 шиллинг. Восточная Африка ; 1949 ;  ; Cu-Ni ; VF ; 20 ; volkov ; 73 
 2625 ; 1 шиллинг. Восточная Африка ; 1950 ;  ; Cu-Ni ; VF ; 26 ; 542 ; 79 
 2626 ; 50 центов-1 шиллинг. Восточная Африка ; 1956 ;  ; Cu-Ni ; VF-XF ; 43 ; vc57 ; 102 
 2627 ; 1 шиллинг. Британская Нигерия ; 1961 ;  ; Cu-Ni ; VF ; 25 ; ejiki18 ; 51 
 2628 ; 1 шиллинг. Британская Нигерия ; 1962 ;  ; Cu-Ni ; VF- ; 13 ; andorf ; 124 
 2629 ; 5 центов. Канада ; 1943 ;  ; Латунь ; VF ; 17 ; DVZ ; 101 
 2630 ; 10 центов. Родезия ; 1964 ;  ; Cu-Ni ; VF-XF ; 25 ; Скрудж ; 53 
 2531 ; 5 крон. О-ва Турк и Кайкос. 50 лет со дня встречи армии на Эльбе 8 мая 1945г. ; 1995 ;  ; Cu-Ni ; AU ; 29 ; vc57 ; 203 
 2532 ; 20 сентавос. Боливия ; 1973 ;  ; Cu-Ni ; XF- ; 40 ; vb96 ; 51 
 2533 ; 1 цеди. Гана ; 1979 ;  ; Al/Br ; VF- ; 8 ; Матадор ; 50 
 2534 ; 10 центов. Кения ; 1971 ;  ; Al/Br ; XF ; 30 ; olimpic74 ; 32 
 2535 ; 1 ринггит. Малайзия ; 1995 ;  ; Al/Br ; AU ; 20 ; scoffer ; 28 
 2536 ; 1 франк. Конго ; 2002 ;  ; Al/Br ; AU ; 33 ; vb96 ; 219 
 2537 ; 1 франк. Французская Полинезия ; 1965 ;  ; Al ; VF+ ; 10 ; scoffer ; 35 
 2538 ; 1 крона. Швеция ; 1910 ;  ; Ag ; F-VF ; 42 ; vb96 ; 236 
 2539 ; 1 крона. Швеция ; 1946 ;  ; Ag ; VF ; 13 ; Gari 77 ; 117 
 2540 ; 1 крона. Швеция ; 1965 ;  ; Ag ; VF+ ; 39 ; sveta6369 ; 65 
 2541 ; 1 гульден. Нидерланды ; 1955 ;  ; Ag ; VF ; 31 ; olimpic74 ; 108 
 2542 ; 100 йен. Япония ; 20 век ;  ; Ag ; F-VF ; 49 ; AIK60 ; 160 
 2543 ; 6 пенсов. Великобритания ; 1942 ;  ; Ag ; VF- ; 40 ; Sani ; 107 
 2544 ; 10 центов. Нидерланды ; 1938 ;  ; Ag ; VF+ ; 34 ; 384020 ; 153 
 2545 ; 6 эре. Токен. Медная Горно-обогатительная фабрика. Швеция ; 1763 ;  ; Cu ; F-VF ; 66 ; abrek112 ; 1020 
 2546 ; 1 эре. Швеция ; 1749 ;  ; Cu ; F+ ; 55 ; sorochan1 ; 430 
 2547 ; 2 эре. Дания ; 1894 ;  ; Cu ; VF- ; 25 ; av ; 175 
 2548 ; 2 кроны. Дания ; 1939 ;  ; Al/Br ; VF- ; 32 ; vb96 ; 361 
 2549 ; 1 крона. Дания ; 1942 ;  ; Al/Br ; VF ; 42 ; av ; 98 
 2550 ; 50 песет. Испания ; 1957 ;  ; Cu-Ni ; XF- ; 8 ; zx123 ; 26 
 2551 ; 25 сенти. Эстония ; 1928 ;  ; Ni-Br ; VF ; 46 ; vb96 ; 363 
