 351 ; Медаль "За труды и храбрость при взятии Праги 24 октября 1794г" Екатерина II Новодел ;  ;  ; Br ; XF ; 38 ; Брат ; 20000 
 115 ; 5 копеек (Петров-20р. Ильин-15р.) ; 1730 ; ММ ; Cu ; VF- ; 50 ; Продано в зале ; 52000 
 116 ; 5 копеек ; 1777 ; КМ "Сибирь" ; Cu ; VF-XF ; 26 ; SwaggaRakka ; 6750 
 117 ; 5 копеек (Петров-40р. Ильин-20р.) ; 1763 ;  ; Cu ; F-VF ; 72 ; БончЪ - БруевичЪ ; 140000 
 118 ; 5 копеек ; 1764 ; ММ ; Cu ; VF ; 29 ; SwaggaRakka ; 2200 
 119 ; 5 копеек ; 1764 ; СПМ ; Cu ; VF+ ; 62 ; spbsky ; 16000 
 120 ; 5 копеек (Петров-5р. Ильин-5р.) ; 1767 ; ММ ; Cu ; VF- ; 34 ; spbsky ; 14000 
 121 ; 5 копеек (Петров-3р. Ильин-5р.) ; 1767 ; СПМ ; Cu ; F ; 30 ; Брат ; 12000 
 122 ; 5 копеек (Петров-3р. Ильин-8р.) ; 1767 ; СМ ; Cu ; F-VF ; 53 ; БончЪ - БруевичЪ ; 50000 
 123 ; 5 копеек. Герб (1763-1767гг.) Редкая ; 1774 ; ЕМ ; Cu ; F-VF ; 93 ; Колян ; 44000 
 124 ; 5 копеек (Петров-10р. Ильин-2р.) ; 1781 ; КМ ; Cu ; VF-XF ; 48 ; spbsky ; 10935 
 125 ; 5 копеек (Петров-9р. Ильин-10р.) ; 1787 ; ТМ ; Cu ; F-VF ; 65 ; kirill899 ; 25350 
 126 ; 5 копеек (Петров-10р. Ильин-10р.) ; 1788 ; ТМ ; Cu ; F+ ; 65 ; 333985 ; 25000 
 127 ; 5 копеек (Петров-10р. Ильин-10р.) ; 1788 ; ММ ; Cu ; VF ; 95 ; kirill899 ; 42000 
 128 ; 5 копеек (Петров-15р. Ильин-25р.) ; 1789 ; ММ ; Cu ; F+ ; 93 ; Продано в зале ; 48000 
 129 ; 5 копеек (Ильин-3р.) ; 1793 ; ЕМ Павл.перечекан. Гурт шнур. ; Cu ; VF- ; 36 ; БончЪ - БруевичЪ ; 24000 
 130 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; F ; 19 ; Продано в зале ; 3000 
 131 ; 5 копеек (Петров-15р. Ильин-10р.) ; 1793 ; Павл.перечекан ; Cu ; VF ; 35 ; kirill899 ; 52500 
 132 ; 5 копеек (Петров-10р. Ильин-20р.) ; 1794 ; АМ Павл.перечекан ; Cu ; F-VF ; 46 ; Деканат ; 32000 
 133 ; 5 копеек (Петров-10р. Ильин-15р.) ; 1794 ; ЕМ Павл.перечекан ; Cu ; F+ ; 79 ; Продано в зале ; 55000 
 134 ; 5 копеек (Ильин-20р.) ; 1795 ; АМ ; Cu ; VF-XF ; 97 ; БончЪ - БруевичЪ ; 140000 
 135 ; 5 копеек ; 1796 ; ЕМ Павл.перечек. ; Cu ; VF- ; 39 ; tomchik ; 16000 
 136 ; 5 копеек ; 1796 ; ЕМ Павл.перечек ; Cu ; VF+ ; 123 ; Жбанов ; 42000 
 137 ; 5 копеек (Петров-2р. Ильин-1р.) ; 1802 ; КМ ; Cu ; F+ ; 19 ; PamVan ; 9000 
 138 ; 5 копеек ; 1802 ; ЕМ ; Cu ; XF ; 55 ; Продано в зале ; 12500 
 139 ; 5 копеек (Петров-2р. Ильин-1р.) ; 1803 ; КМ ; Cu ; VF ; 14 ; vv2805 ; 6250 
 140 ; 5 копеек ; 1803 ; ЕМ ; Cu ; XF- ; 30 ; Vvladimirov ; 4200 
 141 ; 5 копеек (Петров-2р. Ильин-1р.) ; 1805 ; КМ ; Cu ; VF+ ; 47 ; lesnik1 ; 7000 
 142 ; 5 копеек (Петров-2,5р, Ильин-2р) ; 1806 ; КМ ; Cu ; XF ; 25 ; БончЪ - БруевичЪ ; 10500 
 143 ; 5 копеек ; 1807 ; ЕМ ; Cu ; VF-XF ; 34 ; PamVan ; 7000 
 144 ; 5 копеек (Ильин-30р.) ; 1807 ; ЕМ ; Cu ; F ; 31 ; OMT ; 44000 
 145 ; 5 копеек (Петров-3р. Ильин-2р.) ; 1807 ; КМ ; Cu ; VF+ ; 34 ; lesnik1 ; 6250 
 146 ; 5 копеек (Петров-4р. Ильин-3р.) ; 1808 ; КМ ; Cu ; VF+ ; 45 ; БончЪ - БруевичЪ ; 10000 
 147 ; 5 копеек (Петров-7р. Ильин-5р.) ; 1810 ; КМ ; Cu ; VF+ ; 32 ; Braslav ; 28000 
 148 ; 5 копеек. Новодел ; 1830 ; ЕМ Новодел ; Cu ; AU ; 21 ; Продано в зале ; 24000 
 149 ; 5 копеек ; 1832 ; ЕМ ФХ ; Cu ; XF ; 17 ; МозДок ; 3200 
 150 ; 5 копеек ; 1833 ; ЕМ ФХ ; Cu ; XF ; 20 ; anna53 ; 4200 
 51 ; 10 копеек ; 1881 ; СПБ НФ ; Ag ; AU ; 19 ; Продано в зале ; 4000 
 52 ; 10 копеек ; 1898 ; СПБ АГ ; Ag ; AU ; 77 ; Продано в зале ; 11000 
 53 ; 10 копеек ; 1917 ; ВС ; Ag ; AU ; 51 ; MB ; 8500 
 54 ; Десять денег. Заделано отверстие 12 часов ; 1701 ;  ; Ag ; VF ; 40 ; Vitek99 ; 44000 
 55 ; 5 копеек (Петров-30р.) ; 1714 ;  ; Ag ; VF ; 72 ; *@*#* ; 140000 
 56 ; 5 копеек ; 1755 ; СПБ ; Ag ; VF ; 34 ; Sky2 ; 4800 
 57 ; 5 копеек ; 1842 ; СПБ АЧ ; Ag ; XF ; 54 ; pilot2371 ; 20000 
 58 ; 5 копеек ; 1845 ; СПБ КБ ; Ag ; XF+ ; 43 ; зомби ; 3800 
 59 ; 5 копеек ; 1845 ; СПБ КБ ; Ag ; AU ; 68 ; Продано в зале ; 7500 
 60 ; 5 копеек ; 1852 ; СПБ ПА ; Ag ; AU ; 52 ; *@*#* ; 18000 
 61 ; 5 копеек. В капсуле NGC ; 1857 ; СПБ ФБ ; Ag ;  ; 65 ; Продано в зале ; 29000 
 62 ; 5 копеек ; 1858 ; СПБ ФБ ; Ag ; AU ; 60 ; Продано в зале ; 38000 
 63 ; 5 копеек ; 1866 ; СПБ НФ ; Ag ; AU ; 49 ; Продано в зале ; 21000 
 64 ; 5 копеек ; 1867 ; СПБ HI ; Ag ; XF+ ; 28 ; птичкин ; 2600 
 65 ; 5 копеек ; 1871 ; СПБ HI ; Ag ; AU ; 37 ; Продано в зале ; 4600 
 66 ; 5 копеек ; 1874 ; СПБ HI ; Ag ; AU ; 38 ; Alex22D ; 5250 
 67 ; 5 копеек ; 1878 ; СПБ НФ ; Ag ; AU ; 37 ; Продано в зале ; 6000 
 68 ; 5 копеек ; 1880 ; СПБ НФ ; Ag ; AU ; 37 ; coinsru ; 7000 
 69 ; 5 копеек ; 1881 ; СПБ НФ ; Ag ; AU ; 46 ; tomchik ; 7500 
 70 ; Алтын (Петров-25р.) ; 1711 ; БК DL ; Ag ; F-VF ; 33 ; Продано в зале ; 21000 
 71 ; Алтын ; 1712 ;  ; Ag ; VF+ ; 52 ; *@*#* ; 36000 
 72 ; 2 копейки (Петров-4р) ; 1757 ; Ливонез ; Ag ; XF ; 59 ; *@*#* ; 30000 
 73 ; 1/3 талера (Петров-6р) ; 1761 ; Для Пруссии ; Ag ; VF+ ; 45 ; АВС ; 36000 
 74 ; 1 грош (Петров-25р) ; 1760 ; Для Пруссии ; Ag ; VF ; 52 ; Sky2 ; 26000 
 75 ; Солид (Петров-6р) ; 1760 ; Для Пруссии ; Ag ; VF ; 30 ; *@*#* ; 6000 
 76 ; 2 злотых ; 1816 ; IB Польша ; Ag ; XF ; 30 ; Продано в зале ; 32000 
 77 ; 2 злотых ; 1820 ; IB Польша ; Ag ; XF- ; 39 ; амбал ; 19000 
 78 ; 2 злотых ; 1830 ; FH Польша ; Ag ; XF ; 40 ; sax ; 19000 
 79 ; 1 злотый ; 1827 ; IB Польша ; Ag ; XF- ; 33 ; ALEX1938 ; 16000 
 80 ; 1 злотый ; 1830 ; FH Польша ; Ag ; VF-XF ; 21 ; АВС ; 8160 
 81 ; 5 злотых ; 1831 ; KG польское восстание 1830-1831 гг. ; Ag ; VF-XF ; 33 ; lesnik1 ; 16000 
 82 ; 1,5 рубля-10 злотых ; 1833 ; НГ Рус.-Пол. ; Ag ; VF-XF ; 20 ; 333985 ; 18000 
 83 ; 1,5 рубля-10 злотых ; 1837 ; MW Рус.-Пол. ; Ag ; XF ; 42 ; Продано в зале ; 29000 
 84 ; 25 копеек-50 грошей ; 1842 ; MW Рус.-Пол. ; Ag ; VF+ ; 49 ; *@*#* ; 11000 
 85 ; 30 копеек-2 злотых ; 1837 ; MW Рус.-Пол. ; Ag ; VF-XF ; 46 ; Ok203 ; 4200 
 86 ; 15 копеек-1 злотый (Петров-3р, Ильин-5р) ; 1837 ; НГ Рус.-Пол. ; Ag ; XF ; 41 ; Продано в зале ; 40000 
 87 ; 10 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; XF+ ; 23 ; Sky2 ; 1700 
 88 ; 1 грош ; 1816 ; IB Польша ; Cu ; VF+ ; 24 ; Деканат ; 6000 
 89 ; Двойной абаз (Петров-1,5р) ; 1809 ; АК Грузия ; Ag ; VF+ ; 46 ; Ok203 ; 12240 
 90 ; Двойной абаз ; 1823 ; АК Грузия ; Ag ; VF+ ; 25 ; Продано в зале ; 13000 
 91 ; Двойной абаз ; 1832 ; ВК Грузия ; Ag ; VF+ ; 26 ; Продано в зале ; 11000 
 92 ; Абаз ; 1820 ; АТ Грузия ; Ag ; VF+ ; 43 ; Продано в зале ; 31000 
 93 ; Полуабаз ; 1821 ; АТ Грузия ; Ag ; VF+ ; 48 ; Продано в зале ; 58000 
 94 ; Полуабаз ; 1833 ; ВК Грузия ; Ag ; VF+ ; 34 ; Продано в зале ; 60000 
 95 ; Бисти ; 1810 ; Грузия ; Cu ; VF- ; 21 ; Ok203 ; 11561 
 96 ; Бисти. М-17г ; 1789 ; Грузия ; Cu ; VF- ; 39 ; Деканат ; 22000 
 97 ; Бисти. М-20,49г ; 1796 ; Грузия ; Cu ; VF- ; 33 ; Деканат ; 21000 
 98 ; 2 пара-3 копейки ; 1773 ; Валахия ; Cu ; VF ; 56 ; БончЪ - БруевичЪ ; 10000 
 99 ; Кырмыз (5 копеек). Хан Шахин-Гирей, Крымское ханство ; 5-й год правления 1781г. ;  ; Cu ; VF- ; 27 ; МозДок ; 15802 
 100 ; Копейка. Хан Шахин-Гирей, Крымское ханство ;  ;  ; Cu ; F-VF ; 21 ; Sky2 ; 2200 
 1 ; Платежный слиток. Гривна. Новгородского типа. M-199,75г. L-128мм ;  ; Новгородская ; Ag ;  ; 26 ; SwaggaRakka ; 26000 
 2 ; Чех ; 1682-1696 ; Иван V Алексеевич ; Ag ; VF- ; 36 ; SwaggaRakka ; 12000 
 3 ; 5 рублей. М-6,44г ; 1773 ; СПБ ТI ; Au ; VF+ ; 65 ; Продано в зале ; 160000 
 4 ; 5 рублей. М-6,55г ; 1847 ; СПБ АГ ; Au ; AU ; 51 ; vtoth ; 96100 
 5 ; 5 рублей. В капсуле NGC ; 1902 ; (АР) ; Au ;  ; 27 ; сержик67 ; 28278 
 6 ; 5 рублей. В капсуле NGC ; 1903 ; (АР) ; Au ;  ; 21 ; йцукен ; 28000 
 7 ; 5 рублей. В капсуле NGC ; 1909 ; (ЭБ) ; Au ;  ; 64 ; Ап Вас ; 72828 
 8 ; Рубль. М-1,66г ; 1756 ;  ; Au ; VF+ ; 39 ; papinazu ; 46410 
 9 ; Рубль В капсуле PCGS ; 1756 ;  ; Au ;  ; 51 ; papinazu ; 48546 
 10 ; Полтина. М-0,82г ; 1756 ;  ; Au ; XF ; 66 ; бибигон ; 54952 
 11 ; Полтина. М-0,59г ; 1777 ; "Для дворцового обихода" ; Au ; VF-XF ; 28 ; papinazu ; 42000 
 12 ; Рубль (Петров-10р) ; 1719 ; OK ; Ag ; VF+ ; 72 ; PamVan ; 80000 
 13 ; Рубль ; 1720 ;  ; Ag ; VF+ ; 53 ; PamVan ; 65000 
 14 ; Рубль ; 1723 ;  ; Ag ; VF-XF ; 35 ; PamVan ; 45000 
 15 ; Рубль (Ильин-8р) ; 1725 ; СПБ ; Ag ; VF+ ; 68 ; offroad ; 46000 
 16 ; Рубль ; 1726 ;  ; Ag ; VF-XF ; 42 ; Продано в зале ; 60000 
 17 ; Рубль ; 1728 ;  ; Ag ; VF+ ; 29 ; 333985 ; 32000 
 18 ; Рубль ; 1743 ; СПБ ; Ag ; VF+ ; 33 ; PamVan ; 28000 
 19 ; Рубль ; 1752 ; ММД Е ; Ag ; XF ; 21 ; PamVan ; 24582 
 20 ; Рубль ; 1765 ; СПБ СА TI ; Ag ; VF-XF ; 26 ; PamVan ; 13000 
 21 ; Рубль ; 1768 ; ММД EI ; Ag ; VF-XF ; 18 ; PamVan ; 24125 
 22 ; Рубль ; 1771 ; СПБ АШ TI ; Ag ; VF-XF ; 13 ; АВС ; 14000 
 23 ; Рубль ; 1896 ; (АГ) На коронацию Николая II ; Ag ; XF+ ; 47 ; бибигон ; 54000 
 24 ; Рубль ; 1898 ; (АГ) На открытие памятника Александру II ; Ag ; XF- ; 34 ; Sky2 ; 120000 
 25 ; 25 копеек ; 1891 ; (АГ) АГ ; Ag ; XF ; 46 ; бибигон ; 60000 
 26 ; 25 копеек ; 1900 ; АГ ; Ag ; XF ; 45 ; Пешков87 ; 60000 
 27 ; 20 копеек ; 1764 ; ММД ; Ag ; VF-XF ; 25 ; АВС ; 10000 
 28 ; 20 копеек (Петров-20р. Ильин-15р.) ; 1764 ; СПБ ; Ag ; VF ; 60 ; Продано в зале ; 82000 
 29 ; 20 копеек (Петров-10р. Ильин-5р.) ; 1765 ; СПБ TI ; Ag ; VF- ; 41 ; legallegal ; 21000 
 30 ; 20 копеек ; 1766 ; СПБ TI ; Ag ; VF+ ; 31 ; DBM ; 10000 
 31 ; 20 копеек (Ильин-8р) ; 1775 ; СПБ TI ; Ag ; F-VF ; 31 ; Продано в зале ; 19000 
 32 ; 20 копеек ; 1779 ; СПБ ; Ag ; VF-XF ; 55 ; Alexdav ; 13000 
 33 ; 20 копеек ; 1788 ; СПБ ; Ag ; VF-XF ; 33 ; Продано в зале ; 13000 
 34 ; 20 копеек ; 1811 ; СПБ ФГ ; Ag ; XF ; 38 ; Продано в зале ; 11000 
 35 ; 20 копеек ; 1836 ; СПБ НГ ; Ag ; XF+ ; 22 ; зомби ; 6126 
 36 ; 20 копеек ; 1847 ; СПБ ПА ; Ag ; XF ; 21 ; ыды ; 3000 
 37 ; 20 копеек ; 1849 ; СПБ ПА ; Ag ; XF ; 22 ; papinazu ; 4596 
 38 ; 20 копеек ; 1917 ; ВС ; Ag ; XF+ ; 89 ; Продано в зале ; 52000 
 39 ; 15 копеек ; 1764 ; ММД ; Ag ; VF+ ; 41 ; DBM ; 8500 
 40 ; 15 копеек (Петров-5р. Ильин-4р.) ; 1778 ; СПБ ; Ag ; VF+ ; 29 ; АВС ; 8500 
 41 ; 15 копеек ; 1917 ; ВС ; Ag ; AU ; 64 ; SwaggaRakka ; 9000 
 42 ; Гривенник ; 1718 ; L ; Ag ; VF- ; 60 ; *@*#* ; 32000 
 43 ; Гривна (Петров-10р, Ильин-8р) ; 1726 ; СПБ ; Ag ; F ; 56 ; *@*#* ; 44000 
 44 ; Гривенник (Петров-2р) ; 1733 ;  ; Ag ; VF ; 64 ; Сыч ; 34000 
 45 ; Гривенник (Петров-2,5р) ; 1735 ;  ; Ag ; VF+ ; 67 ; Valera G ; 38000 
 46 ; Гривенник ; 1745 ;  ; Ag ; XF ; 34 ; Продано в зале ; 8500 
 47 ; Гривенник ; 1751 ;  ; Ag ; XF ; 39 ; Продано в зале ; 8000 
 48 ; Гривенник (Петров-6р. Ильин-5р.) ; 1768 ; ММД ; Ag ; VF+ ; 31 ; kirill899 ; 25000 
 49 ; 10 копеек ; 1805 ; СПБ ФГ ; Ag ; VF ; 60 ; Zoltan 333 ; 26000 
 50 ; 10 копеек ; 1860 ; СПБ ФБ ; Ag ; XF- ; 55 ; *@*#* ; 10500 
 6558 ; Оптовый лот, 20 книг (коробка). Подделки российских монет. В. Е. Семенов ;  ;  ;  ;  ; 16 ; Ser_doh ; 2040 
 6559 ; Оптовый лот, 52 книги (коробка). Псевдонимы российского рубля ;  ;  ;  ;  ; 14 ; Ser_doh ; 2040 
 6560 ; Оптовый лот, 70 книг (коробка). Каталог-справочник. Монеты РСФСР, СССР и России 1921-2019 годов ;  ;  ;  ;  ; 18 ; pavel5419 ; 2141 
 6600 ; Украшение. 45х40мм ;  ;  ; Fe ;  ; 29 ; Dahan ; 414 
 6601 ; Штемпель двусторонний. Кулоны Знаки Зодиака. D-95мм, h-49мм ;  ;  ; Ж/м ;  ; 21 ; Ибранец ; 579 
 6602 ; Памятная фигура. В память о действиях бронетанковых и противопехотных солдат. 1939-1945гг. Финляндия h-115мм ;  ;  ; Чугун(?) ;  ; 13 ; Meshok ; 232 
 6603 ; Пудреница, портсигар (?). Карельская берёза. Финляндия ;  ;  ; Дерево ;  ; 15 ; Alex22D ; 459 
 6604 ; Пудреница(?) Финляндия. 10.3.1944 ;  ;  ; Fe(?) ;  ; 17 ; Задрыга ; 612 
 6605 ; Часы судовые настенные механические Sestrel Henry Browne&Son Ltd. Англия. На ходу. Ключ в комплекте. Передняя сторона D-170мм, оборотная сторона D-205мм, h-95мм ;  ;  ;  ;  ; 68 ; kotolev1 ; 17000 
 6508 ; Профессиональная щетка для чистки копаных монет. Shine Coins ;  ;  ;  ;  ; 28 ; DIMA 57 ; 146 
 6509 ; Набор наклеек SCHILDFIX для кассет MB. Lindner ;  ;  ;  ;  ; 16 ; stas78 ; 77 
 6510 ; Универсальная салфетка для полировки монет, маленькая. Shine Coins ;  ;  ;  ;  ; 18 ; aleks1753 ; 67 
 6511 ; БАЗОВЫЙ каталог монеты России 1700-1917 гг. Выпуск 2018 год. В. Е. Семенов ;  ;  ;  ;  ; 9 ; lfxybr ; 1952 
 6512 ; БАЗОВЫЙ каталог монеты России 1700-1917 гг. Выпуск 2018 год. В. Е. Семенов ;  ;  ;  ;  ; 9 ; Lammo ; 1938 
 6513 ; Монетный передел 1700-1917 гг. В. Е. Семенов ;  ;  ;  ;  ; 21 ; Kupferberg ; 429 
 6514 ; Рюрик и Владимир. Самоучитель по русской истории. Издание 2-ое, дополненное. В. Е. Семенов ;  ;  ;  ;  ; 42 ; sergey0615 ; 340 
 6515 ; Рюрик и Владимир. Самоучитель по русской истории. Издание 2-ое, дополненное. В. Е. Семенов ;  ;  ;  ;  ; 23 ; SS007 ; 367 
 6516 ; Монетное дело Российской империи. В. Е. Семенов ;  ;  ;  ;  ; 27 ; николаич ; 258 
 6517 ; В.Е. Семенов. Куда уходят деньги ;  ;  ;  ;  ; 52 ; SIEMENS_S75 ; 204 
 6518 ; Монеты России 1700-1917 гг. Редакция 15, 2018 год ;  ;  ;  ;  ; 31 ; Ser_doh ; 173 
 6519 ; Монеты России 1700-1917 гг. Редакция 15, 2018 год ;  ;  ;  ;  ; 29 ; Ser_doh ; 203 
 6520 ; Монеты России 1700-1917 гг. Редакция 15, 2018 год ;  ;  ;  ;  ; 21 ; tpls ; 189 
 6521 ; Русские деньги X-XVII вв. Редакция 7, 2018 ;  ;  ;  ;  ; 27 ; maorly ; 177 
 6522 ; Русские деньги X-XVII вв. Редакция 7, 2018 ;  ;  ;  ;  ; 19 ; maorly ; 179 
 6523 ; Русские деньги X-XVII вв. Редакция 7, 2018 ;  ;  ;  ;  ; 20 ; maorly ; 163 
 6524 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921-2020 годов. Редакция 48 ;  ;  ;  ;  ; 25 ; maorly ; 235 
 6525 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921-2020 годов. Редакция 48 ;  ;  ;  ;  ; 21 ; maorly ; 225 
 6526 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921-2020 годов. Редакция 48 ;  ;  ;  ;  ; 13 ; pavel5419 ; 195 
 6527 ; Каталог-справочник. Монеты Беларуси 1996-2018 гг. Редакция 5, 2018 год ;  ;  ;  ;  ; 37 ; electra ; 123 
 6528 ; Каталог-справочник. Награды Российской Империи. Часть I. Ордена и знаки отличия. Редакция 5 ;  ;  ;  ;  ; 16 ; masha_93 ; 91 
 6529 ; Каталог-справочник "Бумажные деньги России". Часть I. Редакция 10, 2014 год ;  ;  ;  ;  ; 17 ; barbos ; 118 
 6530 ; Каталог-справочник. Монеты Киргизии, Таджикистана, Туркменистана и Узбекистана. Редакция 1, 2019 год ;  ;  ;  ;  ; 18 ; Vol4en0k ; 90 
 6531 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921-2019 годов. Редакция 46 ;  ;  ;  ;  ; 9 ; SIEMENS_S75 ; 36 
 6532 ; Репринтное издание. Ю. Иверсена. 1874 год. Неизданные и редкие русские медали ;  ;  ;  ;  ; 29 ; masha_93 ; 79 
 6533 ; Монеты России в экспозиции Музея денежного обращения "Конрос" ;  ;  ;  ;  ; 5 ; tpls ; 68 
 6534 ; Каталог символические жетоны Московского Монетного двора. Москва, март 2014 - март 2019 ;  ;  ;  ;  ; 16 ; DjonS ; 357 
 6535 ; Петербург в старых открытках. Издательство: "ФЕРТ". Санкт-Петербург 1993 ;  ;  ;  ;  ; 27 ; Agava ; 1022 
 6536 ; Михаил Арлазоров. Вам письмо!. Издательство: "СОВЕТСКАЯ РОССИЯ". Москва 1966 ;  ;  ;  ;  ; 11 ; Dмитрий ; 243 
 6537 ; А.В. Косарева. Искусство медали. Книга для учителя. Издательство: "ПРОСВЕЩЕНИЕ". Москва 1977 ;  ;  ;  ;  ; 9 ; doc2 ; 400 
 6538 ; А.С. Мельникова. Русские монеты от Ивана Грозного до Петра Первого. Издательство: "Финансы и статистика". Москва 1989 ;  ;  ;  ;  ; 19 ; Reks ; 360 
 6539 ; Каталог монет России 1700-1917гг. Нумизмания. Редакция 3, 2018 год, Санкт-Петербург ;  ;  ;  ;  ; 11 ; LevelUp ; 114 
 6540 ; Фалеристика всесоюзного студенческого отряда. Издательство "Александр ПРИНТ" Санкт-Петербург, 2009 ;  ;  ;  ;  ; 15 ; Джентльмен удачи ; 313 
 6541 ; Е.П. Сашенков. Почтовые дороги космонавтики. Издание второе, переработанное и дополненное. Издательство: "СВЯЗЬ". Москва 1977 ;  ;  ;  ;  ; 29 ; Джентльмен удачи ; 114 
 6542 ; Аукционный каталог SNY. 1/2016 ;  ;  ;  ;  ; 8 ; QSL ; 136 
 6543 ; Аукционный каталог MYNTKOMPANIET. Стокгольм 9 ноября 2019 ;  ;  ;  ;  ; 19 ; QSL ; 126 
 6544 ; Д.И. Мошнягин, А.Б. Жук. Каталог монеты стран зарубежной Азии и Африки XIX-XX века. Издательство: "НАУКА". Главная редакция восточной литературы. Москва 1967 ;  ;  ;  ;  ; 97 ; aletta ; 506 
 6545 ; Пухов Е.В. Монеты "Ефимок с признаком". Санкт-Петербург 2014 ;  ;  ;  ;  ; 3 ; Бочарников ; 200 
