 4851 ; Бона иностранная Германия ; 1919 ;  ;  ;  ; 15 ; sikachai ; 159 
 4093 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 22 ; я8844 ; 348 
 4094 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; я8844 ; 348 
 4095 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 7 ; klop123 ; 100 
 4096 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 26 ; 333985 ; 472 
 4097 ; 3 рубля ; 1934 ; Гос.казначейские билеты ;  ;  ; 19 ; ек ; 1287 
 4098 ; 5 рублей Однолитерная ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 18 ; ек ; 407 
 4099 ; 5 рублей Однолитерная ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 51 ; ек ; 627 
 4100 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 13 ; 333985 ; 347 
 4101 ; 50 рублей ; 1961 ; билет ;  ;  ; 15 ; re_re_re ; 101 
 3809 ; Лот монет Австрии: 1 евро, 50,20,10,5,2,1 евроцентов (7шт) ; 2010-2012 ;  ; Би/м,Cu/St,лат ; AU ; 36 ; krut0803 ; 128 
 3810 ; Лот монет Словении: 1 евро, 50,20,10,5,2,1 евроцентов (7шт) ; 2007 ;  ; Би/м,Cu/St,лат ; AU ; 47 ; krut0803 ; 135 
 3811 ; Лот монет США: 1/2 доллара (2шт) ; 2011P,D ;  ; Cu-Ni ; AU ; 60 ; brat52 ; 92 
 3812 ; Лот монет США: 1/2 доллара (2шт) ; 2012P,D ;  ; Cu-Ni ; AU ; 57 ; brat52 ; 92 
 3813 ; Лот монет США: 1 цент (2шт) ; 2010, 2010D ;  ; Cu-Zn ; AU ; 19 ; D.F.C. ; 33 
 3814 ; Лот монет США: 1 доллар, 1/4 доллара (2шт) ; 1976, 1979 ;  ; Cu-Ni ; VF-XF/XF ; 45 ; klop123 ; 62 
 3815 ; Лот монет США "Штаты": 1/4 доллара (5шт) ; 1999 ;  ; Cu-Ni ; VF-XF/XF ; 56 ; brat52 ; 128 
 3816 ; Лот монет США "Штаты": 1/4 доллара (5шт) ; 2000 ;  ; Cu-Ni ; VF-XF/XF ; 22 ; celer2 ; 157 
 3817 ; Лот монет США "Штаты": 1/4 доллара (5шт) ; 2001 ;  ; Cu-Ni ; VF-XF/XF ; 54 ; Мика ; 153 
 3818 ; Лот монет США "Штаты": 1/4 доллара (5шт) ; 2002 ;  ; Cu-Ni ; VF-XF/XF ; 18 ; brat52 ; 102 
 3819 ; Лот монет США "Штаты": 1/4 доллара (5шт) ; 2003 ;  ; Cu-Ni ; VF-XF/XF ; 16 ; Антон Семенович ; 156 
 3820 ; Лот монет США "Штаты": 1/4 доллара (5шт) ; 2004 ;  ; Cu-Ni ; VF-XF/XF ; 17 ; brat52 ; 102 
 3821 ; Лот монет США "Штаты": 1/4 доллара (5шт) ; 2005 ;  ; Cu-Ni ; VF-XF/XF ; 18 ; brat52 ; 115 
 3822 ; Лот монет США "Штаты": 1/4 доллара (5шт) ; 2006 ;  ; Cu-Ni ; VF-XF/XF ; 22 ; brat52 ; 152 
 3823 ; Лот монет США "Штаты": 1/4 доллара (5шт) ; 2007 ;  ; Cu-Ni ; VF-XF/XF ; 28 ; brat52 ; 120 
 3824 ; Лот монет США "Штаты": 1/4 доллара (6шт) ; 2008, 2009 ;  ; Cu-Ni ; VF-XF/XF ; 16 ; brat52 ; 178 
 3825 ; Лот монет США "Национальные парки": 1/4 доллара (2шт) ; 2010 ;  ; Cu-Ni ; AU ; 31 ; cvetlana1 ; 64 
 3826 ; Лот монет США "Национальные парки": 1/4 доллара (10шт) ; 2011 ;  ; Cu-Ni ; AU ; 31 ; brat52 ; 278 
 3827 ; Лот монет США "Национальные парки": 1/4 доллара (7шт) ; 2012 ;  ; Cu-Ni ; AU ; 36 ; smel ; 220 
 3828 ; Лот монет США "Президенты": 1 доллар (9шт) ; 2000-2009 ;  ; Латунь ; AU/XF ; 21 ; pavel5419 ; 420 
 3829 ; Лот монет США "Президенты": 1 доллар (9шт) ; 2010-2012 ;  ; Латунь ; AU ; 50 ; pref ; 513 
 3830 ; Лот монет США: 5 центов (10шт) ; 1983-2011 ;  ; Cu-Ni ; VF-/AU ; 23 ; cvetlana1 ; 58 
 3831 ; Лот монет Хорватии (6шт) ; 1993-2009 ;  ; Al, Cu-Ni, ж/м ; VF-/AU ; 13 ; brat52 ; 56 
 3832 ; Лот монет Мексики (4шт) ; 1996-2010 ;  ; Би/м, ж/м ; VF/XF ; 16 ; brat52 ; 75 
 3833 ; Лот монет США: 10шт ; 1973-2002 ;  ; Cu-Ni ; VF/XF ; 11 ; pavel5419 ; 53 
 3834 ; Лот монет Великобритании: 12шт ; 1971-1980 ;  ; Br ; VF/XF- ; 25 ; vladimir-sirke ; 79 
 3835 ; Лот монет США: 10шт ; 1919-1956 ;  ; cu-Zn ; F-VF/VF ; 20 ; Ressol ; 97 
 3836 ; Лот из монет и жетона Германии: 4шт ; 18,19 века ;  ; Cu ; VG/F ; 25 ; ratiandr ; 419 
 3837 ; Лот монет Польши и Румынии: 11шт ; 1960-2002 ;  ; Al,Cu-Ni,лат ; VF/XF ; 21 ; zx123 ; 47 
 3838 ; Лот монет Франции: 15шт ; 1943-1991 ;  ; Cu-Ni,Al/Br,Al ; F-VF/XF ; 18 ; brat52 ; 92 
 3839 ; Лот монет Испании: 15шт ; 1957-1983 ;  ; Cu-Ni ; F-VF/VF ; 18 ; brat52 ; 55 
 3840 ; Лот монет Финляндия: 25шт ; 1928-1993 ;  ; Cu-Ni,Al,Al/Br ; VF-/XF ; 25 ; DVZ ; 204 
 3841 ; Лот монет Италии и Бельгии: 11шт ; 1953-1996 ;  ; St,Al,Al/Br,Би/ ; VF/XF ; 13 ; brat52 ; 104 
 3842 ; Лот монет Швеции: 33шт ; 1874-1990 ;  ; Ag,Br,Cu-Ni ; VG/AU ; 16 ; brat52 ; 207 
 3843 ; Лот монет Дании: 15шт ; 1962-1987 ;  ; Cu-Ni ; VF-/XF- ; 20 ; kodas ; 46 
 3844 ; Лот монет Швеции: 20шт ; 1962-1989 ;  ; Cu-Ni ; F/AU ; 13 ; alex995 ; 60 
 3845 ; Лот монет Швеции: 10шт ; 1963-1985 ;  ; Cu-Ni ; VF/XF ; 9 ; ckpynch ; 34 
 3846 ; Лот монет Сингапура: 5шт ; 1997-2011 ;  ; Cu-Ni,лат ; AU ; 6 ; brat52 ; 72 
 3847 ; Лот монет Финляндии: 2шт ; 2000,2003 ;  ; Cu/St ; AU ; 9 ; I.E.V. ; 46 
 3848 ; Лот монет Дании: 15шт ; 1973-1988 ;  ; Br ; VF/XF ; 16 ; alex995 ; 46 
 3849 ; Лот монет Швеции: 15шт ; 1972-1981 ;  ; Br ; VF/XF ; 25 ; vladimir-sirke ; 49 
 3850 ; Лот монет Швеции: 15шт ; 1955-1970 ;  ; Br ; VF/XF ; 17 ; DVZ ; 94 
 3851 ; Лот монет Франции: 15шт ; 1944-1995 ;  ; Cu-Ni,Al/Br,Би/ ; VF/XF ; 31 ; brat52 ; 92 
 3852 ; Лот монет Индонезии: 6шт ; 1952-2003 ;  ; Al,Cu-Ni ; VG/XF ; 11 ; cvetlana1 ; 55 
 3853 ; Лот монет Великобритании: 6шт ; 2008 ;  ; Br,Cu-Ni ; XF ; 34 ; rik ; 174 
 3854 ; Лот монет Бельгии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 1999-2011 ;  ; Латунь,Cu/St,Би ; VF-XF/AU ; 20 ; BlackDragon88 ; 261 
 3855 ; Лот монет Эстонии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2011 ;  ; Латунь,Cu/St,Би ; AU ; 31 ; Mike! ; 221 
 3856 ; Лот монет Португалии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2002-2011 ;  ; Латунь,Cu/St,Би ; VF-XF/AU ; 21 ; BlackDragon88 ; 669 
 3857 ; Лот монет Австрии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2002-2011 ;  ; Латунь,Cu/St,Би ; XF/AU ; 24 ; krut0803 ; 219 
 4051 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 11 ; pavel5419 ; 101 
 3759 ; Лот монет Кореи: 5шт ; 1959-1987 ;  ; Al ; AU ; 6 ; Mike! ; 177 
 3760 ; Лот монет Кореи: 5шт ; 1959-1987 ;  ; Al ; AU ; 6 ; Mike! ; 177 
 3761 ; Лот монет Кореи: 4шт ; 1959-1978 ;  ; Al ; AU ; 4 ; Mike! ; 144 
 3762 ; Лот монет Кореи: 4шт ; 2005 ;  ; Al ; AU ; 4 ; Mike! ; 134 
 3763 ; Лот монет Кореи: 5шт ; 1959-1987 ;  ; Al ; AU ; 6 ; Mike! ; 177 
 3764 ; Лот монет Кореи: 4шт ; 1959-1978 ;  ; Al ; AU ; 8 ; Mike! ; 146 
 3765 ; Лот монет Кореи: 5шт ; 2002-2008 ;  ; Al ; AU ; 11 ; Mike! ; 185 
 3766 ; Лот монет Бурмы: 5шт ;  ;  ; Al ; XF/AU ; 6 ; Серж PirGS ; 150 
 3767 ; Лот монет Сербии: 3шт ; 1912 ;  ; Cu-Ni ; VF/VF+ ; 1 ; Mike! ; 175 
 3768 ; Лот монет Сирии: 3шт ; 2003 ;  ; Би/м,Лат,Cu-Ni ; AU ; 20 ; Mike! ; 174 
 3769 ; Лот монет Филиппин: 7шт ; 1993-2009 ;  ; St/Ni,Би/м,,Br, ; AU ; 16 ; Mike! ; 163 
 3770 ; Лот монет Намибии: 6шт ; 1993-2010 ;  ; Cu-Ni,лат,Би/м ; AU ; 10 ; Mike! ; 209 
 3771 ; Лот монет Зимбабве: 6шт ; 1997-2002 ;  ; Cu-Ni,Br ; AU/XF ; 9 ; Mike! ; 184 
 3772 ; Лот монет Венесуэлы: 6шт ; 2002-2005 ;  ; Би/м,Cu-Ni ; AU ; 14 ; Mike! ; 225 
 3773 ; Лот монет Албании: 6шт ; 1964-1996 ;  ; Br,Al ; AU ; 13 ; Mike! ; 206 
 3774 ; Лот монет Албании: 7шт ; 1964-1996 ;  ; Br,Al ; AU/VF ; 8 ; Mike! ; 236 
 3775 ; Лот монет Никарагуа: 6шт ; 1997-2007 ;  ; Ni/St,Cu/St,Лат ; AU ; 14 ; v_bond ; 257 
 3776 ; Лот монет Панамы: 5шт ; 2008 ;  ; Cu-Ni,Br ; AU ; 9 ; Mike! ; 206 
 3777 ; Лот монет Мавритании: 3шт ; 2009 ;  ; Cu-Ni,Би/м ; AU ; 30 ; Mike! ; 378 
 3778 ; Лот монет Гайаны: 3шт ; 2005,2007 ;  ; Cu-Ni,Cu/St ; AU ; 2 ; Mike! ; 111 
 3779 ; Лот монет Уругвая: 4шт ; 2000-2008 ;  ; Би/м,лат ; AU ; 3 ; brat52 ; 114 
 3780 ; Лот монет Грузии: 3шт ; 2006 ;  ; Cu-Ni,Би/м ; AU ; 13 ; v_bond ; 204 
 3781 ; Лот монет Уругвая: 5шт ; 1989 ;  ; Ni/St ; AU ; 4 ; Mike! ; 138 
 3782 ; Лот монет Заира: 3шт ; 1987-1988 ;  ; Лат ; AU ; 24 ; Mike! ; 92 
 3783 ; Лот монет Югославии (Сутиеская битва и Битва на Неретве): 2шт ; 1983 ;  ; Cu-Ni ; AU/XF ; 2 ; Mike! ; 155 
 3784 ; Лот монет Венесуэлы: 5шт ; 1989 ;  ; Cu-Ni ; AU ; 13 ; Mike! ; 194 
 3785 ; Лот монет Венесуэлы: 5шт ; 1987-1990 ;  ; Cu-Ni ; AU ; 13 ; Mike! ; 196 
 3786 ; Лот монет Венесуэлы: 5шт ; 1978-1990 ;  ; Cu-Ni ; AU ; 9 ; Mike! ; 200 
 3787 ; Лот монет Югославии (ФАО): 10,5,2,1 динаров (4шт) ; 1970,1976 ;  ; Cu-Ni ; AU ; 8 ; DVZ ; 174 
 3788 ; Лот монет Конго: 4шт ; 2004 ;  ; Ni/St ; AU ; 12 ; rbmamba ; 245 
 3789 ; Лот монет Македонии (ФАО): 3шт ; 1995 ;  ; Латунь ; AU ; 1 ; Mike! ; 134 
 3790 ; Лот монет Веймара: 200 марок (6шт) ; 1923 ;  ; Al ; VF-XF/AU ; 28 ; zx123 ; 121 
 3791 ; Лот монет Польши (юбилейные): 8шт ; 1969-1990 ;  ; Cu-Ni ; XF/AU ; 29 ; Алек ; 430 
 3792 ; Лот монет ФРГ и ГДР (регулярные и юбилейные): 5шт ; 1950-1975 ;  ; Cu-Ni ; VF/XF ; 19 ; Алек ; 185 
 3793 ; Лот монет Франции: 2 франка (10шт) ; 1943-1947 ;  ; Al ; F-VF/VF- ; 18 ; DVZ ; 114 
 3794 ; Лот монет Франции: 1 франка (40шт) ; 1941-1958 ;  ; Al ; F-VF/VF ; 31 ; DVZ ; 201 
 3795 ; Лот монет Веймара: 50 пфеннигов (5шт) ; 1920,1921 ;  ; Al ; VF-XF/XF ; 17 ; Sterh ; 92 
 3796 ; Лот монет Украины (5шт): 1 гривна. Чемпионат Европы по футболу 2012 ; 2012 ;  ; Латунь ; AU ; 36 ; and1972 ; 93 
 3797 ; Лот монет Украины (5шт): 1 гривна. Чемпионат Европы по футболу 2012 ; 2012 ;  ; Латунь ; AU ; 13 ; орел414151 ; 114 
 3798 ; Лот монет Монголии, Венгрии, Германии, Финляндии, Испании, Польши, Чехословакии, Индии (29шт): ; 1922-2002 ;  ; Би/м,Al,A/Br,Cu ; VF/AU ; 30 ; ship-nik ; 208 
 3799 ; Лот монет Германии: 16шт ; 1876-1925 ;  ; Al/Br,Zn,Al,Br ; F/XF ; 35 ; ship-nik ; 258 
 3800 ; Лот монет Веймара: 8шт ; 1919-1922 ;  ; Al ; VF-XF/XF ; 18 ; zx123 ; 161 
 3801 ; Лот монет Греции: 7шт ; 1980-1992 ;  ; Al/Br,Cu-Ni ; VF-XF/AU ; 25 ; 181957 ; 91 
 3802 ; Лот монет ЮАР: 6шт ; 1976-1979 ;  ; Br,Cu-Ni ; VF-/VF ; 19 ; asus ; 220 
 3803 ; Лот монет Турции: 4шт ; 1990-2005 ;  ; Br,Cu-Ni,Би/м ; VF/AU ; 27 ; brat52 ; 78 
 3804 ; Лот монет Великобритании: 8шт ; 1966-2005 ;  ; Латунь,Cu-Ni, ; VF-/XF ; 16 ; ваньша ; 112 
 3805 ; Лот монет Италии: 5шт ; 1978-1994 ;  ; Al/Br,St,Би/ ; VF-XF/XF ; 17 ; brat52 ; 79 
 3806 ; Лот монет Польши и ФРГ: 6шт ; 1974-1995 ;  ; Br,Cu-Ni,Би/м ; VF-/VF-XF ; 14 ; brat52 ; 102 
 3807 ; Лот монет Финляндии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2012 ;  ; Би/м,Cu/St,лат ; AU ; 52 ; alex995 ; 184 
 3808 ; Лот монет Финляндии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2011 ;  ; Би/м,Cu/St,лат ; AU ; 28 ; brat52 ; 182 
 3709 ; Набор монет Израиля: 10,5,1 новых агорот, 5,1 шекель, 1/2 шекеля (6шт). В буклете ; 1982 ;  ; Cu-Ni, Br ; AU ; 31 ; D.F.C. ; 333 
 3710 ; Набор монет Израиля: 10,5,1 новых агорот, 10,5,1 шекель, 1/2 шекеля (7шт). В буклете ; 1983 ;  ; Cu-Ni, Br ; AU ; 22 ; aziya11 ; 340 
 3711 ; Набор монет Израиля: 100,50,10,5,1 шекелей (5шт). В буклете, упаковка ; 1985 ;  ; Cu-Ni, Br ; AU ; 13 ; D.F.C. ; 333 
 3712 ; Набор монет Израиля: 10,5,1 новых агорот, 1 шекель, 1/2 шекеля (5шт). В буклете, упаковка ; 1986 ;  ; Cu-Ni, Br ; AU ; 31 ; aziya11 ; 242 
 3713 ; Набор монет Венгрии: 10,5,2,1 форинта, 50,20,10,5,2 филлера (9шт) ; 1972 ;  ; Cu-Ni,Al,лат ; AU ; 45 ; tpls ; 459 
 3714 ; Лот монет Северной Кореи "Животные" (7шт) ; 2002 ;  ; Al ; AU ; 17 ; v_bond ; 129 
 3715 ; Лот монет Северной Кореи "Техника" (7шт) ; 2002 ;  ; Al ; AU ; 16 ; zx123 ; 141 
 3716 ; Лот монет Люксембурга: 2,1 евро,50,20,10,5,2,1 евроцентов (8шт). В буклете ; 2010 ;  ; Би/м,Cu/St,лат ; AU ; 49 ; D.F.C. ; 310 
 3717 ; Лот монет Болгарии: 10,50 стотинок. 1,2,5,10 лева (6шт) ; 1992 ;  ; Cu-Ni,латунь ; AU ; 25 ; rik ; 123 
 3718 ; Лот монет Болгарии (ЕС, НАТО): 50 стотинок (3шт) ; 2004,2005,2007 ;  ; Cu-Ni ; AU ; 7 ; vesta78 ; 80 
 3719 ; Лот монет Болгарии: 1,2,10,20,50 стотинок, 1 лев (6шт) ; 1999-2002 ;  ; Cu-Ni,латунь,Би ; AU ; 26 ; rik ; 80 
 3720 ; Лот монет Сербии (Нац герои и Универсиада): 10,20 динаров (4шт) ; 2006-2009 ;  ; Cu-Ni ; AU/XF ; 19 ; элли ; 93 
 3721 ; Лот монет Сербии: 1,2,5,10,20 динаров (5шт) ; 2010 ;  ; Cu-Ni,латунь ; AU ; 12 ; cvetlana1 ; 68 
 3722 ; Лот монет Сербии: 5,10,20 динаров (3шт) ; 2011 ;  ; Cu-Ni,латунь ; AU ; 18 ; cvetlana1 ; 67 
 3723 ; Лот монет Македонии: 50 дени, 1,2,5,10 и 50 денаров (6шт) ; 1993-2008 ;  ; Cu-Ni,латунь ; AU ; 20 ; krut0803 ; 646 
 3724 ; Лот монет Хорватии и Сербии: 5шт ; 2007-2012 ;  ; Cu-Ni,Лат ; XF/AU ; 17 ; D.F.C. ; 186 
 3725 ; Лот монет Германии (6шт) ; 19-20 вв ;  ; Al/Br, Cu, Ag? ; VG/VF ; 40 ; zx123 ; 171 
 3726 ; Лот монет Французской Новой Каледонии: 6шт ; 2001-2003 ;  ; Cu-ni,Al ; AU ; 10 ; voldemar56 ; 453 
 3727 ; Лот монет Аргентины: 3шт ; 1977,1978 ;  ; Лат ; AU ; 11 ; Mike! ; 169 
 3728 ; Лот монет Индонезии: 5шт ; 1996-2003 ;  ; Al ; AU ; 2 ; Mike! ; 111 
 3729 ; Лот монет Грузии: 3шт ; 2006 ;  ; Би/м,Cu-Ni ; AU ; 6 ; krut0803 ; 221 
 3730 ; Лот монет США: 5шт ; 2009,2010 ;  ; Cu-Zn ; AU ; 2 ; Mike! ; 111 
 3731 ; Лот монет Уругвая: 5шт ; 1989 ;  ; St ; AU ; 6 ; Mike! ; 156 
 3732 ; Лот монет Парагвая: 4шт ; 2007-2008 ;  ; Cu-Ni,Al ; AU ; 4 ; asus ; 175 
 3733 ; Лот монет Монголии: 4шт ;  ;  ; Cu-Ni,Al ; AU ; 21 ; Mike! ; 204 
 3734 ; Лот монет Белиза: 4шт ; 2000-2007 ;  ; Cu-Ni,Al ; AU ; 12 ; asus ; 168 
 3735 ; Лот монет Намибии: 6шт ; 1993-2010 ;  ; Cu-Ni,Лат,Би/м ; AU ; 6 ; Mike! ; 312 
 3736 ; Лот монет Афганистана: 3шт ; 1373 ;  ; St,Br,Лат ; AU ; 6 ; Mike! ; 177 
 3737 ; Лот монет Омана: 5шт ; 1984-2008 ;  ; Cu-Ni,Br ; AU ; 11 ; AIK60 ; 201 
 3738 ; Лот монет Йемена: 4шт ; 1993-2004 ;  ; Би/м,Ni/St ; AU ; 2 ; Mike! ; 111 
 3739 ; Лот монет Германии: 9шт ; 1902-1922 ;  ; Zn,Cu-Ni ; VF-/XF ; 25 ; Mike! ; 146 
 3740 ; Лот монет Кореи: 5шт ; 2002-2008 ;  ; Al ; AU ; 4 ; Mike! ; 138 
 3741 ; Лот монет Кореи: 4шт ; 2005 ;  ; Al ; AU ; 13 ; Mike! ; 139 
 3742 ; Лот монет Египта: 3шт ; 2008-2010 ;  ; Би/м,Лат,Cu-Ni ; AU ; 21 ; Мика ; 101 
 3743 ; Лот монет Югославии: 5шт ; 1992 ;  ; Лат,Br ; AU ; 18 ; Mike! ; 271 
 3744 ; Лот монет Монголии: 4шт ;  ;  ; Cu-Ni,Al ; AU/XF ; 4 ; Mike! ; 117 
 3745 ; Лот монет Французской Полинезии: 6шт ; 2008-2009 ;  ; Cu-Ni,Al ; AU ; 17 ; Mike! ; 362 
 3746 ; Лот монет Зимбабве: 4шт ; 2002-2003 ;  ; Би/м,Cu-Ni,Лат ; AU ; 8 ; Mike! ; 306 
 3747 ; Лот монет Западной Африки: 7шт ; 2002-2009 ;  ; Al/Br,Cu-Ni,Би/ ; AU ; 9 ; Mike! ; 468 
 3748 ; Лот монет Соломоновых островов: 7шт ; 2005 ;  ; Cu-Ni,Br ; AU ; 20 ; asus ; 278 
 3749 ; Лот монет Югославии (Сутиеская битва и Битва на Неретве): 2шт ; 1983 ;  ; Cu-Ni ; AU ; 8 ; mkm1968 ; 227 
 3750 ; Лот монет Болгарии: 1 лев, 50,20,10,5,2,1 стотинки (7шт) ; 1999-2002 ;  ; Cu-Ni,Лат,Би/м ; AU ; 15 ; Mike! ; 105 
 3751 ; Лот монет Экономическое сообщество стран Центральной Африки: 6шт ; 2006 ;  ; Al/Br,Ni/St ; AU ; 8 ; Mike! ; 206 
 3752 ; Лот монет Венесуэлы: 5шт ; 1989-1990 ;  ; cu-Ni ; AU ; 14 ; Mike! ; 200 
 3753 ; Лот монет Сомалилэнда (Водолей): 10шт ; 2006 ;  ; St ; AU ; 11 ; Mike! ; 159 
 3754 ; Лот монет Уругвая: 5шт ; 1989 ;  ; St ; AU ; 12 ; Mike! ; 206 
 3755 ; Лот монет Парагвая:4шт ; 2007-2008 ;  ; St,Al ; AU ; 8 ; asus ; 181 
 3756 ; Лот монет Зимбабве: 4шт ; 2002,2003 ;  ; Ni/St,лат,Би/м ; AU ; 31 ; Mike! ; 266 
 3757 ; Лот монет Кореи: 3шт ; 2002 ;  ; Al ; AU ; 2 ; Mike! ; 111 
 3758 ; Лот монет Кореи: 5шт ; 2002-2008 ;  ; Al ; AU ; 21 ; Mike! ; 206 
 3659 ; 50 злотых. Польша. Владислав Сикорский ; 1981 ;  ; Cu-Ni ; AU ; 27 ; cvetlana1 ; 57 
 3660 ; 50 злотых. Польша. Всемирный день еды ; 1981 ;  ; Cu-Ni ; AU ; 5 ; re_re_re ; 114 
 3661 ; 100 злотых. Польша. 40 лет ПНР ; 1984 ;  ; Cu-Ni ; AU ; 15 ; cvetlana1 ; 39 
 3662 ; 100 злотых. Польша. 40 лет ПНР ; 1984 ;  ; Cu-Ni ; AU ; 19 ; ZET ; 39 
 3663 ; 100 злотых. Польша. Винсент Виттос ; 1984 ;  ; Cu-Ni ; AU ; 23 ; advokatx ; 40 
 3664 ; 100 злотых. Польша. Винсент Виттос ; 1984 ;  ; Cu-Ni ; AU ; 30 ; cvetlana1 ; 62 
