 5496 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 10 ; 3ТЭП75 ; 38 
 5196 ; Талон Литва ; 1992 ;  ;  ; AU ; 19 ; bva150979 ; 1010 
 5197 ; 50 марок Германия ; 1914 ;  ;  ;  ; 51 ; alesjane ; 160 
 5198 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 27 ; vlad27 ; 227 
 5199 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 9 ; vlad27 ; 102 
 5200 ; Бона иностранная. Германия ;  ;  ;  ;  ; 20 ; diskus72 ; 134 
 5201 ; Бона иностранная. Германия ;  ;  ;  ;  ; 22 ; Trampl ; 55 
 5202 ; Бона иностранная. Германия ;  ;  ;  ;  ; 15 ; Виталий С. ; 206 
 5203 ; Бона иностранная. Германия ;  ;  ;  ;  ; 15 ; diskus72 ; 151 
 5204 ; Бона иностранная. Германия ;  ;  ;  ;  ; 15 ; vlad27 ; 101 
 5205 ; Бона иностранная. Германия ;  ;  ;  ;  ; 25 ; vlad27 ; 101 
 5206 ; Бона иностранная. Германия ;  ;  ;  ;  ; 19 ; иржик86 ; 81 
 5207 ; 5 марок Германия ; 1960 ;  ;  ; AU ; 26 ; Wulf ; 1001 
 5208 ; Бона иностранная. Германия ;  ;  ;  ;  ; 26 ; Mike! ; 254 
 5209 ; 50 марок Германия ; 1948 ;  ;  ;  ; 30 ; vlad27 ; 84 
 5210 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 72 ; Maxim914 ; 547 
 5211 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 15 ; kont ; 207 
 5212 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 49 ; Mike! ; 465 
 5213 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 19 ; Mike! ; 247 
 5214 ; Бона иностранная Германия ;  ;  ;  ;  ; 39 ; Lex2000 ; 362 
 5215 ; Бона иностранная Германия ;  ;  ;  ;  ; 60 ; Erzherzog ; 592 
 5216 ; Бона иностранная Германия ;  ;  ;  ;  ; 47 ; Lex2000 ; 620 
 5217 ; Бона иностранная Германия ;  ;  ;  ;  ; 17 ; vlad27 ; 93 
 5218 ; Бона иностранная Германия ;  ;  ;  ;  ; 29 ; Mike! ; 261 
 5219 ; Бона иностранная Германия ;  ;  ;  ;  ; 29 ; Lex2000 ; 227 
 5220 ; Бона иностранная Германия ;  ;  ;  ;  ; 24 ; Lex2000 ; 227 
 5221 ; Бона иностранная Германия ;  ;  ;  ;  ; 36 ; Lex2000 ; 552 
 5222 ; Бона иностранная Германия ;  ;  ;  ;  ; 77 ; Erzherzog ; 733 
 5223 ; Бона иностранная Германия ;  ;  ;  ;  ; 12 ; Виталий С. ; 87 
 5224 ; Бона иностранная Германия ;  ;  ;  ;  ; 18 ; Mike! ; 227 
 5225 ; Бона иностранная Германия ;  ;  ;  ;  ; 14 ; Erzherzog ; 339 
 5226 ; Бона иностранная Германия ;  ;  ;  ;  ; 17 ; Mike! ; 227 
 5227 ; Бона иностранная Германия ;  ;  ;  ;  ; 50 ; Майкл ; 1064 
 5228 ; Бона иностранная Германия ;  ;  ;  ;  ; 35 ; Майкл ; 906 
 5229 ; 20 крон Терезиенштадт ; 1943 ;  ;  ; AU ; 32 ; alesjane ; 1281 
 5230 ; 50 крон Терезиенштадт ; 1943 ;  ;  ; AU ; 32 ; alesjane ; 1274 
 5231 ; 100 крон Терезиенштадт ; 1943 ;  ;  ; AU ; 37 ; to-to ; 1461 
 5232 ; Лот бон Германия, 5 шт ;  ;  ;  ;  ; 21 ; Mike! ; 672 
 5233 ; Лот бон Германия, 5 шт ;  ;  ;  ;  ; 22 ; Mike! ; 536 
 5234 ; Лот бон 5 шт. Германия ;  ;  ;  ;  ; 32 ; vlad27 ; 498 
 5235 ; Лот бон Германия, 5 шт ;  ;  ;  ;  ; 19 ; vlad27 ; 495 
 5236 ; Лот бон 7 шт. Германия ;  ;  ;  ;  ; 17 ; alesjane ; 4284 
 5237 ; Лот бон 7 шт. Германия ;  ;  ;  ;  ; 41 ; SANGOLD1 ; 1249 
 5238 ; Лот бон Австрия, 5 шт ;  ;  ;  ;  ; 33 ; vlad27 ; 419 
 5239 ; Лот бон иностранных, 5 шт ;  ;  ;  ;  ; 43 ; vlad27 ; 410 
 5240 ; Бумага ценная Германия ; 1818 ;  ;  ;  ; 11 ; kont ; 714 
 5241 ; Бумага ценная Германия ; 1918 ;  ;  ;  ; 15 ; Mike! ; 305 
 5242 ; Бумага ценная Германия ; 1941 ;  ;  ;  ; 8 ; наташа2712 ; 114 
 5243 ; Бумага ценная Германия ; 1940 ;  ;  ;  ; 8 ; to-to ; 114 
 5244 ; Бумага ценная Германия ; 1934 ;  ;  ;  ; 8 ; vladmarkin ; 102 
 5245 ; Бумага ценная Германия ; 1941 ;  ;  ;  ; 11 ; vladmarkin ; 102 
 5146 ; Облигация ; 1908 ;  ;  ;  ; 11 ; Ustin ; 666 
 5147 ; Облигация ; 1912 ;  ;  ;  ; 15 ; зуммер ; 567 
 5148 ; Облигация ; 1880 ;  ;  ;  ; 9 ; гус4 ; 340 
 5149 ; Облигация ; 1906 ;  ;  ;  ; 20 ; Ustin ; 390 
 5150 ; Облигация на 100 рублей. ОБРАЗЕЦ ; 1938 ;  ;  ;  ; 38 ; p1a1v1 ; 9190 
 5151 ; Облигация на 200 рублей. ОБРАЗЕЦ ; 1938 ;  ;  ;  ; 22 ; p1a1v1 ; 8147 
 5152 ; Облигация на 100 рублей ; 1944 ;  ;  ;  ; 38 ; numis36 ; 767 
 5153 ; Облигация на 200 рублей ; 1945 ;  ;  ;  ; 72 ; Ритм ; 1993 
 5154 ; Лот облигаций 2 шт ; 1940-44 ;  ;  ;  ; 50 ; 54заза ; 920 
 5155 ; Облигация на 200 рублей ; 1948 ;  ;  ;  ; 32 ; lesnik1 ; 238 
 5156 ; Облигация ; 1956 ;  ;  ;  ; 8 ; denis.davydov ; 61 
 5157 ; Облигация ; 1952 ;  ;  ;  ; 5 ; numis36 ; 101 
 5158 ; Облигация ; 1955 ;  ;  ;  ; 8 ; denis.davydov ; 60 
 5159 ; Облигация ; 1956 ;  ;  ;  ; 8 ; denis.davydov ; 60 
 5160 ; Облигация ; 1957 ;  ;  ;  ; 23 ; Ustin ; 203 
 5161 ; Облигация ; 1954 ;  ;  ;  ; 7 ; mafkms ; 111 
 5162 ; Облигация 1000 рублей ; 1992 ;  ;  ;  ; 9 ; denis.davydov ; 51 
 5163 ; Облигация ; 1992 ;  ;  ;  ; 13 ; denis.davydov ; 60 
 5164 ; Облигация 500 рублей ; 1992 ;  ;  ;  ; 7 ; denis.davydov ; 54 
 5165 ; Облигация ; 1992 ;  ;  ;  ; 12 ; denis.davydov ; 60 
 5166 ; Акция 10000 рублей. Корпорация Смирнов и сыновья ; 1994 ;  ;  ;  ; 12 ; solder13 ; 115 
 5167 ; Лот ценных бумаг концерн "Гермес", 2 шт ;  ;  ;  ;  ; 7 ; solder13 ; 102 
 5168 ; Акция ; 1989 ;  ;  ;  ; 12 ; Ok203 ; 114 
 5169 ; Акция ; 1989 ;  ;  ;  ; 10 ; Ok203 ; 114 
 5170 ; Акция ; 1994 ;  ;  ;  ; 3 ; 333985 ; 93 
 5171 ; Акция ; 1994 ;  ;  ;  ; 7 ; solder13 ; 101 
 5172 ; Чек 50 копеек БВД СССР ; 1989 ;  ;  ; AU ; 15 ; cboker ; 260 
 5173 ; Чек 5 копеек БВД СССР ; 1989 ;  ;  ; AU ; 12 ; val211 ; 101 
 5174 ; Лот чеков 1,5,10 копеек БВД СССР ; 1989 ;  ;  ; AU ; 32 ; каРаЧун ; 301 
 5175 ; Дорожный чек 100 рублей ;  ;  ;  ; AU ; 21 ; Olimpia ; 377 
 5176 ; Дорожный чек 50 рублей ;  ;  ;  ; AU ; 39 ; lesnik1 ; 456 
 5177 ; Дорожный чек 20 рублей ;  ;  ;  ; AU ; 23 ; lesnik1 ; 465 
 5178 ; Билет МММ ( 9шт.) ;  ;  ;  ;  ; 11 ; Ssid ; 101 
 5179 ; 5 копеек ; 1920 ; Латвия. Разменный знак ;  ; AU ; 27 ; svv ; 414 
 5180 ; 10 копеек ; 1920 ; Латвия. Разменный знак ;  ; AU ; 27 ; svv ; 414 
 5181 ; 25 копеек ; 1920 ; Латвия. Разменный знак ;  ; AU ; 43 ; Fliege1 ; 647 
 5182 ; 50 копеек ; 1920 ; Латвия. Разменный знак ;  ; AU ; 36 ; alesjane ; 716 
 5183 ; 10 лат ; 1938 ; Латвия ;  ;  ; 32 ; себер ; 192 
 5184 ; 50 лат ; 1934 ; Латвия ;  ;  ; 90 ; Hamlet ; 1750 
 5185 ; 10 рублей Латвия ; 1992 ;  ;  ; AU ; 23 ; Scorpionchic-sun ; 67 
 5186 ; 2 рубля Латвия ; 1992 ;  ;  ; AU ; 28 ; Scorpionchic-sun ; 46 
 5187 ; 1 пункт Эстония ;  ;  ;  ;  ; 74 ; Sporti84 ; 944 
 5188 ; 5 крон Эстония ; 1991 ;  ;  ; AU ; 26 ; Lex2000 ; 155 
 5189 ; 10 крон Эстония ; 1991 ;  ;  ; AU ; 48 ; Lex2000 ; 334 
 5190 ; 25 крон Эстония ; 2007 ;  ;  ;  ; 27 ; uhfvv7 ; 153 
 5191 ; 1 талон Литва ; 1991 ;  ;  ; AU ; 21 ; Scorpionchic-sun ; 41 
 5192 ; Лот талонов Литва, 5 шт ; 1992 ;  ;  ; AU ; 34 ; XF ; 124 
 5193 ; Талон Литва ; 1992 ;  ;  ; AU ; 15 ; bva150979 ; 1010 
 5194 ; Талон Литва ; 1992 ;  ;  ; AU ; 13 ; bva150979 ; 1010 
 5195 ; Талон Литва ; 1992 ;  ;  ; AU ; 15 ; bva150979 ; 1010 
 5096 ; Лот бон 3 червонца, 5 шт ; 1937 ;  ;  ;  ; 9 ; ЛАВ-13 ; 680 
 5097 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 12 ; Snikers ; 444 
 5098 ; 100 рублей ; 1961 ;  ;  ;  ; 25 ; aleksandr733 ; 217 
 5099 ; 100 рублей ; 1961 ;  ;  ;  ; 19 ; solder13 ; 225 
 5100 ; 100 рублей ; 1961 ;  ;  ;  ; 23 ; victorr ; 153 
 5101 ; 100 рублей ; 1961 ;  ;  ;  ; 27 ; kaktus1 ; 125 
 5102 ; 50 рублей ; 1961 ; билет ;  ; AU ; 31 ; тихасец ; 698 
 5103 ; 50 рублей ; 1961 ; билет ;  ;  ; 11 ; solder13 ; 90 
 5104 ; 50 рублей ; 1961 ; билет ;  ;  ; 23 ; rolan1 ; 159 
 5105 ; 50 рублей ; 1961 ; билет ;  ;  ; 22 ; Dimitr1 ; 138 
 5106 ; Лот бон России 1,3,5 рублей ; 1961 ;  ;  ;  ; 11 ; Yamilov ; 140 
 5107 ; 50 рублей ; 1991 ; билет ;  ;  ; 7 ; Scorpionchic-sun ; 50 
 5108 ; 500 рублей ; 1991 ; билет ;  ;  ; 34 ; viv007 ; 624 
 5109 ; Лот бон России 3,5,10 рублей ; 1991 ;  ;  ; AU ; 32 ; kaktus1 ; 476 
 5110 ; 10 рублей ; 1991 ; билет ;  ; AU ; 29 ; кс ; 143 
 5111 ; 200 рублей ; 1992 ; билет ;  ;  ; 10 ; rolan1 ; 70 
 5112 ; 500 рублей ; 1992 ; билет ;  ;  ; 25 ; rolan1 ; 203 
 5113 ; 1000 рублей ; 1992 ; билет ;  ; AU ; 16 ; numiserg ; 200 
 5114 ; 1000 рублей ; 1992 ; билет ;  ; AU ; 17 ; 333985 ; 177 
 5115 ; Лот бон 5000 рублей, 10 шт ; 1992 ;  ;  ;  ; 18 ; igrtlk ; 257 
 5116 ; Лот бон 1000 рублей, 10 шт ; 1992 ;  ;  ;  ; 12 ; molodes ; 257 
 5117 ; 1000 рублей ; 1993 ; банкнота ;  ;  ; 13 ; kaktus1 ; 227 
 5118 ; 100000 рублей ; 1995 ; банкнота ;  ;  ; 28 ; kaktus1 ; 642 
 5119 ; 50 рублей ; 1997 ; банкнота ;  ; AU ; 7 ; МММ ; 161 
 5120 ; 10 рублей №6666663 ; 1997 ; банкнота ;  ; AU ; 66 ; FED ; 611 
 5121 ; 1000 рублей ; 1997 ; банкнота ;  ;  ; 19 ; lelik13821 ; 1256 
 5122 ; Бона. 100 рублей. Олимпиада в Сочи. Серия Аа ; 2014 ;  ;  ;  ; 23 ; korzh ; 261 
 5123 ; Бона. 100 рублей. Крым и Севастополь. Серия кс (замещение) ; 2015 ;  ;  ;  ; 37 ; TDV ; 499 
 5124 ; Бона. 100 рублей. Крым и Севастополь. Серия СК ; 2015 ;  ;  ;  ; 9 ; aleksandr733 ; 157 
 5125 ; Бона. 100 рублей. Крым и Севастополь. Серия СК ; 2015 ;  ;  ;  ; 8 ; iizikul ; 150 
 5126 ; Талон 1 копейка "АРКТИКУГОЛЬ" ;  ;  ;  ;  ; 50 ; Ssid ; 203 
 5127 ; Талон 3 копейки "АРКТИКУГОЛЬ" ;  ;  ;  ;  ; 24 ; gdrg2 ; 230 
 5128 ; Талон 1 рубль "АРКТИКУГОЛЬ" ;  ;  ;  ;  ; 34 ; cboker ; 220 
 5129 ; 1 рубль. Арктикуголь ;  ;  ;  ;  ; 20 ; VAZ-2107 ; 203 
 5130 ; Талон 3 рубля "АРКТИКУГОЛЬ" ;  ;  ;  ;  ; 36 ; аймир ; 340 
 5131 ; 5 рублей. Арктикуголь ;  ;  ;  ;  ; 22 ; fillin ; 407 
 5132 ; Талон 10 рублей "АРКТИКУГОЛЬ" ;  ;  ;  ;  ; 28 ; аймир ; 261 
 5133 ; 10 рублей. Арктикуголь ;  ;  ;  ;  ; 8 ; VAZ-2107 ; 203 
 5134 ; Талон 25 рублей "АРКТИКУГОЛЬ" ;  ;  ;  ;  ; 37 ; аймир ; 453 
 5135 ; 1 копейка ;  ;  ;  ;  ; 25 ; Erzherzog ; 856 
 5136 ; Бона 75 копеек серебром ;  ;  ;  ;  ; 37 ; 54заза ; 4562 
 5137 ; Облигация в 625 рублей Варшавско-Венской ж.д ; 1890 ;  ;  ;  ; 42 ; p1a1v1 ; 1224 
 5138 ; Облигация в 625 рублей о-во Российских ж.д ; 1890 ;  ;  ;  ; 42 ; p1a1v1 ; 1168 
 5139 ; Облигация в 20 фунтов Двинско-Витебской ж.д ; 1894 ;  ;  ;  ; 31 ; teremm ; 1029 
 5140 ; Закладной лист на 150 рублей ; 1898 ;  ;  ;  ; 13 ; Ustin ; 510 
 5141 ; Облигация в 125 рублей, Российский золотой заём ; 1890 ;  ;  ;  ; 24 ; Ustin ; 510 
 5142 ; Облигация в 625 рублей, Николаевская ж.д ; 1869 ;  ;  ;  ; 30 ; p1a1v1 ; 1224 
 5143 ; Облигация в 1000 марок Курско-Харьково-Азовской ж.д ; 1889 ;  ;  ;  ; 28 ; Mike! ; 969 
 5144 ; Акция ; 1911 ;  ;  ;  ; 22 ; Ok203 ; 406 
 5145 ; Акция. Киев ; 1905 ;  ;  ;  ; 14 ; Ok203 ; 304 
 5046 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 46 ; Chatsky ; 129 
 5047 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 19 ; Chatsky ; 138 
 5048 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 22 ; sharapov.s21 ; 357 
 5049 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 39 ; Dimitr1 ; 370 
 5050 ; 1000 рублей ; 1917 ; Денежные знаки ;  ; XF ; 44 ; sharapov.s21 ; 386 
 5051 ; 250 рублей ; 1919 ;  ;  ;  ; 38 ; sharapov.s21 ; 906 
 5052 ; 50 рублей ; 1919 ;  ;  ;  ; 35 ; Ustin ; 510 
 5053 ; 10000 рублей ; 1919 ;  ;  ; AU ; 38 ; evdiral ; 579 
 5054 ; 10000 рублей ; 1919 ;  ;  ;  ; 26 ; vlad27 ; 391 
 5055 ; 100 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 28 ; Yrgen777 ; 1405 
 5056 ; 25 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 36 ; lsp25 ; 1061 
 5057 ; 500 рублей ; 1920 ;  ;  ;  ; 26 ; numis36 ; 239 
 5058 ; 500 рублей ; 1920 ;  ;  ;  ; 11 ; сортам70 ; 187 
 5059 ; 500 рублей ; 1920 ;  ;  ;  ; 13 ; evdiral ; 227 
 5060 ; 500 рублей ; 1920 ;  ;  ;  ; 16 ; Snikers ; 206 
 5061 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 10 ; Olimpia ; 87 
 5062 ; 1000 карбованцев ; 1918 ; Украина.Знак Державноi скарбицi ;  ;  ; 24 ; DG77 ; 714 
 5063 ; 50 марок ; 1919 ;  ;  ;  ; 32 ; lupus47 ; 10700 
 5064 ; 1 марка ; 1919 ;  ;  ;  ; 14 ; lsp25 ; 729 
 5065 ; 5 рублей Либавское городское самоуправление ; 1915 ;  ;  ;  ; 29 ; физмат ; 729 
 5066 ; 5 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 35 ; lsp25 ; 367 
 5067 ; 50 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 13 ; спарта ; 213 
 5068 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 8 ; 312 ; 120 
 5069 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 12 ; evdiral ; 123 
 5070 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 10 ; vlad27 ; 102 
 5071 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 18 ; vlad27 ; 105 
 5072 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 19 ; vlad27 ; 123 
 5073 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 26 ; vlad27 ; 104 
 5074 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 17 ; EAL34 ; 144 
 5075 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 11 ; vlad27 ; 152 
 5076 ; 15 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 18 ; archy ; 258 
 5077 ; 15 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 13 ; archy ; 278 
 5078 ; 30 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 17 ; Fliege1 ; 341 
 5079 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 15 ; viv007 ; 207 
 5080 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 14 ; sato ; 140 
 5081 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 12 ; sato ; 126 
 5082 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 9 ; зуммер ; 388 
 5083 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 21 ; зуммер ; 453 
 5084 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 29 ; DBA123 ; 666 
 5085 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 20 ; viv007 ; 238 
 5086 ; 2 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 25 ; viv007 ; 238 
 5087 ; 5 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 23 ; 312 ; 156 
 5088 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 13 ; DBA123 ; 239 
 5089 ; 5000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ; AU ; 64 ; lupus47 ; 6111 
 5090 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 28 ; aleksandr733 ; 666 
 5091 ; 3 рубля ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 48 ; Fliege1 ; 2001 
 5092 ; 1 червонец ; 1926 ; Калманович, Горбунов. Билет ;  ;  ; 40 ; гус4 ; 2867 
 5093 ; 2 червонца ; 1928 ; Калманович, Горбунов. Билет ;  ;  ; 24 ; юрастав ; 3059 
 5094 ; 3 червонца ; 1932 ; Билет ;  ;  ; 39 ; юрастав ; 3059 
 5095 ; 3 червонца ; 1937 ; Билет ;  ;  ; 27 ; sotnik ; 1734 
 4565 ; Лот монет США: 1/4 доллара (4шт) ;  ;  ; Cu-Ni ; XF ; 20 ; lenskij1837 ; 127 
 4566 ; Лот монет США: 1/4 доллара (4шт) ;  ;  ; Cu-Ni ; XF ; 14 ; lenskij1837 ; 129 
 4567 ; Лот монет США: 1/4 доллара (4шт) ;  ;  ; Cu-Ni ; XF ; 14 ; lenskij1837 ; 129 
 4568 ; Лот монет США: 1/4 доллара (4шт) ;  ;  ; Cu-Ni ; XF ; 16 ; sergey2015 ; 131 
 4569 ; Лот монет США: 1/4 доллара (4шт) ;  ;  ; Cu-Ni ; XF ; 14 ; lenskij1837 ; 129 
 5001 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; XF ; 34 ; служба тяги ; 771 
 5002 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; XF+ ; 44 ; служба тяги ; 765 
 5003 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 37 ; 6x6 ; 1918 
 5004 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; LAL ; 126 
 5005 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; numis36 ; 138 
 5006 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; vlad27 ; 153 
 5007 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 19 ; lelik13821 ; 227 
