 251 ; Полушка ; 1850 ; ЕМ ; Cu ; XF ; 27 ; sax ; 3400 
 11 ; 5 рублей. М-6,42г ; 1836 ; СПБ ПД ; Au ; VF-XF ; 1 ; Почтальон 2 ; 50000 
 12 ; 5 рублей. В капсуле NGC ; 1840 ; СПБ АЧ ; Au ;  ; 0 ; Не продан ; 0 
 13 ; 5 рублей. М-6,5г ; 1842 ; СПБ АЧ ; Au ; XF ; 1 ; Почтальон 2 ; 50000 
 14 ; 5 рублей. М-6,5г ; 1846 ; АГ АГ ; Au ; XF- ; 5 ; Продано в зале ; 55000 
 15 ; 5 рублей. В капсуле NGC ; 1853 ; СПБ АГ ; Au ;  ; 1 ; Druya ; 130000 
 16 ; 5 рублей. В капсуле NGC ; 1856 ; СПБ АГ ; Au ;  ; 0 ; Не продан ; 0 
 17 ; 5 рублей. М - 6,53 г ; 1857 ; СПБ АГ ; Au ; UNC ; 0 ; Не продан ; 0 
 18 ; 5 рублей. В капсуле NGC ; 1860 ; СПБ ПФ ; Au ;  ; 0 ; Не продан ; 0 
 19 ; 5 рублей. В капсуле NGC ; 1862 ; СПБ ПФ ; Au ;  ; 0 ; Не продан ; 0 
 20 ; 5 рублей. В капсуле NGC ; 1863 ; СПБ МИ ; Au ;  ; 0 ; Не продан ; 0 
 21 ; 5 рублей. М-6,5г ; 1877 ; СПБ НI ; Au ; XF ; 1 ; ren ; 35000 
 22 ; 5 рублей. М-6,45г ; 1887 ; (АГ) Борода длиннее ; Au ; XF ; 0 ; Не продан ; 0 
 23 ; 5 рублей. В капсуле NGC ; 1889 ; (АГ) Борода короче ; Au ;  ; 21 ; Почтальон 2 ; 51500 
 24 ; 5 рублей. М-6,45г ; 1889 ; (АГ) Борода короче ; Au ; XF ; 1 ; papinazu ; 35000 
 25 ; 5 рублей. М-6,44г ; 1890 ; (АГ) ; Au ; XF ; 13 ; papinazu ; 34000 
 26 ; 5 рублей. М-6,43г ; 1891 ; (АГ) ; Au ; XF ; 1 ; Почтальон 2 ; 70000 
 27 ; 5 рублей. М-6,41г ; 1892 ; (АГ) ; Au ; XF- ; 1 ; Продано в зале ; 87500 
 28 ; 5 рублей. М-6,42г ; 1894 ; (АГ) ; Au ; VF-XF ; 4 ; Продано в зале ; 80000 
 29 ; 5 рублей. В пластиковой упаковке ; 1898 ; (АГ) ; Au ;  ; 1 ; 462 ; 14000 
 30 ; 5 рублей. В капсуле NGC ; 1902 ; (АР) ; Au ;  ; 0 ; Не продан ; 0 
 31 ; 3 рубля-20 злотых. В капсуле NGC ; 1834 ; СПБ ПД Рус.-Пол. ; Au ;  ; 0 ; Не продан ; 0 
 32 ; 3 рубля-20 злотых. М-3,87г ; 1837 ; СПБ ПД Рус.-Пол. ; Au ; XF- ; 0 ; Не продан ; 0 
 33 ; 3 рубля-20 злотых. М-3,96г ; 1839 ; СПБ АЧ Рус.-Пол. ; Au ; VF-XF ; 1 ; Почтальон 2 ; 100000 
 34 ; Лот снят ;  ;  ;  ;  ; 0 ; Не продан ; 0 
 35 ; Полтина. М-0,68г ; 1777 ; "Для дворцового обихода" ; Au ; XF ; 32 ; Продано в зале ; 38000 
 36 ; Ефимок. На патагоне без даты (1612-1621 гг) Испанские Нидерланды. Герцогство Брабант. Монетный двор Антверпен. Альберт и Изабелла ; 1655 ; Алексей Михайлович ; Ag ; VF+ ; 42 ; Druya ; 99615 
 37 ; Рубль (Петров-4р) ; 1719 ; OK ; Ag ; VF+ ; 0 ; Продано в зале ; 30000 
 38 ; Рубль ; 1723 ; ОК ; Ag ; VF+ ; 16 ; Druya ; 54060 
 39 ; Рубль ; 1727 ;  ; Ag ; VF-XF ; 0 ; Не продан ; 0 
 40 ; Рубль ; 1733 ;  ; Ag ; VF-XF ; 2 ; papinazu ; 15300 
 41 ; Рубль ; 1738 ;  ; Ag ; VF-XF ; 13 ; gelo ; 20000 
 42 ; Рубль ; 1743 ; СПБ ; Ag ; VF-XF ; 22 ; gelo ; 17000 
 43 ; Рубль ; 1750 ; СПБ ; Ag ; XF+ ; 27 ; grut ; 38000 
 44 ; Рубль (Петров-3,5р) . Капсула RNGA ; 1759 ; СПБ ЯI TI ; Ag ;  ; 20 ; 111111 ; 65000 
 45 ; Рубль (Петров-15р, Ильин-8р) ; 1761 ; СПБ ЯI TI ; Ag ; XF+ ; 11 ; Продано в зале ; 330000 
 46 ; Рубль ; 1762 ; СПБ НК ; Ag ; XF+ ; 1 ; Продано в зале ; 175000 
 47 ; Рубль ; 1763 ; СПБ ЯI TI ; Ag ; XF+ ; 31 ; Продано в зале ; 42000 
 48 ; Рубль ; 1764 ; ММД EI TI ; Ag ; XF- ; 12 ; Продано в зале ; 24000 
 49 ; Рубль ; 1764 ; СПБ СА TI ; Ag ; XF+/AU ; 35 ; Продано в зале ; 48000 
 50 ; Рубль ; 1765 ; СПБ ЯI TI ; Ag ; AU ; 31 ; Акоп ; 36000 
 4677 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Улетный ; 71 
 4678 ; Бона иностранная ;  ;  ;  ;  ; 20 ; Улетный ; 71 
 4679 ; Бона иностранная ;  ;  ;  ;  ; 19 ; Улетный ; 71 
 4680 ; Бона иностранная ;  ;  ;  ;  ; 29 ; sergey2100 ; 453 
 4681 ; Бона иностранная ;  ;  ;  ;  ; 41 ; sergey2100 ; 1181 
 4801 ; Бона иностранная.Германия. ;  ;  ;  ;  ; 16 ; tars7777 ; 91 
 4802 ; Бона иностранная.Германия. ;  ;  ;  ;  ; 27 ; sikachai ; 148 
 4803 ; Бона иностранная.Германия. ;  ;  ;  ;  ; 55 ; sikachai ; 156 
 4804 ; Бона иностранная.Германия. ;  ;  ;  ;  ; 28 ; tars7777 ; 55 
 4805 ; Бона иностранная.Германия. ;  ;  ;  ;  ; 25 ; sikachai ; 118 
 4806 ; Бона иностранная.Германия. ;  ;  ;  ;  ; 47 ; sikachai ; 136 
 4807 ; Бона иностранная.Германия. ;  ;  ;  ;  ; 69 ; sikachai ; 138 
 4808 ; Бона иностранная.Германия. ;  ;  ;  ;  ; 36 ; tars7777 ; 91 
 4809 ; Бона иностранная.Германия. ;  ;  ;  ;  ; 33 ; tars7777 ; 71 
 4810 ; Бона иностранная.Австрия. ;  ;  ;  ;  ; 46 ; listik ; 336 
 4811 ; Бона иностранная.Автрия. ;  ;  ;  ;  ; 54 ; tars7777 ; 216 
 4812 ; Бона иностранная.Нотгелд.Германия. ;  ;  ;  ;  ; 24 ; 28134 ; 72 
 4813 ; Бона иностранная.Нотгелд.Германия. ;  ;  ;  ;  ; 34 ; smel ; 160 
 4814 ; Бона иностранная.Нотгелд.Германия. ;  ;  ;  ;  ; 13 ; smel ; 101 
 4815 ; Бона иностранная.Нотгелд.Германия. ;  ;  ;  ;  ; 9 ; smel ; 101 
 4816 ; Бона иностранная.Нотгелд.Германия. ;  ;  ;  ;  ; 37 ; smel ; 143 
 4817 ; Бона иностранная.Нотгелд.Германия. ;  ;  ;  ;  ; 7 ; smel ; 264 
 4818 ; Бона иностранная.Нотгелд.Германия. ;  ;  ;  ;  ; 42 ; Майкл ; 138 
 4819 ; Бона иностранная.Нотгелд.Германия.Лист 8 шт. ;  ;  ;  ;  ; 11 ; Инвестор ; 71 
 4820 ; Бона иностранная.Нотгелд.Германия. ;  ;  ;  ;  ; 28 ; smel ; 147 
 4821 ; Бона иностранная.Нотгелд.Германия. ;  ;  ;  ;  ; 5 ; smel ; 132 
 4822 ; Бона иностранная.Нотгелд.Германия. ;  ;  ;  ;  ; 12 ; Майкл ; 101 
 4823 ; Бона иностранная.Нотгелд.Германия. ;  ;  ;  ;  ; 65 ; Улетный ; 93 
 4824 ; Бона иностранная.Нотгелд.Германия. ;  ;  ;  ;  ; 20 ; Улетный ; 91 
 4825 ; Бона иностранная.Нотгелд.Германия. ;  ;  ;  ;  ; 24 ; Улетный ; 91 
 4826 ; Бона иностранная.Нотгелд.Германия. ;  ;  ;  ;  ; 24 ; Улетный ; 91 
 4827 ; Бона иностранная.Нотгелд.Германия. ;  ;  ;  ;  ; 37 ; Майкл ; 90 
 4828 ; Бона иностранная.Нотгелд.Германия. ;  ;  ;  ;  ; 8 ; Майкл ; 43 
 4829 ; Бона иностранная.Нотгелд.Германия. ;  ;  ;  ;  ; 18 ; Майкл ; 56 
 4830 ; Бона иностранная.Нотгелд.Германия. ;  ;  ;  ;  ; 37 ; Атлантик ; 42 
 4831 ; Бона иностранная.Нотгелд.Германия. ;  ;  ;  ;  ; 40 ; smel ; 99 
 4832 ; Бона иностранная.Нотгелд.Германия. ;  ;  ;  ;  ; 49 ; smel ; 156 
 4833 ; Лот 7 шт.Нотгелд.Германия. ;  ;  ;  ;  ; 124 ; krft ; 309 
 4834 ; Лот 7 шт.Нотгелд.Германия. ;  ;  ;  ;  ; 107 ; Freezzzz ; 350 
 4835 ; Лот 7 шт.Нотгелд.Германия. ;  ;  ;  ;  ; 12 ; sikachai ; 242 
 4836 ; Лот 7 шт.Нотгелд.Германия. ;  ;  ;  ;  ; 60 ; sikachai ; 290 
 4837 ; Лот 7 шт.Нотгелд.Германия. ;  ;  ;  ;  ; 65 ; sikachai ; 266 
 4838 ; Лот 7 шт.Нотгелд.Германия. ;  ;  ;  ;  ; 56 ; sikachai ; 251 
 4839 ; Лот 7 шт.Нотгелд.Германия. ;  ;  ;  ;  ; 26 ; 28134 ; 306 
 4840 ; Лот 6 шт.Нотгелд.Германия. ;  ;  ;  ;  ; 15 ; krft ; 182 
 4841 ; Лот 5 шт.Нотгелд.Германия. ;  ;  ;  ;  ; 25 ; Инвестор ; 255 
 4627 ; Бона иностранная ;  ;  ;  ;  ; 17 ; krut0803 ; 313 
 4628 ; Бона иностранная ;  ;  ;  ;  ; 12 ; tars7777 ; 119 
 4629 ; Бона иностранная ;  ;  ;  ;  ; 31 ; krut0803 ; 461 
 4630 ; Бона иностранная ;  ;  ;  ;  ; 5 ; ask ; 105 
 4631 ; Бона иностранная ;  ;  ;  ;  ; 107 ; sikachai ; 208 
 4632 ; Бона иностранная ;  ;  ;  ;  ; 27 ; ИЮМов1 ; 209 
 4633 ; Бона иностранная ;  ;  ;  ;  ; 53 ; ask ; 51 
 4634 ; Бона иностранная ;  ;  ;  ;  ; 13 ; ек ; 199 
 4635 ; Бона иностранная ;  ;  ;  ;  ; 76 ; jj ; 101 
 4636 ; Бона иностранная ;  ;  ;  ;  ; 106 ; sikachai ; 204 
 4637 ; Бона иностранная ;  ;  ;  ;  ; 7 ; krft ; 33 
 4638 ; Бона иностранная ;  ;  ;  ;  ; 22 ; krft ; 43 
 4639 ; Бона иностранная ;  ;  ;  ;  ; 23 ; krft ; 43 
 4640 ; Бона иностранная ;  ;  ;  ;  ; 13 ; krft ; 43 
 4641 ; Бона иностранная ;  ;  ;  ;  ; 26 ; Alex75 ; 51 
 4642 ; Бона иностранная ;  ;  ;  ;  ; 6 ; krft ; 42 
 4643 ; Бона иностранная ;  ;  ;  ;  ; 18 ; Alex75 ; 55 
 4644 ; Бона иностранная ;  ;  ;  ;  ; 55 ; tars7777 ; 61 
 4645 ; Бона иностранная ;  ;  ;  ;  ; 55 ; tars7777 ; 61 
 4646 ; Бона иностранная ;  ;  ;  ;  ; 57 ; tars7777 ; 63 
 4647 ; Бона иностранная ;  ;  ;  ;  ; 55 ; tars7777 ; 61 
 4648 ; Бона иностранная ;  ;  ;  ;  ; 55 ; tars7777 ; 61 
 4649 ; Бона иностранная ;  ;  ;  ;  ; 55 ; tars7777 ; 61 
 4650 ; Бона иностранная ;  ;  ;  ;  ; 55 ; tars7777 ; 61 
 4651 ; Бона иностранная ;  ;  ;  ;  ; 29 ; krut0803 ; 357 
 4652 ; Бона иностранная ;  ;  ;  ;  ; 60 ; krut0803 ; 616 
 4653 ; Бона иностранная ;  ;  ;  ;  ; 75 ; strestas ; 101 
 4654 ; Бона иностранная ;  ;  ;  ;  ; 21 ; strestas ; 101 
 4655 ; Бона иностранная ;  ;  ;  ;  ; 64 ; krut0803 ; 765 
 4656 ; Бона иностранная ;  ;  ;  ;  ; 8 ; карпер ; 61 
 4657 ; Бона иностранная ;  ;  ;  ;  ; 16 ; карпер ; 61 
 4658 ; Бона иностранная ;  ;  ;  ;  ; 16 ; карпер ; 61 
 4659 ; Бона иностранная ;  ;  ;  ;  ; 6 ; krft ; 42 
 4660 ; Бона иностранная ;  ;  ;  ;  ; 18 ; карпер ; 61 
 4661 ; Бона иностранная ;  ;  ;  ;  ; 24 ; vladimir-sirke ; 45 
 4662 ; Бона иностранная ;  ;  ;  ;  ; 46 ; krut0803 ; 333 
 4663 ; Бона иностранная ;  ;  ;  ;  ; 61 ; tars7777 ; 72 
 4664 ; Бона иностранная ;  ;  ;  ;  ; 61 ; tars7777 ; 72 
 4665 ; Бона иностранная ;  ;  ;  ;  ; 61 ; tars7777 ; 72 
 4666 ; Бона иностранная ;  ;  ;  ;  ; 61 ; tars7777 ; 72 
 4667 ; Бона иностранная ;  ;  ;  ;  ; 37 ; krut0803 ; 357 
 4668 ; Бона иностранная ;  ;  ;  ;  ; 65 ; krut0803 ; 365 
 4669 ; Бона иностранная ;  ;  ;  ;  ; 3 ; yurrgen ; 51 
 4670 ; Бона иностранная ;  ;  ;  ;  ; 3 ; yurrgen ; 46 
 4671 ; Бона иностранная ;  ;  ;  ;  ; 32 ; ИЮМов1 ; 408 
 4672 ; Бона иностранная ;  ;  ;  ;  ; 29 ; Максимус ; 364 
 4673 ; Бона иностранная ;  ;  ;  ;  ; 39 ; sergey2100 ; 724 
 4674 ; Бона иностранная ;  ;  ;  ;  ; 21 ; yurrgen ; 73 
 4675 ; Бона иностранная ;  ;  ;  ;  ; 13 ; smel ; 41 
 4676 ; Бона иностранная ;  ;  ;  ;  ; 16 ; Улетный ; 71 
 4577 ; Бона иностранная ;  ;  ;  ;  ; 17 ; sikachai ; 60 
 4578 ; Бона иностранная ;  ;  ;  ;  ; 11 ; sikachai ; 60 
 4579 ; Бона иностранная ;  ;  ;  ;  ; 6 ; ъхз ; 37 
 4580 ; Бона иностранная ;  ;  ;  ;  ; 2 ; сс400 ; 35 
 4581 ; Бона иностранная ;  ;  ;  ;  ; 2 ; ек ; 33 
 4582 ; Бона иностранная ;  ;  ;  ;  ; 12 ; smel ; 40 
 4583 ; Бона иностранная ;  ;  ;  ;  ; 2 ; ек ; 33 
 4584 ; Бона иностранная ;  ;  ;  ;  ; 2 ; сс400 ; 30 
 4585 ; Бона иностранная ;  ;  ;  ;  ; 33 ; tars7777 ; 305 
 4586 ; Бона иностранная ;  ;  ;  ;  ; 13 ; vladzory ; 40 
 4587 ; Бона иностранная ;  ;  ;  ;  ; 6 ; Улетный ; 33 
 4588 ; Бона иностранная ;  ;  ;  ;  ; 3 ; raise ; 38 
 4589 ; Бона иностранная ;  ;  ;  ;  ; 2 ; ек ; 30 
 4590 ; Бона иностранная ;  ;  ;  ;  ; 7 ; smel ; 40 
 4591 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Хакас ; 76 
 4592 ; Бона иностранная ;  ;  ;  ;  ; 3 ; su27 ; 46 
 4593 ; Бона иностранная ;  ;  ;  ;  ; 14 ; tars7777 ; 130 
 4594 ; Бона иностранная ;  ;  ;  ;  ; 54 ; tars7777 ; 119 
 4595 ; Бона иностранная ;  ;  ;  ;  ; 2 ; ъхз ; 50 
 4596 ; Бона иностранная ;  ;  ;  ;  ; 7 ; max2008 ; 50 
 4597 ; Бона иностранная ;  ;  ;  ;  ; 3 ; ек ; 30 
 4598 ; Бона иностранная ;  ;  ;  ;  ; 2 ; ек ; 30 
 4599 ; Бона иностранная ;  ;  ;  ;  ; 29 ; krut0803 ; 388 
 4600 ; Бона иностранная ;  ;  ;  ;  ; 17 ; vladimir-sirke ; 30 
 4601 ; Бона иностранная ;  ;  ;  ;  ; 21 ; vladimir-sirke ; 30 
 4602 ; Бона иностранная ;  ;  ;  ;  ; 37 ; strestas ; 84 
 4603 ; Бона иностранная ;  ;  ;  ;  ; 23 ; max2008 ; 53 
 4604 ; Бона иностранная ;  ;  ;  ;  ; 12 ; tars7777 ; 119 
 4605 ; Бона иностранная ;  ;  ;  ;  ; 45 ; ИЮМов1 ; 146 
 4606 ; Бона иностранная ;  ;  ;  ;  ; 15 ; у44 ; 24 
 4607 ; Бона иностранная ;  ;  ;  ;  ; 1 ; ъхз ; 40 
 4608 ; Бона иностранная ;  ;  ;  ;  ; 75 ; у44 ; 99 
 4609 ; Бона иностранная ;  ;  ;  ;  ; 88 ; ask ; 161 
 4610 ; Бона иностранная ;  ;  ;  ;  ; 12 ; tars7777 ; 119 
 4611 ; Бона иностранная ;  ;  ;  ;  ; 2 ; su27 ; 31 
 4612 ; Бона иностранная ;  ;  ;  ;  ; 22 ; vladimir-sirke ; 51 
 4613 ; Бона иностранная ;  ;  ;  ;  ; 33 ; ask ; 235 
 4614 ; Бона иностранная ;  ;  ;  ;  ; 2 ; Rober ; 31 
 4615 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Улетный ; 70 
 4616 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Улетный ; 72 
 4617 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Улетный ; 72 
 4618 ; Бона иностранная ;  ;  ;  ;  ; 15 ; карпер ; 50 
 4619 ; Бона иностранная ;  ;  ;  ;  ; 21 ; Улетный ; 102 
 4620 ; Бона иностранная ;  ;  ;  ;  ; 33 ; Улетный ; 82 
 4621 ; Бона иностранная ;  ;  ;  ;  ; 12 ; карпер ; 70 
 4622 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Улетный ; 72 
 4623 ; Бона иностранная ;  ;  ;  ;  ; 4 ; ъхз ; 35 
 4624 ; Бона иностранная ;  ;  ;  ;  ; 15 ; 28134 ; 42 
 4625 ; Бона иностранная ;  ;  ;  ;  ; 2 ; ек ; 33 
 4626 ; Бона иностранная ;  ;  ;  ;  ; 9 ; 28134 ; 41 
 4527 ; Бона иностранная ;  ;  ;  ;  ; 2 ; _1111_ ; 34 
 4528 ; Бона иностранная ;  ;  ;  ;  ; 2 ; _1111_ ; 34 
 4529 ; Бона иностранная ;  ;  ;  ;  ; 2 ; _1111_ ; 34 
 4530 ; Бона иностранная ;  ;  ;  ;  ; 4 ; ек ; 37 
 4531 ; Бона иностранная ;  ;  ;  ;  ; 1 ; ек ; 33 
 4532 ; Бона иностранная ;  ;  ;  ;  ; 2 ; сс400 ; 30 
 4533 ; Бона иностранная ;  ;  ;  ;  ; 1 ; ек ; 33 
 4534 ; Бона иностранная ;  ;  ;  ;  ; 4 ; ек ; 36 
 4535 ; Бона иностранная ;  ;  ;  ;  ; 5 ; 28134 ; 34 
 4536 ; Бона иностранная ;  ;  ;  ;  ; 1 ; ек ; 33 
 4537 ; Бона иностранная ;  ;  ;  ;  ; 2 ; _1111_ ; 34 
 4538 ; Бона иностранная ;  ;  ;  ;  ; 2 ; сс400 ; 30 
 4539 ; Бона иностранная ;  ;  ;  ;  ; 3 ; _1111_ ; 31 
 4540 ; Бона иностранная ;  ;  ;  ;  ; 15 ; sikachai ; 60 
 4541 ; Бона иностранная ;  ;  ;  ;  ; 3 ; _1111_ ; 31 
 4542 ; Бона иностранная ;  ;  ;  ;  ; 3 ; _1111_ ; 31 
 4543 ; Бона иностранная ;  ;  ;  ;  ; 3 ; _1111_ ; 31 
 4544 ; Бона иностранная ;  ;  ;  ;  ; 3 ; _1111_ ; 31 
 4545 ; Бона иностранная ;  ;  ;  ;  ; 3 ; _1111_ ; 31 
 4546 ; Бона иностранная ;  ;  ;  ;  ; 3 ; _1111_ ; 31 
 4547 ; Бона иностранная ;  ;  ;  ;  ; 2 ; сс400 ; 30 
 4548 ; Бона иностранная ;  ;  ;  ;  ; 3 ; _1111_ ; 31 
 4549 ; Бона иностранная ;  ;  ;  ;  ; 2 ; сс400 ; 30 
 4550 ; Бона иностранная ;  ;  ;  ;  ; 1 ; сс400 ; 30 
 4551 ; Бона иностранная ;  ;  ;  ;  ; 2 ; ек ; 33 
 4552 ; Бона иностранная ;  ;  ;  ;  ; 4 ; _1111_ ; 31 
 4553 ; Бона иностранная ;  ;  ;  ;  ; 2 ; _1111_ ; 34 
 4554 ; Бона иностранная ;  ;  ;  ;  ; 2 ; ек ; 33 
 4555 ; Бона иностранная ;  ;  ;  ;  ; 4 ; krft ; 35 
 4556 ; Бона иностранная ;  ;  ;  ;  ; 13 ; sikachai ; 60 
 4557 ; Бона иностранная ;  ;  ;  ;  ; 2 ; сс400 ; 30 
 4558 ; Бона иностранная ;  ;  ;  ;  ; 1 ; ек ; 33 
 4559 ; Бона иностранная ;  ;  ;  ;  ; 1 ; ек ; 33 
 4560 ; Бона иностранная ;  ;  ;  ;  ; 1 ; ек ; 33 
 4561 ; Бона иностранная ;  ;  ;  ;  ; 1 ; ек ; 33 
 4562 ; Бона иностранная ;  ;  ;  ;  ; 1 ; ек ; 33 
