 5644 ; Бона иностранная. Греция ;  ;  ;  ;  ; 7 ; sifirot ; 35 
 5354 ; Бона иностранная Латвия ; 1992 ;  ;  ; AU ; 59 ; Ratmen ; 227 
 5355 ; Бона иностранная Латвия ; 1992 ;  ;  ; AU ; 84 ; K.V.N. ; 329 
 5356 ; Бона иностранная Латвия ; 1992 ;  ;  ; AU ; 39 ; K.V.N. ; 899 
 5357 ; Бона иностранная Исландия ; 1961 ;  ;  ; AU ; 65 ; Lex2000 ; 362 
 5358 ; Бона иностранная Болгария ; 1938 ;  ;  ;  ; 26 ; stabah ; 1000 
 5359 ; Бона иностранная Болгария ; 1940 ;  ;  ;  ; 33 ; stabah ; 439 
 5360 ; Бона иностранная Черногория ; 1914 ;  ;  ;  ; 37 ; air ; 1805 
 5361 ; Бона иностранная. Швеция ;  ;  ;  ;  ; 30 ; Lex2000 ; 196 
 5362 ; Бона иностранная. Швеция ;  ;  ;  ;  ; 31 ; Monata ; 837 
 5363 ; Бона иностранная. Швеция ;  ;  ;  ;  ; 9 ; alehandr ; 162 
 5364 ; Бона иностранная. Швеция ;  ;  ;  ;  ; 9 ; tss ; 139 
 5365 ; Бона иностранная. Швеция ;  ;  ;  ;  ; 7 ; kop ; 112 
 5366 ; Бона иностранная. Швеция ;  ;  ;  ;  ; 6 ; pref ; 107 
 5367 ; Бона иностранная. Швеция ;  ;  ;  ;  ; 19 ; hobot ; 98 
 5368 ; Бона иностранная. Франция ;  ;  ;  ;  ; 11 ; Турбина ; 266 
 5369 ; Бона иностранная. Франция ;  ;  ;  ;  ; 13 ; veselkov ; 179 
 5370 ; Бона иностранная. Франция ;  ;  ;  ;  ; 40 ; veselkov ; 260 
 5371 ; Бона иностранная.Франция ;  ;  ;  ;  ; 8 ; veselkov ; 150 
 5372 ; Бона иностранная. Франция ;  ;  ;  ;  ; 4 ; veselkov ; 100 
 5373 ; Бона иностранная. Испания ;  ;  ;  ;  ; 16 ; orlov2015 ; 50 
 5374 ; Бона иностранная. Испания ;  ;  ;  ;  ; 6 ; shulch100 ; 50 
 5375 ; Бона иностранная. Испания ;  ;  ;  ;  ; 11 ; alesjane ; 60 
 5376 ; Бона иностранная. Испания ;  ;  ;  ;  ; 8 ; hobot ; 51 
 5377 ; Бона иностранная. Испания ;  ;  ;  ;  ; 44 ; vaps ; 101 
 5378 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 11 ; electra ; 115 
 5379 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 22 ; electra ; 350 
 5380 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 23 ; Mike! ; 321 
 5381 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 27 ; electra ; 282 
 5382 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 23 ; electra ; 283 
 5383 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 13 ; Mike! ; 159 
 5384 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 21 ; electra ; 320 
 5385 ; Бона иностранная Германия ; 1918 ;  ;  ;  ; 25 ; electra ; 283 
 5386 ; Бона иностранная Германия ; 1918 ;  ;  ;  ; 27 ; kop ; 101 
 5387 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 20 ; electra ; 283 
 5388 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 24 ; electra ; 308 
 5389 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 55 ; Lex2000 ; 377 
 5390 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 11 ; electra ; 130 
 5391 ; Бона иностранная Германия ; 1918 ;  ;  ;  ; 47 ; smel ; 386 
 5392 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 23 ; electra ; 283 
 5393 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 28 ; Mike! ; 327 
 5294 ; Лот лотерейных билетов 10 шт ; 1958-76 ;  ;  ;  ; 23 ; Ustin ; 1050 
 5295 ; Приватизационный чек ;  ;  ;  ;  ; 23 ; uyAHWLcn5486ZMN ; 1019 
 5296 ; 1000 рублей ; 1995 ; банкнота ;  ;  ; 39 ; alexkz2010 ; 177 
 5297 ; Бона 100 рублей. Крым и Севастополь ; 2015 ;  ;  ;  ; 26 ; 462 ; 340 
 5298 ; Бона 100 рублей. Крым и Севастополь ; 2015 ;  ;  ;  ; 36 ; asus ; 357 
 5299 ; Бона 100 рублей. Крым и Севастополь ; 2015 ;  ;  ;  ; 29 ; vfuflfy49 ; 340 
 5300 ; Бона иностранная Франция ;  ;  ;  ;  ; 46 ; alesjane ; 1181 
 5301 ; Бона иностранная. Франция ;  ;  ;  ;  ; 42 ; von_Schwarz ; 2681 
 5302 ; Бона иностранная. Швеция ;  ;  ;  ;  ; 32 ; von_Schwarz ; 4292 
 5303 ; Бона иностранная Италия ; 1896 ;  ;  ;  ; 31 ; .gk ; 716 
 5304 ; 10 марок Финляндия ; 1898 ;  ;  ;  ; 39 ; dsp ; 3053 
 5305 ; 20 лит Литва ; 1930 ;  ;  ;  ; 38 ; alex241 ; 1358 
 5306 ; Бона иностранная Китай ;  ;  ;  ;  ; 32 ; lsp25 ; 1158 
 5307 ; Бона иностранная Китай ;  ;  ;  ;  ; 13 ; .gk ; 90 
 5308 ; Бона иностранная Китай ;  ;  ;  ;  ; 10 ; max2008 ; 803 
 5309 ; Бона иностранная Гонг-Конг ; 1981 ;  ;  ; AU ; 41 ; Mike! ; 417 
 5310 ; Бона иностранная Гонг-Конг ; 1973 ;  ;  ; AU ; 78 ; йцукен ; 1000 
 5311 ; Бона иностранная Нидерланды ; 1938 ;  ;  ;  ; 103 ; doc2 ; 450 
 5312 ; Бона иностранная Нидерланды ; 1938 ;  ;  ;  ; 82 ; doc2 ; 509 
 5313 ; Бона иностранная Нидерланды ; 1943 ;  ;  ;  ; 52 ; max2008 ; 276 
 5314 ; Бона иностранная Нидерланды ; 1942 ;  ;  ;  ; 37 ; Mike! ; 721 
 5315 ; Бона иностранная Нидерланды ; 1939 ;  ;  ;  ; 23 ; doc2 ; 1022 
 5316 ; Бона иностранная Нидерланды ; 1968 ;  ;  ; AU ; 76 ; Mike! ; 806 
 5317 ; Бона иностранная Нидерланды ; 1997 ;  ;  ; AU ; 64 ; Mike! ; 878 
 5318 ; Бона иностранная Нидерланды ; 1973 ;  ;  ; AU ; 66 ; Lex2000 ; 545 
 5319 ; Бона иностранная Австрия ; 1918 ;  ;  ;  ; 11 ; ZIMOGOR ; 115 
 5320 ; Бона иностранная Венгрия ; 1941 ;  ;  ;  ; 38 ; Lex2000 ; 83 
 5321 ; Бона иностранная Венгрия ; 1929 ;  ;  ;  ; 24 ; stabah ; 2083 
 5322 ; Бона иностранная Австро-Венгрия ; 1902 ;  ;  ;  ; 47 ; Lex2000 ; 251 
 5323 ; Бона иностранная Венгрия ; 1920 ;  ;  ;  ; 7 ; vladmarkin ; 46 
 5324 ; Бона иностранная Италия ;  ;  ;  ;  ; 58 ; Lex2000 ; 107 
 5325 ; Бона иностранная Италия ; 1943 ;  ;  ;  ; 9 ; 723 ; 159 
 5326 ; Бона иностранная Франция ; 1944 ;  ;  ;  ; 9 ; 723 ; 159 
 5327 ; Бона иностранная Франция ; 1944 ;  ;  ;  ; 9 ; 723 ; 238 
 5328 ; Бона иностранная Германия ; 1922 ;  ;  ;  ; 70 ; Рубчик ; 567 
 5329 ; Бона иностранная Германия ; 1908 ;  ;  ;  ; 25 ; Lex2000 ; 108 
 5330 ; Бона иностранная Германия ; 1910 ;  ;  ;  ; 61 ; Lex2000 ; 142 
 5331 ; Бона иностранная Германия ; 1920 ;  ;  ;  ; 9 ; valerdon ; 35 
 5332 ; Бона иностранная Эстония ; 1937 ;  ;  ;  ; 21 ; flutter ; 308 
 5333 ; Бона иностранная Эстония ; 1992 ;  ;  ; AU ; 46 ; K.V.N. ; 159 
 5334 ; Бона иностранная Эстония ; 1992 ;  ;  ; AU ; 60 ; K.V.N. ; 104 
 5335 ; Бона иностранная Эстония ; 1992 ;  ;  ; AU ; 79 ; K.V.N. ; 328 
 5336 ; Бона иностранная Эстония ; 1994 ;  ;  ; AU ; 84 ; K.V.N. ; 301 
 5337 ; Бона иностранная Литва ; 1927 ;  ;  ;  ; 9 ; Sterh ; 340 
 5338 ; Бона иностранная Литва ; 1991 ;  ;  ; AU ; 58 ; flutter ; 234 
 5339 ; Бона иностранная Литва ; 1991 ;  ;  ; AU ; 29 ; flutter ; 234 
 5340 ; Бона иностранная Литва ; 1991 ;  ;  ; AU ; 57 ; K.V.N. ; 295 
 5341 ; Бона иностранная Литва ; 1991 ;  ;  ; AU ; 30 ; K.V.N. ; 92 
 5342 ; Бона иностранная Литва ; 1991 ;  ;  ; AU ; 67 ; flutter ; 703 
 5343 ; Бона иностранная Литва ; 1991 ;  ;  ; AU ; 38 ; svv ; 1050 
 5244 ; 50 рублей ; 1961 ; билет ;  ;  ; 41 ; cr2952 ; 153 
 5245 ; 500 рублей ; 1991 ; билет ;  ;  ; 4 ; cr2952 ; 102 
 5246 ; 1000 рублей ; 1993 ; банкнота ;  ;  ; 11 ; max5252 ; 161 
 5247 ; 5000 рублей ; 1994 ; банкнота ;  ;  ; 25 ; cr2952 ; 497 
 5248 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 36 ; molodes ; 668 
 5249 ; Лот бон 500 рублей,6 шт ; 1993 ;  ;  ; AU ; 24 ; Aleks_Smith ; 648 
 5250 ; Лот бон 500 рублей,6 шт ; 1993 ;  ;  ; AU ; 34 ; MG ; 599 
 5251 ; Лот бон 1000 рублей, 7 шт ; 1995 ;  ;  ;  ; 30 ; Wulf ; 720 
 5252 ; Лот бон 1000 рублей, 5 шт ; 1995 ;  ;  ; AU ; 61 ; Aleks_Smith ; 2040 
 5253 ; 200 рублей ; 1992 ; билет ;  ;  ; 29 ; Yamilov ; 191 
 5254 ; Лот бон 1000 рублей, 10 шт ; 1992 ;  ;  ;  ; 19 ; Коллекционеръ. ; 464 
 5255 ; Лот бон 5000 рублей, 10 шт ; 1992 ;  ;  ;  ; 24 ; Коллекционеръ. ; 567 
 5256 ; Облигация в 1000 рублей ; 1915 ;  ;  ;  ; 25 ; Ustin ; 835 
 5257 ; Временное свидетельство на 1 облигацию в 1000 рублей ;  ;  ;  ;  ; 42 ; kont ; 2142 
 5258 ; Временное свидетельство на 1 облигацию в 50 рублей ;  ;  ;  ;  ; 45 ; kont ; 2142 
 5259 ; Облигация в 100 рублей. Временный 5% заём ; 1914 ;  ;  ;  ; 40 ; mefodin ; 1190 
 5260 ; Закладной лист 1000 рублей ; 1911 ;  ;  ;  ; 40 ; kehha ; 1613 
 5261 ; 5 облигаций, каждая в 125 руб.. О-во Закавказской ж.д ; 1882 ;  ;  ;  ; 29 ; doc2 ; 1237 
 5262 ; Свидетельство на 4% гос.ренту  на капитал 1000 рублей ;  ;  ;  ;  ; 39 ; solder13 ; 1247 
 5263 ; Свидетельство на 4% гос.ренту  на капитал 500 рублей ;  ;  ;  ;  ; 27 ; Семирек ; 1222 
 5264 ; Облигация на 2000 марок Московско-Киево-Воронежская ж.д ; 1909 ;  ;  ;  ; 28 ; Ustin ; 920 
 5265 ; Облигация в 125 рублей Николаевская ж.д ; 1867 ;  ;  ;  ; 23 ; doc2 ; 1208 
 5266 ; Лот бон (5шт) ;  ;  ;  ;  ; 23 ; uyAHWLcn5486ZMN ; 317 
 5267 ; Лот бон 3 шт. ;  ;  ;  ;  ; 18 ; collector64 ; 381 
 5268 ; Лот  бон 3 шт. ;  ;  ;  ;  ; 13 ; 333985 ; 104 
 5269 ; Лот  бон 3 шт. ;  ;  ;  ;  ; 12 ; A1 ; 167 
 5270 ; Лот бон 5 шт. ;  ;  ;  ;  ; 31 ; sato ; 821 
 5271 ; Лот  бон 4 шт. ;  ;  ;  ;  ; 13 ; kop ; 803 
 5272 ; Лот бон  4 шт. ;  ;  ;  ;  ; 11 ; 333985 ; 306 
 5273 ; Лот бон 4 шт. ;  ;  ;  ;  ; 5 ; 333985 ; 228 
 5274 ; Лот бон 2 шт. ;  ;  ;  ;  ; 30 ; sato ; 533 
 5275 ; Лот бон 4  шт. ;  ;  ;  ;  ; 18 ; гус4 ; 161 
 5276 ; Лот  бон 4 шт. ;  ;  ;  ;  ; 10 ; A1 ; 157 
 5277 ; Лот  бон 4 шт. ;  ;  ;  ;  ; 38 ; prostor.71 ; 138 
 5278 ; Лот бон (18 шт.) ;  ;  ;  ;  ; 14 ; sato ; 114 
 5279 ; Лот бон 20 шт. ;  ;  ;  ;  ; 14 ; sato ; 114 
 5280 ; Лот  бон  20 шт. ;  ;  ;  ;  ; 9 ; 2128508 ; 206 
 5281 ; Лот билетов МММ 5 шт ;  ;  ;  ;  ; 3 ; vitab ; 102 
 5282 ; 50 рублей ; 1991 ; билет ;  ;  ; 33 ; Yamilov ; 232 
 5283 ; 500 рублей ; 1912 ;  ;  ;  ; 32 ; сортам70 ; 357 
 5284 ; 25 рублей ; 1909 ;  ;  ;  ; 47 ; гоша334 ; 444 
 5285 ; Облигация на 200 рублей ; 1955 ;  ;  ;  ; 17 ; o_ruslan ; 396 
 5286 ; 500 рублей ; 1992 ;  ;  ;  ; 9 ; K.V.N. ; 153 
 5287 ; Облигация 2 трудодня ; 1934 ;  ;  ;  ; 32 ; K.V.N. ; 827 
 5288 ; Лот облигаций 3 шт ; 1955 ;  ;  ;  ; 14 ; Ustin ; 184 
 5289 ; Лот облигаций 2 шт ; 1954 ;  ;  ;  ; 37 ; Ustin ; 123 
 5290 ; Лот облигаций 3 шт ; 1953-57 ;  ;  ;  ; 53 ; o_ruslan ; 568 
 5291 ; Лот облигаций 3 шт ; 1982-92 ;  ;  ;  ; 17 ; Ustin ; 212 
 5292 ; Облигация 20 рублей ; 1966 ;  ;  ;  ; 61 ; Ustin ; 555 
 5293 ; Лот потребительских билетов 2 шт ; 1992 ;  ;  ;  ; 30 ; o_ruslan ; 786 
 5194 ; Лот бон 1,3,5,10 рубль ; 1991 ;  ;  ; AU ; 28 ; max5252 ; 638 
 5195 ; Лот бон 5 шт ; 1991 ;  ;  ;  ; 31 ; Yamilov ; 306 
 5196 ; 100 рублей ; 1991 ; билет ;  ;  ; 44 ; sts ; 340 
 5197 ; 200 рублей ; 1991 ; билет ;  ;  ; 33 ; max5252 ; 1022 
 5198 ; Лот бон 4 шт ; 1961-91 ;  ;  ;  ; 33 ; sub215 ; 556 
 5199 ; Лот бон 500 рублей, 2 шт ; 1991,92 ;  ;  ;  ; 48 ; sts ; 308 
 5200 ; 1000 рублей ; 1991 ; билет ;  ;  ; 9 ; lelik13821 ; 137 
 5201 ; 5000 рублей ; 1993 ; банкнота ;  ;  ; 19 ; cr2952 ; 457 
 5202 ; 5000 рублей ; 1994 ; банкнота ;  ;  ; 43 ; max5252 ; 606 
 5203 ; 50000 рублей ; 1994 ; банкнота ;  ;  ; 46 ; flutter ; 567 
 5204 ; 50000 рублей ; 1994 ; банкнота ;  ;  ; 35 ; sts ; 1135 
 5205 ; 1000 рублей ; 1991 ; билет ;  ;  ; 15 ; medved09 ; 139 
 5206 ; 200 рублей ; 1992 ; билет ;  ;  ; 29 ; Hamlet ; 211 
 5207 ; Лот бон 3 шт ; 1992 ;  ;  ;  ; 10 ; Yamilov ; 181 
 5208 ; 5000 рублей ; 1992 ; банкнота ;  ; AU ; 17 ; K.V.N. ; 362 
 5209 ; 10000 рублей ; 1992 ; банкнота ;  ; AU ; 49 ; K.V.N. ; 1270 
 5210 ; Лот бон 4 шт ; 1993 ;  ;  ;  ; 43 ; кс ; 456 
 5211 ; Лот бон 100 рублей, 5 шт ; 1993 ;  ;  ; AU ; 9 ; MG ; 272 
 5212 ; 10000 рублей ; 1993 ; банкнота ;  ; AU ; 50 ; Aleks_Smith ; 3242 
 5213 ; 1000 рублей ; 1995 ; банкнота ;  ;  ; 14 ; chief28 ; 159 
 5214 ; 5000 рублей ; 1995 ; банкнота ;  ; AU ; 39 ; K.V.N. ; 1326 
 5215 ; 10000 рублей ; 1995 ; банкнота ;  ; AU ; 60 ; K.V.N. ; 1530 
 5216 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 50 ; sts ; 782 
 5217 ; 100000 рублей ; 1995 ; банкнота ;  ; AU ; 47 ; 462 ; 1036 
 5218 ; Лот бон 5 и 10 рублей ; 1997 ;  ;  ; AU ; 51 ; K.V.N. ; 1019 
 5219 ; 10 рублей, №6666636 ; 1997 ; банкнота ;  ; AU ; 21 ; o_ruslan ; 614 
 5220 ; Бона 100 рублей Сочи ; 2014 ;  ;  ;  ; 30 ; POUL ; 291 
 5221 ; Лот бон 1 рубль, 2 шт ; 1898 ;  ;  ;  ; 28 ; persianfarsi ; 293 
 5222 ; Лот бон 1 рубль, 5 шт ; 1898 ;  ;  ;  ; 22 ; николай 2 ; 310 
 5223 ; Лот бон 5 рублей, 4 шт ; 1909 ;  ;  ;  ; 17 ; mongol64 ; 216 
 5224 ; 5 рублей ; 1918 ;  ;  ;  ; 33 ; Alekc19781 ; 201 
 5225 ; 25 рублей ; 1918 ;  ;  ;  ; 70 ; Alekc19781 ; 420 
 5226 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 20 ; Nastrom ; 186 
 5227 ; 100 рублей ; 1918 ;  ;  ;  ; 97 ; Alekc19781 ; 225 
 5228 ; 10000 рублей ; 1919 ;  ;  ;  ; 5 ; Alekc19781 ; 100 
 5229 ; 10 рублей ; 1918 ; Азербайджан ;  ;  ; 59 ; Alekc19781 ; 122 
 5230 ; 10 рублей ; 1918 ; Азербайджан ;  ;  ; 27 ; Alekc19781 ; 138 
 5231 ; 5 рублей ; 1918 ; Азербайджан ;  ;  ; 69 ; Alekc19781 ; 137 
 5232 ; 3 рубля ; 1918 ; Азербайджан ;  ;  ; 63 ; Alekc19781 ; 299 
 5233 ; 25 рублей ; 1918 ; Азербайджан ;  ;  ; 56 ; Alekc19781 ; 101 
 5234 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 25 ; Nastrom ; 144 
 5235 ; Марка 1000 рублей ;  ;  ;  ;  ; 73 ; flutter ; 364 
 5236 ; 25 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 38 ; mart_si ; 393 
 5237 ; 10 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 39 ; BSR ; 743 
 5238 ; 100 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 19 ; sharapov.s21 ; 405 
 5239 ; 100 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 22 ; Ной ; 408 
 5240 ; 3 червонца ; 1937 ; Билет ;  ;  ; 44 ; Ной ; 306 
 5241 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 23 ; cr2952 ; 254 
 5242 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 17 ; collector64 ; 138 
 5243 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 8 ; гоша334 ; 557 
 5144 ; 50 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 17 ; yuvg ; 1577 
 5145 ; 100 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 42 ; pos ; 561 
 5146 ; 100 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 35 ; val211 ; 547 
 5147 ; 100 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 26 ; физмат ; 579 
 5148 ; 500 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 41 ; Ustin ; 1712 
 5149 ; Лот бон 1000 и 5000 рублей ;  ;  ;  ;  ; 16 ; yuvg ; 3174 
 5150 ; 2 червонца ; 1928 ; Калманович, Горбунов. Билет ;  ;  ; 34 ; Семирек ; 3627 
 5151 ; 500 рублей ; 1920 ; Хорезмская Республика ;  ;  ; 39 ; Bolt ; 24582 
 5152 ; 3 рубля ; 1925 ; Гос.казначейские билеты СССР ;  ;  ; 31 ; max5252 ; 2267 
 5153 ; 3 червонца ; 1932 ; Билет ;  ;  ; 55 ; dali ; 2142 
 5154 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 27 ; Alekc19781 ; 447 
 5155 ; 1 червонец ; 1937 ; Билет ;  ;  ; 21 ; don Pacheko ; 357 
 5156 ; Лот бон 3 и 5 червонцев ; 1937 ;  ;  ;  ; 34 ; Ной ; 612 
 5157 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 53 ; dali ; 1015 
 5158 ; 1 червонец ; 1937 ; Билет ;  ;  ; 35 ; MG ; 325 
 5159 ; Лот бон 1 червонец 2 шт ; 1937 ;  ;  ;  ; 30 ; MG ; 447 
 5160 ; 3 червонца ; 1937 ; Билет ;  ;  ; 17 ; MG ; 324 
 5161 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 7 ; Ной ; 370 
 5162 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 13 ; Alekc19781 ; 560 
