 3644 ; Бона иностранная ;  ;  ;  ;  ; 17 ; nik23455 ; 42 
 3363 ; 3 рубля. Царицин ; 1918 ;  ;  ;  ; 49 ; fillin ; 407 
 3364 ; 5 рублей. Царицин ; 1918 ;  ;  ;  ; 51 ; fillin ; 407 
 3365 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 50 ; alex2209 ; 51 
 3366 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 17 ; zhenya ; 75 
 3367 ; 3 карбованца. Житомир ; 1918 ;  ;  ;  ; 56 ; nb ; 340 
 3368 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; бонннистт ; 30 
 3369 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 52 ; MAD_B ; 68 
 3370 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 36 ; бонннистт ; 123 
 3371 ; 25 рублей ; 1947 ; билет ;  ;  ; 41 ; из африки ; 363 
 3372 ; 10000 рублей ; 1919 ;  ;  ;  ; 73 ; бонннистт ; 518 
 3373 ; 50 рублей ; 1947 ; билет ;  ;  ; 13 ; ф555 ; 673 
 3374 ; 50 рублей ; 1947 ; билет ;  ;  ; 31 ; murzik20 ; 625 
 3375 ; 100 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 62 ; большенедам ; 992 
 3376 ; 100 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 49 ; бонннистт ; 888 
 3377 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 57 ; бонннистт ; 363 
 3378 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 38 ; satyrn1 ; 77 
 3379 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 45 ; solder13 ; 101 
 3380 ; 500 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 91 ; бонннистт ; 1017 
 3381 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 40 ; solder13 ; 405 
 3382 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 45 ; kiryuha ; 805 
 3383 ; 50 рублей ; 1899 ; Коншин 1910 г. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 72 ; бонннистт ; 1530 
 3384 ; 5000 теньге ; 1920 ; Бухарская Республика ;  ;  ; 45 ; из африки ; 1013 
 3385 ; 20000 рублей ; 1921 ; Бухарская Республика ;  ;  ; 35 ; nb ; 816 
 3386 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 62 ; kiryuha ; 1122 
 3387 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 48 ; бонннистт ; 1165 
 3388 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 47 ; химик ; 407 
 3389 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 23 ; AnvlaSar6216 ; 459 
 3390 ; 10000 рублей ; 1921 ; Бухарская Республика ;  ;  ; 30 ; derk02 ; 906 
 3391 ; 3 рубля. Ростово-Нахичев ;  ;  ;  ; AU ; 62 ; Sky2 ; 1083 
 3392 ; 50 копеек. Крым ; 1918 ;  ;  ; AU ; 46 ; Fedor_K ; 1173 
 3393 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ; AU ; 16 ; ВКС ; 159 
 2692 ; Лот монет Польши: 15шт ; 1923-1978 ;  ; Al,Cu-Ni,Л ; F-VF/VF+ ; 44 ; PaulMS ; 150 
 2693 ; Лот монет Кувейта: 6шт ; 1961-1976 ;  ; Cu-Ni,Лат ; VF-/VF+ ; 44 ; ask ; 213 
 2694 ; Лот монет Афганистана, Израиля, Катара, Бахрейна, Южной Аравии: 18шт ; 1951-1978 ;  ; Cu-Ni,Br,C ; VF-/VF+ ; 67 ; vb96 ; 435 
 2695 ; Лот монет Аргентины: 11шт ; 1958-1968 ;  ; Cu-Ni ; VF/VF-XF ; 45 ; PRIM2010 ; 208 
 2696 ; Лот монет Аргентины: 7шт ; 1951-1956 ;  ; Cu-Ni ; VF/VF+ ; 51 ; 55-ILIA ; 110 
 2697 ; Лот иностранных монет: Барбадос, Бразилия, Панама, Венесуэла, Гватемала, Аргентина: 12шт ; 1955-1991 ;  ; Cu-Ni,Br ; VF/VF+ ; 45 ; Ал2010 ; 139 
 2698 ; Лот монет Австрии: 7шт ; 1947-1981 ;  ; Al,Zn,Al/B ; F-VF/VF ; 32 ; numizavr ; 91 
 2699 ; Лот монет ГДР: 6шт ; 1957-1982 ;  ; Al ; VF-/VF ; 78 ; }|{ивотное ; 261 
 2700 ; Лот монет Румынии: 6шт ; 1960-1966 ;  ; Cu-Ni ; VF/VF-XF ; 51 ; ZET ; 51 
 2701 ; Лот монет Франции: 6шт ; 1943-1952 ;  ; Al,Al/Br ; F-VF/VF- ; 27 ; normancook ; 46 
 2702 ; Лот монет Великобритании: 4шт ; 1937-1940 ;  ; Br ; VF-/VF+ ; 54 ; zx123 ; 67 
 2703 ; Лот монет Великобритании: 10шт ; 1893-1964 ;  ; Br ; F+/VF+ ; 23 ; zdenek ; 133 
 2704 ; Лот монет Бельгии: 8шт ; 1971-1978 ;  ; Cu-Ni ; VF/VF-XF ; 30 ; normancook ; 44 
 2705 ; Лот монет Аргентины: 8шт ; 1983-1985 ;  ; Al,Al/Br ; VF/VF+ ; 29 ; Pankratov ; 129 
 2706 ; Лот монет Аргентины: 10шт ; 1970-1979 ;  ; Al,Al/Br ; VF/XF ; 27 ; NatanZig ; 155 
 2707 ; Лот монет Аргентины: 6шт ; 1947,1948,1949,1978 ;  ; Al/Br ; VF-/VF ; 25 ; vb96 ; 184 
 2708 ; Лот монет Аргентины: 11шт ; 1985-1990 ;  ; Al,Al/Br ; VF/VF+ ; 40 ; Pankratov ; 173 
 2709 ; Лот монет Нидерландов: 7шт ; 1942-1989 ;  ; Br,Zn,Cu-N ; F-VF/VF ; 29 ; sasa1369 ; 68 
 2710 ; Лот монет Исландии: 6шт ; 1958-1981 ;  ; Cu-Ni,Ni/Л ; VF/VF+ ; 50 ; Ал2010 ; 90 
 2711 ; Лот монет Уругвая: 7шт ; 1994-2007 ;  ; Cu-Ni,Би/м ; VF-/XF- ; 37 ; NatanZig ; 155 
 2712 ; Лот монет Мальты: 6шт ; 1972-1986 ;  ; Cu-Ni,Al,B ; VF-/VF+ ; 54 ; молоток ; 230 
 2713 ; Лот иностранных монет: 10шт ; 20 век ;  ; Cu-Ni,Al/B ; VF-/VF+ ; 68 ; Pankratov ; 113 
 2714 ; Лот монет Турции: 8шт ; 1977-1996 ;  ; St,Cu-Ni-Z ; VF-/VF+ ; 42 ; Ал2010 ; 81 
 2715 ; Лот монет Парагвая: 6шт ; 1975-1995 ;  ; Лат/St,St ; VF-/VF ; 42 ; поручик ; 136 
 2716 ; Лот монет Венгрии: 10шт ; 1980-1994 ;  ; Cu-Ni,Al,A ; VF-/VF-XF ; 33 ; semenich52 ; 55 
 2717 ; Лот монет Бразилии: 7шт. На одной из монет отверстие ; 1997-2009 ;  ; Би/м,Cu/St ; VF/AU ; 43 ; OMT ; 206 
 2718 ; Лот монет Франции: 6шт ; 1942-1952 ;  ; Al,Al/Br ; F-VF/VF ; 46 ; Al0851 ; 68 
 2719 ; Лот монет Австралии: 5шт ; 1972-1989 ;  ; Cu-Ni,Br ; VF/VF+ ; 26 ; молоток ; 114 
 2720 ; Лот монет Турции: 8шт ; 1950-1994 ;  ; St,Cu-Ni-Z ; VF-/VF ; 41 ; semenich52 ; 43 
 2721 ; Лот монет Болгарии: 10шт ; 1962-2000 ;  ; Cu-Ni,лат, ; VF-/VF+ ; 24 ; oper7430 ; 47 
 2722 ; Лот монет Люксембурга: 5шт ; 1953-1990 ;  ; Cu-Ni,Лату ; F-VF/VF- ; 39 ; numizavr ; 137 
 2723 ; Лот монет Португалии: 7шт ; 1944-1988 ;  ; Cu-Ni,Лату ; VF-/VF ; 57 ; PaulMS ; 86 
 2724 ; Лот монет Уругвая: 7шт ; 1994-2007 ;  ; St,Би/м,Ла ; VF/XF ; 52 ; zx123 ; 97 
 2725 ; Лот монет Мексики и Барбадоса: 6шт ; 20 век ;  ; Cu-Ni, Лат ; F-VF/VF ; 45 ; vc57 ; 98 
 2726 ; Лот монет Венгрии: 9шт ; 1969-2000 ;  ; Cu-Ni, Лат ; VF-/VF ; 34 ; semenich52 ; 48 
 2727 ; Лот монет Чили: 7шт ; 1993-2008 ;  ; Би/м,Al,Ла ; VF-/VF+ ; 32 ; PRIM2010 ; 129 
 2728 ; Лот монет Чили: 7шт ; 1995-2008 ;  ; Би/м,Al,Ла ; VF/VF+ ; 60 ; PRIM2010 ; 177 
 3331 ; Благотворительная марка ; 1916 ;  ;  ;  ; 13 ; SANGOLD1 ; 173 
 3332 ; Благотворительная марка ; 1916 ;  ;  ;  ; 29 ; kropkomp ; 344 
 3333 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 62 ; бонннистт ; 261 
 3334 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 34 ; satyrn1 ; 99 
 3335 ; 50 копеек. Юденич ; 1919 ;  ;  ;  ; 92 ; бонннистт ; 850 
 3336 ; 1 марка ; 1918 ;  ;  ;  ; 67 ; кве ; 153 
 3337 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 21 ; AnvlaSar6216 ; 43 
 3338 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 13 ; oper7430 ; 36 
 3339 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 24 ; Инвестор ; 35 
 3340 ; 1 рубль ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 43 ; kiryuha ; 611 
 3341 ; 1000 рублей ; 1920 ; Азербайджан ;  ;  ; 12 ; поручик ; 155 
 3342 ; 1 франк ; 1919 ;  ;  ;  ; 33 ; derk02 ; 173 
 3343 ; 2 гривни ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ;  ; 37 ; ВКС ; 185 
 2642 ; Лот монет Сербии: 1,2,5,10,20 динаров (5шт) ; 2010 ;  ; Cu-Ni,Лат ; XF/AU ; 27 ; numizavr ; 164 
 2643 ; Лот монет Сербии (Национальные героии и Универсиада): 10,20 динаров (5шт) ; 2006-2010 ;  ; Cu-Ni ; XF/AU ; 19 ; oper7430 ; 121 
 2644 ; Лот монет Словакии (10 лет введения ЕВРО и 20 лет Независимости): 2 евро (2шт) ; 2009 ;  ; Би/м ; AU ; 30 ; AlexFil ; 300 
 2645 ; Лот монет Марокко: 2шт ; 1974 ;  ; Латунь ; VF/VF+ ; 16 ; r52andrey ; 53 
 2646 ; Лот монет Турции: 9шт ; 1999-2010 ;  ; Би/м,Cu-Ni ; VF/XF+ ; 29 ; alex995 ; 53 
 2647 ; Лот иностранных монет: Португалия, Франция, Катар, Молдова, Словакия, Азербайджан, Вьетнам, Украина, Иран, Тайвань (15шт) ; 1958-1994 ;  ; Br,Al,Cu-N ; VF/VF-XF ; 27 ; PaulMS ; 147 
 2648 ; Лот монет Египта: 2шт ; 1974,1975 ;  ; Al/Br,Cu-N ; VF-/VF ; 28 ; andreyM ; 38 
 2649 ; Лот монет (Западные Африканские Штаты  (Валютный Союз Государств Западной Африки) и Алжир): 2шт ; 1964,1975 ;  ; Al/Br ; VF/VF+ ; 11 ; PaulMS ; 41 
 2650 ; Лот монет Японии: 3шт ; 20 век ;  ; Al,Br,Al/B ; VF/VF+ ; 58 ; WAD79 ; 100 
 2651 ; Лот монет Ирака: 4шт ; 1975,1981 ;  ; Cu-Ni ; VF-/VF ; 24 ; vb96 ; 90 
 2652 ; Лот монет Индии: 2шт ; 1963,1983 ;  ; Cu-Ni,Al ; VF/VF+ ; 27 ; ZET ; 33 
 2653 ; Лот монет Нигерии: 2шт ; 1973,1974 ;  ; Cu-Ni,Br ; VF-/VF ; 26 ; AIK60 ; 46 
 2654 ; Лот монет Тайланда и Гон-Конга: 2шт ; 20 век ;  ; Cu-Ni ; VF-/VF ; 22 ; r52andrey ; 28 
 2655 ; Лот монет Венгрии: 2шт ; 1993 ;  ; Cu-Ni,Al/B ; VF-/VF ; 19 ; fas2484 ; 22 
 2656 ; Лот монет Афганистана: 2шт ; 1357,1359лх ;  ; Cu-Ni ; VF-/VF ; 47 ; vb96 ; 101 
 2657 ; Лот монет Эфиопии: 2шт ; 20 век ;  ; Cu-Ni,Br ; VF+/XF- ; 24 ; Инвестор ; 52 
 2658 ; Лот монет Монголии: 6шт ; 20 век ;  ; Cu-Ni,Al/B ; F+/VF+ ; 23 ; ZET ; 90 
 2659 ; Лот монет ОАЭ: 2шт ; 1995-2007 ;  ; Cu-Ni ; VF-XF ; 7 ; AIK60 ; 28 
 2660 ; Стартовый набор Эстонии: 1 цент (7шт), 2 цента (6шт), 5 центов (6шт), 10 центов (6шт), 20 центов (6шт), 50 центов (5шт), 1 евро (4шт), 2 евро (2шт). Упаковка ; 2011 ;  ; Би/м,Латун ; AU ; 61 ; Sky2 ; 903 
 2661 ; Лот монет Турции, Туниса, Пакистана: 23шт ; 1949-1979 ;  ; Cu-Ni,Al,N ; F-VF/VF+ ; 49 ; ask ; 420 
 2662 ; Лот монет Алжира, Мавритании, Сирии: 22шт ; 1964-1980 ;  ; Al,Cu-Ni,Л ; VF-/XF- ; 99 ; ask ; 510 
 2663 ; Лот монет Судана, Саудовской Аравии, Марокко, ОАЭ, Ирана, Египта, Йеменская Арабская Республика: 18шт ; 1956-1974 ;  ; Br,Cu-Ni,Л ; F-VF/VF+ ; 91 ; vb96 ; 286 
 2664 ; Лот монет Ливана, Иордании, Ирака: 17шт ; 1959-1978 ;  ; Br,Cu-Ni,Л ; VF/XF ; 35 ; zx123 ; 283 
 2665 ; Лот монет США, Востока, Австрии, Бельгии, Греции, Финляндии, Албании, Нидерландов: 19шт ; 1900-1979 ;  ; Zn,Br,Cu-N ; F/VF+ ; 145 ; zx123 ; 711 
 2666 ; Лот монет Индии: 15шт ; 1961-1977 ;  ; Cu-Ni,Al ; VF-/VF-XF ; 36 ; zx123 ; 230 
 2667 ; Лот монет Монголии: 11шт ; 1945-1977 ;  ; Cu-Ni,Al,A ; F-VF/VF+ ; 51 ; ЕКХ ; 214 
 2668 ; Лот монет Лаоса, Непала и Бангладеша: 16шт ; 20 век ;  ; Cu-Ni,Al ; VF+/XF ; 62 ; Опятор ; 334 
 2669 ; Лот монет Китая, Японии + жетон: 9шт ; 20 век ;  ; Cu-Ni,Al,Л ; F+/VF ; 53 ; Farah ; 150 
 2670 ; Лот монет США, Мексики и Кубы: 14шт ; 1919-1979 ;  ; Cu-Ni,Al,C ; VF-/VF-XF ; 63 ; Павлов75 ; 309 
 2671 ; Лот монет Канады и Бразилии:7шт ; 1952-1980 ;  ; Br,Cu-Ni,  ; VF/XF+ ; 27 ; nikolay ; 80 
 2672 ; Лот монет Аргентины, Испании, Перу, Колумбии, Анголы, Венесуэлы: 13шт ; 1879-1979 ;  ; Br,Cu-Ni,A ; VF-/VF+ ; 34 ; zdenek ; 288 
 2673 ; Лот монет Танзании, Замбии, Эфиопии, Кении, Нигерии, Малагаси: 9шт ; 19 век, 1966-1976 ;  ; Br,Cu-Ni ; F-VF/VF+ ; 73 ; ask ; 125 
 2674 ; Лот монет Австрии, Швейцарии, Венгрии, Австралии, Финляндии, Швеции, Каймановых островов, Латвии, Британской Индии, Франции, Германии, Веймара + жетон: 17шт ; 1856-1977 ;  ; Al/Br,Al,B ; F+/VF+ ; 62 ; MC17 ; 236 
 2675 ; Лот монет Гвинеи, Уругвая, Гаити, Гондураса, Цейлона и Мьянмы: 9шт ; 20 век ;  ; Br,Cu-Ni,Л ; VF-/VF+ ; 23 ; vc57 ; 155 
 2676 ; Лот монет Коста-Рики, Ливана, Ганы, Эквадора, Ямайки, Барбадоса, Панамы, Чили, Кабо-Верде: 12шт ; 1958-1980 ;  ; Br,Cu-Ni,Л ; VF/VF-XF ; 43 ; молоток ; 207 
 2677 ; Лот монет Греции: 10шт ; 1954-1973 ;  ; Cu-Ni ; VF-/VF-XF ; 17 ; молоток ; 204 
 2678 ; Лот монет Греции: 12шт ; 1894-1978 ;  ; Cu-Ni,Ni/Л ; VF-/XF- ; 49 ; zx123 ; 253 
 2679 ; Лот монет Великобритании: 8шт ; 1951-1979 ;  ; Cu-Ni,Br ; F+/VF+ ; 64 ; Рыба ; 140 
 2680 ; Лот монет Швеции и Швейцарии: 6шт ; 1962-1979 ;  ; Cu-Ni ; VF/XF- ; 36 ; zx123 ; 41 
 2681 ; Лот монет Дании: 5шт ; 1968-1975 ;  ; Cu-Ni ; VF/XF ; 44 ; John16 ; 114 
 2682 ; Лот монет Испании: 4шт ; 1957-1966 ;  ; Cu-Ni, Al/ ; F+/VF+ ; 21 ; normancook ; 21 
 2683 ; Лот монет Франции: 9шт ; 1920-1979 ;  ; Cu-Ni, Al/ ; VF/XF- ; 44 ; Gerich ; 71 
 2684 ; Лот монет Италии: 5шт ; 1914-1979 ;  ; Ni,St,Al ; VF-/VF-XF ; 29 ; r52andrey ; 50 
 2685 ; Лот монет ГДР: 11шт ; 1949-1978 ;  ; Al,Ni/Br,A ; VF-/VF+ ; 39 ; Vasya ; 102 
 2686 ; Лот монет Югославии: 13шт ; 1953-1976 ;  ; Cu-Zn,Al,C ; VF-/VF+ ; 27 ; }|{ивотное ; 73 
 2687 ; Лот монет ФРГ: 8шт ; 1949-1980 ;  ; Cu-Ni,Br,Л ; VF-/VF+ ; 28 ; Vico ; 102 
 2688 ; Лот монет Румынии: 11шт ; 1936-1975 ;  ; Cu-Ni,Al,N ; VF/XF ; 47 ; av ; 267 
 2689 ; Лот монет Чехословакии: 13шт ; 1947-1978 ;  ; Cu-Ni,Al,B ; VF-/VF+ ; 61 ; ВМШ ; 134 
 2690 ; Лот монет Болгарии: 9шт ; 1960-1974 ;  ; Cu-Ni,Лат ; VF/XF- ; 40 ; zx123 ; 56 
 2691 ; Лот монет Венгрии: 10шт. На одной из монет отверстие ; 1941-1975 ;  ; Al,Cu-Ni,Л ; F-VF/VF+ ; 17 ; молоток ; 133 
 2592 ; 5 шиллингов. Великобритания, Елизавета II. Выставка в Нью Йорке. В конверте ;  ;  ; Cu/Ni ; XF/AU ; 39 ; Al0851 ; 337 
 2593 ; 1 крона. Эстония. В буклете ; 1999 ;  ; Латунь ; Unc ; 46 ; ur_adamov ; 313 
 2594 ; Набор монет. Кабинда (13шт) ; 2001-2006 ;  ; Ж/м,Б/м,Cu ; Unc ; 66 ; vb96 ; 4467 
 2595 ; Лот монет Сан-Марино (3шт): 5,2,1 евроцент ; 2006R ;  ; Cu/St ; AU ; 77 ; TECHNO ; 167 
 2596 ; Лот монет Цейлона, Восточно-Индийской Компании (3шт) ; 1845,1870,1835 ;  ; Cu ; F/F-VF ; 38 ; zdenek ; 155 
 2597 ; Лот монет Венгрии: 1 пенго, 2,10,100 форинтов (4шт) ; 1944-2000 ;  ; Al,Cu-Ni,N ; VF-/VF+ ; 32 ; молоток ; 50 
 2598 ; Лот монет Швеции: 1,25,50 эре (4шт) ; 1921-1947 ;  ; Br,Cu-Ni ; VF/VF+ ; 39 ; zx123 ; 72 
 2599 ; Лот монет США (5шт): 1/4 доллара ; 1976-2001 ;  ; Cu/Ni ; XF-/AU ; 57 ; sasa1369 ; 124 
 2600 ; Лот монет США. Штаты (5шт): 1/4 доллара ; 1999-2005 ;  ; Cu/Ni ; AU ; 46 ; A_coin ; 155 
 2601 ; Лот монет США. Штаты (5шт): 1/4 доллара ; 1999-2003 ;  ; Cu/Ni ; AU ; 39 ; A_coin ; 155 
 2602 ; Лот монет США. Штаты (5шт): 1/4 доллара ; 2000-2002 ;  ; Cu/Ni ; AU ; 20 ; A_coin ; 173 
 2603 ; Лот монет Швеции: 5шт ; 2000-2009 ;  ; Cu-Ni, ж/м ; XF/XF+ ; 23 ; Серый_Михей ; 87 
 2604 ; Лот монет Испании: 6шт ; 1975-1997 ;  ; Cu-Ni ; XF/AU ; 41 ; zx123 ; 70 
 2605 ; Лот монет Франции: 8шт ; 1940-1985 ;  ; Ni/Br ; VF/XF ; 52 ; dagoff ; 102 
 2606 ; Лот иностранных монет: Великобритания, Финляндия, Эстония, Румыния, Дания, Хорватия,Польша, Украина, Германия (15шт) ; 1937-2006 ;  ; Br,Cu-Ni,A ; F-VF/VF ; 2 ; whitechapel ; 102 
 2607 ; Лот монет Великобритании: 5шт ; 1861-1971 ;  ; Br ; F/F-VF ; 11 ; zdenek ; 46 
 2608 ; Лот иностранных монет: Канада, Великобритания, Франция, Германия, Нидерланды, Дания, Швеция, США: 10шт ; 1935-1999 ;  ; Br,Cu-Ni,A ; AU/VF ; 86 ; 009 ; 153 
 2609 ; Лот игровых жетонов (5шт) ;  ;  ; ж/м, б/м ; XF-/AU ; 44 ; dimon masskva ; 67 
 2610 ; Лот монет Швеции, Люксембурга (4шт) ; 1939-1984 ;  ; Cu-Ni, Cu ; VF-/VF ; 54 ; av ; 114 
 2611 ; Лот монет Чехословакии, Германии: 5шт ; 1956-1978 ;  ; Al, ж/м ; VF-/VF+ ; 31 ; zelya ; 38 
 2612 ; Лот монет Финляндии, Эстонии, Литвы (9шт) ; 1865-1995 ;  ; Al, Cu, ж/ ; F+/XF ; 28 ; Инвестор ; 114 
 2613 ; Лот монет о-ва Мэн (3шт) ; 1977, 1987, 1994 ;  ; Cu ; AU ; 38 ; nikolay ; 223 
 2614 ; Лот монет Джерси (3шт) ; 1971, 1990, 1994 ;  ; Cu ; XF/XF+ ; 23 ; nikolay ; 213 
 2615 ; Лот монет Чехии, Хорватии, Финляндии (3шт) ; 1993, 1994, 1999 ;  ; Cu-Ni, лат ; VF+/XF ; 18 ; nik23455 ; 33 
 2616 ; 10 марок. ФРГ. 150 лет со дня рождения Роберта Коха ; 1993J ;  ; Ag ; Proof ; 22 ; olimpic74 ; 374 
 2617 ; Лот монет Эстонии: 5 сенти (2шт) ; 1991,1992 ;  ; Латунь ; VF+ ; 7 ; fas2484 ; 8 
 2618 ; Лот монет Эстонии: 2,1 евро, 50,20,10,5,2,1 евроцентов + жетон (9шт) ; 2011 ;  ; Cu/St,Би/м ; AU ; 48 ; numizavr ; 400 
 2619 ; Лот монет Германии: 12шт ; 1921-1992 ;  ; Ag,Al/Br,A ; F+/VF+ ; 28 ; Cheral2008 ; 469 
 2620 ; Лот монет Прибалтики: 23шт ; 1922-2003 ;  ; Латвия, Ag ; VF/XF ; 116 ; PaulMS ; 1041 
 2621 ; Лот монет Африки: 11шт ; 1956-1996 ;  ; Cu-Ni,Br,A ; VF-/VF-XF ; 37 ; ask ; 245 
 2622 ; Лот монет Румынии, Польши, Финляндии, Эстонии, Испании, Нидерландов, Веймара, Латвии, Франции, Германии, Болгарии, Бельгии, Чехословакии, Мексики, Норвегии: 22шт ; 1908-1946 ;  ; Ag,Zn,Br,C ; VF/VF-XF ; 86 ; vb96 ; 658 
