 3263 ; 50 рублей ; 1919 ;  ;  ;  ; 56 ; vanamo ; 194 
 2982 ; Лот монет Франции, Германии. Испании: 1, 2, 5 евроцентов (9шт) ; 1999-2005 ;  ; Cu-St ; XF-/AU ; 43 ; Vico ; 57 
 2983 ; Лот монет Канады: 1 цент (11шт) ; 1964-1978 ;  ; Br ; VF/AU ; 22 ; udaw ; 72 
 2984 ; Лот монет Финляндии: 10 пенни (8шт) ; 1990-1996 ;  ; Cu-Ni ; VF/XF ; 26 ; nikolay ; 49 
 2985 ; Лот монет Эстонии: 10, 20, 50 сенти (8шт) ; 1992-2003 ;  ; Cu-Ni,Br ; VF-XF ; 8 ; vanamo ; 33 
 2986 ; Лот монет Норвегии: 10 эре (20шт) ; 1941-1988 ;  ; Cu-Ni ; VF/AU ; 24 ; John16 ; 160 
 2987 ; Лот монет Дании: 1 эре (20шт) ; 1956-1967 ;  ; Zn ; F/VF- ; 33 ; stroitel61 ; 146 
 2988 ; Лот монет Великобритании: 1 пенни (20шт) ; 1971-2001 ;  ; Br ; VF/AU ; 30 ; Al0851 ; 113 
 2989 ; Лот монет Великобритании: 1/2 пенни (10шт) ; 1971-1976 ;  ; Br ; VF/AU ; 61 ; Al0851 ; 126 
 2990 ; Лот монет Малайзии: 1 сен (4шт) ; 1981-1986 ;  ; Br ; VF+/AU ; 14 ; vanamo ; 33 
 2991 ; Лот монет Нидерландов: 10 центов (14шт) ; 1951-1979 ;  ; Cu-Ni ; VF/XF+ ; 41 ; nikolay ; 111 
 2992 ; Лот монет Финляндии: 1 пенни (7шт) ; 1970-1978 ;  ; Al ; VF- ; 34 ; stroitel61 ; 81 
 2993 ; Лот монет Польши: 1, 10 грошей (8шт) ; 1949,1961-1999-2005 ;  ; Al,Br ; VF/AU ; 15 ; vanamo ; 33 
 2994 ; Лот монет Норвегии: 25 эре (12шт) ; 1959-1972 ;  ; Cu-Ni ; VF/XF ; 50 ; asternox ; 99 
 2995 ; Лот монет Австрии: 10 грошей (10шт) ; 1952-1970 ;  ; Al ; VF-/XF- ; 26 ; Rustman ; 47 
 2996 ; Лот монет Франции: 1/2 франка (10шт) ; 1965-1986 ;  ; Cu-Ni ; VF/XF+ ; 29 ; Полянка ; 85 
 2997 ; Лот монет Норвегии: 5, 50 эре (5шт) ; 1973-1996 ;  ; Br ; VF/XF ; 17 ; vanamo ; 57 
 2998 ; Лот монет Норвегии: 10 эре (9шт) ; 1960-1987 ;  ; Cu-Ni ; VF/AU ; 16 ; nikolay ; 43 
 2999 ; Лот монет Дании: 10 эре (27шт) ; 1948-1958 ;  ; Cu-Ni ; VF/AU ; 67 ; John16 ; 160 
 3000 ; Лот монет Финляндии: 10 пенни (10шт) ; 1964-1975 ;  ; Al-Br ; VF- ; 58 ; nikolay ; 126 
 3001 ; 2 копейки ; 1917 ; Деньги-марки ;  ;  ; 16 ; Him ; 300 
 3002 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 21 ; Танзан ; 60 
 3003 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 3 ; Luka ; 36 
 3004 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 3 ; sveta6369 ; 36 
 3005 ; 1 копейка ; 1914 ;  ;  ;  ; 44 ; Him ; 300 
 3006 ; 1 рубль ;  ;  ;  ;  ; 29 ; bolik ; 46 
 3007 ; 25 рублей ;  ;  ;  ;  ; 31 ; bolik ; 48 
 3008 ; 10 рублей ; 1922 ;  ;  ;  ; 38 ; Him ; 161 
 3009 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 17 ; capitan.71 ; 153 
 3010 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 19 ; capitan.71 ; 150 
 3011 ; 3 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 15 ; unkas79 ; 157 
 3012 ; 3 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 11 ; СТАРПОМ ; 169 
 2913 ; Фартинг. Великобритания ; 1941 ;  ; Br ; VF ; 27 ; vanamo ; 28 
 2914 ; Фартинг. Великобритания ; 1942 ;  ; Br ; VF+ ; 3 ; 131026000 ; 31 
 2915 ; Фартинг. Великобритания ; 1943 ;  ; Br ; VF-XF ; 11 ; vanamo ; 30 
 2916 ; Фартинг. Великобритания ; 1944 ;  ; Br ; VF ; 5 ; mishanya ; 45 
 2917 ; Фартинг. Великобритания ; 1945 ;  ; Br ; VF-XF ; 7 ; stroitel61 ; 31 
 2918 ; Фартинг. Великобритания ; 1948 ;  ; Br ; XF- ; 31 ; Rustman ; 32 
 2919 ; Фартинг. Великобритания ; 1951 ;  ; Br ; VF+ ; 10 ; mishanya ; 46 
 2920 ; 1/2 кроны. Великобритания ; 1953 ;  ; Cu-Ni ; AU ; 13 ; Alexdav ; 255 
 2921 ; 2 шиллинга. Великобритания ; 1953 ;  ; Cu-Ni ; AU ; 16 ; Alexdav ; 218 
 2922 ; 1 шиллинг. Великобритания. Английский щит ; 1953 ;  ; Cu-Ni ; AU ; 18 ; Танзан ; 160 
 2923 ; 1 шиллинг. Великобритания. Шотландский щит ; 1953 ;  ; Cu-Ni ; AU ; 40 ; Танзан ; 309 
 2924 ; 6 пенсов. Великобритания ; 1953 ;  ; Cu-Ni ; AU ; 19 ; j18a ; 123 
 2925 ; 3 пенса. Великобритания ; 1953 ;  ; Ni/Латунь ; AU ; 8 ; mask ; 153 
 2926 ; 1 пенни. Великобритвния ; 1953 ;  ; Br ; AU ; 8 ; dsidorov ; 171 
 2927 ; 1/2 пенни. Великобритания ; 1953 ;  ; Br ; AU ; 11 ; dimitri ; 105 
 2928 ; Фартинг. Великбритания ; 1953 ;  ; Br ; AU ; 17 ; j18a ; 126 
 2929 ; Крона. Великобритания. Коронация ; 1953 ;  ; Cu-Ni ; AU ; 32 ; dsidorov ; 386 
 2930 ; Крона. Великобритания. Коронация ; 1953 ;  ; Cu-Ni ; AU ; 42 ; dsidorov ; 396 
 2931 ; 25 новых пенсов. Великобритания. 25 лет правления ; 1977 ;  ; Cu-Ni ; AU ; 38 ; Al0851 ; 102 
 2932 ; 1 марка. ФРГ ; 1986F ;  ; Cu-Ni ; VF-XF ; 9 ; vasia ; 46 
 2933 ; 10 центов. Канада ; 1968 ;  ; Ag ; VF ; 10 ; falcom.v ; 110 
 2934 ; 10 центов. Канада ; 1968 ;  ; Ag ; VF ; 17 ; ФРАНКИНШТЕЙН ; 51 
 2935 ; 1 дайм. США. Меркури ; 1941 ;  ; Ag ; VF- ; 16 ; Sky2 ; 73 
 2936 ; 1 дайм. США. Меркури ; 1942D ;  ; Ag ; VF- ; 13 ; Sky2 ; 71 
 2937 ; 1 дайм. США. Меркури ; 1943 ;  ; Ag ; VF- ; 18 ; AIK60 ; 87 
 2938 ; 1 дайм. США. Меркури ; 1944 ;  ; Ag ; VF- ; 24 ; ФРАНКИНШТЕЙН ; 78 
 2939 ; 1 дайм. США. Меркури ; 1945 ;  ; Ag ; VF ; 33 ; Sky2 ; 89 
 2940 ; 1 дайм. США. Меркури ; 1940S ;  ; Ag ; VF- ; 19 ; mishanya ; 97 
 2941 ; 100 лир. Италия ; 1975R ;  ; St ; VF+ ; 14 ; vanamo ; 21 
 2942 ; 100 лир. Италия ; 1976R ;  ; St ; XF+ ; 17 ; Rustman ; 18 
 2943 ; 200 лир. Италия ; 1978 ;  ; Al/Br ; VF-XF ; 23 ; Rustman ; 25 
 2944 ; 200 лир. Италия ; 1988 ;  ; Al/Br ; XF- ; 30 ; vanamo ; 27 
 2945 ; 2 рупии. Индия. Национальное объединение ; 1995 ;  ; Cu-Ni ; VF-XF ; 15 ; Т-80 ; 68 
 2946 ; 200 марок. Финляндия ; 1957 ;  ; Ag ; AU ; 14 ; pius ; 255 
 2947 ; 1 унция серебра. Мыс Канаверал - космический центр. США  США  США ;  ;  ; Ag999 ; AU ; 29 ; alex1959 ; 1106 
 2948 ; 1 тройская унция серебра. Бруклинский мост ;  ;  ; Ag999 ; XF ; 9 ; sg1945 ; 1020 
 2949 ; 1 шиллинг. Восточная Африка. В капсуле NNC ; 1948 ;  ; Cu-Ni ; MS 60 ; 38 ; 439 ; 357 
 2950 ; 1 доллар. США. XXIII Олимпиада. Лос-Анджелес. Упаковка ; 1983D ;  ; Ag ; Unc ; 11 ; udaw ; 775 
 2951 ; Набор монет Великобритании: 1/2 кроны, 2 шиллинга, 1 шиллинг, 6 пенсов, 3 пенса, 1/2 пенни, 1 пенни, фартинг (9шт) ; 1953 ;  ; Br,Cu-Ni,N ; XF/XF+ ; 50 ; dsidorov ; 1041 
 2952 ; 1 доллар. США. XXIII Олимпиада Лос-Анджелес. Упаковка ; 1983S ;  ; Ag ; AU ; 8 ; Mike! ; 759 
 2953 ; Набор монет Португалии "Экспо 98": 200,100,50,20,10,5,1 эскудо (9шт). Пластиковая упаковка ; 1997 ;  ; Би/м,Cu-Ni ; Proof ; 21 ; AnvlaSar6216 ; 1530 
 2954 ; Набор монет Румынии: 5,3,1 лей, 25,15,5 бани (6шт). Упаковка  США ; 1966-1978 ;  ; Cu-Ni,Al ; AU ; 37 ; Sky2 ; 337 
 2955 ; Набор монет Багамских о-в (9шт): 5долларов,2доллара,1доллар,50центов,25центов,15центов,10центов,5центов,1цент. В коробке с сертификатом ; 1971 ;  ; Ni/латунь, ; Proof ; 68 ; Танзан ; 1769 
 2956 ; Игровой жетон ;  ;  ; Ж/м ; VF-XF ; 4 ; zybr ; 15 
 2957 ; Монетовидный жетон ;  ;  ; Би/м ; XF+ ; 23 ; zybr ; 51 
 2958 ; Жетон. Kaffe ;  ;  ; Ж/м ; XF+ ; 11 ; seaman ; 11 
 2959 ; Жетон ;  ;  ; Ж/м ; VF+ ; 6 ; Rober ; 7 
 2960 ; Жетон. 50 токен ;  ;  ; Ж/м ; VF+ ; 7 ; Rober ; 8 
 2961 ; Жетон ;  ;  ; Б/м ; VF+ ; 2 ; Igor11111968 ; 3 
 2962 ; Жетон. Для таксофона. МГТС ;  ;  ; Пластмасса ; VF-XF ; 1 ; ФРАНКИНШТЕЙН ; 2 
 2863 ; 3 пенса. Великобритания ; 1962 ;  ; Ni-Br ; VF+ ; 12 ; vanamo ; 31 
 2864 ; 3 пенса. Великобритания ; 1966 ;  ; Ni-Br ; AU ; 21 ; dsidorov ; 50 
 2865 ; 5 евроцентов. Испания ; 2008 ;  ; Cu/St ; AU ; 11 ; bolik ; 18 
 2866 ; 1000 марок. Финляндия. 100 лет денежному обращению ; 1960 ;  ; Ag ; XF+ ; 92 ; pius ; 922 
 2867 ; 2 сантима. Латвия ; 1939 ;  ; Br ; VF- ; 24 ; ryber ; 51 
 2868 ; 1 сантим. Латвия ; 1928 ;  ; Br ; F-VF ; 41 ; meny ; 204 
 2869 ; 1 сантим. Латвия ; 1938 ;  ; Br ; VF ; 53 ; musik ; 129 
 2870 ; 1 марка. Эстония ; 1922 ;  ; Cu/Ni ; VF- ; 79 ; zybr ; 305 
 2871 ; 10 сенти. Эстония ; 1931 ;  ; Ni/Br ; VF- ; 29 ; Qersej ; 51 
 2872 ; 1 сент. Эстония ; 1929 ;  ; Br ; VF ; 64 ; Qersej ; 112 
 2873 ; 1/2 кроны. Великобритания ; 1915 ;  ; Ag ; VF-XF ; 58 ; pius ; 583 
 2874 ; 1/2 кроны. Великобритания ; 1916 ;  ; Ag ; VF+ ; 29 ; HHH ; 373 
 2875 ; 1/2 кроны. Великобритания ; 1918 ;  ; Ag ; VF-XF ; 26 ; Al0851 ; 317 
 2876 ; 1/2 кроны. Великобритания ; 1923 ;  ; Ag ; F-VF ; 13 ; goba ; 204 
 2877 ; 1/2 кроны. Великобритания ; 1927 ;  ; Ag ; F-VF ; 14 ; Al0851 ; 209 
 2878 ; 1/2 кроны. Великобритания ; 1928 ;  ; Ag ; F-VF ; 21 ; Al0851 ; 245 
 2879 ; 1/2 кроны. Великобритания ; 1933 ;  ; Ag ; VF- ; 11 ; Al0851 ; 209 
 2880 ; 1/2 кроны. Великобритания ; 1935 ;  ; Ag ; VF- ; 19 ; Al0851 ; 214 
 2881 ; 1/2 кроны. Великобритания ; 1936 ;  ; Ag ; VF- ; 14 ; Al0851 ; 214 
 2882 ; 1/2 кроны. Великобритания ; 1937 ;  ; Ag ; VF- ; 24 ; nikolay ; 255 
 2883 ; 1 флорин. Великобритания ; 1921 ;  ; Ag ; F-VF ; 15 ; Al0851 ; 128 
 2884 ; 1 флорин. Великобритания ; 1922 ;  ; Ag ; F-VF ; 23 ; Shrrv ; 152 
 2885 ; 1 флорин. Великобритания ; 1923 ;  ; Ag ; F-VF ; 12 ; stroitel61 ; 122 
 2886 ; 1 флорин. Великобритания ; 1929 ;  ; Ag ; VF- ; 29 ; Al0851 ; 146 
 2887 ; 1 флорин. Великобритания ; 1933 ;  ; Ag ; VF- ; 23 ; pius ; 204 
 2888 ; 1 флорин. Великобритания ; 1936 ;  ; Ag ; VF- ; 24 ; pius ; 184 
 2889 ; 2 шиллинга. Великобритания ; 1942 ;  ; Ag ; VF+ ; 8 ; Sky2 ; 183 
 2890 ; 2 шиллинга. Великобритания ; 1944 ;  ; Ag ; VF ; 17 ; dsidorov ; 120 
 2891 ; 2 шиллинга. Великобритания ; 1945 ;  ; Ag ; AU ; 24 ; Al0851 ; 286 
 2892 ; 3 пенса. Великобритания ; 1940 ;  ; Ag ; XF- ; 8 ; falcom.v ; 90 
 2893 ; 3 пенса. Великобритания ; 1916 ;  ; Ag ; VF- ; 11 ; Коллекционер ; 33 
 2894 ; 3 пенса. Великобритания ; 1917 ;  ; Ag ; VF ; 4 ; mishanya ; 37 
 2895 ; 3 пенса. Великобритания ; 1918 ;  ; Ag ; F-VF ; 2 ; АТ ; 36 
 2896 ; 3 пенса. Великобритания ; 1919 ;  ; Ag ; VF- ; 21 ; NFV ; 57 
 2897 ; 3 пенса. Великобритания ; 1920 ;  ; Ag ; VF- ; 27 ; max8888 ; 38 
 2898 ; 3 пенса. Великобритания ; 1921 ;  ; Ag ; VF+ ; 28 ; pius ; 101 
 2899 ; 3 пенса. Великобритания ; 1922 ;  ; Ag ; VF- ; 2 ; mishanya ; 40 
 2900 ; 3 пенса. Великобритания ; 1931 ;  ; Ag ; VF ; 2 ; АТ ; 36 
 2901 ; 3 пенса. Великобритания ; 1932 ;  ; Ag ; VF- ; 2 ; АТ ; 36 
 2902 ; 3 пенса. Великобритания ; 1933 ;  ; Ag ; VF+ ; 6 ; Al0851 ; 67 
 2903 ; 3 пенса. Великобритания ; 1934 ;  ; Ag ; VF ; 35 ; pius ; 61 
 2904 ; 3 пенса. Великобритания ; 1935 ;  ; Ag ; VF-XF ; 15 ; Al0851 ; 67 
 2905 ; 3 пенса. Великобритания ; 1936 ;  ; Ag ; VF+ ; 23 ; Al0851 ; 67 
 2906 ; 3 пенса. Великобритания ; 1937 ;  ; Ag ; VF-XF ; 16 ; mishanya ; 114 
 2907 ; 3 пенса. Великобритания ; 1938 ;  ; Ag ; VF-XF ; 16 ; Sky2 ; 51 
 2908 ; Фартинг. Великобритания ; 1928 ;  ; Br ; VF ; 25 ; Rustman ; 34 
 2909 ; Фартинг. Великобритания ; 1929 ;  ; Br ; VF ; 33 ; Sky2 ; 32 
 2910 ; Фартинг. Великобритания ; 1936 ;  ; Br ; VF-XF ; 41 ; Танзан ; 132 
 2911 ; Фартинг. Великобритания ; 1938 ;  ; Br ; XF- ; 11 ; valsv ; 31 
 2912 ; Фартинг. Великобритания ; 1939 ;  ; Br ; VF- ; 21 ; Al0851 ; 31 
 2813 ; Фартинг. Великобритания ; 1928 ;  ; Br ; VF+ ; 8 ; Al0851 ; 37 
 2814 ; Фартинг. Великобритания ; 1936 ;  ; Br ; VF ; 8 ; Sky2 ; 31 
 2815 ; Фартинг. Великобритания ; 1938 ;  ; Br ; XF- ; 10 ; Sky2 ; 32 
 2816 ; Фартинг. Великобритания ; 1939 ;  ; Br ; VF-XF ; 13 ; Al0851 ; 32 
 2817 ; Фартинг. Великобритания ; 1941 ;  ; Br ; VF-XF ; 5 ; Al0851 ; 41 
 2818 ; Фартинг. Великобритания ; 1943 ;  ; Br ; VF+ ; 4 ; dsidorov ; 25 
 2819 ; Фартинг. Великобритания ; 1945 ;  ; Br ; VF+ ; 7 ; Al0851 ; 46 
 2820 ; Фартинг. Великобритания ; 1948 ;  ; Br ; XF- ; 32 ; Al0851 ; 32 
 2821 ; 1 пенни. Великобритания ; 1967 ;  ; Br ; AU ; 32 ; Al0851 ; 32 
 2822 ; 1 цент. США. Линкольн. Брак чеканки ; 1999 ;  ; Cu/Zn ; AU ; 21 ; antiquar ; 208 
 2823 ; 1 дайм. США. Меркури ; 1940S ;  ; Ag ; VF- ; 39 ; Sky2 ; 92 
 2824 ; 1 дайм. США. Меркури ; 1941 ;  ; Ag ; VF- ; 28 ; kraizer ; 120 
 2825 ; 1 дайм. США. Меркури ; 1942D ;  ; Ag ; VF- ; 17 ; ВМШ ; 84 
 2826 ; 1 дайм. США. Меркури ; 1942S ;  ; Ag ; VF- ; 11 ; SadKo ; 57 
 2827 ; 1 дайм. США. Меркури ; 1942 ;  ; Ag ; VF- ; 26 ; Marych ; 69 
 2828 ; 1 дайм. США. Меркури ; 1943D ;  ; Ag ; VF ; 11 ; mishanya ; 87 
 2829 ; 1 дайм. США. Меркури ; 1943 ;  ; Ag ; VF- ; 11 ; ten137 ; 75 
 2830 ; 1 дайм. США. Меркури ; 1944D ;  ; Ag ; VF- ; 5 ; SadKo ; 57 
 2831 ; 1 дайм. США. Меркури ; 1944 ;  ; Ag ; VF ; 22 ; ФРАНКИНШТЕЙН ; 77 
 2832 ; 1 дайм. США. Меркури ; 1945 ;  ; Ag ; VF+ ; 20 ; Sky2 ; 99 
 2833 ; 1 дайм. США. Меркури ; 1945S ;  ; Ag ; F-VF ; 5 ; stroitel61 ; 77 
 2834 ; 1 дайм. США. Меркури ; 1945D ;  ; Ag ; VF+ ; 6 ; Sky2 ; 82 
 2835 ; 10 франков. Франция ; 1984 ;  ; Ni/латунь ; VF ; 26 ; kamensk61 ; 44 
 2836 ; 10 франков. Франция ; 1975 ;  ; Ni/латунь ; XF+ ; 7 ; dsidorov ; 46 
 2837 ; 10 франков. Франция ; 1977 ;  ; Ni/латунь ; VF+ ; 22 ; asternox ; 30 
 2838 ; 10 франков. Франция ; 1976 ;  ; Ni/латунь ; VF+ ; 22 ; asternox ; 20 
 2839 ; 2 доллара. Новая Зеландия ; 1991 ;  ; Al/Br ; VF- ; 64 ; gematogen ; 102 
 2840 ; 10 франков. Монако ; 1982 ;  ; Cu-Ni-Al ; VF ; 52 ; alskr ; 81 
 2841 ; 10 сентаво. Бразилия ; 2007 ;  ; Латунь ; XF+ ; 19 ; Dom Perignon ; 33 
 2842 ; 1 кетсаль. Гватемала ; 2006 ;  ; Латунь ; XF- ; 33 ; NFV ; 40 
 2843 ; 200 эскудо. Португалия ; 1991 ;  ; Би/м ; VF+ ; 24 ; DmitriyNK ; 51 
 2844 ; 10 йен. Япония ; 20 век ;  ; Br ; AU ; 19 ; vanamo ; 23 
 2845 ; 5 песо. Филиппины ; 2003 ;  ; Латунь ; XF- ; 25 ; geg ; 25 
 2846 ; 1 шиллинг. Великобритания ; 1953 ;  ; Cu-Ni ; VF+ ; 4 ; stroitel61 ; 31 
 2847 ; 1 шиллинг. Великобритания ; 1954 ;  ; Cu-Ni ; VF-XF ; 20 ; stroitel61 ; 29 
 2848 ; 1 шиллинг. Великобритания ; 1955 ;  ; Cu-Ni ; VF-XF ; 30 ; dsidorov ; 30 
 2849 ; 1 шиллинг. Великобритания ; 1956 ;  ; Cu-Ni ; VF-XF ; 21 ; pref ; 18 
 2850 ; 1 шиллинг. Великобритания ; 1957 ;  ; Cu-Ni ; VF-XF ; 9 ; vanamo ; 19 
 2851 ; 1 шиллинг. Великобритания ; 1958 ;  ; Cu-Ni ; VF+ ; 7 ; vanamo ; 17 
 2852 ; 1 шиллинг. Великобритания ; 1959 ;  ; Cu-Ni ; VF+ ; 16 ; dsidorov ; 21 
 2853 ; 1 шиллинг. Великобритания ; 1961 ;  ; Cu-Ni ; VF-XF ; 6 ; dsidorov ; 42 
 2854 ; 1 шиллинг. Великобритания ; 1962 ;  ; Cu-Ni ; VF-XF ; 22 ; dsidorov ; 23 
 2855 ; 1 шиллинг. Великобритания ; 1963 ;  ; Cu-Ni ; VF-XF ; 20 ; dsidorov ; 21 
 2856 ; 1 шиллинг. Великобритания ; 1966 ;  ; Cu-Ni ; AU ; 29 ; guran ; 31 
 2857 ; 3 пенса. Великобритания ; 1942 ;  ; Ni-Br ; VF+ ; 14 ; Al0851 ; 72 
 2858 ; 3 пенса. Великобритания ; 1943 ;  ; Ni-Br ; VF+ ; 11 ; Al0851 ; 28 
 2859 ; 3 пенса. Великобритания ; 1944 ;  ; Ni-Br ; VF+ ; 3 ; mishanya ; 31 
 2860 ; 3 пенса. Великобритания ; 1953 ;  ; Ni-Br ; AU ; 33 ; dsidorov ; 137 
 2861 ; 3 пенса. Великобритания ; 1960 ;  ; Ni-Br ; XF ; 3 ; mishanya ; 31 
 2862 ; 3 пенса. Великобритания ; 1961 ;  ; Ni-Br ; VF+ ; 22 ; guran ; 22 
 2763 ; 1 шиллинг. Великобритания. Шотландский герб ; 1953 ;  ; Cu-Ni ; AU ; 40 ; j18a ; 263 
 2764 ; 6 пенсов. Великобритания ; 1953 ;  ; Cu-Ni ; AU ; 17 ; 131026000 ; 123 
 2765 ; 3 пенса. Великобритания ; 1953 ;  ; Ni/Латунь ; AU ; 15 ; j18a ; 165 
 2766 ; 1 пенни. Великобритания ; 1953 ;  ; Br ; AU ; 42 ; j18a ; 302 
 2767 ; 1/2 пенни. Великобритания ; 1953 ;  ; Br ; AU ; 8 ; j18a ; 105 
 2768 ; Фартинг. Великобритания ; 1953 ;  ; Br ; AU ; 14 ; Alexdav ; 112 
 2769 ; 1/2 кроны. Великобритания ; 1923 ;  ; Ag ; F-VF ; 27 ; Al0851 ; 244 
 2770 ; 1/2 кроны. Великобритания ; 1933 ;  ; Ag ; VF- ; 20 ; Al0851 ; 204 
 2771 ; 1/2 кроны. Великобритания ; 1935 ;  ; Ag ; VF- ; 12 ; dsidorov ; 200 
 2772 ; 1/2 кроны. Великобритания ; 1936 ;  ; Ag ; VF- ; 32 ; Shrrv ; 261 
 2773 ; 1/2 кроны. Великобритания ; 1953 ;  ; Cu-Ni ; F-VF ; 10 ; PaulMS ; 51 
 2774 ; 1/2 кроны. Великобритания ; 1967 ;  ; Cu-Ni ; XF+ ; 18 ; PaulMS ; 55 
 2775 ; 1 флорин. Великобритания ; 1921 ;  ; Ag ; F-VF ; 12 ; Al0851 ; 125 
 2776 ; 1 флорин. Великобритания ; 1922 ;  ; Ag ; F-VF ; 24 ; Al0851 ; 125 
 2777 ; 1 флорин. Великобритания ; 1929 ;  ; Ag ; F-VF ; 25 ; Чародей ; 155 
 2778 ; 1 флорин. Великобритания ; 1936 ;  ; Ag ; VF- ; 46 ; FEDOTOV1920 ; 305 
 2779 ; 2 шиллинга. Великобритания ; 1942 ;  ; Ag ; VF ; 12 ; guran ; 155 
 2780 ; 2 шиллинга. Великобритания ; 1945 ;  ; Ag ; XF+ ; 37 ; Al0851 ; 222 
 2781 ; 1 шиллинг. Великобритания ; 1929 ;  ; Ag ; F-VF ; 18 ; guran ; 120 
 2782 ; 1 шиллинг. Великобритания ; 1942 ;  ; Ag ; VF ; 13 ; Al0851 ; 113 
 2783 ; 1 шиллинг. Великобритания ; 1945 ;  ; Ag ; VF- ; 30 ; Al0851 ; 128 
 2784 ; 1 шиллинг. Великобритания ; 1946 ;  ; Ag ; VF- ; 11 ; Al0851 ; 102 
 2785 ; 6 пенсов. Великобритания ; 1928 ;  ; Ag ; VF- ; 11 ; sergei62 ; 68 
 2786 ; 6 пенсов. Великобритания ; 1929 ;  ; Ag ; F-VF ; 13 ; dsidorov ; 60 
 2787 ; 6 пенсов. Великобритания ; 1933 ;  ; Ag ; F-VF ; 27 ; asternox ; 57 
 2788 ; 6 пенсов. Великобритания ; 1936 ;  ; Ag ; F-VF ; 9 ; dsidorov ; 60 
 2789 ; 6 пенсов. Великобритания ; 1937 ;  ; Ag ; VF- ; 7 ; dsidorov ; 58 
 2790 ; 6 пенсов. Великобритания ; 1938 ;  ; Ag ; VF- ; 10 ; skif ; 66 
 2791 ; 6 пенсов. Великобритания ; 1939 ;  ; Ag ; VF- ; 8 ; mishanya ; 67 
 2792 ; 6 пенсов. Великобритания ; 1940 ;  ; Ag ; VF- ; 11 ; dsidorov ; 58 
 2793 ; 6 пенсов. Великобритания ; 1941 ;  ; Ag ; VF- ; 10 ; Al0851 ; 64 
 2794 ; 6 пенсов. Великобритания ; 1942 ;  ; Ag ; VF- ; 15 ; Al0851 ; 90 
 2795 ; 6 пенсов. Великобритания ; 1943 ;  ; Ag ; VF- ; 9 ; dsidorov ; 60 
 2796 ; 6 пенсов. Великобритания ; 1944 ;  ; Ag ; VF ; 14 ; Al0851 ; 73 
 2797 ; 6 пенсов. Великобритания ; 1945 ;  ; Ag ; VF- ; 15 ; Al0851 ; 64 
 2798 ; 6 пенсов. Великобритания ; 1946 ;  ; Ag ; VF+ ; 11 ; Al0851 ; 113 
 2799 ; 3 пенса. Великобритания ; 1916 ;  ; Ag ; VF ; 33 ; Al0851 ; 90 
 2800 ; 3 пенса. Великобритания ; 1917 ;  ; Ag ; F-VF ; 8 ; Al0851 ; 63 
