 5556 ; Почтовая карточка Будапешт ; 1932 ;  ;  ;  ; 26 ; Приор ; 255 
 5286 ; Нотгельд  Германия ; 1920 ;  ;  ;  ; 12 ; KARJU ; 100 
 5287 ; Нотгельд  Германия ; 1920 ;  ;  ;  ; 6 ; KARJU ; 48 
 5288 ; Нотгельд  Германия ; 1920 ;  ;  ;  ; 10 ; flutter ; 102 
 5289 ; Нотгельд  Германия ; 1920 ;  ;  ;  ; 5 ; sos1 ; 56 
 5290 ; Нотгельд  Германия ; 1920 ;  ;  ;  ; 3 ; vladmarkin ; 46 
 5291 ; Нотгельд  Германия ;  ;  ;  ;  ; 11 ; etwar55 ; 72 
 5292 ; Нотгельд  Германия ; 1918 ;  ;  ;  ; 5 ; vladmarkin ; 51 
 5293 ; Нотгельд  Германия ; 1917 ;  ;  ;  ; 9 ; flutter ; 56 
 5294 ; Лот нотгельдов Германия 3 шт ; 1921 ;  ;  ;  ; 9 ; Ok203 ; 191 
 5295 ; Лот нотгельдов Германия 2 шт ; 1919 ;  ;  ;  ; 7 ; Ok203 ; 143 
 5296 ; Лот нотгельдов Германия 5 шт ; 1921 ;  ;  ;  ; 19 ; Ok203 ; 303 
 5297 ; Лот нотгельдов Германия 3 шт ; 1921 ;  ;  ;  ; 7 ; Ok203 ; 90 
 5298 ; Лот нотгельдов Германия 2 шт ; 1922 ;  ;  ;  ; 10 ; Ok203 ; 123 
 5299 ; Лот нотгельдов Германия 3 шт ; 1921 ;  ;  ;  ; 7 ; Ok203 ; 146 
 5300 ; Лот нотгельдов Германия 5 шт ; 1921 ;  ;  ;  ; 23 ; Ok203 ; 464 
 5301 ; Лот нотгельдов Германия 4 шт ; 1922 ;  ;  ;  ; 11 ; Ok203 ; 306 
 5302 ; Лот нотгельдов Германия 3 шт ; 1922 ;  ;  ;  ; 6 ; Ok203 ; 153 
 5303 ; Лот нотгельдов Германия 5 шт ;  ;  ;  ;  ; 23 ; Ok203 ; 316 
 5304 ; Лот нотгельдов Германия 3 шт ; 1922 ;  ;  ;  ; 20 ; bondars ; 241 
 5205 ; Бона иностранная Монголия. Образец ; 2013 ;  ;  ; AU ; 44 ; alesjane ; 2040 
 5206 ; Бона иностранная Монголия. Образец ; 2014 ;  ;  ; AU ; 79 ; alesjane ; 2042 
 5207 ; 50 марок Германия ; 1924 ;  ;  ;  ; 37 ; Агрессор ; 1019 
 5208 ; Бона иностранная Германия ; 1920 ;  ;  ;  ; 8 ; я не робот ; 105 
 5209 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 33 ; Magger ; 293 
 5210 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 9 ; Magger ; 51 
 5211 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 7 ; Magger ; 41 
 5212 ; Бона иностранная Германия ; 1922 ;  ;  ;  ; 23 ; Jon Snow ; 101 
 5213 ; Бона иностранная Германия ; 1922 ;  ;  ;  ; 10 ; Magger ; 125 
 5214 ; Бона иностранная Германия ; 1922 ;  ;  ;  ; 12 ; alesjane ; 77 
 5215 ; Бона иностранная Германия ; 1922 ;  ;  ;  ; 15 ; я не робот ; 41 
 5216 ; Бона иностранная Германия ; 1908 ;  ;  ;  ; 21 ; Magger ; 105 
 5217 ; Бона иностранная Германия ; 1910 ;  ;  ;  ; 11 ; Magger ; 79 
 5218 ; Бона иностранная Германия ; 1910 ;  ;  ;  ; 25 ; SER 888 ; 34 
 5219 ; Бона иностранная Германия ; 1910 ;  ;  ;  ; 20 ; collector64 ; 34 
 5220 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 19 ; Magger ; 162 
 5221 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 27 ; Краснодар ; 40 
 5222 ; Бона иностранная Германия ; 1922 ;  ;  ;  ; 13 ; Ostriy ; 114 
 5223 ; 5 марок Германия ; 1917 ;  ;  ; XF ; 40 ; uhfvv7 ; 120 
 5224 ; 100 марок Германия ; 1910 ;  ;  ;  ; 57 ; я не робот ; 197 
 5225 ; Лот бон Германия 10 шт ; 1914-37 ;  ;  ;  ; 21 ; kop ; 270 
 5226 ; 5 марок ГДР ; 1975 ;  ;  ;  ; 39 ; Sputnik44 ; 101 
 5227 ; 10 марок ГДР ; 1971 ;  ;  ;  ; 8 ; pref ; 83 
 5228 ; 50 марок ГДР ; 1971 ;  ;  ;  ; 12 ; pref ; 187 
 5229 ; 100 марок ГДР ; 1975 ;  ;  ;  ; 25 ; teso ; 302 
 5230 ; Бона иностранная  Германия ; 1923 ;  ;  ;  ; 9 ; xoltecl ; 174 
 5231 ; Бона иностранная  Германия ; 1923 ;  ;  ;  ; 5 ; smel ; 114 
 5232 ; Бона иностранная  Германия ; 1923 ;  ;  ;  ; 5 ; smel ; 114 
 5233 ; Бона иностранная  Германия ; 1923 ;  ;  ;  ; 7 ; Jon Snow ; 101 
 5234 ; Бона иностранная  Германия ; 1923 ;  ;  ;  ; 5 ; smel ; 114 
 5235 ; Бона иностранная  Германия ; 1918 ;  ;  ;  ; 3 ; KARJU ; 59 
 5236 ; Бона иностранная  Германия ; 1918 ;  ;  ;  ; 9 ; smel ; 140 
 5237 ; Бона иностранная  Германия ; 1918 ;  ;  ;  ; 10 ; Майкл ; 276 
 5238 ; Бона иностранная  Германия ; 1918 ;  ;  ;  ; 9 ; Майкл ; 327 
 5239 ; Бона иностранная  Германия ; 1923 ;  ;  ;  ; 3 ; vladmarkin ; 102 
 5240 ; Бона иностранная  Германия ; 1923 ;  ;  ;  ; 18 ; Hamlet ; 51 
 5241 ; Бона иностранная  Германия ; 1923 ;  ;  ;  ; 5 ; SER 888 ; 40 
 5242 ; Бона иностранная  Германия ; 1923 ;  ;  ;  ; 7 ; Майкл ; 255 
 5243 ; Бона иностранная  Германия ; 1923 ;  ;  ;  ; 14 ; diskus72 ; 125 
 5244 ; Бона иностранная  Германия ; 1923 ;  ;  ;  ; 14 ; трутень ; 128 
 5245 ; Бона иностранная  Германия ; 1923 ;  ;  ;  ; 8 ; smel ; 144 
 5246 ; Бона иностранная  Германия ; 1918 ;  ;  ;  ; 20 ; smel ; 206 
 5247 ; Бона иностранная  Германия ; 1923 ;  ;  ;  ; 9 ; xoltecl ; 134 
 5248 ; Бона иностранная  Германия ; 1923 ;  ;  ;  ; 9 ; smel ; 144 
 5249 ; Бона иностранная  Германия ; 1923 ;  ;  ;  ; 12 ; Jon Snow ; 101 
 5250 ; Бона иностранная  Германия ; 1923 ;  ;  ;  ; 8 ; diskus72 ; 114 
 5251 ; Бона иностранная  Германия ; 1923 ;  ;  ;  ; 7 ; Jon Snow ; 101 
 5252 ; Бона иностранная  Германия ; 1918 ;  ;  ;  ; 11 ; diskus72 ; 104 
 5253 ; Бона иностранная  Германия ; 1923 ;  ;  ;  ; 13 ; smel ; 187 
 5254 ; Бона иностранная  Германия ; 1923 ;  ;  ;  ; 7 ; vladmarkin ; 133 
 5155 ; Облигация ; 1885 ;  ;  ;  ; 8 ; Krys ; 251 
 5156 ; Облигация ; 1885 ;  ;  ;  ; 11 ; oleg632112 ; 269 
 5157 ; Пай в 100 рублей ; 1913 ;  ;  ;  ; 12 ; papinazu ; 611 
 5158 ; Пай в 100 рублей ; 1911 ;  ;  ;  ; 11 ; 333985 ; 340 
 5159 ; Заем г. Баку ; 1910 ;  ;  ;  ; 12 ; Museum_54 ; 700 
 5160 ; Акция ; 1915 ;  ;  ;  ; 11 ; papinazu ; 611 
 5161 ; Акция ; 1911 ;  ;  ;  ; 5 ; 333985 ; 340 
 5162 ; Акция ; 1913 ;  ;  ;  ; 7 ; зуммер ; 340 
 5163 ; Акция ; 1901 ;  ;  ;  ; 13 ; avs ; 666 
 5164 ; Облигация 50 рублей ; 1940 ;  ;  ;  ; 21 ; Holder31 ; 408 
 5165 ; Облигация 50 рублей ; 1945 ;  ;  ;  ; 38 ; o_ruslan ; 462 
 5166 ; Облигация 25 рублей ; 1943 ;  ;  ;  ; 82 ; asru ; 1326 
 5167 ; Облигация на 10 рублей ;  ;  ;  ;  ; 10 ; кве ; 2960 
 5168 ; Облигация на 100 рублей ; 1954 ;  ;  ;  ; 27 ; Ceregga ; 161 
 5169 ; Дорожный чек на 100 рублей ;  ;  ;  ;  ; 22 ; папашаГарпагон ; 144 
 5170 ; 25 копеек ; 1966 ;  ;  ;  ; 22 ; o_ruslan ; 351 
 5171 ; Приватизационный чек 10000 рублей ; 1992 ;  ;  ;  ; 28 ; нумизмат ; 557 
 5172 ; 5 копеек ; 1978 ;  ;  ;  ; 10 ; VAZ-2107 ; 101 
 5173 ; 10 копеек ; 1978 ;  ;  ;  ; 5 ; 4758 ; 51 
 5174 ; 10 копеек ; 1989 ;  ;  ;  ; 8 ; VAZ-2107 ; 101 
 5175 ; 50 копеек ; 1989 ;  ;  ;  ; 19 ; VAZ-2107 ; 137 
 5176 ; 50 копеек ; 1978 ;  ;  ;  ; 17 ; ZIMOGOR ; 133 
 5177 ; Приватизационный чек ; 1992 ;  ;  ;  ; 4 ; von_Schwarz ; 100 
 5178 ; Билет лотереи ( 3шт.) ;  ;  ;  ;  ; 14 ; 333985 ; 615 
 5179 ; Билет лотереи ( 8шт.) ;  ;  ;  ;  ; 7 ; Ustin ; 222 
 5180 ; Лот талонов Беларусь 6 шт ;  ;  ;  ;  ; 32 ; alesjane ; 567 
 5181 ; Лот талонов Молдова 2 шт ;  ;  ;  ;  ; 23 ; Olimpia ; 255 
 5182 ; Лот талонов Узбекистан 4 шт ;  ;  ;  ;  ; 6 ; Olimpia ; 410 
 5183 ; 1/2 марки Ковно ; 1918 ;  ;  ;  ; 26 ; X3.96rus ; 200 
 5184 ; 1 рубль Познань ; 1916 ;  ;  ;  ; 19 ; uhfvv7 ; 147 
 5185 ; 3 рубля Познань ; 1916 ;  ;  ;  ; 31 ; uhfvv7 ; 385 
 5186 ; Лот бон  Ковно 2 шт ; 1916 ;  ;  ;  ; 35 ; X3.96rus ; 476 
 5187 ; 10 рублей ; 1919 ; Латвия. Разменный знак ;  ;  ; 72 ; Energo ; 826 
 5188 ; 5 рублей ; 1919 ; Латвия. Разменный знак ;  ;  ; 15 ; oleg61 ; 561 
 5189 ; 10 лат ; 1937 ; Латвия ;  ;  ; 31 ; Хаа ; 206 
 5190 ; 10 лат ; 1938 ; Латвия ;  ;  ; 12 ; Краснодар ; 201 
 5191 ; 500 крон Эстония ; 2000 ;  ;  ;  ; 58 ; кротик ; 1724 
 5192 ; 25 крон Эстония ; 2002 ;  ;  ;  ; 32 ; apach ; 161 
 5193 ; Лот бон Эстония 3 шт ; 1994-2006 ;  ;  ;  ; 30 ; EVR ; 184 
 5194 ; Бона иностранная Китай ;  ;  ;  ;  ; 26 ; Olimpia ; 396 
 5195 ; Бона иностранная Китай ;  ;  ;  ;  ; 41 ; lololo ; 335 
 5196 ; Бона иностранная Китай ;  ;  ;  ;  ; 29 ; SKH ; 444 
 5197 ; Бона иностранная Китай ;  ;  ;  ;  ; 20 ; archy ; 272 
 5198 ; Облигация Монголия ;  ;  ;  ;  ; 29 ; Olimpia ; 1259 
 5199 ; Бона иностранная Монголия ; 1966 ;  ;  ;  ; 17 ; нв1975 ; 342 
 5200 ; Бона иностранная Монголия. Образец ; 1966 ;  ;  ; AU ; 28 ; Olimpia ; 1589 
 5201 ; Бона иностранная Монголия. Образец ; 1966 ;  ;  ; AU ; 17 ; Olimpia ; 1589 
 5202 ; Бона иностранная Монголия. Образец ; 1966 ;  ;  ; AU ; 14 ; Olimpia ; 1589 
 5203 ; Бона иностранная Монголия. Образец ; 2013 ;  ;  ; AU ; 48 ; class ; 1938 
 5204 ; Бона иностранная Монголия. Образец ; 2013 ;  ;  ; AU ; 48 ; Olimpia ; 1890 
 5105 ; 1 червонец ; 1926 ; Пятаков. Билет ;  ;  ; 29 ; trial ; 2004 
 5106 ; 1 рубль золотом ; 1928 ; Гос.казначейские билеты СССР ;  ;  ; 64 ; Energo ; 3966 
 5107 ; 1 червонец ; 1937 ; Билет ;  ;  ; 31 ; ВЯЗЪ ; 190 
 5108 ; 3 червонца ; 1937 ; Билет ;  ;  ; 22 ; Chatsky ; 301 
 5109 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 36 ; ВС ; 364 
 5110 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 11 ; SER 888 ; 35 
 5111 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 12 ; scaniawolf ; 102 
 5112 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ;  ; 17 ; scaniawolf ; 501 
 5113 ; 5 рублей ; 1947 ; Гос.казначейский билет ;  ;  ; 25 ; sneg96 ; 616 
 5114 ; 25 рублей ; 1947 ; билет ;  ;  ; 50 ; Energo ; 1840 
 5115 ; 100 рублей ; 1947 ; билет ;  ;  ; 55 ; Energo ; 2392 
 5116 ; 100 рублей ; 1947 ; билет ;  ;  ; 51 ; Sputnik44 ; 1122 
 5117 ; 100 рублей ; 1961 ;  ;  ;  ; 20 ; Masik ; 194 
 5118 ; 50 рублей ; 1961 ; билет ;  ;  ; 54 ; Sputnik44 ; 437 
 5119 ; 50 рублей ; 1961 ; билет ;  ;  ; 9 ; WhiteMouse ; 79 
 5120 ; 50 рублей ; 1961 ; билет ;  ;  ; 3 ; pavel5419 ; 72 
 5121 ; 1000 рублей ; 1992 ; билет ;  ; AU ; 21 ; юрастав ; 255 
 5122 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 13 ; element ; 111 
 5123 ; 1000 рублей ; 1993 ; банкнота ;  ;  ; 18 ; Energo ; 568 
 5124 ; 10000 рублей ; 1993 ; банкнота ;  ;  ; 66 ; кве ; 687 
 5125 ; 1000 рублей ; 1995 ; банкнота ;  ;  ; 26 ; юрастав ; 100 
 5126 ; 100000 рублей ; 1995 ; банкнота ;  ; AU ; 52 ; Numismatist ; 922 
 5127 ; 100000 рублей ; 1995 ; банкнота ;  ;  ; 65 ; Energo ; 897 
 5128 ; 50 рублей ; 1991 ; билет ;  ;  ; 13 ; 4758 ; 32 
 5129 ; 50 рублей ; 1991 ; билет ;  ;  ; 22 ; вэл ; 41 
 5130 ; 500 рублей ; 1991 ; билет ;  ;  ; 17 ; WhiteMouse ; 100 
 5131 ; 1000 рублей ; 1991 ; билет ;  ;  ; 26 ; krosh500 ; 228 
 5132 ; 200 рублей ; 1992 ; билет ;  ;  ; 12 ; bondars ; 79 
 5133 ; 500 рублей ; 1992 ; билет ;  ;  ; 19 ; element ; 81 
 5134 ; 1000 рублей ; 1992 ; билет ;  ;  ; 13 ; ВЯЗЪ ; 102 
 5135 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 9 ; bondars ; 77 
 5136 ; 1000 рублей ; 1993 ; банкнота ;  ;  ; 9 ; bondars ; 90 
 5137 ; 5000 рублей ; 1994 ; банкнота ;  ;  ; 39 ; scaniawolf ; 567 
 5138 ; 5 рублей ; 1997 ; банкнота ;  ; AU ; 65 ; Numismatist ; 585 
 5139 ; 10 рублей ; 1997 ; банкнота ;  ; AU ; 35 ; gorych ; 291 
 5140 ; 100 рублей ; 1997 ; банкнота ;  ;  ; 32 ; apach ; 269 
 5141 ; Лот бон ( 4шт.) ; 1997 ;  ;  ;  ; 40 ; 4758 ; 83 
 5142 ; Лот бон 100 рублей 2 шт ; 1997 ;  ;  ;  ; 10 ; Olimpia ; 193 
 5143 ; Бона. 100 рублей. Олимпиада в Сочи. Серия АА ; 2014 ;  ;  ;  ; 18 ; gorych ; 184 
 5144 ; Бона. 100 рублей. Олимпиада в Сочи. Серия АА ; 2014 ;  ;  ;  ; 20 ; $KoKoS$ ; 180 
 5145 ; Бона. 100 рублей. Олимпиада в Сочи. Серия Аа ; 2014 ;  ;  ;  ; 15 ; WhiteMouse ; 184 
 5146 ; Бона. 100 рублей. Крым и Севастополь. Серия СК ; 2015 ;  ;  ;  ; 26 ; d.plotnikov ; 151 
 5147 ; Бона. 100 рублей. Крым и Севастополь. Серия СК ; 2015 ;  ;  ;  ; 23 ; d.plotnikov ; 146 
 5148 ; 5 рублей ; 1997 ; банкнота ;  ;  ; 34 ; юрастав ; 266 
 5149 ; Талон 10 рублей "АРКТИКУГОЛЬ" ;  ;  ;  ;  ; 32 ; Foxes ; 225 
 5150 ; Талон 5 рублей "АРКТИКУГОЛЬ" ;  ;  ;  ;  ; 38 ; Foxes ; 235 
 5151 ; Облигация ; 1916 ;  ;  ;  ; 29 ; von_Schwarz ; 636 
 5152 ; Облигация ; 1913 ;  ;  ;  ; 18 ; lololo ; 359 
 5153 ; Облигация ; 1898 ;  ;  ;  ; 18 ; нумизмат ; 537 
 5154 ; Облигация ; 1914 ;  ;  ;  ; 9 ; Krys ; 251 
 5055 ; 100 рублей ; 1918 ; Разменные знаки.Совнарком Терской республики ;  ;  ; 20 ; cochu ; 567 
 5056 ; 5 рублей ; 1918 ; Разменные знаки.Совнарком Терской республики ;  ;  ; 46 ; физмат ; 601 
 5057 ; Лот бон г.Одесса 2 шт ; 1917 ;  ;  ;  ; 7 ; vladmarkin ; 308 
 5058 ; 25 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 47 ; Energo ; 1280 
 5059 ; 250 рублей ; 1918 ;  ;  ;  ; 28 ; Numismatist ; 1020 
 5060 ; 1000 карбованцев ; 1918 ; Украина.Знак Державноi скарбицi ;  ; AU ; 38 ; Serjd ; 833 
 5061 ; 500 рублей ; 1920 ;  ;  ;  ; 13 ; sharapov.s21 ; 204 
 5062 ; 500 рублей ; 1920 ;  ;  ;  ; 21 ; sharapov.s21 ; 260 
 5063 ; Лот бон 500 рублей, 7 шт ; 1920 ;  ;  ;  ; 18 ; бриз33 ; 509 
 5064 ; 10 рублей ; 1918 ; Туркестан ;  ;  ; 10 ; Vova1950 ; 826 
 5065 ; 200 рублей ; 1919 ;  ;  ;  ; 9 ; Vova1950 ; 567 
 5066 ; 3 рубля ; 1918 ; Туркестан ;  ;  ; 25 ; зуммер ; 199 
 5067 ; 10 рублей ; 1918 ; Туркестан ;  ;  ; 17 ; oleg61 ; 356 
 5068 ; 250 рублей ; 1918 ;  ;  ;  ; 17 ; бриз33 ; 217 
 5069 ; 250 рублей ; 1918 ;  ;  ;  ; 22 ; Energo ; 500 
 5070 ; 500 рублей ; 1918 ;  ;  ;  ; 32 ; Serjd ; 579 
 5071 ; 500 рублей ; 1918 ;  ;  ;  ; 45 ; diskus72 ; 157 
 5072 ; 1 рубль ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 21 ; Energo ; 363 
 5073 ; 10 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 17 ; Energo ; 357 
 5074 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 7 ; Energo ; 357 
 5075 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 20 ; Energo ; 357 
 5076 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 20 ; Energo ; 357 
 5077 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 14 ; Energo ; 357 
 5078 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 7 ; Energo ; 357 
 5079 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 15 ; hoop ; 105 
 5080 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 19 ; Energo ; 357 
 5081 ; 5000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 27 ; viv007 ; 713 
 5082 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 51 ; Energo ; 2000 
 5083 ; 50 копеек ; 1918 ; Азербайджан ;  ;  ; 9 ; Discover ; 203 
 5084 ; 60 рублей 2 шт ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 28 ; Vova1950 ; 1224 
 5085 ; 5000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 42 ; Sky2 ; 2244 
 5086 ; 60 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 18 ; Vova1950 ; 247 
 5087 ; 30 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 44 ; Vova1950 ; 402 
 5088 ; 100 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 32 ; сборщик ; 165 
 5089 ; 250 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 21 ; юрастав ; 287 
 5090 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 22 ; юрастав ; 206 
 5091 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 27 ; Holder31 ; 192 
 5092 ; 100 рублей ; 1923 ;  ;  ;  ; 33 ; oleg61 ; 1686 
 5093 ; 10000 рублей ; 1921 ; Бухарская Республика ;  ;  ; 10 ; аймир ; 680 
 5094 ; 5 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 16 ; Energo ; 404 
 5095 ; 1 рубль ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ; AU ; 39 ; Energo ; 2763 
 5096 ; 10 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 40 ; Sputnik44 ; 616 
 5097 ; 100 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 29 ; X3.96rus ; 815 
 5098 ; 25 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 32 ; бриз33 ; 619 
 5099 ; 10 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 12 ; viv007 ; 357 
