 5905 ; Бона иностранная ;  ;  ;  ; AU ; 20 ; Папа с рацией ; 82 
 5344 ; Лот бон 10 шт. 1,3,5,10,25 рублей ; 1961-1991 ;  ;  ; AU ; 40 ; Yes ; 1692 
 5345 ; Лот бон 6 шт ; 1992-95 ;  ;  ;  ; 11 ; doiu33 ; 567 
 5346 ; Лот бон 15 шт.1,3,5,10,25,100,500 рублей ; 1898-1912 ;  ;  ;  ; 9 ; REWWA ; 726 
 5347 ; Лот бон 5 шт. 250,5000,10000 рублей ; 1917-1918 ;  ;  ;  ; 20 ; alex241 ; 1487 
 5348 ; Лот бон 10 шт ; 1918 ;  ;  ;  ; 22 ; malshy ; 561 
 5349 ; Лот бон 8 шт ; 1918 ;  ;  ;  ; 26 ; alex241 ; 726 
 5350 ; Лот бон 10 шт ;  ;  ;  ;  ; 15 ; картуш ; 229 
 5351 ; Лот бон 12 шт ;  ;  ;  ;  ; 47 ; malshy ; 2550 
 5352 ; Лот бон 2 шт ;  ;  ;  ;  ; 21 ; malshy ; 227 
 5353 ; Лот бон 2 шт ;  ;  ;  ;  ; 34 ; stok ; 906 
 5354 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 18 ; stok ; 151 
 5355 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 31 ; goram ; 187 
 5356 ; 5000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 25 ; Artemon ; 1134 
 5357 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 23 ; kirkar ; 1485 
 5358 ; Лот бон 4 шт ;  ;  ;  ;  ; 15 ; ек ; 567 
 5359 ; Лот бон 1000 рублей. 3 шт ; 1917 ;  ;  ;  ; 18 ; апрол ; 465 
 5360 ; Лот бон 250 рублей. 5 шт ; 1917 ;  ;  ;  ; 26 ; апрол ; 370 
 5361 ; 10000 рублей ; 1992 ; банкнота ;  ;  ; 21 ; станислав-август ; 301 
 5362 ; Лот бон 5 шт. 1991-92 ;  ;  ;  ;  ; 8 ; Mukoved ; 341 
 5363 ; Талон на 1 копеку "АРКТИКУГОЛЬ" ;  ;  ;  ;  ; 36 ; Guerras ; 1893 
 5064 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; natalka ; 60 
 5065 ; 1 копейка. Квартблок ; 1917 ; Деньги-марки ;  ; AU ; 44 ; SANGOLD1 ; 592 
 5066 ; 2 копейки. Квартблок ; 1917 ; Деньги-марки ;  ; AU ; 49 ; SANGOLD1 ; 598 
 5067 ; 3 копейки. Квартблок ; 1915 ; Деньги-марки ;  ; AU ; 16 ; Brod ; 461 
 5068 ; 10 копеек. Квартблок ; 1915 ; Деньги-марки ;  ; AU ; 19 ; market_spb ; 453 
 5069 ; 15 копеек. Квартблок ; 1915 ; Деньги-марки ;  ; AU ; 9 ; Brod ; 305 
 5070 ; 20 копеек. Квартблок ; 1915 ; Деньги-марки ;  ; AU ; 7 ; Brod ; 305 
 5071 ; 10 копеек ;  ; Разменные знаки и кредитные билеты Времен.правит.Дальнего Востока ;  ; AU ; 15 ; нв1975 ; 654 
 5072 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 33 ; газета ; 171 
 5073 ; 100 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ; AU ; 10 ; картуш ; 1018 
 5074 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 9 ; USS ; 153 
 5075 ; 3 рубля ; 1919 ;  ;  ; AU ; 46 ; verunk1 ; 1546 
 5076 ; 5 рублей ; 1991 ; билет ;  ; AU ; 11 ; газета ; 97 
 5077 ; 5 рублей ; 1991 ; билет ;  ; AU ; 9 ; Рубчик ; 101 
 5078 ; 5 рублей ; 1909 ; Денежные знаки ;  ; AU ; 4 ; ек ; 92 
 5079 ; 5 рублей ; 1909 ; Денежные знаки ;  ; AU ; 3 ; ек ; 92 
 5080 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ; AU ; 29 ; goram ; 453 
 5081 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 9 ; 67 ; 102 
 5082 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; XFAU ; 16 ; Тульма ; 185 
 5083 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; XFAU ; 21 ; komod ; 185 
 5084 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 15 ; я8844 ; 196 
 5085 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 48 ; газета ; 1525 
 5086 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 11 ; КОТ13 ; 150 
 5087 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 23 ; ек ; 220 
 5088 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 21 ; ек ; 227 
 5089 ; 1000 рублей. Юденич ; 1919 ;  ;  ;  ; 33 ; 333985 ; 2721 
 5090 ; 100000 рублей ; 1922 ; Грузия ;  ;  ; 15 ; masterovoi ; 2043 
 5091 ; 500000 рублей ; 1922 ; Грузия ;  ;  ; 29 ; Sparks ; 2500 
 5092 ; 1000000 рублей ; 1922 ; Грузия ;  ;  ; 67 ; SANGOLD1 ; 3240 
 5093 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 4 ; natalka ; 250 
 5094 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; molodes ; 203 
 5095 ; 5000 рублей ; 1919 ;  ;  ;  ; 29 ; verunk1 ; 2393 
 5096 ; 5000 рублей ; 1916 ; 5% кр.обязательства ;  ;  ; 43 ; Guerras ; 4650 
 5097 ; 1000 рублей ; 1917 ; 5% кр.обязательства ;  ;  ; 9 ; 4758 ; 1836 
 5098 ; 3 рубля (10 шт) ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 30 ; Володя ; 518 
 5099 ; 5 рублей (19 шт) ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; Володя ; 404 
 5100 ; 10 рублей (23шт) ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; сортам70 ; 470 
 5301 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; 21011984andrei ; 209 
 5302 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; Brod ; 210 
 5303 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 28 ; g-s-m-78 ; 1115 
 5304 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 36 ; nast33 ; 668 
 5305 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 10 ; КОТ13 ; 147 
 5306 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 34 ; CASABLANCA ; 153 
 5307 ; 10 рублей ; 1909 ; Тимашев. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 16 ; stok ; 204 
 5308 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 6 ; luda ; 46 
 5309 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; scipion ; 51 
 5310 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 10 ; evg ; 49 
 5311 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 10 ; evg ; 51 
 5312 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 31 ; 21011984andrei ; 128 
 5313 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; goram ; 36 
 5014 ; 1 марка золотом ; 1918 ;  ;  ;  ; 12 ; ек ; 89 
 5015 ; 1 марка золотом ; 1915 ; Финляндия билет ;  ;  ; 12 ; варяг42 ; 357 
 5016 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 7 ; КОТ13 ; 36 
 5017 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 5 ; dpekin ; 51 
 5018 ; 100000 рублей ; 1995 ; банкнота ;  ;  ; 18 ; doiu33 ; 815 
 5019 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 17 ; doiu33 ; 815 
 5020 ; 1000 рублей ; 1993 ; банкнота ;  ;  ; 8 ; Legio ; 57 
 5021 ; 1 рубль ; 1898 ; Тимашев. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 13 ; altunin ; 152 
 5022 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 5 ; газета ; 31 
 5023 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 7 ; газета ; 46 
 5024 ; 20 карбованцев ; 1942 ;  ;  ;  ; 7 ; maks169 ; 204 
 5025 ; 10 рублей. Чек ; 1966 ;  ;  ;  ; 17 ; kirkar ; 365 
 5026 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 16 ; dpekin ; 306 
 5027 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 40 ; Рубчик ; 614 
 5028 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 11 ; газета ; 203 
 5029 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 5 ; skaut ; 123 
 5030 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; skaut ; 62 
 5031 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; skaut ; 128 
 5032 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 6 ; Tartan ; 60 
 5033 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 8 ; nast33 ; 50 
 5034 ; Табель- календарь ; 1945 ;  ;  ;  ; 36 ; Baikal ; 816 
 5035 ; Табель- календарь ; 1946 ;  ;  ;  ; 22 ; Guerras ; 619 
 5036 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 12 ; Brod ; 227 
 5037 ; 50 рублей ; 1982 ;  ;  ;  ; 9 ; КОТ13 ; 50 
 5038 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 15 ; tikhomirius ; 250 
 5039 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; скорпион_48 ; 57 
 5040 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; никсер ; 635 
 5041 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 61 ; nast33 ; 1009 
 5042 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 58 ; zheka_77 ; 894 
 5043 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; dpekin ; 340 
 5044 ; 20 копеек ;  ;  ;  ;  ; 5 ; bon15041980 ; 250 
 5045 ; 30 копеек ;  ;  ;  ;  ; 3 ; bon15041980 ; 250 
 5046 ; 50 копеек ;  ;  ;  ;  ; 7 ; bon15041980 ; 250 
 5047 ; 5 копеек ; 1989 ;  ;  ;  ; 7 ; КОТ13 ; 50 
 5048 ; Билет лотореи ; 1939 ;  ;  ;  ; 6 ; юрий73 ; 254 
 5049 ; Билет лотореи ; 1937 ;  ;  ;  ; 6 ; газета ; 227 
 5050 ; 5 копеек. Алтайский губсоюз ;  ;  ;  ;  ; 21 ; 333985 ; 453 
 5051 ; 20 копеек ; 1916 ;  ;  ;  ; 9 ; Опятор ; 57 
 5052 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 21 ; bobby23 ; 289 
 5053 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 11 ; Azeroter1 ; 253 
 5054 ; 1 рубль. Бежицкий ЦРК ;  ;  ;  ;  ; 5 ; lesnik1 ; 357 
 5055 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 9 ; dpekin ; 57 
 5056 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; Legio ; 40 
 5057 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 10 ; КОТ13 ; 57 
 5058 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 18 ; gelo ; 113 
 5059 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 43 ; Конрос77 ; 161 
 5060 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 19 ; cr2952 ; 79 
 5061 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; 21011984andrei ; 51 
 5062 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 16 ; natalka ; 65 
 5063 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; Brod ; 62 
 4198 ; Лот монет Швейцарии (6шт) ; 1907-1970 ;  ; Ag ; VF-XF ; 47 ; SKeeper ; 617 
 4199 ; Лот монет Финляндии: 1 марка (9шт) ;  ;  ; Cu-Ni ; XF- ; 36 ; stark-2006 ; 92 
 4200 ; Лот монет Индонезии: 7шт ;  ;  ; Al,Cu-Ni,Би/м ; AU ; 6 ; Mike! ; 125 
 4201 ; Лот монет Ирака: 3шт ;  ;  ; Br,Лат,Cu-Ni ; AU ; 15 ; Taras58 ; 188 
 4202 ; Лот монет Белиза: 5шт ;  ;  ; Al,Cu-Ni ; AU ; 3 ; Mike! ; 138 
 4203 ; Лот монет Нидерландских Антилл: 6шт ;  ;  ; Al/Br,Al ; AU ; 11 ; Hamlet ; 285 
 4204 ; Лот монет стран Востока: 29шт ;  ;  ; Al/Br,Br,Cu-Ni ; F/VF+ ; 14 ; aziya11 ; 200 
 4205 ; Лот монет Финляндии: 1 пенни (87шт) ;  ;  ; Al ; VF/XF ; 23 ; stark-2006 ; 185 
 4206 ; Лот монет Финляндии: 50 пенни (12шт) ; 1921-1945 ;  ; Cu-Ni,Cu,Fe ; F/XF- ; 15 ; Володя ; 92 
 4207 ; Лот монет США (5шт): 1 цент ; 1941-1944 ;  ; Cu,Fe ; F/VF- ; 16 ; stok ; 38 
 4208 ; Лот монет Канады (4шт): 25 центов ; 1974-1979 ;  ; Cu/Ni ; XF ; 7 ; Володя ; 48 
 4209 ; Лот монет Бразилии (3шт) ; 1978-1994 ;  ; St ; XF/AU ; 13 ; Володя ; 42 
 4210 ; Лот монет Косты Рики (3шт) ; 1975-1991 ;  ; Cu/Ni,St ; VF+/XF ; 10 ; Володя ; 63 
 4211 ; Лот монет Бермудских о-в и Барбадоса (3шт) ; 1973-1994 ;  ; Cu/Ni,Al/Br ; XF ; 15 ; USS ; 82 
 4212 ; Лот монет Венесуэлы (2шт) ; 1988,1990 ;  ; Cu/Ni ; XF ; 32 ; bobby23 ; 57 
 4213 ; Лот монет Тринидад и Тобаго (3шт) ; 1966-1983 ;  ; Cu/Ni,Br ; VF+ ; 11 ; bva150979 ; 87 
 4214 ; Лот монет Гватемалды и Филиппин (3шт) ; 1986-1994 ;  ; Лат,Cu/Ni,Al ; XF ; 7 ; Taras58 ; 63 
 4215 ; Лот монет Багамы (4шт) ; 1966-1989 ;  ; Cu/Ni,Лат ; XF ; 29 ; Володя ; 93 
 4216 ; Лот монет Каймановых о-в и Бахрейна (3шт) ; 1982,1992 ;  ; Cu/Ni,Br ; XF ; 21 ; mefody73 ; 77 
 4217 ; Лот монет Великобритании (2шт) ; 1872-1873 ;  ; Ag ; F ; 35 ; karl ; 305 
 4218 ; Лот монет Китая (2шт) ;  ;  ; Br ; F ; 17 ; maymuse ; 140 
 4219 ; Лот монет Эстонии и Украины (3шт) ; 1923,1932,2006 ;  ; Cu/Ni,Лат ; VF/VF+ ; 28 ; Emv ; 499 
 4220 ; Лот монет Сан-Марино, Ирландии и Исландии: 3шт ; 1981-1994 ;  ; Cu-Ni,Al ; XF ; 22 ; sibirian ; 93 
 4221 ; Лот монет США: 1 цент (2шт) ; 1909,1943 ;  ; Br,Zn ; F-VF ; 15 ; molodes ; 69 
 4222 ; Лот монет Нидерландов (4шт) ; 1966-1970 ;  ; Cu/Ni ; XF ; 8 ; TiBuL ; 32 
 4223 ; Лот монет Великобритании (2шт) ; 1971,1979 ;  ; Br ; VF-XF ; 6 ; стоп ; 10 
 4224 ; Лот монет Косты Рики и Никарагуа (3шт) ; 1972,1976 ;  ; Cu/Ni ; XF ; 9 ; bva150979 ; 92 
 4225 ; Лот монет Югославии (2шт) ; 1965,1971 ;  ; Cu/Ni,Лат ; VF ; 7 ; Ольгунчик ; 8 
 4226 ; Лот монет Перу (2шт) ; 1969 ;  ; Cu/Ni ; XF ; 39 ; Mukoved ; 101 
 4227 ; Лот монет Гон-Конга, Турции, Кореи(4шт) ; 1975-1988 ;  ; Cu/Ni,Al ; VF+ ; 21 ; gusar ; 142 
 4228 ; Лот монет Польши и Чехословакии (3шт) ; 1975-1995 ;  ; Cu/Niu ; VF+/XF ; 13 ; Володя ; 34 
 4229 ; Лот монет США (4шт): 1 дайм ; 1971-1990 ;  ; Cu/Ni ; VF+/XF ; 8 ; ANGEL 23 ; 32 
 4230 ; Лот монет Швеции: 50,25,10 эре (3шт) ; 1955-1961 ;  ; Ag ; F-VF ; 9 ; aziya11 ; 112 
 4231 ; Лот монет Японии (5шт): 10,5,1 сен ; 1939-1945 ;  ; Al ; VF ; 21 ; Володя ; 216 
 4232 ; Лот монет Японии (5шт): 10,1 сен ; 1939-1946 ;  ; Al ; VF ; 26 ; gusar ; 204 
 4233 ; Лот монет Японии (4шт): 10,5,1 сен ; 1944,1946 ;  ; Zn ; F+/VF- ; 35 ; Володя ; 139 
 4234 ; Лот монет Японии (4шт): 10,5,1 сен ; 1946 ;  ; Zn ; F+/VF- ; 17 ; Володя ; 139 
 5001 ; 1 копейка ; 1917 ; Деньги-марки ;  ;  ; 13 ; slovjnin ; 226 
 5002 ; 2 копейки ; 1915 ; Деньги-марки ;  ;  ; 28 ; nast33 ; 251 
 5003 ; 3 копейки ; 1915 ; Деньги-марки ;  ;  ; 23 ; lsk54 ; 101 
 5004 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 13 ; Степан_81 ; 51 
 5005 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 8 ; Степан_81 ; 51 
 5006 ; 20 копеек ; 1915 ; Деньги-марки ;  ;  ; 27 ; nast33 ; 82 
 5007 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 21 ; Brod ; 99 
 5008 ; 2 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 11 ; картуш ; 408 
 5009 ; 3 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 17 ; victorsa ; 400 
 5010 ; 50 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 11 ; victorsa ; 384 
 5011 ; 25 пенни ; 1918 ;  ;  ;  ; 9 ; варяг42 ; 101 
 5012 ; 1000 рублей. Фальшивый в ущерб обращению ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 12 ; svv ; 680 
 5013 ; 1 марка золотом ; 1916 ; Финляндия билет ;  ;  ; 6 ; cochu ; 101 
 4148 ; Лот монет Лаоса: 4шт ;  ;  ; St,Би/м ; AU ; 13 ; Опятор ; 185 
 4149 ; Лот монет Брунея: 5шт ;  ;  ; cu-Ni,лат ; AU ; 18 ; Mike! ; 203 
 4150 ; Лот монет Малайзии: 4шт ;  ;  ; St,Лат ; AU ; 3 ; Mike! ; 123 
 4151 ; Лот монет Фиджи: 4шт ; 2009-2010 ;  ; St ; AU ; 1 ; Mike! ; 111 
 4152 ; Лот монет Великобритании (3шт): 1 фартинг ; 1928-1953 ;  ; Br ; VF/XF ; 25 ; ahjkrf ; 121 
 4153 ; Лот монет Багам, Ганы, Кореи, Словакии (4шт) ; 1967-1996 ;  ; Al,Br ; XF ; 10 ; Taras58 ; 63 
 4154 ; Лот монет Турции, Аргентины, Испании (3шт) ; 1968-1990 ;  ; Cu/Ni ; VF-XF/XF ; 12 ; bobby23 ; 32 
 4155 ; Лот монет Словакии: 7шт ;  ;  ; Al,Al/Br,Cu-Ni ; AU ; 18 ; Mike! ; 235 
 4156 ; Лот монет иностранных: 19шт ;  ;  ; Al/Br,Al,Cu-Ni ; F-VF/XF ; 4 ; стоп ; 117 
 4157 ; Лот монет иностранных: 17шт ;  ;  ; Al/Br,Al,Cu-Ni ; F-VF/XF ; 3 ; Mike! ; 117 
 4158 ; Лот монет Испании: 12шт ;  ;  ; Лат ; VF/AU ; 8 ; ag58 ; 151 
 4159 ; Лот монет стран Европы: 29шт ;  ;  ; Al/Br,Br,Cu-Ni, ; VF/XF ; 12 ; юрий73 ; 108 
 4160 ; Лот монет Сингапура, Гон-Конга, Австралии: 5шт ; 1983-1997 ;  ; Cu-Ni,лат ; VF/VF+ ; 14 ; ANGEL 23 ; 31 
 4161 ; Лот монет Финляндии: 25 пенни (21шт) ; 1921-1945 ;  ; Al,Cu ; F/XF- ; 16 ; Володя ; 105 
