 6007 ; Лот бон иностранных  Индонезия 5 шт. ;  ;  ;  ; AU ; 24 ; кент ; 179 
 5580 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Waldemar ; 70 
 5581 ; Бона иностранная ;  ;  ;  ;  ; 9 ; maksbelov ; 51 
 5582 ; Бона иностранная ;  ;  ;  ;  ; 21 ; Папа с рацией ; 101 
 5583 ; Бона иностранная ;  ;  ;  ;  ; 24 ; 2128508 ; 164 
 5584 ; Бона иностранная ;  ;  ;  ;  ; 8 ; я8844 ; 46 
 5585 ; Бона иностранная ;  ;  ;  ;  ; 8 ; ъхз ; 76 
 5586 ; Бона иностранная ;  ;  ;  ;  ; 13 ; maksbelov ; 40 
 5587 ; Бона иностранная ;  ;  ;  ;  ; 7 ; maximilian2204 ; 50 
 5588 ; Бона иностранная ;  ;  ;  ;  ; 9 ; 2128508 ; 130 
 5589 ; Бона иностранная ;  ;  ;  ;  ; 9 ; я8844 ; 46 
 5590 ; Бона иностранная ;  ;  ;  ;  ; 21 ; медалькин ; 100 
 5591 ; Бона иностранная ;  ;  ;  ;  ; 13 ; USS ; 40 
 5592 ; Бона иностранная ;  ;  ;  ;  ; 3 ; maximilian2204 ; 126 
 5593 ; Бона иностранная ;  ;  ;  ;  ; 9 ; я8844 ; 36 
 5594 ; Бона иностранная ;  ;  ;  ;  ; 9 ; я8844 ; 46 
 5595 ; Бона иностранная ;  ;  ;  ;  ; 15 ; USS ; 50 
 5596 ; Бона иностранная ;  ;  ;  ;  ; 9 ; USS ; 50 
 5597 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Папа с рацией ; 101 
 5598 ; Бона иностранная ;  ;  ;  ;  ; 67 ; Dmitry21 ; 1245 
 5599 ; Бона иностранная ;  ;  ;  ;  ; 9 ; 7755 ; 50 
 5600 ; Бона иностранная ;  ;  ;  ;  ; 19 ; FonPaul ; 50 
 5601 ; Бона иностранная ;  ;  ;  ;  ; 22 ; flutter ; 90 
 5602 ; Бона иностранная ;  ;  ;  ;  ; 18 ; медалькин ; 600 
 5603 ; Бона иностранная ;  ;  ;  ;  ; 11 ; tss ; 91 
 5604 ; Бона иностранная ;  ;  ;  ;  ; 14 ; flutter ; 57 
 5605 ; Бона иностранная ;  ;  ;  ;  ; 13 ; dr. ; 50 
 5606 ; Бона иностранная ;  ;  ;  ;  ; 13 ; flutter ; 104 
 5607 ; Бона иностранная ;  ;  ;  ;  ; 15 ; медалькин ; 130 
 5608 ; Бона иностранная ;  ;  ;  ;  ; 12 ; pref ; 102 
 5609 ; Бона иностранная ;  ;  ;  ;  ; 26 ; stabah ; 90 
 5610 ; Бона иностранная ;  ;  ;  ;  ; 14 ; FonPaul ; 80 
 5511 ; Бона иностранная ;  ;  ;  ;  ; 7 ; тикси3 ; 33 
 5512 ; Бона иностранная ;  ;  ;  ;  ; 15 ; ъхз ; 114 
 5513 ; Бона иностранная ;  ;  ;  ;  ; 11 ; dr. ; 50 
 5514 ; Бона иностранная ;  ;  ;  ;  ; 11 ; dr. ; 50 
 5515 ; Бона иностранная ;  ;  ;  ;  ; 9 ; я8844 ; 46 
 5516 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Папа с рацией ; 101 
 5517 ; Бона иностранная ;  ;  ;  ;  ; 22 ; Kreator ; 101 
 5518 ; Бона иностранная ;  ;  ;  ;  ; 15 ; doiu33 ; 153 
 5519 ; Бона иностранная ;  ;  ;  ;  ; 19 ; Папа с рацией ; 101 
 5520 ; Бона иностранная ;  ;  ;  ;  ; 15 ; dr. ; 30 
 5521 ; Бона иностранная ;  ;  ;  ;  ; 9 ; скорпион_48 ; 37 
 5522 ; Бона иностранная ;  ;  ;  ;  ; 29 ; smel ; 101 
 5523 ; Бона иностранная ;  ;  ;  ;  ; 17 ; doiu33 ; 168 
 5524 ; Бона иностранная ;  ;  ;  ;  ; 33 ; Dmitry21 ; 51 
 5525 ; Бона иностранная ;  ;  ;  ;  ; 14 ; медалькин ; 50 
 5526 ; Бона иностранная ;  ;  ;  ;  ; 11 ; ъхз ; 60 
 5527 ; Бона иностранная ;  ;  ;  ;  ; 21 ; .gk ; 93 
 5528 ; Бона иностранная ;  ;  ;  ;  ; 12 ; FonPaul ; 40 
 5529 ; Бона иностранная ;  ;  ;  ;  ; 19 ; трутень ; 107 
 5530 ; Бона иностранная ;  ;  ;  ;  ; 11 ; ек ; 62 
 5531 ; Бона иностранная ;  ;  ;  ;  ; 11 ; .gk ; 50 
 5532 ; Бона иностранная ;  ;  ;  ;  ; 25 ; tss ; 156 
 5533 ; Бона иностранная ;  ;  ;  ;  ; 15 ; аймир ; 121 
 5534 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Pirin88 ; 227 
 5535 ; Бона иностранная ;  ;  ;  ;  ; 12 ; V.I.P.E.R. ; 26 
 5536 ; Бона иностранная ;  ;  ;  ;  ; 17 ; bva150979 ; 155 
 5537 ; Бона иностранная ;  ;  ;  ;  ; 13 ; dr. ; 50 
 5538 ; Бона иностранная ;  ;  ;  ;  ; 19 ; kuder ; 50 
 5539 ; Бона иностранная ;  ;  ;  ;  ; 26 ; V.I.P.E.R. ; 27 
 5540 ; Бона иностранная ;  ;  ;  ;  ; 15 ; я8844 ; 32 
 5541 ; Бона иностранная ;  ;  ;  ;  ; 14 ; koe ; 31 
 5542 ; Бона иностранная ;  ;  ;  ;  ; 31 ; gdrg2 ; 53 
 5543 ; Бона иностранная ;  ;  ;  ;  ; 17 ; gdrg2 ; 101 
 5544 ; Бона иностранная ;  ;  ;  ;  ; 15 ; kuder ; 120 
 5545 ; Бона иностранная ;  ;  ;  ;  ; 32 ; СЁМА ; 661 
 5546 ; Бона иностранная ;  ;  ;  ;  ; 25 ; Экзот ; 203 
 5547 ; Бона иностранная ;  ;  ;  ;  ; 24 ; fillin ; 166 
 5548 ; Бона иностранная ;  ;  ;  ;  ; 19 ; Capt2 ; 68 
 5549 ; Бона иностранная ;  ;  ;  ;  ; 16 ; сс400 ; 71 
 5550 ; Бона иностранная ;  ;  ;  ;  ; 15 ; dr. ; 50 
 5551 ; Бона иностранная ;  ;  ;  ;  ; 12 ; flutter ; 77 
 5552 ; Бона иностранная ;  ;  ;  ;  ; 62 ; Папа с рацией ; 119 
 5553 ; Бона иностранная ;  ;  ;  ;  ; 7 ; dr. ; 50 
 5554 ; Бона иностранная ;  ;  ;  ;  ; 28 ; flutter ; 153 
 5555 ; Бона иностранная ;  ;  ;  ;  ; 13 ; ек ; 49 
 5556 ; Бона иностранная ;  ;  ;  ;  ; 10 ; я8844 ; 42 
 5557 ; Бона иностранная ;  ;  ;  ;  ; 11 ; ъхз ; 47 
 5558 ; Бона иностранная ;  ;  ;  ;  ; 15 ; smel ; 101 
 5559 ; Бона иностранная ;  ;  ;  ;  ; 7 ; скорпион_48 ; 38 
 5560 ; Бона иностранная ;  ;  ;  ;  ; 11 ; я8844 ; 49 
 5346 ; Лот бон 7шт. 5,10,25 рублей ; 1909 ;  ;  ;  ; 19 ; igrtlk ; 225 
 5347 ; 10 рублей ; 1919 ;  ;  ;  ; 51 ; пмт79 ; 2946 
 5348 ; Лот деньги-марки 16 шт. в листе ;  ;  ;  ;  ; 36 ; moneta1924 ; 1300 
 5349 ; Бона Литва ;  ;  ;  ;  ; 25 ; ТРОЛ ; 155 
 5350 ; Бона Литва ;  ;  ;  ;  ; 21 ; ТРОЛ ; 163 
 5351 ; Бона Литва ;  ;  ;  ;  ; 26 ; Папа с рацией ; 74 
 5352 ; Бона Литва ;  ;  ;  ;  ; 31 ; ТРОЛ ; 136 
 5353 ; Бона Литва ;  ;  ;  ;  ; 32 ; ТРОЛ ; 204 
 5354 ; Бона Литва ;  ;  ;  ;  ; 13 ; ТРОЛ ; 92 
 5355 ; Бона 20 лит ; 2007 ;  ;  ;  ; 54 ; svv ; 421 
 5356 ; Лот бон 6 шт ;  ;  ;  ;  ; 53 ; Папа с рацией ; 605 
 5357 ; 10000 рублей ; 1993 ; банкнота ;  ;  ; 7 ; cr2952 ; 408 
 5358 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 44 ; val211 ; 791 
 5359 ; 100000 рублей ; 1995 ; банкнота ;  ;  ; 40 ; taa ; 649 
 5360 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 30 ; Моряк-собиратель ; 921 
 5361 ; 3 червонца ; 1932 ; Билет ;  ;  ; 36 ; Artemon ; 830 
 5362 ; 50 рублей ; 1961 ; билет ;  ;  ; 22 ; cr2952 ; 102 
 5363 ; 50 рублей ; 1961 ; билет ;  ;  ; 26 ; cr2952 ; 122 
 5364 ; 250 рублей ; 1919 ; Армения ;  ;  ; 87 ; спарта ; 616 
 5365 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 44 ; taa ; 301 
 5366 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 41 ; DmitriPartei ; 191 
 5367 ; О-во на сумму 2 рубля ;  ;  ;  ;  ; 50 ; master_mt5 ; 1587 
 5368 ; Бона 100 рублей. Сочи 2014. Серия АА ;  ;  ;  ;  ; 37 ; gavrspb ; 204 
 5369 ; Бона 100 рублей. Сочи 2014. Серия аа ;  ;  ;  ;  ; 22 ; 462 ; 200 
 5370 ; Бона 100 рублей. Сочи 2014. Серия Аа ;  ;  ;  ;  ; 31 ; 462 ; 200 
 5371 ; Бона иностранная ;  ;  ;  ;  ; 21 ; maximilian2204 ; 406 
 5372 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Fontan ; 79 
 5373 ; Сберегательный сертификат ОБРАЗЕЦ ;  ;  ;  ;  ; 16 ; ulf ; 342 
 5374 ; Лот облигаций 4 шт. ОБРАЗЕЦ ;  ;  ;  ;  ; 14 ; ulf ; 2703 
 5375 ; Лот облигаций 5 шт ;  ;  ;  ;  ; 3 ; СЁМА ; 510 
 5376 ; Лот ценных бумаг 6 шт ;  ;  ;  ;  ; 10 ; сс400 ; 463 
 5377 ; Лот купонов 10 шт ;  ;  ;  ;  ; 29 ; 677 ; 1530 
 5378 ; Лот бон 7 шт ;  ;  ;  ;  ; 40 ; 677 ; 5343 
 5379 ; Лот лотерейных билетов 7 шт ;  ;  ;  ;  ; 24 ; K.V.N. ; 159 
 5380 ; Лот бон 14 шт ;  ;  ;  ;  ; 36 ; nikfed ; 1887 
 5381 ; Лот бон 6 шт ;  ;  ;  ;  ; 11 ; кент ; 261 
 5382 ; Бона иностранная ;  ;  ;  ;  ; 28 ; Capt2 ; 276 
 5383 ; Бона 500 форинтов ; 2010 ;  ;  ;  ; 39 ; Capt2 ; 120 
 5384 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Папа с рацией ; 68 
 5385 ; Лот бон (4шт) ;  ;  ;  ;  ; 11 ; sheriff 0 ; 201 
 5501 ; Бона иностранная ;  ;  ;  ;  ; 27 ; flutter ; 276 
 5502 ; Бона иностранная ;  ;  ;  ;  ; 29 ; flutter ; 183 
 5503 ; Бона иностранная ;  ;  ;  ;  ; 32 ; flutter ; 238 
 5504 ; Бона иностранная ;  ;  ;  ;  ; 14 ; flutter ; 118 
 5505 ; Бона иностранная ;  ;  ;  ;  ; 20 ; flutter ; 150 
 5506 ; Бона иностранная ;  ;  ;  ;  ; 16 ; flutter ; 150 
 5507 ; Бона иностранная ;  ;  ;  ;  ; 20 ; flutter ; 150 
 5508 ; Бона иностранная ;  ;  ;  ;  ; 20 ; flutter ; 150 
 5509 ; Бона иностранная ;  ;  ;  ;  ; 13 ; von_Schwarz ; 357 
 5510 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Brat123456 ; 50 
 5096 ; 40 рублей. Псковский гкз. ; 1918 ;  ;  ;  ; 33 ; sher60 ; 2754 
 5097 ; 10 червонцев.  (Образец) ; 1922 ; Банковские билеты ;  ;  ; 52 ; сс400 ; 59160 
 5098 ; лот бон (8 шт.) ;  ;  ;  ;  ; 30 ; Lebom ; 515 
 5099 ; лот бон (8 шт.) ;  ;  ;  ;  ; 14 ; сортам70 ; 407 
 5100 ; лот бон (10 шт.) ;  ;  ;  ;  ; 26 ; cr2952 ; 324 
 5301 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; Prizon ; 340 
 5302 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; Руслан531 ; 250 
 5303 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; Глеб ; 79 
 5304 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 19 ; Lebom ; 184 
 5305 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 28 ; кент ; 200 
 5306 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 42 ; flutter ; 793 
 5307 ; 3 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 37 ; ТРОЛ ; 680 
 5308 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 29 ; папашаГарпагон ; 118 
 5309 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 49 ; Глеб ; 99 
 5310 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; тикси3 ; 347 
 5311 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 26 ; акто_то ; 212 
 5312 ; 25000 рублей ; 1923 ; Гос.денежные знаки СССР ;  ;  ; 73 ; Fliege1 ; 18350 
 5313 ; 5 рублей ; 1925 ; Гос.казначейские билеты СССР ;  ;  ; 39 ; Бармалей ; 1733 
 5314 ; 2 червонца ; 1928 ; Шейнман. Билет ;  ;  ; 44 ; Artemon ; 1836 
 5315 ; 3 рубля ; 1905 ; Тимашев. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 89 ; ТРОЛ ; 918 
 5316 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; ТРОЛ ; 204 
 5317 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 16 ; Zorro-09 ; 161 
 5318 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; Zorro-09 ; 159 
 5319 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 26 ; majkl ; 79 
 5320 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; flutter ; 112 
 5321 ; Лот бон 4 шт. 1,3,5,10 рублей ; 1898-1909 ;  ;  ;  ; 4 ; Zorro-09 ; 102 
 5322 ; Лот бон 3 шт. 5 рублей ; 1909 ;  ;  ;  ; 8 ; Zorro-09 ; 87 
 5323 ; Лот бон 13 шт. 1,3,5,10,25,50 рублей ; 1898-1909 ;  ;  ;  ; 45 ; Prizon ; 1275 
 5324 ; Лот бон 2 шт. 3 рубля ; 1905 ;  ;  ;  ; 46 ; cr2952 ; 237 
 5325 ; 1000 рублей ; 1919 ;  ;  ;  ; 41 ; flutter ; 368 
 5326 ; 100 рублей ; 1920 ;  ;  ;  ; 25 ; Ferros ; 793 
 5327 ; Лот бон 8 шт ; 1898-1992 ;  ;  ;  ; 41 ; cr2952 ; 295 
 5328 ; Лот бон 20 рублей, 20 шт. в листе ;  ;  ;  ;  ; 67 ; Bolt ; 937 
 5329 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 38 ; Ferros ; 680 
 5330 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 46 ; gavrspb ; 508 
 5331 ; Облигация в 1 пуд ржи ;  ;  ;  ;  ; 40 ; RusScat ; 4592 
 5332 ; Облигация в 5 рублей ОБРАЗЕЦ ; 1924 ;  ;  ;  ; 33 ; bonist-3A ; 9000 
 5333 ; Свидетельство ; 1910 ;  ;  ;  ; 40 ; svv ; 714 
 5334 ; Лот талонов "АРКТИКУГОЛЬ" 3 шт ;  ;  ;  ;  ; 11 ; energo39 ; 726 
 5335 ; 50 рублей ; 1997 ; банкнота ;  ;  ; 22 ; Калуга59 ; 612 
 5336 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 27 ; 06031983 ; 740 
 5337 ; 10000 рублей ; 1992 ; банкнота ;  ;  ; 35 ; doiu33 ; 408 
 5338 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 62 ; Lebom ; 241 
 5339 ; 1000 рублей ; 1993 ; банкнота ;  ;  ; 67 ; Lebom ; 417 
 5340 ; Лот бон 8 шт ; 1961-91 ;  ;  ;  ; 20 ; cr2952 ; 128 
 5341 ; 3 червонца ; 1937 ; Билет ;  ;  ; 40 ; Prizon ; 257 
 5342 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 26 ; Zorro ; 534 
 5343 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 36 ; dpekin ; 289 
 5344 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 46 ; sg ; 286 
 5345 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 48 ; папашаГарпагон ; 737 
 5046 ; 25 пенни ; 1918 ;  ;  ;  ; 11 ; alex241 ; 204 
 5047 ; 50 пенни ; 1918 ;  ;  ;  ; 11 ; xoltecl ; 227 
 5048 ; 1 марка золотом ; 1915 ; Финляндия билет ;  ;  ; 24 ; жора ; 270 
 5049 ; 1 рубль ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 31 ; Александр007 ; 361 
 5050 ; 1 рубль ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 11 ; solder13 ; 365 
 5051 ; 5 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 20 ; flutter ; 275 
 5052 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 24 ; Семен ; 155 
 5053 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 28 ; Руслан531 ; 102 
 5054 ; 10 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 25 ; flutter ; 408 
 5055 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 16 ; gavrspb ; 75 
 5056 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 5 ; я8844 ; 72 
 5057 ; 100000 рублей ; 1922 ; Азербайджан ;  ;  ; 14 ; 17 ; 509 
 5058 ; 100 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 32 ; сс400 ; 793 
 5059 ; 10 рублей ; 1940 ;  ;  ;  ; 15 ; RusScat ; 404 
 5060 ; 200 рублей ; 1919 ;  ;  ;  ; 19 ; energo39 ; 1019 
 5061 ; 250 рублей ; 1918 ;  ;  ;  ; 16 ; 333985 ; 245 
 5062 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 41 ; sg ; 510 
 5063 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 53 ; sg ; 714 
 5064 ; 10 рублей ; 1919 ;  ;  ;  ; 33 ; пмт79 ; 1360 
 5065 ; 10 марок ; 1919 ;  ;  ;  ; 52 ; RusScat ; 2178 
 5066 ; 3 рубля ; 1918 ;  ;  ;  ; 17 ; dpekin ; 250 
 5067 ; 25 рублей ; 1918 ;  ;  ;  ; 19 ; Моряк-собиратель ; 352 
 5068 ; 10 рублей ; 1947 ; билет ;  ;  ; 12 ; wwn ; 500 
 5069 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 14 ; t_v_v ; 70 
 5070 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 20 ; gdrg2 ; 80 
 5071 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 22 ; off ; 624 
 5072 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 28 ; solder13 ; 121 
 5073 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 11 ; Zorro ; 100 
 5074 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 8 ; Lyonfik ; 76 
 5075 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 30 ; sg ; 147 
 5076 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ; AU ; 18 ; ауща ; 222 
 5077 ; 5 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ; AU ; 100 ; gdrg2 ; 1512 
 5078 ; 3 копейки. Квартблок. ; 1915 ; Деньги-марки ;  ; AU ; 29 ; moneta1924 ; 519 
 5079 ; 10 копеек. Квартблок. ; 1915 ; Деньги-марки ;  ; AU ; 23 ; moneta1924 ; 585 
 5080 ; 15 копеек. Квартблок. ; 1915 ; Деньги-марки ;  ; AU ; 25 ; moneta1924 ; 651 
 5081 ; 1 рубль ; 1961 ; Гос.казначейский билет ;  ; AU ; 29 ; мак-сим ; 816 
