 3207 ; Бона иностранная ;  ;  ;  ;  ; 50 ; Him ; 348 
 2658 ; 1 пенни. Ирландия ; 1949 ;  ; Br ; VF+ ; 24 ; koga ; 34 
 2659 ; 1 пенни. Ирландия ; 1950 ;  ; Br ; VF-XF ; 11 ; nikolay ; 33 
 2660 ; 1 пенни. Ирландия ; 1952 ;  ; Br ; VF- ; 11 ; nikolay ; 31 
 2661 ; 1 пенни. Ирландия ; 1962 ;  ; Br ; VF+ ; 17 ; tdp ; 125 
 2662 ; 1 пенни. Ирландия ; 1963 ;  ; Br ; VF+ ; 7 ; nikolay ; 31 
 2663 ; 1 пенни. Ирландия ; 1964 ;  ; Br ; VF+ ; 11 ; nikolay ; 31 
 2664 ; 1 пенни. Ирландия ; 1965 ;  ; Br ; VF+ ; 18 ; nikolay ; 45 
 2665 ; 1 пенни. Ирландия ; 1966 ;  ; Br ; VF-XF ; 6 ; negoro2008 ; 31 
 2666 ; 1 пенни. Ирландия ; 1968 ;  ; Br ; XF- ; 7 ; dsidorov ; 28 
 2667 ; 1 пенни. Ирландия ; 1982 ;  ; Br ; VF+ ; 9 ; nikolay ; 34 
 2668 ; 100 драхм. Греция ; 1992 ;  ; Латунь ; VF-XF ; 15 ; dsidorov ; 21 
 2669 ; 10 корун. Чехия ; 1996 ;  ; Cu/St ; VF+ ; 5 ; negoro2008 ; 14 
 2670 ; 10 франков. Франция ; 1984 ;  ; Ni/Латунь ; VF+ ; 21 ; negoro2008 ; 34 
 2671 ; 1 песета. Испания ; 1987 ;  ; Al ; VF-XF ; 14 ; negoro2008 ; 20 
 2672 ; 5 эре. Дания ; 1963 ;  ; Br ; XF- ; 3 ; dsidorov ; 13 
 2673 ; 5 эре. Дания ; 1971 ;  ; Br ; XF+ ; 5 ; xct ; 32 
 2674 ; 2 эре. Швеция ; 1961 ;  ; Br ; XF+ ; 31 ; nikoniko ; 92 
 2675 ; 10 сентимов. Испания ; 1959 ;  ; Al ; VF- ; 5 ; negoro2008 ; 13 
 2676 ; 5 пфеннигов. Веймар ; 1924F ;  ; Al/Br ; VF- ; 6 ; Григорий ; 14 
 2677 ; 10 центов. Британский Гон-Конг ; 1982 ;  ; Ni/Латунь ; VF ; 10 ; xct ; 18 
 2678 ; 1 пенни. Ирландия ; 1980 ;  ; Br ; VF ; 22 ; митька ; 93 
 2679 ; 5 центов. Кипр ; 1988 ;  ; Ni/Латунь ; VF- ; 6 ; alskr ; 6 
 2680 ; 10 чентезимо. Италия ; 1866Т ;  ; Cu ; F-VF ; 20 ; koga ; 32 
 2681 ; 10 чентезимо. Италия ; 1867 ;  ; Cu ; F+ ; 7 ; koga ; 34 
 2682 ; 10 чентезимо. Италия ; 1863 ;  ; Cu ; F-VF ; 25 ; svaha ; 46 
 2683 ; 10 сентимо. Испания ; 19 век ;  ; Br ; F ; 12 ; dsidorov ; 13 
 2684 ; 5 сентимо. Испания ; 1877 ;  ; Br ; F ; 4 ; sina ; 14 
 2685 ; 5 пенсов. Гернси ; 1990 ;  ; Cu-Ni ; XF ; 16 ; nikolay ; 42 
 2686 ; 1/2 кроны. Великобритания ; 1887 ;  ; Ag ; VF+ ; 42 ; dsidorov ; 1000 
 2687 ; 10 марок. Финляндия. 10-й Европейский чемпионат по атлетике ; 1971 ;  ; Ag ; AU ; 28 ; Mike! ; 269 
 2688 ; Медаль. 18-й европейский талер. Симона Вейль ; 1979 ;  ; Ag ; Proof ; 27 ; shais1 ; 499 
 2689 ; Медаль. 34-й европейский талер. Альтеро Спинелли ; 1987 ;  ; Ag ; Proof ; 13 ; shais1 ; 499 
 2690 ; Медаль . 10-й европейский талер. Роберт Шуман, Конрад Аденауэр ; 1975 ;  ; Ag ; Proof ; 13 ; shais1 ; 499 
 2691 ; Медаль . 13-й европейский талер. Йозеф Бич (1887-1975) ; 1977 ;  ; Ag ; Proof ; 1 ; Mike! ; 422 
 2692 ; Медаль . 11-й европейский талер. Ги Молле (1905-1975) ; 1976 ;  ; Ag ; Proof ; 10 ; shais1 ; 499 
 2693 ; Медаль . 33-й европейский талер. Год защиты окружающей среды ; 1987 ;  ; Ag ; Proof ; 11 ; Mike! ; 509 
 2694 ; Медаль . 28-й европейский талер. Антонио Сеньи (1891-1972) ; 1984 ;  ; Ag ; Proof ; 10 ; shais1 ; 499 
 2695 ; Медаль. 26-й европейский талер. Жан Монне (1888-1979) ; 1983 ;  ; Ag ; Proof ; 10 ; shais1 ; 499 
 2696 ; Медаль . 23-й европейский талер. Джордж Маршалл (1880-1959) ; 1982 ;  ; Ag ; Proof ; 11 ; shais1 ; 499 
 2697 ; Медаль. 19-й европейский талер. Карло Шмид (1896-1979) ; 1980 ;  ; Ag ; Proof ; 11 ; shais1 ; 499 
 2698 ; Медаль. 24-й европейский талер. Вальтер Халльштайн (1901-1982) ; 1982 ;  ; Ag ; Proof ; 10 ; shais1 ; 499 
 2699 ; Медаль. 9-й европейский талер. Берлемон ; 1975 ;  ; Ag ; Proof ; 7 ; Mike! ; 478 
 2600 ; Фартинг. Великобритания ; 1928 ;  ; Br ; VF-XF ; 43 ; overshtag ; 143 
 2601 ; Фартинг. Великобритания ; 1929 ;  ; Br ; VF-XF ; 34 ; overshtag ; 106 
 2602 ; Фартинг. Великобритания ; 1931 ;  ; Br ; VF-XF ; 31 ; nikolay ; 83 
 2603 ; Фартинг. Великобритания ; 1932 ;  ; Br ; XF- ; 21 ; overshtag ; 85 
 2604 ; Фартинг. Великобритания ; 1936 ;  ; Br ; VF+ ; 16 ; nikolay ; 43 
 2605 ; Фартинг. Великобритания ; 1937 ;  ; Br ; XF ; 5 ; dsidorov ; 51 
 2606 ; Фартинг. Великобритания ; 1938 ;  ; Br ; XF- ; 7 ; SadKo ; 62 
 2607 ; Фартинг. Великобритания ; 1939 ;  ; Br ; XF- ; 15 ; Rober ; 42 
 2608 ; Фартинг. Великобритания ; 1940 ;  ; Br ; VF ; 7 ; nikolay ; 58 
 2609 ; Фартинг. Великобритания ; 1941 ;  ; Br ; VF+ ; 12 ; Rober ; 31 
 2610 ; Фартинг. Великобритания ; 1942 ;  ; Br ; XF- ; 9 ; nikolay ; 62 
 2611 ; Фартинг. Великобритания ; 1943 ;  ; Br ; VF+ ; 13 ; svaha ; 35 
 2612 ; Фартинг. Великобритания ; 1944 ;  ; Br ; VF-XF ; 11 ; AI ; 90 
 2613 ; Фартинг. Великобритания ; 1945 ;  ; Br ; VF-XF ; 12 ; dsidorov ; 82 
 2614 ; Фартинг. Великобритания ; 1946 ;  ; Br ; VF-XF ; 10 ; AI ; 82 
 2615 ; Фартинг. Великобритания ; 1947 ;  ; Br ; VF-XF ; 14 ; Rober ; 42 
 2616 ; Фартинг. Великобритания ; 1948 ;  ; Br ; VF+ ; 6 ; dsidorov ; 30 
 2617 ; Фартинг. Великобритания ; 1949 ;  ; Br ; VF-XF ; 8 ; митька ; 50 
 2618 ; Фартинг. Великобритания ; 1950 ;  ; Br ; XF- ; 11 ; nikolay ; 62 
 2619 ; Фартинг. Великобритания ; 1951 ;  ; Br ; VF+ ; 6 ; Rober ; 31 
 2620 ; Фартинг. Великобритания ; 1952 ;  ; Br ; VF+ ; 14 ; nikolay ; 32 
 2621 ; Фартинг. Великобритания ; 1953 ;  ; Br ; VF+ ; 27 ; митька ; 125 
 2622 ; Фартинг. Великобритания ; 1954 ;  ; Br ; XF+ ; 38 ; nikolay ; 120 
 2623 ; 1/4 доллара. США. Арканзас ; 2003D ;  ; Cu-Ni ; AU ; 27 ; dsidorov ; 82 
 2624 ; 25 центов. Нидерланды ; 1944Р ;  ; Ag ; AU ; 23 ; juchok_93rus ; 205 
 2625 ; 10 центов. Нидерланды ; 1944Р ;  ; Ag ; AU ; 31 ; juchok_93rus ; 102 
 2626 ; 10 центов. Канада ; 1961 ;  ; Ag ; F-VF ; 26 ; nikoniko ; 43 
 2627 ; 10 центов. Канада ; 1968 ;  ; Ag ; XF+ ; 10 ; MishanD ; 46 
 2628 ; 10 центов. Стрейтс-Сетлментс ; 1927 ;  ; Ag ; VF-XF ; 18 ; ved ; 105 
 2629 ; 3 пенса. Австралия ; 1942 ;  ; Ag ; VF ; 19 ; Rober ; 46 
 2630 ; 3 пенса. Австралия ; 1943 ;  ; Ag ; XF ; 26 ; MishanD ; 53 
 2631 ; 1 пенни. Великобритания ; 1953 ;  ; Br ; AU ; 29 ; В1951 ; 300 
 2632 ; 1 шиллинг. Великобритания ; 1953 ;  ; Cu-Ni ; AU ; 47 ; Dim888 ; 275 
 2633 ; 1/2 кроны. Великобритания ; 1953 ;  ; Cu-Ni ; AU ; 50 ; mask ; 422 
 2634 ; 1/2 кроны. Ирландия ; 1962 ;  ; Cu-Ni ; VF+ ; 59 ; 542 ; 351 
 2635 ; 1/2 кроны. Ирландия ; 1964 ;  ; Cu-Ni ; VF+ ; 42 ; nikolay ; 99 
 2636 ; 1 шиллинг. Ирландия ; 1959 ;  ; Cu-Ni ; AU ; 36 ; митька ; 201 
 2637 ; 1 шиллинг. Ирландия ; 1928 ;  ; Ag ; VF- ; 35 ; nikolay ; 257 
 2638 ; 6 пенсов. Ирландия ; 1964 ;  ; Cu-Ni ; XF+ ; 4 ; dsidorov ; 18 
 2639 ; 6 пенсов. Ирландия ; 1963 ;  ; Cu-Ni ; VF-XF ; 9 ; Dom Perignon ; 31 
 2640 ; 6 пенсов. Ирландия ; 1928 ;  ; Ni ; VF+ ; 47 ; kamensk61 ; 285 
 2641 ; 3 пенса. Ирландия ; 1963 ;  ; Cu-Ni ; VF+ ; 8 ; Dom Perignon ; 31 
 2642 ; 3 пенса. Ирландия ; 1964 ;  ; Cu-Ni ; VF- ; 8 ; negoro2008 ; 38 
 2643 ; 3 пенса. Ирландия ; 1962 ;  ; Cu-Ni ; VF-XF ; 13 ; Smergol ; 150 
 2644 ; 3 пенса. Ирландия ; 1942 ;  ; Cu-Ni ; VF- ; 11 ; митька ; 77 
 2645 ; 1/2 пенни. Ирландия ; 1928 ;  ; Br ; F-VF ; 20 ; nikolay ; 102 
 2646 ; 1/2 пенни. Ирландия ; 1942 ;  ; Br ; VF- ; 13 ; nikolay ; 73 
 2647 ; 1/2 пенни. Ирландия ; 1941 ;  ; Br ; VF- ; 28 ; nikolay ; 68 
 2648 ; 1 пенни. Ирландия ; 1928 ;  ; Br ; VF ; 8 ; negoro2008 ; 37 
 2649 ; 1 пенни. Ирландия ; 1931 ;  ; Br ; VF ; 13 ; nikolay ; 37 
 2550 ; 6 пенсов. Великобритания ; 1934 ;  ; Ag ; VF- ; 16 ; MishanD ; 66 
 2551 ; 6 пенсов. Великобритания ; 1935 ;  ; Ag ; F-VF ; 13 ; dsidorov ; 39 
 2552 ; 6 пенсов. Великобритания ; 1936 ;  ; Ag ; VF- ; 19 ; dsidorov ; 43 
 2553 ; 6 пенсов. Великобритания ; 1937 ;  ; Ag ; VF ; 32 ; vol ; 61 
 2554 ; 6 пенсов. Великобритания ; 1938 ;  ; Ag ; VF ; 5 ; SadKo ; 62 
 2555 ; 6 пенсов. Великобритания ; 1939 ;  ; Ag ; VF-XF ; 29 ; AI ; 102 
 2556 ; 6 пенсов. Великобритания ; 1940 ;  ; Ag ; VF-XF ; 3 ; SadKo ; 62 
 2557 ; 6 пенсов. Великобритания ; 1941 ;  ; Ag ; VF+ ; 12 ; AI ; 70 
 2558 ; 6 пенсов. Великобритания ; 1942 ;  ; Ag ; VF-XF ; 9 ; dsidorov ; 72 
 2559 ; 6 пенсов. Великобритания ; 1943 ;  ; Ag ; VF+ ; 8 ; AI ; 70 
 2560 ; 6 пенсов. Великобритания ; 1944 ;  ; Ag ; VF-XF ; 28 ; Dim888 ; 204 
 2561 ; 6 пенсов. Великобритания ; 1945 ;  ; Ag ; VF+ ; 25 ; Rober ; 51 
 2562 ; 6 пенсов. Великобритания ; 1946 ;  ; Ag ; VF ; 17 ; Rober ; 51 
 2563 ; 3 пенса. Великобритания ; 1902 ;  ; Ag ; F-VF ; 11 ; Dom Perignon ; 42 
 2564 ; 3 пенса. Великобритания ; 1908 ;  ; Ag ; VF ; 17 ; dsidorov ; 64 
 2565 ; 3 пенса. Великобритания. Деформация ; 1909 ;  ; Ag ; VF+ ; 19 ; митька ; 110 
 2566 ; 3 пенса. Великобритания ; 1910 ;  ; Ag ; VF+ ; 20 ; Sc ; 123 
 2567 ; 3 пенса. Великобритания ; 1912 ;  ; Ag ; VF- ; 16 ; dsidorov ; 40 
 2568 ; 3 пенса. Великобритания ; 1913 ;  ; Ag ; VF ; 9 ; SS20 ; 41 
 2569 ; 3 пенса. Великобритания ; 1914 ;  ; Ag ; VF- ; 17 ; СанЭД ; 51 
 2570 ; 3 пенса. Великобритания ; 1915 ;  ; Ag ; VF ; 19 ; Dom Perignon ; 43 
 2571 ; 3 пенса. Великобритания. Деформация ; 1916 ;  ; Ag ; VF- ; 8 ; dsidorov ; 40 
 2572 ; 3 пенса. Великобритания ; 1917 ;  ; Ag ; VF+ ; 21 ; митька ; 53 
 2573 ; 3 пенса. Великобритания ; 1918 ;  ; Ag ; VF ; 10 ; Rober ; 33 
 2574 ; 3 пенса. Великобритания ; 1919 ;  ; Ag ; VF ; 7 ; СанЭД ; 40 
 2575 ; 3 пенса. Великобритания ; 1920 ;  ; Ag ; VF+ ; 11 ; AI ; 72 
 2576 ; 3 пенса. Великобритания ; 1921 ;  ; Ag ; VF+ ; 19 ; strestas ; 43 
 2577 ; 3 пенса. Великобритания ; 1922 ;  ; Ag ; VF ; 14 ; dsidorov ; 39 
 2578 ; 3 пенса. Великобритания ; 1925 ;  ; Ag ; VF- ; 9 ; nikolay ; 41 
 2579 ; 3 пенса. Великобритания ; 1926 ;  ; Ag ; VF ; 7 ; dsidorov ; 54 
 2580 ; 3 пенса. Великобритания ; 1931 ;  ; Ag ; VF+ ; 8 ; Rober ; 42 
 2581 ; 3 пенса. Великобритания ; 1932 ;  ; Ag ; VF+ ; 17 ; MishanD ; 41 
 2582 ; 3 пенса. Великобритания ; 1933 ;  ; Ag ; VF+ ; 9 ; Rober ; 41 
 2583 ; 3 пенса. Великобритания ; 1934 ;  ; Ag ; VF ; 8 ; dsidorov ; 40 
 2584 ; 3 пенса. Великобритания ; 1935 ;  ; Ag ; XF ; 15 ; overshtag ; 59 
 2585 ; 3 пенса. Великобритания ; 1936 ;  ; Ag ; XF ; 17 ; AI ; 90 
 2586 ; 3 пенса. Великобритания ; 1937 ;  ; Ag ; XF+ ; 17 ; AI ; 90 
 2587 ; 3 пенса. Великобритания ; 1938 ;  ; Ag ; XF- ; 13 ; capitan.71 ; 63 
 2588 ; 3 пенса. Великобритания ; 1940 ;  ; Ag ; VF-XF ; 13 ; nikolay ; 102 
 2589 ; 3 пенса. Великобритания ; 1941 ;  ; Ag ; VF+ ; 28 ; strestas ; 77 
 2590 ; Фартинг. Великобритания ; 1860 ;  ; Br ; VF- ; 28 ; nikolay ; 206 
 2591 ; Фартинг. Великобритания ; 1891 ;  ; Br ; VF- ; 17 ; nikolay ; 153 
 2592 ; Фартинг. Великобритания ; 1893 ;  ; Br ; VF- ; 17 ; nikolay ; 108 
 2593 ; Фартинг. Великобритания ; 1904 ;  ; Br ; F-VF ; 22 ; nikolay ; 128 
 2594 ; Фартинг. Великобритания ; 1905 ;  ; Br ; VF ; 37 ; митька ; 123 
 2595 ; Фартинг. Великобритания ; 1912 ;  ; Br ; VF ; 15 ; митька ; 72 
 2596 ; Фартинг. Великобритания ; 1918 ;  ; Br ; VF ; 17 ; митька ; 72 
 2597 ; Фартинг. Великобритания ; 1921 ;  ; Br ; VF- ; 7 ; Rober ; 32 
 2598 ; Фартинг. Великобритания ; 1923 ;  ; Br ; VF+ ; 15 ; dsidorov ; 87 
 2599 ; Фартинг. Великобритания ; 1925 ;  ; Br ; VF ; 11 ; negoro2008 ; 31 
 2500 ; 2 шиллинга. Великобритания ; 1946 ;  ; Ag ; VF+ ; 20 ; nikolay ; 173 
 2501 ; 1 крона. Великобритания ; 1887 ;  ; Ag ; VF-XF ; 54 ; 542 ; 1357 
 2502 ; 1 крона. Великобритания ; 1890 ;  ; Ag ; VF- ; 56 ; dsidorov ; 1000 
 2503 ; 1 крона. Великобритания ; 1891 ;  ; Ag ; VF- ; 13 ; 542 ; 1020 
 2504 ; 1 крона. Великобритания ; 1896 ;  ; Ag ; VF- ; 53 ; nikolay ; 1005 
 2505 ; 1 крона. Великобритания ; 1897 ;  ; Ag ; VF ; 33 ; 542 ; 1360 
 2506 ; Двойной флорин. Великобритания ; 1889 ;  ; Ag ; VF- ; 100 ; nikolay ; 816 
 2507 ; 1 шиллинг. Великобритания ; 1887 ;  ; Ag ; XF+ ; 43 ; vitapool ; 716 
 2508 ; 1 крона. Великобритания. Коронация Елизаветы II ; 1953 ;  ; Cu-Ni ; AU ; 78 ; af ; 567 
 2509 ; 1 крона. Великобритания. Уинстон Черчилль ; 1965 ;  ; Cu-Ni ; AU ; 80 ; Rober ; 184 
 2510 ; 25 новых пенсов. Великобритания. 80 лет королеве Елизавете ; 1980 ;  ; Cu-Ni ; AU ; 29 ; k2e ; 169 
 2511 ; 25 новых пенсов. Великобритания. 25 лет правления ; 1977 ;  ; Cu-Ni ; AU ; 46 ; Smergol ; 197 
 2512 ; 1 шиллинг. Великобритания ; 1920 ;  ; Ag ; VF- ; 23 ; -antuss ; 81 
 2513 ; 1 шиллинг. Великобритания ; 1921 ;  ; Ag ; VF- ; 18 ; dsidorov ; 75 
 2514 ; 1 шиллинг. Великобритания ; 1922 ;  ; Ag ; VF- ; 12 ; митька ; 110 
 2515 ; 1 шиллинг. Великобритания ; 1923 ;  ; Ag ; F-VF ; 6 ; dsidorov ; 51 
 2516 ; 1 шиллинг. Великобритания ; 1924 ;  ; Ag ; F-VF ; 22 ; nikolay ; 81 
 2517 ; 1 шиллинг. Великобритания ; 1925 ;  ; Ag ; VF- ; 19 ; dsidorov ; 75 
 2518 ; 1 шиллинг. Великобритания ; 1926 ;  ; Ag ; VF- ; 49 ; dsidorov ; 71 
 2519 ; 1 шиллинг. Великобритания ; 1928 ;  ; Ag ; VF- ; 23 ; nikolay ; 83 
 2520 ; 1 шиллинг. Великобритания ; 1929 ;  ; Ag ; VF ; 30 ; AI ; 204 
 2521 ; 1 шиллинг. Великобритания ; 1930 ;  ; Ag ; VF- ; 25 ; wilk ; 83 
 2522 ; 1 шиллинг. Великобритания ; 1931 ;  ; Ag ; VF- ; 19 ; nikolay ; 92 
 2523 ; 1 шиллинг. Великобритания ; 1932 ;  ; Ag ; F-VF ; 8 ; Хирург ; 82 
 2524 ; 1 шиллинг. Великобритания ; 1933 ;  ; Ag ; VF- ; 9 ; Хирург ; 82 
 2525 ; 1 шиллинг. Великобритания ; 1934 ;  ; Ag ; VF ; 19 ; nikolay ; 153 
 2526 ; 1 шиллинг. Великобритания ; 1935 ;  ; Ag ; VF- ; 12 ; pref ; 81 
 2527 ; 1 шиллинг. Великобритания ; 1936 ;  ; Ag ; VF- ; 10 ; nikolay ; 84 
 2528 ; 1 шиллинг. Великобритания ; 1937 ;  ; Ag ; VF ; 9 ; Tesoros ; 82 
 2529 ; 1 шиллинг. Великобритания ; 1938 ;  ; Ag ; VF+ ; 24 ; митька ; 100 
 2530 ; 1 шиллинг. Великобритания ; 1939 ;  ; Ag ; VF+ ; 31 ; nikolay ; 84 
 2531 ; 1 шиллинг. Великобритания ; 1940 ;  ; Ag ; VF+ ; 10 ; wilk ; 82 
 2532 ; 1 шиллинг. Великобритания ; 1942 ;  ; Ag ; VF ; 10 ; vitapool ; 82 
 2533 ; 1 шиллинг. Великобритания ; 1943 ;  ; Ag ; VF+ ; 19 ; AI ; 193 
 2534 ; 1 шиллинг. Великобритания ; 1944 ;  ; Ag ; VF-XF ; 53 ; Dim888 ; 206 
 2535 ; 1 шиллинг. Великобритания ; 1945 ;  ; Ag ; VF-XF ; 34 ; AI ; 181 
 2536 ; 1 шиллинг. Великобритания ; 1946 ;  ; Ag ; VF+ ; 17 ; nikolay ; 104 
 2537 ; 6 пенсов. Великобритания ; 1920 ;  ; Ag ; VF- ; 32 ; elitov ; 77 
 2538 ; 6 пенсов. Великобритания ; 1921 ;  ; Ag ; F-VF ; 13 ; dsidorov ; 33 
 2539 ; 6 пенсов. Великобритания ; 1922 ;  ; Ag ; VF- ; 12 ; митька ; 60 
 2540 ; 6 пенсов. Великобритания ; 1924 ;  ; Ag ; VF- ; 7 ; dsidorov ; 64 
 2541 ; 6 пенсов. Великобритания ; 1925 ;  ; Ag ; F-VF ; 8 ; nikolay ; 41 
 2542 ; 6 пенсов. Великобритания ; 1926 ;  ; Ag ; VF- ; 17 ; митька ; 75 
 2543 ; 6 пенсов. Великобритания ; 1927 ;  ; Ag ; VF- ; 29 ; митька ; 79 
 2544 ; 6 пенсов. Великобритания ; 1928 ;  ; Ag ; VF ; 30 ; Sterh ; 53 
 2545 ; 6 пенсов. Великобритания ; 1929 ;  ; Ag ; VF- ; 5 ; SadKo ; 62 
 2546 ; 6 пенсов. Великобритания ; 1930 ;  ; Ag ; VF- ; 18 ; Dom Perignon ; 41 
 2547 ; 6 пенсов. Великобритания ; 1931 ;  ; Ag ; F-VF ; 10 ; nikolay ; 43 
 2548 ; 6 пенсов. Великобритания ; 1932 ;  ; Ag ; F-VF ; 10 ; Dom Perignon ; 34 
 2549 ; 6 пенсов. Великобритания ; 1933 ;  ; Ag ; VF- ; 26 ; nikolay ; 59 
 2450 ; 1/2 кроны. Великобритания ; 1896 ;  ; Ag ; F-VF ; 55 ; Tesoros ; 244 
 2451 ; 1/2 кроны. Великобритания ; 1897 ;  ; Ag ; VF- ; 27 ; Tesoros ; 226 
 2452 ; 1/2 кроны. Великобритания ; 1898 ;  ; Ag ; F-VF ; 37 ; dsidorov ; 284 
 2453 ; 1/2 кроны. Великобритания ; 1899 ;  ; Ag ; F-VF ; 17 ; SadKo ; 408 
 2454 ; 1/2 кроны. Великобритания ; 1900 ;  ; Ag ; F-VF ; 19 ; Tesoros ; 254 
 2455 ; 1/2 кроны. Великобритания ; 1920 ;  ; Ag ; VF- ; 17 ; митька ; 204 
 2456 ; 1/2 кроны. Великобритания ; 1921 ;  ; Ag ; VF- ; 23 ; dsidorov ; 155 
 2457 ; 1/2 кроны. Великобритания ; 1922 ;  ; Ag ; VF ; 26 ; dsidorov ; 169 
 2458 ; 1/2 кроны. Великобритания ; 1923 ;  ; Ag ; VF- ; 3 ; dsidorov ; 157 
 2459 ; 1/2 кроны. Великобритания ; 1926 ;  ; Ag ; VF- ; 28 ; dsidorov ; 209 
 2460 ; 1/2 кроны. Великобритания ; 1927 ;  ; Ag ; VF- ; 38 ; Хирург ; 204 
 2461 ; 1/2 кроны. Великобритания ; 1928 ;  ; Ag ; VF ; 36 ; Rober ; 204 
 2462 ; 1/2 кроны. Великобритания ; 1929 ;  ; Ag ; VF ; 9 ; митька ; 250 
 2463 ; 1/2 кроны. Великобритания ; 1931 ;  ; Ag ; VF ; 15 ; Rober ; 204 
 2464 ; 1/2 кроны. Великобритания ; 1932 ;  ; Ag ; VF+ ; 26 ; Tche ; 255 
 2465 ; 1/2 кроны. Великобритания ; 1933 ;  ; Ag ; VF ; 17 ; Eddy ; 234 
 2466 ; 1/2 кроны. Великобритания ; 1934 ;  ; Ag ; VF ; 15 ; Rober ; 209 
 2467 ; 1/2 кроны. Великобритания ; 1935 ;  ; Ag ; VF+ ; 29 ; AI ; 261 
 2468 ; 1/2 кроны. Великобритания ; 1936 ;  ; Ag ; VF+ ; 22 ; Хирург ; 220 
 2469 ; 1/2 кроны. Великобритания ; 1937 ;  ; Ag ; VF ; 31 ; Хирург ; 207 
 2470 ; 1/2 кроны. Великобритания ; 1939 ;  ; Ag ; VF ; 22 ; dsidorov ; 215 
 2471 ; 1/2 кроны. Великобритания ; 1940 ;  ; Ag ; VF+ ; 14 ; Rober ; 204 
 2472 ; 1/2 кроны. Великобритания ; 1942 ;  ; Ag ; VF+ ; 17 ; Rober ; 204 
 2473 ; 1/2 кроны. Великобритания ; 1944 ;  ; Ag ; VF+ ; 64 ; Rober ; 203 
