 5516 ; Открытка "Советская Антарктическая экспедиция" 70 лет М.М.Сомова 7.04.78 ;  ;  ;  ;  ; 7 ; doc2 ; 102 
 5312 ; Бона иностранная Куба ; 1949 ;  ;  ;  ; 52 ; lesnik1 ; 227 
 5313 ; Бона иностранная Куба. Образец ;  ;  ;  ; AU ; 80 ; Икстаб ; 306 
 5314 ; Бона иностранная Куба. Образец ;  ;  ;  ; AU ; 56 ; archy ; 357 
 5315 ; Бона иностранная Куба. Образец ;  ;  ;  ; AU ; 31 ; Hamlet ; 410 
 5216 ; Бона иностранная Украина ; 1995 ;  ;  ;  ; 11 ; жора ; 743 
 5217 ; Бона иностранная Молдова ; 2008 ;  ;  ;  ; 19 ; Shera ; 152 
 5218 ; Бона иностранная Китай ; 1942 ;  ;  ;  ; 32 ; lesnik1 ; 453 
 5219 ; Бона иностранная Китай ; 1941 ;  ;  ;  ; 29 ; Olimpia ; 906 
 5220 ; Бона иностранная Китай ; 1936 ;  ;  ;  ; 23 ; Olimpia ; 334 
 5221 ; Бона иностранная Китай ; 1936 ;  ;  ;  ; 21 ; Olimpia ; 340 
 5222 ; Бона иностранная Китай ; 1940 ;  ;  ;  ; 13 ; diskus72 ; 201 
 5223 ; Бона иностранная Китай ; 1936 ;  ;  ;  ; 16 ; я не робот ; 204 
 5224 ; Бона иностранная Китай ; 1940 ;  ;  ;  ; 11 ; diskus72 ; 227 
 5225 ; Бона иностранная Китай ; 1937 ;  ;  ;  ; 20 ; Атлантик ; 200 
 5226 ; Бона иностранная Китай ; 1937 ;  ;  ;  ; 11 ; Olimpia ; 203 
 5227 ; Бона иностранная Израиль ; 1968 ;  ;  ;  ; 21 ; Sterh ; 159 
 5228 ; Бона иностранная Израиль ; 1968 ;  ;  ;  ; 19 ; Suxov ; 351 
 5229 ; Бона иностранная Израиль ; 1978 ;  ;  ; AU ; 15 ; archy ; 125 
 5230 ; Бона иностранная Израиль ; 1987 ;  ;  ;  ; 16 ; вэл ; 92 
 5231 ; Бона иностранная Израиль ; 1983 ;  ;  ;  ; 5 ; ВЯЗЪ ; 92 
 5232 ; Бона иностранная Германия ; 1900 ;  ;  ;  ; 52 ; Magger ; 465 
 5233 ; Бона иностранная Германия ; 1911 ;  ;  ;  ; 13 ; DIMA 57 ; 397 
 5234 ; Бона иностранная Германия ; 1910 ;  ;  ;  ; 45 ; Марек ; 177 
 5235 ; Бона иностранная Германия ; 1908 ;  ;  ;  ; 57 ; SKH ; 146 
 5236 ; Бона иностранная Германия ; 1910 ;  ;  ;  ; 47 ; Magger ; 155 
 5237 ; Бона иностранная Германия ; 1917 ;  ;  ;  ; 49 ; Magger ; 184 
 5238 ; Бона иностранная Германия ; 1922 ;  ;  ;  ; 78 ; Alekss_27 ; 767 
 5239 ; Бона иностранная Германия ; 1922 ;  ;  ;  ; 51 ; А.А.Д ; 273 
 5240 ; Бона иностранная Германия ; 1910 ;  ;  ;  ; 58 ; Magger ; 192 
 5241 ; Бона иностранная Германия ; 1920 ;  ;  ;  ; 51 ; Атлантик ; 185 
 5242 ; Бона иностранная Германия ; 1922 ;  ;  ;  ; 43 ; Suxov ; 222 
 5243 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 51 ; SANGOLD1 ; 1120 
 5244 ; Бона иностранная Германия ; 1922 ;  ;  ;  ; 14 ; А.А.Д ; 155 
 5245 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 31 ; alesjane ; 290 
 5246 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 73 ; Атлантик ; 255 
 5247 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 36 ; uhfvv7 ; 93 
 5248 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 18 ; А.А.Д ; 104 
 5249 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 14 ; А.А.Д ; 68 
 5250 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 22 ; Jon Snow ; 333 
 5251 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 23 ; alex09-63 ; 67 
 5252 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 20 ; diskus72 ; 49 
 5253 ; Бона иностранная Германия ; 1939 ;  ;  ;  ; 21 ; uhfvv7 ; 453 
 5254 ; Бона иностранная Германия ; 1942 ;  ;  ;  ; 31 ; uhfvv7 ; 377 
 5255 ; Бона иностранная Германия ; 1944 ;  ;  ;  ; 25 ; Serjd ; 136 
 5256 ; Бона иностранная Германия ; 1944 ;  ;  ;  ; 30 ; Serjd ; 116 
 5257 ; Бона иностранная Германия ; 1935 ;  ;  ;  ; 57 ; Magger ; 441 
 5258 ; Бона иностранная Германия ;  ;  ;  ;  ; 24 ; Четырехлистник ; 261 
 5259 ; Бона иностранная Германия ;  ;  ;  ; AU ; 38 ; Четырехлистник ; 286 
 5260 ; Бона иностранная Германия ;  ;  ;  ;  ; 46 ; Talers ; 365 
 5261 ; Бона иностранная Германия ;  ;  ;  ; AU ; 23 ; Бригадир ; 379 
 5262 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 31 ; alesjane ; 261 
 5263 ; 5 марк ГДР ; 1975 ;  ;  ;  ; 14 ; teso ; 155 
 5264 ; 10 марк ГДР ; 1971 ;  ;  ; AU ; 36 ; gladkochub ; 249 
 5265 ; 20 марк ГДР ; 1975 ;  ;  ; AU ; 32 ; sifirot ; 623 
 5166 ; Лот бон ( 2шт.) ; 1976 ;  ;  ;  ; 13 ; магаз ; 83 
 5167 ; Дорожный чек 100 рублей ;  ;  ;  ;  ; 40 ; Serjd ; 207 
 5168 ; 10 копеек ; 1989 ;  ;  ;  ; 20 ; Serjd ; 104 
 5169 ; Приватизационный чек 10000 рублей ; 1992 ;  ;  ;  ; 24 ; Andrew1978 ; 801 
 5170 ; Приватизационный чек 10000 рублей ; 1992 ;  ;  ;  ; 31 ; bon15041980 ; 509 
 5171 ; Приватизационный чек ; 1992 ;  ;  ;  ; 11 ; Краснодар ; 150 
 5172 ; Лотерейный билет ; 1934 ;  ;  ;  ; 14 ; bonipari ; 582 
 5173 ; Билет лотереи ; 1943 ;  ;  ;  ; 34 ; гудзон ; 257 
 5174 ; Облигация в 125 рублей Николаевская ж.д ; 1869 ;  ;  ;  ; 13 ; Ustin ; 510 
 5175 ; Облигация в 125 рублей Российских ж.д ; 1880 ;  ;  ;  ; 7 ; AndrCh58 ; 306 
 5176 ; Облигация в 125 рублей Тамбовско-Саратовской ж.д ; 1882 ;  ;  ;  ; 17 ; Ustin ; 1062 
 5177 ; Облигация в 187,5 рублей о-во подъездных железных путей ; 1913 ;  ;  ;  ; 29 ; ККАТ ; 1134 
 5178 ; Облигация в 100 фунтов Курско-Харьково-Азовской ж.д ; 1888 ;  ;  ;  ; 32 ; ККАТ ; 793 
 5179 ; Облигация на 600 марок Орловско-Грязской ж.д ; 1887 ;  ;  ;  ; 14 ; ККАТ ; 408 
 5180 ; Облигация с купонами на 2000 марок о-ва Владикавказской ж.д ; 1912 ;  ;  ;  ; 28 ; AndrCh58 ; 700 
 5181 ; Облигация ; 1885 ;  ;  ;  ; 15 ; ККАТ ; 266 
 5182 ; Облигация ; 1880 ;  ;  ;  ; 9 ; ККАТ ; 340 
 5183 ; Облигация ; 1891 ;  ;  ;  ; 13 ; Holder31 ; 408 
 5184 ; Облигация ; 1889 ;  ;  ;  ; 38 ; ККАТ ; 587 
 5185 ; Облигация ; 1889 ;  ;  ;  ; 35 ; Holder31 ; 493 
 5186 ; Облигация ; 1889 ;  ;  ;  ; 40 ; svv ; 1530 
 5187 ; Облигация ; 1902 ;  ;  ;  ; 11 ; Ustin ; 555 
 5188 ; Облигация ; 1902 ;  ;  ;  ; 15 ; Ustin ; 555 
 5189 ; Облигация ; 1886 ;  ;  ;  ; 15 ; AndrCh58 ; 666 
 5190 ; Облигация ; 1886 ;  ;  ;  ; 7 ; AndrCh58 ; 666 
 5191 ; Облигация ; 1901 ;  ;  ;  ; 16 ; Ustin ; 907 
 5192 ; Облигация ; 1898 ;  ;  ;  ; 25 ; магаз ; 499 
 5193 ; Акция. Саратов ; 1905 ;  ;  ;  ; 10 ; AndrCh58 ; 235 
 5194 ; Акция. Саратов ; 1905 ;  ;  ;  ; 10 ; Ustin ; 306 
 5195 ; Акция ; 1911 ;  ;  ;  ; 13 ; Ustin ; 573 
 5196 ; Акция ; 1913 ;  ;  ;  ; 9 ; магаз ; 370 
 5197 ; Акция ; 1994 ;  ;  ;  ; 3 ; пара ; 46 
 5198 ; Акция ; 1994 ;  ;  ;  ; 3 ; пара ; 21 
 5199 ; Акция ; 1994 ;  ;  ;  ; 3 ; пара ; 46 
 5200 ; Акция ; 1994 ;  ;  ;  ; 4 ; пара ; 46 
 5201 ; Акция ; 1996 ;  ;  ;  ; 5 ; POUL ; 50 
 5202 ; Акция ; 1991 ;  ;  ;  ; 7 ; спрайт ; 50 
 5203 ; 100 рублей ; 1992 ;  ;  ;  ; 31 ; Vitaly26 ; 201 
 5204 ; Лот чеков ( 6шт.) ;  ;  ;  ;  ; 9 ; Краснодар ; 300 
 5205 ; Лот чеков ( 6шт.) ;  ;  ;  ;  ; 5 ; 333985 ; 306 
 5206 ; Лот чеков ( 7шт.) ;  ;  ;  ;  ; 7 ; bon15041980 ; 1008 
 5207 ; Билет лотереи ( 8шт.) ;  ;  ;  ;  ; 11 ; Ustin ; 222 
 5208 ; Облигация 50 рублей ; 1946 ;  ;  ;  ; 37 ; bonipari ; 255 
 5209 ; 5 центов Литва ; 1922 ;  ;  ;  ; 41 ; vasek ; 2042 
 5210 ; 5 лат Латвия ; 2009 ;  ;  ;  ; 17 ; smel ; 340 
 5211 ; 5 крон Эстония ; 1992 ;  ;  ; AU ; 11 ; Andreyspb ; 210 
 5212 ; 10 крон Эстония ; 2007 ;  ;  ; AU ; 13 ; ВЯЗЪ ; 113 
 5213 ; 50 манат Туркменистан ; 2014 ;  ;  ; AU ; 43 ; Andreyspb ; 793 
 5214 ; 100 манат Туркменистан ; 2014 ;  ;  ; AU ; 29 ; Olimpia ; 1495 
 5215 ; Лот бон Украина 2 шт ;  ;  ;  ;  ; 25 ; X3.96rus ; 124 
 5116 ; 25 рублей ; 1947 ; билет ;  ;  ; 39 ; sotnik ; 1277 
 5117 ; 50 рублей ; 1947 ; билет ;  ;  ; 48 ; sharapov.s21 ; 2052 
 5118 ; 10 марок золотом ; 1898 ; Финляндия билет ;  ;  ; 17 ; Sparks ; 1926 
 5119 ; 100 марок ; 1909 ; Финляндия билет ;  ;  ; 22 ; спарта ; 5412 
 5120 ; Лот бон Финляндия 6 шт ; 1909-18 ;  ;  ;  ; 38 ; bva150979 ; 946 
 5121 ; Лот деньги-марки 4 шт ;  ;  ;  ;  ; 45 ; இ ; 363 
 5122 ; Лот бон России 2 шт ; 1961-91 ;  ;  ; AU ; 18 ; опа-опа-опа-па ; 567 
 5123 ; 100 рублей ; 1961 ;  ;  ;  ; 26 ; blik00 ; 203 
 5124 ; 50 рублей ; 1961 ; билет ;  ; AU ; 19 ; 462 ; 401 
 5125 ; Лот бон 25 рублей 12 шт ; 1961 ;  ;  ;  ; 18 ; miha5855 ; 132 
 5126 ; Лот бон России 2 шт ; 1961 ;  ;  ;  ; 16 ; ialaiola ; 102 
 5127 ; Лот бон 10 рублей 3 шт ; 1991 ;  ;  ;  ; 47 ; stanis.bogdanoff ; 104 
 5128 ; Лот бон России 2 шт ; 1991 ;  ;  ;  ; 22 ; Wulf ; 138 
 5129 ; 500 рублей ; 1991 ; билет ;  ;  ; 24 ; Wulf ; 319 
 5130 ; 50 рублей ; 1992 ; билет ;  ;  ; 53 ; Vitaly26 ; 251 
 5131 ; 10000 рублей ; 1992 ; банкнота ;  ;  ; 8 ; Chatsky ; 306 
 5132 ; 5000 рублей ; 1993 ; банкнота ;  ;  ; 24 ; DBA123 ; 816 
 5133 ; 10000 рублей ; 1993 ; банкнота ;  ;  ; 31 ; Wulf ; 509 
 5134 ; 1000 рублей ; 1993 ; банкнота ;  ;  ; 10 ; BUMER1986 ; 100 
 5135 ; Лот бон России 2 шт ; 1992-93 ;  ;  ;  ; 53 ; stanis.bogdanoff ; 510 
 5136 ; 10000 рублей ; 1993 ; банкнота ;  ;  ; 62 ; ialaiola ; 333 
 5137 ; 50000 рублей ; 1994 ; банкнота ;  ;  ; 42 ; Address ; 1352 
 5138 ; Лот бон России 3 шт ; 1991-94 ;  ;  ;  ; 79 ; Wulf ; 642 
 5139 ; 10000 рублей ; 1994 ; банкнота ;  ;  ; 43 ; ialaiola ; 349 
 5140 ; Лот бон России 2 шт ; 1995 ;  ;  ;  ; 74 ; Plymouth ; 665 
 5141 ; 5000 рублей ; 1995 ; банкнота ;  ;  ; 19 ; Wulf ; 386 
 5142 ; 5000 рублей ; 1995 ; банкнота ;  ;  ; 32 ; Wulf ; 379 
 5143 ; 10000 рублей ; 1995 ; банкнота ;  ;  ; 24 ; Plymouth ; 708 
 5144 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 28 ; Wulf ; 682 
 5145 ; 100000 рублей ; 1995 ; банкнота ;  ;  ; 40 ; Plymouth ; 665 
 5146 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 89 ; Plymouth ; 350 
 5147 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 15 ; Алексей11 ; 126 
 5148 ; 50 рублей ; 1997 ; банкнота ;  ;  ; 35 ; Plymouth ; 654 
 5149 ; 50 рублей ; 1997 ; банкнота ;  ;  ; 36 ; scaniawolf ; 295 
 5150 ; 100 рублей ; 1997 ; банкнота ;  ;  ; 29 ; Алексей11 ; 371 
 5151 ; 100 рублей ; 1997 ; банкнота ;  ;  ; 37 ; durmanik ; 394 
 5152 ; 50 рублей ; 1991 ; билет ;  ;  ; 9 ; 89226266825й ; 100 
 5153 ; 100 рублей ; 1991 ; билет ;  ;  ; 9 ; 89226266825й ; 100 
 5154 ; 500 рублей ; 1991 ; билет ;  ;  ; 8 ; 333985 ; 124 
 5155 ; 200 рублей ; 1992 ; билет ;  ;  ; 15 ; 89226266825й ; 100 
 5156 ; 500 рублей ; 1992 ; билет ;  ;  ; 7 ; Suxov ; 124 
 5157 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 20 ; Suxov ; 159 
 5158 ; Лот бон ( 4шт.) ; 1993 ;  ;  ; AU ; 27 ; светлофон ; 204 
 5159 ; Лот бон ( 4шт.) ; 1997 ;  ;  ; AU ; 8 ; 462 ; 113 
 5160 ; Лот бон ( 3шт.) ; 1992 ;  ;  ; AU ; 13 ; Wulf ; 408 
 5161 ; Бона. 100 рублей. Олимпиада в Сочи. Серия АА ; 2014 ;  ;  ;  ; 18 ; POUL ; 195 
 5162 ; Бона. 100 рублей. Олимпиада в Сочи. Серия Аа ; 2014 ;  ;  ;  ; 17 ; nic27 ; 195 
 5163 ; Бона. 100 рублей. Крым и Севастополь. Серия СК ; 2015 ;  ;  ;  ; 26 ; POUL ; 206 
 5164 ; Бона. 100 рублей. Крым и Севастополь. Серия кс (замещение) ; 2015 ;  ;  ;  ; 29 ; Shved ; 341 
 5165 ; 5 рублей. Арктикуголь ;  ;  ;  ;  ; 35 ; квв76 ; 204 
 5066 ; 500 рублей ; 1920 ;  ;  ;  ; 23 ; இ ; 317 
 5067 ; 500 рублей ; 1920 ;  ;  ;  ; 35 ; ZIMOGOR ; 793 
 5068 ; 500 рублей ; 1920 ;  ;  ;  ; 14 ; cr3041 ; 272 
 5069 ; 1 рубль ; 1919 ;  ;  ; AU ; 47 ; SKH ; 1416 
 5070 ; 10000 рублей ; 1919 ;  ;  ;  ; 53 ; SKH ; 835 
 5071 ; 5000 рублей ; 1919 ;  ;  ; AU ; 71 ; SKH ; 833 
 5072 ; 5 карбованцев г.Житомир ; 1918 ;  ;  ;  ; 42 ; Vova1950 ; 686 
 5073 ; 1000 карбованцев ; 1918 ; Украина.Знак Державноi скарбицi ;  ; AU ; 46 ; SKH ; 1275 
 5074 ; 25 рублей г.Оренбург ; 1917 ;  ;  ;  ; 16 ; agent283 ; 716 
 5075 ; 50 рублей ; 1918 ; Туркестан ;  ;  ; 44 ; Fliege1 ; 1122 
 5076 ; Чек 3 рубля Харьков ;  ;  ;  ;  ; 29 ; blik00 ; 477 
 5077 ; 25000 рублей С.С.Р.Закавказья ;  ;  ;  ;  ; 27 ; пмт79 ; 1915 
 5078 ; 5 копеек Баку ;  ;  ;  ;  ; 15 ; Краснодар ; 131 
 5079 ; 100 рублей ; 1919 ;  ;  ;  ; 51 ; Serjd ; 677 
 5080 ; 5000 рублей ; 1919 ;  ;  ;  ; 29 ; ук75579 ; 408 
 5081 ; 10 рублей ; 1919 ; Закаспийское Временное Правительство ;  ;  ; 19 ; Olimpia ; 710 
 5082 ; 25 рублей ; 1917 ;  ;  ;  ; 22 ; ук75579 ; 413 
 5083 ; 5 рублей ; 1918 ; Закавказье ;  ;  ; 39 ; Olimpia ; 771 
 5084 ; 1 рубль ; 1918 ; Казначейский знак Сибирского временного правительства ;  ;  ; 16 ; 47154 ; 487 
 5085 ; 3 рубля ; 1918 ; Закавказье ;  ;  ; 53 ; пмт79 ; 793 
 5086 ; 1 карбованец ;  ;  ;  ;  ; 12 ; xoltecl ; 459 
 5087 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 40 ; cr3041 ; 747 
 5088 ; 25000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 53 ; Serjd ; 668 
 5089 ; 25000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 39 ; cr3041 ; 684 
 5090 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 32 ; Serjd ; 869 
 5091 ; 5000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 55 ; Serjd ; 818 
 5092 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 19 ; Dimitr1 ; 204 
 5093 ; 10000000 рублей ; 1921 ; Обязательства РСФСР 1921 г. ;  ;  ; 54 ; lesnik1 ; 14517 
 5094 ; 1000000 рублей ; 1921 ; Обязательства РСФСР 1921 г. ;  ;  ; 29 ; ук75579 ; 2395 
 5095 ; 5 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 40 ; себер ; 1589 
 5096 ; 100 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 50 ; Serjd ; 969 
 5097 ; 5 рублей ; 1925 ; Гос.казначейские билеты СССР ;  ;  ; 25 ; Serjd ; 1202 
 5098 ; 1 червонец ; 1926 ; Пятаков. Билет ;  ;  ; 14 ; ssss ; 2856 
 5099 ; 3 рубля ; 1934 ; Гос.казначейские билеты ;  ;  ; 50 ; Запруда ; 3197 
 5100 ; 1 червонец ; 1937 ; Билет ;  ;  ; 34 ; 1023oxana ; 512 
 5101 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 53 ; SIA ; 1501 
 5102 ; 1 червонец ; 1937 ; Билет ;  ;  ; 29 ; X3.96rus ; 340 
 5103 ; 1 червонец ; 1937 ; Билет ;  ;  ; 35 ; Suxov ; 429 
 5104 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 47 ; pelmen761 ; 662 
 5105 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 31 ; heavy_fly ; 310 
 5106 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 32 ; Holder31 ; 356 
 5107 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 36 ; heavy_fly ; 767 
 5108 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 20 ; Bastet1323 ; 520 
 5109 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 25 ; Wulf ; 550 
 5110 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 54 ; Четырехлистник ; 408 
 5111 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 30 ; diskus72 ; 252 
 5112 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ;  ; 46 ; sotnik ; 2097 
 5113 ; 5 рублей ; 1947 ; Гос.казначейский билет ;  ;  ; 52 ; cr3041 ; 793 
 5114 ; 10 рублей ; 1947 ; билет ;  ;  ; 20 ; ialaiola ; 510 
 5115 ; 10 рублей ; 1947 ; билет ;  ;  ; 70 ; vasek ; 2475 
 5016 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 19 ; Numismatist ; 102 
 5017 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; 89226266825й ; 71 
 5018 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 37 ; nic27 ; 364 
 5019 ; 5 рублей ; 1909 ; Денежные знаки ;  ; AU ; 44 ; svv ; 431 
 5020 ; Лот бон 5 рублей 2 шт ; 1909 ;  ;  ;  ; 26 ; САС ; 144 
