 3566 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 1 ; грос79 ; 22 
 2408 ; Фартинг. Великобритания ; 1925 ;  ; Br ; XF+ ; 9 ; vjacha ; 22 
 2409 ; Фартинг. Великобритания ; 1926 ;  ; Br ; XF- ; 13 ; evgen72 ; 35 
 2410 ; Фартинг. Великобритания ; 1927 ;  ; Br ; VF ; 25 ; evgen72 ; 26 
 2411 ; Фартинг. Великобритания ; 1928 ;  ; Br ; VF-XF ; 7 ; vjacha ; 20 
 2412 ; Фартинг. Великобритания ; 1929 ;  ; Br ; XF- ; 14 ; Fu ; 20 
 2413 ; Фартинг. Великобритания ; 1930 ;  ; Br ; VF+ ; 6 ; vjacha ; 20 
 2414 ; Фартинг. Великобритания ; 1932 ;  ; Br ; XF ; 6 ; Fu ; 20 
 2415 ; Фартинг. Великобритания ; 1933 ;  ; Br ; XF- ; 29 ; валери ; 29 
 2416 ; Фартинг. Великобритания ; 1934 ;  ; Br ; VF+ ; 27 ; валери ; 28 
 2417 ; Фартинг. Великобритания ; 1951 ;  ; Br ; XF- ; 24 ; vjacha ; 25 
 2418 ; Фартинг. Великобритания ; 1956 ;  ; Br ; XF+ ; 7 ; vjacha ; 20 
 2419 ; 1 доллар. США. Морган. В капсуле NGCА ; 1921 ;  ; Ag ; AU ; 44 ; sg1945 ; 1692 
 2420 ; Набор монет ГДР "750 лет Берлину" (Николай Вертель, Бранденбургские ворота, Красная ратуша, Александрплатц): 5 марок (4шт) + жетон. Упаковка ; 1987А ;  ; Cu-Ni ; AU ; 60 ; Sky2 ; 903 
 2421 ; Набор монет Белиза: 10,5,1 доллар, 50,25,10,5,1 цент (8шт). Упаковка ; 1974 ;  ; Ag,Cu-Ni ; Proof ; 68 ; wolikaz ; 2040 
 2422 ; Набор монет Канады: 1 доллар, 50,25,10,5,1 цент(6шт). Упаковка ; 1973 ;  ; Cu-Ni,Br ; AU ; 4 ; sg1945 ; 414 
 2423 ; 2000 песет. Испания. XXV олимпиада в Барселоне. В подарочной коробке с сертификатом ; 1990 ;  ; Ag ; Proof ; 34 ; Ramzess ; 1051 
 2424 ; Набор монет Швеции: 5,1 крона, 50,25,10,5 эре (6шт). Упаковка ; 1980 ;  ; Cu-Ni,Cu-Z ; Unc ; 69 ; dsp ; 412 
 2425 ; Набор монет Канады: 1 доллар "100 лет Ванкувер",1 доллар, 50, 25, 10, 5, 1 цент (7шт) с сертификатом. Упаковка ; 1986 ;  ; Ag,Cu-Ni,B ; Proof ; 33 ; KAKADU ; 1044 
 2426 ; Лот монет ГДР: 1 пфенниг (5шт) ; 1949-1953А ;  ; Al ; VF/VF+ ; 10 ; lesnik1 ; 28 
 2427 ; Лот монет Италии и Германии (4шт) ; 1932,1956,1967,1942 ;  ; St,Cu,Cu/N ; VF-/XF+ ; 40 ; sikachai ; 91 
 2428 ; Лот монет Великобритании: фартинг (5шт) ; 1912-1932 ;  ;  ; VF-/VF+ ; 4 ; марс7 ; 150 
 2429 ; Лот монет Аргентины: 20,50,100 песо (3шт) ; 1978 ;  ; Ni/Латунь ; VF+/VF-XF ; 52 ; falcom.v ; 122 
 2430 ; Лот игровых жетонов: 3шт ;  ;  ; Ж/м,б/м ; VF/XF- ; 4 ; paxa ; 14 
 2431 ; Лот монет Словакии (8шт): 2,1 евро, 50,20,10,5,2,1 центов ; 2009 ;  ; Би/м,латун ; XF/AU ; 15 ; sveta6369 ; 253 
 2432 ; Лот монет Словении (8шт): 2,1 евро, 50,20,10,5,2,1 центов ; 2007 ;  ; Би/м,латун ; AU ; 34 ; ask ; 357 
 2433 ; Лот монет Болгарии (7шт): 1 лев, 50,20,10,5,2,1 стотинок ; 1999-2002 ;  ; Би/м,латун ; AU ; 55 ; велко ; 93 
 2434 ; Лот монет Македонии (6шт): 50,10,5,2,1 динар, 50 дени ; 1993-2008 ;  ; Латунь,Cu/ ; XF+/AU ; 39 ; dagoff ; 294 
 2435 ; Лот монет Сербии (5шт): 5,2,1 динар ; 2003-2010 ;  ; Cu/Ni,Лату ; XF/AU ; 25 ; KAKADU ; 324 
 2436 ; Лот монет Египта и ОАЭ (5шт) ; 1924-2004 ;  ; Cu/Ni,Al/B ; F/XF ; 65 ; superaleks2004 ; 77 
 2337 ; 10 центов. Восточная Африка ; 1945 ;  ; Br ; VF ; 52 ; Ramzess ; 227 
 2338 ; 10 центов. Восточная Африка ; 1956 ;  ; Br ; VF+ ; 6 ; Ramzess ; 107 
 2339 ; 5 центов. Восточная Африка ; 1937 ;  ; Br ; VF+ ; 11 ; Ramzess ; 82 
 2340 ; 5 центов. Восточная Африка ; 1941 ;  ; Br ; VF- ; 12 ; Ramzess ; 62 
 2341 ; 5 центов. Восточная Африка ; 1942 ;  ; Br ; VF- ; 8 ; Ramzess ; 62 
 2342 ; 1 пенни. Британская Восточная Африкаг. Эдуард VIII ; 1936 ;  ; Cu-Ni ; VF+ ; 64 ; Ramzess ; 169 
 2343 ; 1 шиллинг. Восточная Африка ; 1948 ;  ; Cu-Ni ; VF+ ; 19 ; поручик ; 67 
 2344 ; 50 центов-1/2 шиллинга. Восточная Африка ; 1948 ;  ; Cu-Ni ; VF ; 22 ; Ramzess ; 86 
 2345 ; 1 цент. Восточная Африка ; 1956 ;  ; Br ; AU ; 19 ; Sky2 ; 63 
 2346 ; 1 рупия. Сейшельские острова ; 1970 ;  ; Cu-Ni ; VF ; 39 ; ez ; 161 
 2347 ; 1/2 рупии. Сейшельские острова ; 1972 ;  ; Cu-Ni ; VF+ ; 30 ; vb96 ; 156 
 2348 ; 1 пенни. Южная Африка ; 1955 ;  ; Br ; VF+ ; 7 ; Ramzess ; 114 
 2349 ; 1/2 пенни. Южная Африка ; 1942 ;  ; Br ; VF- ; 21 ; Ramzess ; 87 
 2350 ; 1 пении. Южная Родезия ; 1951 ;  ; Br ; VF+ ; 21 ; max1958 ; 159 
 2351 ; 1 флорин. Новая Зеландия ; 1965 ;  ; Cu-Ni ; VF- ; 22 ; Fu ; 60 
 2352 ; 1 шиллинг. Новая Зеландия ; 1947 ;  ; Cu-Ni ; VF ; 5 ; nekff ; 58 
 2353 ; 1 шиллинг. Британская Нигерия ; 1959 ;  ; Cu-Ni ; VF-XF ; 16 ; ask ; 69 
 2354 ; 1 пенни. Ямайка ; 1958 ;  ; Латунь ; VF ; 41 ; ez ; 159 
 2355 ; 400 рейс. Бразилия ; 1935 ;  ; Cu-Ni ; VF+ ; 55 ; abrek112 ; 180 
 2356 ; 500 рейс. Бразилия ; 1937 ;  ; Латунь ; XF ; 39 ; vb96 ; 176 
 2357 ; 1/12 шиллинга. Джерси ; 1937 ;  ; Br ; VF-XF ; 61 ; alno51 ; 226 
 2358 ; 1/12 шиллинга. Джерси. Елизавета II ; 1945 ;  ; Br ; XF- ; 36 ; ez ; 139 
 2359 ; 1/12 шиллинга. Джерси ; 1957 ;  ; Br ; XF- ; 24 ; ez ; 92 
 2360 ; 1/12 шиллинга. Джерси ; 1960 ;  ; Br ; XF ; 23 ; ez ; 88 
 2361 ; 1/4 шиллинга. Джерси ; 1957 ;  ; Латунь ; XF ; 15 ; alno51 ; 59 
 2362 ; 1/4 шиллинга. Джерси ; 1964 ;  ; Латунь ; VF-XF ; 7 ; nekff ; 46 
 2363 ; 1 цент. Канада ; 1921 ;  ; Br ; F-VF ; 13 ; ratiandr ; 41 
 2364 ; 2 анны. Индия ; 1920 ;  ; Cu-Ni ; F-VF ; 16 ; Sterh ; 41 
 2365 ; 1 анна. Индия ; 1912 ;  ; Cu-Ni ; VF- ; 9 ; kostian ; 48 
 2366 ; 1 анна. Индия ; 1913 ;  ; Cu-Ni ; F-VF ; 20 ; ratiandr ; 42 
 2367 ; 1 доллар. Гон-Конг ; 1960 ;  ; Cu-Ni ; F-VF ; 11 ; поручик ; 39 
 2368 ; 50 эре. Швеция ; 1912W ;  ; Ag ; VF-XF ; 48 ; abrek112 ; 204 
 2369 ; 50 эре. Швеция ; 1939G ;  ; Ag ; AU ; 21 ; abrek112 ; 524 
 2370 ; 50 эре. Швеция ; 1945G ;  ; Ag ; AU ; 15 ; abrek112 ; 524 
 2371 ; 50 эре. Швеция ; 1950TS ;  ; Ag ; AU ; 32 ; abrek112 ; 524 
 2372 ; 50 эре. Швеция ; 1952TS ;  ; Ag ; XF+ ; 7 ; abrek112 ; 51 
 2373 ; 50 эре. Швеция ; 1953TS ;  ; Ag ; AU ; 14 ; abrek112 ; 124 
 2374 ; 50 эре. Швеция ; 1955TS ;  ; Ag ; XF+ ; 36 ; hugo ; 107 
 2375 ; 50 эре. Швеция ; 1961TS ;  ; Ag ; AU ; 6 ; hugo ; 104 
 2376 ; 25 эре. Швеция ; 1934G ;  ; Ag ; VF-XF ; 17 ; ask ; 117 
 2377 ; 25 эре. Швеция ; 1941G ;  ; Ag ; XF- ; 38 ; ask ; 114 
 2378 ; 25 эре. Швеция ; 1952TS ;  ; Ag ; XF+ ; 11 ; vjacha ; 48 
 2379 ; 25 эре. Швеция ; 1953TS ;  ; Ag ; XF ; 12 ; fokin ; 36 
 2380 ; 25 эре. Швеция ; 1954TS ;  ; Ag ; XF+ ; 29 ; skif ; 45 
 2381 ; 25 эре. Швеция ; 1955TS ;  ; Ag ; XF ; 28 ; skif ; 53 
 2382 ; 25 эре. Швеция ; 1956TS ;  ; Ag ; XF+ ; 43 ; 1269532 ; 44 
 2383 ; 25 эре. Швеция ; 1957TS ;  ; Ag ; AU ; 15 ; hugo ; 46 
 2384 ; 25 эре. Швеция ; 1958TS ;  ; Ag ; AU ; 11 ; alno51 ; 46 
 2385 ; 10 эре. Швеция ; 1941G ;  ; Ag ; AU ; 16 ; abrek112 ; 320 
 2386 ; 10 эре. Швеция ; 1948TS ;  ; Ag ; AU ; 13 ; abrek112 ; 84 
 2287 ; 1 лев. Болгария.  Дружба навеки ; 1981 ;  ; Cu/Ni ; AU ; 56 ; ask ; 212 
 2288 ; 1 лев. Болгария.  Дружба навеки ; 1981 ;  ; Cu/Ni ; Proof ; 51 ; bat514 ; 238 
 2289 ; 10 лева. Болгария ; 1997 ;  ; Латунь ; AU ; 13 ; alex995 ; 17 
 2290 ; 50 стотинок. Болгария. НАТО ; 2004 ;  ; Cu/Ni ; XF+ ; 15 ; Komod ; 27 
 2291 ; 50 стотинок. Болгария. ЕС ; 2005 ;  ; Cu/Ni ; AU ; 12 ; Komod ; 28 
 2292 ; 50 стотинок. Болгария. ЕС ; 2007 ;  ; Cu/Ni ; AU ; 12 ; Komod ; 20 
 2293 ; 20 лева. Болгария ; 1940 ;  ; Cu/Ni ; VF- ; 31 ; kamensk61 ; 204 
 2294 ; 50 лева. Болгария ; 1940 ;  ; Cu/Ni ; VF ; 11 ; rachkowsky ; 102 
 2295 ; 50 лева. Болгария ; 1943 ;  ; Fe ; XF- ; 9 ; kont ; 214 
 2296 ; 5 бани. Румыния ; 1966 ;  ; St/Ni ; XF- ; 2 ; yral ; 3 
 2297 ; 25 бани. Румыния ; 1966 ;  ; St/Ni ; VF+ ; 11 ; alex995 ; 12 
 2298 ; 1 лей. Румыния ; 1966 ;  ; St/Ni ; VF+ ; 11 ; alex995 ; 12 
 2299 ; 3 лей. Румыния ; 1966 ;  ; St/Ni ; VF+ ; 11 ; alex995 ; 12 
 2300 ; 50 динаров. Югославия ; 1938 ;  ; Ag ; VF+ ; 23 ; велко ; 306 
 2301 ; 500 динаров. Югославия. 60 лет конгрессу югославских коммунистов в Вуковаре ; 1980 ;  ; Ag ; Proof ; 26 ; soouo ; 765 
 2302 ; 5 динаров. Югославия. Шахмат ; 1990 ;  ; Cu/Ni ; Proof ; 13 ; kamensk61 ; 374 
 2303 ; 1 динар. Югославия ; 1953 ;  ; Al ; VF ; 11 ; alex995 ; 12 
 2304 ; 2 динара. Югославия ; 1953 ;  ; Al ; VF ; 12 ; kamensk61 ; 20 
 2305 ; 5 динар. Югославия ; 1953 ;  ; Al ; VF ; 11 ; alex995 ; 12 
 2306 ; 1 динар. Югославия ; 1963 ;  ; Al ; XF+ ; 8 ; alno51 ; 59 
 2307 ; 2 динара. Югославия ; 1963 ;  ; Al ; AU ; 8 ; ВМШ ; 114 
 2308 ; 5 динар. Югославия ; 1963 ;  ; Al ; AU ; 6 ; ВМШ ; 193 
 2309 ; 3 евро. Словения. Любляна-столица книги ; 2010 ;  ; Би/м ; AU ; 7 ; zenith_ka ; 225 
 2310 ; 2 евро. Словения. 200 лет ботаническому саду в Любляне ; 2010 ;  ; Би/м ; AU ; 17 ; Guron ; 160 
 2311 ; 2 евро. Словакия. 10 лет введения евро ; 2009 ;  ; Би/м ; AU ; 23 ; 1177 ; 159 
 2312 ; 2 евро. Словакия. 20 лет независимости ; 2009 ;  ; Би/м ; AU ; 31 ; Guron ; 160 
 2313 ; 20 динар. Сербия. Никола Тесла ; 2006 ;  ; Cu/Ni ; XF ; 12 ; jj ; 33 
 2314 ; 20 динар. Сербия. Доситей Обрадович ; 2007 ;  ; Cu/Ni ; AU ; 5 ; jj ; 23 
 2315 ; 20 динар. Сербия. Милутин Миланкович ; 2009 ;  ; Cu/Ni ; XF ; 18 ; jj ; 32 
 2316 ; 20 динар. Сербия. Чорче Вайферт ; 2010 ;  ; Cu/Ni ; AU ; 16 ; jj ; 35 
 2317 ; 10 динар. Сербия. 12 универсиада в Белграде ; 2009 ;  ; Cu/Ni ; AU ; 5 ; alex995 ; 23 
 2318 ; 2 фунта. Великобритания. М-32,45гр ; 1999 IRB ;  ; Ag0,958 ; Unc ; 34 ; К215 ; 1377 
 2319 ; 50 пенсов. Великобритания ; 1973 ;  ; Cu-Ni ; AU ; 9 ; 1982 ; 80 
 2320 ; 50 пенсов. Гибралтар ; 1988 ;  ; Cu-Ni ; F-VF ; 29 ; ask ; 82 
 2321 ; 3 пенса. Британская Западная Африка ; 1939Н ;  ; Cu-Ni ; VF-XF ; 29 ; Ramzess ; 206 
 2322 ; 50 центов. Британские Карибские территории ; 1965 ;  ; Cu-Ni ; F-VF ; 12 ; ez ; 135 
 2323 ; 2 цента. Британские Карибские территории ; 1965 ;  ; Br ; VF+ ; 51 ; Ramzess ; 110 
 2324 ; 1 цент. Британские Карибские территории ; 1965 ;  ; Br ; VF+ ; 35 ; Ramzess ; 114 
 2325 ; 5 центов. Цейлон ; 1942 ;  ; Латунь ; VF ; 21 ; Ramzess ; 183 
 2326 ; 400 рейс. Бразилия. Жетулио Варгас ; 1938 ;  ; Cu-Ni ; XF+ ; 34 ; vb96 ; 89 
 2327 ; 50 центов. Гон-Конг ; 1951 ;  ; Cu-Ni ; VF ; 11 ; Fu ; 46 
 2328 ; 1 цент. Гон-Конг. Эдуард VII ; 1902 ;  ; Cu ; VF ; 64 ; alno51 ; 275 
 2329 ; 100 милс. Британский Кипр ; 1955 ;  ; Cu-Ni ; VF- ; 39 ; alno51 ; 408 
 2330 ; 5 милс. Британский Кипр ; 1955 ;  ; Br ; VF+ ; 33 ; Ramzess ; 51 
 2331 ; 4 добля. Остров Гернси ; 1956 ;  ; Br ; VF-XF ; 83 ; Ramzess ; 351 
 2332 ; 3 пенса. Остров Гернси ; 1959 ;  ; Cu-Ni ; VF-XF ; 26 ; ЕКХ ; 75 
 2333 ; 1 пенни. Новая Зеландия ; 1963 ;  ; Br ; XF+ ; 5 ; optimus ; 51 
 2334 ; 1 цент. Восточная Африка ; 1956 ;  ; Br ; AU ; 16 ; В1951 ; 59 
 2335 ; 10 центов. Восточная Африка ; 1934 ;  ; Br ; F-VF ; 6 ; alno51 ; 107 
 2336 ; 10 центов. Восточная Африка ; 1942 ;  ; Br ; VF- ; 5 ; Ramzess ; 62 
 2237 ; 6 пенсов. Великобритания ; 1939 ;  ; Ag ; VF- ; 41 ; evgen72 ; 49 
 2238 ; 6 пенсов. Великобритания ; 1940 ;  ; Ag ; VF ; 8 ; Sky2 ; 56 
 2239 ; 6 пенсов. Великобритания ; 1941 ;  ; Ag ; VF ; 21 ; Sky2 ; 59 
 2240 ; 6 пенсов. Великобритания ; 1942 ;  ; Ag ; VF- ; 14 ; ask ; 57 
 2241 ; 6 пенсов. Великобритания ; 1943 ;  ; Ag ; VF ; 18 ; Sky2 ; 52 
 2242 ; 6 пенсов. Великобритания ; 1944 ;  ; Ag ; VF- ; 22 ; ask ; 52 
 2243 ; 6 пенсов. Великобритания ; 1945 ;  ; Ag ; VF ; 21 ; Sterh ; 57 
 2244 ; 6 пенсов. Великобритания ; 1946 ;  ; Ag ; VF- ; 14 ; evgen72 ; 31 
 2245 ; 3 пенса. Великобритания ; 1916 ;  ; Ag ; F-VF ; 14 ; evgen72 ; 33 
 2246 ; 3 пенса. Великобритания ; 1917 ;  ; Ag ; VF- ; 31 ; aspt ; 72 
 2247 ; 3 пенса. Великобритания ; 1918 ;  ; Ag ; VF ; 15 ; Sky2 ; 67 
 2248 ; 3 пенса. Великобритания ; 1919 ;  ; Ag ; VF ; 23 ; Sky2 ; 62 
 2249 ; 3 пенса. Великобритания ; 1920 ;  ; Ag ; VF ; 24 ; Sky2 ; 62 
 2250 ; 3 пенса. Великобритания ; 1921 ;  ; Ag ; VF ; 12 ; Sky2 ; 59 
 2251 ; 3 пенса. Великобритания ; 1933 ;  ; Ag ; VF+ ; 9 ; Sky2 ; 67 
 2252 ; 3 пенса. Великобритания ; 1934 ;  ; Ag ; VF+ ; 20 ; Sky2 ; 67 
 2253 ; 3 пенса. Великобритания ; 1935 ;  ; Ag ; VF+ ; 8 ; Sky2 ; 67 
 2254 ; 3 пенса. Великобритания ; 1936 ;  ; Ag ; VF-XF ; 70 ; dsp ; 81 
 2255 ; 3 пенса. Великобритания ; 1937 ;  ; Ag ; VF-XF ; 43 ; Sky2 ; 51 
 2256 ; 3 пенса. Великобритания ; 1938 ;  ; Ag ; VF+ ; 34 ; Sky2 ; 51 
 2257 ; 3 пенса. Великобритания ; 1939 ;  ; Ag ; VF-XF ; 8 ; Sky2 ; 59 
 2258 ; 3 пенса. Великобритания ; 1940 ;  ; Ag ; VF+ ; 12 ; kostian ; 61 
 2259 ; 3 пенса. Великобритания ; 1941 ;  ; Ag ; VF+ ; 51 ; dsidorov ; 70 
 2260 ; 10 пенсов. Великобритания ; 1968 ;  ; Cu/Ni ; XF+ ; 12 ; alex995 ; 17 
 2261 ; 10 пенсов. Великобритания ; 1992 ;  ; Cu/Ni ; VF-XF ; 4 ; Sterh ; 4 
 2262 ; 20 пенсов. Великобритания ; 1994 ;  ; Cu/Ni ; VF-XF ; 12 ; alex995 ; 17 
 2263 ; 5 пенсов. Великобритания ; 1991 ;  ; Cu/Ni ; VF- ; 20 ; kostian ; 20 
 2264 ; 2 пенса. Великобритания ; 1978 ;  ; Br ; VF-XF ; 13 ; alex995 ; 17 
 2265 ; 3 пенса. Великобритания ; 1967 ;  ; Al/Br ; AU ; 17 ; olimpic74 ; 35 
 2266 ; 3 пенса. Великобритания ; 1953 ;  ; Ni/Латунь ; AU ; 14 ; alno51 ; 102 
 2267 ; 1 пенни. Великобритания ; 1953 ;  ; Br ; AU ; 26 ; alno51 ; 204 
 2268 ; Фартинг. Великобритания ; 1953 ;  ; Br ; AU ; 17 ; Jakob Sprenger ; 102 
 2269 ; 1 шиллинг. Великобритания. Английский герб ; 1953 ;  ; Cu-Ni ; AU ; 19 ; alno51 ; 114 
 2270 ; 1 шиллинг. Великобритания. Шотландский ; 1953 ;  ; Cu-Ni ; AU ; 36 ; dsidorov ; 36 
 2271 ; 6 пенсов. Великобритания ; 1953 ;  ; Cu-Ni ; AU ; 7 ; dsidorov ; 51 
 2272 ; 1/2 пенни. Великобритания ; 1953 ;  ; Br ; AU ; 21 ; Jakob Sprenger ; 113 
 2273 ; 1/2 кроны. Великобритания ; 1953 ;  ; Cu-Ni ; XF+ ; 14 ; dsidorov ; 162 
 2274 ; 1/2 пенни. Великобритания ; 1944 ;  ; Br ; XF+ ; 27 ; udaw ; 120 
 2275 ; 1/2 пенни. Великобритания ; 1963 ;  ; Br ; XF- ; 1 ; olimpic74 ; 50 
 2276 ; 3 пенса. Великобритания ; 1953 ;  ; Ni/Латунь ; AU ; 14 ; dsidorov ; 22 
 2277 ; 10 крон. Швеция ; 1991 ;  ; Cu/Al/Zn ; VF-XF ; 16 ; Rober ; 57 
 2278 ; 2 шиллинга. Великобритания ; 1953 ;  ; Cu-Ni ; XF+ ; 9 ; alno51 ; 102 
 2279 ; 1 пенни. Великобритания ; 1967 ;  ; Br ; AU ; 14 ; optimus ; 24 
 2280 ; 200 марок. Финляндия ; 1957 ;  ; Ag ; AU ; 58 ; dsp ; 553 
 2281 ; 1 крона. Швеция ; 1946 ;  ; Ag ; AU ; 81 ; dsp ; 399 
 2282 ; 2 лева. Болгария. Космос ; 1988 ;  ; Cu/Ni ; Proof ; 62 ; alno51 ; 333 
 2283 ; 20 лева.Болгария. Космос ; 1988 ;  ; Ag ; Proof ; 60 ; alno51 ; 459 
 2284 ; 5 лева. Болгария. Апрельское восстание-княжна Райна ; 1976 ;  ; Ag ; Proof ; 15 ; makarovmo ; 692 
 2285 ; 2 лева. Болгария. Апрельское восстание-пушка из черешни ; 1976 ;  ; Cu/Ni ; AU ; 22 ; alno51 ; 164 
 2286 ; 1 лев. Болгария. Апрельское восстание-клятва ; 1976 ;  ; Cu ; AU ; 17 ; Ramzess ; 294 
 2187 ; 1/2 кроны. Великобритания ; 1943 ;  ; Ag ; VF+ ; 14 ; abrek112 ; 209 
 2188 ; 1/2 кроны. Великобритания ; 1944 ;  ; Ag ; VF-XF ; 17 ; abrek112 ; 255 
 2189 ; 1/2 кроны. Великобритания ; 1945 ;  ; Ag ; XF+ ; 20 ; Jakob Sprenger ; 327 
 2190 ; 1/2 кроны. Великобритания ; 1946 ;  ; Ag ; XF ; 9 ; abrek112 ; 255 
 2191 ; Флорин. Великобритания ; 1920 ;  ; Ag ; F-VF ; 13 ; skif ; 111 
 2192 ; Флорин. Великобритания ; 1921 ;  ; Ag ; VF- ; 23 ; Fusion ; 150 
 2193 ; Флорин. Великобритания ; 1924 ;  ; Ag ; F-VF ; 16 ; Fusion ; 135 
 2194 ; Флорин. Великобритания ; 1925 ;  ; Ag ; F-VF ; 14 ; Fusion ; 139 
 2195 ; Флорин. Великобритания ; 1926 ;  ; Ag ; F-VF ; 14 ; Fusion ; 140 
 2196 ; Флорин. Великобритания ; 1929 ;  ; Ag ; VF ; 10 ; Fusion ; 117 
 2197 ; Флорин. Великобритания ; 1930 ;  ; Ag ; VF ; 16 ; dsidorov ; 134 
 2198 ; Флорин. Великобритания ; 1931 ;  ; Ag ; VF ; 15 ; aspt ; 125 
 2199 ; Флорин. Великобритания ; 1933 ;  ; Ag ; VF ; 8 ; vitapool ; 114 
 2200 ; Флорин. Великобритания ; 1936 ;  ; Ag ; VF ; 11 ; nik23455 ; 129 
 2201 ; 2 шиллинга. Великобритания ; 1942 ;  ; Ag ; VF ; 24 ; ask ; 153 
 2202 ; 2 шиллинга. Великобритания ; 1945 ;  ; Ag ; VF+ ; 14 ; soouo ; 139 
 2203 ; 2 шиллинга. Великобритания ; 1945 ;  ; Ag ; XF+ ; 23 ; alno51 ; 255 
 2204 ; 2 шиллинга. Великобритания ; 1947 ;  ; Cu/Ni ; VF- ; 17 ; evgen72 ; 34 
 2205 ; 2 шиллинга. Великобритания ; 1948 ;  ; Cu/Ni ; VF- ; 24 ; nik23455 ; 133 
 2206 ; 1  шиллинг. Великобритания ; 1921 ;  ; Ag ; F-VF ; 8 ; igor6353 ; 62 
 2207 ; 1  шиллинг. Великобритания ; 1922 ;  ; Ag ; F-VF ; 8 ; Fusion ; 59 
 2208 ; 1  шиллинг. Великобритания ; 1925 ;  ; Ag ; VF ; 18 ; Sterh ; 48 
 2209 ; 1  шиллинг. Великобритания ; 1926 ;  ; Ag ; F-VF ; 6 ; Fusion ; 60 
 2210 ; 1  шиллинг. Великобритания ; 1927 ;  ; Ag ; F-VF ; 5 ; skif ; 62 
 2211 ; 1  шиллинг. Великобритания ; 1928 ;  ; Ag ; VF- ; 18 ; Fusion ; 60 
 2212 ; 1  шиллинг. Великобритания ; 1929 ;  ; Ag ; VF- ; 5 ; vitapool ; 62 
 2213 ; 1  шиллинг. Великобритания ; 1933 ;  ; Ag ; VF ; 12 ; LYALKA1972 ; 74 
 2214 ; 1  шиллинг. Великобритания ; 1942 ;  ; Ag ; VF+ ; 18 ; нумизмат ; 123 
 2215 ; 1  шиллинг. Великобритания ; 1945 ;  ; Ag ; VF+ ; 25 ; нумизмат ; 133 
 2216 ; 1  шиллинг. Великобритания ; 1946 ;  ; Ag ; VF-XF ; 31 ; alno51 ; 114 
 2217 ; 1  шиллинг. Великобритания ; 1947 ;  ; Cu/Ni ; VF+ ; 24 ; nik23455 ; 120 
 2218 ; 1  шиллинг. Великобритания ; 1948 ;  ; Cu/Ni ; VF- ; 39 ; Fu ; 41 
 2219 ; 1  шиллинг. Великобритания ; 1951 ;  ; Cu/Ni ; VF ; 14 ; nik23455 ; 102 
